placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Yolo+Garage+Door+INC/data=!4m7!3m6!1s0x8084d140423a6261:0x9fab6043ca862a06!8m2!3d38.6673243!4d-121.7459718!16s%2Fg%2F11s8dpv5rb!19sChIJYWI6QkDRhIARBiqGykNgq58,Yolo Garage Door INC,4.9,29,Garage door supplier,"907 Bourn Dr #81, Woodland, CA 95776, United States","M783+WJ Woodland, California, USA",https://www.yologarage.com/,+1 530-207-7241,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN73xeXghd9l9hxjuMfkVBmkcCHKJqkg1j5ke0X=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–11:30 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:18:27.040Z,,,,
https://www.google.com/maps/place/Hall%27s+Window+Center/data=!4m7!3m6!1s0x809adcc7742890e3:0x77eb6bb5cea9e500!8m2!3d38.590473!4d-121.262537!16s%2Fg%2F1tfp_2gv!19sChIJ45AodMfcmoARAOWpzrVr63c,Hall's Window Center,4.2,113,Window installation service,"11297 White Rock Rd, Rancho Cordova, CA 95742, United States","HPRP+5X Rancho Cordova, California, USA",https://www.hallswindowcenter.com/,+1 916-831-7522,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN4pNSvhJzHXo3_fuih_WkU7t8gtbxQaFO00JKN=w446-h240-k-no,true,8 am–5 pm,10 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:18:31.438Z,,,,
https://www.google.com/maps/place/AAA+Crane+Services/data=!4m7!3m6!1s0x809ad1b07252b03f:0x5351d7ede5d761db!8m2!3d38.563899!4d-121.525537!16s%2Fg%2F11n34wrbvj!19sChIJP7BScrDRmoAR22HX5e3XUVM,AAA Crane Services,4.9,13,Crane service,"1980 S River Rd, West Sacramento, CA 95691, United States","HF7F+HQ West Sacramento, California, USA",http://aaacraneservices.com/,+1 916-568-3456,Closes soon ⋅ 4 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-eAdma_0TFAj7NhGMTIipMynplU_12KmDlLwsqZha6Jpq2EqjIZrik-HZgNdLGQe6nMXgL35ebyucCfXWYuZZnyvi2sEDx1SxMZ1shixJt3ijlBtzI5f9a1uUzLF5tJIbd7Lxig=w426-h240-k-no,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:18:35.881Z,,,,
https://www.google.com/maps/place/Sac+Garage+Doors/data=!4m7!3m6!1s0x809b21b400000001:0x6bec13cb5dcd296f!8m2!3d38.6674586!4d-121.149648!16s%2Fg%2F11b73yyg59!19sChIJAQAAALQhm4ARbynNXcsT7Gs,Sac Garage Doors,2.3,20,Garage door supplier,,,https://www.sacgaragedoors.com/,+1 916-472-6244,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMCmZqsXhHDotXtIszHtziPoLJmkKtsBe7HUBPX=w408-h408-k-no,true,8 am–6 pm,9 am–1 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:18:40.529Z,,,,
https://www.google.com/maps/place/Garage+Door+Republic/data=!4m7!3m6!1s0x809adf444c088b17:0xd6b845f720021195!8m2!3d38.644524!4d-121.262551!16s%2Fg%2F11g18xrc5n!19sChIJF4sITETfmoARlRECIPdFuNY,Garage Door Republic,5.0,4,Garage door supplier,,,http://www.garagedoorrepublic.com/,+1 916-913-9785,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMBW_dtSyZqprhNTJ3QHUwYfkeSfxvtF-63fUQ5=w426-h240-k-no,true,7 am–6 pm,8 am–5 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:18:44.872Z,,,,
"https://www.google.com/maps/place/McCray%27s+Handyman,+Inc.+DBA+McCray+%26+Sons+Home+Services/data=!4m7!3m6!1s0x809ad77adf4e4101:0x34fced3e86c26a97!8m2!3d38.5639516!4d-121.5791877!16s%2Fg%2F11h242fg39!19sChIJAUFO33rXmoARl2rChj7t_DQ","McCray's Handyman, Inc. DBA McCray & Sons Home Services",4.8,39,Handyman/Handywoman/Handyperson,"4007 Seaport Blvd, West Sacramento, CA 95691, United States","HC7C+H8 West Sacramento, California, USA",http://www.mccrayshomeservices.com/,+1 916-258-1290,Closes soon ⋅ 4 pm ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMC8w4h85Tgur6uQFWmghk_qUop4e8XNhO8-iEH=w408-h272-k-no,true,9 am–4 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:18:49.512Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Tuff+Shed+Sacramento/data=!4m7!3m6!1s0x809ad9f8a28159d3:0xcfd12bad62733cfa!8m2!3d38.6018926!4d-121.4387314!16s%2Fg%2F1vfn6xf3!19sChIJ01mBovjZmoAR-jxzYq0r0c8,Tuff Shed Sacramento,4.7,416,Shed builder,"1235 Fee Dr, Sacramento, CA 95815, United States","JH26+QG Sacramento, California, USA",http://www.tuffshed.com/sacramento-area/,+1 916-483-8833,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPL9CvynvsmA8EOfGSgEaSasW--uRJk7top1vuL=w426-h240-k-no,true,10 am–7 pm,9 am–6 pm,12–5 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:18:54.339Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Capital+Glass+%26+Construction+%7C+Glass+Company/data=!4m7!3m6!1s0x6547901170f0d543:0x2c5575b8a9e13bd8!8m2!3d38.5656106!4d-121.4691095!16s%2Fg%2F11sxx5_rs0!19sChIJQ9XwcBGQR2UR2Dvhqbh1VSw,Capital Glass & Construction | Glass Company,5.0,20,Window installation service,"1618 Alhambra Blvd, Sacramento, CA 95816, United States","HG8J+69 Sacramento, California, USA",https://www.facebook.com/capitalglassconsacramentoca/,+1 916-333-9599,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPMO9ZURMr7HLatCSdqgwTzNF4WNuMxrB8b_gZD=w408-h251-k-no,true,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:18:58.811Z,,,,
https://www.google.com/maps/place/Garage+Doors+Installation/data=!4m7!3m6!1s0x27207a7ba130e495:0x5f2e0982ec6b5c8e!8m2!3d38.3593105!4d-121.262551!16s%2Fg%2F11lznk75mf!19sChIJleQwoXt6ICcRjlxr7IIJLl8,Garage Doors Installation,5.0,10,Garage door supplier,,,https://garagedoors-installation.com/,+1 916-473-5461,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMTBDEQPbas5lcvhnFjv2joQruEUDDw_umURXmo=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:03.113Z,,,,
https://www.google.com/maps/place/First+Choice+Garage+Doors/data=!4m7!3m6!1s0x809adffef079e7bd:0xd818b14d33f80e64!8m2!3d38.377413!4d-121.4448529!16s%2Fg%2F11ghs959jk!19sChIJved58P7fmoARZA74M02xGNg,First Choice Garage Doors,5.0,3,Garage door supplier,,,,+1 916-223-4813,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOj_Ga5PBLrdN0RT7AGdkdStFrlqDub9Nqh_jr6=w408-h272-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:07.418Z,,,,
https://www.google.com/maps/place/Berke+Door+%26+Hardware+Inc/data=!4m7!3m6!1s0x809adad5059293ef:0x746cf2c93f08f4e8!8m2!3d38.5381525!4d-121.4015969!16s%2Fg%2F1tdrfm6d!19sChIJ75OSBdXamoAR6PQIP8nybHQ,Berke Door & Hardware Inc,3.7,9,Door supplier,"8255 Belvedere Ave, Sacramento, CA 95826, United States","GHQX+79 Sacramento, California, USA",https://www.berkedoorandhardware.com/,+1 916-452-7331,Open ⋅ Closes 4:45 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O9u9IBgXqy-i-lMqb2TQGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.97388&pitch=0&thumbfov=100,true,"8 am–12 pm, 12:45–4:45 pm",Closed,Closed,"8 am–12 pm, 12:45–4:45 pm","8 am–12 pm, 12:45–4:45 pm","8 am–12 pm, 12:45–4:45 pm","8 am–12 pm, 12:45–4:45 pm","https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:11.807Z,,,,
https://www.google.com/maps/place/GrindLine+Garage+Door+Co./data=!4m7!3m6!1s0x4afe406d088b189:0xdde3a3255cb7d650!8m2!3d38.6589713!4d-121.383598!16s%2Fg%2F11yj4gym1_!19sChIJibGI0AbkrwQRUNa3XCWj490,GrindLine Garage Door Co.,5.0,15,Garage door supplier,,,https://www.grindlinegarage.com/,+1 855-474-6354,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNmhCiYHXprUMzUZYCqjLxWl70ovR-pxIdRb918=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:16.086Z,,,,
https://www.google.com/maps/place/The+Best+Garage+Door+Repair+Carmichael/data=!4m7!3m6!1s0x809addbcd6df6b01:0xa3be00050c4b2f67!8m2!3d38.6185443!4d-121.3274835!16s%2Fg%2F11pvcyh_2v!19sChIJAWvf1rzdmoARZy9LDAUAvqM,The Best Garage Door Repair Carmichael,,,Garage door supplier,"6442 Fair Oaks Blvd, Carmichael, CA 95608, United States","JM9F+C2 Carmichael, California, USA",,+1 279-207-4791,Open ⋅ Closes 11 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WUajMtYa6xNi0uMg3rX5_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.023006&pitch=0&thumbfov=100,false,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:20.675Z,,,,
https://www.google.com/maps/place/Woodland+%26+Davis+Garage+Door/data=!4m7!3m6!1s0x8084d0d8b0c4ef67:0x86bc74cab6580144!8m2!3d38.6684816!4d-121.7660461!16s%2Fg%2F1vvyy97_!19sChIJZ-_EsNjQhIARRAFYtsp0vIY,Woodland & Davis Garage Door,5.0,181,Garage door supplier,"1123 Gum Ave, Woodland, CA 95695, United States","M69M+9H Woodland, California, USA",http://www.woodlandanddavisgaragedoor.com/,+1 530-666-7952,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJco4UEcxaC8Q0LeoUFseL5yHfqkL0pStxpmGOq1rEcfKMwsgooPXSvhtz3aU8B-c8eESbsNukEQG5hTUFLPCDA7GG0JmggXKL3MYx2JVIW-eA2tViGoRNL1ww9SvfJ3R_pLI=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:23.032Z,,,,
https://www.google.com/maps/place/Paul+Vogel+Garage+Door+Repair/data=!4m7!3m6!1s0x809addf8fd9bcc9f:0xd2714d9ece61e952!8m2!3d38.5928828!4d-121.2834785!16s%2Fg%2F1260bxls9!19sChIJn8yb_fjdmoARUulhzp5NcdI,Paul Vogel Garage Door Repair,5.0,8,Garage door supplier,,,http://www.garagedoorpaul2.com/,+1 916-536-9619,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOJ5fMlVLmjkb140C4kfQW4ixDqoNjlnUxrfLx4=w408-h544-k-no,true,10 am–6 pm,10 am–6 pm,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:27.327Z,,,,
https://www.google.com/maps/place/Garage+Man/data=!4m7!3m6!1s0x809ad542a2cc7b1f:0xf1885032c94bb0f8!8m2!3d38.5877175!4d-121.5399886!16s%2Fg%2F11h5w8szpq!19sChIJH3vMokLVmoAR-LBLyTJQiPE,Garage Man,4.9,698,Auto parts store,"2442 Rice Ave, West Sacramento, CA 95691, United States","HFQ6+32 West Sacramento, California, USA",http://garagemanstore.com/,+1 916-500-7770,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMYg2E0gokzwn7mG45Blwv5ZPNkBYEowiDtL3o_=w408-h306-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:31.903Z,,,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Elite+Door+%26+Gate/data=!4m7!3m6!1s0x809add617689c9e1:0x133837ef47760660!8m2!3d38.5773068!4d-121.4299975!16s%2Fg%2F11lld92tlj!19sChIJ4cmJdmHdmoARYAZ2R-83OBM,Elite Door & Gate,5.0,43,Garage door supplier,,,http://www.elitedoorandgate.com/,+1 916-936-3667,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNa-AJCauXwTZl2At-QKgVRXk5ngQKbT3J1Q9PK=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:36.510Z,,,,
https://www.google.com/maps/place/Bullock+Garage+Doors+Inc./data=!4m7!3m6!1s0xaa19e1cf71340b5f:0x3bf0aa16e18a8e90!8m2!3d38.6814547!4d-121.7908959!16s%2Fg%2F11swf7ft_l!19sChIJXws0cc_hGaoRkI6K4Raq8Ds,Bullock Garage Doors Inc.,5.0,215,Garage door supplier,"200 Schuerle St, Woodland, CA 95695, United States","M6J5+HJ Woodland, California, USA",https://www.bullockgarage.com/,+1 916-868-4042,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipOLcwzXmpDBNk_EeigB0v6Y6WEw7iaMHBbIwUdh=w408-h526-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:41.141Z,,,,
https://www.google.com/maps/place/Elk+Grove+Overhead+Doors/data=!4m7!3m6!1s0x809ac753b3eaaaab:0x6be63d10a5c9c47d!8m2!3d38.7789164!4d-121.3267238!16s%2Fg%2F11f57hndht!19sChIJq6rqs1PHmoARfcTJpRA95ms,Elk Grove Overhead Doors,3.0,8,Garage door supplier,,,,+1 916-714-3646,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMbMw6pbMaFeCofzQYgqxgll_A9uM2NIcI2xyPD=w427-h240-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:45.645Z,,,,
"https://www.google.com/maps/place/Rollup+Garage+Doors/@46.423669,-129.9427085,3z/data=!3m1!4b1!4m6!3m5!1s0x63254c9bd4c03ec5:0x585a7495cff30dc4!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11x81g6n7n",Rollup Garage Doors,5.0,1,Garage door supplier,,,https://rollup-services.com/,+1 916-585-3131,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:52.071Z,,,,
https://www.google.com/maps/place/Controlled+Products+Systems+Group/data=!4m7!3m6!1s0x809ad7ca06cf6409:0xd98d067cfffccda2!8m2!3d38.6436074!4d-121.4861891!16s%2Fg%2F11f2wmvkkr!19sChIJCWTPBsrXmoARos38_3wGjdk,Controlled Products Systems Group,5.0,2,Wholesaler,"1172 National Dr Suite 70, Sacramento, CA 95834, United States","JGV7+CG Sacramento, California, USA",https://www.controlledproducts.com/,+1 916-664-5965,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNFfgeqAGyNgO9JinL-yNTIsasyXmlfRVomV2VT=w408-h306-k-no,true,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–7:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:19:56.477Z,,,,
https://www.google.com/maps/place/Dix+Garage+Doors+Repair/data=!4m7!3m6!1s0x808525aa7a9f91f5:0x7a8143b9596f3ba!8m2!3d38.4457965!4d-121.8235661!16s%2Fg%2F11wc2tpxdd!19sChIJ9ZGfeqolhYARuvOWlTsUqAc,Dix Garage Doors Repair,5.0,103,Garage door supplier,"170 W A St, Dixon, CA 95620, United States","C5WG+8H Dixon, California, USA",https://dixgaragedoorsrepair.us/,+1 916-999-9938,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K6cnHYg5063rts6nUjiG9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.28679&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:20:00.777Z,,,,
https://www.google.com/maps/place/OMG+Diversified+Door+%26+Lock/data=!4m7!3m6!1s0x809ad99915329be9:0xfd595b11915308b1!8m2!3d38.6262434!4d-121.407235!16s%2Fg%2F1hc193dmg!19sChIJ6ZsyFZnZmoARsQhTkRFbWf0,OMG Diversified Door & Lock,4.6,5,Door supplier,"3325 Wright St, Sacramento, CA 95821, United States","JHGV+F4 Sacramento, California, USA",,+1 916-489-9077,Open ⋅ Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UFlmzVkgWbPUnO_T-AjYvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.04724&pitch=0&thumbfov=100,true,7:30 am–7 pm,9 am–12 pm,Closed,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-11-07T23:20:05.624Z,,,,
https://www.google.com/maps/place/Door+Rite+Garage+Doors/data=!4m7!3m6!1s0x809abf51578b0fd1:0xe973bc4615ea7909!8m2!3d38.377413!4d-121.4448529!16s%2Fg%2F11b7cs2kbj!19sChIJ0Q-LV1G_moARCXnqFUa8c-k,Door Rite Garage Doors,5.0,29,Garage door supplier,,,,+1 916-229-6710,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMStTt_acH9p-mznFDkYrUsIgDdFDCoDduBnFH9=w408-h306-k-no,true,8 am–6 pm,8 am–5 pm,8 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-11-07T23:20:21.034Z,,,,
https://www.google.com/maps/place/Local+Garage+Door+Company/data=!4m7!3m6!1s0x48c9c95163a81c77:0x83972371e66848fd!8m2!3d38.2883989!4d-121.4898979!16s%2Fg%2F11xr_yhb_6!19sChIJdxyoY1HJyUgR_Uho5nEjl4M,Local Garage Door Company,4.9,272,Garage door supplier,,,https://localgaragedoors.co/locations/same-day-garage-door-repairs-in-elk-grove-ca/,+1 916-209-0772,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipMLh91Q1CZc2-CeAAR3dzKFdcH8v8-ZQcWw52ey=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-11-07T23:20:25.475Z,,,,
https://www.google.com/maps/place/JONES+GARAGE+DOORS/data=!4m7!3m6!1s0x809ac74000d72da7:0x2338049d60e80ec3!8m2!3d37.2695056!4d-119.306607!16s%2Fg%2F11clytvg73!19sChIJpy3XAEDHmoARww7oYJ0EOCM,JONES GARAGE DOORS,5.0,1,Garage door supplier,,,,+1 916-443-3667,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNS14GoIw3LWg7IfI6svkI7g1TBSwwbF9rVv1CC=w408-h244-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-11-07T23:20:29.652Z,,,,
https://www.google.com/maps/place/Home+Town+Garage+Door+Company/data=!4m7!3m6!1s0x809afb9b23103775:0xb156bb9a0cd45f1d!8m2!3d38.432636!4d-121.2997092!16s%2Fg%2F11wfr180nt!19sChIJdTcQI5v7moARHV_UDJq7VrE,Home Town Garage Door Company,5.0,7,Garage door supplier,"8966 Grant Line Rd, Elk Grove, CA 95624, United States","CPM2+34 Elk Grove, California, USA",,+1 916-398-4919,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPXp0SL8SAKZ64_XruaQ0GqmwvYUdCwPCLLwm4R=w420-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-11-07T23:20:33.982Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/level+up+garage+door/data=!4m7!3m6!1s0x809ac7bd8eb2154b:0xb694ecd890724275!8m2!3d38.4070566!4d-121.3785061!16s%2Fg%2F11mwq25chj!19sChIJSxWyjr3HmoARdUJykNjslLY,level up garage door,5.0,1,Garage door supplier,,,,+1 916-280-9783,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNeSv7zY8Ikfra5c3ujKsF2rZv_o7WuC9X-5xNd=w408-h294-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-11-07T23:20:38.241Z,,,,
"https://www.google.com/maps/place/Exceptional+Garage+Doors/@38.3985194,-121.3480169,17z/data=!3m1!4b1!4m6!3m5!1s0x809abfb92f81906d:0x4602829ca6b1c7f4!8m2!3d38.3985194!4d-121.3480169!16s%2Fg%2F11mky6jgfj",Exceptional Garage Doors,,,Garage door supplier,"9870 Black Swan Dr, Elk Grove, CA 95624, United States","9MX2+CQ Elk Grove, California, USA",,,,,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-11-07T23:20:46.986Z,,,,
https://www.google.com/maps/place/Exceptional+Garage+Doors/data=!4m7!3m6!1s0x2e3aa3f11b4ad223:0x684b4f48e4fac574!8m2!3d38.5228444!4d-121.3917075!16s%2Fg%2F11yjkwb_15!19sChIJI9JKG_GjOi4RdMX65EhPS2g,Exceptional Garage Doors,,,Garage door supplier,,,https://exceptionalgd.com/,+1 916-809-1772,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOicZxYuz34OPcSN8tHfkcL2vhG6dSGv9TBaC6S=w408-h255-k-no,true,7 am–7 pm,Closed,10 am–4 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-11-07T23:20:51.573Z,,,,
https://www.google.com/maps/place/Evo+Doors+Inc/data=!4m7!3m6!1s0x809ac64b3730e245:0x175beb50b061ebe1!8m2!3d38.417937!4d-121.418798!16s%2Fg%2F11c59zpgrl!19sChIJReIwN0vGmoAR4ethsFDrWxc,Evo Doors Inc,5.0,1,Door supplier,"9352 Ivydale Cir, Elk Grove, CA 95758, United States","CH9J+5F Elk Grove, California, USA",,+1 916-550-9000,,https://lh3.googleusercontent.com/p/AF1QipNI132_oq5CUUFdiHHt-SHgDd5B_l7VH7p5TQaq=w592-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2025-11-07T23:20:53.926Z,,,,
