placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes
https://www.google.com/maps/place/Total+Plumbing+and+Tiling/data=!4m7!3m6!1s0x487936d3683a447d:0xae0c2ddc2b114e1a!8m2!3d53.9549851!4d-1.1415468!16s%2Fg%2F11ggpfy9t7!19sChIJfUQ6aNM2eUgRGk4RK9wtDK4,Total Plumbing and Tiling,5.0,6,Bathroom remodeler,"Bridle Way, Acomb, York YO26 5AQ, United Kingdom","XV35+X9 York, UK",,+44 7342 847667,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/p/AF1QipO8yKesbi1cUqYW777AlYbOMeW6efnInkvTXv4C=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:44:26.952Z,,· Delivery
https://www.google.com/maps/place/Doherty+Plumbing+and+Maintenance/data=!4m7!3m6!1s0x4879313049343003:0xd8d4f7feb13b8b7b!8m2!3d53.9671962!4d-1.087961!16s%2Fg%2F1tk8bmxm!19sChIJAzA0STAxeUgRe4s7sf731Ng,Doherty Plumbing and Maintenance,3.7,3,Plumber,"21 Grosvenor Terrace, Clifton, York YO30 7AG, United Kingdom","XW86+VR York, UK",https://www.facebook.com/SDPropertyMaintainance/,+44 7833 229533,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/p/AF1QipMmKkhu9ipRc3fXix9BSsvzts3a1-P51jXfEkYK=w408-h457-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:44:32.330Z,,
https://www.google.com/maps/place/H+2+O+Plumbing+%26+Heating+Ltd/data=!4m7!3m6!1s0x4879313bbffaaaad:0x4b1fe7abeabc5237!8m2!3d53.9644937!4d-1.1233817!16s%2Fg%2F1yj4k3mwt!19sChIJrar6vzsxeUgRN1K86qvnH0s,H 2 O Plumbing & Heating Ltd,,,Plumber,"50 Cranbrook Rd, Acomb, York YO26 5JA, United Kingdom","XV7G+QJ York, UK",,+44 7889 778332,Closed ⋅ Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IWZvEbsJkcuux6RldLn4SA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.58086&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:44:37.573Z,,
https://www.google.com/maps/place/A.B+Plumbing+%26+Heating+%7C+Local+Plumber+York/data=!4m7!3m6!1s0x48792e29a703712d:0x67fd3afc9b2841d8!8m2!3d53.9570699!4d-1.0322005!16s%2Fg%2F11byhj9wkf!19sChIJLXEDpykueUgR2EEom_w6_Wc,A.B Plumbing & Heating | Local Plumber York,4.0,8,Plumber,"25 Farndale Ave, York YO10 3NY, United Kingdom","XX49+R4 York, UK",http://ab-plumbingheating.uk/,+44 7708 717201,Closed ⋅ Opens 8 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4ok_TOm_HAaQt69T3psa0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.98917&pitch=0&thumbfov=100,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–12 pm,Closed,8 am–5:30 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:44:43.196Z,LGBTQ+ friendly,
https://www.google.com/maps/place/The+plumber/data=!4m7!3m6!1s0x487931a7c1ecf6a5:0x7476a48da54f05cd!8m2!3d53.9642479!4d-1.1057497!16s%2Fg%2F11vqwjmpz5!19sChIJpfbswacxeUgRzQVPpY2kdnQ,The plumber,,,Plumber,"2 Salisbury Terrace, York YO26 4XR, United Kingdom","XV7V+MP York, UK",,+44 7763 078018,Closed ⋅ Opens 8 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AubjdofH0iD9fY_QVztYuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.11145&pitch=0&thumbfov=100,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:44:48.595Z,,
https://www.google.com/maps/place/1st+Alert+Plumbing+%26+Heating/data=!4m7!3m6!1s0x48793125ad956799:0xcf4f27122e4c7069!8m2!3d53.9564833!4d-1.1238852!16s%2Fg%2F11hd08k3rk!19sChIJmWeVrSUxeUgRaXBMLhInT88,1st Alert Plumbing & Heating,,,Heating contractor,"6 Carr Ln, Acomb, York YO26 5HU, United Kingdom","XV4G+HC York, UK",,+44 1904 795815,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mO-MJJpKrSORhKsW7qIj9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=254.57585&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:44:52.099Z,,
https://www.google.com/maps/place/Glen+Plumbing+and+Electrics/data=!4m7!3m6!1s0x487ee270c1447d17:0xbe9414253483566e!8m2!3d54.0657177!4d-1.2080181!16s%2Fg%2F1tdyf5vf!19sChIJF31EwXDifkgRblaDNCUUlL4,Glen Plumbing and Electrics,,,Plumber,,,,+44 1904 424169,,https://lh3.googleusercontent.com/p/AF1QipMyY9kFAaRYiQfODBuTYg_sUm9hUt_3dnH4JSb9=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:44:55.321Z,,
https://www.google.com/maps/place/Tony+Hartley+Plumbing/data=!4m7!3m6!1s0x4879315874803f1d:0xc6e4b5eaced991ff!8m2!3d53.9787226!4d-1.0863696!16s%2Fg%2F1tfk3yxx!19sChIJHT-AdFgxeUgR_5HZzuq15MY,Tony Hartley Plumbing,1.0,1,Plumber,"79 Burton Grn, Clifton, York YO30 6JZ, United Kingdom","XWH7+FF York, UK",http://www.thebathroomfitter.co.uk/,+44 7989 510888,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vCrDKlrRqUYS6ItDKKwrfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.8629&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:01.742Z,,
https://www.google.com/maps/place/City+Plumbing/data=!4m7!3m6!1s0x4879317c78c9a297:0xca0d2cb03cc2cbba!8m2!3d53.9869692!4d-1.097808!16s%2Fg%2F1tdrwv90!19sChIJl6LJeHwxeUgRusvCPLAsDco,City Plumbing,3.3,16,Plumbing supply store,"George Cayley Dr, York YO30 4XE, United Kingdom","XWP2+QV Rawcliffe, York, UK",https://www.cityplumbing.co.uk/branch-locator/1230,+44 1904 690088,Closed ⋅ Opens 7:30 am,https://lh3.googleusercontent.com/p/AF1QipP0WAv6FgkOVYDNj4tcjZtMDlVh7FFgQwXE0Iza=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–12 pm,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:07.902Z,,· In-store shopping · In-store pick-up · Delivery
https://www.google.com/maps/place/Leefe+Plumbing/data=!4m7!3m6!1s0x487936ac498a281f:0x2fb091ef7529298a!8m2!3d53.9521767!4d-1.1084789!16s%2Fg%2F1tkv98kw!19sChIJHyiKSaw2eUgRiikpde-RsC8,Leefe Plumbing,,,Heating contractor,"95 Beech Ave, Holgate, York YO24 4JJ, United Kingdom","XV2R+VJ York, UK",http://www.leefe.com/,+44 7887 852468,Closed ⋅ Opens 8 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MobWIaM0Jc4xoeDeWNkHkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=104.0634&pitch=0&thumbfov=100,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:13.082Z,,
https://www.google.com/maps/place/CPS+Plumbing/data=!4m7!3m6!1s0x487930fea0f3a729:0xdca23d1d0445af30!8m2!3d53.9449038!4d-1.0934809!16s%2Fg%2F1tf7x6ym!19sChIJKafzoP4weUgRMK9FBB09otw,CPS Plumbing,,,Contractor,"22 Curzon Terrace, York YO23 1HA, United Kingdom","WWV4+XJ York, UK",,+44 1904 670080,Closed ⋅ Opens 7:30 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bKsSRswg4_-gkYK6Tn6FCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.031136&pitch=0&thumbfov=100,false,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–12 pm,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:18.062Z,,
https://www.google.com/maps/place/Goldthrope+Plumbing+%26+Heating/data=!4m7!3m6!1s0x487930db42e9c999:0xf250f22596832ad4!8m2!3d53.9392861!4d-1.1210339!16s%2Fg%2F1tj5231j!19sChIJmcnpQtsweUgR1CqDliXyUPI,Goldthrope Plumbing & Heating,,,Heating contractor,"10 Dringfield Cl, Dringhouses, York YO24 2TQ, United Kingdom","WVQH+PH York, UK",,+44 1904 345887,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3Rl9_ISnArAMiJNuMM1Xhw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.01144&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:21.663Z,,
https://www.google.com/maps/place/JMP+PLUMBING+%26+HEATING+ENGINEERS/data=!4m7!3m6!1s0x48792e3eb4cc5509:0x46d549ec6bae179c!8m2!3d53.9661497!4d-1.0146181!16s%2Fg%2F11f48t9d_x!19sChIJCVXMtD4ueUgRnBeua-xJ1UY,JMP PLUMBING & HEATING ENGINEERS,,,Plumber,"17 Murton Garth, Murton, York YO19 5UL, United Kingdom","XX8P+F5 Murton, York, UK",https://www.eastyorkshiregasengineer.co.uk/,+44 7478 740853,Closed ⋅ Opens 8 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=18w3UIDl-CTDq4Lo0Ur-KA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.62631&pitch=0&thumbfov=100,false,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,Closed,8 am–7 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:27.222Z,,
https://www.google.com/maps/place/Profix+Trades+Limited/data=!4m7!3m6!1s0x283745d33a93ec35:0xe71b94a58f30252c!8m2!3d54.0902678!4d-1.3886332!16s%2Fg%2F11w3lyn78g!19sChIJNeyTOtNFNygRLCUwj6WUG-c,Profix Trades Limited,4.9,10,Contractor,,,http://www.profixprojects.co.uk/,+44 1904 826386,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipP1kchP3ua1CRzGgIuoG68nxNY0pQCu3qUc7byF=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:33.522Z,,
https://www.google.com/maps/place/UK+Leak+Detection/data=!4m7!3m6!1s0x48793117a79c7a3b:0x508fca5e2ba4a575!8m2!3d51.5567287!4d-1.603574!16s%2Fg%2F11g1dt0xr1!19sChIJO3qcpxcxeUgRdaWkK17Kj1A,UK Leak Detection,5.0,15,Plumber,,,http://www.ukleakdetection.co.uk/,+44 800 228 9070,Closed ⋅ Opens 8:30 am,https://lh3.googleusercontent.com/p/AF1QipOHRT0k_n5P9_ZHJGU2jBASPc1VQ7RscyumnjQh=w410-h240-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,9 am–12 pm,Closed,8:30 am–5:30 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:39.635Z,,
"https://www.google.com/maps/place/S.H.Y+Group+-+All+The+Trades,+Under+One+Roof/data=!4m7!3m6!1s0x48792dacd955f249:0x92533e1b27ad0f6a!8m2!3d53.9605109!4d-1.0846792!16s%2Fg%2F11qvfxq581!19sChIJSfJV2awteUgRag-tJxs-U5I","S.H.Y Group - All The Trades, Under One Roof",4.8,12,Construction company,"Blake House, 18 Blake St, York YO1 8QG, United Kingdom","XW68+64 York, UK",http://www.shygroup.co.uk/,+44 1904 820239,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipM_Vwlu66Xnqy_M2NztqkUHPmkFKwFLEhadf_1O=w408-h271-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–2 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:45.631Z,,
https://www.google.com/maps/place/Can-Be-Asked+Handyman+%26+Property+Services+%28York%29/data=!4m7!3m6!1s0x487931fcaa527815:0x545a6944596ca929!8m2!3d53.9395307!4d-1.1219394!16s%2Fg%2F11kmnpgr9l!19sChIJFXhSqvwxeUgRKalsWURpWlQ,Can-Be-Asked Handyman & Property Services (York),4.4,19,Handyman/Handywoman/Handyperson,"89 Wain's Rd, Dringhouses, York YO24 2UB, United Kingdom","WVQH+R6 York, UK",http://www.can-be-asked.co.uk/,+44 7586 300927,Closed ⋅ Opens 8:30 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gbdu6rHfGymz2AKGtuGY1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.12505&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–4 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:51.337Z,,
https://www.google.com/maps/place/Steve+Askew+Bathrooms/data=!4m7!3m6!1s0xa504037bbd5fca67:0x237aee2b004aa658!8m2!3d53.9675482!4d-1.1371229!16s%2Fg%2F11s0sl1vgr!19sChIJZ8pfvXsDBKURWKZKACvueiM,Steve Askew Bathrooms,5.0,9,Bathroom remodeler,"Acomb, York YO26 5RB, United Kingdom","XV97+25 York, UK",https://steveaskewbathrooms.co.uk/,+44 7921 917275,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwhPNazOFfJfcBLvwNMu057SH1k9u3j1YkqNXOFxzLn4omtMRflNRo_ti2Xw4mQcUnG2lJzcM5-RUFO23aCSuRujus-tplBKTZskQkCrVvvW7jgeeW6RPT5XIEJn4ZE6zGywMY=w408-h541-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:45:55.193Z,,· Delivery
https://www.google.com/maps/place/The+York+Tiling+And+Bathroom+Co+.+Bathroom+Fitter%27s+and+Tiler+In+York/data=!4m7!3m6!1s0x487931e7668595c5:0x185c25ad2321444d!8m2!3d53.9717213!4d-1.0450312!16s%2Fg%2F1q63ck86n!19sChIJxZWFZucxeUgRTUQhI60lXBg,The York Tiling And Bathroom Co . Bathroom Fitter's and Tiler In York,5.0,18,Bathroom remodeler,"4 Cedar Grove, Heworth, York YO31 1JZ, United Kingdom","XXC3+MX York, UK",https://www.yorktilingandbathroom.uk/,+44 7704 761988,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipOqAcMN2VjnXcjxNK88OYthlXGyW8RjpEzsbeu9=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,9 am–5 pm,9 am–5 pm,8 am–4:30 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:00.908Z,,
https://www.google.com/maps/place/Eco-Heat-York/data=!4m7!3m6!1s0x8681063488807139:0x1f24cfb856a483c3!8m2!3d53.9214923!4d-1.1031989!16s%2Fg%2F11rv0gvphw!19sChIJOXGAiDQGgYYRw4OkVrjPJB8,Eco-Heat-York,5.0,2,Plumber,"24 Copmanthorpe Ln, Bishopthorpe, York YO23 2QR, United Kingdom","WVCW+HP Bishopthorpe, York, UK",,+44 7580 058681,Closed ⋅ Opens 8:30 am,https://lh3.googleusercontent.com/p/AF1QipPox8Wyz4OVImA-bqIqni1qh2egOrBkr3dqjQqN=w408-h544-k-no,true,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–12 am,12–6:30 am,Closed,8:30 am–6:30 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:06.374Z,,
https://www.google.com/maps/place/MW+Electrical+Services+Ltd/data=!4m7!3m6!1s0x4879317c622b9dbf:0x7d2e1cb5d266a4a1!8m2!3d53.9393243!4d-1.0792414!16s%2Fg%2F1tj6tbf8!19sChIJv50rYnwxeUgRoaRm0rUcLn0,MW Electrical Services Ltd,5.0,152,Electrician,"31 St Oswald's Rd, Fulford, York YO10 4PF, United Kingdom","WWQC+P8 Fulford, York, UK",http://www.york-electrical.co.uk/,+44 7889 042183,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipPixGjzHxm2LWBiwz1sfBbPmfpM0eqVDTyPLqjo=w408-h407-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:12.034Z,,
https://www.google.com/maps/place/Refresh+York/data=!4m7!3m6!1s0x487931c9f303f693:0x49bdbf329a99f8a1!8m2!3d53.9554203!4d-1.0599039!16s%2Fg%2F11c6y_s_0v!19sChIJk_YD88kxeUgRofiZmjK_vUk,Refresh York,5.0,1,Bathroom remodeler,"24 Abbotsford Rd, York YO10 3EE, United Kingdom","XW4R+52 York, UK",,+44 7812 021742,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipPrDk_nP7Qgcce7bzv4cBACHihetduHl3Qe96Fx=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:17.574Z,,· Delivery
https://www.google.com/maps/place/Nigel+Phillpotts+Plumbing+%26+Property+Services/data=!4m7!3m6!1s0x487953e2b97e91c1:0x93ecbef0070e4890!8m2!3d53.9718399!4d-1.5320766!16s%2Fg%2F11bzsw958y!19sChIJwZF-ueJTeUgRkEgOB_C-7JM,Nigel Phillpotts Plumbing & Property Services,,,Plumber,,,,+44 7979 381753,Closed ⋅ Opens 8:30 am,https://lh3.googleusercontent.com/p/AF1QipN6Qa4N8k8_y0ie5lpRKER7NoiknbT-nUxW849y=w408-h272-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:22.814Z,,
https://www.google.com/maps/place/M+J+B+Heating+services/data=!4m7!3m6!1s0x487932194e03f14f:0x30c8d486c795386a!8m2!3d53.9988469!4d-1.0573439!16s%2Fg%2F1tf35gjb!19sChIJT_EDThkyeUgRajiVx4bUyDA,M J B Heating services,5.0,4,Heating contractor,"4 Grampian Cl, Huntington, York YO32 9RT, United Kingdom","XWXV+G3 Huntington, York, UK",,+44 1904 767693,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fZ82xabNpHqVJv7Mp9-kPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=205.18745&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:26.368Z,,
"https://www.google.com/maps/place/Royal+Gas/@53.9585965,-1.0805916,13z/data=!3m1!4b1!4m6!3m5!1s0x443eda45b386ea0f:0xf6cc9ce1b177c9f9!8m2!3d53.9585965!4d-1.0805916!16s%2Fg%2F11vl5v3949",Royal Gas,5.0,3,Plumber,,,,+44 7960 920979,Closed ⋅ Opens 8 am,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:33.593Z,,
https://www.google.com/maps/place/York+Kitchen+and+Bathroom+Renovations/data=!4m7!3m6!1s0x2912fe30413e59cb:0x934300beebadc556!8m2!3d53.9528441!4d-1.1373205!16s%2Fg%2F11s8g2bgcl!19sChIJy1k-QTD-EikRVsWt674AQ5M,York Kitchen and Bathroom Renovations,5.0,12,Bathroom remodeler,"11 Barkston Ave, Acomb, York YO26 5DH, United Kingdom","XV37+43 York, UK",https://www.yorkkitchenandbathroomrenovations.co.uk/,+44 7539 832466,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipNNuyMA2AmGECOdXMSVwTSVZ0GXAWlD8kzfuCM=w647-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:40.075Z,,· Delivery
"https://www.google.com/maps/place/DP+Complete+Plumbing/@54.0902678,-1.3886331,9z/data=!3m1!4b1!4m6!3m5!1s0xac3ce1771fe877f7:0xacd257504570e496!8m2!3d54.0902678!4d-1.3886332!16s%2Fg%2F11rph34ts7",DP Complete Plumbing,,,Plumber,,,,+44 7886 137704,Closed ⋅ Opens 8 am,,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:47.733Z,,
https://www.google.com/maps/place/Allerton+Damp+Proofing+York/data=!4m7!3m6!1s0x487931a8ceafffff:0xf44b65db7098c067!8m2!3d53.9584354!4d-1.0815565!16s%2Fg%2F11f_c_dsyg!19sChIJ__-vzqgxeUgRZ8CYcNtlS_Q,Allerton Damp Proofing York,4.7,94,Water damage restoration service,"York Hub Popes Head Court Offices, Peter Ln, York YO1 8SU, United Kingdom","XW59+99 York, UK",https://www.alldamp.co.uk/damp-proofing-york?utm_source=googlemybusinessyork&utm_medium=organic&utm_campaign=Google+My+Business+York,+44 1904 295337,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipM42Tip__J-MIklsXLR2B6GgK_H0-84QfWpVcdo=w408-h271-k-no,true,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,8 am–7:30 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:53.573Z,Identifies as women-owned,
https://www.google.com/maps/place/Wolseley+Plumb+%26+Parts/data=!4m7!3m6!1s0x487931cad64bcd4b:0xb50ad8093c366b5c!8m2!3d53.9570434!4d-1.0681718!16s%2Fg%2F1tjz2wtp!19sChIJS81L1soxeUgRXGs2PAnYCrU,Wolseley Plumb & Parts,3.8,10,Plumbing supply store,"James St, York YO10 3DW, United Kingdom","XW4J+RP York, UK",https://www.wolseley.co.uk/branch/york-james-st/?y_source=1_OTU2NzE2MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+44 1904 414929,Closed ⋅ Opens 7:30 am,https://lh3.googleusercontent.com/p/AF1QipMdi1LkZY23Gfm1r274G_yOSZGFubfb-XfOCxF_=w533-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–12 pm,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:46:59.285Z,,· In-store shopping · Kerbside pickup · Delivery
"https://www.google.com/maps/place/A2Z+Maintenance,+Electrical,+Joinery+%26+Handyman/data=!4m7!3m6!1s0x48793182ff435971:0xf2c0d25b27492f50!8m2!3d54.0657177!4d-1.2080181!16s%2Fg%2F11gydlxw9r!19sChIJcVlD_4IxeUgRUC9JJ1vSwPI","A2Z Maintenance, Electrical, Joinery & Handyman",5.0,22,Electrician,,,https://www.a2z-maintenance.com/,+44 7894 330726,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/p/AF1QipPSSXLjgWekimrgisc48iKN4zsIuYdNo0883jGn=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12:30 pm,Closed,9 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:47:04.430Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Shane+Snowden+%28Plumbing+%26+Heating%29/data=!4m7!3m6!1s0x4879308f81362bc3:0xeaf4002e7451ee33!8m2!3d53.9167465!4d-1.0988512!16s%2Fg%2F1yh9tvvzd!19sChIJwys2gY8weUgRM-5RdC4A9Oo,Shane Snowden (Plumbing & Heating),5.0,1,Heating contractor,"94 Keble Park N, Bishopthorpe, York YO23 2SX, United Kingdom","WW82+MF Bishopthorpe, York, UK",,+44 7961 213323,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VnO_IqiRKuIwC489pBCVHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=347.04874&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+York+York+UK/@53.9614205,-1.0739108,14z",2025-11-11T03:47:07.538Z,,
