placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Miracle+Hill+Nursing+and+Rehabilitation+Center+Inc/data=!4m7!3m6!1s0x88ecf5a5b4d28623:0xa37bded987199e3d!8m2!3d30.4573885!4d-84.2996048!16s%2Fg%2F1tnctqws!19sChIJI4bStKX17IgRPZ4Zh9nee6M,Miracle Hill Nursing and Rehabilitation Center Inc,3.8,30,Nursing home,"1329 Abraham St, Tallahassee, FL 32304, United States","FP42+X5 Tallahassee, Florida, USA",http://www.miraclehillhealthcare.com/,+1 850-224-8486,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWCS7O4mUy6nQZulOQuqzLP_HM1oxxrh8f_xyMYhPtmA1gj0_WdJGtBTSwuzNZV_sm8Ikjow4GynRfJkTU37SWbiCKs8rjxDgP-fZNQqFBbDzvA2z5OO_CONW_X6KVCS8Tu92l=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Midway+Tallahassee+FL/@30.4944581,-84.4544023,14z",2025-09-17T23:40:36.413Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Quincy+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:40:45.149Z,,No new results found,
https://www.google.com/maps/place/Big+Bend+Hospice+Inc/data=!4m7!3m6!1s0x88ec39c05fb7724b:0x5fa8afbee1266a79!8m2!3d30.549107!4d-83.870611!16s%2Fg%2F1trch7nt!19sChIJS3K3X8A57IgReWom4b6vqF8,Big Bend Hospice Inc,5.0,1,Hospice,"615 N Jefferson St, Monticello, FL 32344, United States","G4XH+JQ Monticello, Florida, USA",https://bigbendhospice.org/contact/jefferson-county,+1 850-878-5310,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO652Zq0e-ZEebsZLVw0X3aXpR7UXUXSPMKpAgp=w408-h721-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Montecello+Tallahassee+FL/@30.4667659,-84.2942037,14z",2025-09-17T23:41:00.352Z,,,
https://www.google.com/maps/place/Sacred+Embrace+LLC/data=!4m7!3m6!1s0x4e081b4a5793b657:0xd76fd80b73cb158d!8m2!3d30.4539894!4d-84.2790059!16s%2Fg%2F11vlwb8cdy!19sChIJV7aTV0obCE4RjRXLcwvYb9c,Sacred Embrace LLC,5.0,14,Massage therapist,"1116 Thomasville Rd Suite 1116E, Tallahassee, FL 32303, United States","FP3C+H9 Tallahassee, Florida, USA",http://www.sacredembracellc.com/,+1 850-328-4497,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipPiXWrJdWG-1vbiZIEw0b_9qZIx71fJAfv_5jpE=w408-h725-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Montecello+Tallahassee+FL/@30.4667659,-84.2942037,14z",2025-09-17T23:41:10.158Z,LGBTQ+ friendly,,true
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Woodville+Tallahassee+FL/@30.3814695,-84.2727042,14z",2025-09-17T23:41:23.829Z,,No new results found,
https://www.google.com/maps/place/Aviata+at+Tallahassee/data=!4m7!3m6!1s0x88ec5edf6db5a643:0xd9ca7c359326ca9c!8m2!3d30.473015!4d-84.22729!16s%2Fg%2F1tdng2b3!19sChIJQ6a1bd9e7IgRnMomkzV8ytk,Aviata at Tallahassee,3.1,122,Rehabilitation center,"3101 Ginger Dr, Tallahassee, FL 32308, United States","FQFF+63 Tallahassee, Florida, USA",http://www.aviatahg.com/,+1 850-877-2177,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9eiu_c7aDYiL5r3ik0kC5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.94745&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Waukeenah+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:41:42.963Z,,,
https://www.google.com/maps/place/Florida+Health+Care+Association/data=!4m7!3m6!1s0x88ecf5716b97c3fd:0x772016110180983a!8m2!3d30.4417049!4d-84.284664!16s%2Fg%2F1tlqqtq5!19sChIJ_cOXa3H17IgROpiAAREWIHc,Florida Health Care Association,4.2,15,Aged care,"307 W Park Ave #100, Tallahassee, FL 32301, United States","CPR8+M4 Tallahassee, Florida, USA",https://www.fhca.org/,+1 850-224-3907,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fvwRdhsR3UA9kj_3bIw0Dg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.32672&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Waukeenah+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:41:48.164Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Wacissa+Tallahassee+FL/@30.3585373,-83.9871096,14z",2025-09-17T23:42:01.613Z,,No new results found,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Attapulgus+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:42:17.390Z,,No new results found,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+St.+Marks+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:42:30.815Z,,No new results found,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Gretna+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:42:45.244Z,,No new results found,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Lloyd+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:42:58.913Z,,No new results found,
https://www.google.com/maps/place/Tallahassee+Memorial+Cancer+Center/data=!4m7!3m6!1s0x88ec5f7bb40ad1af:0x27452645f2d002f6!8m2!3d30.4577421!4d-84.2551401!16s%2Fg%2F1tx_75nj!19sChIJr9EKtHtf7IgR9gLQ8kUmRSc,Tallahassee Memorial Cancer Center,4.0,44,Cancer treatment center,"1775 One Healing Place, Tallahassee, FL 32308, United States","FP5V+3W Tallahassee, Florida, USA",https://www.tmh.org/services/cancer,+1 850-431-4226,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipPcyKPJUIQwuP7A8XnvSjbY3RWiA4Wz91nUgUNv=w408-h240-k-no-pi-20-ya180-ro0-fo100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Greensboro+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:43:17.817Z,,,
"https://www.google.com/maps/place/Transitions/@30.4601764,-84.2357806,17z/data=!3m1!4b1!4m6!3m5!1s0x88ec5f1b1e01edfd:0x3aab916da5b3f423!8m2!3d30.4601764!4d-84.2357806!16s%2Fg%2F11gr3z_0x6",Transitions,,,,"1669 Mahan Center Blvd, Tallahassee, FL 32308, United States","FQ67+3M Tallahassee, Florida, USA",https://transitions-support.org/,+1 850-219-8983,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Aucilla+Tallahassee+FL/@30.4381828,-84.2806235,14z",2025-09-17T23:43:37.226Z,,,
