placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Ken+Weber+Public+Adjuster+Elite+Public+Adjusters/data=!4m7!3m6!1s0x89c0eab84c642a8f:0x5bca876cf6d88a70!8m2!3d39.2866895!4d-74.5726267!16s%2Fg%2F1hc86by12!19sChIJjypkTLjqwIkRcIrY9myHyls,Ken Weber Public Adjuster Elite Public Adjusters,5.0,1,Insurance agency,"4 W 4th St, Ocean City, NJ 08226, United States","7CPG+MW Ocean City, New Jersey, USA",http://kenweberadj.com/,+1 609-576-8850,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VpAsjv3DKh-QHdNuyZvlWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.20369&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:12.943Z,,,
https://www.google.com/maps/place/Clean+Lines+Painting+%26+Powerwashing/data=!4m7!3m6!1s0x89c0e91fe19b1531:0xc4407debfafdcd41!8m2!3d39.4020441!4d-74.533604!16s%2Fg%2F1262y4686!19sChIJMRWb4R_pwIkRQc39-ut9QMQ,Clean Lines Painting & Powerwashing,4.9,469,Painting,"206 Cambria Avenue Suite E, Pleasantville, NJ 08232, United States","CF28+RH Pleasantville, New Jersey, USA",https://www.cleanlinespaint.com/,+1 609-804-1133,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoQm9A5kWNRQVm1l_3hCiHkJAxiiGj7GLSN0WP89gbQqTTJWKOXJ4GvnrThR3rzxVL5X3uVbtYWxm4rQ-A5RZ6_5vz4kg-oe-z0UN5ESH0mx5SRuOJbRJs0YuwU0ZOkZcgvF5pfPM-bZsyV=w408-h283-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:17.649Z,,,
https://www.google.com/maps/place/Yuksi+Painting+and+Restoration/data=!4m7!3m6!1s0x89c734167d8d1e85:0xca6d713304af36ce!8m2!3d39.1193054!4d-74.739438!16s%2Fg%2F11f300l87l!19sChIJhR6NfRY0x4kRzjavBDNxbco,Yuksi Painting and Restoration,5.0,22,Painter,,,http://www.oceancitypaintingcontractor.com/,+1 609-553-4266,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZ4aBMWna-xV95hyFocxhAwys2K3VPnOxepl8WJ5ZMvOMjr7eq8TfE6ZpzCkE8BWB-qrsbxZ-ZxOA4SFfsItLA2WOUKqcYC5NpLOA7fZ-AB0YG0HDLqkHfhMTgma6pp-jXj5huOQ=w426-h240-k-no,true,10 am–12 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:22.227Z,,,
"https://www.google.com/maps/place/SERVPRO+of+Hamilton,+South+Trenton/data=!4m7!3m6!1s0x89c1598e80ad0d83:0x8b72ca4855d81edf!8m2!3d40.2281358!4d-74.7089849!16s%2Fg%2F11nnr894kh!19sChIJgw2tgI5ZwYkR3x7YVUjKcos","SERVPRO of Hamilton, South Trenton",4.9,94,Water damage restoration service,"2115 Hamilton Ave Suite 202, Hamilton Township, NJ 08619, United States","67HR+7C Hamilton Township, New Jersey, USA",https://www.servpro.com/locations/nj/servpro-of-hamilton-south-trenton?utm_medium=organic&utm_source=gbp,+1 609-256-8890,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMWpuCbpLPBxLS7vXty8owKEsQ6a3i027NK9OQZs4tNJ6_-Y1qRV8sRedIdTDNwy2jm1PDVmSET2vFkhMu8HWJW22SqMWg9BmOykj_eTJHoThWBlckKX69wZxbpxBIqAJKIuEdFp56Zk4=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:26.564Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/C.+Alexander+Building+%26+Maintenance/data=!4m7!3m6!1s0x89c0ec05abb6914b:0xf313dedcc850921d!8m2!3d39.3371328!4d-74.4908702!16s%2Fg%2F1tj1nf0p!19sChIJS5G2qwXswIkRHZJQyNzeE_M,C. Alexander Building & Maintenance,5.0,10,Contractor,"125 N Lafayette Ave, Ventnor City, NJ 08406, United States","8GP5+VM Ventnor City, New Jersey, USA",https://www.calexanderllc.com/,+1 609-823-9200,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HuSf3yMkq8aqJ8U55UXeKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=210.59898&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:30.941Z,,,
https://www.google.com/maps/place/Harbor+Marine+Surveyor+%26+Services/data=!4m7!3m6!1s0x89c0fa86acd06f93:0x40fcc24dde84117b!8m2!3d39.4160163!4d-74.3638292!16s%2Fg%2F1hc76gqjr!19sChIJk2_QrIb6wIkRexGE3k3C_EA,Harbor Marine Surveyor & Services,5.0,109,Marine surveyor,"62 Kirkwood Cir, Brigantine, NJ 08203, United States","CJ8P+CF Brigantine, New Jersey, USA",http://www.harbormarinesurveyor.com/,+1 856-952-8364,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSdOdxEQlJPrAzP42y4d84dNyWzMiGbbmow0A5W84Kzu3U_oPk_3mnxegjEdiQtVhyAczwGSibMJY9nVEytP6m2dZkoVww9tOSlGGjtbUo2sbOIszM3E2dq5PE6EDFATJBdVj22A=w408-h306-k-no,true,Closed,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:35.295Z,,,
https://www.google.com/maps/place/South+Jersey+Waterproofing+LLC/data=!4m7!3m6!1s0x89c0e8cfffffffff:0x1c1390de6c738c93!8m2!3d39.3897762!4d-74.5240767!16s%2Fg%2F1vg4kq5y!19sChIJ_____8_owIkRk4xzbN6QExw,South Jersey Waterproofing LLC,,,Contractor,"Pleasantville, NJ 08232, United States","9FQG+W9 Pleasantville, New Jersey, USA",http://www.southjerseywaterproofing.com/,+1 609-407-7676,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-_uORkwVddUqA4bmTawX5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.9007&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:37.488Z,,,
https://www.google.com/maps/place/Brandon%27s+Marble+%26+Concrete+Restoration+Services/data=!4m7!3m6!1s0x53ffdb4c68118fd:0xc72a5fefd0f678f8!8m2!3d39.4241505!4d-74.5238793!16s%2Fg%2F11rvc_ln3d!19sChIJ_RiBxrT9PwUR-Hj20O9fKsc,Brandon's Marble & Concrete Restoration Services,4.9,33,Floor refinishing service,"645 S Mill Rd unit 3, Absecon, NJ 08201, United States","CFFG+MC Absecon, New Jersey, USA",,+1 609-926-5800,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweppBv0KMxM0Wsq1w04ELrir7c1PkWdh6p47YxVBxFQ9Y1p7Teyq9wzNiB2VFQp00TZ5EqabupYuAV94Vct2Q2ooNiW7gC-7Xefso8_1MrlaM8ku0b0VqfYhrJYHTr0F34UWjSNf=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:41.956Z,,,
https://www.google.com/maps/place/Seashore+Construction/data=!4m7!3m6!1s0x89c0e841abf1e4eb:0xcade6c4359a8b07b!8m2!3d39.4137276!4d-74.5670686!16s%2Fg%2F1tf6hj_b!19sChIJ6-Txq0HowIkRe7CoWUNs3so,Seashore Construction,4.9,203,Roofing contractor,"2604 Tilton Rd, Egg Harbor Township, NJ 08234, United States","CC7M+F5 Egg Harbor Township, New Jersey, USA",https://seashoreconstruction.net/,+1 800-326-5211,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepPRr0YWbxrYhQZwXoeEphVDZ2qOMcZzTGuMYJIlGSXaRWGXvldI9gJ_j4kUbIXIwBjNNlRcpHt3Siv70EWnPC32p39Teqy7BFUOvyGTmXvwNQjENW8a3AM8z4FPulfoXc_1nQ1kzowQq07=w427-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:46.529Z,,,
https://www.google.com/maps/place/JC+Restoration+of+New+Jersey/data=!4m7!3m6!1s0x89c17f4815ac8b33:0xefeccfdccc091e4f!8m2!3d40.0419405!4d-74.258048!16s%2Fg%2F11fpq8b350!19sChIJM4usFUh_wYkRTx4JzNzP7O8,JC Restoration of New Jersey,,,Water damage restoration service,,,,+1 732-851-3447,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoM0E8lUdf64NRL5lZqKWT4xssRRGE2axTKHHeEEdgYWbEGiXS5UAjcLz9d3Q5QfdfcZEI32fgZl3iu30deQgS1qrMsl8zANcZ-1ZnKNddmpLVnh3EqxjDrmcQHhrECwkp0IRByWw=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:50.797Z,,,
https://www.google.com/maps/place/Jersey+Shore+Mold+Testing/data=!4m7!3m6!1s0x89c0fda38a6cf43b:0xf82bd3676857a703!8m2!3d39.7154195!4d-74.784734!16s%2Fg%2F11fmk9cl5z!19sChIJO_RsiqP9wIkRA6dXaGfTK_g,Jersey Shore Mold Testing,5.0,19,Home inspector,,,https://www.jerseyshoremoldservice.com/,+1 609-388-8700,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer9FcSTJE2iGbO6--FLHbY8RJAx3ePqwOMTLQCo1vuCwknsZAj4NXHpTWFfBzBbvrFdU2MssrtaU-DWoRME641Y8jrst5BrHGNrIwzSaXOyNSTUCyfu3naZOJE6sch2GXZeBRm6=w408-h259-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:39:55.233Z,,,
https://www.google.com/maps/place/Alcantara+Painting/data=!4m7!3m6!1s0x89c0e96917788d6f:0x46a52944a569dcdf!8m2!3d39.3798418!4d-74.5314116!16s%2Fg%2F11j9dwj_q3!19sChIJb414F2npwIkR39xppUQppUY,Alcantara Painting,4.8,19,Painting,"30 Van Mar Ave, Pleasantville, NJ 08232, United States","9FH9+WC Pleasantville, New Jersey, USA",,+1 609-541-8540,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepp3KgpjDdLLFZiPmPlZPg6P3AQ3AzWWShqkWcLzC2EGi5L6tR6AXKi6v41J6L-Qc6S7bk76r9JcEqF_rxu2FLlbzbYjAC0vYJbW1MRLHnjqbZ3Y9UR8d95jF6vcpNnTgX0N58=w408-h544-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:00.148Z,,,
https://www.google.com/maps/place/Brighton+Electric/data=!4m7!3m6!1s0x89c0ebeb7b93aecb:0xf657a4890bb6c572!8m2!3d39.3234643!4d-74.5140722!16s%2Fg%2F11fb0frjx1!19sChIJy66Te-vrwIkRcsW2C4mkV_Y,Brighton Electric,4.9,411,Electrician,"18 N Decatur Ave, Margate City, NJ 08402, United States","8FFP+99 Margate City, New Jersey, USA",http://www.brighton-electric.com/,+1 609-385-0569,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqAjfsMtfOdEop37WVbq32TsMH_dDj7p_YEhPx7s2Qgy5Bz-yVS7Sr5s4cKFM-8tl6jtFZnR8PJIr1x0aWJFb0WtrI92xoMBaaxyOgNIwjBKlUuS4wSVoQYIqtxmH0ECBd0ICw=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:04.467Z,,,
"https://www.google.com/maps/place/Surf+%26+Turf+Roofing,+Solar+and+Windows/data=!4m7!3m6!1s0x89c6cb27dfae9669:0xa0aa63db46085001!8m2!3d40.0305284!4d-74.644413!16s%2Fg%2F11f4m72qyj!19sChIJaZau3yfLxokRAVAIRttjqqA","Surf & Turf Roofing, Solar and Windows",4.6,572,Roofing contractor,,,https://www.surfandturfroofing.com/egg-harbor-township-roofer/?utm_source=google&utm_medium=organic&utm_campaign=gmb_eht,+1 609-365-7663,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerKXB2mu5odHTbnnh5-vq4Ir_KTtlKMZy_OpGmwQPzrvXUPf3HO3layAh2KTYdpwLKBodmG69_rpAVmGaBvZDajCqK_xhU3I-jRg1uFHXYR77Lo1qA9AycBJ7TwNaNrfv-6mCQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:09.032Z,,,
https://www.google.com/maps/place/A+%26+D+Restoration+LLC/data=!4m7!3m6!1s0x89c0d6497ff923d9:0x1f6db5fbf2a3e30c!8m2!3d40.5348985!4d-73.9820765!16s%2Fg%2F11bt_j9_w3!19sChIJ2SP5f0nWwIkRDOOj8vu1bR8,A & D Restoration LLC,5.0,1,Water damage restoration service,,,,+1 856-896-6777,Open · Closes 6 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepKW2mYhwSNH7PZ8zoIsZJ-PF00FevDSN8D6ohjope2o11Sfyklcus0-lJEe2poGHwQYyWtlf08_VwchlW430wA6uhGiVQ2Wb2UR9jESqBI_Mp2PDB6FH_r1yxNExv-O7302m79=w408-h725-k-no,true,"12–6 am, 7 am–12 am","12–6 am, 7 am–12 am","12–6 am, 7 am–12 am","12–6 am, 7 am–12 am","12–6 am, 7 am–12 am","12–6 am, 7 am–12 am","12–6 am, 7 am–12 am","https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:13.233Z,,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x89c0bb9c735830b9:0x67ec9c85432b996c!8m2!3d39.2093903!4d-74.7025676!16s%2Fg%2F11f6k7szzh!19sChIJuTBYc5y7wIkRbJkrQ4Wc7Gc,Roto-Rooter Plumbing & Water Cleanup,4.8,453,Plumber,"2087 US-9 Ste 5, Ocean View, NJ 08230, United States","675W+QX Ocean View, Dennis, NJ, USA",https://www.rotorooter.com/oceanviewnj/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 609-770-6055,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweraa7GP8sSU_SMoO537g8rrmVMzFIL8xgFDBae833IMnFwyUKnww5Bmzg85z6LAABox-_3rtIIrBQFbYG6EICzjjyLqOUkkZeYC06fu_LpPMprB-llBPtAd9r84cu0L8rtX7mFlmQ=w408-h274-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:18.041Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/All+In+One+Property+Management/data=!4m7!3m6!1s0x89c0e8203363ffff:0x76115e484b3d1c82!8m2!3d39.372244!4d-74.5541884!16s%2Fg%2F11h3vbnwvr!19sChIJ__9jMyDowIkRghw9S0heEXY,All In One Property Management,4.9,61,General contractor,,,https://www.allinonepm.contractors/,+1 609-338-6068,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerncvkE53a_iTOhV3I4FAaOZmiiasL1ld31JIRo6dkPrkLAEWFbUxN1SsfgH9idrjAhDlKwNEIhQwyGGtIJgjlXziKigVmO1_dYu2-fTaR2KnStog-zhsVfGrUV-BHBgIMi9DtSYQ=w426-h240-k-no,true,8 am–6 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:22.561Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/New+Contact+Needed/data=!4m7!3m6!1s0xa8bed86eb86c39:0x3dc2e6f5984ccde9!8m2!3d40.073132!4d-74.662015!16s%2Fg%2F11qh4tsqz8!19sChIJOWy4bti-qAAR6c1MmPXmwj0,New Contact Needed,,,Water damage restoration service,,,,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4UWXM5y-Gg-PBkMwryRc_JbHqidRM5khh5Fzh7k_pplwQ_qnqeTeJcScBymbRiLZNJ74b0WaAomaMezeIOEKnVETGCX4wEWJ0G2gYeJyJ6vUya34UTazNViPW6sLKhTuX6g=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:26.771Z,,,
https://www.google.com/maps/place/Miros+Renovations+LLC./data=!4m7!3m6!1s0x89c0eff47fd5b58b:0x7b8c03f35ca013a9!8m2!3d39.3535035!4d-74.532526!16s%2Fg%2F11j1d_p5q8!19sChIJi7XVf_TvwIkRqROgXPMDjHs,Miros Renovations LLC.,4.9,19,Bathroom remodeler,,,https://mirosrenovationsllc.com/,+1 609-214-0999,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4qMWBKjHS0sJrgEGlunQFS8_6vTC8jkqSCNaF35bLrRGaYy_lrDPftZGUi3eVkBUsyjLmN54qjL-bqFGO8RS-0C6XVU7JmunsTruo5GjDlFIFRnT1BfyFLOO2qdm2Fdt9A5jV=w408-h544-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–4 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:31.240Z,,,
"https://www.google.com/maps/place/Velazquez+painting+LLC/@39.404004,-74.6369544,11z/data=!3m1!4b1!4m6!3m5!1s0xa9ebaae9c488f57f:0x556cf91367e9b77a!8m2!3d39.404004!4d-74.6369544!16s%2Fg%2F11sd4h1ps6",Velazquez painting LLC,5.0,3,Painter,,,,+1 609-816-9021,Closed · Opens 7 am Mon,,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:37.667Z,,,
https://www.google.com/maps/place/Claim+Champions/data=!4m7!3m6!1s0x6e8eabc5f7c759:0x96eb314fa84f1ba1!8m2!3d39.529782!4d-74.7645001!16s%2Fg%2F11sv3f2vlz!19sChIJWcf3xauObgARoRtPqE8x65Y,Claim Champions,,,Loss adjuster,,,http://www.claimchampions.com/,+1 877-592-5246,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerW5PONuuq3DNA5f7_a-ROdxyk4qBCN_Bto5K-LRRin100iWH3KUu_UGyIpkXjFHnU7feKfrUqMRvFfe_XdFYFbw4w12V4ZpbQZP5abwJcfiRrcd_BIqSvZ2mjVoPcMC7cTD4at=w408-h311-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3:30 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:41.986Z,,,
https://www.google.com/maps/place/V%26L+Painting+%26+Power+Wash+LLC/data=!4m7!3m6!1s0xafdf566d1d0475a9:0xb68cb7e926bae619!8m2!3d39.3291444!4d-74.613893!16s%2Fg%2F11nx1f_mcw!19sChIJqXUEHW1W368RGea6Jum3jLY,V&L Painting & Power Wash LLC,5.0,7,Painting,,,https://vlpaintingnj.com/,+1 609-454-1708,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqqCwJUesddku4NHgXK7rbFgJxZ9YfA9-x8Er4KWSSbYQei8ioEigCcZbHAt3uk2Goi1KjaIrPe5NfoCnjFvHE2_Hwkn8pnebMS5z97uemZMISgrVlkJRKxp95DyV3GninFwWY=w408-h408-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:46.397Z,,,
https://www.google.com/maps/place/Angel%27s+Painting+Services+LLC/data=!4m7!3m6!1s0x89c0eb39f1ceafcf:0x41db32053a3ecfaa!8m2!3d39.2795357!4d-74.5758256!16s%2Fg%2F11nkbz7kr1!19sChIJz6_O8TnrwIkRqs8-OgUy20E,Angel's Painting Services LLC,5.0,3,Painting,"834 Asbury Ave, Ocean City, NJ 08226, United States","7CHF+RM Ocean City, New Jersey, USA",https://angelspaintingservices.com/,+1 609-369-9502,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kXCRrn6YLfyKaKoE_GC_oQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.81042&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:50.732Z,,,
https://www.google.com/maps/place/Good+Guys+Carpet/data=!4m7!3m6!1s0x89c0e46728cfea61:0x13748c986a8b2392!8m2!3d39.4805295!4d-74.566938!16s%2Fg%2F1tcysqyz!19sChIJYerPKGfkwIkRkiOLapiMdBM,Good Guys Carpet,4.8,14,Flooring store,,,http://www.goodguyscarpet.com/,+1 609-335-6023,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4dlQ-636K5CbfCakMHreRWcsyw9zLFa_WoU68L_cs0EBYmH9FFhlWlKRSiwM0yB7xEbWgSs2LDfnE5rXaQhgLnIU_kVw5YD9ss1Zm32gM-kP527wlCAPmQfpyDN_NdV3MbZTIcg=w408-h306-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,10 am–1 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:55.155Z,,,
https://www.google.com/maps/place/Blevin+Construction/data=!4m7!3m6!1s0x89c0c23fc35175ad:0xe44c36cbeec1bf51!8m2!3d39.3808571!4d-74.6173402!16s%2Fg%2F1hc15x95w!19sChIJrXVRwz_CwIkRUb_B7ss2TOQ,Blevin Construction,5.0,2,General contractor,"222 Delaware Ave, Egg Harbor Township, NJ 08234, United States","99JM+83 Egg Harbor Township, New Jersey, USA",,+1 609-432-0782,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepdT47BC9zQFOrq1UpDjCfueumMfrCu-WcHz3S6plksjzg7CHByBzK54Na3GtpfjdVNWZ0iGOZuRAskEz7PQlua66rH8xmUtQCJcypGcSDfIteXk7EecxhTnJo1MsIStjQhhMuc2w=w408-h306-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:40:59.502Z,,,
https://www.google.com/maps/place/Davis+Brothers+Chimney+Sweep+and+Masonry/data=!4m7!3m6!1s0x89c0d092994519ed:0x4ba82d50692e89bf!8m2!3d39.4292117!4d-74.6003761!16s%2Fg%2F1tgh8gfx!19sChIJ7RlFmZLQwIkRv4kuaVAtqEs,Davis Brothers Chimney Sweep and Masonry,4.6,109,Chimney services,"6216 Black Horse Pike, Egg Harbor Township, NJ 08234, United States","C9HX+MR Egg Harbor Township, New Jersey, USA",https://davisbrothersmasonry.net/,+1 609-227-0243,"Closed · Opens 8 am Mon

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerxOQXPfT9ylV9_J0tCcmMh13825GBCE95vSWWu3Zt-avyk7TLoaPolY74uk6lv550kWIpxY9-CWwBhq2k_Trl2680aIcYZ2jAl_HQVNcksc8oGYM4WZo0Np-awb6a3ylO7fUspoIDRWF_A=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 am,"https://www.google.com/maps/search/water+damage+restoration+in+Ocean+City+Atlantic+City+NJ/@39.3636917,-74.4291041,14z",2026-03-23T03:41:03.862Z,,,
