placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,isBlackOwned,info,attributes
https://www.google.com/maps/place/Treasured+Property/data=!4m7!3m6!1s0x89ace8ab3e0fffff:0x4482e9fc24d24d78!8m2!3d35.9110484!4d-78.9338133!16s%2Fg%2F11ghr0v13d!19sChIJ__8PPqvorIkReE3SJPzpgkQ,Treasured Property,4.4,34,Property management company,"6409 Fayetteville Rd Suite #120-174, Durham, NC 27713, United States","W368+CF Durham, North Carolina, USA",http://www.treasuredproperty.com/,+1 919-864-8604,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPyChUMuvR5v4BqwvBF7hGY8F81CQ8jiKQPL7SC=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:07:25.778Z,,,
https://www.google.com/maps/place/Keith+Pate+Realty+LLC/data=!4m7!3m6!1s0x89acfb2f926f74a1:0xf4d2a123f686ecbe!8m2!3d35.966348!4d-78.827703!16s%2Fg%2F11cm0761l0!19sChIJoXRvki_7rIkRvuyG9iOh0vQ,Keith Pate Realty LLC,5.0,2,Property management company,"1000 McLamb Dr, Durham, NC 27703, United States","X58C+GW Durham, North Carolina, USA",,+1 919-451-1202,Open ⋅ Closes 9 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QOqa5ZtiOMml8bj2NU1iKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.30676&pitch=0&thumbfov=100,false,7 am–9 pm,7 am–9 pm,7 am–9 pm,Closed,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:07:30.747Z,,,
"https://www.google.com/maps/place/Porchlight+Property+Management+Group,+llc/data=!4m7!3m6!1s0x15d79c2fa09407d:0x46605a6ab5944637!8m2!3d35.866758!4d-78.41614!16s%2Fg%2F11xdby4bvz!19sChIJfUAJ-sJ5XQERN0aUtWpaYEY","Porchlight Property Management Group, llc",5.0,1,Property management company,,,http://porchlightpmg.com/,+1 919-699-8441,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipMeEETLe04y-wzDIYcE9d3ISM0EHPlIX6ZsBcbr=w408-h408-k-no,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:07:36.164Z,,,
https://www.google.com/maps/place/Avana+on+Broad/data=!4m7!3m6!1s0x89ace3c23449735b:0x3736341432959082!8m2!3d36.0308354!4d-78.9116969!16s%2Fg%2F1w97w7kl!19sChIJW3NJNMLjrIkRgpCVMhQ0Njc,Avana on Broad,3.5,191,Apartment rental agency,"2335 Broad St, Durham, NC 27704, United States","23JQ+88 Durham, North Carolina, USA",https://www.avanaonbroad.com/?switch_cls[id]=64893&utm_source=gmb&utm_medium=organic,+1 919-457-1291,"Open ⋅ Closes 6 pm

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOYUcloGa_v8bB65EyOt4GFIlfbLP3MqprL2J98=w426-h240-k-no,true,10 am–6 pm,10 am–6 pm,10 am–5 pm,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:07:41.475Z,,,
"https://www.google.com/maps/place/Ernie+Mills,+Jr.,+Broker/data=!4m7!3m6!1s0x89ace3a5ecd68d9b:0xdf51401aa03d4418!8m2!3d36.0374322!4d-78.89049!16s%2Fg%2F1hf2r2k_6!19sChIJm43W7KXjrIkRGEQ9oBpAUd8","Ernie Mills, Jr., Broker",,,Real estate,"3708 Meriwether Dr Suite C, Durham, NC 27704, United States","24P5+XR Durham, North Carolina, USA",,+1 919-201-4916,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=11RFlp4KxGR0-9gtbWdBfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.73845&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:07:44.444Z,,,
"https://www.google.com/maps/place/Durham,+NC+Real+Estate+%26+Property+Management/data=!4m7!3m6!1s0x89ace89ac12eaa9b:0x6e6c0e5951233f4a!8m2!3d35.9172148!4d-78.9627633!16s%2Fg%2F11f63xr0mj!19sChIJm6ouwZrorIkRSj8jUVkObG4","Durham, NC Real Estate & Property Management",2.1,19,Property management company,"7072 NC-751, Durham, NC 27707, United States","W28P+VV Durham, North Carolina, USA",http://www.fairfaxpm.com/about-us/,+1 919-797-9609,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SN5iZDwNogW9hpy7jHnmOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.269&pitch=0&thumbfov=100,false,9 am–4 pm,Closed,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:07:50.007Z,,,
https://www.google.com/maps/place/Blue+Chariot+Realty+%26+Management/data=!4m7!3m6!1s0x89ace73da422eaa3:0xea35c84712c81720!8m2!3d35.9605025!4d-78.9545816!16s%2Fg%2F11vlz71jw5!19sChIJo-oipD3nrIkRIBfIEkfINeo,Blue Chariot Realty & Management,4.8,9,Real estate agency,"3511 Shannon Rd # 300, Durham, NC 27707, United States","X26W+65 Durham, North Carolina, USA",https://www.bluechariot.com/,+1 844-321-2583,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNA65Y-wkpZE2_zMjJWDB4EQeV13_ytO0hmm6LV=w408-h255-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:07:55.395Z,true,,
https://www.google.com/maps/place/The+Adam+Dickinson+Realty+Group+@+Nest+Realty/data=!4m7!3m6!1s0x89ace46d8868f0d7:0x2b2c77ed3884bfc2!8m2!3d35.9962974!4d-78.9025795!16s%2Fg%2F11c327qd_j!19sChIJ1_BoiG3krIkRwr-EOO13LCs,The Adam Dickinson Realty Group @ Nest Realty,5.0,21,Real estate agent,"308 W Main St, Durham, NC 27701, United States","X3WW+GX Durham, North Carolina, USA",http://www.nestrealty.com/adamdickinson,+1 919-452-3751,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipP8KY8UKevaNOmaZBPRnCXCeIxSdEE3natuEO60=w408-h269-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:00.763Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Triangle+Flats/data=!4m7!3m6!1s0x89ace12b0b878a73:0x671f279cea347cb8!8m2!3d36.0546739!4d-78.9335524!16s%2Fg%2F11h2n72sz7!19sChIJc4qHCyvhrIkRuHw06pwnH2c,Triangle Flats,,,Property management company,"2903 Sugarwood Pl A, Durham, NC 27705, United States","3338+VH Durham, North Carolina, USA",http://www.triangleflats.com/,+1 919-998-6579,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kxjDke1b-OPKQWj3b6d3_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.21187&pitch=0&thumbfov=100,false,10 am–4 pm,10 am–4 pm,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:05.609Z,,,
https://www.google.com/maps/place/Kimley-Horn/data=!4m7!3m6!1s0x89ace46e1c7acea7:0xd9f115f22a19f66a!8m2!3d35.9998296!4d-78.9032688!16s%2Fg%2F1thgc9_3!19sChIJp856HG7krIkRavYZKvIV8dk,Kimley-Horn,5.0,3,Engineering consultant,"300 Morris St Suite 200, Durham, NC 27701, United States","X3XW+WM Durham, North Carolina, USA",http://www.kimley-horn.com/,+1 919-682-3583,Open ⋅ Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5b_NCDH1p6BirPigRyK1jQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.88395&pitch=0&thumbfov=100,true,7:30 am–5:30 pm,7:30–11:30 am,Closed,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:10.489Z,,,
https://www.google.com/maps/place/Whetstone+Apartments/data=!4m7!3m6!1s0x89ace412c440f29b:0x8c5ec4e2f2fcfbd4!8m2!3d35.995224!4d-78.9073462!16s%2Fg%2F1hc4vb5xj!19sChIJm_JAxBLkrIkR1Pv88uLEXow,Whetstone Apartments,3.8,106,Apartment rental agency,"501 Willard St, Durham, NC 27701, United States","X3WV+33 Durham, North Carolina, USA",https://www.whetstoneapartments.com/?ilm=obl&utm_source=gmb&utm_medium=organic,+1 919-646-2693,"Open ⋅ Closes 6 pm

Confirmed by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP4j8Z8V_29ukOi3VK8S_Ia-YvIlIwJ6TvTZrBa=w427-h240-k-no,true,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:15.510Z,,,
https://www.google.com/maps/place/Sentinel+Real+Estate+Corporation/data=!4m7!3m6!1s0x89ace6b47fa316f3:0xd7ce03aa060bfff6!8m2!3d36.0090504!4d-78.9462528!16s%2Fg%2F1tt0r_fk!19sChIJ8xajf7TmrIkR9v8LBqoDztc,Sentinel Real Estate Corporation,1.7,3,Real estate agency,"2616 Erwin Rd # 1203, Durham, NC 27705, United States","2353+JF Durham, North Carolina, USA",http://www.sentinelcorp.com/,+1 919-382-8606,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Taz7lohTr7B43rXaoVJ5zg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.37204&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:18.337Z,,,
https://www.google.com/maps/place/Vivo+Living+Durham/data=!4m7!3m6!1s0x89ace31fc874cf45:0x7d3cf977d586b7d5!8m2!3d36.0262364!4d-78.9243159!16s%2Fg%2F11k9h036ry!19sChIJRc90yB_jrIkR1beG1Xf5PH0,Vivo Living Durham,4.1,29,Apartment complex,"2517 Guess Rd, Durham, NC 27705, United States","23GG+F7 Durham, North Carolina, USA",https://www.vivolivingdurham.com/?utm_knock=gmb,+1 984-342-2690,"Open ⋅ Closes 6 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOdsnV1YYo2wsnSVAHo-u83M4LIW_i-uITyYnxX=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:23.474Z,,,· Dogs allowed
"https://www.google.com/maps/place/Accesso+Property+Management+-+Meridian+Parkway/@35.9099625,-78.8993935,17z/data=!3m1!4b1!4m6!3m5!1s0x89acef13b0930f41:0x6143664d9b71976f!8m2!3d35.9099625!4d-78.8993935!16s%2Fg%2F11s04tm254",Accesso Property Management - Meridian Parkway,2.0,1,Property management company,"2525 Meridian Pkwy suite #55, Durham, NC 27713, United States","W452+X6 Durham, North Carolina, USA",https://accessopartners.com/property/2525-meridian/,+1 919-424-8135,Open ⋅ Closes 4 pm,,true,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:30.357Z,,,
https://www.google.com/maps/place/Red+Door+Company/data=!4m7!3m6!1s0x89ace8b2288d174d:0x621d429d35121be!8m2!3d35.9112413!4d-78.8999631!16s%2Fg%2F125_z1xlz!19sChIJTReNKLLorIkRviFR0ynUIQY,Red Door Company,3.8,115,Real estate agency,"2530 Meridian Pkwy Suite 300, Durham, NC 27713, United States","W462+F2 Durham, North Carolina, USA",https://reddoorcompany.com/,+1 919-321-0128,,https://lh3.googleusercontent.com/p/AF1QipMqU3avneGQUrccbomvSIYitwy2wpjFGK3Dv1Ux=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:33.434Z,,,
"https://www.google.com/maps/place/Lantower+Residential/@35.9495228,-78.9814491,17z/data=!3m1!4b1!4m6!3m5!1s0x89ace7c9dc700001:0xc817fa782ab70e31!8m2!3d35.9495228!4d-78.9814491!16s%2Fg%2F11sghq0hfz",Lantower Residential,5.0,3,Property management company,"3767 SW Durham Dr, Durham, NC 27707, United States","W2X9+RC Durham, North Carolina, USA",https://www.lantower.com/properties/nc/durham/realm-patterson-place/contact/,+1 919-646-6633,Open ⋅ Closes 6 pm,,false,10 am–6 pm,10 am–6 pm,10 am–5 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:40.449Z,,,
https://www.google.com/maps/place/Community+Association+Management/data=!4m7!3m6!1s0x89acef65dc6f1165:0x1e719f39ea74f3cc!8m2!3d35.9112171!4d-78.8999601!16s%2Fg%2F1s04g46nl!19sChIJZRFv3GXvrIkRzPN06jmfcR4,Community Association Management,3.7,3,Property management company,"2530 Meridian Pkwy, Durham, NC 27713, United States","W462+F2 Durham, North Carolina, USA",http://www.communityassociationmanagement.com/our-mission-statement/,+1 919-741-5285,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rhCzsT2pjAITC3F3qhZG4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=104.32822&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:45.910Z,,,
https://www.google.com/maps/place/Durham+Department+of+Water+Management/data=!4m7!3m6!1s0x89ace46e1fd0c3d5:0x7f3be36b6536d4b4!8m2!3d35.9960807!4d-78.8992581!16s%2Fg%2F11bwkj13k2!19sChIJ1cPQH27krIkRtNQ2ZWvjO38,Durham Department of Water Management,1.3,29,Government office,"101 City Hall Plaza, Durham, NC 27701, United States","X4W2+C7 Durham, North Carolina, USA",http://durhamnc.gov/944/Water-Management,+1 919-560-4381,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nu4TqJlrCmNdzwndBI7Hxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.74902&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:51.419Z,,,
https://www.google.com/maps/place/KJs%27+Elite+Properties/data=!4m7!3m6!1s0x46cb54a091c56f99:0xe31506a6aaa6e1ae!8m2!3d35.1705075!4d-79.86097!16s%2Fg%2F11x92d8z5x!19sChIJmW_FkaBUy0YRruGmqqYGFeM,KJs' Elite Properties,5.0,4,Property management company,,,https://kjseliteproperties.com/,+1 984-514-8529,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipND-pJG0RinjZDR37ZUw-7f-j7Gq_JAhCix9xlN=w408-h541-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:08:56.580Z,,,
https://www.google.com/maps/place/Willow+Bend+Apartments/data=!4m7!3m6!1s0x89ace50e80b4356b:0x1fd7560fb025121b!8m2!3d35.9877949!4d-78.923607!16s%2Fg%2F11h4xhc464!19sChIJazW0gA7lrIkRGxIlsA9W1x8,Willow Bend Apartments,3.4,27,Apartment complex,"1718 Palmer St, Durham, NC 27707, United States","X3QG+4H Durham, North Carolina, USA",https://www.willowbendnc.com/?utm_source=GBP&utm_medium=organic,+1 984-334-1953,"Open ⋅ Closes 5 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPvhiIllgA-GIDAnbyRKJ0fg8BMWq778iRHSgJ1=w408-h272-k-no,true,10 am–5 pm,10 am–5 pm,10 am–4 pm,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:01.921Z,,,· Dogs allowed
https://www.google.com/maps/place/BLU+Station/data=!4m7!3m6!1s0x89ace49e8f875fd3:0x3ed98d461b3d63ad!8m2!3d35.998482!4d-78.8640487!16s%2Fg%2F1w347gyf!19sChIJ01-Hj57krIkRrWM9G0aN2T4,BLU Station,4.3,201,Apartment complex,"518 N Hardee St, Durham, NC 27703, United States","X4XP+99 Durham, North Carolina, USA",https://www.blustationapartments.com/?lvcode=1200972,+1 919-682-8426,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMaTEm_ZXJ-t2G8-CwNCZ4zT4i0dCANjOXiO9k1=w408-h272-k-no,true,9 am–6 pm,9 am–3 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:07.347Z,,,· Dogs allowed
https://www.google.com/maps/place/One+Village+Property+Management/data=!4m7!3m6!1s0x89ace9d82455c1cd:0x5037578dce541879!8m2!3d35.8930385!4d-79.0461008!16s%2Fg%2F11n0dg3cxk!19sChIJzcFVJNjprIkReRhUzo1XN1A,One Village Property Management,4.6,20,Property management company,,,https://www.onevillagepm.com/,+1 919-213-1623,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPwWguoNcR7hxripOGLiWH7L1M2Ovb0AlQ14ZdZ=w426-h240-k-no,true,10 am–5 pm,10 am–5 pm,10 am–12 pm,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:12.204Z,,,
https://www.google.com/maps/place/Creekside+Property+Management/data=!4m7!3m6!1s0x89ace68be730396d:0xe923b37f5faa503c!8m2!3d35.9723713!4d-78.9461851!16s%2Fg%2F11twq3cj5n!19sChIJbTkw54vmrIkRPFCqX3-zI-k,Creekside Property Management,,,Property management company,"3326 Durham-Chapel Hill Blvd, Durham, NC 27707, United States","X3C3+WG Durham, North Carolina, USA",,+1 919-943-6579,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PMXjFwS4oWW-0bpZYVYknA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.01767&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:15.032Z,,,
https://www.google.com/maps/place/Nomad/data=!4m7!3m6!1s0x89acef357ab607e3:0xd57d7bc20d8149ea!8m2!3d35.8976724!4d-78.8705978!16s%2Fg%2F11q3r4c66k!19sChIJ4we2ejXvrIkR6kmBDcJ7fdU,Nomad,4.4,32,Software company,"600 Park Offices Dr Ste 300, Durham, NC 27709, United States","V4XH+3Q Durham, North Carolina, USA",http://nomadlease.com/,+1 720-928-9777,,https://lh3.googleusercontent.com/p/AF1QipM01LyM_GyjEf7P1JW3inYe9twOYHf_3KKqPl5Y=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:18.100Z,,,
https://www.google.com/maps/place/William+Douglas+Management/data=!4m7!3m6!1s0x89acf6187a652615:0x57956763a236d1e4!8m2!3d35.7989506!4d-78.6592439!16s%2Fg%2F1vgx1mpf!19sChIJFSZlehj2rIkR5NE2omNnlVc,William Douglas Management,4.2,197,Property management company,"1033 Wade Ave STE 208, Raleigh, NC 27605, United States","Q8XR+H8 Raleigh, North Carolina, USA",https://wmdouglas.com/raleigh-hoa-management/,+1 919-459-1860,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNhBghrvqJI-bkoSv4nxN98JTR1b8Dr3iGAii3f=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–1 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:23.059Z,,,
https://www.google.com/maps/place/CAMS+%E2%80%93+Community+Association+Management+Services/data=!4m7!3m6!1s0x89ac5862ee754657:0xaf847ab438b5e809!8m2!3d35.9180258!4d-78.7794104!16s%2Fg%2F1v1sm2pp!19sChIJV0Z17mJYrIkRCei1OLR6hK8,CAMS – Community Association Management Services,3.8,216,Property management company,"7780 Brier Creek Pkwy Ste 310, Raleigh, NC 27617, United States","W69C+66 Raleigh, North Carolina, USA",https://www.camsmgt.com/,+1 919-856-1844,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNuHXwFb3aKvIjhAl7Hu8DH6adw7liiySpm1Dpd=w408-h272-k-no,true,8:30 am–5 pm,Closed,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:28.323Z,,,
https://www.google.com/maps/place/Law+Offices+of+John+T.+Orcutt/data=!4m7!3m6!1s0x89ace15c14e91033:0x57b259006afbef9c!8m2!3d36.0275627!4d-78.9354095!16s%2Fg%2F1tjv4cv2!19sChIJMxDpFFzhrIkRnO_7agBZslc,Law Offices of John T. Orcutt,4.8,351,Lawyer,"1738 Hillandale Rd Suite D, Durham, NC 27705, United States","23H7+2R Durham, North Carolina, USA",https://www.billsbills.com/offices/durham/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,+1 800-899-1414,,https://lh3.googleusercontent.com/p/AF1QipOuB9n4-G93ARzkdgw_MMx9Ae6vTSDqTnVlzjXi=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:33.459Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Holmes+Pristine+Properties/data=!4m7!3m6!1s0x89acfbe3b1661941:0x1b17c6235b61209a!8m2!3d35.953843!4d-78.8293498!16s%2Fg%2F11s4rnh9dm!19sChIJQRlmseP7rIkRmiBhWyPGFxs,Holmes Pristine Properties,,,Property management company,"1705 Waddell Ct, Durham, NC 27703, United States","X53C+G7 Durham, North Carolina, USA",https://www.holmespristineproperties.com/,+1 984-444-9242,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPESzlR2gIjf2mBEyQsdKFSd2A8BCzQWjJLBALq=w424-h240-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:38.345Z,,,
https://www.google.com/maps/place/Park+Real+Estate+Management/data=!4m7!3m6!1s0xacb84e4ea02eb643:0x36d878f69e05e349!8m2!3d35.9293178!4d-79.0297942!16s%2Fg%2F11l2c_47bj!19sChIJQ7YuoE5OuKwRSeMFnvZ42DY,Park Real Estate Management,4.9,58,Property management company,"891 Willow Dr Ste 8, Chapel Hill, NC 27514, United States","WXHC+P3 Chapel Hill, North Carolina, USA",https://www.park-properties.com/,+1 919-444-2204,"Open ⋅ Closes 4 pm

Confirmed by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EbFe8Z_9xepjI-mUhhQU-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.1439853&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:43.393Z,,Identifies as women-owned,
https://www.google.com/maps/place/Brightleaf+at+the+Park/data=!4m7!3m6!1s0x89acfadb7e9b7959:0x130a1706e902bebc!8m2!3d35.9481518!4d-78.8227192!16s%2Fg%2F11bbrnl8xb!19sChIJWXmbftv6rIkRvL4C6QYXChM,Brightleaf at the Park,4.7,42,Housing development,"2003 Copper Leaf Pkwy, Durham, NC 27703, United States","W5XG+7W Durham, North Carolina, USA",http://brightleafatp.com/,+1 919-797-2419,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMMKR1Xk0tT7eaMz4BfYTNukHfaaHl_mlq_iJi3=w408-h271-k-no,true,10 am–5 pm,10 am–5 pm,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-09-25T17:09:49.056Z,,,
