placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info
"https://www.google.com/maps/place/Benitez+Income+Tax+Services,+LLC/data=!4m7!3m6!1s0x864097a72dca1493:0xb4059aff72318c79!8m2!3d29.6411424!4d-95.2530864!16s%2Fg%2F1tg5ch2p!19sChIJkxTKLaeXQIYReYwxcv-aBbQ","Benitez Income Tax Services, LLC",5.0,20,Tax preparation service,"8802A Dexter St, Houston, TX 77075, United States","JPRW+FQ Greater Hobby Area, Houston, TX, USA",,+1 713-941-7756,Closed ⋅ Opens 10 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9ArQKsvd9BOS3420z3lICg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.31393&pitch=0&thumbfov=100,true,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:55:22.224Z,
https://www.google.com/maps/place/Yolonda%27s+Professional+Tax+Services/data=!4m7!3m6!1s0x8640963ffc146caf:0x7b34a692885d33c!8m2!3d29.6608832!4d-95.2893732!16s%2Fg%2F1w665std!19sChIJr2wU_D-WQIYRPNOFKGlKswc,Yolonda's Professional Tax Services,5.0,13,Tax preparation service,"6814 Telephone Rd, Houston, TX 77061, United States","MP66+97 Southeast Houston, Houston, TX, USA",,+1 713-643-2274,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H_NDilQx63B7Drhisn8Jwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.57367&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:55:25.586Z,
"https://www.google.com/maps/place/Randell+M.+Naquin,+CPA+PLLC/data=!4m7!3m6!1s0x86409322c019e9b7:0xa077710e81753964!8m2!3d29.5516325!4d-95.3744619!16s%2Fg%2F11b7dxc3sf!19sChIJt-kZwCKTQIYRZDl1gQ5xd6A","Randell M. Naquin, CPA PLLC",5.0,5,Certified public accountant,"2511 Foxglove Dr, Pearland, TX 77584, United States","HJ2G+M6 Pearland, Texas, USA",http://rmncpa.com/,+1 713-818-0807,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOf7x-kGA21FMg7oNyfmU6KQ-M3L8dOCMEvEiBw=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:55:30.636Z,
"https://www.google.com/maps/place/Fox+Tax+Solutions,+LLC/data=!4m7!3m6!1s0x86409332a35e8b5b:0xac487ed4a80aacc5!8m2!3d29.552999!4d-95.392907!16s%2Fg%2F11btm3976h!19sChIJW4teozKTQIYRxawKqNR-SKw","Fox Tax Solutions, LLC",4.9,55,Tax preparation service,"11200 Broadway St Suite 2743, Pearland, TX 77584, United States","HJ34+5R Pearland, Texas, USA",http://www.foxtaxsolutions.com/,+1 281-369-4489,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMQrYdNiqNSRg4-bUVv1Rr3wIO1qZv9kvyfNqpD=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:55:35.938Z,
https://www.google.com/maps/place/The+Right+Choice+Financial+%26+Tax+Services/data=!4m7!3m6!1s0x8640ebe7cc32eec7:0xa4857d11a43ff38b!8m2!3d29.5802512!4d-95.3958775!16s%2Fg%2F1thx8_zd!19sChIJx-4yzOfrQIYRi_M_pBF9haQ,The Right Choice Financial & Tax Services,5.0,331,Tax preparation service,"11601 Shadow Creek Pkwy Suite 113, Pearland, TX 77584, United States","HJJ3+4J Pearland, Texas, USA",https://trcfinancialservices.com/,+1 713-413-4172,,true,https://lh3.googleusercontent.com/p/AF1QipPUjzR4vfOOfOGUUKX7Pj8s0UdwJe7jtJS1xmo7=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:55:41.012Z,Identifies as women-owned
https://www.google.com/maps/place/Lopez+%26+Diaz+Accounting+Services+LLC/data=!4m7!3m6!1s0x8c4c8a9fb7694c87:0xca6f0d06d26a6eaa!8m2!3d29.836095!4d-95.46119!16s%2Fg%2F11rk000kzk!19sChIJh0xpt5-KTIwRqm5q0gYNb8o,Lopez & Diaz Accounting Services LLC,5.0,46,Accountant,,,http://lopezndiaz.com/,+1 832-814-3352,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPzvwlZqW9XghXfkqLi_7BGPNXqKwHNxTKVBU0R=w408-h271-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:55:45.926Z,
https://www.google.com/maps/place/Smart+Tax/data=!4m7!3m6!1s0x86409637d8a12941:0x4b77589e8f87b2ca!8m2!3d29.6610153!4d-95.277123!16s%2Fg%2F1jglwf5nf!19sChIJQSmh2DeWQIYRyrKHj55Yd0s,Smart Tax,4.8,103,Tax preparation service,"8800 1/2 Broadway St Unit C, Houston, TX 77061, United States","MP6F+C5 Southeast Houston, Houston, TX, USA",https://linktr.ee/smarttaxbiz,+1 713-649-9555,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOzTozoPALQVxdi_YWOU03Mj-XcupUEQAMmxW-j=w408-h544-k-no,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–4 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:55:51.349Z,
"https://www.google.com/maps/place/M+%26+A+Bookkeeping+%26+Income+Tax/@29.6616808,-95.2591593,17z/data=!3m1!4b1!4m6!3m5!1s0x864097c81ba118f5:0xfc3f053f57fbdcd7!8m2!3d29.6616808!4d-95.2591593!16s%2Fg%2F1vs1s7v2",M & A Bookkeeping & Income Tax,5.0,1,Tax preparation service,"8876 Gulf Fwy # 361, Houston, TX 77017, United States","MP6R+M8 Southeast Houston, Houston, TX, USA",,+1 713-944-0442,,,,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:55:56.082Z,
https://www.google.com/maps/place/C+%26+J+MLK+Tax+Services/data=!4m7!3m6!1s0x8640bf4a73631d17:0xac33d0328f38c67!8m2!3d29.6712797!4d-95.3030691!16s%2Fg%2F11lsvzywbf!19sChIJFx1jc0q_QIYRZ4zzKAM9wwo,C & J MLK Tax Services,5.0,48,Tax preparation,"7145 Bellfort Ave, Houston, TX 77087, United States","MMCW+GQ Southeast Houston, Houston, TX, USA",https://cjtaxservice.net/locations/,+1 346-446-6238,Closed ⋅ Opens 9 am Mon,true,https://lh3.googleusercontent.com/p/AF1QipPN3H05GpqNVNHZ8K85S0MPR86GiwS2PDYeXaut=w408-h725-k-no,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:01.179Z,Identifies as women-owned
https://www.google.com/maps/place/Abbey+Tax+Group/data=!4m7!3m6!1s0x864093a46e6530b7:0x3bf5cde9a3b467e3!8m2!3d29.5534173!4d-95.2589856!16s%2Fg%2F1261jqymy!19sChIJtzBlbqSTQIYR42e0o-nN9Ts,Abbey Tax Group,4.4,7,Tax preparation service,"2640 E Broadway St #112, Pearland, TX 77581, United States","HP3R+9C Pearland, Texas, USA",http://abbeytaxgroup.com/,+1 281-997-7894,Closed ⋅ Opens 10 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqwhIg3irDpUs8buiSIPIuouUeuNhbLSfVZbsGKhj4fqzUFWYdWaVi0JMyL3ixSXeuz_7yd94iPcGBJ6aiGk53FODla_gzVF7bGoZ3bsjnLt8NNeMPYoSjxOS3OlhE5GKvlomo=w408-h271-k-no,true,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:06.169Z,
https://www.google.com/maps/place/Vaquero+Income+Tax/data=!4m7!3m6!1s0x864097a07fe4c5fb:0x42db8445d5186d92!8m2!3d29.6388816!4d-95.2501431!16s%2Fg%2F11c1p3g57y!19sChIJ-8Xkf6CXQIYRkm0Y1UWE20I,Vaquero Income Tax,3.9,7,Accountant,"9317 Grannis St, Houston, TX 77075, United States","JPQX+HW Greater Hobby Area, Houston, TX, USA",http://vaqueroincometax.com/,+1 713-254-8298,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m_jTVoTXTNTf7Vy2FemU4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.66313034&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:09.145Z,
https://www.google.com/maps/place/Farias+Multi+Services/data=!4m7!3m6!1s0x8640977821ab004b:0xfda80c90cc80f6af!8m2!3d29.6379378!4d-95.2369176!16s%2Fg%2F1tgln8ft!19sChIJSwCrIXiXQIYRr_aAzJAMqP0,Farias Multi Services,4.7,47,Tax preparation service,"9939 Bessemer St # A, Houston, TX 77034, United States","JQQ7+56 Edgebrook Area, Houston, TX, USA",,+1 832-831-1125,,true,https://lh3.googleusercontent.com/p/AF1QipNqsbSL7-a4taWW65ZwfAO8Re-A_0pRx0XxSEWi=w408-h725-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:14.263Z,Identifies as women-owned
"https://www.google.com/maps/place/John+F+Coggin,+CPA+PLLC/data=!4m7!3m6!1s0x864099c20df67177:0x7311794409417b4d!8m2!3d29.5598374!4d-95.2746986!16s%2Fg%2F11fkdw71s1!19sChIJd3H2DcKZQIYRTXtBCUR5EXM","John F Coggin, CPA PLLC",5.0,1,Tax preparation service,"3300 E Walnut St B, Pearland, TX 77581, United States","HP5G+W4 Pearland, Texas, USA",http://www.jcoggincpa.com/,+1 832-538-1681,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=44Jz7Aq5gHDRfUIPV-eR7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.83253&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:19.254Z,LGBTQ+ friendly
https://www.google.com/maps/place/Global+Services/data=!4m7!3m6!1s0x864097f3100c3c35:0xd521f5ae97b15a3a!8m2!3d29.6648826!4d-95.233799!16s%2Fg%2F11bxb47jdt!19sChIJNTwMEPOXQIYROlqxl671IdU,Global Services,5.0,6,Tax preparation service,"309 York St a, South Houston, TX 77587, United States","MQ78+XF South Houston, Texas, USA",,+1 832-294-8661,Closed ⋅ Opens 11 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4zggxsc5RSIgytNiWCAq1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.99838&pitch=0&thumbfov=100,true,Closed,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–7 pm,12–5:30 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:24.226Z,
https://www.google.com/maps/place/Kim%27s+Tax+Services/data=!4m7!3m6!1s0x864095e0bcd5e113:0x9126d794682adc7!8m2!3d29.6602844!4d-95.3143412!16s%2Fg%2F1261ck6z5!19sChIJE-HVvOCVQIYRx62CRnltEgk,Kim's Tax Services,5.0,1,Tax preparation service,"6302 Heron Dr, Houston, TX 77087, United States","MM6P+47 Southeast Houston, Houston, TX, USA",,+1 713-645-4515,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tbW3nN-F1qbLz_bRaKRGoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.48479&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:27.046Z,
https://www.google.com/maps/place/Sensible+Tax+%26+Accounting+Solutions+LLC/data=!4m7!3m6!1s0x3adb5ea4c427d7b:0x7abef7686feabbe5!8m2!3d29.8049525!4d-95.4461744!16s%2Fg%2F11svrb1pvz!19sChIJe31CTOq1rQMR5bvqb2j3vno,Sensible Tax & Accounting Solutions LLC,5.0,13,Bookkeeping service,,,,+1 281-925-8585,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNlmQS2h3aRcKNm0ZS50pN_emFqV2m5ul5CO2s9=w426-h240-k-no,true,Closed,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:32.066Z,Identifies as women-owned
https://www.google.com/maps/place/Flash+Refund+Tax+Services/data=!4m7!3m6!1s0x86409630cd28df6b:0xa5ff5cffe3ec4535!8m2!3d29.6662311!4d-95.2774402!16s%2Fg%2F11cls_nzmx!19sChIJa98ozTCWQIYRNUXs4_9c_6U,Flash Refund Tax Services,4.6,57,Tax preparation service,"8544 Broadway St, Houston, TX 77061, United States","MP8F+F2 Southeast Houston, Houston, TX, USA",,+1 281-532-8200,Closed ⋅ Opens 10 am Mon,true,https://lh3.googleusercontent.com/p/AF1QipNmpliHTLjjsiz-_LlVazAmtQnFaOQRQGmiazk=w408-h406-k-no,true,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,12–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:37.216Z,Identifies as women-owned
https://www.google.com/maps/place/Colbert%2FBall+Tax+Services/data=!4m7!3m6!1s0x8640976177419a61:0xf4b311db2c53bd6a!8m2!3d29.6222076!4d-95.2298293!16s%2Fg%2F1tds71z1!19sChIJYZpBd2GXQIYRar1TLNsRs_Q,Colbert/Ball Tax Services,5.0,1,Tax preparation service,"10080 Kleckley Dr, Houston, TX 77075, United States","JQCC+V3 South Belt / Ellington, Houston, TX, USA",,+1 713-944-6410,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rVE4_4ZfWCkMQu9Bz-GZBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.25546&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:40.013Z,
"https://www.google.com/maps/place/Fredrick+G.+Turner,+Jr.,+CPA,+LLC/data=!4m7!3m6!1s0x470976e33823786d:0xf3a89f257c4ac833!8m2!3d29.5530053!4d-95.3933916!16s%2Fg%2F11s58nx9q7!19sChIJbXgjOON2CUcRM8hKfCWfqPM","Fredrick G. Turner, Jr., CPA, LLC",5.0,2,Accounting firm,"11200 Broadway St Suite 2743, Pearland, TX 77584, United States","HJ34+6J Pearland, Texas, USA",http://fredrickturnercpa.com/,+1 832-329-2358,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Sq_kNIBcY4zOUAColL72pw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.13934&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:45.223Z,
https://www.google.com/maps/place/Tran+CPA/data=!4m7!3m6!1s0x864097bcb047d46f:0x7b37f59a065a707d!8m2!3d29.650739!4d-95.2516051!16s%2Fg%2F11dz558wz9!19sChIJb9RHsLyXQIYRfXBaBpr1N3s,Tran CPA,3.0,8,Accountant,"9820 Gulf Fwy suite a 19, Houston, TX 77034, United States","MP2X+79 Greater Hobby Area, Houston, TX, USA",,+1 713-941-8726,Closed ⋅ Opens 9:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrXSWUho9xeVApDxbrNFklkbTw8qmcxjhdiVXXztXNVWk7UZwDgeb52TGs_9Jv878AS1OuQFDQM9BUfkOelUfd-rfHrhMdWekjY5QswkgoZLlnbHw2gxDIElhTb9VHD8KtUUaRljg=w408-h257-k-no,true,Closed,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:50.502Z,
https://www.google.com/maps/place/Rodriguez+Income+Tax+Services/data=!4m7!3m6!1s0x864091179085d5f7:0x28a8cccd7a17ef3e!8m2!3d29.5630403!4d-95.3021439!16s%2Fg%2F11vq2y2f32!19sChIJ99WFkBeRQIYRPu8Xes3MqCg,Rodriguez Income Tax Services,5.0,12,Tax preparation service,"2407 Goodrich Dr, Pearland, TX 77581, United States","HM7X+64 Pearland, Texas, USA",,+1 832-235-7170,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vH-tBEjjrV4WT1M9eIeufQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.184746&pitch=0&thumbfov=100,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:56:55.677Z,
https://www.google.com/maps/place/John+H+Somerville+CPA/data=!4m7!3m6!1s0x864097ba86f80b3d:0x8f3298950137a625!8m2!3d29.65261!4d-95.2576366!16s%2Fg%2F11bwkffywn!19sChIJPQv4hrqXQIYRJaY3AZWYMo8,John H Somerville CPA,5.0,5,Tax preparation service,"9001 Airport Blvd #603, Houston, TX 77061, United States","MP3R+2W Southeast Houston, Houston, TX, USA",http://www.jhsomervillecpa.com/,+1 713-944-0220,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5-UX2kXNMxmgKp34ezvwcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.41345&pitch=0&thumbfov=100,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:57:00.949Z,
"https://www.google.com/maps/place/Ann+E.+Williams,+CPA/data=!4m7!3m6!1s0x8640ecacf363b9d7:0x46b0b0fdd419f4f6!8m2!3d29.5529446!4d-95.3942393!16s%2Fg%2F1thxwm0c!19sChIJ17lj86zsQIYR9vQZ1P2wsEY","Ann E. Williams, CPA",5.0,2,Accountant,"11200 Broadway St #200, Pearland, TX 77584, United States","HJ34+58 Pearland, Texas, USA",http://www.cpawilliamsonline.com/,+1 832-456-7120,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uwe6nAL-VxYq7533q8zWBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.22964&pitch=0&thumbfov=100,false,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:57:05.921Z,
https://www.google.com/maps/place/Kelly+Patrick+w+CPA/data=!4m7!3m6!1s0x8640ecd37b5d58bb:0x11de64e0efd3b6aa!8m2!3d29.5468273!4d-95.3960332!16s%2Fg%2F1tcx7dbp!19sChIJu1hde9PsQIYRqrbT7-Bk3hE,Kelly Patrick w CPA,5.0,1,Accountant,"11310 Grimes Ave, Pearland, TX 77584, United States","GJW3+PH Pearland, Texas, USA",,+1 713-436-1889,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UYNJ1ubrV3BYYRWqYKSrVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.5503&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:57:08.831Z,
https://www.google.com/maps/place/Proficient+Tax+Group/data=!4m7!3m6!1s0x864099034f35ce23:0x5ed7c9d8d989269!8m2!3d29.6206083!4d-95.211537!16s%2Fg%2F11ybd82cs7!19sChIJI841TwOZQIYRaZKYjZ187QU,Proficient Tax Group,4.8,21,Tax preparation service,"11665 Fuqua St Suite F600, Houston, TX 77034, United States","JQCQ+69 South Belt / Ellington, Houston, TX, USA",http://www.proficienttaxg.com/,+1 346-526-3556,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPsbTJYR9gyAzyeS6ktVt6Bonmkjmkgcr3bbtlg=w408-h725-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:57:13.741Z,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x86409777ba06b39d:0x5ff7fd4093147e35!8m2!3d29.6387888!4d-95.239869!16s%2Fg%2F1tw_nms2!19sChIJnbMGuneXQIYRNX4Uk0D9918,H&R Block,4.7,136,Tax preparation service,"10763 Gulf Fwy, Houston, TX 77034, United States","JQQ6+G3 Edgebrook Area, Houston, TX, USA",https://www.hrblock.com/tax-office-near-me/texas/houston/42655/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 713-946-5301,Closed ⋅ Opens 2 pm Tue,,https://lh3.googleusercontent.com/p/AF1QipPX83Tkk123RfY7kHSJ5rnOESoRnH_AFYVzVezh=w426-h240-k-no,true,Closed,Closed,2–7 pm,Closed,12–4 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:57:18.834Z,
https://www.google.com/maps/place/Know+Your+Numbers+Accounting+PLLC/data=!4m7!3m6!1s0x864091e5da6bc183:0xf829ac3036bed65!8m2!3d29.5474108!4d-95.2966759!16s%2Fg%2F11j7kd9_4v!19sChIJg8Fr2uWRQIYRZe1rA8Oagg8,Know Your Numbers Accounting PLLC,5.0,5,Accounting firm,"3203 Parker Dr, Pearland, TX 77584, United States","GPW3+X8 Pearland, Texas, USA",https://know-your-numbers.com/,+1 346-320-1300,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNPJv-z_Nl-X-bzz7AGBPUZWIVi0L4zRuU9AMAt=w408-h544-k-no,true,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:57:24.007Z,
https://www.google.com/maps/place/Patrick+Cooper+%26+Associates/data=!4m7!3m6!1s0x864093a4bd97b6eb:0xdcf40f4546c207b2!8m2!3d29.5585966!4d-95.3432998!16s%2Fg%2F1tdc1027!19sChIJ67aXvaSTQIYRsgfCRkUP9Nw,Patrick Cooper & Associates,5.0,8,Accountant,"7930 Broadway St # 108, Pearland, TX 77581, United States","HM54+CM Pearland, Texas, USA",http://www.cooperassociatescpa.com/,+1 281-488-1854,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kWMCss3VU68jGvXaXuiIVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.1077&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:57:29.161Z,
"https://www.google.com/maps/place/Hooker+CPA+Firm,+PLLC/data=!4m7!3m6!1s0x8640c1c45ec5276b:0xf8590ba76c465d7e!8m2!3d29.6794587!4d-95.4216927!16s%2Fg%2F11qh2p7yvj!19sChIJayfFXsTBQIYRfl1GbKcLWfg","Hooker CPA Firm, PLLC",5.0,98,Certified public accountant,"2656 S Loop W Suite 340, Houston, TX 77054, United States","MHHH+Q8 South Main, Houston, TX, USA",https://www.hookercpa.com/,+1 281-942-7967,Closed ⋅ Opens 8 am Mon,true,https://lh3.googleusercontent.com/p/AF1QipMpLu4at6C5jzI7N4Vos_-7Ok3kzo0XsXaEGp5Y=w408-h408-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:57:34.357Z,
"https://www.google.com/maps/place/Elite+Tax+and+Multiservices,+LLC/data=!4m7!3m6!1s0x86409760a79d64e1:0xca5da153cd2470e1!8m2!3d29.6623488!4d-95.2590578!16s%2Fg%2F11smv5tbl2!19sChIJ4WSdp2CXQIYR4XAkzVOhXco","Elite Tax and Multiservices, LLC",5.0,20,Tax preparation service,"8866 Gulf Fwy Suite 390, Houston, TX 77017, United States","MP6R+W9 Southeast Houston, Houston, TX, USA",https://elitetaxandmultiservices.com/,+1 346-816-4600,Closed ⋅ Opens 10 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN8Ji6cx_kc3YI8DXoTZgNMWdtaTOzOsWeZESny=w408-h306-k-no,true,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Pearland+HOU+TX/@29.6459141,-95.2768951,14z",2025-10-19T16:57:39.342Z,
