placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,attributes,error,isBlackOwned
https://www.google.com/maps/place/Marcia+F+Nicoll+Certified+Life/data=!4m7!3m6!1s0x89e2eed3b6891f49:0x89c991fa818a95c1!8m2!3d42.97607!4d-70.9105752!16s%2Fg%2F1tqtywpj!19sChIJSR-JttPu4okRwZWKgfqRyYk,Marcia F Nicoll Certified Life,5.0,1,Counselor,"14 Hampton Rd, Exeter, NH 03833, United States","X3GQ+CQ Exeter, New Hampshire, USA",http://www.lifecoachandcounselor.com/,+1 603-531-1580,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VGQ5Ha3eEvv2OZRqokEq1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.34592&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Exeter+NH/@42.971046,-70.903649,14z",2025-09-28T23:51:46.092Z,,,,,,,,,,
"https://www.google.com/maps/place/Jim+Michaels,+Counselor/data=!4m7!3m6!1s0x89e2ef75159b0839:0xd5983e3496dacc67!8m2!3d42.9801381!4d-70.9473657!16s%2Fg%2F11y3lwjhht!19sChIJOQibFXXv4okRZ8zaljQ-mNU","Jim Michaels, Counselor",5.0,2,Psychotherapist,"24 Front St Suite 100, Exeter, NH 03833, United States","X3J3+33 Exeter, New Hampshire, USA",https://lifestance.com/provider/therapist/nh/exeter/james-michaels/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 603-427-9537,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 8 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOuLwN9CvpdC4rqsbORZUFjCkB8za--OGWSJ1Ad=w427-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Exeter+NH/@42.971046,-70.903649,14z",2025-09-28T23:51:50.753Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Center+for+Reproductive+Care+of+Exeter+Hospital/data=!4m7!3m6!1s0x89e2ec0fa4cc31db:0x4b140847ec6eda38!8m2!3d43.0194407!4d-70.915596!16s%2Fg%2F1tlwgn68!19sChIJ2zHMpA_s4okRONpu7EcIFEs,Center for Reproductive Care of Exeter Hospital,4.3,12,Reproductive health clinic,"118 Portsmouth Ave STE 102, Stratham, NH 03885, United States","239M+QQ Stratham, New Hampshire, USA",https://www.exeterhospital.com/services/center-for-reproductive-care-of-exeter-hospital,+1 603-773-6973,Closed ⋅ Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TQcc-F3QnqTiyCQMeq-dVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.161343&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Exeter+NH/@42.971046,-70.903649,14z",2025-09-28T23:51:55.396Z,Closed,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,Closed,,,
https://www.google.com/maps/place/Revolution+Longevity+and+Wellness+LLC/data=!4m7!3m6!1s0x89e2edd719ce87c1:0x7fce27710674bf07!8m2!3d43.0139503!4d-70.917794!16s%2Fg%2F11x5j1svk6!19sChIJwYfOGdft4okRB790BnEnzn8,Revolution Longevity and Wellness LLC,5.0,8,Nurse practitioner,"91 Portsmouth Ave, Stratham, NH 03885, United States","237J+HV Stratham, New Hampshire, USA",http://revolutionlongevity.us/,+1 603-468-2046,,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNzyRMstPPNXSFiIARRVgXiI_33uYAusBD0iRUc=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Exeter+NH/@42.971046,-70.903649,14z",2025-09-28T23:51:57.870Z,,,,,,,,,,
https://www.google.com/maps/place/Seacoast+Youth+Services/data=!4m7!3m6!1s0x89e2e648cad86c0b:0x90dd3b90cc89b36a!8m2!3d42.9794119!4d-70.9180907!16s%2Fg%2F1tk1_16h!19sChIJC2zYykjm4okRarOJzJA73ZA,Seacoast Youth Services,5.0,1,Mental health service,"2 Holland Way, Exeter, NH 03833, United States","X3HJ+QQ Exeter, New Hampshire, USA",http://www.seacoastyouthservices.org/,+1 603-474-3332,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOWX7xTEHFT9X8u0xgAbVTqncjc3Am-KSywErW4=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Exeter+NH/@42.971046,-70.903649,14z",2025-09-28T23:52:02.386Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Restore+Hyper+Wellness/data=!4m7!3m6!1s0x89e2491e77af6227:0x9661fb24fd96cffc!8m2!3d42.9632279!4d-71.4805131!16s%2Fg%2F11q9j0mymf!19sChIJJ2Kvdx5J4okR_M-W_ST7YZY,Restore Hyper Wellness,4.9,178,Medical spa,"28 S River Rd, Bedford, NH 03110, United States","XG79+7Q Bedford, New Hampshire, USA",https://www.restore.com/locations/nh-bedford-nh001?utm_source=gmb&utm_medium=Yext&y_source=1_MzgxNjcyNjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 603-263-8407,"Closed ⋅ Opens 10 am Tue

Updated by this business 1 week ago",Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipOnEgAMXUBa0hVNYgAAlGyvTTLDpVWh306RnuCp=w408-h271-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Bedford+NH/@42.9463291,-71.5132008,14z",2025-09-28T23:52:14.568Z,11 am–5 pm,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,8 am–7 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Novella+Infusion+Bedford/data=!4m7!3m6!1s0x89e24b0335ca5e2b:0xfc8f7d5e61b69eee!8m2!3d42.9496456!4d-71.4780784!16s%2Fg%2F11y3sl_q9q!19sChIJK17KNQNL4okR7p62YV59j_w,Novella Infusion Bedford,,,Medical clinic,"160 S River Rd Suite 101A, Bedford, NH 03110, United States","WGXC+VQ Bedford, New Hampshire, USA",https://novellainfusion.com/,+1 603-836-9869,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMJplfev-RVkxwJAbOVJ6xBFWgFR3Sv7oQvVpia=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Bedford+NH/@42.9463291,-71.5132008,14z",2025-09-28T23:52:19.046Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/BioScrip+Infusion+Services/data=!4m7!3m6!1s0x89e24db08100ce75:0x8a4a11d64927e912!8m2!3d42.9294415!4d-71.4594949!16s%2Fg%2F1ttphx7r!19sChIJdc4AgbBN4okREuknSdYRSoo,BioScrip Infusion Services,2.3,23,Specialized clinic,"8 Technology Dr, Bedford, NH 03110, United States","WGHR+Q6 Bedford, New Hampshire, USA",https://optioncarehealth.com/locations/bedford-nh,+1 603-626-6200,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AObFXBlGdI5pJTrOAa3zig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.8761&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Bedford+NH/@42.9463291,-71.5132008,14z",2025-09-28T23:52:23.553Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Seacoast+Cancer+Center+at+Wentworth-Douglass+Hospital/data=!4m7!3m6!1s0x89e2976e0de9385f:0x7edb7de3b1221492!8m2!3d43.2132323!4d-70.8742397!16s%2Fg%2F1tlvqjr9!19sChIJXzjpDW6X4okRkhQiseN9234,Seacoast Cancer Center at Wentworth-Douglass Hospital,5.0,2,Cancer treatment center,"789 Central Ave, Dover, NH 03820, United States","647G+78 Dover, New Hampshire, USA",https://www.wdhospital.org/wdh/services-and-specialties/seacoast-cancer-treatment-center,+1 603-742-8787,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohCMoM_Agu22B_LM19fccuX5ERN-eKFddAfMucutoy9Q321e1m7e_j0nkF4NmO6bz-AZraKt30ohOXXksYxukU_DQeDg1l6Ab9ahqqoMD5_uc8z-yrZctgN1iEkoouad3Y7EQ_Qw=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:52:38.611Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Wentworth-Douglass+Hospital+Outpatient+Center+%28Dover,+NH%29/data=!4m7!3m6!1s0x89e2972226de6cf5:0xb9fe2421f78ce23f!8m2!3d43.2141526!4d-70.9031218!16s%2Fg%2F11x_ctm1dw!19sChIJ9WzeJiKX4okRP-KM9yEk_rk","Wentworth-Douglass Hospital Outpatient Center (Dover, NH)",,,Diagnostic center,"10 Members Way, Dover, NH 03820, United States","637W+MQ Dover, New Hampshire, USA",https://www.massgeneralbrigham.org/en/patient-care/services-and-specialties/locations/wentworth-douglass-hospital-dover-outpatient-center,+1 603-742-5252,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LO8jEmiXwX7R9xStk8tcEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.8675&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:52:40.949Z,,,,,,,,,,
https://www.google.com/maps/place/Dermatologist/data=!4m7!3m6!1s0x89e2970063046143:0x8e13c8c87a5c8f26!8m2!3d43.2100809!4d-70.8752151!16s%2Fg%2F11vr55m7k5!19sChIJQ2EEYwCX4okRJo9cesjIE44,Dermatologist,,,Cancer treatment center,"750 Central Ave, Dover, NH 03820, United States","646F+2W Dover, New Hampshire, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O7SUZEoMjc2y5bL2PXQ_EA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.01376&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:52:43.188Z,,,,,,,,,,
https://www.google.com/maps/place/Dover+Center+for+Health+%26+Rehabilitation/data=!4m7!3m6!1s0x89e29746a6fdf75b:0xa70c626ef8975528!8m2!3d43.2137062!4d-70.8907878!16s%2Fg%2F1xcbqmkk!19sChIJW_f9pkaX4okRKFWX-G5iDKc,Dover Center for Health & Rehabilitation,3.6,50,Rehabilitation center,"307 Plaza Dr, Dover, NH 03820, United States","6475+FM Dover, New Hampshire, USA",http://www.dovercenterrehab.com/,+1 603-742-2676,Open ⋅ Closes 8:59 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VhWCqKokmaKVPs75dN2Rrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.48578&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:52:47.652Z,"12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am","12–8:59 am, 9 am–12 am",,,
"https://www.google.com/maps/place/NH+Integrated+Health+Care,+LLC/data=!4m7!3m6!1s0x89e2bff490ffffff:0x720b959c16e04efb!8m2!3d43.1945!4d-70.8767015!16s%2Fg%2F11rkj9419j!19sChIJ____kPS_4okR-07gFpyVC3I","NH Integrated Health Care, LLC",5.0,7,Diabetes center,"140 Washington St Suite 205, Dover, NH 03820, United States","54VF+R8 Dover, New Hampshire, USA",https://nhintegratedhealthcare.com/,+1 603-662-0234,Closed ⋅ Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R8wLzdmGshlNE_Z80pWTZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=126.44238&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:52:52.369Z,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,,,
https://www.google.com/maps/place/Dermatology+%26+Skin+Health/data=!4m7!3m6!1s0x89e2976e8dabe4b3:0x8c34da2518575c6a!8m2!3d43.2119767!4d-70.8749704!16s%2Fg%2F1td9fry2!19sChIJs-SrjW6X4okRalxXGCXaNIw,Dermatology & Skin Health,4.7,532,Dermatologist,"784 Central Ave, Dover, NH 03820, United States","646G+Q2 Dover, New Hampshire, USA",https://dermskinhealth.com/in/new-hampshire/dover-nh/,+1 603-742-5556,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPfK_fENwtBVmEwQZa7_2Bnt66rEPk6FHM-Epog=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:52:57.132Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,7:30 am–4 pm,Closed,,,
https://www.google.com/maps/place/Age-less+Weigh-less/data=!4m7!3m6!1s0x89e2976cad9480ab:0x630af532fdc11f19!8m2!3d43.1735138!4d-70.8625431!16s%2Fg%2F11ff4rfwd9!19sChIJq4CUrWyX4okRGR_B_TL1CmM,Age-less Weigh-less,5.0,299,Medical spa,"50 Sheffield Dr Suite 101, Dover, NH 03820, United States","54FP+CX Dover, New Hampshire, USA",https://www.ageweighless.com/,+1 781-491-9294,Closed ⋅ Opens 10 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOd85pNcu6yU22xq5_EJbN4nXOE4RoK7q8HbnCD=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:01.551Z,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,,,true
https://www.google.com/maps/place/ConvenientMD+Urgent+Care/data=!4m7!3m6!1s0x89e2975c4513fd11:0xac7df21769fb2d28!8m2!3d43.2214601!4d-70.8886775!16s%2Fg%2F11bc7ff9pn!19sChIJEf0TRVyX4okRKC37aRfyfaw,ConvenientMD Urgent Care,4.2,1120,Urgent care center,"14 Webb Pl, Dover, NH 03820, United States","64C6+HG Dover, New Hampshire, USA",https://convenientmd.com/locations/dover-nh-urgent-care/,+1 603-742-7900,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNbx22E0VkZxaVk85soj20530rsOmB7BBXyR5fH=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:05.964Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/Wentworth-Douglass+Integrative+Therapy/data=!4m7!3m6!1s0x89e2974f046fd507:0x7fe1a690b916ab4f!8m2!3d43.2115033!4d-70.8728927!16s%2Fg%2F1tdlcqr8!19sChIJB9VvBE-X4okRT6sWuZCm4X8,Wentworth-Douglass Integrative Therapy,4.2,5,Wellness center,"15 Old Rollinsford Rd # 204, Dover, NH 03820, United States","646G+JR Dover, New Hampshire, USA",https://www.wdhospital.org/wdh/staying-well/integrative-therapies,+1 603-740-2130,,,https://lh3.googleusercontent.com/p/AF1QipOgLnSs7ONpBoXTcBsj4_lVqGRF_0DWHUXbTnY=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:08.308Z,,,,,,,,,,
https://www.google.com/maps/place/OB%2FGYN+%26+Infertility/data=!4m7!3m6!1s0x89e2976e8d29c9c3:0x5b42aa01439d3154!8m2!3d43.2122198!4d-70.8740708!16s%2Fg%2F1tj_675b!19sChIJw8kpjW6X4okRVDGdQwGqQls,OB/GYN & Infertility,3.7,27,Women's health clinic,"15 Old Rollinsford Rd STE 102, Dover, NH 03820, United States","646G+V9 Dover, New Hampshire, USA",https://www.wdhospital.org/whp/specialty-care/obgyn-infertility/obgyn-infertility,+1 603-749-4963,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ovRIztrILC70DTJiwvhFVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.903&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:12.945Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Skin+Health/data=!4m7!3m6!1s0x89e2976e8dabe4b3:0x5f6f4fa495a183c3!8m2!3d43.211923!4d-70.8749411!16s%2Fg%2F1w0sdwgc!19sChIJs-SrjW6X4okRw4OhlaRPb18,Skin Health,4.8,73,Medical spa,"784 Central Ave, Dover, NH 03820, United States","646G+Q2 Dover, New Hampshire, USA",https://www.doverskinhealth.com/,+1 603-742-1980,Closed ⋅ Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPBZ3bywtorevCoXrbJB7YHQRlC6u8ML3CUsqyS=w408-h268-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:17.298Z,Closed,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,9 am–3 pm,,,
https://www.google.com/maps/place/Wentworth-Douglass+Hospital/data=!4m7!3m6!1s0x89e2976e4fd938af:0xa678eb18b0d96fa9!8m2!3d43.2132323!4d-70.8742397!16s%2Fg%2F11smz6m_7k!19sChIJrzjZT26X4okRqW_ZsBjreKY,Wentworth-Douglass Hospital,3.2,418,Hospital,"789 Central Ave, Dover, NH 03820, United States","647G+78 Dover, New Hampshire, USA",https://www.massgeneralbrigham.org/en/patient-care/services-and-specialties/locations/wentworth-douglass-hospital,+1 603-742-5252,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqvfbBl2auaciaLgumFkF5PhxHljbZNmZCZDvt5zHTaA4icigFCCtU3cCb92jcPncmaK5EiY0IHTsxxMwbZTvfKI8AuanIZHtLI0OZooJLwZEWec8ldPogEg4Rsw4vKtj-y6Ugbxg=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:20.008Z,,,,,,,,,,
https://www.google.com/maps/place/Wentworth+Health+Partners+Prompt+Care/data=!4m7!3m6!1s0x89e2976e0de9385f:0x1fed2d441d39a76b!8m2!3d43.2141738!4d-70.9030886!16s%2Fg%2F11c6cyx76h!19sChIJXzjpDW6X4okRa6c5HUQt7R8,Wentworth Health Partners Prompt Care,3.6,17,Occupational health service,"10 Members Way STE 200, Dover, NH 03820, United States","637W+MQ Dover, New Hampshire, USA",https://www.massgeneralbrigham.org/en/patient-care/services-and-specialties/locations/wentworth-health-partners-prompt-care,+1 603-609-6930,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 9 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v7wTZ3l6WORq-g7n3A-3hQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.55658&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:24.423Z,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,8 am–2 pm,,,
https://www.google.com/maps/place/Wentworth-Douglass+Center+for+Pain+Management/data=!4m7!3m6!1s0x89e2978ed4f9c613:0x98aaa49530dec0a9!8m2!3d43.2132323!4d-70.8742397!16s%2Fg%2F11h84yznhx!19sChIJE8b51I6X4okRqcDeMJWkqpg,Wentworth-Douglass Center for Pain Management,3.0,22,Pain control clinic,"789 Central Ave, Dover, NH 03820, United States","647G+78 Dover, New Hampshire, USA",https://www.wdhospital.org/wdh/services-and-specialties/pain-management,+1 603-609-6819,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNrumRnYXePrjO0uiP8a1rva1KvaKlVkeJKZOJs=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:28.964Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Vada+Wellness/data=!4m7!3m6!1s0x89e2975b8c28c355:0xbb1f77166f4f45e7!8m2!3d43.2057769!4d-70.8756847!16s%2Fg%2F11c5f2mbw5!19sChIJVcMojFuX4okR50VPbxZ3H7s,Vada Wellness,4.8,71,Massage therapist,"660 Central Ave Ground Floor Suite, Dover, NH 03820, United States","644F+8P Dover, New Hampshire, USA",http://www.vadawellness.net/,+1 603-565-0362,Closed ⋅ Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOWiDUn9koFhS6g88XfSovON6_Tjv47ARqpcr9O=w427-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:33.593Z,Closed,Closed,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–6 pm,10 am–4 pm,,,
https://www.google.com/maps/place/Access+Sports+Medicine+and+Orthopaedics/data=!4m7!3m6!1s0x89e2975c5ca78ff1:0x817bdc6969ec338e!8m2!3d43.2213706!4d-70.8886413!16s%2Fg%2F11cmdr_fsb!19sChIJ8Y-nXFyX4okRjjPsaWnce4E,Access Sports Medicine and Orthopaedics,5.0,471,Orthopedic clinic,"19 Webb Pl, Dover, NH 03820, United States","64C6+GG Dover, New Hampshire, USA",https://www.accesssportsmed.com/our-locations/dover/,+1 603-842-4289,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNouwjhlKtbI4QIY0Z79YT-zRMn9wvJ5NGfyio2=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:38.174Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Wentworth+Health+Partners+Internal+Medicine/data=!4m7!3m6!1s0x89e2974f046fd507:0xd60c3bdf6c6c8843!8m2!3d43.2141738!4d-70.9030886!16s%2Fg%2F1tfkm5bt!19sChIJB9VvBE-X4okRQ4hsbN87DNY,Wentworth Health Partners Internal Medicine,2.8,33,Medical clinic,"10 Members Way #500, Dover, NH 03820, United States","637W+MQ Dover, New Hampshire, USA",https://www.wdhospital.org/whp/primary-care/internal-medicine,+1 603-609-6800,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOjinRxRpScJqiJq_S78DwX93VnGzo7Gj9pWdRB=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:42.924Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Dover/data=!4m7!3m6!1s0x89e29711283fd701:0x2c1b9b94c86986fc!8m2!3d43.1999101!4d-70.8767973!16s%2Fg%2F1tx_7c2z!19sChIJAdc_KBGX4okR_IZpyJSbGyw,LifeStance Therapists & Psychiatrists Dover,4.3,313,Mental health clinic,"16 5th St, Dover, NH 03820, United States","54XF+X7 Dover, New Hampshire, USA",https://lifestance.com/location/dover-nh-16-fifth-st/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 603-749-4462,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMg7osyPl-7t-qH3KdWTwzVyJx_6zp7F4udHh5m=w427-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:47.884Z,Closed,8 am–5 pm,8 am–6 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Seacoast+Dermatology/data=!4m7!3m6!1s0x89e29771d9b80aa7:0xabac861a1d709516!8m2!3d43.2100958!4d-70.8754353!16s%2Fg%2F11b8067rwh!19sChIJpwq42XGX4okRFpVwHRqGrKs,Seacoast Dermatology,4.9,935,Skin care clinic,"750 Central Ave Suite O, Dover, NH 03820, United States","646F+2R Dover, New Hampshire, USA",https://www.seacoastdermnh.com/?y_source=1_MTAzNDA2NTY5My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 603-431-5205,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPXNXZaTnJ6q2OqpsSw1m3dk9MMObsg2euRhZmE=w486-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:52.788Z,Closed,8 am–4:30 pm,8 am–3:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–3:30 pm,Closed,,,
https://www.google.com/maps/place/Triangle+Club/data=!4m7!3m6!1s0x89e29773290931a9:0xc2de94fd86cac429!8m2!3d43.2058097!4d-70.8685455!16s%2Fg%2F1thgcg8j!19sChIJqTEJKXOX4okRKcTKhv2U3sI,Triangle Club,4.7,20,Addiction treatment center,"120 Broadway, Dover, NH 03820, United States","644J+8H Dover, New Hampshire, USA",https://www.triangleclubdovernh.org/,+1 603-742-9803,Open ⋅ Closes 9 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IJdegERINZmlsPssUfRUzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.3687&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Dover+NH/@43.1978224,-70.8754749,14z",2025-09-28T23:53:57.868Z,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,,,
