placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,attributes
https://www.google.com/maps/place/Franklin+Pools+%26+Spas/data=!4m7!3m6!1s0x88647e46fb333877:0x3a0387aa7fbd0ead!8m2!3d35.932847!4d-86.8790158!16s%2Fg%2F11t44z20bt!19sChIJdzgz-0Z-ZIgRrQ69f6qHAzo,Franklin Pools & Spas,,,Swimming pool contractor,"Franklin, TN 37064, United States","W4MC+49 Franklin, Tennessee, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4qIIuWKTaMO2C-AoYr-qSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.01161&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:19:18.562Z,,,,,,,,,
https://www.google.com/maps/place/Five+Points+Roofing/data=!4m7!3m6!1s0x88648078e0916443:0xe64fc67441ea402c!8m2!3d35.8995486!4d-86.8791679!16s%2Fg%2F1wyc51sq!19sChIJQ2SR4HiAZIgRLEDqQXTGT-Y,Five Points Roofing,4.9,360,Roofing contractor,"118 Beasley Dr, Franklin, TN 37064, United States","V4XC+R8 Franklin, Tennessee, USA",https://fivepointsroofing.com/?utm_campaign=gmb,+1 615-266-4877,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOpuUWkfCg_EoKNzcMMGqHsbsR6nEJdi8cnL4_B=w408-h272-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:19:23.124Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Patriot+Pools+Company/data=!4m7!3m6!1s0xaadb5ea6f15d3dd9:0xeb21e3f780aed42e!8m2!3d36.0906969!4d-86.785147!16s%2Fg%2F11yd5y5ngv!19sChIJ2T1d8aZe26oRLtSugPfjIes,Patriot Pools Company,,,Swimming pool contractor,,,https://patriotpoolsfranklin.com/,+1 615-538-7797,,https://lh3.googleusercontent.com/p/AF1QipM_2d3FdVAMEULZWWor_3Nk6MwzXqu9Qcz79Ofx=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:19:25.541Z,,,,,,,,,
https://www.google.com/maps/place/Lopez+Carlos+Hardscape/data=!4m7!3m6!1s0x2f274be50790dfcb:0xf4fdf2224b914d5b!8m2!3d35.9102643!4d-86.8921706!16s%2Fg%2F11rwktvj9d!19sChIJy9-QB-VLJy8RW02RSyLy_fQ,Lopez Carlos Hardscape,4.6,11,Landscaper,"Columbia Ave, Franklin, TN 37064, United States","W465+44 Franklin, Tennessee, USA",,+1 615-997-4363,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN0JR8igY0Tzy00hDBDzC637VYDbchzXPcQg9AK=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:19:30.041Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/LawnValue,+LLC/data=!4m7!3m6!1s0x8088a69de2d77369:0x5a6690f8ba55abf7!8m2!3d35.9254753!4d-86.8150782!16s%2Fg%2F11pyppy20d!19sChIJaXPX4p2miIAR96tVuviQZlo","LawnValue, LLC",4.9,95,Lawn care service,"5030 Carothers Pkwy, Franklin, TN 37067, United States","W5GM+5X Franklin, Tennessee, USA",https://lawnvalue.com/?utm_source=Google+My+Business&utm_medium=GMB,+1 615-261-8615,"Open ⋅ Closes 5:30 pm

Confirmed by phone call 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwex72P0fVOS-G2085b0r79BhB7bVRH187QEb-OYkjgmZbCw5F2DwXty6r10yfxLlwjsuehZDT9sQtr2Qh1QXt8nkj4ew4hR-31hjcRfqOiIJRI5042C7ZO5TCxi6_1rs-YY9L-=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:19:34.681Z,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,8 am–4 pm,Closed,,
https://www.google.com/maps/place/RoundTree+-+Landscaping+and+Hardscapes/data=!4m7!3m6!1s0x88637911111ce313:0x57d935fd8329c62e!8m2!3d35.9203021!4d-86.8242611!16s%2Fg%2F11n0rbcdvd!19sChIJE-McERF5Y4gRLsYpg_012Vc,RoundTree - Landscaping and Hardscapes,4.9,55,Landscaper,"1222 Lakeview Dr, Franklin, TN 37067, United States","W5CG+47 Franklin, Tennessee, USA",http://www.roundtreetn.com/,+1 615-955-1315,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOniZLyQtchL8Hrmd359s8V-HPXRKvGTUYNKqw=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:19:39.724Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,,
"https://www.google.com/maps/place/Crosspoint+Construction,+LLC/data=!4m7!3m6!1s0x88638819ead05dc3:0xc423ca0722e52e9d!8m2!3d35.9123297!4d-86.8259528!16s%2Fg%2F11csb2lk7r!19sChIJw13Q6hmIY4gRnS7lIgfKI8Q","Crosspoint Construction, LLC",4.9,66,Construction company,"367 Riverside Dr, Franklin, TN 37064, United States","W56F+WJ Franklin, Tennessee, USA",http://www.crosspointremodel.com/,+1 615-674-7777,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMnsna97nM58bK8TuWgTj2StGafyBeWUPqo3ulO=w408-h270-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:19:44.298Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Arrington+Pools/data=!4m7!3m6!1s0x8bc649057accfd69:0x32b703a47ec6367e!8m2!3d35.9708726!4d-84.6329485!16s%2Fg%2F11vj1f_3dh!19sChIJaf3MegVJxosRfjbGfqQDtzI,Arrington Pools,5.0,3,Pool cleaning service,,,,+1 251-509-8187,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMPrFKFS-NlFzvd2uH4wJjNvHeC9nUxlnM_s9ZJ=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:19:48.666Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,,
https://www.google.com/maps/place/Franklin+Family+YMCA/data=!4m7!3m6!1s0x88647f176eb7c4cf:0x689602ab7839726a!8m2!3d35.9053181!4d-86.8453784!16s%2Fg%2F1tjmfcyx!19sChIJz8S3bhd_ZIgRanI5eKsClmg,Franklin Family YMCA,4.6,290,Gym,"501 S Royal Oaks Blvd, Franklin, TN 37064, United States","W543+4R Franklin, Tennessee, USA",https://ymcamidtn.org/locations/franklin?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=Google-My-Business,+1 615-591-0322,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNWXKJM3mSGqp8b6g-jbbpJe-R7CrO38bYxqJkf=w408-h270-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:19:53.536Z,4:45 am–9 pm,4:45 am–9 pm,4:45 am–9 pm,4:45 am–9 pm,4:45 am–9 pm,7 am–6 pm,9 am–6 pm,,
https://www.google.com/maps/place/Creative+Stone+Landscaping+LLC/data=!4m7!3m6!1s0x88647f35ebc9b421:0x9f9ebabf053c2905!8m2!3d35.9115766!4d-86.8937222!16s%2Fg%2F11vm3tfdbr!19sChIJIbTJ6zV_ZIgRBSk8Bb-6np8,Creative Stone Landscaping LLC,4.8,53,Landscaper,"Downs Blvd, Franklin, TN 37064, United States","W464+JG Franklin, Tennessee, USA",https://creativestonelandscape.com/,+1 615-739-3203,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOyWV-Syy5HUkG-8eYa-KSmfMJep5vUItgG5lfn=w408-h324-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:19:58.297Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Identifies as veteran-owned,
https://www.google.com/maps/place/Running+Buffalo+Resources+Inc./data=!4m7!3m6!1s0x21b3f0015a4c1cab:0x9079b55657d9c689!8m2!3d35.8447694!4d-86.770189!16s%2Fg%2F11k9p3sk1v!19sChIJqxxMWgHwsyERicbZV1a1eZA,Running Buffalo Resources Inc.,5.0,28,Handyman/Handywoman/Handyperson,,,https://www.rbrhandyman.com/,+1 615-390-5378,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNPINUATpyE_8WkrrEF9IXRO2TUtXe2GFwnRk8s=w408-h408-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:20:10.078Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Franklin+Fence+Company/data=!4m7!3m6!1s0x88647fab12684711:0x645bd3cab6792033!8m2!3d35.9241609!4d-86.8715562!16s%2Fg%2F11xdvhww28!19sChIJEUdoEqt_ZIgRMyB5tsrTW2Q,Franklin Fence Company,5.0,4,Fence contractor,"436 TN-6, Franklin, TN 37064, United States","W4FH+M9 Franklin, Tennessee, USA",https://www.franklinfencecompany.net/,+1 615-435-9955,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMZfZBWwCxJ2Y3YL5HGgBefAZ1sinYiF0HnV48r=w408-h279-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:20:14.685Z,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,,
https://www.google.com/maps/place/TN+Hardscape+%26+Patio/data=!4m7!3m6!1s0x88647ece4685285d:0xf6845516d12bb7bf!8m2!3d35.9295913!4d-86.8287319!16s%2Fg%2F11c5fzcgj3!19sChIJXSiFRs5-ZIgRv7cr0RZVhPY,TN Hardscape & Patio,5.0,1,Contractor,"511 Kilburn Ct, Franklin, TN 37067, United States","W5HC+RG Franklin, Tennessee, USA",http://tnhardscapespatio.com/,+1 615-205-2424,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=soaueLXGtCIBGh5GWa2Jyw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=210.81943&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:20:19.496Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Superior+Washing+Services/data=!4m7!3m6!1s0x88647fd9fc572b89:0xa7d383b7fd463377!8m2!3d35.9077594!4d-86.8977366!16s%2Fg%2F11twq3zyby!19sChIJiStX_Nl_ZIgRdzNG_beD06c,Superior Washing Services,5.0,38,Pressure washing service,"102 Carters Glen Pl, Franklin, TN 37064, United States","W452+4W Franklin, Tennessee, USA",https://superiorwashingservices.com/,+1 615-979-1811,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMpHh9H6-WfYhwRikrz_5zkOjH3yb7pxEW0Xts=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:20:24.036Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/TriGreen+Landscapes+and+Irrigation/data=!4m7!3m6!1s0x88647e309ab9467b:0x9b607c640fb41242!8m2!3d35.9055826!4d-86.8713614!16s%2Fg%2F11g6jt35wz!19sChIJe0a5mjB-ZIgRQhK0D2R8YJs,TriGreen Landscapes and Irrigation,5.0,4,Landscaper,"115 Carr Ave, Franklin, TN 37064, United States","W44H+6F Franklin, Tennessee, USA",http://www.trigreenlandscapes.com/,+1 615-484-5326,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqEXyqEmM-OL1VJbqD7E0_as93cCOnbrcVugtP1-gPRdU1f0lqvW7IHerfeBIf27ZZWf39cclIFHTO26kBQtHoH8qPXzHmDsR95pvWS2f1OMNY2MIvjNtkTZSc-QLuMzfTDz6T=w408-h470-k-no,false,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:20:28.509Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,9 am–1 pm,Closed,,
https://www.google.com/maps/place/Harpeth+Decks/data=!4m7!3m6!1s0x88647bd5e221f467:0x5ac43a87efa30bd8!8m2!3d35.9547588!4d-86.8221933!16s%2Fg%2F11h48_8v_l!19sChIJZ_Qh4tV7ZIgR2Auj74c6xFo,Harpeth Decks,4.9,96,Deck builder,"330 Mallory Station Rd F 16, Franklin, TN 37067, United States","X53H+W4 Franklin, Tennessee, USA",http://harpethdecks.com/?utm_campaign=GoogleMyBusiness,+1 615-270-6950,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOwW4uyq8GyurFlnYWt3xgO1eFwVr69FsFDmNBu=w408-h368-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:20:40.377Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,,
https://www.google.com/maps/place/My+Garage+Floor+Guys/data=!4m7!3m6!1s0x886481a8b40ff657:0x6abe9d44452766c6!8m2!3d35.9258087!4d-86.9080542!16s%2Fg%2F11qrj4p01q!19sChIJV_YPtKiBZIgRxmYnRUSdvmo,My Garage Floor Guys,5.0,464,Flooring contractor,"3124 Brimstead Dr, Franklin, TN 37064, United States","W3GR+8Q Franklin, Tennessee, USA",https://mygaragefloorguys.com/,+1 615-880-6377,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNW1tkX03ZMX7SPN0peJMc-BPkfWsWSXrWOca2H=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:20:44.942Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Identifies as veteran-owned,
https://www.google.com/maps/place/Southern+Blue+Pools/data=!4m7!3m6!1s0x67af4207f53d4cc7:0xfcbc40f70386cfbe!8m2!3d36.16736!4d-86.870541!16s%2Fg%2F11ygl10cdj!19sChIJx0w99QdCr2cRvs-GA_dAvPw,Southern Blue Pools,5.0,3,Pool cleaning service,,,https://www.southernbluepoolstn.com/,+1 615-579-6871,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMHSEJ3OCMI282tL86g4sF0lSCxq7RqocSUHw1w=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:20:49.511Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–6 pm,,
https://www.google.com/maps/place/Prestige+Pool+Care/data=!4m7!3m6!1s0x40c977727c9cedff:0xcf88ccc1e110c47e!8m2!3d35.8746944!4d-86.9075655!16s%2Fg%2F11x96dg2_0!19sChIJ_-2cfHJ3yUARfsQQ4cHMiM8,Prestige Pool Care,,,Swimming pool repair service,,,http://www.prestigepoolcaretn.com/,+1 615-268-2801,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPGWB8ldnI_mTmhdx4-bqT8pzgjEu3dhazG6SU4=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:20:53.879Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Legacy+Hardscapes+%26+Landscaping/data=!4m7!3m6!1s0x4927f95eed409703:0x37094facf698dd89!8m2!3d35.8979389!4d-86.9064878!16s%2Fg%2F11y2dpk_8k!19sChIJA5dA7V75J0kRid2Y9qxPCTc,Legacy Hardscapes & Landscaping,5.0,3,Landscaper,"1118 Lula Ln, Franklin, TN 37064, United States","V3XV+5C Franklin, Tennessee, USA",,+1 615-862-9298,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPFdRDQ20gHkcngPiqp7k5efY32nn9JAEzRvxGf=w408-h544-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:20:58.520Z,9 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 am,Closed,Closed,,
https://www.google.com/maps/place/Franklin+Pest+Control+LLC/data=!4m7!3m6!1s0x88647f1fef39161b:0xc364477bcb81a083!8m2!3d35.9528691!4d-86.8263497!16s%2Fg%2F11hdsxvcgs!19sChIJGxY57x9_ZIgRg6CBy3tHZMM,Franklin Pest Control LLC,4.5,79,Pest control service,"256 Seaboard Ln A102, Franklin, TN 37067, United States","X53F+4F Franklin, Tennessee, USA",https://www.franklinpestcontrolllc.com/,+1 615-771-5866,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipORd5xZbtWJcsRv8Tg-dEIryVl93NKX1mbkt1Wi=w408-h342-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:21:03.259Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,,
https://www.google.com/maps/place/Rhythm+Roofing/data=!4m7!3m6!1s0x8863799efd7ffc9f:0x7e5bebede84d5f48!8m2!3d35.9165981!4d-86.8265592!16s%2Fg%2F11j093tr39!19sChIJn_x__Z55Y4gRSF9N6O3rW34,Rhythm Roofing,4.9,50,Roofing contractor,"109 Holiday Ct B 5, Franklin, TN 37067, United States","W58F+J9 Franklin, Tennessee, USA",https://rhythmroofing.com/?utm_campaign=gmb&utm_source=gmb,+1 615-434-8660,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipN4U9RJACM3npJhay70K0hTe-3lLfrQVIcVh1DN=w648-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:21:07.872Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,,
https://www.google.com/maps/place/Franklin+Fence+and+Deck+LLC/data=!4m7!3m6!1s0x88647f54cf6a9b21:0x72fe6251a7ec43f6!8m2!3d35.9854304!4d-86.731689!16s%2Fg%2F11nnvg71_z!19sChIJIZtqz1R_ZIgR9kPsp1Fi_nI,Franklin Fence and Deck LLC,4.6,61,Fence contractor,,,http://franklinfenceanddeck.com/,+1 615-485-4716,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhedej28LzQqpK7hskVOR7doAQVJKhpwiIu4eRV03g0SC321CGltVZlinyo24QT8tMItRIJDdzFEl71g1DYWJNnnkrtQv_0r3W3_PuyrLzxki5AjIupQSJX_m_Ec8dMOeGfMNKgLgBYtRI=w408-h316-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:21:13.052Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,
https://www.google.com/maps/place/Three+Stone+Exterior/data=!4m7!3m6!1s0x8864794d13291b43:0x9bf60e605cd9c3f!8m2!3d35.9346042!4d-86.8139584!16s%2Fg%2F11vzgr6nh2!19sChIJQxspE015ZIgRP5zNBeZgvwk,Three Stone Exterior,5.0,7,Pressure washing service,"6100 Tower Cir #210A, Franklin, TN 37067, United States","W5MP+RC Franklin, Tennessee, USA",https://threestonewash.com/,+1 615-437-3333,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxG6wz4JMWLUu_V3jqQqMxviGgPa5fYNSs8-0PrZ3BIGO2PmP2mN6uk61Kzf9Yz5gADnzfDfBb2iwytDRmtbXQh9wHICkK8YJyeQ_446SR_tgFGvaOhD_OjP7rFg0uR_TCyLNiOug=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:21:27.989Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,,
https://www.google.com/maps/place/Franklin+Pools+and+Landscaping+LLC/data=!4m7!3m6!1s0x886381d369dd9187:0x3fb2fdf63ec583!8m2!3d35.885374!4d-86.9722185!16s%2Fg%2F11j47yz2fq!19sChIJh5HdadOBY4gRg8U-9v2yPwA,Franklin Pools and Landscaping LLC,,,Swimming pool contractor,,,,+1 615-390-7504,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN7go_tTcXZUMDAwPfuzlqOXIUvrgACt4-q2-RV=w408-h306-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:21:32.288Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Benjamin+Franklin+Plumbing+of+Nashville/data=!4m7!3m6!1s0x88647fbfe9bd26a1:0x69771476d425028d!8m2!3d35.8976745!4d-86.8810492!16s%2Fg%2F1td3mb05!19sChIJoSa96b9_ZIgRjQIl1HYUd2k,Benjamin Franklin Plumbing of Nashville,4.9,2989,Plumber,"207 Century Ct, Franklin, TN 37064, United States","V4X9+3H Franklin, Tennessee, USA",https://www.benjaminfranklinplumbing.com/nashville/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Franklin-TN,+1 615-656-4663,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOKqkjyVUOJU0N7gwlXv4r1Qo2CTWXUWRka28C1=w408-h272-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:21:36.846Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Airstream+Services/data=!4m7!3m6!1s0x88647fece83bc65f:0xffc5eac3db6ac0a1!8m2!3d35.9078841!4d-86.829077!16s%2Fg%2F11xw8_nq3p!19sChIJX8Y76Ox_ZIgRocBq28Pqxf8,Airstream Services,5.0,1,Plumber,"883 Oak Meadow Dr Suite 221, Franklin, TN 37064, United States","W55C+59 Franklin, Tennessee, USA",https://airstreamteam.com/areas-we-serve/franklin/,+1 615-912-1693,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPYdZgv4lwxqy9M2fqyY93_w1TykOhC82F72sw6=w408-h272-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:21:41.582Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Life+Time/data=!4m7!3m6!1s0x88647929792e05e1:0xbedf333141733a76!8m2!3d35.9239508!4d-86.8148899!16s%2Fg%2F11h9rfhng7!19sChIJ4QUueSl5ZIgRdjpzQTEz374,Life Time,4.2,468,Gym,"5020 Carothers Pkwy, Franklin, TN 37067, United States","W5FP+H2 Franklin, Tennessee, USA",https://www.lifetime.life/locations/tn/franklin.html?utm_source=google&utm_medium=local&utm_campaign=google-local-club,+1 615-685-7000,,https://lh3.googleusercontent.com/p/AF1QipNUQ3Ftez9ItE5QmCmMRilsqsAxXp3U9gTWLxnh=w408-h408-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:21:46.585Z,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,9 am–5 pm,10 am–4 pm,,
https://www.google.com/maps/place/Kemp+Outdoor+Solutions/data=!4m7!3m6!1s0x88647e7fff887feb:0x9403416a94695ff6!8m2!3d35.9068354!4d-86.9427579!16s%2Fg%2F11c6rhcyfj!19sChIJ63-I_39-ZIgR9l9plGpBA5Q,Kemp Outdoor Solutions,4.1,14,Landscaper,,,http://www.kempoutdoorsolutions.com/,+1 615-293-5367,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPOBdhyG7HoEMr-h7rhTOqLxSG6Kc7-oh-veTd5=w426-h240-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:21:51.702Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,,
https://www.google.com/maps/place/Bloom+Tree+Service+%26+Landscaping/data=!4m7!3m6!1s0x88647f25bd8728a5:0x2d2f702476056ee2!8m2!3d35.9093318!4d-86.8335761!16s%2Fg%2F11f29zk252!19sChIJpSiHvSV_ZIgR4m4FdiRwLy0,Bloom Tree Service & Landscaping,4.7,20,Tree service,"810 Oak Meadow Dr #680882, Franklin, TN 37064, United States","W558+PH Franklin, Tennessee, USA",http://bloomlandscapes.com/,+1 615-209-0608,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy4M3fE7rQoWdAibQ8SmkqjfWemrntbVfb3i-OKNjxFMElutCvjmVKyLEWmIuUx6mbD-m27C3M6cgGqAeynGbsCRBjIbsX4fB0ccWm7K63IQSBW4fx0OcZiqgE5NawV66yQxnxq=w408-h560-k-no,true,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Nashville+TN/@35.9238901,-86.8676866,14z",2025-10-27T18:21:56.381Z,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,,
