placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,info
https://www.google.com/maps/place/MSP+Airport+Parking+Office/data=!4m7!3m6!1s0x87f62eca83e67f2f:0x32826abffd6de38f!8m2!3d44.8787478!4d-93.1997263!16s%2Fg%2F11f3f1bgb7!19sChIJL3_mg8ou9ocRj-Nt_b9qgjI,MSP Airport Parking Office,3.4,82,Parking lot,"5041 Northwest Dr, St Paul, MN 55111, United States","VRH2+F4 St Paul, Minnesota, USA",https://www.mspairport.com/parking,+1 612-725-4681,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxAsOrRBbZfcFNKlV23_nZJDROytTHABNFRDqtck8UnilenSkXBIvXKY8r1bEmd1TbmyTw5-S0eMP8dQK5WyrhUwNHVBYj59Ap1rm08jXENt06JqImM73Z376qy5yH4Tc_sxjQ=w408-h906-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:46.524Z,,
https://www.google.com/maps/place/Mayo+Clinic+Valet+Services+-+Baldwin+Building/data=!4m7!3m6!1s0x87f75f8fefd36f1d:0x4bec4be2e8e95225!8m2!3d44.021129!4d-92.4683548!16s%2Fg%2F11w_rvywtg!19sChIJHW_T749f94cRJVLp6OJL7Es,Mayo Clinic Valet Services - Baldwin Building,,,Valet parking service,"221 4th Ave SW, Rochester, MN 55902, United States","2GCJ+FM Rochester, Minnesota, USA",https://www.mayoclinic.org/patient-visitor-guide/minnesota,+1 507-284-2511,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gj6cGfKNUrykJpsOUzVkcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=291.08032&pitch=0&thumbfov=100,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:51.883Z,,
https://www.google.com/maps/place/640+Jackson+St+Parking/data=!4m7!3m6!1s0x87f7d5546b607f17:0x829eb33f13641d6a!8m2!3d44.9554954!4d-93.0954047!16s%2Fg%2F11hbll20kk!19sChIJF39ga1TV94cRah1kEz-znoI,640 Jackson St Parking,4.2,11,Parking lot,"640 Jackson St, St Paul, MN 55101, United States","XW43+5R St Paul, Minnesota, USA","https://lots.impark.com/imp?utm_source=google&utm_medium=maps&utm_content=0200131&utm_campaign=local_us#details=20,131",+1 612-341-8000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zxiRYXBTBRgtq3PUSkf64g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.258995&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:54.542Z,,
https://www.google.com/maps/place/Park+%27N+Go/data=!4m7!3m6!1s0x87f62f189466ae3d:0x430c99a3a5005b7a!8m2!3d44.8604004!4d-93.2242865!16s%2Fg%2F1tczqxyw!19sChIJPa5mlBgv9ocRelsApaOZDEM,Park 'N Go,3.6,697,Airport parking lot,"7901 International Dr, Bloomington, MN 55425, United States","VQ6G+57 Bloomington, Minnesota, USA",http://bookparkngo.com/,+1 952-854-3386,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSykl3HNh2SpgFJit5pMnRXqpd7_ZmkB-HTJKvCkLs3fclVbLFQJQGNP4gp-a6WcTVK26e47TMNyr7DoVUhArNYMggSK_qsRVpP-L0ArP2zu9qE9lJPRDOfXP5JlKUuhoVl_NYibnA=w456-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:40:59.476Z,,
https://www.google.com/maps/place/MOA+Oversized+Vehicles+Parking+Lot/data=!4m7!3m6!1s0x87f62fb1a548952f:0xe7d71b678a582b48!8m2!3d44.8593244!4d-93.2419109!16s%2Fg%2F11rmxd5pnf!19sChIJL5VIpbEv9ocRSCtYimcb1-c,MOA Oversized Vehicles Parking Lot,4.3,16,Free parking lot,"Unnamed Road, Bloomington, MN 55425, United States","VQ55+P6 Bloomington, Minnesota, USA",https://www.mallofamerica.com/plan-your-trip/transportation,+1 612-383-6087,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtHM9lPK1Aczqw6kb4CH5EpeoTsaF5IDD6r4aojO_HwfPVCNjCYonNwTEl3HuNqmYDoXy9ZudeguWYvsyr_q9cRFdCYFDtom4egcoZci1AwKE2NsSJbm-a9OyXq4fXN9rgTQ=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:41:02.262Z,,
https://www.google.com/maps/place/Mayo+Clinic+-+South+Shuttle+Lot+38+%28Employees%29/data=!4m7!3m6!1s0x87f75fa9d9a04da7:0x83b55c8b8ad5724e!8m2!3d44.0131546!4d-92.4605639!16s%2Fg%2F11k3dcrt5n!19sChIJp02g2alf94cRTnLViotctYM,Mayo Clinic - South Shuttle Lot 38 (Employees),3.0,1,Parking lot,"Rochester, MN 55904, United States","2G7Q+7Q Rochester, Minnesota, USA",http://www.mayoclinic.org/,,"Open 24 hours

Updated by others 12 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uie1lI_KrVxzfs40ADvpug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.1340785&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:41:07.379Z,,
"https://www.google.com/maps/place/Cornerstone+Parking+Group,+Inc./data=!4m7!3m6!1s0x87f631c451e25851:0xa05dde414913d628!8m2!3d44.8846107!4d-93.4137155!16s%2Fg%2F11ghr0kp4_!19sChIJUVjiUcQx9ocRKNYTSUHeXaA","Cornerstone Parking Group, Inc.",3.2,25,Parking lot,"6474 City W Pkwy, Eden Prairie, MN 55344, United States","VHMP+RG Eden Prairie, Minnesota, USA",http://www.cornerstoneparking.com/,+1 866-568-4803,,https://lh3.googleusercontent.com/p/AF1QipNClp2Oez9VWybmzArqQDv79oLkeB3IcJJ7WrY=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:41:10.693Z,,
https://www.google.com/maps/place/Lawson+Ramp/data=!4m7!3m6!1s0x87f7d57a447c2cb5:0x9a4095f7343a087a!8m2!3d44.9461144!4d-93.095664!16s%2Fg%2F11rd91yhk8!19sChIJtSx8RHrV94cRegg6NPeVQJo,Lawson Ramp,5.0,2,Parking garage,"10 W 6th St, St Paul, MN 55102, United States","WWW3+CP St Paul, Minnesota, USA",http://www.victoryparking.com/pages/lawson_ramp,+1 651-222-7371,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5ofoSsfZIDxB-AS0yAzb_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.37109&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:41:13.706Z,,
https://www.google.com/maps/place/Cornerstone+Parking+Group+North+Region+Depot/data=!4m7!3m6!1s0x87f62928096f831f:0x5c8d94451dc806f3!8m2!3d44.9543805!4d-93.2249961!16s%2Fg%2F11kf479f3s!19sChIJH4NvCSgp9ocR8wbIHUWUjVw,Cornerstone Parking Group North Region Depot,4.3,4,Parking lot,"2637 S 32nd Ave, Minneapolis, MN 55406, United States","XQ3G+Q2 Minneapolis, Minnesota, USA",http://cornerstoneparking.com/,+1 952-322-7315,Open ⋅ Closes 3 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g9EwVrlAWOVnq9Wjhcsbdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.283226&pitch=0&thumbfov=100,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,9 am–3 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:41:19.191Z,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x87f75fb647785843:0xb7ce157ac5b8302!8m2!3d44.0224383!4d-92.4620181!16s%2Fg%2F11sq5rdbcx!19sChIJQ1h4R7Zf94cRAoNbrFfhfAs,SP+ Parking,,,Parking garage,"59 1st St SE, Rochester, MN 55904, United States","2GCQ+X5 Rochester, Minnesota, USA",https://parking.com/rochester/lot/ramp-6?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-MN,+1 507-282-4545,"Open 24 hours

Confirmed by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C2n5FUxgjPNU_V8qq3NbsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.20114&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:41:24.063Z,,
https://www.google.com/maps/place/VA+Medical+Center+Visitor+Parking/data=!4m7!3m6!1s0x87f62915d7b8045b:0x405e260e3e62dd4a!8m2!3d44.9028763!4d-93.203782!16s%2Fg%2F11f_p33vdb!19sChIJWwS41xUp9ocRSt1iPg4mXkA,VA Medical Center Visitor Parking,4.5,14,Parking garage,"Parking Garage, 94 Veterans Dr entrance, 2, Minneapolis, MN 55417, United States","WQ3W+5F Minneapolis, Minnesota, USA",https://www.va.gov/minneapolis-health-care/locations/minneapolis-va-medical-center/campus-map/,+1 612-725-2000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=de18XtEyGy1BX-JZi_XL-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.535012&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:41:26.839Z,,
https://www.google.com/maps/place/Mayo+Clinic+-+Employee+Lot+27/data=!4m7!3m6!1s0x87f75f002d6e18eb:0x2c4c3f05a3aac426!8m2!3d44.0222993!4d-92.472019!16s%2Fg%2F11vrvwrdc9!19sChIJ6xhuLQBf94cRJsSqowU_TCw,Mayo Clinic - Employee Lot 27,,,Parking lot,"108 7th Ave SW, Rochester, MN 55902, United States","2GCH+W5 Rochester, Minnesota, USA",http://mayoclinic.org/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-vK5qBh0bBK_mvp84WLwCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.46837&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kasson+Rochester+MN/@44.0295675,-92.7509042,14z",2025-10-28T18:41:31.259Z,,
https://www.google.com/maps/place/PAY+PARKING+LOT/data=!4m7!3m6!1s0x87f75f3b3baab887:0x29f3dcd7a70c37b4!8m2!3d44.0221042!4d-92.4832951!16s%2Fg%2F11tt0mx276!19sChIJh7iqOztf94cRtDcMp9fc8yk,PAY PARKING LOT,2.3,3,Parking lot,"102 13th Ave SW, Rochester, MN 55902, United States","2GC8+RM Rochester, Minnesota, USA",https://www.thekahlerhotel.com/contact-us/,+1 507-280-6200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hgzf-VkRBFHnegVXGIiwUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=107.27398&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-10-28T18:41:44.345Z,,
https://www.google.com/maps/place/Discovery+Square+Parking+Ramp+for+Mayo+Clinic+Employees/data=!4m7!3m6!1s0x87f75f88a26fd1b1:0x6c572e0181a6569a!8m2!3d44.0184622!4d-92.4680127!16s%2Fg%2F11sskpdbsc!19sChIJsdFvoohf94cRmlamgQEuV2w,Discovery Square Parking Ramp for Mayo Clinic Employees,4.2,10,Parking garage,"312 4th St SW, Rochester, MN 55902, United States","2G9J+9Q Rochester, Minnesota, USA",http://employeeparking.mayo.edu/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hlMYxfA-nysvtWk3JQq_hg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.104645&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-10-28T18:41:47.513Z,,
https://www.google.com/maps/place/Pine+Island+Vehicle+Bureau/data=!4m7!3m6!1s0x87f76fc7ab294b8b:0x9b7aa37f8c3921c!8m2!3d44.2007317!4d-92.6466723!16s%2Fg%2F1trcgzyw!19sChIJi0spq8dv94cRHJLD-Deqtwk,Pine Island Vehicle Bureau,4.8,24,Department of motor vehicles,"246 S Main St, Pine Island, MN 55963, United States","6923+78 Pine Island, Minnesota, USA",https://pineislandmn.gov/licensing,+1 507-356-4904,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cz8pgACkNwwUXQOsyDAdsw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.1659&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-10-28T18:41:52.842Z,,
https://www.google.com/maps/place/Pine+Island+Police+Department/data=!4m7!3m6!1s0x4056c398ee9b560d:0x120d685afb1ed303!8m2!3d44.2005695!4d-92.6466616!16s%2Fg%2F11b6j72rxq!19sChIJDVab7pjDVkARA9Me-1poDRI,Pine Island Police Department,,,Police department,"250 S Main St, Pine Island, MN 55963, United States","6923+68 Pine Island, Minnesota, USA",,+1 507-356-4070,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z7dS0P_k7GIdi7Sc9IyFGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.43552&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-10-28T18:41:55.416Z,,
https://www.google.com/maps/place/Pine+Island+Public+School+%285+-+12%29/data=!4m7!3m6!1s0x87f76fc6e0890633:0x92a0a51b37dfb017!8m2!3d44.2013669!4d-92.6442544!16s%2Fm%2F0762pq5!19sChIJMwaJ4MZv94cRF7DfNxuloJI,Pine Island Public School (5 - 12),,,High school,"223 1st Ave SE #7518, Pine Island, MN 55963, United States","6924+G7 Pine Island, Minnesota, USA",http://www.pineisland.k12.mn.us/,+1 507-356-2488,Open ⋅ Closes 3 pm,https://lh3.googleusercontent.com/p/AF1QipPSHU1v1FFlLz_qFR0gH1KfxrR5x8FDYzuvPLWI=w460-h240-k-no,true,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,Closed,Closed,8 am–3 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-10-28T18:42:00.091Z,,
https://www.google.com/maps/place/Pine+Island+School+District/data=!4m7!3m6!1s0x87f76fc6e0890633:0xa28b04b9ed6dd83b!8m2!3d44.2013166!4d-92.6445971!16s%2Fg%2F1n0bxrgqy!19sChIJMwaJ4MZv94cRO9ht7bkEi6I,Pine Island School District,5.0,2,School district office,"223 1st Ave SE #7518, Pine Island, MN 55963, United States","6924+G5 Pine Island, Minnesota, USA",http://www.pineisland.k12.mn.us/,+1 507-356-4849,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_3Pb8P3v6K0GY11zK4Sp9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.28171&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-10-28T18:42:02.588Z,,
https://www.google.com/maps/place/Emergency+Department+Parking/data=!4m7!3m6!1s0x87f75f0eea541d87:0xdafbeb8745da127f!8m2!3d44.019884!4d-92.4836387!16s%2Fg%2F11y9xkn4yv!19sChIJhx1U6g5f94cRfxLaRYfr-9o,Emergency Department Parking,,,Parking lot,"1216 2nd St SW, Rochester, MN 55902, United States","2G98+XG Rochester, Minnesota, USA",https://www.mayoclinic.org/patient-visitor-guide/minnesota,+1 507-255-5123,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X9tgmpDAcijGWHjO1vebXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.7659&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-10-28T18:42:05.111Z,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x87f75f67b38d6937:0xa968413088a9ecaf!8m2!3d44.022173!4d-92.461232!16s%2Fg%2F11pzkph9qc!19sChIJN2mNs2df94cRr-ypiDBBaKk,SP+ Parking,,,Parking garage,"100 1st Ave SE, Rochester, MN 55904, United States","2GCQ+VG Rochester, Minnesota, USA",https://parking.com/rochester/lot/civic-center-ramp?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-MN,+1 507-282-4545,"Open 24 hours

Confirmed by this business 10 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kHPngIzySg2KGUI4SiP9kw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.71649&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-10-28T18:42:14.175Z,,
"https://www.google.com/maps/place/Mayo+Clinic+-+East+Shuttle+Lot+35+(Employees)/@44.0181273,-92.4603375,17z/data=!3m1!4b1!4m6!3m5!1s0x87f75725f6c31245:0xbd819edf3807f89a!8m2!3d44.0181273!4d-92.4603375!16s%2Fg%2F11h64q54_q",Mayo Clinic - East Shuttle Lot 35 (Employees),5.0,1,Park & ride,"416 2nd Ave SE, Rochester, MN 55904, United States","2G9Q+7V Rochester, Minnesota, USA",https://employeeparking.mayo.edu/parking,,"Open 24 hours

Updated by others 12 weeks ago",,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-10-28T18:42:20.948Z,,
"https://www.google.com/maps/place/East+Lot/@44.0138468,-92.4204081,17z/data=!3m1!4b1!4m6!3m5!1s0x87f9e10aaf000001:0xccea6b1cee56f815!8m2!3d44.0138468!4d-92.4204081!16s%2Fg%2F11kj903c8_",East Lot,,,Parking,"Rochester, MN 55904, United States","2H7H+GR Rochester, Minnesota, USA",,,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Pine+Island+Rochester+MN/@44.2013537,-92.6462999,14z",2025-10-28T18:42:26.431Z,,
"https://www.google.com/maps/place/Mayo+Clinic+Valet+Services+-+Gonda+Building/@43.1565779,-77.6088465,14z/data=!4m6!3m5!1s0x87f75ff24c8f98d3:0xbe6dca4354f83ee4!8m2!3d44.0225909!4d-92.4670411!16s%2Fg%2F11tx701zzt",Mayo Clinic Valet Services - Gonda Building,4.7,23,Valet parking service,"100 3rd Ave SW, Rochester, MN 55902, United States","2GFM+25 Rochester, Minnesota, USA",https://www.mayoclinic.org/patient-visitor-guide/minnesota/,+1 507-284-2511,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGeAbGnMQT7bN233wWm9e2KMtjDAHpSFNPMTDmiUz6KXKIj1jp0s1OxKXmaLp2fDF89HgcmGbEpHZWKqxsIB1ZPkwtmVC09coBNPvmXsiryEwDrqImrc6onksmLJsIEnKim30XZg=w408-h544-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,6 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Plainview+Rochester+MN/@43.1565779,-77.6088465,14z",2025-10-28T18:42:36.208Z,Already found,
https://www.google.com/maps/place/Twin+City+Security+-+Rochester+%26+SE+MN/data=!4m7!3m6!1s0x87f75e3000000001:0x16b2d575bca293fc!8m2!3d43.8543566!4d-92.4879566!16s%2Fg%2F1tltmyd7!19sChIJAQAAADBe94cR_JOivHXVshY,Twin City Security - Rochester & SE MN,5.0,4,Security guard service,"100 2nd St SE, Stewartville, MN 55976, United States","VG36+PR Stewartville, Minnesota, USA",https://www.twincitysecurityrochester.net/,+1 507-252-1577,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOwbH7NR4trwCkJZXi8yP4YVNCDBXkQjmz8HI_x=w408-h286-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Stewartville+Rochester+MN/@43.8555186,-92.4885079,14z",2025-10-28T18:42:49.448Z,,
https://www.google.com/maps/place/SAC+Towing+%26+Recovery/data=!4m7!3m6!1s0x87f756433ce0bfb3:0x3f082671ed9c9689!8m2!3d43.8624655!4d-92.4890268!16s%2Fg%2F11g6xx5r2m!19sChIJs7_gPENW94cRiZac7XEmCD8,SAC Towing & Recovery,4.8,119,Towing service,"100 10th St NW, Stewartville, MN 55976, United States","VG66+X9 Stewartville, Minnesota, USA",https://sac-towingrecovery.com/,+1 507-533-7880,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPfyTtWazu5muRunnqkAHi7JxOIV5uio_vmzeu9=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Stewartville+Rochester+MN/@43.8555186,-92.4885079,14z",2025-10-28T18:42:55.449Z,,
https://www.google.com/maps/place/Geotek+Inc/data=!4m7!3m6!1s0x87f7565b2fa8b1b1:0xed4a07bfed2e4a95!8m2!3d43.866127!4d-92.4908!16s%2Fg%2F1v6p4vtz!19sChIJsbGoL1tW94cRlUou7b8HSu0,Geotek Inc,3.9,10,Manufacturer,"1421 2nd Ave NW, Stewartville, MN 55976, United States","VG85+FM Stewartville, Minnesota, USA",http://www.geotekinc.com/,+1 507-533-6076,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LSPDN9JYPxpULqecQ7YA7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.00122&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Stewartville+Rochester+MN/@43.8555186,-92.4885079,14z",2025-10-28T18:43:00.951Z,,
"https://www.google.com/maps/place/SCHOOL+DISTRICT+OFFICE+PARKING+LOT/@44.294132,-92.6690806,14z/data=!4m6!3m5!1s0x87f771e8cc9a150d:0x51e3c34e4effd827!8m2!3d44.2903679!4d-92.6739663!16s%2Fg%2F11std_8dhh",SCHOOL DISTRICT OFFICE PARKING LOT,,,Parking lot,"Zumbrota, MN 55992, United States","78RG+4C Zumbrota, Minnesota, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pcuxlTVVysCoc6y4k55uiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.35228&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Zumbrota+Rochester+MN/@44.294132,-92.6690806,14z",2025-10-28T18:43:07.823Z,,
