placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Van+Meter+Inc./data=!4m7!3m6!1s0x87f8bcd098cadeef:0x36b51115eefe1b12!8m2!3d44.8321135!4d-91.4759535!16s%2Fg%2F1tfvthq9!19sChIJ797KmNC8-IcREhv-7hURtTY,Van Meter Inc.,4.7,3,Electrical supply store,"1338 N Hastings Way, Eau Claire, WI 54703, United States","RGJF+RJ Eau Claire, Wisconsin, USA",https://www.vanmeterinc.com/locations/wisconsin/eau-claire-electrical-supply?utm_source=gmb&utm_term=awareness,+1 715-835-5176,"Closed · Opens 7 am Mon

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOHgVG6OVe97xlk4AAZWcRElSzfr5UOfpQDqSj-=w426-h240-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:06.360Z,· In-store pick-up · Delivery,,,
https://www.google.com/maps/place/Viking+Electric/data=!4m7!3m6!1s0x87f897f3f540f9dd:0x9604e577e97f7a3f!8m2!3d44.832967!4d-91.5395088!16s%2Fg%2F1tffvhjc!19sChIJ3flA9fOX-IcRP3p_6XflBJY,Viking Electric,3.9,18,Electrical supply store,"2215 Truax Blvd, Eau Claire, WI 54703, United States","RFM6+55 Eau Claire, Wisconsin, USA",https://www.vikingelectric.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=eau-claire-branch,+1 715-834-8485,Closed · Opens 6:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPznUP-sDUAOwsfkUyZKfItPcOU8DL4gamQhsIH=w408-h290-k-no,true,Closed,Closed,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:11.250Z,· In-store pick-up · Delivery,,,
https://www.google.com/maps/place/Menards/data=!4m7!3m6!1s0x87f8978e2d204109:0xb975a72dc3f6fb9a!8m2!3d44.8310722!4d-91.5472618!16s%2Fg%2F1tg9npwt!19sChIJCUEgLY6X-IcRmvv2wy2ndbk,Menards,4.0,1007,Home improvement store,"3210 N Clairemont Ave, Eau Claire, WI 54703, United States","RFJ3+C3 Eau Claire, Wisconsin, USA",https://www.menards.com/store-details/store.html?store=3011&utm_source=localcard&utm_medium=organic,+1 715-830-0011,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHl2nMKbPRoM61R2PhUAmUJL-2tQl4XpZygaRJSPEWzX1XeHWLpn3lJyZ19nwc2VvAl_6MQH5wnAUHL8En40WEzDn6WgKJCW1GctOOCTDDyL2x1Q2azJXELz97HRT4gVE6qkw=w408-h306-k-no,true,6 am–9 pm,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:16.311Z,"Home improvement chain with assorted building materials, tools, gardening supplies & appliances. · In-store shopping · In-store pick-up · Delivery",,,
https://www.google.com/maps/place/Area+Electric+Inc./data=!4m7!3m6!1s0x87f8b93bce4e035f:0xc122903860328540!8m2!3d44.7818234!4d-91.4843502!16s%2Fg%2F1tn01syc!19sChIJXwNOzju5-IcRQIUyYDiQIsE,Area Electric Inc.,,,Electrician,"1105 Mitscher Ave, Eau Claire, WI 54701, United States","QGJ8+P7 Eau Claire, Wisconsin, USA",,+1 715-835-9912,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lkRG-mkDPlrYziaP0kQn5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.91272&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:19.262Z,,,,
https://www.google.com/maps/place/Regenesis+Electric/data=!4m7!3m6!1s0x87f89711824d7de7:0x5b7d68b4c08ed41d!8m2!3d45.043025!4d-91.8363756!16s%2Fg%2F11l2x_5p8v!19sChIJ531NghGX-IcRHdSOwLRofVs,Regenesis Electric,5.0,13,Electrician,,,http://www.regenesiselectric.com/,+1 715-379-3027,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNdkS-QzmcOEbvyGFTqcw52fD5Bh4t3FTBEiF3F=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:23.997Z,,,,
https://www.google.com/maps/place/Menards/data=!4m7!3m6!1s0x87f8bbf22e744d2b:0xe44d03d8f41bcd2!8m2!3d44.7812032!4d-91.4357905!16s%2Fg%2F1wzt2yj_!19sChIJK010LvK7-IcR0rxBjz3QRA4,Menards,4.0,979,Home improvement store,"3619 S Hastings Way, Eau Claire, WI 54701, United States","QHJ7+FM Eau Claire, Wisconsin, USA",https://www.menards.com/store-details/store.html?store=3053&utm_source=localcard&utm_medium=organic,+1 715-832-3344,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXpco7gLIRkb1mAbSWdwnowIEToRwMz2GYkdys62T3hR0LW5xBbQqNfOMvqf3fQxtoQIH8MVZt3huebCmNhcCvKvcFfA6RMmtg2eeVHkw_yE1SsQEydQpmPP4P0spRyLX910iK=w408-h306-k-no,true,6 am–9 pm,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:28.976Z,"Home improvement chain with assorted building materials, tools, gardening supplies & appliances. · In-store shopping · In-store pick-up · Delivery",,,
https://www.google.com/maps/place/Jacobsons+Ace+Hardware+of+EC+South/data=!4m7!3m6!1s0x87f8bdf08e2ab9a9:0xc157dc68bcd5801!8m2!3d44.7924398!4d-91.4935244!16s%2Fg%2F11j1l53wyh!19sChIJqbkqjvC9-IcRAVjNi8Z9FQw,Jacobsons Ace Hardware of EC South,4.5,158,Hardware store,"319 E Clairemont Ave, Eau Claire, WI 54701, United States","QGR4+XH Eau Claire, Wisconsin, USA",http://www.acehardware.com/store-details/17612?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=17612,+1 715-834-1239,"Open · Closes 8 pm

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaJ6Su9BtPiYyWK-eA3AF5Em08kOVSDJZpGmffTExLcMO302t24lhC57o-PV_FL1sJ2PHPXWeSenPjSVoj6VMNbZDAm5PSTqR3uyWQ9073-lFWeGbD9VSZTHQNUO5cfdPaSbyEPg=w408-h544-k-no,true,8 am–8 pm,9 am–5 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:34.038Z,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store shopping · In-store pick-up",,,
https://www.google.com/maps/place/Union+Trailer+%26+Power+Equipment/data=!4m7!3m6!1s0x87f89744b766dc91:0x98114e5ad698d8ac!8m2!3d44.8620071!4d-91.4209365!16s%2Fg%2F1vr1x5wq!19sChIJkdxmt0SX-IcRrNiY1lpOEZg,Union Trailer & Power Equipment,4.5,421,Tractor dealer,"1307 122nd St, Chippewa Falls, WI 54729, United States","VH6H+RJ Chippewa Falls, Wisconsin, USA",http://www.uniontrailer.com/,+1 715-930-1066,"Closed · Opens 8 am Mon

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMMLRw2hbo0PdvFAl96OlY0GLAByv1AYmxF2eCb=w426-h240-k-no,true,8 am–12 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:38.962Z,· In-store shopping · Kerbside pickup · Delivery,,,
https://www.google.com/maps/place/Chippewa+Valley+Energy/data=!4m7!3m6!1s0x87f899d04f9fbffb:0x6cb89ee8d80c1f2e!8m2!3d44.8492507!4d-91.6114654!16s%2Fg%2F1td6yp64!19sChIJ-7-fT9CZ-IcRLh8M2OieuGw,Chippewa Valley Energy,4.8,29,Propane supplier,"7133 US-12, Eau Claire, WI 54703, United States","R9XQ+PC Eau Claire, Wisconsin, USA",http://www.chippewavalleyenergy.net/,+1 715-876-6400,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNV_HHcgyDJk-xyGz-t_JqLwySO3vvWwoHIDEm1=w408-h240-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:44.161Z,,,,
https://www.google.com/maps/place/All+American+Marine+%26+Small+Engine+Repair+LLC/data=!4m7!3m6!1s0x87f8a50b6470d4f1:0xb77a545f1aca8159!8m2!3d44.8515925!4d-91.3880201!16s%2Fg%2F11x92tgy_m!19sChIJ8dRwZAul-IcRWYHKGl9Uerc,All American Marine & Small Engine Repair LLC,5.0,21,Repair service,"2795 N 67th Ave, Eau Claire, WI 54703, United States","VJ26+JQ Eau Claire, Wisconsin, USA",http://www.allamericanmse.com/,+1 715-894-9109,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPf1dx28R6i40YPrB8dpDzXSF2kBfGtd5JmS3wb=w408-h408-k-no,true,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:48.970Z,,,,
https://www.google.com/maps/place/CED+Eau+Claire/data=!4m7!3m6!1s0x87f8a314a301f5b7:0x1252d4165b7ac41!8m2!3d44.8643675!4d-91.4640429!16s%2Fg%2F1tdm48yw!19sChIJt_UBoxSj-IcRQay3ZUEtJQE,CED Eau Claire,5.0,6,Electrical supply store,"3131 Melby St, Eau Claire, WI 54703, United States","VG7P+P9 Eau Claire, Wisconsin, USA",https://cedsupply.portalced.com/,+1 715-834-0443,Closed · Opens 6 am Mon,https://lh3.googleusercontent.com/p/AF1QipMmqVQ9IAcL5Nr1OMpyfYQJicQxqWlONKMhL0Ia=w408-h306-k-no,true,Closed,Closed,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:27:53.874Z,· In-store shopping · In-store pick-up · Delivery,,,
https://www.google.com/maps/place/Fleet+Farm/data=!4m7!3m6!1s0x87f8bf63963fa177:0x3227580337f89337!8m2!3d44.763811!4d-91.4554672!16s%2Fg%2F11g4f33kqg!19sChIJd6E_lmO_-IcRN5P4NwNYJzI,Fleet Farm,4.3,2976,Department store,"3165 Old Town Hall Rd, Eau Claire, WI 54701, United States","QG7V+GR Eau Claire, Wisconsin, USA",https://www.fleetfarm.com/visit-stores/eau-claire-wi,+1 715-895-8401,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyI_yFbR3si6pymx8P0rMO8kYIivmPpS8TB4-kbJKyDGxFxUOwJfBOiWc4TXQ7OToLso9peXdhp8yGbsIGYUsYL5j-2AKHRrdAonu1f7YnnbkgTDj8oyW8oI42n3KSO8N4v0av6Vw=w493-h240-k-no,true,6 am–9 pm,6 am–6 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:03.912Z,"Retailer with a range of merchandise, including fishing gear, housewares & automotive parts. · In-store shopping · Kerbside pickup",,,
https://www.google.com/maps/place/Jacobson%27s+Ace+Hardware/data=!4m7!3m6!1s0x87f8bd9b6b8f1d9b:0xc43b486a12ff0d3!8m2!3d44.8213146!4d-91.4730269!16s%2Fg%2F1tglngd3!19sChIJmx2Pa5u9-IcR0_AvoYa0Qww,Jacobson's Ace Hardware,4.1,339,Hardware store,"2618 Birch St, Eau Claire, WI 54703, United States","RGCG+GQ Eau Claire, Wisconsin, USA",http://www.acehardware.com/store-details/16982?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=16982,+1 715-895-8559,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKOsZU5JevU2DqaYIM53SPYLQrKd4Zv7mJHnooBfcuGjs64s2vpzRco-vgPitc6qEtnZVQ5dFZqMcmsAvYYCGo5VZ-0kcb6a5krXy7V_QbWlMa65XNv5DctILj5-6iakZBYkU=w426-h240-k-no,true,8 am–8 pm,9 am–5 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:09.168Z,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store shopping · In-store pick-up",,,
https://www.google.com/maps/place/North+Country+Electric+Service+LLC/data=!4m7!3m6!1s0x87f8a7fd417205cf:0x5fed2a8afe846856!8m2!3d44.8683903!4d-91.4477406!16s%2Fg%2F11bzt42sb_!19sChIJzwVyQf2n-IcRVmiE_ooq7V8,North Country Electric Service LLC,4.5,20,HVAC contractor,"1692 Hallie Rd Suite 10, Chippewa Falls, WI 54729, United States","VH92+9W Chippewa Falls, Wisconsin, USA",https://ncelectricservice.com/,+1 715-201-9035,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNgQOk_39-hmHncPzJaKqTLyLmKP9hrLBcExjQ=w408-h544-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:14.069Z,,,,
https://www.google.com/maps/place/Menards/data=!4m7!3m6!1s0x87f899e62843a6c3:0xaf3627fe3e715d40!8m2!3d44.848884!4d-91.581941!16s%2Fg%2F1tl_m8l9!19sChIJw6ZDKOaZ-IcRQF1xPv4nNq8,Menards,3.1,203,Home improvement store,"4860 Menard Dr, Eau Claire, WI 54703, United States","RCX9+H6 Eau Claire, Wisconsin, USA",https://www.menards.com/main/home.html,,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynaaYf7yFI4IvRDkjDMAcjFbfKiLAdiYPiftWDBeCpB8GydFhKgbsQW5QzEuwBja0Wn5p8Y6BRYV8baCZayunbpFAqUXQwzLoK55EPV4zdNvp_OTvJEVyWAzRE7EnDf5ZMq3v0=w408-h306-k-no,false,Closed,Closed,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:19.034Z,"Home improvement chain with assorted building materials, tools, gardening supplies & appliances. · In-store pick-up · Delivery",,,
https://www.google.com/maps/place/Action+City/data=!4m7!3m6!1s0x87f8be9e63ebb513:0xa86547961ffec14a!8m2!3d44.7641377!4d-91.4664782!16s%2Fg%2F1thhl1z1!19sChIJE7XrY56--IcRSsH-H5ZHZag,Action City,4.2,1485,Amusement center,"2402 Lorch Ave, Eau Claire, WI 54701, United States","QG7M+MC Eau Claire, Wisconsin, USA",https://www.metropolisresort.com/actioncity,+1 715-710-2259,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtUmIuf2ppUbkgHWwQH5iCoN3ngV3A_IYO-0dzLdAhnRLH2p7SpFpNlp0XLMkoOZ_ALZQpgCFexsB0BQMM8GTtvqfg243xrrBJUzvRuDvzg0zRX-PMHHDhmqt-Kr_JkF6Lr_ZKgw=w408-h306-k-no,true,11 am–10 pm,11 am–5 pm,11 am–5 pm,Closed,4–9 pm,11 am–9 pm,11 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:24.327Z,"Massive activity space with indoor go karts, laser tag, bumper karts & 18-hole mini golf.",LGBTQ+ friendly,,
https://www.google.com/maps/place/K-C+Electric+Inc/data=!4m7!3m6!1s0x87f8bb2bbd473c15:0xa08e11009d2319a!8m2!3d44.838919!4d-91.408377!16s%2Fg%2F1tlwg65k!19sChIJFTxHvSu7-IcRmjHSCRDhCAo,K-C Electric Inc,,,Electrician,"1900 N 60th Ave, Eau Claire, WI 54703, United States","RHQR+HJ Eau Claire, Wisconsin, USA",,+1 715-839-6532,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ywqRzKg4F3Ozf1n4resZgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.0089&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:27.106Z,,,,
https://www.google.com/maps/place/Lazy+Monk+Brewing+LLC/data=!4m7!3m6!1s0x87f8bd1147907799:0xb7b5154d5b918bad!8m2!3d44.8154332!4d-91.5090444!16s%2Fg%2F12hk8rz_3!19sChIJmXeQRxG9-IcRrYuRW00Vtbc,Lazy Monk Brewing LLC,4.7,284,Brewery,"97 W Madison St, Eau Claire, WI 54702, United States","RF8R+59 Eau Claire, Wisconsin, USA",http://www.lazymonkbrewing.com/,+1 715-271-0848,"Open · Closes 10 pm

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO0gcM2sjjDgpP_TC1Iuu8EmLNRqvamRU6lo4G0=w425-h240-k-no,true,12–10 pm,2–8 pm,4–9 pm,4–10 pm,4–10 pm,4–10 pm,4–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:32.131Z,· Takeaway · Delivery,,,
https://www.google.com/maps/place/Eau+Claire+Energy+Cooperative/data=!4m7!3m6!1s0x87f8ba748de7804b:0xba09bb61c102d568!8m2!3d44.7874267!4d-91.3710061!16s%2Fg%2F1v9gkkrr!19sChIJS4DnjXS6-IcRaNUCwWG7Cbo,Eau Claire Energy Cooperative,2.5,26,Electric utility company,"8214 US-12, Fall Creek, WI 54742, United States","QJPH+XH Fall Creek, Wisconsin, USA",https://www.ecec.com/,+1 715-832-1603,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPYWXl94oAvCMgQaNFMpqRH7dNfUnk5KUYr5cj9=w408-h273-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30–11:30 am,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:37.085Z,,,,
https://www.google.com/maps/place/The+Paint+Shack/data=!4m7!3m6!1s0x87f8bf4b86633919:0x1df0907c71d0e310!8m2!3d44.7720577!4d-91.4645397!16s%2Fg%2F11bbrs0cy9!19sChIJGTljhku_-IcREOPQcXyQ8B0,The Paint Shack,4.9,77,Painting studio,"2524 Golf Rd #2c, Eau Claire, WI 54701, United States","QGCP+R5 Eau Claire, Wisconsin, USA",http://www.thepaintshack.net/,+1 715-379-7377,,https://lh3.googleusercontent.com/p/AF1QipPuGTK30f_te_3oIWBkFWXrE2Qewaumsm1LQt5c=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:39.857Z,,Identifies as women-owned,,
"https://www.google.com/maps/place/Blain%27s+Farm+%26+Fleet+-+Chippewa+Falls,+Wisconsin/data=!4m7!3m6!1s0x87f8a46024efc4e1:0x115511a6eff21b0f!8m2!3d44.8798206!4d-91.4255012!16s%2Fg%2F1tlc8mq7!19sChIJ4cTvJGCk-IcRDxvy76YRVRE","Blain's Farm & Fleet - Chippewa Falls, Wisconsin",4.4,2907,Department store,"2583 S Prairie View Rd, Chippewa Falls, WI 54729, United States","VHHF+WQ Chippewa Falls, Wisconsin, USA",https://www.farmandfleet.com/stores/blains-farm-and-fleet-of-chippewa-falls-wisconsin/,+1 715-723-1806,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxrJvd6APqW5Wlj5VpaUrgRxNn7pot4CQpHWByWs_7d5g8mhIxqTJdAXDXnY_eianEg6YmAAQtdQXtUw43uxpfCZkWxlBQXG8sbsxO2SkxBpcwcpt7W30z-A_bRhrUrBbvCp9IN=w408-h306-k-no,true,8 am–6 pm,9 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:44.928Z,"Retailer with a varied product selection, including apparel, farm equipment, tires & sporting goods. · In-store shopping · Kerbside pickup · Delivery",,,
https://www.google.com/maps/place/Camping+World+RV+Sales/data=!4m7!3m6!1s0x87f8b9ebfcc39abb:0xc6f9fba63cce3b5!8m2!3d44.7656318!4d-91.4145734!16s%2Fg%2F1tfq56k2!19sChIJu5rD_Ou5-IcRtePMY7qfbww,Camping World RV Sales,3.7,1302,RV dealer,"6440 Scully Dr, Eau Claire, WI 54701, United States","QH8P+75 Eau Claire, Wisconsin, USA",https://rv.campingworld.com/dealer/eau-claire-wisconsin,+1 833-252-0287,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwt4Qa-quGqkT0G-nS0_wq-uqWTMHYPChrL4gCHstjWquN8Cp6QtOPtsQij8wGdPk1fN1CqSb5KB7cpagPqCcNZooroWT1ElF_ROdqQqfclBEw6lso_JR1yIcW9dSC8P1g9n5cRenVuiSJJ=w408-h544-k-no,true,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:50.220Z,"Chain retailer for a full range of hunting, fishing & camping gear, plus boating & automotive needs. · Delivery",LGBTQ+ friendly,,
https://www.google.com/maps/place/McIntyre+Library/data=!4m7!3m6!1s0x87f8bd98aefc4223:0x965812803066dd83!8m2!3d44.7981423!4d-91.5018567!16s%2Fg%2F1tdfcnx_!19sChIJI0L8rpi9-IcRg91mMIASWJY,McIntyre Library,4.4,14,University library,"103 Garfield Ave, Eau Claire, WI 54701, United States","QFXX+77 Eau Claire, Wisconsin, USA",http://library.uwec.edu/,+1 715-836-3856,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNCOY1TE04tnC2iSgoNnaFyZRB4xFn3WNM1whVt=w408-h306-k-no,true,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:55.094Z,,,,
https://www.google.com/maps/place/Fabick+Cat+-+Eau+Claire/data=!4m7!3m6!1s0x87f8962c67664dd7:0xa0332647445c9b38!8m2!3d44.844246!4d-91.6127446!16s%2Fg%2F1v76_6tv!19sChIJ101mZyyW-IcROJtcREcmM6A,Fabick Cat - Eau Claire,4.7,29,Building materials supplier,"7860 Partridge Rd, Eau Claire, WI 54703, United States","R9VP+MW Eau Claire, Wisconsin, USA",http://www.fabickcat.com/?utm_source=gmb&utm_medium=Yext,+1 534-220-4055,"Closed · Opens 7 am Mon

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhXvGLwZlyv-jsHZrJmrKLsqxz0ct2eYkJfMptCmsTz5eoXupACd3ebWA_nX1friEFC0BbIJwYEn6tajQipYAeVsdmk526ezV6YmB4vgjYka5aR9ZLLhBLnvu5Ya9QPmxgxE0F9A=w408-h725-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:28:59.907Z,,,,
"https://www.google.com/maps/place/Modern+Electrical/@44.7161579,-91.7004541,17z/data=!3m1!4b1!4m6!3m5!1s0x615a611e2ae587e7:0x1f024200e57cf858!8m2!3d44.7161579!4d-91.7004541!16s%2Fg%2F11w8xrq0pv",Modern Electrical,5.0,11,Electrician,"N1006 910th St, Mondovi, WI 54755, United States","P78X+FR Mondovi, Wisconsin, USA",https://www.modernelectricalec.com/,+1 715-797-7505,Open · Closes 7 pm,,true,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:29:06.909Z,,,,
https://www.google.com/maps/place/Costco+Wholesale/data=!4m7!3m6!1s0x87f8bdf2abf98a91:0x3c7f33e63b325b28!8m2!3d44.83053!4d-91.4509736!16s%2Fg%2F11l69x6_pr!19sChIJkYr5q_K9-IcRKFsyO-Yzfzw,Costco Wholesale,4.5,610,Warehouse store,"1420 Black Ave, Eau Claire, WI 54703, United States","RGJX+6J Eau Claire, Wisconsin, USA",https://www.costco.com/warehouse-locations/eau-claire-WI-1664.html?utm_term=KW&utm_campaign=Homepage&utm_medium=GMB&utm_source=Google&utm_content=Link,+1 715-598-6755,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZG4htkA3K4TtGwNrleldIUl_XkliXiP6JM8EJ6dUL1oroZv2GFmGG1PmZ8zOiM349w6ioXUoT9ZrQ89p8NqfMhgKnhpq2honbNjve6qQ_i-8x29R7qkFFGsLl6mX3DFLlBEkRtE6U3cs=w408-h306-k-no,true,9:30 am–7 pm,10 am–6 pm,10 am–8:30 pm,10 am–8:30 pm,10 am–8:30 pm,10 am–8:30 pm,10 am–8:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2026-01-10T21:29:12.031Z,"Members-only warehouse selling a huge variety of items including bulk groceries, electronics & more. · In-store pick-up · Delivery",,,
