placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes
https://www.google.com/maps/place/Northallerton+Osteopaths+-+Hale+House/data=!4m7!3m6!1s0x487ebb7df9a891ab:0x19879bb3a7b298cb!8m2!3d54.3324768!4d-1.4326456!16s%2Fg%2F1tjwh9p6!19sChIJq5Go-X27fkgRy5iyp7Obhxk,Northallerton Osteopaths - Hale House,5.0,119,Osteopath,"Hale House, 62 Thirsk Rd, Northallerton DL6 1PL, United Kingdom","8HJ8+XW Northallerton, United Kingdom",http://www.northallertonosteopaths.co.uk/,+44 1609 783600,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOiPmWZnOczG90EEzeKzdMHOa87X17Q86Cdt65Y=w408-h544-k-no,true,9 am–8 pm,9 am–7 pm,9 am–7 pm,9 am–5:30 pm,Closed,Closed,9 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:43:54.356Z,,
https://www.google.com/maps/place/Friarage+Hospital+Urgent+Treatment+Centre/data=!4m7!3m6!1s0x487ebc839550fd97:0x21f47f2add1d0d3d!8m2!3d54.3421929!4d-1.4304343!16s%2Fg%2F11fy1lnm2m!19sChIJl_1QlYO8fkgRPQ0d3Sp_9CE,Friarage Hospital Urgent Treatment Centre,4.4,25,Urgent care center,"Friarage Hospital, North Yorkshire, Northallerton DL6 1JG, United Kingdom","8HR9+VR Northallerton, United Kingdom",https://www.southtees.nhs.uk/services/urgent-and-emergency/minor-illnesses-and-injuries/friarage-hospital/,+44 1609 779911,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zPojO0c_s26VYLBrWvxdsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.69754&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:43:58.751Z,,
https://www.google.com/maps/place/Pinnacle+Podiatry/data=!4m7!3m6!1s0x487ebd2e6147efed:0xc14f774c73383475!8m2!3d54.3406946!4d-1.4356735!16s%2Fg%2F11vrhsxqzz!19sChIJ7e9HYS69fkgRdTQ4c0x3T8E,Pinnacle Podiatry,5.0,3,Medical clinic,"10 Garthway Arcade, Northallerton DL7 8NS, United Kingdom","8HR7+7P Northallerton, United Kingdom",https://pinnaclenorthallerton.com/,+44 1609 633026,Closed · Opens 9:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMVQUjtWeyjl2uZjRuR3uo9ULSkN63ljo1GD7j2=w408-h369-k-no,true,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–4 pm,Closed,Closed,9:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:44:03.470Z,,
https://www.google.com/maps/place/Keillo+Dr+D+A/data=!4m7!3m6!1s0x487ebb69bb2fcf91:0x536bb50fd3a785d2!8m2!3d54.3235177!4d-1.4456737!16s%2Fg%2F1yh9vh99k!19sChIJkc8vu2m7fkgR0oWn0w-1a1M,Keillo Dr D A,,,Doctor,"Boroughbridge Rd, Northallerton DL7 8AW, United Kingdom",,,+44 1609 772105,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-2VbDjySHAygohFqoojVlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.0463&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:44:05.837Z,,
https://www.google.com/maps/place/Dr+C+G+Oates+-+Mayford+House+Surgery/data=!4m7!3m6!1s0x487ebb693047f171:0x39decc996d643079!8m2!3d54.3282849!4d-1.4463168!16s%2Fg%2F1thz170s!19sChIJcfFHMGm7fkgReTBkbZnM3jk,Dr C G Oates - Mayford House Surgery,,,Doctor,"Mayford House Surgery, Boroughbridge Rd, Northallerton DL7 8AW, United Kingdom","8HH3+8F Northallerton, United Kingdom",http://www.mayfordhouse.co.uk/,+44 1609 772105,Closed · Opens 9 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oWaMV9ZowAz-5038OJpEVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.533924&pitch=0&thumbfov=100,false,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:44:10.076Z,,
https://www.google.com/maps/place/Suzanne+Dolby+Podiatry/data=!4m7!3m6!1s0x487ebb7b7c9801f3:0xfa77f9f5a899270b!8m2!3d54.3324653!4d-1.4326584!16s%2Fg%2F11h3bs3pvn!19sChIJ8wGYfHu7fkgRCyeZqPX5d_o,Suzanne Dolby Podiatry,5.0,2,Foot care,"Hale House, 62 Thirsk Rd, Northallerton DL6 1PL, United Kingdom","8HJ8+XW Northallerton, United Kingdom",http://suzannedolbypodiatry.com/,+44 1609 783600,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0r_GLFgBJTs0FYy3VObpAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.53276&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:44:12.642Z,,
https://www.google.com/maps/place/Mowbray+House+Surgery/data=!4m7!3m6!1s0x487ebb6257ed4e23:0x149cbb0a88b2216a!8m2!3d54.3358096!4d-1.4389833!16s%2Fg%2F1tdxkfk_!19sChIJI07tV2K7fkgRaiGyiAq7nBQ,Mowbray House Surgery,4.1,118,Medical clinic,"Malpas Rd, Northallerton DL7 8FW, United Kingdom","8HP6+8C Northallerton, United Kingdom",http://www.mowbrayhousesurgery.co.uk/,+44 1609 760002,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerfZRNFesZJRc4XoD9jld1ktTLJOOf_1-WVSsPyxYuo9Iq6pAziRaQTnBsqCR_t0GiHX2ShvBUcUM8plPFa-lcIMVXPcuL6mJxTkzLJ-OpLR1eKLKMs70utdWBbi0R6VMMZukg=w426-h240-k-no,false,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8:30 am–12 pm,Closed,8 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:44:16.957Z,,
https://www.google.com/maps/place/Northallerton+Chiropractic+Clinic/data=!4m7!3m6!1s0x487ebb63a25a0713:0x33d73bd2336e32be!8m2!3d54.3427977!4d-1.4378401!16s%2Fg%2F1tlw8n2h!19sChIJEwdaomO7fkgRvjJuM9I71zM,Northallerton Chiropractic Clinic,3.0,1,Chiropractor,"279 High St, Northallerton DL7 8DW, United Kingdom","8HV6+4V Northallerton, United Kingdom",https://businewmap.org/details/northallerton-chiropractic-clinic-ChIJEwd,+44 1609 777725,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rjSkC0fiNsnuUfi38r8caQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.55524&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:44:19.110Z,,
https://www.google.com/maps/place/P+Mountford/data=!4m7!3m6!1s0x487ebc9b6703e403:0xb4f05b1eace7cf1!8m2!3d54.344397!4d-1.4380965!16s%2Fg%2F11bbrl3nm3!19sChIJA-QDZ5u8fkgR8XzO6rEFTws,P Mountford,,,Podiatrist,"28 High St, Northallerton DL7 8EE, United Kingdom","8HV6+QQ Northallerton, United Kingdom",,+44 1740 656855,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Sk8xEG64H36B_YIn4PNdlA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.14633&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:44:21.339Z,,
"https://www.google.com/maps/place/Sir+Robert+Ogden+Macmillan+Centre,+Northallerton/data=!4m7!3m6!1s0x487ebdf6614d5b39:0x8b57fc6fc5378444!8m2!3d54.3430709!4d-1.4310123!16s%2Fg%2F11j2yzscyb!19sChIJOVtNYfa9fkgRRIQ3xW_8V4s","Sir Robert Ogden Macmillan Centre, Northallerton",5.0,5,Hospital,"Bullamoor Rd, Northallerton DL6 1JG, United Kingdom","8HV9+6H Northallerton, United Kingdom",https://www.southtees.nhs.uk/services/cancer-institute/friarage/sir-robert-ogden-macmillan-centre/,+44 1609 762508,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipORfcSN7qL-Iiq4P63zNMU7kj4GUtfFTo5IFybv=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:44:25.758Z,,
https://www.google.com/maps/place/Boyton/data=!4m7!3m6!1s0x487ebc9c89223b99:0xf7cfe41c67bf642c!8m2!3d54.3428759!4d-1.4388672!16s%2Fg%2F1hc23np9s!19sChIJmTsiiZy8fkgRLGS_Zxzkz_c,Boyton,,,Podiatrist,"Tannery Ln, Northallerton DL7 8DS, United Kingdom","8HV6+5F Northallerton, United Kingdom",,+44 7808 813872,,,https://lh3.googleusercontent.com/p/AF1QipOvPl9BixkDYp67cRxkqxOR6mLDEN0VvJbxJBrf=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2026-02-10T22:44:27.889Z,,
https://www.google.com/maps/place/Abbey+Place+Clinic/data=!4m7!3m6!1s0x48793cfad25b8ec3:0xa214574a0c7e3954!8m2!3d53.784274!4d-1.0679518!16s%2Fg%2F1th5hzlx!19sChIJw45b0vo8eUgRVDl-DEpXFKI,Abbey Place Clinic,5.0,32,Podiatrist,"5A Abbey Pl, Selby YO8 4PF, United Kingdom","QWMJ+PR Selby, United Kingdom",https://abbeyplacepodiatry.com/,+44 1757 213413,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgkKOKSm-9UUWuleWPCzKmnuNKJon5w4EuXOIeleI8gtqBQkN0wW2QNyqbfWlDsK1tqVb3Yfm7RJKnZLpz1ylPDtxrN9_DRRTwKohQ2CdctrITxnZx5WhxbK72BWeIy_oppsegdw=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:44:40.016Z,,
https://www.google.com/maps/place/Selby+Podiatry+Centre/data=!4m7!3m6!1s0x48793ce5481920db:0x33be6d8e27859c77!8m2!3d53.78296!4d-1.0671797!16s%2Fg%2F1tplpv7r!19sChIJ2yAZSOU8eUgRd5yFJ45tvjM,Selby Podiatry Centre,5.0,12,Foot care,"12 Park St, Selby YO8 4PW, United Kingdom","QWMM+54 Selby, United Kingdom",,+44 1757 704747,Closed · Opens 9 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP3KIIM2q-LD9iaLeNUC0K15GJLET64o_TMaPnO=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,8 am–5:30 pm,8 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:44:44.416Z,,
https://www.google.com/maps/place/Selby+War+Memorial+Hospital/data=!4m7!3m6!1s0x48793daeb713504f:0x9b823cf4a88674a8!8m2!3d53.7772178!4d-1.0802203!16s%2Fg%2F1tj2mztr!19sChIJT1ATt649eUgRqHSGqPQ8gps,Selby War Memorial Hospital,4.4,127,Hospital,"Doncaster Rd, Selby YO8 9BX, United Kingdom","QWG9+VW Selby, United Kingdom",http://www.yorkhospitals.nhs.uk/?id=714&ob=1,+44 1904 724300,"Closed · Opens 7:30 am Wed

Updated by others 4 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_EQe-5SOe7Ai2U1NjRJ51lO7tKdA-lLagchmpKTvWYPPw7n3DFboxA57aY_BWrwB13rYO84SqwRAtzFosK3Lp9S_Tu7eU2dyALqPodEEvs6Cg9Z1sCfKKINOxdjyH7Dym2fvvYA=w408-h306-k-no,false,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:44:48.987Z,,
https://www.google.com/maps/place/Scott+Road+Medical+Centre/data=!4m7!3m6!1s0x48793cf9f23cbd25:0xf8fb92b623c27aba!8m2!3d53.7858022!4d-1.0732926!16s%2Fg%2F1tfxg5zx!19sChIJJb088vk8eUgRunrCI7aS-_g,Scott Road Medical Centre,3.5,65,Doctor,"23 Scott Rd, Selby YO8 4BL, United Kingdom","QWPG+8M Selby, United Kingdom",http://www.scottroad.org.uk/,+44 1757 211750,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoD_eZ8MeWbZ-hXgPNBW_eBN8jiWkoB0ILQHTAsHj-L5Curoym6o7-ckNN8P7BgivC2yFD7sEgl2RYpP5hRe91KnoK6m9jpfPejvtxWvvyKNuRo2W5AJ9YunYVvJt8FTA9jArQ=w408-h306-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:44:53.330Z,,
https://www.google.com/maps/place/Posterngate+Surgery/data=!4m7!3m6!1s0x48793cfb82f83959:0x4c74ae3cddae8671!8m2!3d53.7813267!4d-1.0710315!16s%2Fg%2F1tfwpgzl!19sChIJWTn4gvs8eUgRcYau3TyudEw,Posterngate Surgery,3.3,61,Family practice physician,"Portholme Rd, Selby YO8 4QH, United Kingdom","QWJH+GH Selby, United Kingdom",https://www.posterngatesurgery.nhs.uk/,+44 1757 702561,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9nBSBNM2TIgDh56SzVG6OA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.94262&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:44:57.535Z,,
https://www.google.com/maps/place/Good+Health+Clinic/data=!4m7!3m6!1s0x48793cfac6c7ab4b:0x70df0967f5de6e7d!8m2!3d53.784815!4d-1.068897!16s%2Fg%2F11bzsf3_qy!19sChIJS6vHxvo8eUgRfW7e9WcJ33A,Good Health Clinic,5.0,3,Medical clinic,"27a Finkle St, Selby YO8 4DT, United Kingdom","QWMJ+WC Selby, United Kingdom",http://www.goodhealthclinicselby.com/,+44 1757 429685,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nui91Q2knWPpvQY2qge1RA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.42136&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:45:02.027Z,,
https://www.google.com/maps/place/The+Maltings+Chiropody+Clinic/data=!4m7!3m6!1s0x48793cf9e3a10759:0x9a634da687299423!8m2!3d53.7861827!4d-1.0752905!16s%2Fg%2F1tdzw6yp!19sChIJWQeh4_k8eUgRI5Qph6ZNY5o,The Maltings Chiropody Clinic,5.0,4,Podiatrist,"40A Flaxley Rd, Selby YO8 4BG, United Kingdom","QWPF+FV Selby, United Kingdom",http://www.themaltingsclinic.co.uk/,+44 1757 213236,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SCaUAteYomWvcBYwm0lfQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.2719&pitch=0&thumbfov=100,true,8 am–7 pm,8 am–7 pm,8 am–2 pm,Closed,8 am–2 pm,Closed,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:45:06.289Z,,
https://www.google.com/maps/place/Selby+Dental+Care/data=!4m7!3m6!1s0x48793cfb0f5550b7:0xf6defd7513317dea!8m2!3d53.7832225!4d-1.0703258!16s%2Fg%2F1tctr5dj!19sChIJt1BVD_s8eUgR6n0xE3X93vY,Selby Dental Care,4.9,607,Dental clinic,"28 New Ln, Selby YO8 4QB, United Kingdom","QWMH+7V Selby, United Kingdom",https://rodericksdentalpartners.co.uk/our-practices/selby-dental-care?keywordutm_medium=organic&utm_campaign=gbp&utm_source=google&utm_content=Selby,+44 1757 322221,,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A75ztlnowCTUJ4bQOvUpyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.94064&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:45:10.568Z,,
https://www.google.com/maps/place/Dr+Mark+Williams/data=!4m7!3m6!1s0x48793d0000e0a66f:0xa265b3d4a8bc1075!8m2!3d53.7748199!4d-1.080697!16s%2Fg%2F1tdclgvk!19sChIJb6bgAAA9eUgRdRC8qNSzZaI,Dr Mark Williams,5.0,3,Surgeon,"Beech Tree Eyecare, 68 Doncaster Rd, Selby YO8 9AJ, United Kingdom","QWF9+WP Selby, United Kingdom",http://www.beechtreesurgery.co.uk/,+44 1757 703933,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cm6BoDqvc0g6tWzJ0jC7ag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.3913&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:45:14.953Z,,
https://www.google.com/maps/place/Beech+Tree+Surgery/data=!4m7!3m6!1s0x48793daaa87b11af:0x14237cd19c971c5b!8m2!3d53.7747776!4d-1.0806674!16s%2Fg%2F11byvw_dkz!19sChIJrxF7qKo9eUgRWxyXnNF8IxQ,Beech Tree Surgery,3.0,107,Medical Center,"68 Doncaster Rd, Selby YO8 9AJ, United Kingdom","QWF9+WP Selby, United Kingdom",http://www.beechtreesurgery.co.uk/,+44 1757 703933,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoF0QZVlmgyhgj1insHjIYQtAsjyN4bunWtRWW-f2RR4ngismo4xLdNjGkdLyfyWWKwiNdrIxZ36OiXZjNbTBMLoHmsASUDu0wqE4cVdSYRQUdyFwCyGUcquawJ59uvPR7FScgU=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:45:19.250Z,,
https://www.google.com/maps/place/Lucy+Beaumont+Podiatry/data=!4m7!3m6!1s0x48793d5f9701790d:0xb1920f9c7f42b13e!8m2!3d53.7623306!4d-1.1063886!16s%2Fg%2F11x6c71h_s!19sChIJDXkBl189eUgRPrFCf5wPkrE,Lucy Beaumont Podiatry,5.0,7,Podiatrist,"Mill Ln, Selby YO8 9LB, United Kingdom","QV6V+WC Selby, United Kingdom",https://lucy-beaumont-podiatry.uk2.cliniko.com/bookings?fbclid=PAY2xjawJiBw1leHRuA2FlbQIxMQABp66wYSbymVkz2zqj59gtfx9nWKbEig6LlAavLUz_i025n8KnxCQTij7ThP4v_aem_OxkzB4HcPh_3TP3r43c-Kw#service,+44 7772 454668,Closed · Opens 10 am Thu,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zp0NCoufE919zD46Zi1HoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.5078&pitch=0&thumbfov=100,true,Closed,Closed,10 am–8 pm,Closed,10 am–3 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:45:23.710Z,,
https://www.google.com/maps/place/Selby+North+Children+and+Families+Hub/data=!4m7!3m6!1s0x48793cf80ca240ad:0x49c4e55d3a5686a9!8m2!3d53.7853698!4d-1.0788294!16s%2Fg%2F11gdtv563n!19sChIJrUCiDPg8eUgRqYZWOl3lxEk,Selby North Children and Families Hub,3.5,11,Family service center,"Flaxley Rd, Selby YO8 4DL, United Kingdom","QWPC+4F Selby, United Kingdom",http://www.northyorks.gov.uk/children-and-families,+44 1609 532343,Closed · Opens 8:30 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=922JSffuzreRXjazirj1Xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.98143&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:45:28.085Z,,
https://www.google.com/maps/place/Dr.+Reid/data=!4m7!3m6!1s0x48793cfc91067633:0x826c90abc70a626f!8m2!3d53.780902!4d-1.068131!16s%2Fg%2F1tftkqpm!19sChIJM3YGkfw8eUgRb2IKx6uQbII,Dr. Reid,,,Doctor,"Posterngate Surgery, Portholme Road, Selby YO8 4QH, United Kingdom","QWJJ+9P Selby, United Kingdom",http://www.posterngatesurgery.nhs.uk/,+44 1757 702561,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XcasjUJ6RP1t_Ma6_Kgxzw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=164.78568&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–8 pm,8 am–6 pm,Closed,Closed,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:45:32.295Z,,
https://www.google.com/maps/place/Worsley+Court+Hospital/data=!4m7!3m6!1s0x48793daab8993f51:0x380ce8342881ff39!8m2!3d53.7770174!4d-1.0787058!16s%2Fg%2F11cs5pxm4c!19sChIJUT-ZuKo9eUgROf-BKDToDDg,Worsley Court Hospital,3.8,6,Hospital,"Doncaster Road, Selby YO8 9BX, United Kingdom","QWGC+RG Selby, United Kingdom",,+44 1757 211563,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTNRSfqeQ_UwVPziSSV_yJd1JKBviteAqYl-DKBGZLbuQ-1rQDknMnd4pvLuLI3eoIOwAx7iVNpvB-epdjSdXOoo-3HcrD97AY5lBeAsBDmH87gg9McG2LKy5bjxwDa1e62vtdrsVw0Moa=w408-h306-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Selby+York+UK/@53.7835293,-1.0671947,14z",2026-02-10T22:45:36.635Z,,
https://www.google.com/maps/place/Thirsk+Health+Centre/data=!4m7!3m6!1s0x487eb740c1a48753:0x91e4caf54674454e!8m2!3d54.2309521!4d-1.3427092!16s%2Fg%2F1tmqfsm1!19sChIJU4ekwUC3fkgRTkV0RvXK5JE,Thirsk Health Centre,3.9,14,Medical clinic,"Health Centre, Chapel St, Thirsk YO7 1LG, United Kingdom","6MJ4+9W Thirsk, United Kingdom",http://thirskdoctorssurgery.co.uk/,+44 1845 440462,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AR3oaDBx4CzhxuNxfLL0iw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.02481&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Thirsk+York+UK/@54.233849,-1.341377,14z",2026-02-10T22:45:46.523Z,,
https://www.google.com/maps/place/Thirsk+Doctors+Surgery/data=!4m7!3m6!1s0x487eb740c6f926a5:0xa89581acbb3b1dc7!8m2!3d54.2310059!4d-1.3427237!16s%2Fg%2F1hc1d04gx!19sChIJpSb5xkC3fkgRxx07u6yBlag,Thirsk Doctors Surgery,3.8,37,Doctor,"Chapel St, Thirsk YO7 1LG, United Kingdom","6MJ4+CW Thirsk, United Kingdom",https://www.thirskdoctorssurgery.co.uk/,+44 1845 440462,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2Kv8STEtp4XSx9tS_0LJTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.7073&pitch=0&thumbfov=100,false,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,Closed,Closed,8 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Thirsk+York+UK/@54.233849,-1.341377,14z",2026-02-10T22:45:50.802Z,,
https://www.google.com/maps/place/Lambert+Medical+Centre/data=!4m7!3m6!1s0x487eb740f00b88fb:0xb400586118fe6c79!8m2!3d54.2312664!4d-1.3436002!16s%2Fg%2F1tfn2993!19sChIJ-4gL8EC3fkgReWz-GGFYALQ,Lambert Medical Centre,4.0,27,Medical clinic,"2 Chapel St, Thirsk YO7 1LU, United Kingdom","6MJ4+GH Thirsk, United Kingdom",http://www.lambertmedicalcentre.co.uk/,+44 1845 523157,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aqm748Uo332LI1K4sFTHjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.67891&pitch=0&thumbfov=100,false,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,Closed,Closed,8 am–6:30 pm,"https://www.google.com/maps/search/pediatrician+in+Thirsk+York+UK/@54.233849,-1.341377,14z",2026-02-10T22:45:55.239Z,,
