placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Mystic+Forests+Nursery+LLC/data=!4m7!3m6!1s0x86236315db73e78d:0xe5801dc5203bed76!8m2!3d30.085708!4d-92.027712!16s%2Fg%2F11w2g3kt6m!19sChIJjedz2xVjI4YRdu07IMUdgOU,Mystic Forests Nursery LLC,5.0,4,Plant nursery,,"127 Glenfield Dr, Youngsville, LA 70592, United States","3XPC+7W Youngsville, Louisiana, USA",,+1 337-573-9219,Closed · Opens 10 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9ryf8v0LR9mkkPnLAnFPm4OzLgYrHslW57JlwObutnHs_3FO9wUIMnSaJ-_rPvg1IGWdV0NWJhbG2bp1O8YAig59ZXUw17LMDT4_YaGhX0m6dgAN7oBJac4o8JHs6_BpUmekzDJPw25Gn=w408-h873-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–3 pm,Closed,Closed,10 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:01.573Z,Identifies as women-owned,,
https://www.google.com/maps/place/Cane+Row+Nursery+%26+Landscaping/data=!4m7!3m6!1s0x86237df85c388a5b:0x2f67b6483ee0cfa8!8m2!3d30.123319!4d-91.9775904!16s%2Fg%2F11rv5zcmbx!19sChIJW4o4XPh9I4YRqM_gPki2Zy8,Cane Row Nursery & Landscaping,4.7,68,Plant nursery,,"1500 S Bernard Rd, Broussard, LA 70518, United States","42FC+8X Broussard, Louisiana, USA",https://www.canerownursery.org/,+1 337-450-8854,"Closed · Opens 9 am

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGL3CZF-Z3QD1rpr_WRH-4KuA--Tp9UZlfTv0nUGCkwBrRGkXKPMrTKtCseevbux3P9GTmmYX8r2yYqKZqxWgBAYImGQeTNHu86HSELFP9dqqJycQgg7lcuT6mHy8UtEsB2iRk=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,Open 24 hours,9:30 am–5 pm,9:30 am–3:30 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:06.557Z,,,
"https://www.google.com/maps/place/Oliviers+Rain,+Drain+%26+Illuminate/data=!4m7!3m6!1s0x86249d697414dd53:0x61aad4ac2bedf6ad!8m2!3d30.0844155!4d-92.0301411!16s%2Fg%2F1vm7bttf!19sChIJU90UdGmdJIYRrfbtK6zUqmE","Oliviers Rain, Drain & Illuminate",4.8,53,Lawn sprinkler system contractor,,"4541 Verot School Rd, Youngsville, LA 70592, United States","3XM9+QW Youngsville, Louisiana, USA",http://www.whenwatermatters.com/,+1 337-981-1375,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZvIGGfgz2JHw4oWhIpSqMYVuFbnGY9x6Xz7xQQvnS26xaUFM6JR0By-q3tiNO9e7rQvfHzTb4ibpEufmKJxyp8wZ3CfbvyedHtcXYz9cDXp0lWZwGO4_rxqQowd6jyx2swHjp=w408-h443-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–3 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:11.341Z,,,
"https://www.google.com/maps/place/Native+Sun+Nursery+%26+Landscaping,+LLC/data=!4m7!3m6!1s0x862362103b52c133:0x35e4e64dc04d814e!8m2!3d30.1306365!4d-92.0547827!16s%2Fg%2F1tp_6rq4!19sChIJM8FSOxBiI4YRToFNwE3m5DU","Native Sun Nursery & Landscaping, LLC",4.4,101,Plant nursery,,"1401 E Broussard Rd, Lafayette, LA 70508, United States","4WJW+73 Lafayette, Louisiana, USA",https://nativesunnursery.com/,+1 337-857-0856,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcUIpxnuGXNjehUANV_DL_X-tPMR1FO-J9d03y3XVhHMTTFK4bz4HyI1Frzq1_7BM2K4CRcBrs_g2yq1VDyi_D-Nd6kLQnsfgsd6XuFTrCnN2Dj_rVI8VyhziubfoTnwkmaS1z=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:16.319Z,,,
https://www.google.com/maps/place/LA+Waste+Solutions/data=!4m7!3m6!1s0x862361f03aceaaab:0xb08f380ec1818bc8!8m2!3d30.1321582!4d-91.9893379!16s%2Fg%2F11p0vxkzdq!19sChIJq6rOOvBhI4YRyIuBwQ44j7A,LA Waste Solutions,4.9,32,Dumpster rental service,,"1801 Youngsville Hwy, Youngsville, LA 70592, United States","42J6+V7 Youngsville, Louisiana, USA",https://www.lawastesolutions.com/,+1 337-888-4951,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6veev47nzNohqnRXXjGbkKWWlDQPG89zeN4nXLhjSpJd3wbtrxEwIMuyYxJ9CgU0LAi4fiDFYprnJtSXT270AEGVMwVcublpWmtqtmRfFjn5ZJ8SVBi4UEhL26xhq2OuYb41OSg=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:21.340Z,,,
https://www.google.com/maps/place/Kent%27s+Nursery/data=!4m7!3m6!1s0x8623634c579a1abd:0xf3fb406aaa55c723!8m2!3d30.066623!4d-91.990717!16s%2Fg%2F1tftlkxf!19sChIJvRqaV0xjI4YRI8dVqmpA-_M,Kent's Nursery,5.0,1,Wholesale plant nursery,,"1230 Guillot Rd, Youngsville, LA 70592, United States","3285+JP Youngsville, Louisiana, USA",,+1 337-856-6716,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hwslRmqq8WSz1OV1NZToeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.6445&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:24.287Z,,,
https://www.google.com/maps/place/Girouard%27s+Nursery+%26+Greenhouses/data=!4m7!3m6!1s0x8624829fcbe58cf7:0x45ac03fbaf36c3fc!8m2!3d30.144857!4d-91.9661317!16s%2Fg%2F1tcvc7nd!19sChIJ94zly5-CJIYR_MM2r_sDrEU,Girouard's Nursery & Greenhouses,4.9,45,Plant nursery,,"402 S St Pierre St, Broussard, LA 70518, United States","42VM+WG Broussard, Louisiana, USA",,+1 337-837-6859,"Closed · Opens 8 am

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgp4l7MNcWVoVPBnfezKsPrJfcfSoSCggFjXln4gSoAKKFjEPaS14Uw1fcm7ppcDfF7jFFBYi9_fcXoCJO-A45OYI8NhuLJuWurY8QKW7YubAPBYfRVFjRI-N2bVupVCQxu7yw6w=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,9 am–3 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:29.359Z,,,
https://www.google.com/maps/place/Megan+Montgomery+Design/data=!4m7!3m6!1s0x8623638751843929:0xd1d73d2585842419!8m2!3d30.9373736!4d-91.40087!16s%2Fg%2F11h5vjx2yv!19sChIJKTmEUYdjI4YRGSSEhSU919E,Megan Montgomery Design,5.0,14,Landscape architect,,,,http://www.meganmontgomerydesign.com/,+1 337-280-6657,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1TJjjDNn2CTFnOzTIAYrPacUcxQEN_2WsopKrz0WTjDDweocLwLFjT2Rwfj6jTfWQEe-TEJsqOef_1A5akZxNZ1_EzwMKDgWACTOD7QtF-1PBXgUTImWHeS_Ye0Hy1LfO3WRKKJ_i-6k=w408-h544-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:34.459Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/The+One+Man+Team/data=!4m7!3m6!1s0x862362f7c37c6227:0xba479e5ef4b20c8c!8m2!3d30.1792776!4d-92.0275846!16s%2Fg%2F11cp2lww9f!19sChIJJ2J8w_diI4YRjAyy9F6eR7o,The One Man Team,5.0,16,Roofing contractor,,,,https://www.theonemanteamllc.com/,+1 337-856-8762,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9TW49ePM1ZFearwvwzkyqav8ps7hr0kUC3u6CgHQYJKEwQzEwLltHMkVWta3FLSs79UZOW8EN0aNRTGV4e8WuWVlVBpQo3NAHCB2RsGIhtUspZbSgcXWeGt_hqTMhvf9o-U2j=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:39.287Z,,,
https://www.google.com/maps/place/The+Grass+%26+Rock+Shoppe/data=!4m7!3m6!1s0x862362455a4f590b:0xc421c96a1f96fb31!8m2!3d30.108669!4d-92.0383109!16s%2Fg%2F1tfccjvb!19sChIJC1lPWkViI4YRMfuWH2rJIcQ,The Grass & Rock Shoppe,4.8,88,Landscaping supply store,· In-store pick-up · Delivery,"1800 E Milton Ave, Lafayette, LA 70508, United States","4X56+FM Lafayette, Louisiana, USA",http://www.grassandrockshoppe.com/,+1 337-856-0486,"Closed · Opens 7 am

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNQUbRr7u9Y4xXm9boYAPNxqkB_MqRXXHPuC9WCJbVcEcIrWeO8UWLLjrXdJGNB7dd4OK0oiLLPic-GO4v8dGK1CIVtRdpTB4M7i-7cN2k0T0TuOsBtI_8qrZDrsTyahy8sgXP0SCn-pkP=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–1 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:44.629Z,,,
https://www.google.com/maps/place/JLC+Lawn+Care+Services+LLC/data=!4m7!3m6!1s0x87ec55984dea444d:0xe0c4c1937bf07557!8m2!3d30.2414086!4d-92.103718!16s%2Fg%2F11w22j2hhl!19sChIJTUTqTZhV7IcRV3Xwe5PBxOA,JLC Lawn Care Services LLC,5.0,3,Lawn care service,,,,https://jlclawncareservices.com/,+1 337-573-8099,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzi4AMIItskKdVDQRzsAPh7hecfghkNsZjPcmKI4Oc6AFq4SQbfxnUENqGFpjHtIFNpcmw_pjniO3G5XtvlxbezpR6KM8OFyhQynOBLO_Oq425BlITHAHT-ZrkX05_6DhNR2U=w426-h240-k-no,true,7 am–6 pm,Closed,Closed,Closed,Closed,7 am–6 pm,Closed,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:49.705Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Logan%27s+Tree+Service/data=!4m7!3m6!1s0x862379cfc8887485:0x6bd287e1e2e22335!8m2!3d30.0215281!4d-91.8324589!16s%2Fg%2F11hr2md9dn!19sChIJhXSIyM95I4YRNSPi4uGH0ms,Logan's Tree Service,4.9,85,Tree service,,"1152 W Main St, New Iberia, LA 70560, United States","25C9+J2 New Iberia, Louisiana, USA",http://loganstreeservice.com/,+1 337-519-2248,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIqMyq6GwYO8suyqzCrHNc8-QSmjsLzj2YpKRRwf_XHkrrl022xDBdt24OZ6c-tjaRCesmOFd2ccsb9l7EZ_Aj1Hx8vlA2K2R9KY85Cm1e1MJH-HoKQiqiviB4iND1REoHP1Y-lfBPdN6_=w408-h541-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:54.894Z,,,
https://www.google.com/maps/place/Falgout+Grace+Construction/data=!4m7!3m6!1s0x2bebb81d79e4cfcb:0x27586b5174e8d54a!8m2!3d30.2091376!4d-92.0395585!16s%2Fg%2F11yzyw6vsx!19sChIJy8_keR246ysRStXodFFrWCc,Falgout Grace Construction,,,Contractor,,,,https://www.falgoutgraceconstruction.com/,+1 337-315-7142,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFv9Pu5smwTygCsHt3MNwoxEc7gh3QDX2_JIZd2kQliIrvJbTfroGE2AS2mgOOMk-Hd8Z6AfPkND3JPYLz3jHCoNANhJvjvoJ4r97itjMsVe1W0MHBENiUX8mYIVwienjrglMGT1P91q13V=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:20:59.497Z,,,
https://www.google.com/maps/place/Acadiana+Landscape+Materials+LLC/data=!4m7!3m6!1s0x86237d6755bf6f67:0xa86899641803b623!8m2!3d30.1661694!4d-91.994442!16s%2Fg%2F1tdgkmbp!19sChIJZ2-_VWd9I4YRI7YDGGSZaKg,Acadiana Landscape Materials LLC,5.0,45,Landscaper,,,,https://acadianalm.com/,+1 337-573-7222,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEooFwGR4XZQsxIjmU-rVxd-BROJ6mYxLyD8MQIJla73wtHbv2wP18JVVt7WCBoC6fGspdPdD4TZtnhTn-JDnWqbShRNwcsBZlX-gk63aMPWMq8e19uCPmBST3dLn3HQq5SC6gr=w447-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:04.270Z,,,
https://www.google.com/maps/place/MORESI+%26+CO.+PROPERTY+DEVELOPMENT/data=!4m7!3m6!1s0x8f69751c9d3a23c7:0xcd9e310c1c9ce492!8m2!3d30.0376172!4d-91.7324223!16s%2Fg%2F11t0w950tf!19sChIJxyM6nRx1aY8RkuScHAwxns0,MORESI & CO. PROPERTY DEVELOPMENT,5.0,83,Tree service,,"7701 Loreauville Rd, New Iberia, LA 70563, United States","27Q9+22 New Iberia, Louisiana, USA",https://moresiandcotreepro.com/,+1 337-256-9648,"Open 24 hours

Confirmed by this business 7 days ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7-gl_lKpSMwo5jfS3PKwX7TLG7igqGsHmv2ahFvg-kUlGsBL1yNAH0jgTbSIT_IQBdMqlaRMAqLLJ19Phuios0qKpcYRwQohfjaZHTjwI2p0AkFX0P5xv5tX_k-33EoA7_g2V4I5bJG8=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:09.095Z,,,
https://www.google.com/maps/place/Chris%E2%80%99s+Outdoor+Services/data=!4m7!3m6!1s0x86237d9239cd224f:0xc8b88385ee8a2cab!8m2!3d30.2092725!4d-92.0951094!16s%2Fg%2F11lfhf1p4g!19sChIJTyLNOZJ9I4YRqyyK7oWDuMg,Chris’s Outdoor Services,5.0,15,Lawn care service,,,,http://www.chrissoutdoorservices.com/,+1 337-315-7122,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEmU7W31yhMIQ5GkchNL9VAA-_zU9pjQFddtj2VBJASebnAUqAcmyCX-288SiSFMPqHKqcVTLy9fM2U6da4rxORduVAimW8kqnl_6ojacHD5BF_RNfYp1lfVTAtLVWzI70grdpG=w408-h270-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:14.101Z,,,
https://www.google.com/maps/place/Knight%27s+Precision+Cuts/data=!4m7!3m6!1s0x86249bfa744b4a0b:0x18bd821be89ed407!8m2!3d30.218762!4d-92.0052904!16s%2Fg%2F11ffw6nbxr!19sChIJC0pLdPqbJIYRB9Se6BuCvRg,Knight's Precision Cuts,4.5,53,Landscape designer,,,,https://knightsprecisioncutsllc.com/,+1 337-288-7077,Closed · Opens 6 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKdxk2E_xK4j46g7ZPjFd1kTXjpGmAFeTzdyIdn1T18-SybvsuxOoJVqT4GtS1RZwHfKfd3TbYpqepT_tfxx2QIkeyoWjbNGIBLe5aqKDTRmtBPzm2TFrMOUWG6V33FVkLPugv=w408-h306-k-no,true,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,Closed,6 am–7 pm,6 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:19.046Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Primeaux%27s+Handyman+Services/data=!4m7!3m6!1s0x862363f4d96c5ce3:0x4a97fcf86ba231ea!8m2!3d30.23822!4d-92.0844035!16s%2Fg%2F11hzfpz20l!19sChIJ41xs2fRjI4YR6jGia_j8l0o,Primeaux's Handyman Services,5.0,23,Handyman/Handywoman/Handyperson,,,,http://primeauxshandymanservices.com/,+1 337-935-2211,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhhplB3xie78LAM2caAIicwOodudgNl-WqH_SBy604d2ao2tkcy5M4-vRY2466r_sLNdMtPgGrP0EcUJohklOM3wicaIldQK4PD9RzbcYeK28iJKPZKrRoEceNxfvSeA7-eg8=w408-h544-k-no,true,9 am–6 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:23.901Z,,,
"https://www.google.com/maps/place/Aromatic+Infusions,+LLC/data=!4m7!3m6!1s0x862362d30cb7af9d:0x161f8152acfd1c14!8m2!3d30.1050104!4d-91.9902411!16s%2Fg%2F11bv30hqcq!19sChIJna-3DNNiI4YRFBz9rFKBHxY","Aromatic Infusions, LLC",4.9,114,Aromatherapy supply store,· In-store shopping · Kerbside pickup · Delivery,"514 Lafayette St, Youngsville, LA 70592, United States","4245+2W Youngsville, Louisiana, USA",https://www.aromaticinfusions.com/,+1 337-573-7024,"Closed · Opens 9 am

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzl6SmmZHmDo-7Q6xCQLdX0UHn2fzw_ACrPKSyLVym2JPFU_2qGgHxdte2yIvJrrLG_EFC9jXpC49DJS3YvkiNiQuB54_MoDu2owbUaTcUv7UN9WEQVCGqNCxoC05mhvuDWfTQ=w408-h554-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:29.254Z,Identifies as women-owned,,
https://www.google.com/maps/place/Preferred+Tree+Healthcare/data=!4m7!3m6!1s0x8624f282ae85d539:0xd0cb6995ce73e1d6!8m2!3d30.11988!4d-92.106875!16s%2Fg%2F1pv6z4gln!19sChIJOdWFroLyJIYR1uFzzpVpy9A,Preferred Tree Healthcare,4.8,42,Tree service,,,,https://preferredtreehealthcare.com/,+1 337-319-3852,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGc22hzzb73v5xMf8POhLA6nW_oZqSRVkOfTuLt-XaiwqpntSykV3HOYaIsnpsFkdDKx1seorqy0X7KDPFgyXeIp8-WrZfhUcX9_E3xahL6nFchh7Wo3PMvw9vYHTHqj3KxQkGPcg=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:34.209Z,,,
https://www.google.com/maps/place/Grandscapes/data=!4m7!3m6!1s0x8623626605c49efd:0xf62bc65e3bded3fe!8m2!3d30.218762!4d-91.9992226!16s%2Fg%2F119ttv4tp!19sChIJ_Z7EBWZiI4YR_tPeO17GK_Y,Grandscapes,5.0,15,Landscaper,,,,https://www.grandscapesla.com/,+1 337-446-6335,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtcEyDi9rc6tzx3uOlwjlDUhluxIhR_LeDuLA8uLNLvQf5OrXw_YFQRzS41tkybklX0f1yr5kXZNFul7ih-qZ-J08ZayQn1CxcGu5mYn-4r_k4rYhOQOGndPcyUWm4DhxXpb4z=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:39.128Z,,,
https://www.google.com/maps/place/Pristine+Lawn+%26+Landscaping/data=!4m7!3m6!1s0x862363b5d31c85f9:0x55aca39cff2f10ab!8m2!3d29.9868481!4d-91.9211515!16s%2Fg%2F11btx0cx1m!19sChIJ-YUc07VjI4YRqxAv_5yjrFU,Pristine Lawn & Landscaping,4.8,36,Landscaper,,,,https://www.pristinelandscaper.com/,+1 337-207-7526,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9RZ-xmbaqDzZ7r6UzoIJmQ4QiFznHIFJ-NSDnojF5hHh1Roj4b4sB3G1hISUxzCf3ZEfwmkIO7L7sBVWrVz58c_estbw58Vl1oxrU3FpQH9LKXAQFPlF6GqgexULmiv0iXha7=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:43.824Z,,,
https://www.google.com/maps/place/Grass+Roots+Landscape+Company/data=!4m7!3m6!1s0x86249dd4e668ff89:0xce4b816928a2fe8a!8m2!3d30.166736!4d-91.996266!16s%2Fg%2F11k541s4wv!19sChIJif9o5tSdJIYRiv6iKGmBS84,Grass Roots Landscape Company,4.9,9,Landscaper,,"124 Beau Pre Rd, Lafayette, LA 70508, United States","5283+MF Lafayette, Louisiana, USA",https://grassroots-landscape.com/,+1 337-232-5967,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH26MgNcPDzMT9XOR4ZAZh4sz9qkGisbw63g2c1kDAF0jg9jmvJNcdvzors9c24thDUXtk_leVCiArFr89IVJDYmwKLrrSzqQ0JYJ29SRW4x1dXBVk1K6nRwfMY1zABxMLhe5zj=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:48.755Z,,,
"https://www.google.com/maps/place/SIMPLE+LAWN+%26+LANDSCAPING,+TREE+SERVICES,+AND+BUSHHOGGING/data=!4m7!3m6!1s0x8624818435779977:0x6d7f3daea05d75d1!8m2!3d30.556446!4d-91.4708834!16s%2Fg%2F11m4417kjh!19sChIJd5l3NYSBJIYR0XVdoK49f20","SIMPLE LAWN & LANDSCAPING, TREE SERVICES, AND BUSHHOGGING",5.0,25,Lawn care service,,,,http://www.simplelawnsandlandscaping.com/,+1 337-303-2510,Closed · Opens 6 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAESfMadm4m2TRrV6i8KcKTMGlRGoMt_dgFnPBHzV4mWS8RSEivVxq2jLOchaaDuSZ5_iBmqBBNZnG37MbnFS4EVb3W2RZrF4BAKApc_MYueZrL_BktbeYNfvzvOFG8Wjm7oCuHT=w408-h306-k-no,true,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,Closed,6 am–8 pm,6 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:53.475Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Doucet%E2%80%99s+Lawn+Care+and+Landscape+LLC/data=!4m7!3m6!1s0x862361f8cca45695:0x15930b753f4bc056!8m2!3d30.1039695!4d-92.0836665!16s%2Fg%2F11fjn3p5bw!19sChIJlVakzPhhI4YRVsBLP3ULkxU,Doucet’s Lawn Care and Landscape LLC,5.0,69,Landscaper,,"6540 LA-92, Maurice, LA 70555, United States","4W38+HG Maurice, Louisiana, USA",http://doucetsllc.com/,+1 337-654-5274,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHN9eyjHbX-rpxRCf-E2DHXayx2Bn1vi5NRYlDu-jBJWYQ7Y8in1G5BV2Z1qBPcneIy4Nr2cVWZaovQkmqQz1_wSyRh4oyWHf1jEEvkXfVmye8E_WbTGsNXZEuoFag3oDKP5KpDnpb7elF0=w408-h494-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Youngsville+Lafeyette+LA/@30.0996471,-91.9901206,14z",2026-04-29T06:21:58.407Z,,,
