placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,attributes
https://www.google.com/maps/place/T-Mobile+Authorized+Retailer/data=!4m7!3m6!1s0x89b0785074fe4597:0xf5d9da2d6d123ef3!8m2!3d37.0662432!4d-76.4913988!16s%2Fg%2F11dyx812kh!19sChIJl0X-dFB4sIkR8z4SbS3a2fU,T-Mobile Authorized Retailer,4.4,122,Cell phone store,"12368 Warwick Blvd Unit 104, Newport News, VA 23606, United States","3G85+FC Newport News, Virginia, USA",https://www.t-mobile.com/stores/bd/t-mobile-newport-news-va-23606-331d?utm_source=google&utm_medium=lastmile&utm_campaign=331D,+1 757-598-5060,"Open ⋅ Closes 8 pm

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP5jKdwVuzPVA-72vTWpiNbR8AgF0rar6u82-pE=w408-h426-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newport+News+VA/@37.0870821,-76.4730122,14z",2025-10-28T19:19:40.131Z,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,11 am–6 pm,10 am–8 pm,LGBTQ+ friendly,"Wireless provider offering cell phones, data plans, Internet devices & accessories. · In-store shopping · In-store pick-up"
https://www.google.com/maps/place/CW+Employee+Parking/data=!4m7!3m6!1s0x89b089a76e3bb183:0x988c95144e55d0da!8m2!3d37.2671903!4d-76.7027926!16s%2Fg%2F11bxb9x_b9!19sChIJg7E7bqeJsIkR2tBVThSVjJg,CW Employee Parking,5.0,4,Parking lot,"National Center for State Courts, 300 Newport Ave, Williamsburg, VA 23185, United States","778W+VV Williamsburg, Virginia, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZpI8fpALH54qCWmwLSmkVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.078617&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newport+News+VA/@37.0870821,-76.4730122,14z",2025-10-28T19:19:42.912Z,,,,,,,,,
https://www.google.com/maps/place/Newport+News+Police+Training+Academy/data=!4m7!3m6!1s0x89ba9d6eea15cc8f:0x90c213518b657515!8m2!3d37.1227467!4d-76.5314762!16s%2Fg%2F11h0b9v4l5!19sChIJj8wV6m6duokRFXVli1ETwpA,Newport News Police Training Academy,,,Police academy,"Police Training Academy, 13785 Warwick Blvd, Newport News, VA 23602, United States","4FF9+3C Newport News, Virginia, USA",https://www.nnva.gov/555/Join-the-NNPD-Team,+1 757-928-4150,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nPwV0NegReBkgt2zmSqGmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.54236&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newport+News+VA/@37.0870821,-76.4730122,14z",2025-10-28T19:19:45.709Z,,,,,,,,,
"https://www.google.com/maps/place/Salon+403,+LLC/data=!4m7!3m6!1s0x89b078f2f10cfaab:0xa3c8883131ff115!8m2!3d37.0820184!4d-76.4809494!16s%2Fg%2F1whdk6x3!19sChIJq_oM8fJ4sIkRFfEfE4OIPAo","Salon 403, LLC",5.0,37,Hair salon,"11745 Jefferson Ave, Newport News, VA 23606, United States","3GJ9+RJ Newport News, Virginia, USA",http://www.salon403.com/,+1 757-595-4430,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPkre0rJn9Rc4BGkLZzXuhtJTUOy9HzptpM45e0=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newport+News+VA/@37.0870821,-76.4730122,14z",2025-10-28T19:19:50.692Z,10 am–6 pm,Closed,10 am–6 pm,10 am–6 pm,8 am–4 pm,Closed,Closed,,
https://www.google.com/maps/place/Newport+News+Codes+Compliance/data=!4m7!3m6!1s0x89ba9da3c9aef9e9:0xde345018e66b3ab8!8m2!3d36.9772849!4d-76.4301687!16s%2Fg%2F1x5fc7zt!19sChIJ6fmuyaOduokRuDpr5hhQNN4,Newport News Codes Compliance,2.6,15,City government office,"2400 Washington Ave, Newport News, VA 23607, United States","XHG9+WW Newport News, Virginia, USA",https://www.nnva.gov/441/Codes-Compliance,+1 757-933-2311,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q-XmhS0liVESt9qhV0KUxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.89937&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newport+News+VA/@37.0870821,-76.4730122,14z",2025-10-28T19:19:55.627Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,,
https://www.google.com/maps/place/Mid+Atlantic+Parking+Services+Inc+%28MAPS+PARKING%29/data=!4m7!3m6!1s0x89b7b3e17fe03819:0xdac8bf3e22e9ef5b!8m2!3d38.8054815!4d-77.0443117!16s%2Fg%2F1tghqgnm!19sChIJGTjgf-Gzt4kRW-_pIj6_yNo,Mid Atlantic Parking Services Inc (MAPS PARKING),2.3,4,Parking garage,"123 N Pitt St suite 325, Alexandria, VA 22314, United States","RX44+57 Alexandria, Virginia, USA",http://mapsparking.com/,+1 703-379-4384,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJnt-q6iy2DwsdN_hS89ZNDF3uN7vTsp4c90dwj8NC_tlaAFxMeAP6uZjFh_6UcURmQrpre3YVdfqZQ-8jEE8hFgeKhHh_buZdNWjMquCHZatabzlAN9NG9IUL0KPCzf5SMNtw=w408-h408-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:12.276Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Republic+Parking+System/data=!4m7!3m6!1s0x89b7b05800320529:0x61b9809d224b24fa!8m2!3d38.8042759!4d-77.0449934!16s%2Fg%2F11_pr01gg!19sChIJKQUyAFiwt4kR-iRLIp2AuWE,Republic Parking System,3.6,34,Parking garage,"111 S Pitt St, Alexandria, VA 22314, United States","RX34+P2 Alexandria, Virginia, USA",http://www.republicparking.com/,+1 703-739-9650,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dH3MoAV3FxEcI685EiVyhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.73346&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:15.091Z,,,,,,,,,
https://www.google.com/maps/place/Colonial+Parking/data=!4m7!3m6!1s0x89b7b0edf9280ca7:0x6872ef4dfa190a1!8m2!3d38.8144321!4d-77.0388895!16s%2Fg%2F11b908fh80!19sChIJpwwo-e2wt4kRoZCh3_QuhwY,Colonial Parking,3.7,3,Parking garage,"44 Canal Center Plaza, Alexandria, VA 22314, United States","RX76+QC Alexandria, Virginia, USA",https://www.ecolonial.com/park-with-us/parking-locator/?detail=1&loc=en&id=1129,+1 703-746-9704,"Open ⋅ Closes 8 pm

Updated by others 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPXHkjq8pTb5SVBjKjZbkFP4pyj4cL8YMAm2UQ=w408-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:20.180Z,6:30 am–8 pm,6:30 am–8 pm,6:30 am–8 pm,6:30 am–8 pm,Closed,Closed,6:30 am–8 pm,,
https://www.google.com/maps/place/Hotel+AKA+Alexandria+Parking+%28Propark%29/data=!4m7!3m6!1s0x89b7b1cfb975153b:0xaf221b35db7e1ab9!8m2!3d38.8154508!4d-77.0432235!16s%2Fg%2F11y3h68kvr!19sChIJOxV1uc-xt4kRuRp-2zUbIq8,Hotel AKA Alexandria Parking (Propark),5.0,1,Valet parking service,"625 First St, Alexandria, VA 22314, United States","RX84+5P Alexandria, Virginia, USA",https://www.propark.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QLj3GhDnXt8RN7yooSNWaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.002216&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:23.918Z,,,,,,,,,
https://www.google.com/maps/place/Colonial+Parking/data=!4m7!3m6!1s0x89b7b0564c82710f:0x9c712fdd5954780a!8m2!3d38.8031261!4d-77.0483088!16s%2Fg%2F11g7_58rqk!19sChIJD3GCTFawt4kRCnhUWd0vcZw,Colonial Parking,3.7,6,Parking garage,"277 S Washington St, Alexandria, VA 22314, United States","RX32+7M Alexandria, Virginia, USA",https://www.ecolonial.com/park-with-us/parking-locator/?detail=1&loc=en&id=1113,,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMBToXPj3hyMQ2cbLxGuKrvJqoepM6p_ZbFcnZR=w408-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:29.058Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,7 am–7 pm,,
https://www.google.com/maps/place/Market+Square+Garage/data=!4m7!3m6!1s0x89b7b1a1570c579f:0x9f5a656a21da76dc!8m2!3d38.804923!4d-77.04301!16s%2Fg%2F11v5sbxwh6!19sChIJn1cMV6Gxt4kR3HbaIWplWp8,Market Square Garage,3.2,5,Parking garage,"108 N Fairfax St, Alexandria, VA 22314, United States","RX34+XQ Alexandria, Virginia, USA",https://www.alexandriava.gov/parking/parking-in-old-town-alexandria,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKrn8D2FNJyyT2BPpAhtlbNjd6Ay72VO4SHFeqKMyNR7mVXnUD-wZhTTcN8FNiRs32BSgxbEo4L_rts6CfaT_GlQUSiqnpr6qpUeVby9_HnyTodgYdivW-BZppBfm5b1VWdJz5=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:31.970Z,,,,,,,,,
https://www.google.com/maps/place/Courthouse+Square/data=!4m7!3m6!1s0x89b7b057fc71ab23:0x928e2d2bb2cc0716!8m2!3d38.8042341!4d-77.0454159!16s%2Fg%2F11jz5g0mhh!19sChIJI6tx_Fewt4kRFgfMsistjpI,Courthouse Square,3.3,4,Parking lot,"111 S Pitt St, Alexandria, VA 22314, United States","RX33+MR Alexandria, Virginia, USA",,+1 202-265-0010,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dH3MoAV3FxEcI685EiVyhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.73117&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:34.916Z,,,,,,,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x89b7b1fc7a53b615:0xf289595b5001c7e3!8m2!3d38.8046475!4d-77.0650137!16s%2Fg%2F11v0rlfzww!19sChIJFbZTevyxt4kR48cBUFtZifI,SP+ Parking,5.0,1,Parking garage,"300 Englehardt Ln, Alexandria, VA 22314, United States","RW3M+VX Alexandria, Virginia, USA",https://parking.com/national/lot/2051-jamieson?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-VA,+1 703-465-4984,"Open ⋅ Closes 6 pm

Confirmed by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MJpyTKNXehbxcP21oIFFTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.086903&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:39.567Z,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,6 am–6 pm,,
https://www.google.com/maps/place/Park+Me/data=!4m7!3m6!1s0x89b7b0f613cef837:0x936dfb95e05b9f12!8m2!3d38.8049859!4d-77.0402122!16s%2Fg%2F11f0l240h9!19sChIJN_jOE_awt4kREp9b4JX7bZM,Park Me,1.0,4,Parking garage,"140 N Union St, Alexandria, VA 22314, United States","RX35+XW Alexandria, Virginia, USA",https://www.spotangels.com/#id=296718197&?ref=google_maps_website,+1 202-527-3639,Open ⋅ Closes 1 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=10pEScFvI63fFuZkCVwHdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.34198&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:44.582Z,7 am–1 am,7 am–1 am,7 am–1 am,7 am–3 am,8 am–3 am,8 am–12 am,7 am–1 am,,
https://www.google.com/maps/place/St.+George+Garage/data=!4m7!3m6!1s0x89b7b07487e01077:0x7c45d95e23d7cdee!8m2!3d38.7830856!4d-77.0151127!16s%2Fg%2F11gr2cf96d!19sChIJdxDgh3Swt4kR7s3XI17ZRXw,St. George Garage,3.7,38,Parking garage,"251 Mariner Passage, Oxon Hill, MD 20745, United States","QXMM+6X Oxon Hill, Maryland, USA",,+1 888-758-4389,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx4TMK7bR1S0T2juTi4Qoi8aPASi_jnjzz4XDR62f5jlTH9goojgS1dzHMIGQ33vNsT0RoI1mPqzuxjNeU6D4DX7mj9q3w0L_jBOauU1iBa9KIr-Q8mfc1Z6y_gFGdte1C7Duw=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:50.193Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Gaylord+National+Valet-Parking+Garage/data=!4m7!3m6!1s0x89b7b1b45af7461f:0x45f44e1a3bfad0da!8m2!3d38.7802556!4d-77.0151392!16s%2Fg%2F11g1d496w0!19sChIJH0b3WrSxt4kR2tD6OxpO9EU,Gaylord National Valet-Parking Garage,3.9,9,Parking garage,"Oxon Hill, MD 20745, United States","QXJM+4W Oxon Hill, Maryland, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2OfgQHMUUxEJmEN_NnTZM5ttf2RYc0nbEVH25EmOtnsCUKRPfq2o9OtwFOUNpPubFFiFzf9k8Zg3pXT3EzVsJogVbsrPjUDobB3qdpdst2xxqwBp2WYLzCnysqNKrAJITeCcv9g=w519-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:53.662Z,,,,,,,,,
https://www.google.com/maps/place/Star+Entrance/data=!4m7!3m6!1s0x89b7b142a81910a3:0xdae31fb080029091!8m2!3d38.7806355!4d-77.0148956!16s%2Fg%2F11j7d1h1rj!19sChIJoxAZqEKxt4kRkZACgLAf49o,Star Entrance,3.5,21,Parking garage,"240 St George Blvd, Oxon Hill, MD 20745, United States","QXJP+72 Oxon Hill, Maryland, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRklarGb1L7FLhRMMviu-3O3Jfcvb3Jv2aNDZjZ1snGs10RCLJlQTQvnWPKqpP-HJUH8ofCdw9K7PKpptEtqR46pPt5Rijmq3pPF37ZqHpHPE5s_i2QsGV9va30qxCa6wbdn0=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:20:58.838Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Mariner+Garage/data=!4m7!3m6!1s0x89b7b0747e96ed8f:0x7b739064bec71e66!8m2!3d38.7839766!4d-77.0166637!16s%2Fg%2F1tnpg9_v!19sChIJj-2WfnSwt4kRZh7HvmSQc3s,Mariner Garage,2.9,73,Parking garage,"164 Mariner Passage, Oxon Hill, MD 20745, United States","QXMM+H8 Oxon Hill, Maryland, USA",https://parking.com/washington-dc/lot/national-harbor-mariner-garage,+1 301-567-2277,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz4QlxqAP9Rzab5goxLa2JJyc6BWkJ2_B6vwBWGO8azh6BbRL_vRit4DEs2owze0bg1PTx1nVpfhA9mjirS2gO62AXsT2PWp7Ms0xUVG-BL7-U9C5hqZWL-GzCfqeBJm0x2Qfs=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:21:01.817Z,,,,,,,,,
https://www.google.com/maps/place/Fleet+Garage/data=!4m7!3m6!1s0x89b7b1d89b7d5be9:0x68a6c9b519afc86d!8m2!3d38.7848973!4d-77.0147271!16s%2Fg%2F11fsnb3n00!19sChIJ6Vt9m9ixt4kRbcivGbXJpmg,Fleet Garage,3.0,33,Parking garage,"Fleet St, Oxon Hill, MD 20745, United States","QXMP+X4 Oxon Hill, Maryland, USA",https://parking.com/washington-dc/lot/150-potomac-passage,+1 301-567-2277,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLzQP4WMUU1_49wdxhlhqqhDe0ZKVvw820WONaTY2IrfSRYQz6hNCOGNjpB3dNS_AFNf7ngONZrAvIbWh7dZqkSlMJhxDRK871W9ZaeFSOlzOA3DsYT0_erAjDFZtqVkKGNf5l=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:21:06.831Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/AC+Hotel+by+Marriott+National+Valet/data=!4m7!3m6!1s0x89b7b161eeea71c5:0xb630f1196935fc6b!8m2!3d38.7842906!4d-77.016388!16s%2Fg%2F11g192lts4!19sChIJxXHq7mGxt4kRa_w1aRnxMLY,AC Hotel by Marriott National Valet,5.0,2,Parking garage,"162 Waterfront St, Oxon Hill, MD 20745, United States","QXMM+PC Oxon Hill, Maryland, USA",https://www.spotangels.com/#id=296718643&?ref=google_maps_website,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cXPwJhp6302Ort4kx9hxgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.52219&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:21:12.042Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x89b7b183f73635c1:0x17aea599c05e876a!8m2!3d38.7817241!4d-77.0135791!16s%2Fg%2F11vbmvk06s!19sChIJwTU294Oxt4kRaodewJmlrhc,SP+ Parking,3.1,11,Parking garage,"204 Waterfront St, Oxon Hill, MD 20745, United States","QXJP+MH Oxon Hill, Maryland, USA",https://parking.com/washington-dc/lot/plateau-lot?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-MD,+1 301-567-2277,"Open 24 hours

Confirmed by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ouduafrgYVtEXCs532F9GA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.036118&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:21:17.137Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Parking+At+National+Harbor/data=!4m7!3m6!1s0x89b7b071548fe03b:0x66874608c274b66b!8m2!3d38.7860895!4d-77.0162788!16s%2Fg%2F11cssxvyk_!19sChIJO-CPVHGwt4kRa7Z0wghGh2Y,Parking At National Harbor,3.3,19,Parking lot,"149 National Plaza, Oxon Hill, MD 20745, United States","QXPM+CF Oxon Hill, Maryland, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDieCpI9QqHM_dM7cb0LgLjJ4YIsGs50b8H7PrRMBGwSSAOykIxg0c6aCfXNCiEGJIwfgRNTdDWtDG04Eei08plNsykYZav-mXfFCXXvkrbS-KR2exjYo0XB7tHFhLFGeLLEIN=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:21:19.993Z,,,,,,,,,
"https://www.google.com/maps/place/Carlyle+Tower,+powered+by+cove/data=!4m7!3m6!1s0x89b7b1a4226aaaab:0x4a62abdcbf5ead4a!8m2!3d38.8017428!4d-77.0723839!16s%2Fg%2F11f5hkbf28!19sChIJq6pqIqSxt4kRSq1ev9yrYko","Carlyle Tower, powered by cove",4.5,15,Coworking space,"2461 Eisenhower Ave, Alexandria, VA 22331, United States","RW2H+M2 Alexandria, Virginia, USA",https://www.carlyletower.com/,+1 703-646-8564,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP-m0g2DwPqPaCyXIfF5lbRG6Ziwcnvo8gL7-nS=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:21:24.965Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,LGBTQ+ friendly,
https://www.google.com/maps/place/Hyatt+Centric+Old+Town+Alexandria/data=!4m10!3m9!1s0x89b7b11d2a12aef7:0x988f354cfddd671!5m2!4m1!1i2!8m2!3d38.8065371!4d-77.0576588!16s%2Fg%2F11gm80b1dh!19sChIJ964SKh2xt4kRcdbdz1TziAk,Hyatt Centric Old Town Alexandria,4.2,356,,"1625 King St, Alexandria, VA 22314, United States","RW4R+JW Alexandria, Virginia, USA",https://www.hyatt.com/hyatt-centric/en-US/iadct-hyatt-centric-old-town-alexandria?src=corp_lclb_google_seo_iadct&utm_source=google&utm_medium=organic&utm_campaign=lmr,+1 703-548-1050,,https://lh3.googleusercontent.com/p/AF1QipMZxWRi3wacLVV-fBvNDS8VicindyDiF111kGW9=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:21:28.510Z,,,,,,,,,
"https://www.google.com/maps/place/Morrison+House+Old+Town+Alexandria,+Autograph+Collection/data=!4m10!3m9!1s0x89b7b05621febf5b:0x658ebadb697909e2!5m2!4m1!1i2!8m2!3d38.8046162!4d-77.0490323!16s%2Fg%2F1td4w4p9!19sChIJW7_-IVawt4kR4gl5adu6jmU","Morrison House Old Town Alexandria, Autograph Collection",4.4,403,,"116 S Alfred St, Alexandria, VA 22314, United States","RX32+R9 Alexandria, Virginia, USA",https://www.marriott.com/en-us/hotels/wasmh-morrison-house-old-town-alexandria-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 703-838-8000,,https://lh3.googleusercontent.com/p/AF1QipP_XGSp5FtTyQ0NltAFWORjn6OWOIMpU3CL1Wsj=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:21:31.943Z,,,,,,,,,
https://www.google.com/maps/place/Archer+Hotel+Old+Town+Alexandria/data=!4m10!3m9!1s0x89b7b0ff8581c0cb:0xdecbf5ddf12c6f3d!5m2!4m1!1i2!8m2!3d38.8061413!4d-77.0567005!16s%2Fg%2F1tzlzvv9!19sChIJy8CBhf-wt4kRPW8s8d31y94,Archer Hotel Old Town Alexandria,4.3,971,,"1600 King St, Alexandria, VA 22314, United States","RW4V+F8 Alexandria, Virginia, USA",https://archerhotel.com/alexandria?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 703-894-3434,,https://lh3.googleusercontent.com/p/AF1QipNSfzEmzN2_Z-cAwTQb7pNit8zl9jYWclLViYZR=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:21:35.897Z,,,,,,,,,
"https://www.google.com/maps/place/Professional+Valet+Parking/@38.8115132,-77.1286518,17z/data=!3m1!4b1!4m6!3m5!1s0x89b7b35fa303d05d:0x9c6360b214c01bf!8m2!3d38.8115132!4d-77.1286518!16s%2Fg%2F11vs8tnr45",Professional Valet Parking,5.0,6,Valet parking service,"125 S Reynolds St #204, Alexandria, VA 22304, United States","RV6C+JG Alexandria, Virginia, USA",https://professionalvaletparking.com/,+1 571-686-5129,Open ⋅ Closes 5 pm,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Alexandria+VA/@38.804693,-77.0435257,14z",2025-10-28T19:21:43.194Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,,
"https://www.google.com/maps/place/Property+Maintenance+%26+Zoning+Enforcement+Division/@37.0298687,-76.3452218,14z/data=!4m6!3m5!1s0x89ba84b9073e62ad:0x48eb9b772b698328!8m2!3d37.028737!4d-76.3431315!16s%2Fg%2F1twy_fyp",Property Maintenance & Zoning Enforcement Division,1.0,4,City government office,"22 Lincoln St, Hampton, VA 23669, United States","2MH4+FP Hampton, Virginia, USA",,+1 757-727-8311,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rLuKhKKximoDq7nQ_i6hkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.6687&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hampton+VA/@37.0298687,-76.3452218,14z",2025-10-28T19:21:50.028Z,,,,,,,,,
