placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,isBlackOwned,attributes,error
https://www.google.com/maps/place/Joseph+Hegarty/data=!4m7!3m6!1s0x8713501af4699b53:0x305664f7ff4f9ea2!8m2!3d38.8743791!4d-104.8554295!16s%2Fg%2F11qgb7vmq8!19sChIJU5tp9BpQE4cRop5P__dkVjA,Joseph Hegarty,5.0,9,Otolaryngologist,"2950 Professional Pl #100, Colorado Springs, CO 80904, United States","V4FV+QR Colorado Springs, Colorado, USA",https://www.springsear.com/,+1 719-667-1327,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rCh08hHBD2oHSiUPNUwVdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.14545&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:10:35.936Z,,,,,,,,,,
https://www.google.com/maps/place/Connected+Nutrition/data=!4m7!3m6!1s0x4da51eff52d91423:0x2921771cbf9a49c3!8m2!3d38.8426077!4d-104.8199444!16s%2Fg%2F11rwlc99j7!19sChIJIxTZUv8epU0Rw0mavxx3ISk,Connected Nutrition,,,Dietitian,"224 E Willamette Ave Suite 5, Colorado Springs, CO 80903, United States","R5VJ+22 Colorado Springs, Colorado, USA",https://www.connectednutrition.net/,+1 719-445-9827,,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oSHw5gwuZpCw9ZTMZKyJig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.45612&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:10:38.618Z,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Brett+C.+Fouss,+DO/data=!4m7!3m6!1s0x8713452312644c91:0xa38de66756fbbec4!8m2!3d38.8321414!4d-104.8240515!16s%2Fg%2F1th28w0r!19sChIJkUxkEiNFE4cRxL77VmfmjaM","Dr. Brett C. Fouss, DO",3.0,2,Psychiatrist,"102 S Tejon St Suite 1100, Colorado Springs, CO 80903, United States","R5JG+V9 Colorado Springs, Colorado, USA",,+1 719-757-1158,,,https://lh3.googleusercontent.com/p/AF1QipOfXRGN81Tat0IlF-FXV8j-CeQCfN3k77vFVGfz=w408-h242-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:10:41.263Z,,,,,,,,,,
https://www.google.com/maps/place/Select+Physical+Therapy+-+Garden+of+the+Gods/data=!4m7!3m6!1s0x8713501faacf5edd:0xc8c59dc522b878ea!8m2!3d38.8808596!4d-104.8482076!16s%2Fg%2F1tv24ls9!19sChIJ3V7Pqh9QE4cR6ni4IsWdxcg,Select Physical Therapy - Garden of the Gods,4.9,117,Physical therapy clinic,"3470 Centennial Blvd Suite 115, Colorado Springs, CO 80907, United States","V5J2+8P Colorado Springs, Colorado, USA",https://www.selectphysicaltherapy.com/contact/find-a-location/co/colorado-springs/garden-of-the-gods/?ty=xt,+1 719-632-6818,"Closed ⋅ Opens 7 am Mon

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPKorsM0KlO6iq4yusHmJz0GJcVobxdFv_Ldjlx=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:10:46.172Z,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,Closed,,,
https://www.google.com/maps/place/High+Peaks+TMS/data=!4m7!3m6!1s0x87134504e629f3f5:0x4fbf833167248211!8m2!3d38.8327688!4d-104.8204247!16s%2Fg%2F11sbx4wm4c!19sChIJ9fMp5gRFE4cREYIkZzGDv08,High Peaks TMS,,,Mental health clinic,"24 S Weber St #345, Colorado Springs, CO 80903, United States","R5MH+4R Colorado Springs, Colorado, USA",http://www.highpeakstms.com/,+1 719-602-0622,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npXDtUj-JzXMw7FzwKOq_FMyf1zy6i-Nb6iBRKPxcrSPMp8dcGEQ0VctNZUsJUO7IX_J4ojDn0_t_M7zbBLoJFBDMa9GUmgSk3brfBascqS5YoXteDUO9qT0fltMprdUbsqVEoB=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:10:51.212Z,Closed,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,Closed,,,
https://www.google.com/maps/place/Anivana+Therapeutic+Services/data=!4m7!3m6!1s0x87134fb4588e67c7:0xc138e22ca487ed83!8m2!3d38.8192595!4d-104.8409868!16s%2Fg%2F11tdclhg_6!19sChIJx2eOWLRPE4cRg-2HpCziOME,Anivana Therapeutic Services,,,Mental health service,"965 Pico Point, Colorado Springs, CO 80905, United States","R595+PJ Colorado Springs, Colorado, USA",https://www.anivana.com/,+1 719-315-0728,"Open ⋅ Closes 7 pm

Confirmed by phone call 2 weeks ago",LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FHCFUg7osigd6BLHVCZOrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.41949&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:10:56.020Z,10 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–7 pm,10 am–7 pm,,,
https://www.google.com/maps/place/Mountain+View+Medical+Group+at+Centennial/data=!4m7!3m6!1s0x8713501faacf5edd:0x704bde75029e34cd!8m2!3d38.8808822!4d-104.8481927!16s%2Fg%2F1txc7h7g!19sChIJ3V7Pqh9QE4cRzTSeAnXeS3A,Mountain View Medical Group at Centennial,2.9,76,Medical clinic,"3470 Centennial Blvd # 205, Colorado Springs, CO 80907, United States","V5J2+9P Colorado Springs, Colorado, USA",https://www.optum.com/locations-nav/locations/co/mountain-view-medical-group-at-centennial-3470-centennial-blvd-ste-205-colorado-springs-co-80907/DMC73015045.html,+1 719-598-4588,"Closed ⋅ Opens 7:30 am Mon

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipP-w1RGttp_8zSEdADTL6DiJgIIlmCfV60TxkmM=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:11:00.950Z,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Pulmonary+Associates/data=!4m7!3m6!1s0x871345a888a92331:0x71598630a91cc99e!8m2!3d38.8383588!4d-104.7954618!16s%2Fg%2F1wg5yg7g!19sChIJMSOpiKhFE4cRnskcqTCGWXE,Pulmonary Associates,4.8,1919,Medical clinic,"1725 E Boulder St # 204, Colorado Springs, CO 80909, United States","R6Q3+8R Colorado Springs, Colorado, USA",http://pulmonaryassoc.com/,+1 719-471-1069,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noIhjXTpnfjFWoy48XYLWyX0gku3HB7YUguAktJ1YxMfrH5ezyH0s6axY5zx8A4CY4WLtjIdX8jWnr_e4vFsLHoY3-cetzEqHmI_D1f_k7zMIhiQf-gcFLaA322p_aJgExheEdHQg=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:11:06.115Z,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/UCHealth+Diabetes+and+Medical+Nutrition+Therapy+-+Printers+Park/data=!4m7!3m6!1s0x871345ab5094df7f:0x29454a1b854ac969!8m2!3d38.8297345!4d-104.7934905!16s%2Fg%2F11b8_s2tjr!19sChIJf9-UUKtFE4cRaclKhRtKRSk,UCHealth Diabetes and Medical Nutrition Therapy - Printers Park,4.6,10,Diabetes center,"Printers Park Medical Plaza, 175 S Union Blvd Suite 305, Colorado Springs, CO 80910, United States","R6H4+VJ Colorado Springs, Colorado, USA",https://www.uchealth.org/locations/uchealth-diabetes-outpatient-program-printers-park/?utm_source=GMBSocialClimb&utm_medium=UCHealthDiabetesandMedicalNutritionTherapy-PrintersPark,+1 719-365-6881,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X3-oUWPs45pCy1I7m4altA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.47263&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:11:11.108Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,,,
https://www.google.com/maps/place/Surviving+and+Thriving/data=!4m7!3m6!1s0x2cbafe3c43345789:0x36638bb73ab2e890!8m2!3d38.9979464!4d-105.550863!16s%2Fg%2F11l2p2lkrm!19sChIJiVc0Qzz-uiwRkOiyOreLYzY,Surviving and Thriving,5.0,3,Wellness program,,,,+1 719-300-5741,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO6f0UG3DIcW2CMiPry-8HJREpJJZYKWuQlueqz=w605-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:11:16.165Z,Closed,8 am–4:30 pm,8 am–4:30 am,8 am–4:30 am,8 am–4:30 am,8 am–4:30 am,Closed,,,
https://www.google.com/maps/place/UCHealth+Rehabilitation+Unit+-+Memorial+Hospital+Central/data=!4m7!3m6!1s0x8713450819f38d37:0x67f2bc180f06161a!8m2!3d38.8397642!4d-104.7994092!16s%2Fg%2F1jkvlv_fz!19sChIJN43zGQhFE4cRGhYGDxi88mc,UCHealth Rehabilitation Unit - Memorial Hospital Central,4.2,5,Medical group,"1400 E Boulder St, Colorado Springs, CO 80909, United States","R6Q2+W6 Colorado Springs, Colorado, USA",https://www.uchealth.org/locations/uchealth-inpatient-rehabilitation-memorial-hospital-central/?utm_source=GMBSocialClimb&utm_medium=UCHealthRehabilitationUnit-MemorialHospitalCentral,+1 719-365-2777,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipODoUBXYgRz6flUDjzMnYgynYXJ8qneLjB1EOFt=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:11:21.079Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Run+Mental:+Physical+Therapy+and+Performance+Coaching/data=!4m7!3m6!1s0x87134594eec70eb1:0x17f532d0c7d99738!8m2!3d38.8428814!4d-104.8478166!16s%2Fg%2F11qn8tklfc!19sChIJsQ7H7pRFE4cROJfZx9Ay9Rc,Run Mental: Physical Therapy and Performance Coaching,5.0,61,Physical therapy clinic,"1620 W Bijou St, Colorado Springs, CO 80904, United States","R5V2+5V Colorado Springs, Colorado, USA",https://runmental.com/,+1 719-270-3155,"Closed ⋅ Opens 8 am Mon

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOanzhhR3cIaiNDIuCjYjGMjU4Uf93G3-w1VwkL=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Manitou+Springs+Colorado+Springs+CO/@38.8575579,-104.9128177,14z",2025-09-28T23:11:25.976Z,Closed,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–2:30 pm,Closed,,,
"https://www.google.com/maps/place/UCHealth+Outpatient+Infusion+Clinic+-+Pikes+Peak+Regional+Hospital/@38.9938808,-105.0569301,14z/data=!4m6!3m5!1s0x8714ab1a4066a8db:0x19267ff4ee28e160!8m2!3d38.9746586!4d-105.0747105!16s%2Fg%2F11gzl79pvc",UCHealth Outpatient Infusion Clinic - Pikes Peak Regional Hospital,5.0,6,Cancer treatment center,"16420 US-24, Woodland Park, CO 80863, United States","XWFG+V4 Woodland Park, Colorado, USA",https://www.uchealth.org/locations/uchealth-outpatient-infusion-clinic-pikes-peak/?utm_source=GMBSocialClimb&utm_medium=UCHealthOutpatientInfusionClinic-PikesPeakRegionalHospital,+1 719-365-5650,Closed ⋅ Opens 7 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipODlGwT3_WOjvFnq6CprMNytEnzH6n1TaXFtiJg=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodland+Park+Colorado+Springs+CO/@38.9938808,-105.0569301,14z",2025-09-28T23:11:35.634Z,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,,,Already found
https://www.google.com/maps/place/Colorado+Psychiatry+Solutions+-+TMS+and+Ketamine+Therapy/data=!4m7!3m6!1s0x876cad4fd214ccb9:0x66bab347d3a1e696!8m2!3d39.098958!4d-104.863031!16s%2Fg%2F11tsg07436!19sChIJucwU0k-tbIcRluah00ezumY,Colorado Psychiatry Solutions - TMS and Ketamine Therapy,4.7,22,Psychiatrist,"1840 Woodmoor Dr #102, Monument, CO 80132, United States","34XP+HQ Monument, Colorado, USA",https://psychsolutions.health/locations/monument-co/,+1 719-622-6522,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNa8MywaWq-7o6VPYxWoXcjhg7P6w4P6K0LuUk4=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:11:57.154Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Mountain+Springs+Recovery+%7C+Colorado+Mental+Health+Facility/data=!4m7!3m6!1s0x876cada15dceecc3:0xc191f766bf67089d!8m2!3d39.0970953!4d-104.8606225!16s%2Fg%2F11wq4l6_fy!19sChIJw-zOXaGtbIcRnQhnv2b3kcE,Mountain Springs Recovery | Colorado Mental Health Facility,4.7,3,Mental health clinic,"1865 Woodmoor Dr Suite C, Monument, CO 80132, United States","34WQ+RQ Monument, Colorado, USA",https://mountainspringsrecovery.com/mental-health-program/,+1 877-695-5948,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNImgpj72m5_xcDe3YjvzE1Y0uxtojY816JNEpP=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:01.925Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/CommonSpirit+Primary+Care+Tri-Lakes/data=!4m7!3m6!1s0x876cad958a7e038f:0x16aa9d6ee5390e7a!8m2!3d39.0823675!4d-104.8591308!16s%2Fg%2F11gymyhtcv!19sChIJjwN-ipWtbIcReg455W6dqhY,CommonSpirit Primary Care Tri-Lakes,4.8,491,Medical clinic,"17230 Jackson Creek Pkwy Ste 300, Monument, CO 80132, United States","34JR+W8 Monument, Colorado, USA",https://www.mountain.commonspirit.org/location/commonspirit-primary-care-tri-lakes,+1 719-571-7000,Closed ⋅ Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1oxRJGGp2ALdiho0nCU_9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.3566&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:06.931Z,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Spa+Medica,+LLC/data=!4m7!3m6!1s0x876cb238c88e351d:0x5953adeec1e54703!8m2!3d39.0974608!4d-104.8652545!16s%2Fg%2F11b5zz3fp0!19sChIJHTWOyDiybIcRA0flwe6tU1k","Spa Medica, LLC",4.7,26,Skin care clinic,"550 CO-105 UNIT 100, Monument, CO 80132, United States","34WM+XV Monument, Colorado, USA",https://spameplz.com/,+1 719-487-7546,Closed ⋅ Opens 10:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNfPttwYXrngbAb9LJd3LdeU5GYAMSxv94QUtj0=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:11.874Z,Closed,10:30 am–5:30 pm,10:30 am–5:30 pm,10:30 am–5:30 pm,10:30 am–5:30 pm,10:30 am–5:30 pm,Closed,,,
https://www.google.com/maps/place/CommonSpirit+Urgent+Care+Tri-Lakes/data=!4m7!3m6!1s0x876cad92737eb0a1:0x1bb05df42a450718!8m2!3d39.0820569!4d-104.8594993!16s%2Fg%2F11b7q8bpp5!19sChIJobB-c5KtbIcRGAdFKvRdsBs,CommonSpirit Urgent Care Tri-Lakes,4.7,568,Urgent care center,"17230 Jackson Creek Pkwy Suite 120, Monument, CO 80132, United States","34JR+R6 Monument, Colorado, USA",https://www.mountain.commonspirit.org/location/commonspirit-urgent-care-tri-lakes,+1 719-571-7070,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPrmxaW0pKU8c0wUQY-8dNycUDz107NHXp5_sV7=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:17.014Z,9 am–4 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–4 pm,,,
https://www.google.com/maps/place/CommonSpirit+Physical+Therapy+Tri-Lakes/data=!4m7!3m6!1s0x876cad92737eb0a1:0x2d73b035bb233327!8m2!3d39.0824008!4d-104.8591184!16s%2Fg%2F11b7q7zkjd!19sChIJobB-c5KtbIcRJzMjuzWwcy0,CommonSpirit Physical Therapy Tri-Lakes,5.0,179,Medical clinic,"17230 Jackson Creek Pkwy Suite 170, Monument, CO 80132, United States","34JR+X9 Monument, Colorado, USA",https://www.mountain.commonspirit.org/location/commonspirit-physical-therapy-tri-lakes,+1 719-571-7080,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNCBll71tkFjzY4yP_nsBxWwZ4UI0XNqSbcl8c6=w425-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:22.299Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Flying+Horse+Medical+Center/data=!4m7!3m6!1s0x876cad8b049ae3e5:0x3bb8af36aed6e730!8m2!3d39.093654!4d-104.8731684!16s%2Fg%2F11j8gfzwq2!19sChIJ5eOaBIutbIcRMOfWrjavuDs,Flying Horse Medical Center,4.7,47,Doctor,"77 3rd St, Monument, CO 80132, United States","34VG+FP Monument, Colorado, USA",https://www.fhmedcenter.com/,+1 719-633-5255,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 9 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMIEEE3i6BN6_NNiJNMyM7CIEcpwtKqaMiWWxpW=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:27.280Z,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,,,
https://www.google.com/maps/place/Select+Physical+Therapy+-+Monument/data=!4m7!3m6!1s0x876cadef3f78c261:0x369d90459307a288!8m2!3d39.094132!4d-104.860938!16s%2Fg%2F1tdww5gm!19sChIJYcJ4P--tbIcRiKIHk0WQnTY,Select Physical Therapy - Monument,5.0,143,Physical therapy clinic,"1889 Woodmoor Dr, Monument, CO 80132, United States","34VQ+MJ Monument, Colorado, USA",https://www.selectphysicaltherapy.com/contact/find-a-location/co/monument/monument/?ty=xt,+1 719-481-6868,"Closed ⋅ Opens 7 am Mon

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNgpjoQ_cImHm6JIDOuuhj8PBi5MuIEyJ7LWpgi=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:32.116Z,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,,,
https://www.google.com/maps/place/Mountain+Springs+Recovery+%7C+Colorado+Alcohol+%26+Drug+Addiction+Rehab/data=!4m7!3m6!1s0x876cad5f0a0accb3:0xfc478e9bf90f771a!8m2!3d39.0968427!4d-104.8623812!16s%2Fg%2F11h3zzw5gz!19sChIJs8wKCl-tbIcRGncP-ZuOR_w,Mountain Springs Recovery | Colorado Alcohol & Drug Addiction Rehab,4.0,285,Addiction treatment center,"1865 Woodmoor Dr, Monument, CO 80132, United States","34WQ+P2 Monument, Colorado, USA",https://mountainspringsrecovery.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 877-548-9502,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNlCPlF4YswyFYjkMYV-4X3nFyjhA57DybqBsAM=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:37.225Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+-+Monument/data=!4m7!3m6!1s0x876cb3075eb8ee4b:0x96e8626ac53eecad!8m2!3d39.055346!4d-104.842253!16s%2Fg%2F11ks36p77p!19sChIJS-64XgezbIcRrew-xWpi6JY,Prime IV Hydration & Wellness - Monument,5.0,239,IV therapy service,"810 Sky Vista Pt Suite 150, Monument, CO 80921, United States","3545+43 Monument, Colorado, USA",https://primeivhydration.com/locations/colorado/monument-80921/,+1 719-748-7163,Closed ⋅ Opens 10 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN6gWqA7LzUMU6acielqcK8OqwBtFmdPqQdJ-Xr=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:42.157Z,10 am–2 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–2 pm,,,
https://www.google.com/maps/place/Flying+Horse+Medical+Center+Regenerative+Medicine/data=!4m7!3m6!1s0x876cad7ed63236d7:0x5569708604c6bc21!8m2!3d39.093654!4d-104.8731684!16s%2Fg%2F11rc905hyz!19sChIJ1zYy1n6tbIcRIbzGBIZwaVU,Flying Horse Medical Center Regenerative Medicine,5.0,23,Medical clinic,"77 3rd St Suite 500, Monument, CO 80132, United States","34VG+FP Monument, Colorado, USA",,+1 719-224-9225,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jqvU8mIJb6SJ_T4VL-hGDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.51517&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:45.328Z,,,,,,,,,,
https://www.google.com/maps/place/CollectIV+Bio+Wellness/data=!4m7!3m6!1s0x87134d049e53487b:0x959e270713ddfd23!8m2!3d39.0279468!4d-104.8143689!16s%2Fg%2F11ns68nqqg!19sChIJe0hTngRNE4cRI_3dEwcnnpU,CollectIV Bio Wellness,4.9,121,Wellness center,"13530 Northgate Estates Dr Suite 110, Colorado Springs, CO 80921, United States","25HP+57 Colorado Springs, Colorado, USA",https://collectivbiowellness.com/,+1 719-358-6000,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 11 weeks ago",Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipOb0Cl6akOg_OPS_Rji_0Ya-qrC7Fd1oJy2MbOm=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:50.408Z,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,,,
https://www.google.com/maps/place/Your+Addiction+Rehabilitation+Plans/data=!4m7!3m6!1s0x876caded39f69971:0x8fd64dd05e1910f9!8m2!3d39.0972499!4d-104.8625587!16s%2Fg%2F11hzxqg9jx!19sChIJcZn2Oe2tbIcR-RAZXtBN1o8,Your Addiction Rehabilitation Plans,,,Addiction treatment center,"Woodmoor Dr #104, Monument, CO 80132, United States","34WP+VX Monument, Colorado, USA",https://www.mcmillaninstitute.net/,+1 720-463-2956,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOBFVXs-8vvuYGHIAl3nPZI-a2Rbt_e2oS69z4v=w408-h262-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:12:55.236Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/The+Recovery+Village+Palmer+Lake+Drug+and+Alcohol+Rehab/data=!4m7!3m6!1s0x876cae88ba1cee3f:0x439c3047f75f56c2!8m2!3d39.1124692!4d-104.8972303!16s%2Fg%2F11bxgb5rwv!19sChIJP-4cuoiubIcRwlZf90cwnEM,The Recovery Village Palmer Lake Drug and Alcohol Rehab,4.5,512,Addiction treatment center,"443 CO-105, Palmer Lake, CO 80133, United States","4463+X4 Palmer Lake, Colorado, USA",https://www.palmerlakerecovery.com/admissions/insurance/,+1 719-602-0914,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPJ7duUTdLm_1IBphVousO2lIOxh0OnhpfLuig=w427-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-09-28T23:13:00.207Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
