placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes
https://www.google.com/maps/place/Cruz+Management+Corporation/data=!4m7!3m6!1s0x89e37a6bca60e951:0xc0422816be5f53e4!8m2!3d42.3210746!4d-71.081514!16s%2Fg%2F1vysxjr6!19sChIJUelgymt644kR5FNfvhYoQsA,Cruz Management Corporation,2.6,43,Property management company,"280 Warren St, Roxbury, MA 02119, United States","8WC9+C9 Roxbury, Boston, MA, USA",http://cruzcompanies.com/about-cruz-management/,+1 617-247-2389,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iu-KNG_Lk-i-eOpZVa3PYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.09535&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Quincy+MA/@42.2513961,-71.0023737,14z",2025-09-25T18:56:12.415Z,,
"https://www.google.com/maps/place/Hawthorne+Property+Management+Group,+LLC./data=!4m7!3m6!1s0x89e37bd514640ee3:0xa0d2963026ddc680!8m2!3d42.3218843!4d-71.069012!16s%2Fg%2F11mx4ssxqz!19sChIJ4w5kFNV744kRgMbdJjCW0qA","Hawthorne Property Management Group, LLC.",5.0,5,Property management company,"35 Batchelder St, Boston, MA 02119, United States","8WCJ+Q9 Roxbury, Boston, MA, USA",https://hawthornepmg.com/,+1 617-935-3100,Open ⋅ Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w3o71G9De3pgFR6x0DmNrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.544304&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–2 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Quincy+MA/@42.2513961,-71.0023737,14z",2025-09-25T18:56:17.539Z,,
https://www.google.com/maps/place/Advanced+Property+Management/data=!4m7!3m6!1s0x89e37f1da8a738e7:0x277751106d3ca783!8m2!3d42.2569825!4d-71.1236748!16s%2Fg%2F11h6mn7mlv!19sChIJ5zinqB1_44kRg6c8bRBRdyc,Advanced Property Management,3.2,36,Property management company,"1226 Hyde Park Ave, Hyde Park, MA 02136, United States","7V4G+QG Hyde Park, Boston, MA, USA",https://advancedmgm.com/availability/,+1 617-983-5120,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipM9MPfjrS-9EdXvV5qML7ByFv6WiBHlqkySKiyG=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–3:30 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Quincy+MA/@42.2513961,-71.0023737,14z",2025-09-25T18:56:22.487Z,,
https://www.google.com/maps/place/Arborview+Property+Management/data=!4m7!3m6!1s0x89e3794a0684fc2f:0xa83cdbeafc192354!8m2!3d42.3114312!4d-71.1146685!16s%2Fg%2F11x1gx1y97!19sChIJL_yEBkp544kRVCMZ_OrbPKg,Arborview Property Management,5.0,4,Property management company,"709 Centre St, Jamaica Plain, MA 02130, United States","8V6P+H4 Jamaica Plain, Boston, MA, USA",https://www.arborviewrealtyinc.com/propertymanagement,+1 617-522-9400,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipP7NlR7MrPqCc4uf3DRdgZnx9_Y9rppuzXpvhU2=w408-h277-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Quincy+MA/@42.2513961,-71.0023737,14z",2025-09-25T18:56:27.548Z,,
https://www.google.com/maps/place/SBC2+Properties/data=!4m7!3m6!1s0x89e37bfc4918fcdf:0xbbe47ba8c35a21b3!8m2!3d42.3395417!4d-71.0361453!16s%2Fg%2F11h_70ths1!19sChIJ3_wYSfx744kRsyFaw6h75Ls,SBC2 Properties,3.9,39,Property management company,"11 Elkins St # 240, Boston, MA 02127, United States","8XQ7+RG Boston, Massachusetts, USA",https://sbc2properties.com/,+1 617-451-2265,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOLDAcIZQfzkeammrMbOqfND8fDIznOB1tA6PVS=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Quincy+MA/@42.2513961,-71.0023737,14z",2025-09-25T18:56:32.279Z,,
https://www.google.com/maps/place/Amiff+Housing/data=!4m7!3m6!1s0x89e37b92de9732eb:0xf777e278db9a572d!8m2!3d42.2901849!4d-71.0725885!16s%2Fg%2F1tg87ntz!19sChIJ6zKX3pJ744kRLVea23jid_c,Amiff Housing,3.0,2,Property management company,"339 Talbot Ave, Boston, MA 02124, United States","7WRG+3X Boston, Massachusetts, USA",http://wingateapartmenthomes.com/,+1 617-825-7411,,,https://lh3.googleusercontent.com/p/AF1QipOQTYSYwxFRUdlyNmXYdKIK6tejvFY_IrMiiCOU=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Quincy+MA/@42.2513961,-71.0023737,14z",2025-09-25T18:56:35.043Z,,
https://www.google.com/maps/place/Quantum+Management+LLC/data=!4m7!3m6!1s0x89e37cd9c2832ff1:0xbdec62a99296cbd8!8m2!3d42.2344976!4d-71.0147138!16s%2Fg%2F1wd3x1gr!19sChIJ8S-Dwtl844kR2MuWkqli7L0,Quantum Management LLC,,,Employment agency,"300 Congress St, Quincy, MA 02169, United States","6XMP+Q4 Quincy, Massachusetts, USA",,+1 617-479-9400,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BqJPqDD_nA7-i_e9ffXahg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.55164&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Quincy+MA/@42.2513961,-71.0023737,14z",2025-09-25T18:56:37.775Z,,
https://www.google.com/maps/place/UHM+Properties/data=!4m7!3m6!1s0x89e37bce719dd00b:0xef4c0058eae6085e!8m2!3d42.3134248!4d-71.0834612!16s%2Fg%2F1thbxpbs!19sChIJC9Cdcc5744kRXgjm6lgATO8,UHM Properties,3.6,56,Property management company,"530 Warren St, Boston, MA 02121, United States","8W78+9J Boston, Massachusetts, USA",https://www.uhmproperties.com/,+1 617-541-5510,Open ⋅ Closes 4:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noFyW9ep_kW0KbJDePH6jMHJY-xagtauvuwE4RHPhZE_I4Hhdh9_4JQ0j3rmiPubvthOBumgfy5vkbQDOybfuTQqKs17PJGEs0Pjexl9gT6ZLhSYqhdizHVDTe4y7GK9fK4X0Gb=w408-h306-k-no,false,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Quincy+MA/@42.2513961,-71.0023737,14z",2025-09-25T18:56:42.473Z,,
https://www.google.com/maps/place/Ocean+Shores+Apartments/data=!4m7!3m6!1s0x89e36ceef4985e99:0x3d32f592be6bf33b!8m2!3d42.4572744!4d-70.9387858!16s%2Fg%2F1tnl2dlg!19sChIJmV6Y9O5s44kRO_NrvpL1Mj0,Ocean Shores Apartments,4.6,37,Property management company,"50 Lynnway, Lynn, MA 01902, United States","F346+WF Lynn, Massachusetts, USA",http://www.harbormgmt.com/,+1 781-598-5564,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np3rS4jH2P62RSJ35ehwMC5gEf7iEh-Vtpfm1ZvSxpFQiUfys10xhx1OkAT0LI9P-tCI-9u1SbkYX4s2eaVvI0z-Bny_QYxQv5STwt9LrRsvXbr8jP7tBB7kNsjp6BS31UAox17NQ=w426-h240-k-no,false,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:04.443Z,,
https://www.google.com/maps/place/Hall+Co/data=!4m7!3m6!1s0x89e36ce7aa38b71d:0xba2cdf4d5e504c48!8m2!3d42.4632885!4d-70.946503!16s%2Fg%2F1td1ff1p!19sChIJHbc4quds44kRSExQXk3fLLo,Hall Co,4.1,12,Property management company,"90 Munroe St, Lynn, MA 01901, United States","F373+89 Lynn, Massachusetts, USA",https://www.hallcompany.com/,+1 781-593-1506,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hgV74Sc5zExpngT5DG0HYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=279.38892&pitch=0&thumbfov=100,false,"8 am–1 pm, 2–5 pm","8 am–1 pm, 2–5 pm",Closed,Closed,"8 am–1 pm, 2–5 pm","8 am–1 pm, 2–5 pm","8 am–1 pm, 2–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:09.534Z,,
https://www.google.com/maps/place/Marian+Gardens/data=!4m7!3m6!1s0x89e3127ac2c68095:0x524320b237adf516!8m2!3d42.4613294!4d-70.9562022!16s%2Fg%2F1wg5z064!19sChIJlYDGwnoS44kRFvWtN7IgQ1I,Marian Gardens,4.3,15,Property management company,"18 Anderson Ln #24, Lynn, MA 01902, United States","F26V+GG Lynn, Massachusetts, USA",https://www.mariangardensapartments.com/,+1 781-598-4667,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noR74NF_ldeJbXb66D2crESrYTSrJ4ZP3Zp61h-9gnWJOoaTuN7Ol0IwbSgv-pEzge7qyjW1ItR29vQjNu3JeAmz6DrGc702zHZWu4c6SwCR5CE8glwkiWEMPq2i4Q7bGVqiDpEqw=w408-h725-k-no,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:14.521Z,,
https://www.google.com/maps/place/Orival+Property+Services/data=!4m7!3m6!1s0x89e36cc1cf30e1d7:0xeb8ccd004d941805!8m2!3d42.4648376!4d-70.9345055!16s%2Fg%2F1232kxzml!19sChIJ1-Ewz8Fs44kRBRiUTQDNjOs,Orival Property Services,5.0,21,Construction company,"11 Chestnut St, Lynn, MA 01902, United States","F378+W5 Lynn, Massachusetts, USA",http://www.orivalproperties.com/,+1 781-346-9562,Open ⋅ Closes 5 pm,true,https://lh3.googleusercontent.com/p/AF1QipM3N9kp6-krSE_CJUnqir4l7AzHIvhQoVcIm_z3=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:19.487Z,,
https://www.google.com/maps/place/JH+One+Properties/data=!4m7!3m6!1s0x89e36ce7aac1e4df:0x27164c92e5b339d2!8m2!3d42.4634699!4d-70.9455386!16s%2Fg%2F11cs4fyt6c!19sChIJ3-TBquds44kR0jmz5ZJMFic,JH One Properties,1.8,59,Property management company,"491 Washington St, Lynn, MA 01901, United States","F373+9Q Lynn, Massachusetts, USA",http://www.jhoneproperties.com/about-us/,+1 781-595-3210,Open ⋅ Closes 4:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noCdDZ-2gfkZielywOAaDIsaM4UqKjq1ADt4j8w5pwj4Q4TZ_c0VvlUUjb2xn1GTwMWrBNXh1l5Rq-y_6Ld49ugfGZKkCLZXZIoe82PxBbIYkJbypeQtSZRqNlQG49W1DoMOH1K=w408-h544-k-no,false,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:24.895Z,,
https://www.google.com/maps/place/Atlantic+East+Properties+LLC/data=!4m7!3m6!1s0x89e36dfed9c196d3:0xca765a6ee60947a3!8m2!3d42.462624!4d-70.9432379!16s%2Fg%2F11jlzbn_c5!19sChIJ05bB2f5t44kRo0cJ5m5adso,Atlantic East Properties LLC,5.0,3,Property management company,"614 Washington St Ste 405, Lynn, MA 01901, United States","F374+2P Lynn, Massachusetts, USA",http://www.atlanticeastproperties.com/,+1 978-605-4335,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eV6E2ng8tmH-tFVr01sqFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.125114&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–4:30 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:29.733Z,,
https://www.google.com/maps/place/Glover+Property+Management/data=!4m7!3m6!1s0x89e31332cddfeccf:0x84ab205e08963ba9!8m2!3d42.4843076!4d-70.9404865!16s%2Fg%2F1tg87nny!19sChIJz-zfzTIT44kRqTuWCF4gq4Q,Glover Property Management,1.7,3,Property management company,"627 Eastern Ave, Lynn, MA 01902, United States","F3M5+PR Lynn, Massachusetts, USA",,+1 781-596-2630,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1AYpsljAMJqLTtQzkbQDtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.40548&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:32.406Z,,
https://www.google.com/maps/place/Proxima+Management/data=!4m7!3m6!1s0x89e36cba477c9f53:0x34667d1713a8ab6a!8m2!3d42.0369215!4d-71.6835355!16s%2Fg%2F11g69gjhy9!19sChIJU598R7ps44kRaquoExd9ZjQ,Proxima Management,3.6,16,Property management company,,,https://www.proximamanagement.com/,+1 617-588-0111,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipMoc-OJaxAkTRIC6vU9T2_icc3SWrhqUXbezm8M=w408-h543-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:37.727Z,,
https://www.google.com/maps/place/Precise+Management+%26+Residence+Services+LLC/data=!4m7!3m6!1s0xa4ffc4caefd9fd73:0x20791a90aab4466b!8m2!3d42.4205745!4d-70.9624024!16s%2Fg%2F11t0sz5xd1!19sChIJc_3Z78rE_6QRa0a0qpAaeSA,Precise Management & Residence Services LLC,5.0,2,Painting,,,https://www.pmrs.company/,+1 781-436-0297,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNdVG7bHEbZKsh9yqTsJV6KjMACE_XOkeHe9n4=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:42.629Z,Identifies as women-owned,
"https://www.google.com/maps/place/Disla+Property+Management/@42.399151,-70.967407,11z/data=!3m1!4b1!4m6!3m5!1s0x6be0576dff89f15:0x714831e15da0156e!8m2!3d42.399151!4d-70.967407!16s%2Fg%2F11xt2l5zth",Disla Property Management,5.0,1,Property management company,,,https://www.bostonpropertymanagementservices.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14813697920718545855,+1 781-428-0149,,,,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:47.801Z,,
https://www.google.com/maps/place/Lynnway+Associates/data=!4m7!3m6!1s0x89e36d0f1ba59ebd:0xa77480c2d1d05ad8!8m2!3d42.4586171!4d-70.941909!16s%2Fg%2F11jk0n5h7m!19sChIJvZ6lGw9t44kR2FrQ0cKAdKc,Lynnway Associates,5.0,1,Consultant,"152 Lynnway #3A, Lynn, MA 01902, United States","F355+C6 Lynn, Massachusetts, USA",http://www.lynnwayassociates.com/,+1 781-558-8518,Open ⋅ Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m3QskOeOxkPRO5Ce0w2fBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=207.10919&pitch=0&thumbfov=100,false,10 am–6 pm,10 am–6 pm,1–4 pm,1–4 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:52.707Z,,
https://www.google.com/maps/place/Hawthorne%27s+Crossing/data=!4m7!3m6!1s0x89e31354337716a3:0xb815902431ae1388!8m2!3d42.4828569!4d-70.9098802!16s%2Fg%2F1tfrsyct!19sChIJoxZ3M1QT44kRiBOuMSSQFbg,Hawthorne's Crossing,4.8,9,Property management company,"451 Essex St, Swampscott, MA 01907, United States","F3MR+42 Swampscott, Massachusetts, USA",,+1 781-581-6666,Closed ⋅ Opens 8 am Fri,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqHeyH6YWTkw4cbY_shqXiHGudMdwtAhuie46RmTIZHODoepnCxMjvpkJr_mq1D7PDodCFwZJIM6CD8OjaJNXgIOQ6m9XIZYJvI66noz1Q_dqXWtCnXYxXUtKJvIdsx1nZODaLZ=w408-h544-k-no,false,8 am–1 pm,8 am–1 pm,Closed,Closed,8 am–1 pm,8 am–1 pm,8 am–1 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:57:57.764Z,,
https://www.google.com/maps/place/East+Coast+Properties/data=!4m7!3m6!1s0x89e31338def0aeb3:0x7f5716e714aad499!8m2!3d42.4960818!4d-70.9340837!16s%2Fg%2F1vzv4nv6!19sChIJs67w3jgT44kRmdSqFOcWV38,East Coast Properties,3.1,13,Property management company,"400 Highland Ave Suite 11, Salem, MA 01970, United States","F3W8+C9 Salem, Massachusetts, USA",,+1 978-741-2003,Open ⋅ Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KHQld63UWJXLX7yaMfoXhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.58643&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,11 am–4 pm,12–4 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:58:02.921Z,,
https://www.google.com/maps/place/Reliable+Ventures+LLC/data=!4m7!3m6!1s0x89e36d6719c46e63:0x3867d6873f234b1e!8m2!3d42.4689064!4d-70.941307!16s%2Fg%2F11j_qvtdw4!19sChIJY27EGWdt44kRHksjP4fWZzg,Reliable Ventures LLC,,,Property management company,"364 Essex St APT 01 Suite 1, Lynn, MA 01902, United States","F395+HF Lynn, Massachusetts, USA",https://reliablehealthcaresystems.com/reliable-ventures,+1 781-405-6843,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hxx1JJzvIjtlBUNlVt7jMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=127.68737&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:58:08.130Z,,
https://www.google.com/maps/place/One+Salem+Street/data=!4m7!3m6!1s0x89e315976f6f3d51:0xe7b323f496b4d6b5!8m2!3d42.4774461!4d-70.8952586!16s%2Fg%2F11g234v_07!19sChIJUT1vb5cV44kRtda0lvQjs-c,One Salem Street,5.0,2,Property management company,"One Salem St, Swampscott, MA 01907, United States","F4G3+XV Swampscott, Massachusetts, USA",,+1 781-788-6600,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p5nPaFfGdGqXQd8mjagNfA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.360245&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:58:11.174Z,,
https://www.google.com/maps/place/Platinum+Property+Services+LLC./data=!4m7!3m6!1s0x63a71bc919d5b4f5:0xcf9d831a1b5f539f!8m2!3d42.2258615!4d-71.1210565!16s%2Fg%2F11ny2bfnmh!19sChIJ9bTVGckbp2MRn1NfGxqDnc8,Platinum Property Services LLC.,5.0,2,Debris removal service,,,,+1 781-913-3205,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOZnJ2thCJO8Rv7R42WmIIQjZvCrTgZVnyUNJEH=w408-h243-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:58:15.978Z,,
https://www.google.com/maps/place/Philip+A.+Mann+Esq./data=!4m7!3m6!1s0x89e36cef705aaaab:0x31a88ebaaa7d3e09!8m2!3d42.4585891!4d-70.9421037!16s%2Fg%2F11g0k1hqwr!19sChIJq6pacO9s44kRCT59qrqOqDE,Philip A. Mann Esq.,5.0,62,Legal services,"152 Lynnway, Lynn, MA 01902, United States","F355+C5 Lynn, Massachusetts, USA",http://philipmannlaw.com/contact/,+1 781-593-2016,Open ⋅ Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G_Xshy5n1MGxWKi9WDFmCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.12682&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:58:21.159Z,,
https://www.google.com/maps/place/Mattos+Property+Management/data=!4m7!3m6!1s0x89e372690dfc7cbb:0xc446d7f323d9928d!8m2!3d42.5557953!4d-70.9730231!16s%2Fg%2F11rghq5k3g!19sChIJu3z8DWly44kRjZLZI_PXRsQ,Mattos Property Management,5.0,22,Property management company,"150A Andover St, Danvers, MA 01923, United States","H24G+8Q Danvers, Massachusetts, USA",https://www.mattospm.com/,+1 781-558-1553,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipO6_ODxYfBfXkueKbCX9sNN209zzew5AJiJwFqA=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:58:26.232Z,,
"https://www.google.com/maps/place/Santiago+Family+Properties,+LLC/data=!4m7!3m6!1s0x89e3150faa3ecb33:0xbc04efda7d250445!8m2!3d42.5215125!4d-70.8978101!16s%2Fg%2F11y8mk4g86!19sChIJM8s-qg8V44kRRQQlfdrvBLw","Santiago Family Properties, LLC",5.0,1,Property management company,"Salem, MA 01970, United States","G4C2+JV Salem, Massachusetts, USA",http://santiagofamilyproperties.com/,+1 781-718-1899,Open ⋅ Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GZBRr39LYiAU0I3ow6ER6g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.445084&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:58:31.488Z,,
https://www.google.com/maps/place/Blue+Star+Management/data=!4m7!3m6!1s0x89e314a986aab73d:0xad648a4861fca663!8m2!3d42.482989!4d-70.9044547!16s%2Fg%2F11qgylm29b!19sChIJPbeqhqkU44kRY6b8YUiKZK0,Blue Star Management,,,Property management company,"450 B Paradise Rd, Swampscott, MA 01907, United States","F3MW+56 Swampscott, Massachusetts, USA",https://bluestar-management.com/contact-us,+1 781-584-4332,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JZttX79rVQg7UzueawNa6g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.922153&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:58:36.398Z,,
https://www.google.com/maps/place/Eastern+Property+Management/data=!4m7!3m6!1s0x89e372b006122877:0x6677dede3bfd2ff3!8m2!3d42.4890026!4d-71.0153717!16s%2Fg%2F1tcx_vj_!19sChIJdygSBrBy44kR8y_9O97ed2Y,Eastern Property Management,1.0,1,Property management company,"200 Walnut St suite d, Saugus, MA 01906, United States","FXQM+JV Saugus, Massachusetts, USA",http://easternremgt.com/,+1 781-231-3133,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBKg30rHwflohEfrOgIlXTKOPTP9X0X5pfUqWmp8MfHER6eN5fmDgLztU5UtimzT6Y6_1ZJ8k7P_8sQKR2cb72_67FwL9MCrN78x2OTTjcyBm-hnmqHohzRQe7fmPxZVm4AMc=w408-h544-k-no,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:58:41.691Z,,
https://www.google.com/maps/place/Lynn+Housing+Authority+Maintenance/data=!4m7!3m6!1s0x89e36d6b74bfcab7:0xbaa94a93e19f92bc!8m2!3d42.4683729!4d-70.981168!16s%2Fg%2F1tdym6gy!19sChIJt8q_dGtt44kRvJKf4ZNKqbo,Lynn Housing Authority Maintenance,4.3,7,Housing authority,"92 Curwin Cir, Lynn, MA 01905, United States","F299+8G Lynn, Massachusetts, USA",https://lhand.org/about/staff-directory-by-department/,+1 781-598-3434,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nod4D-u2G8dUHIehnXXYK0QItfJdO0vROFinjohuVaYRprrcrVKxj8wxDopk5KSerzL4j0u2jLaaPLoz86hbSZOwv9B8mQVM4zAMMYd5unbasMm5kRdh663wVN2qUd6x0_p_V6OTQ=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Lynn+MA/@42.4697809,-70.9569024,14z",2025-09-25T18:58:44.748Z,,
