placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,info,error,attributes
https://www.google.com/maps/place/MB+Heating+%26+Cooling/data=!4m7!3m6!1s0x8875396ef5023175:0x3938023a44e24562!8m2!3d39.808509!4d-89.679801!16s%2Fg%2F11f7pslmz4!19sChIJdTEC9W45dYgRYkXiRDoCODk,MB Heating & Cooling,4.7,1007,HVAC contractor,"1555 W Jefferson St, Springfield, IL 62702, United States","R85C+C3 Springfield, Illinois, USA",https://mb-heating.com/,+1 217-544-4328,"Open 24 hours

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerl6P_WdpLfzyfoer_qmxqX0WpA7FIA9ZEzPpaSnydOXkkcNd0AmXCR5Wp_VxTiLXGzGE4HN7t5zw38dGM0ShXw2YtEKo0QfijFPa3gw2e5QIRR1EeP8nm3O3g-SAFUrbESOH3CvAUjqfJl=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:47.528Z,,Identifies as women-owned,,
https://www.google.com/maps/place/Springfield+Remodeling+%26+Handyman/data=!4m7!3m6!1s0x8875391c00bfd823:0x6652f158a0beaf3f!8m2!3d39.7536525!4d-89.6585245!16s%2Fg%2F11jfjgt2y5!19sChIJI9i_ABw5dYgRP6--oFjxUmY,Springfield Remodeling & Handyman,4.1,11,Handyman/Handywoman/Handyperson,,,https://www.springfieldremodelinghandyman.com/,+1 217-207-5595,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoW8ucBNBUtHdIV_ZLG8vNY9taxxPyh7XQC3yZbGlfJbA1t9XyQTHzuV40gDHdCB9qQpykRC84HiBrRF7Xa9Zcc7O-wBH4UycTvHhEuxGrW4tFpNXhMnbq6mUchk3RzINF0zGjBAQ=w425-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:52.442Z,,,,
https://www.google.com/maps/place/Springfield+Restoration+Pros/data=!4m7!3m6!1s0x88754785d41bce63:0x521d26f7935eb1f1!8m2!3d39.7393894!4d-89.266507!16s%2Fg%2F11j84x49sy!19sChIJY84b1IVHdYgR8bFek_cmHVI,Springfield Restoration Pros,,,Water damage restoration service,,,,+1 217-387-3676,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSr453iwJV5OqU_j61gkx6Da86wfgfk537E3wDXcO8-eREeVslqBFWyafrCA-RRtmYugmcrOxG7tdqxncKpyaDghc-2EKBuJotm0uddMPujxDDa1x56ZEo3feJ7KMCQyORNFqR=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T05:41:57.093Z,,,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Drain+Services/data=!4m7!3m6!1s0x88754070e1261469:0x7d4a939bfc71b9b!8m2!3d39.680018!4d-89.7061937!16s%2Fg%2F11fx3cbkl_!19sChIJaRQm4XBAdYgRmxvHvzmp1Ac,Roto-Rooter Plumbing & Drain Services,4.8,1023,Plumber,"11 Cottonwood Dr, Chatham, IL 62629, United States","M7JV+2G Chatham, Illinois, USA",https://www.rotorooter.com/,+1 217-240-7998,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoOWA7lzqVwGByoezIgbIJxr87vhi_81ALiVYNGiTOrf_elIRKIHDHGCdEVwbmxwHr0VgaY3-ApMDhPZIBXKBINAbqDIynaHXf7i0WhWN35VGxKpIejBiWz5nedBceKiaLmKyO-=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:42:15.002Z,,,,
https://www.google.com/maps/place/911+Restoration+of+Central+Illinois/data=!4m7!3m6!1s0x880af32aa88dd73f:0xf3d12947ef1a3cc8!8m2!3d40.2489675!4d-89.6844815!16s%2Fg%2F11gtz1lp1p!19sChIJP9eNqCrzCogRyDwa70cp0fM,911 Restoration of Central Illinois,5.0,11,Water damage restoration service,,,https://www.911restorationcentralillinois.com/,+1 309-244-4178,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3MjxXUt3kkwBdn-H7zd5JWeveEo6JfV-FQbEqSvKElk-PKUULn-PIFRMH0Jrstd_BU8Tbx-dfsnMMkfbOzJ2X6ZdVnmz65-lB-9NbYo2CTXMh89IgLyI3py46WB73oZ1Abwp2=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:42:26.388Z,,,,
"https://www.google.com/maps/place/Sennings+Cleaning+Services,+Inc./data=!4m7!3m6!1s0x887530caaa252593:0x5f7f2ca9a02089a6!8m2!3d39.579821!4d-89.5095074!16s%2Fg%2F1tg68w58!19sChIJkyUlqsowdYgRpokgoKksf18","Sennings Cleaning Services, Inc.",3.9,15,Carpet cleaning service,,,,+1 217-306-5372,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweowr33MwtwTK-TQe8JmYoycEwDlAecjzh9VvgMKTV7pvQyKB6dLFOfoTw0YThUayZJMFla5eCP3CyI8ludDwLeUdXaV7VRpgikj5oLCacAh0K6fMs_ssDw_88u1z8DAhqv01t8t=w570-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:42:31.160Z,,,,
"https://www.google.com/maps/place/Affordable+Remodeling+%26+Construction,+Inc./data=!4m7!3m6!1s0x8875419dd2751457:0x982e47e4bf2ba9a8!8m2!3d39.611247!4d-89.6059754!16s%2Fg%2F11j8lzp18v!19sChIJVxR10p1BdYgRqKkrv-RHLpg","Affordable Remodeling & Construction, Inc.",4.5,8,Contractor,,,,+1 217-553-3813,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerdzGhx21DuNp9jT8vl53XrH7FZqDLMLPAhwWtzjsVrqX-SkHGWfVmFNSSBVsrfr2Gixt5-X61_ogS_gLE-IfVSYIjIijgZZ5jZ4Q9Ek0BsEm2B0ob0kyd3_BLoKoR_62BgmtLt=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:42:35.905Z,,,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Drain+Services/data=!4m7!3m6!1s0x88753f2feb596083:0x4bf7f8a490be3a0c!8m2!3d39.6778855!4d-89.6470751!16s%2Fg%2F11md7q_xb3!19sChIJg2BZ6y8_dYgRDDq-kKT490s,Roto-Rooter Plumbing & Drain Services,4.9,317,Plumber,"8600 Palm Rd, Springfield, IL 62712, United States","M9H3+55 Springfield, Illinois, USA",https://www.rotorooter.com/springfieldil/,+1 217-717-8757,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerLdGNa_FVnIQA7b9vnRPJdKQ1uwBI7iDOX4iihcFWUwqV0Tk4VrXJzr8pwrzVzmWVmB9cEOvpWw7P09EErExMLntB2d9_voy72kZ9ombEm7VIW752AtZlloB2Qj-LHUtEWwqfwBjco5UE=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:42:40.616Z,,,,
https://www.google.com/maps/place/Midwest+Storm+Restoration+of+Illinois/data=!4m7!3m6!1s0x887523e3bebac6b3:0x228a6dba5cce9cee!8m2!3d39.7151601!4d-89.5320964!16s%2Fg%2F11t8vp8zls!19sChIJs8a6vuMjdYgR7pzOXLptiiI,Midwest Storm Restoration of Illinois,,,Water damage restoration service,"5999 Cardinal Hill Rd, Rochester, IL 62563, United States","PF89+35 Rochester, Illinois, USA",https://www.midwestrestorationil.com/,+1 217-303-4893,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nJcRi9GwHsqfInC09QW_lQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.24097&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:42:45.187Z,,,,
https://www.google.com/maps/place/Mike+Bergen+Heating+and+Cooling/data=!4m7!3m6!1s0x8875407553f715c7:0x63862caeed4d51cb!8m2!3d39.675017!4d-89.7168449!16s%2Fg%2F11c61g54x3!19sChIJxxX3U3VAdYgRy1FN7a4shmM,Mike Bergen Heating and Cooling,4.9,102,HVAC contractor,,,https://mikebergenheating.com/,+1 217-720-2221,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweorNNO-dplL_pf2wxNYmhxqebhkm6gTFzMYHLCRfXjGE0G8HOmvO3mlgD-PVnCDGiwmG10Y513MJLVhs6c_10-tGU_qvr1P61htqqgOcF-vnR1wKZeu92UDvMvppruqnQ6xE53j=w408-h280-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:42:49.772Z,,,,
https://www.google.com/maps/place/Dan+Deweese+Painting+And+Wood+Finishing/data=!4m7!3m6!1s0x88753ead0023d7c5:0x1d9bf55fe5eeb8cb!8m2!3d39.7312734!4d-89.6322446!16s%2Fg%2F11b7k28tcj!19sChIJxdcjAK0-dYgRy7ju5V_1mx0,Dan Deweese Painting And Wood Finishing,5.0,22,Painting,"4745 Industrial Ave, Springfield, IL 62703, United States","P9J9+G4 Springfield, Illinois, USA",https://www.dandeweesepainting.com/,+1 217-638-3143,"Closed · Opens 7:30 am

Confirmed by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4FELcXIaP-yjHN554qyngg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.93336&pitch=0&thumbfov=100,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:42:59.174Z,,,,
https://www.google.com/maps/place/SERVPRO+of+Piatt%2FDeWitt+Counties/data=!4m7!3m6!1s0x880b45b0d9ff8083:0x67add3d6e9a9b4ad!8m2!3d40.1525946!4d-88.9609727!16s%2Fg%2F11h6ryh3l2!19sChIJg4D_2bBFC4gRrbSp6dbTrWc,SERVPRO of Piatt/DeWitt Counties,4.9,17,Water damage restoration service,"504 West Side Square, Clinton, IL 61727, United States","523Q+2J Clinton, Illinois, USA",https://www.servpro.com/locations/il/servpro-of-piatt-de-witt-counties?utm_medium=organic&utm_source=gbp,+1 217-935-2992,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerengubNbBQsfXiH3WUvCmHgWIL7ZsAjdgs9nevhC9-175AlbmGQ3F2JVz9e-6q5t8SMnP3kD7t3IVataGuYXuyW9GbPyL0LCpNCmQIJtJMav7ACIxUBxkOrsGVyORKew1NGceTNURQw7UR=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:03.890Z,,,,
"https://www.google.com/maps/place/Pro+Belleville+Cleanup/@38.5184755,-90.001842,12z/data=!3m1!4b1!4m6!3m5!1s0x87dfe9de376f9f6f:0x92b7444b54d8027d!8m2!3d38.5184756!4d-90.001842!16s%2Fg%2F11v0_wl7jl",Pro Belleville Cleanup,4.9,15,Water damage restoration service,,,http://bellevillewaterdamage.com/,+1 618-729-6069,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:10.475Z,,,,
https://www.google.com/maps/place/Leafguard+Gutter+Protection/data=!4m7!3m6!1s0x88753f8ac37f386d:0x90f851b9760cefd4!8m2!3d39.7121535!4d-89.6527413!16s%2Fg%2F11ty1429vj!19sChIJbTh_w4o_dYgR1O8MdrlR-JA,Leafguard Gutter Protection,4.8,228,Gutter service,"6200 S 2nd St suite d, Springfield, IL 62711, United States","P86W+VW Springfield, Illinois, USA",https://www.leafguard.com/locations/springfield,+1 217-662-7097,Closed · Opens 7 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepGGGfbjhjc1o2cCpVHj0Q2AUGSo3zRncg8T7_eKYi29Iiv47berfI9R9Hws9lqjVV0s4S97T2zMXoeayUjQLvFg7wtE6Ga3zW-wzplVa55JegYcwsp_M-xG_MO6_3OPYSBmj_0aA=w408-h544-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:15.296Z,,,,
https://www.google.com/maps/place/BluSky+Restoration+of+Morton%2FPeoria/data=!4m7!3m6!1s0x880aff4bf7cfad95:0x777948d9100dff7d!8m2!3d40.6182548!4d-89.4715399!16s%2Fg%2F1tdl6q2n!19sChIJla3P90v_CogRff8NENlIeXc,BluSky Restoration of Morton/Peoria,4.8,248,Water damage restoration service,"880 W Jefferson St, Morton, IL 61550, United States","JG9H+89 Morton, Illinois, USA",https://goblusky.com/locations/morton-peoria-il/,+1 309-263-8728,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUZCWF7um2c8VjXPa_5H_fzg-R3UhmgwcXhVvCkBPsrMeBvbR1mJga73GAxV_UdHUQNavk0cYfWw4RD-sGkz0bZLUc5scgMoWlyPXbSq2YMz5mPrTptkgru4p2CPrBXm6oukXJJagmqkg5=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:20.244Z,,,,
https://www.google.com/maps/place/PuroClean+of+Bloomington/data=!4m7!3m6!1s0x8968cfcbec2457bb:0x52aa691d7e0077b7!8m2!3d40.5091471!4d-89.0390076!16s%2Fg%2F11rd1d5zj_!19sChIJu1ck7MvPaIkRt3cAfh1pqlI,PuroClean of Bloomington,4.9,64,Water damage restoration service,"112 Merle Ln, Normal, IL 61761, United States","GX56+M9 Normal, Illinois, USA",https://www.puroclean.com/bloomington-il-puroclean-bloomington,+1 309-433-0900,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqdRr5F7qx2w6HdZ6cviK5SHU_lx2kAwx0QWPhrGJLgtsLqalNWuv3W-Jqx7X7-aNOfkD1dOECYt7SxmF_Q5V6Cvh7kX1Hz1PpL-Y8MrZ4uiLF9uwLRfM039hZwl4ecYShCTtR579KB6fjM=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:25.020Z,,,,
https://www.google.com/maps/place/SERVPRO+of+Decatur%2FForsyth/data=!4m7!3m6!1s0x8874b02ebc1f08f5:0xb25bf6ec39bc08d2!8m2!3d39.8089437!4d-88.8756604!16s%2Fg%2F1tnl24jf!19sChIJ9QgfvC6wdIgR0gi8Oez2W7I,SERVPRO of Decatur/Forsyth,3.9,16,Water damage restoration service,"5145 E Firehouse Rd, Decatur, IL 62521, United States","R45F+HP Decatur, Illinois, USA",https://www.servpro.com/locations/il/servpro-of-decatur-forsyth?utm_medium=organic&utm_source=gbp,+1 217-428-2371,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerql8sgmnyr3koerR2RgNUl4e_C4PwQTNlJHxmnGayJPVJGoTsshahxag8-RJX8ke_laFRd1-oGN9uNgYXuCWhClBkgvRAsZ3AwtqntNesXM5GUZlmFgcNdPLuaTxtfg5AFjSKzimvQfShf=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:29.942Z,,,,
https://www.google.com/maps/place/Leading+Edge/data=!4m7!3m6!1s0x887728cfdc27d76b:0xe80750fa49e66e23!8m2!3d37.7319823!4d-88.8557392!16s%2Fg%2F11f63xsmrt!19sChIJa9cn3M8od4gRI27mSfpQB-g,Leading Edge,4.9,85,Water damage restoration service,"13077 Pittsburg Rd, Marion, IL 62959, United States","P4JV+QP Marion, Illinois, USA",https://www.le-restoration.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 618-694-4568,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqo-46arH6FLvxaB_WYySgwNbRVEz8Z31vHISG3jEwXEFQduLnAQA9NbbY5erbb7L05WlFmiVU2_47AjdDAGiPWe56WWy_Esmx27lHgdw9hsny1OoDeL-rKvSmLsfJ-IAxEGkhH=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:34.713Z,,,,
https://www.google.com/maps/place/Steam+Power+Carpet+Cleaning/data=!4m7!3m6!1s0x88753966efc1c86f:0x788723722a2b910a!8m2!3d39.7578983!4d-89.6292044!16s%2Fg%2F1td7zvc5!19sChIJb8jB72Y5dYgRCpErKnIjh3g,Steam Power Carpet Cleaning,4.2,10,Carpet cleaning service,"1717 Adlai Stevenson Dr, Springfield, IL 62703, United States","Q95C+58 Springfield, Illinois, USA",https://steampowercarpetcleaning.com/,+1 217-585-8620,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQAIpnbvkLjA__-yuV6RxHZcupNkroMY1MVchZkqaJVlmoDpEXGqAaqrlRCPrkilPsF-Qv3hAlY7NG_h-jfyqpHeyR-iNmXE_PEnYGcjLjmcnDkBCx5TK_ymMPA9IqVQMwtKEn=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:39.635Z,,,,
https://www.google.com/maps/place/Peerless+Cleaning+Services/data=!4m7!3m6!1s0x8874ae3308578c55:0xf8e4152aad139ec1!8m2!3d39.8554788!4d-88.9290391!16s%2Fg%2F1tdhfrqy!19sChIJVYxXCDOudIgRwZ4TrSoV5Pg,Peerless Cleaning Services,4.5,48,Water damage restoration service,"1295 N 20th St, Decatur, IL 62521, United States","V34C+59 Decatur, Illinois, USA",http://www.peerlessrestoration.com/,+1 217-423-7703,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojlN8ThKkd_-LoIZyG-w8T1YWcdBNGoH4aue_WOWkRGj31Q0vBki3R-q10WAJgHDOoYB9h3tPoJkCiyhNfs2Ypv_XW28iMkO7-Y_pHf43sd0iOz7eiqSRL8gB3ejxC8mp4DVlZ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:44.759Z,,,,
https://www.google.com/maps/place/River+City+Restore/data=!4m7!3m6!1s0x459e576733ed3a3d:0x5e21c6df9eabb1f0!8m2!3d40.6471335!4d-89.4262786!16s%2Fg%2F11vxv0xnz5!19sChIJPTrtM2dXnkUR8LGrnt_GIV4,River City Restore,5.0,32,Water damage restoration service,,,https://rcrestore.com/,+1 309-642-7155,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4asm49Sx5juH5UQ7fjHlIoFZdFWfsnkcuszJBrysB8zan-htHgGEs1tIeDPgqpTWVSkHMbWVM_Ar8QUHOUte2mqMljwrGjDX1ByKaoMjrXXkpaxS9CkFAS3ub3qXs36yyLpRNpw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:49.365Z,,,,
https://www.google.com/maps/place/RCC+Restoration/data=!4m7!3m6!1s0x8875ff38e902f45f:0xb520585a0fb8cec5!8m2!3d38.715403!4d-89.956039!16s%2Fg%2F11v58tgjwt!19sChIJX_QC6Tj_dYgRxc64D1pYILU,RCC Restoration,5.0,81,Water damage restoration service,"2900 Maryville Rd, Maryville, IL 62062, United States","P28V+5H Maryville, Illinois, USA",https://rccrestore.com/,+1 618-406-5121,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKb8VCLkgY4iqr4A9OM1fBBUGfn_SsCERzjEVLdTpVbFIpaVmBnmATyLq-HvMaiDhFZ0nopMVhTYnmh_eOYWKmKYKE4n-vr3F858r4mWEfIZcJLHpKzyFLRfpmu0ZJQVDs818MeQ=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:54.227Z,,,,
"https://www.google.com/maps/place/Tri+County+Cleaning+Systems,+Inc/data=!4m7!3m6!1s0x880af8344e6ea2fd:0xf119395ef476c609!8m2!3d40.5963622!4d-89.5342882!16s%2Fg%2F1tvgvy13!19sChIJ_aJuTjT4CogRCcZ29F45GfE","Tri County Cleaning Systems, Inc",4.5,38,Water damage restoration service,"18881 Springfield Rd, Groveland, IL 61535, United States","HFW8+G7 Groveland, Illinois, USA",http://www.tricounty-cleaning.com/,+1 309-266-5755,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer0u4D5NTzRt6ruxIzKglArDTNDuYyDLiBArGwYmY3pq0LUCC4ZK-QL21YI-Pvmi78KWgck39KTEk5DLUIPIL5QDDL0pHZPe4NcyBsfBqKlnG3NTEnXaUghjFGoBAPF8q73Zy7O=w408-h304-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:43:59.227Z,,,,
https://www.google.com/maps/place/Way+and+Sons+Construction+LLC/data=!4m7!3m6!1s0x608b49708a469be1:0x325dd3490f5d2c4c!8m2!3d39.5959436!4d-89.7510685!16s%2Fg%2F11y40y8yjc!19sChIJ4ZtGinBJi2ARTCxdD0nTXTI,Way and Sons Construction LLC,4.6,32,Construction company,"902 W North St, Auburn, IL 62615, United States","H6WX+9H Auburn, Illinois, USA",http://wayandsonsconstruction.godaddysites.com/,+1 217-415-5423,Closed · Opens 6 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhuuyWwt_C0EH6mDmHMlI-p-VLV9eItp_etfp9a-cIeJbxkcJY0ANOiab9N0FzFG6gtjai4XlvJ3OiZeYx7_ypIrBqHAP7KQb3v6LGWHxT2gfnhj8pC0efSQ9FUZY2WoiHRF4=w426-h240-k-no,true,6 am–7 pm,6 am–7 pm,6 am–7 pm,6–7 am,6 am–7 pm,6 am–12 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:44:04.101Z,,,,
https://www.google.com/maps/place/SERVPRO+of+Bloomington+%2F+Pontiac/data=!4m7!3m6!1s0x880b6e5979cdb729:0xa76778bdaec6a532!8m2!3d40.4314899!4d-88.9940081!16s%2Fg%2F1tm69j0j!19sChIJKbfNeVluC4gRMqXGrr14Z6c,SERVPRO of Bloomington / Pontiac,4.8,119,Water damage restoration service,"9 Quest Dr, Bloomington, IL 61705, United States","C2J4+H9 Bloomington, Illinois, USA",https://www.servpro.com/locations/il/servpro-of-bloomington-pontiac?utm_medium=organic&utm_source=gbp,+1 309-827-7500,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqnEHdx5-dMGQKHuendN0WU7OlVNbVnHBhBwQL2vXd6Mrn0lR4Y6XN8Aj5dJfUF1u_j6rI87dDiL1EBRKeScsBdJIX0wAldO3w8nWtDH6bNjbzvRRs_LTBhH4gwJYT8cPthhxa3bZfITwbA=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:44:09.161Z,,,,
https://www.google.com/maps/place/Bath+Planet+of+Central+Illinois/data=!4m7!3m6!1s0x88753823717a9f43:0xa4bf92ea62cf43e4!8m2!3d39.7500316!4d-89.7172192!16s%2Fg%2F1hhw58cvy!19sChIJQ596cSM4dYgR5EPPYuqSv6Q,Bath Planet of Central Illinois,4.6,169,Bathroom remodeler,"3430 Constitution Dr, Springfield, IL 62711, United States","Q72M+24 Springfield, Illinois, USA",http://www.bathplanet.com/locator/4363.3359.bath-planet-of-central-il/,+1 217-318-3042,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqo_t5nq9kqkJqvEnKbGBCPAZJ7DYUqo7DsN0xqHBbYLljzd2TZpYY0D_G8hZ8sFm2TX-OcOyA4z4DArVTuLOLAgLcm5bWIO7kdfPPZ0JcvvTAag72Uw-jGBZD0ZyXQbPN4O5CX=w408-h544-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T05:44:14.009Z,,,,
