placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,tuesday,wednesday,thursday,friday,saturday,sunday,monday,isBlackOwned,error
https://www.google.com/maps/place/United+Vein+%26+Vascular+Centers/data=!4m7!3m6!1s0x8640c1aa275e3879:0xc0b70bf0c14b617f!8m2!3d29.7217819!4d-95.4409081!16s%2Fg%2F1tfzbkrw!19sChIJeTheJ6rBQIYRf2FLwfALt8A,United Vein & Vascular Centers,4.9,115,Medical clinic,"5585 Weslayan St, Houston, TX 77005, United States","PHC5+PJ Greenway / Upper Kirby Area, Houston, TX, USA",https://unitedveincenters.com/,+1 936-274-8964,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP9sxY14Lm0heaSp9e5YjrqWZSHwBMGiNiQfdKC=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:17.477Z,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,,
https://www.google.com/maps/place/Labcorp+at+Walgreens/data=!4m7!3m6!1s0x863f797b73ae39eb:0x3d501e0359b588d9!8m2!3d29.3947116!4d-94.941179!16s%2Fg%2F11rd5qp9bk!19sChIJ6zmuc3t5P4YR2Yi1WQMeUD0,Labcorp at Walgreens,3.6,11,Medical laboratory,"3103 Palmer Hwy, Texas City, TX 77590, United States","93V5+VG Texas City, Texas, USA",https://locations.labcorp.com/tx/texas-city/37050/,+1 409-995-4909,"Closed · Opens 7:30 am Wed

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOACOw3qeEwhs_hFhopX9xANqUAaXLjYuZFUOrK=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:22.713Z,,"7:30 am–12 pm, 12:30–3 pm","7:30 am–12 pm, 12:30–3 pm","7:30 am–12 pm, 12:30–3 pm","7:30 am–12 pm, 12:30–3 pm",Closed,Closed,"7:30 am–12 pm, 12:30–3 pm",,
https://www.google.com/maps/place/Texas+Endovascular/data=!4m7!3m6!1s0x8640c1940113b8b9:0x6fcfef9110e39fa6!8m2!3d29.7052857!4d-95.4618097!16s%2Fg%2F11ckqr3n4y!19sChIJubgTAZTBQIYRpp_jEJHvz28,Texas Endovascular,4.8,413,Radiologist,"4747 Bellaire Blvd #550, Bellaire, TX 77401, United States","PG4Q+47 Bellaire, Texas, USA",https://texaseva.com/locations/houston/,+1 713-257-9849,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMfSuKQtMWnAZQD198SOGgvBkFQGLXZNDh8UlVF=w408-h612-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:27.744Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Dr.+Uriel+Mushin:+Memorial+Vein+Center/data=!4m7!3m6!1s0x8640c4bb9d6effcd:0xeec8e8f411c1bd84!8m2!3d29.786442!4d-95.5581025!16s%2Fg%2F11r94jpfr!19sChIJzf9unbvEQIYRhL3BEfToyO4,Dr. Uriel Mushin: Memorial Vein Center,4.2,75,Medical clinic,"10504 Katy Fwy, Houston, TX 77043, United States","QCPR+HQ Memorial City, Houston, TX, USA",http://www.memorialveincenter.com/,+1 713-228-3467,Closes soon · 5 pm · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOF9P5MlPho8gt3Kth1_3MyipP0e4X3oj26OVTr=w408-h242-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:32.778Z,,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,,
https://www.google.com/maps/place/Mainland+Medical+Arts+Pavilion/data=!4m7!3m6!1s0x863f7ec77a9c8687:0x9dfc113ab60ce1e4!8m2!3d29.393722!4d-94.9901653!16s%2Fg%2F11h6tmsjgs!19sChIJh4acesd-P4YR5OEMtjoR_J0,Mainland Medical Arts Pavilion,4.6,37,Blood testing service,"7111 Medical Center Dr, Texas City, TX 77591, United States","92V5+FW Texas City, Texas, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=87zz-Mefb4jxw7vWsFjgdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.18248&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:35.458Z,,,,,,,,,,
https://www.google.com/maps/place/United+Vein+%26+Vascular+Centers/data=!4m7!3m6!1s0x8640db41aed34e0f:0x6eb6c0c6fcea47f3!8m2!3d29.7838058!4d-95.580307!16s%2Fg%2F1pp2w_hmw!19sChIJD07TrkHbQIYR80fq_MbAtm4,United Vein & Vascular Centers,4.9,353,Medical clinic,"11221 Katy Fwy Ste. 115, Houston, TX 77079, United States","QCM9+GV Memorial, Houston, TX, USA",https://unitedveincenters.com/find-a-clinic/texas/houston-memorial/,+1 936-274-8964,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNdwXLoyhaGAqH7MYyknbM8_u0LDbgHLWIgBmwb=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:40.304Z,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,,
https://www.google.com/maps/place/Dr.+Fethi+Ben+raouane+-+Interventional+Cardiologist-Vein+clinic/data=!4m7!3m6!1s0x86409d7f3b073a71:0x2ff9fd4ffadcf572!8m2!3d29.5368092!4d-95.1318186!16s%2Fg%2F11h01xrmrn!19sChIJcToHO3-dQIYRcvXc-k_9-S8,Dr. Fethi Ben raouane - Interventional Cardiologist-Vein clinic,5.0,2,Cardiologist,"905 W. Medical Center Blvd Ste. 103, Webster, TX 77598, United States","GVP9+P7 Webster, Texas, USA",,+1 281-724-4711,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNsWzo3jRSOcgE6fIuZC_QrpgzRPbsfwwKi8FBr=w408-h509-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:44.958Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Vital+Heart+%26+Vein/data=!4m7!3m6!1s0x86409ba8b9343ce7:0x4833af260d735a0b!8m2!3d29.5850258!4d-95.2093828!16s%2Fg%2F11vf9pts2m!19sChIJ5zw0uaibQIYRC1pzDSavM0g,Vital Heart & Vein,5.0,40,Cardiologist,"10930 Resource Pkwy Ste A Suite A, Houston, TX 77089, United States","HQPR+26 South Belt / Ellington, Houston, TX, USA",https://vitalheartandvein.com/locations,+1 281-661-5767,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ap2D0b6EwJYK_DtFXw-m5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.23888&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:49.848Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Sugar+Land+Vein+Center/data=!4m7!3m6!1s0x8640e7d2093b946f:0xb9c0ba5d5523901b!8m2!3d29.628439!4d-95.6026282!16s%2Fg%2F11g1p_k4s_!19sChIJb5Q7CdLnQIYRG5AjVV26wLk,Sugar Land Vein Center,5.0,3,Medical clinic,"13020 Dairy Ashford Rd #301, Sugar Land, TX 77478, United States","J9HW+9W Sugar Land, Texas, USA",http://www.fortbendheartcenter.com/varicose-veins.html,+1 281-265-8500,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=puhY778F_0TpgLcBVVQipA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=291.50354&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:54.892Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,,
https://www.google.com/maps/place/UT+Physicians+Cardiothoracic+%26+Vascular+Surgery+-+Bellaire+Station/data=!4m7!3m6!1s0x8640c118db29562f:0x82ac3c58c44c9c5c!8m2!3d29.7089427!4d-95.4618907!16s%2Fg%2F1hc2ng3ws!19sChIJL1Yp2xjBQIYRXJxMxFg8rII,UT Physicians Cardiothoracic & Vascular Surgery - Bellaire Station,4.9,15,Medical clinic,"6500 W Loop S #200-G, Bellaire, TX 77401, United States","PG5Q+H6 Bellaire, Texas, USA",https://www.utphysicians.com/clinic/ut-physicians-cardiothoracic-vascular-surgery-bellaire/,+1 713-500-8346,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=419vSDWlb9Z-HxDzx4QNNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.01768&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:21:59.762Z,LGBTQ+ friendly,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Texas+Vein+%26+Cosmetic+Specialists+of+Katy+TX/data=!4m7!3m6!1s0x8641274257be60cf:0x4d0b335667fc1867!8m2!3d29.7778786!4d-95.7433322!16s%2Fg%2F11byck6g3t!19sChIJz2C-V0InQYYRZxj8Z1YzC00,Texas Vein & Cosmetic Specialists of Katy TX,4.0,1,Surgical center,"21300 Provincial Blvd, Katy, TX 77450, United States","Q7H4+5M Katy, Texas, USA",https://txvein.com/varicose-vein-clinic-katy-tx/,+1 832-644-8930,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipMyIm1fdlyRiDGjddhVMH7IXANdbBe6QS9sMDjk=w564-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:04.602Z,LGBTQ+ friendly,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,,
https://www.google.com/maps/place/Houston+Vein+Specialists/data=!4m7!3m6!1s0x8640c070db205a1d:0x67ad836851ab8d71!8m2!3d29.7114439!4d-95.3999906!16s%2Fg%2F1264lpdd0!19sChIJHVog23DAQIYRcY2rUWiDrWc,Houston Vein Specialists,5.0,1,Medical clinic,"6550 Fannin St #2407, Houston, TX 77030, United States","PJ62+H2 South Central Houston, Houston, TX, USA",http://houstonveinspecialists.com/,+1 713-790-0000,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uJmE626MGjkjS5IiqJ9BnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.21457&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:09.331Z,,8 am–4 pm,8 am–4 pm,8 am–4 pm,8–11 am,Closed,Closed,8 am–4 pm,,
"https://www.google.com/maps/place/BILL+K.+CHANG+M.D.,+FACS/data=!4m7!3m6!1s0x86409c8f2cc2bed9:0x3fd5344435d9ca32!8m2!3d29.5537957!4d-95.1143522!16s%2Fg%2F11b88p77nl!19sChIJ2b7CLI-cQIYRMsrZNUQ01T8","BILL K. CHANG M.D., FACS",4.7,34,Vascular surgeon,"1050 Gemini St Suite 203, Houston, TX 77058, United States","HV3P+G7 Clear Lake, Houston, TX, USA",https://www.vascularsurgeryclearlake.com/,+1 281-554-8919,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOyy5-8F2AyMo9KoCqaCINB_8voThPYURITyfEI=w408-h612-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:14.255Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Houston+Vein+Specialists+-+Shin+David+D+MD/data=!4m7!3m6!1s0x8640c00f107b061f:0x9ed3e489123f6a24!8m2!3d29.7114657!4d-95.3999336!16s%2Fg%2F1tfbnq9p!19sChIJHwZ7EA_AQIYRJGo_Eonk054,Houston Vein Specialists - Shin David D MD,4.8,40,Vascular surgeon,"Smith Tower, 6550 Fannin St #2407, Houston, TX 77030, United States","PJ62+H2 South Central Houston, Houston, TX, USA",http://www.houstonveinspecialists.com/,+1 713-790-0000,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNxiylkPSqeaEu-ke3vPnZuCSbGW87JVDL8PVnM=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:19.214Z,,8 am–4 pm,8 am–4 pm,8 am–4 pm,8–11 am,Closed,Closed,8 am–4 pm,,
https://www.google.com/maps/place/Texas+Endovascular/data=!4m7!3m6!1s0x86409d1527027961:0xb3bb2d1e9b93d47b!8m2!3d29.5440184!4d-95.1207759!16s%2Fg%2F11hz99mvcl!19sChIJYXkCJxWdQIYRe9STmx4tu7M,Texas Endovascular,4.8,329,Radiologist,"390 E Medical Center Blvd, Webster, TX 77598, United States","GVVH+JM Webster, Texas, USA",https://texaseva.com/locations/webster/,+1 713-322-7725,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMMj3-txIFjXdp2zww14kejBRjrNb4B7klPnN-T=w408-h281-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:24.202Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Alate+Health+Vein+and+Vascular+-+Hermann+Drive/data=!4m7!3m6!1s0x8640bf822a99669d:0xc46f95bf93463ab4!8m2!3d29.7230466!4d-95.3886131!16s%2Fg%2F1hm24vjp2!19sChIJnWaZKoK_QIYRtDpGk7-Vb8Q,Alate Health Vein and Vascular - Hermann Drive,4.7,181,Surgical center,"1213 Hermann Dr Suite 255, Houston, TX 77004, United States","PJF6+6H Houston Museum District, Houston, TX, USA",https://alatehealth.com/,+1 713-913-0667,Closes soon · 4:30 pm · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMRvsmbFDZETGhvawTvjbAil01MqLckzNGtr4bQ=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:29.065Z,,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4:30 pm,,
https://www.google.com/maps/place/Metro+Vein+Centers+%7C+Sugar+Land/data=!4m7!3m6!1s0x8640e6c8b142af65:0x3bb28a68125c56fd!8m2!3d29.607667!4d-95.616392!16s%2Fg%2F11clvdgtp6!19sChIJZa9CscjmQIYR_VZcEmiKsjs,Metro Vein Centers | Sugar Land,4.9,303,Vascular surgeon,"15200 Southwest Fwy Ste 290, Sugar Land, TX 77478, United States","J95M+3C Sugar Land, Texas, USA",https://www.metroveincenters.com/locations/texas-sugarland?utm_source=google&utm_medium=Yext,+1 713-538-1726,"Open · Closes 6 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM8NW12nIvo6yWKI8V015Av4Faz1ZkVeJ0vHXk5=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:34.054Z,,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,,
https://www.google.com/maps/place/Reincke+Vein+Center/data=!4m7!3m6!1s0x8640e7fde06140e3:0xf830abe6b6dbb8ed!8m2!3d29.6054127!4d-95.636187!16s%2Fg%2F11p5nbn5p2!19sChIJ40Bh4P3nQIYR7bjbtuarMPg,Reincke Vein Center,5.0,137,Medical office,"1111 Hwy 6 # 170, Sugar Land, TX 77478, United States","J947+5G Sugar Land, Texas, USA",http://www.reinckeveincenter.com/,+1 281-394-4446,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3KoPsJhh9oJzeK0ZowGrmbwAFZWm6drQvDduEGump_Apx98mXHeqlJN1XGzACM-YNlnnouxTymHTN9VfhYcxOXIKRLsTZtyNmO3eAToSvzRQLeBRWmZyRUn-oRpIDnaNYFFuJSg=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:39.204Z,LGBTQ+ friendly,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Bay+Area+Vascular+Center/data=!4m7!3m6!1s0x864097cec57a3c4f:0xd75783f434ff35b1!8m2!3d29.6693541!4d-95.2602088!16s%2Fg%2F1261ckjn6!19sChIJTzx6xc6XQIYRsTX_NPSDV9c,Bay Area Vascular Center,4.5,39,Medical Center,"8537 Gulf Fwy, Houston, TX 77017, United States","MP9Q+PW Meadowbrook / Allendale, Houston, TX, USA",https://www.azuravascularcare.com/center/bay-area-vascular-center/?utm_source=local&utm_medium=organic&utm_campaign=gmb-center-listing&utm_content=website&y_source=1_MzI4MzA3MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 832-386-0900,"Closes soon · 5 pm · Opens 7 am Wed

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNSCRjArNiKSWvhu0nG1MaC6Gg-mIWa3KDha2Ze=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:44.209Z,,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,,
https://www.google.com/maps/place/Varicose+and+Spider+Vein+Clinic+-+Vein+Treatment+Specialists/data=!4m7!3m6!1s0x8640c135270f3f13:0x9124d49f35cd5b66!8m2!3d29.749794!4d-95.4490313!16s%2Fg%2F11flry1bnr!19sChIJEz8PJzXBQIYRZlvNNZ_UJJE,Varicose and Spider Vein Clinic - Vein Treatment Specialists,,,Medical clinic,"4543 Post Oak Pl Dr Ste 125, Houston, TX 77027, United States","PHX2+W9 Afton Oaks / River Oaks Area, Houston, TX, USA",,+1 832-789-8346,Closes soon · 5 pm · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MHOB23Am8VgJspsAa_4RNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.182846&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:48.954Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/Southeast+Texas+Vein+Clinic/data=!4m7!3m6!1s0x863ecb3669300001:0x1c73c87bea17e7c8!8m2!3d30.0873899!4d-94.1291879!16s%2Fg%2F11f63xjh4h!19sChIJAQAwaTbLPoYRyOcX6nvIcxw,Southeast Texas Vein Clinic,,,Doctor,"2693 North St, Beaumont, TX 77702, United States","3VPC+X8 Beaumont, Texas, USA",http://setxveinclinic.com/about-us/,+1 409-835-2112,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=akZEa5PyqRq8hw0-jHkPtA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.5346&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:51.629Z,,,,,,,,,,
https://www.google.com/maps/place/Vital+Heart+%26+Vein/data=!4m7!3m6!1s0x86409dcf982a8963:0x38f0a78553182598!8m2!3d29.542363!4d-95.1258618!16s%2Fg%2F11kt5tvlhl!19sChIJY4kqmM-dQIYRmCUYU4Wn8Dg,Vital Heart & Vein,,,Cardiologist,"400 W. Medical Center Blvd Ste 250, Webster, TX 77598, United States","GVRF+WM Webster, Texas, USA",https://vitalheartandvein.com/locations/clearlake,+1 281-446-6656,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fVD2ttHbE8L5JXasHxOGrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.98302&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:54.249Z,,,,,,,,,,
https://www.google.com/maps/place/Andres+Vein+Center/data=!4m7!3m6!1s0x863f5c1fd89c2d91:0xdb1ee7b67473a62d!8m2!3d29.7669051!4d-94.9768791!16s%2Fg%2F1z44c1z03!19sChIJkS2c2B9cP4YRLaZzdLbnHts,Andres Vein Center,,,Medical clinic,"4000 Garth Rd Ste 201, Baytown, TX 77521, United States","Q28F+Q6 Baytown, Texas, USA",,+1 281-422-2349,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f3DvZHm2vuo_YX0rYUg-oA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.15796&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:22:56.887Z,,,,,,,,,,
https://www.google.com/maps/place/USA+Vein+Clinics/data=!4m7!3m6!1s0x8640c136380d1e13:0xb32c30bae7707e55!8m2!3d29.7302998!4d-95.4449403!16s%2Fg%2F11rct_pc4g!19sChIJEx4NODbBQIYRVX5w57owLLM,USA Vein Clinics,,,Medical clinic,"4126 Southwest Fwy Ste. 1100, Houston, TX 77027, United States","PHJ4+42 Greenway / Upper Kirby Area, Houston, TX, USA",https://www.usaveinclinics.com/company/locations/texas/office/houston/?utm_source=gmb&utm_medium=organic&utm_campaign=location,+1 346-326-0327,Closes soon · 5 pm · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cvhoQYZobnNad3ge3ZPkkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.3046007&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:23:01.721Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/San+Antonio+Vein+Clinic/data=!4m7!3m6!1s0x865c66de097f4169:0xa556f6fc7a3d157f!8m2!3d29.562455!4d-98.593068!16s%2Fg%2F11hbk4h58m!19sChIJaUF_Cd5mXIYRfxU9evz2VqU,San Antonio Vein Clinic,4.8,6,Medical clinic,"12730 I-10 #306, San Antonio, TX 78230, United States","HC64+XQ San Antonio, Texas, USA",http://www.sanantonioveinclinic.com/,+1 210-691-1234,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPVdBVtb4pvVkUa5vCn6zMMyj8CC8ol4KiN5hEM=w408-h344-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:23:06.929Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/Texas+Vein+%26+Vascular/data=!4m7!3m6!1s0x86685e5584bbe7cb:0x1a38a70e71263db1!8m2!3d27.7013943!4d-97.3812641!16s%2Fg%2F1tm130mk!19sChIJy-e7hFVeaIYRsT0mcQ6nOBo,Texas Vein & Vascular,4.6,65,Medical clinic,"5242 Holly Rd, Corpus Christi, TX 78411, United States","PJ29+HF South Side, Corpus Christi, TX, USA",http://www.texasveinandvascular.com/,+1 361-991-6611,Closes soon · 5 pm · Opens 8:15 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_WX4DDzGEDopI8yyGZqP_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.879944&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:23:11.749Z,,8:15 am–5 pm,8:15 am–5 pm,8:15 am–5 pm,8:15 am–5 pm,Closed,Closed,8:30 am–5 pm,,
"https://www.google.com/maps/place/Cosmetic+Vein+Centers/@29.5511692,-95.1278821,17z/data=!3m1!4b1!4m6!3m5!1s0x86409c89fe09155b:0xf191c007a7094e34!8m2!3d29.5511692!4d-95.1278821!16s%2Fg%2F11h6tmw0tg",Cosmetic Vein Centers,,,Medical clinic,"Houston, TX 77062, United States","HV2C+FR Clear Lake, Houston, TX, USA",,,,,false,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:23:16.469Z,,,,,,,,,,
https://www.google.com/maps/place/Vein+Clinic+%26+Pain+Treatment+Center+%7C+VIP+Medical+Group/data=!4m7!3m6!1s0x8640c1a83d780d13:0x97b86a523dabd80!8m2!3d29.7389602!4d-95.4420838!16s%2Fg%2F11hyg55ngw!19sChIJEw14PajBQIYRgL3aI6WGewk,Vein Clinic & Pain Treatment Center | VIP Medical Group,5.0,1,Doctor,"2900 Weslayan St Suite 650, Houston, TX 77027, United States","PHQ5+H5 Greenway / Upper Kirby Area, Houston, TX, USA",http://www.vipmedicalgroup.com/,+1 346-258-7220,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipMIjZelC0rPLsx1X79OylkgSUCR8Ni9k1jsbLrc=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Texas+City+Galveston+TX/@29.383845,-94.9027002,14z",2025-12-16T22:23:21.190Z,,,,,,,,,,
