placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Bob+Anderson+PC/data=!4m7!3m6!1s0x8856abb71a75720f:0xb6cdc5d807132868!8m2!3d35.5069189!4d-80.8636739!16s%2Fg%2F1vxdyzxc!19sChIJD3J1GrerVogRaCgTB9jFzbY,Bob Anderson PC,,,Psychologist,"710 Northeast Dr # 11, Davidson, NC 28036, United States","G44P+QG Davidson, North Carolina, USA",,+1 704-892-5788,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H55N-CZD6mMDPapJeZtgiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.2835&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:33:53.761Z,
https://www.google.com/maps/place/Horizon+Psychological+Services/data=!4m7!3m6!1s0x8856a866a5ad76f1:0x5e9011052191a072!8m2!3d35.4791158!4d-80.8802069!16s%2Fg%2F1tdb0dj5!19sChIJ8XatpWaoVogRcqCRIQURkF4,Horizon Psychological Services,3.9,30,Psychologist,"19425 Liverpool Pkwy b, Cornelius, NC 28031, United States","F4H9+JW Cornelius, North Carolina, USA",http://www.horizonpsychologicalsvcs.com/,+1 704-960-2632,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNh2h0VHhcNt5Jgs1fKT375tw2_w-9cPEXb4_TW=w408-h544-k-no,true,Closed,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:33:58.798Z,
"https://www.google.com/maps/place/Emily+S.+Johnson,+PA-C/data=!4m7!3m6!1s0x8856abb800f56ec7:0x53e156dcc63c280!8m2!3d35.502641!4d-80.8641753!16s%2Fg%2F11dzzxx345!19sChIJx271ALirVogRgMJjzG0VPgU","Emily S. Johnson, PA-C",4.9,66,General practitioner,"705 Griffith St #100a, Davidson, NC 28036, United States","G43P+38 Davidson, North Carolina, USA",https://atriumhealth.org/provider-profile/emily-johnson-1508090978?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,+1 704-801-7900,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMrHOuGSBqnkkjm5xI0p5HzE1gBZ066cvHP88pm=w408-h571-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:03.697Z,
https://www.google.com/maps/place/Lake+City+Psychiatry/data=!4m7!3m6!1s0x8851552fc952a4d5:0xcb1b4a3bc8ab738!8m2!3d35.5755289!4d-80.820445!16s%2Fg%2F11kk5l4045!19sChIJ1aRSyS9VUYgROLeKvKO0sQw,Lake City Psychiatry,4.9,29,Psychiatrist,"500 S Main St Ste 113, Mooresville, NC 28115, United States","H5GH+6R Mooresville, North Carolina, USA",http://www.lakecitypsychiatry.net/,+1 704-251-9123,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipPeACXn064JUq1GdFallDmzob77vCNCSxEv93xv=w408-h451-k-no,true,10 am–6 pm,Closed,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:09.155Z,
https://www.google.com/maps/place/Dogwood+Counseling+NC/data=!4m7!3m6!1s0x8856abb52852e46f:0xc8984f451a493a11!8m2!3d35.48717!4d-80.876399!16s%2Fg%2F11x6dkgxs8!19sChIJb-RSKLWrVogRETpJGkVPmMg,Dogwood Counseling NC,,,Mental health service,"20901 Torrence Chapel Rd Suite 102B, Cornelius, NC 28031, United States","F4PF+VC Cornelius, North Carolina, USA",http://dogwoodcounselingnc.com/,+1 704-981-1878,Closed · Opens 9 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sOj2VDmuWuX9HX3MRfG3xQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.70183&pitch=0&thumbfov=100,true,Closed,Closed,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:13.933Z,
https://www.google.com/maps/place/Higher+Ground+Psychological+Services/data=!4m7!3m6!1s0x8856a9b1aa496767:0x5fbd083c714ee096!8m2!3d35.46105!4d-80.888982!16s%2Fg%2F11gy1mzhck!19sChIJZ2dJqrGpVogRluBOcTwIvV8,Higher Ground Psychological Services,5.0,4,Psychologist,"18151 W Catawba Ave Unit #15, Cornelius, NC 28031, United States","F466+CC Cornelius, North Carolina, USA",http://www.highergroundps.com/,+1 704-495-4435,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMOsTvcxMyP7jAzqkK3z-qMl7Et4466XHknT_Np=w408-h261-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:18.837Z,
"https://www.google.com/maps/place/Wellness+For+The+Mind+Counseling+Services,+PLLC/data=!4m7!3m6!1s0x8856a9cc3c759007:0x63c16c32e33fc94f!8m2!3d35.4738967!4d-80.8921144!16s%2Fg%2F11rxzfl9p6!19sChIJB5B1PMypVogRT8k_4zJswWM","Wellness For The Mind Counseling Services, PLLC",,,Mental health service,"19109 W Catawba Ave suite 200, Cornelius, NC 28031, United States","F4F5+H5 Cornelius, North Carolina, USA",https://www.psychologytoday.com/profile/880790,+1 980-322-6268,Closed · Opens 10:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ORuLHbu9b2YWwhQU6AH_Vg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.36444&pitch=0&thumbfov=100,false,Closed,Closed,Closed,10:30 am–12 am,"12–6:30 am, 9:30 am–5:30 pm",10:30 am–6:30 pm,9:30 am–5:30 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:23.703Z,
"https://www.google.com/maps/place/Cassie+Levigne,+Psychiatric+Nurse+Practitioner/data=!4m7!3m6!1s0x8856ab18beae99bb:0xa07a7e0a5efbf992!8m2!3d35.555773!4d-80.8555538!16s%2Fg%2F11whgsj4nr!19sChIJu5muvhirVogRkvn7Xgp-eqA","Cassie Levigne, Psychiatric Nurse Practitioner",5.0,13,Psychiatrist,"122 Gateway Blvd Suite C, Mooresville, NC 28117, United States","H44V+8Q Mooresville, North Carolina, USA",https://lifestance.com/provider/nurse-practitioner/nc/mooresville/cassie-levigne/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 980-766-1030,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipP2ZjbRo1gQmagFGPu81c0yycafMbjArDUqaAun=w427-h240-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:28.449Z,
"https://www.google.com/maps/place/BeLight+Holistic+Psychotherapy+%26+Wellness,+PLLC/data=!4m7!3m6!1s0x8856ab064c6027b3:0x5759a2940b63e749!8m2!3d35.4737909!4d-80.891855!16s%2Fg%2F11h7qrytq2!19sChIJsydgTAarVogRSedjC5SiWVc","BeLight Holistic Psychotherapy & Wellness, PLLC",3.0,2,Psychotherapist,"19109 W Catawba Ave suite 200, Cornelius, NC 28031, United States","F4F5+G7 Cornelius, North Carolina, USA",,+1 704-761-3362,Closes soon · 3 pm · Opens 9 am Sat,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOAI-95gLq1K6ns1DjMD69Sbb6MZhpkxkfEcXcV=w408-h544-k-no,true,9 am–3 pm,9 am–12 pm,Closed,Closed,9 am–7 pm,10 am–7 pm,9 am–6 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:33.684Z,true
"https://www.google.com/maps/place/Christopher+Fox,+DO/data=!4m7!3m6!1s0x885402419e03ea91:0x232eafb4021342aa!8m2!3d35.4495062!4d-80.7851277!16s%2Fg%2F11dzw73c4_!19sChIJkeoDnkECVIgRqkITArSvLiM","Christopher Fox, DO",4.0,8,Psychiatrist,"16740 Davidson-Concord Rd STE 200, Davidson, NC 28036, United States","C6X7+RW Davidson, North Carolina, USA",https://atriumhealth.org/provider-profile/christopher-fox-1336340835,+1 704-801-9200,,,https://lh3.googleusercontent.com/p/AF1QipNTJFJi7wVstFdI7925Yyds5G9GAFL2P1y3amK1=w408-h571-k-no,true,,,,,,,,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:36.573Z,
https://www.google.com/maps/place/Apex+Sports+Psychology/data=!4m7!3m6!1s0x8856ab8a7ca2ba35:0xb5bed9d61a5594bb!8m2!3d35.5002307!4d-80.8642018!16s%2Fg%2F11mcjn2mp1!19sChIJNbqifIqrVogRu5RVGtbZvrU,Apex Sports Psychology,5.0,5,Psychologist,"705 Peninsula Dr, Davidson, NC 28036, United States","G42P+38 Davidson, North Carolina, USA",http://apexgolfandsportspsychology.com/,+1 704-622-5342,Closed · Opens 9 am Sat,,https://lh3.googleusercontent.com/p/AF1QipNIvpM4Lys6QGwHnmIFiwiYC6ti8iSuseGBxeb_=w408-h271-k-no,true,9 am–12 pm,9 am–1 pm,Closed,9 am–7 pm,9 am–7 pm,9 am–5 pm,9 am–12:30 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:41.526Z,
https://www.google.com/maps/place/Unique+Psychiatric+Care+Solutions/data=!4m7!3m6!1s0x8856a9b24c80c937:0x33f05c39084a3b51!8m2!3d35.4471426!4d-80.8614157!16s%2Fg%2F11y2l8v9sp!19sChIJN8mATLKpVogRUTtKCDlc8DM,Unique Psychiatric Care Solutions,4.0,4,Mental health clinic,"9820 Northcross Center Ct #52, Huntersville, NC 28078, United States","C4WQ+VC Huntersville, North Carolina, USA",https://www.uniquepsychiatriccaresolutions.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13318731505115173582,+1 704-996-1454,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vbgY0pwL8DqLvWLTBQ2kew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.38345&pitch=0&thumbfov=100,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:46.330Z,
https://www.google.com/maps/place/Carolina+Psychiatry+and+Addiction+Services/data=!4m7!3m6!1s0xa76fe7746668c743:0xce3b59fb8d2df1fd!8m2!3d35.3245146!4d-80.8445635!16s%2Fg%2F11srp30607!19sChIJQ8doZnTnb6cR_fEtjftZO84,Carolina Psychiatry and Addiction Services,4.9,35,Mental health service,"7349 Statesville Rd C, Charlotte, NC 28269, United States","85F4+R5 Charlotte, North Carolina, USA",https://carolinapsychiatryandaddictionservices.com/?utm_source=GBP&utm_medium=Link&utm_campaign=Local+SEO,+1 336-505-9714,"Open 24 hours

Updated by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNj2m1hbJIcv0MeE6PbjQa71WIw5_JNYzwxAX5x=w408-h528-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:51.175Z,
"https://www.google.com/maps/place/Davidson+Family+Medicine,+an+Avance+Care+practice/data=!4m7!3m6!1s0x8856aa3432f223e3:0x76dbb79a9cbcd678!8m2!3d35.4989692!4d-80.8493255!16s%2Fg%2F1xg5tcz4!19sChIJ4yPyMjSqVogReNa8nJq323Y","Davidson Family Medicine, an Avance Care practice",4.8,900,Family practice physician,"104 Knox Ct #100, Davidson, NC 28036, United States","F5X2+H7 Davidson, North Carolina, USA",https://www.davidsonfamilymedicine.com/,+1 704-892-5454,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOin-vze86xWBNBnulmfqmLyKEK14wGOQmYGbpE=w408-h544-k-no,true,8 am–5 pm,8 am–2 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:34:56.474Z,
"https://www.google.com/maps/place/Lauren+Penwell-Waines,+PhD/data=!4m7!3m6!1s0x8856a9fbc8aa9f33:0xae206e0dfec6c982!8m2!3d35.4795858!4d-80.8924701!16s%2Fg%2F11gxn8qv1z!19sChIJM5-qyPupVogRgsnG_g1uIK4","Lauren Penwell-Waines, PhD",,,Psychologist,"19485 Old Jetton Rd #100, Cornelius, NC 28031, United States","F4H5+R2 Cornelius, North Carolina, USA",https://www.novanthealth.org/pf/providers/1942610084?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1942610084,+1 704-316-5170,"Open · Closes 5 pm

Confirmed by this business 6 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u9LmDj9YTRNkNdF0Wb6C9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.784035&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:35:01.282Z,
"https://www.google.com/maps/place/Michael+T.+Wenning,+MD/data=!4m7!3m6!1s0x88540f25a7d3b7db:0xa55f2761e333399a!8m2!3d35.4495062!4d-80.7851277!16s%2Fg%2F1tdn06gt!19sChIJ27fTpyUPVIgRmjkz42EnX6U","Michael T. Wenning, MD",5.0,7,Psychiatrist,"16740 Davidson-Concord Rd STE 200, Davidson, NC 28036, United States","C6X7+RW Davidson, North Carolina, USA",https://atriumhealth.org/provider-profile/michael-wenning-1821299728?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,+1 704-801-9200,Closed · Opens 7:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WowBruC-TQy-v9ocA8T4Ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.722403&pitch=0&thumbfov=100,true,7:30 am–1:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Davidson+Charlotte+NC/@35.4993031,-80.8486846,14z",2025-11-14T19:35:06.146Z,
https://www.google.com/maps/place/Promise+Resource+Network+Inc/data=!4m7!3m6!1s0x8856a004675e6789:0x58d6ba252e5366b!8m2!3d35.218507!4d-80.8255577!16s%2Fg%2F11b6bmvjdd!19sChIJiWdeZwSgVogRazblUqJrjQU,Promise Resource Network Inc,4.7,23,Mental health service,"1401 E 7th St, Charlotte, NC 28204, United States","659F+CQ Charlotte, North Carolina, USA",https://promiseresourcenetwork.org/,+1 704-390-7709,Open · Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u1YATZn8NI5HV7y_pGHbWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=11.387196&pitch=0&thumbfov=100,true,10 am–4 pm,Closed,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:35:28.789Z,
https://www.google.com/maps/place/Nature%27s+Way+Holistic+Mental+Health+Counseling/data=!4m7!3m6!1s0x88569faf26e186b9:0xeeb5767cb64561c0!8m2!3d35.2142751!4d-80.8553094!16s%2Fg%2F11p5_djqf2!19sChIJuYbhJq-fVogRwGFFtnx2te4,Nature's Way Holistic Mental Health Counseling,4.7,13,Counselor,"1520 South Blvd #228, Charlotte, NC 28203, United States","647V+PV Charlotte, North Carolina, USA",http://www.natureswayhc.com/,+1 704-569-5489,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMWrqYwOVQ9SW0R8Zi6mLaAkZK8LVnr5IS4rVMi=w408-h306-k-no,true,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:35:33.889Z,
"https://www.google.com/maps/place/Mind+Balance+Mental+Health+and+Wellness,+PLLC/data=!4m7!3m6!1s0x8854218cd77b66f1:0xffac498ed712b06a!8m2!3d35.1959454!4d-80.7960808!16s%2Fg%2F11w591c416!19sChIJ8WZ714whVIgRarAS145JrP8","Mind Balance Mental Health and Wellness, PLLC",5.0,5,Mental health clinic,"3705 Latrobe Dr STE 350, Charlotte, NC 28211, United States","56W3+9H Charlotte, North Carolina, USA",https://www.mindbalancemh.com/?utm_source=gmb&utm_medium=organic,+1 704-266-0232,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNIUij9dZ9pea0ByjVL4L9_sDxRjah98_O9YaZr=w408-h271-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:35:39.045Z,
https://www.google.com/maps/place/The+Smith+Family+Behavioral+Health+Urgent+Care/data=!4m7!3m6!1s0x885421cdacbe2c4b:0x8bcb5c23b8c62094!8m2!3d35.2049929!4d-80.8027829!16s%2Fg%2F11l5vkl337!19sChIJSyy-rM0hVIgRlCDGuCNcy4s,The Smith Family Behavioral Health Urgent Care,3.1,8,Mental health service,"616 Colonnade Dr, Charlotte, NC 28205, United States","653W+XV Charlotte, North Carolina, USA",https://www.daymarkrecovery.org/locations/bhuc-mecklenburg,+1 704-273-3942,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPyV3HmRgBZnta6KiOlufvZEf_BXCGOaYqm8d2o=w408-h342-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:35:43.836Z,
https://www.google.com/maps/place/Breathe+Drug%27s+Detox+Centers/data=!4m7!3m6!1s0x8856a128b2ad3811:0x5212eb0646123dfe!8m2!3d35.22523!4d-80.84733!16s%2Fg%2F11wfmbyhtg!19sChIJETitsiihVogR_j0SRgbrElI,Breathe Drug's Detox Centers,5.0,10,Mental health clinic,"400 S Tryon St #800, Charlotte, NC 28285, United States","65G3+33 Charlotte, North Carolina, USA",https://breathedrugsdetoxcenters.shop/,+1 980-370-7674,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YpQqUwKMlQ5wOQg8tU7gnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=229.39714&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:35:49.148Z,
"https://www.google.com/maps/place/Christopher+Edge,+MD/data=!4m7!3m6!1s0x88569fe9e83d30cf:0xe69ea7995d8cea73!8m2!3d35.2102342!4d-80.8245405!16s%2Fg%2F11xs1xn68q!19sChIJzzA96OmfVogRc-qMXZmnnuY","Christopher Edge, MD",5.0,1,Psychiatrist,"1900 Randolph Rd #800, Charlotte, NC 28207, United States","656G+35 Charlotte, North Carolina, USA",https://www.novanthealth.org/pf/providers/1851667760?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1851667760,+1 704-384-1246,"Open · Closes 5 pm

Confirmed by this business 6 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uG34GrxMkLksOnzCi57u2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.85956&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:35:54.125Z,
https://www.google.com/maps/place/Ryse+Up+Transformational+Services/data=!4m7!3m6!1s0x8856a1f087d27503:0xf2da68f4d4e6b8ca!8m2!3d35.2185397!4d-80.8105692!16s%2Fg%2F11khzw2pf9!19sChIJA3XSh_ChVogRyrjm1PRo2vI,Ryse Up Transformational Services,5.0,2,Mental health service,"1208 The Plaza, Charlotte, NC 28205, United States","659Q+CQ Charlotte, North Carolina, USA",http://ryseup.net/,+1 704-559-9204,Open · Closes 8 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X5gE6pJZt5Xk65_y8NA_1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.94442&pitch=0&thumbfov=100,true,10 am–8 pm,10 am–8 pm,10 am–7 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:35:58.915Z,
https://www.google.com/maps/place/Blue+Sage+Counseling+and+Wellness/data=!4m7!3m6!1s0x88569f7d954ba051:0x52e230df46afa7b6!8m2!3d35.2142126!4d-80.8206853!16s%2Fg%2F11gtbdd2xq!19sChIJUaBLlX2fVogRtqevRt8w4lI,Blue Sage Counseling and Wellness,5.0,26,Psychotherapist,"1816 E 7th St, Charlotte, NC 28204, United States","657H+MP Charlotte, North Carolina, USA",http://www.bluesagecounselingandwellness.com/,+1 704-778-6141,Open · Closes 6:30 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a2nk4F3xxf5DpDMchsYang&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.61337&pitch=0&thumbfov=100,true,12–6:30 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,12–6:30 pm,12–6:30 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:36:03.860Z,
https://www.google.com/maps/place/InnerVision+Inc/data=!4m7!3m6!1s0x8856a03b43801dcf:0x5c7555c04a127449!8m2!3d35.2237156!4d-80.8399054!16s%2Fg%2F1twy_7xk!19sChIJzx2AQzugVogRSXQSSsBVdVw,InnerVision Inc,4.1,19,Mental health service,"415 E 4th St, Charlotte, NC 28202, United States","65F6+F2 Charlotte, North Carolina, USA",http://www.innervisionnc.org/,+1 704-377-5042,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BjTh1grVrIFTmbMittcS8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.68057&pitch=0&thumbfov=100,false,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:36:08.755Z,
https://www.google.com/maps/place/Charl%D0%BEtte+Mental+Health+Cr%D0%B5d%D0%B5ntialing+%26+B%D1%96ll%D1%96ng+S%D0%B5rv%D1%96ces/data=!4m7!3m6!1s0x8856a162e4c354f3:0xd6ac100657a9f929!8m2!3d35.2246204!4d-80.8422875!16s%2Fg%2F11xfr6bklm!19sChIJ81TD5GKhVogRKfmpVwYQrNY,Charlоtte Mental Health Crеdеntialing & Bіllіng Sеrvіces,5.0,12,Medical billing service,"246 E 4th St, Charlotte, NC 28202, United States","65F5+R3 Charlotte, North Carolina, USA",https://psywellgroup.com/charlotte,+1 704-285-1343,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMG9g2KJNGofNKI4AgKXJFQuY7haSd0YsRz0XwV=w408-h272-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:36:13.919Z,
"https://www.google.com/maps/place/Kellie+Pavlish,+Clinical+Mental+Health+Counselor/data=!4m7!3m6!1s0x8830ed5ce09d4af5:0x8d82e5b0363f25ac!8m2!3d35.2142207!4d-80.8206514!16s%2Fg%2F11rwxgfgb0!19sChIJ9Uqd4FztMIgRrCU_NrDlgo0","Kellie Pavlish, Clinical Mental Health Counselor",5.0,21,Counselor,"1816 E 7th St, Charlotte, NC 28204, United States","657H+MP Charlotte, North Carolina, USA",http://kelliepavlish.com/,+1 984-282-0248,,,https://lh3.googleusercontent.com/p/AF1QipOPxnd1rhm-0Vr39P-TBHn96YNqAhE1Bj5X1imU=w408-h611-k-no,true,,,,,,,,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:36:16.783Z,
https://www.google.com/maps/place/InnerVision/data=!4m7!3m6!1s0x8856a1aa03d099e1:0xce58cab17d9266e8!8m2!3d35.2243246!4d-80.8400494!16s%2Fg%2F11shy3t88q!19sChIJ4ZnQA6qhVogR6GaSfbHKWM4,InnerVision,5.0,1,Mental health service,"400 E Trade St, Charlotte, NC 28202, United States","65F5+PX Charlotte, North Carolina, USA",http://www.innervisionnc.org/,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rDzMEOv7Ubf7Sz95Xfat7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.39595&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/psychiatry+clinics+in+Uptown+Charlotte+NC/@35.2272109,-80.8430803,14z",2025-11-14T19:36:19.552Z,
