placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,info
https://www.google.com/maps/place/Kingparking+Aeroporto+Napoli+%7C+Via+Brodolini+%28ex+Via+Cupa+Casoria%29/data=!4m7!3m6!1s0x133b077dedfad20f:0x698b514c655633a7!8m2!3d40.8963493!4d14.2912685!16s%2Fg%2F11q96m7t81!19sChIJD9L67X0HOxMRpzNWZUxRi2k,Kingparking Aeroporto Napoli | Via Brodolini (ex Via Cupa Casoria),4.1,647,Parking lot,"Via Giacomo Brodolini, 67, 80026 Casoria NA, Italy","V7WR+GG Casoria, Metropolitan City of Naples, Italy",https://www.kingparking.it/,+39 366 566 5361,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPqUnvacDrqDA1Rpg5B78tMKXLc5Roccp97Ihxp=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ischia+Naples+FL/@40.7378738,13.9485287,14z",2025-10-28T18:55:50.818Z,,
https://www.google.com/maps/place/Parcheggio+Scarpato/data=!4m7!3m6!1s0x133b07fd1becfe85:0x925fb144c071e23d!8m2!3d40.889707!4d14.269519!16s%2Fg%2F11vct6vb20!19sChIJhf7sG_0HOxMRPeJxwESxX5I,Parcheggio Scarpato,5.0,4,Parking lot,"Viale Privato dello Zodiaco, 4, 80144 Napoli NA, Italy","V7Q9+VR Naples, Metropolitan City of Naples, Italy",http://www.garagescarpato.it/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AjoYMeb8IG7kw8sX_3cxAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.87817&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Procida+Naples+FL/@40.8517746,14.2681244,14z",2025-10-28T18:56:02.854Z,,
"https://www.google.com/maps/place/Naples+Parking+Management+LLC/@40.6813313,14.7743583,14z/data=!4m6!3m5!1s0x88dae22da1a8a0d9:0x2314c3d3b0de4f8b!8m2!3d26.1579007!4d-81.7556234!16s%2Fg%2F11d_bkw73t",Naples Parking Management LLC,,,Software company,"4406 Exchange Ave STE 109, Naples, FL 34104, United States","565V+5Q Naples, Florida, USA",,+1 239-313-1760,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxeyR9PR0xZpYQtkTYrUn0Yv_buoALq3ULJfocINcmkQjxjTo2Yad4fcmgY9MabX9epsloQjJ2tKiCxxbAyWhW2OrUcurnbV1_jylvBugsofGJayHsNsPBwCTs6Gol0RyGkNy0CRg=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Salerno+Naples+FL/@40.6813313,14.7743583,14z",2025-10-28T18:56:11.809Z,Already found,
https://www.google.com/maps/place/Parcheggio+pubblico+Piazza+Matteotti/data=!4m7!3m6!1s0x133bc17a4cacf50b:0x3cb89e86f57d80d7!8m2!3d40.6728171!4d14.7279631!16s%2Fg%2F11fhqjpf0s!19sChIJC_WsTHrBOxMR14B99YaeuDw,Parcheggio pubblico Piazza Matteotti,3.8,199,Public parking space,"Corso Umberto Iᵒ, 84019 Vietri sul Mare SA, Italy","MPFH+45 Vietri sul Mare, Province of Salerno, Italy",http://www.vietrisvilupposrl.it/tariffe-e-abbonamenti/tariffe-orarie/,,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJgfeMCsqsmoLKRvzjQSs0Jg5BNf-tLDtmSCyEuyEL7BESdA6Bbzpkc7L_8fXxDjlCPFQFz9M-sGXBrtAiQcGd-vVJb-FtQVrd5Ws689XBnGCce1OQmGupfy2m8UtvOngdNEMCVqBt6zIW=w408-h306-k-no,false,8 am–12 am,8 am–12 am,8 am–12 am,8 am–12 am,8 am–12 am,8 am–12 am,8 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Vietri+sul+Mare+Naples+FL/@40.6731641,14.7279275,14z",2025-10-28T18:56:25.642Z,,
https://www.google.com/maps/place/Parcheggio+GO+Parking+Stabiae/data=!4m7!3m6!1s0x133bbd446cc04b47:0x4fd6738fa580c70!8m2!3d40.6964578!4d14.4896176!16s%2Fg%2F11gbz12b0n!19sChIJR0vAbES9OxMRcAxY-jhn_QQ,Parcheggio GO Parking Stabiae,3.7,41,Public parking space,"Viale Puglia, 80053 Castellammare di Stabia NA, Italy","MFWQ+HR Castellammare di Stabia, Metropolitan City of Naples, Italy",https://www.facebook.com/people/GO-Parking-Stabiae/100067741460715/,+39 081 308 9172,Open ⋅ Closes 1 am,https://lh3.googleusercontent.com/p/AF1QipPRXwQ7xv3LqSDLjvR5fePiNUcLowvSXrPAIOJP=w408-h272-k-no,true,5:30 am–1 am,5:30 am–1 am,5:30 am–1 am,5:30 am–1 am,5:30 am–1 am,5:30 am–1 am,5:30 am–1 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Castellammare+di+Stabia+Naples+FL/@40.6981057,14.4880402,14z",2025-10-28T18:56:39.442Z,,
https://www.google.com/maps/place/Garage+Italia+Parcheggio+24%2F7/data=!4m7!3m6!1s0x133bbd38d9f917e3:0x686d04996715ddcc!8m2!3d40.7057256!4d14.4890424!16s%2Fg%2F11bzs2mvy9!19sChIJ4xf52Ti9OxMRzN0VZ5kEbWg,Garage Italia Parcheggio 24/7,4.4,15,Parking garage,"Via Enrico de Nicola, 4, Vicolo Macello, 23, 80053 Castellammare di Stabia NA, Italy","PF4Q+7J Castellammare di Stabia, Metropolitan City of Naples, Italy",,+39 081 871 5746,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMPhLlV-cTovDn8EofWo5egcWLx_Cb2aVil8XbSNQLgX6fGx-aninVXQQHma_t41rGdHO1FdjWF82AUc3WeqQjmiBREE2l2zy2plxlPV36o82UYb9U6Pngm9_AMAe7XbgcvdQEW1c5wqA=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"6 am–1 pm, 6 pm–12 am",Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Castellammare+di+Stabia+Naples+FL/@40.6981057,14.4880402,14z",2025-10-28T18:56:44.406Z,,
https://www.google.com/maps/place/Parcheggio+-+Cospa+srl/data=!4m7!3m6!1s0x133bbd12ec6c5105:0xbd124d471d9c4b78!8m2!3d40.7098104!4d14.4809731!16s%2Fg%2F11h9nvb46m!19sChIJBVFs7BK9OxMReEucHUdNEr0,Parcheggio - Cospa srl,4.6,8,Parking lot,"Corso Alcide de Gasperi, 199, 80053 Castellammare di Stabia NA, Italy","PF5J+W9 Castellammare di Stabia, Metropolitan City of Naples, Italy",,+39 348 651 3650,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1VPP06lP3nCvMQ8W--XX8IcC7R9EusFkxBxKAzI5pHK86vQVPJu-rEGjxbV5-06jI_ccGZM216fmgbFZRbPAtXkRr3g9vUG1s7apQEj2VHiWqwKqFGdEElOPqKzgcOF46UvwC=w426-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Castellammare+di+Stabia+Naples+FL/@40.6981057,14.4880402,14z",2025-10-28T18:56:49.458Z,,
https://www.google.com/maps/place/San+Paolo+Parking+%26+Autolavaggio/data=!4m7!3m6!1s0x133bbd0fbdccdeb3:0xe67b6ee8294332bd!8m2!3d40.701416!4d14.4855185!16s%2Fg%2F11gsbj2x0t!19sChIJs97MvQ-9OxMRvTJDKehue-Y,San Paolo Parking & Autolavaggio,4.9,8,Public parking space,"Via Guglielmo Marconi, 13, 80053 Castellammare di Stabia NA, Italy","PF2P+H6 Castellammare di Stabia, Metropolitan City of Naples, Italy",,+39 081 218 7409,Open ⋅ Closes 9:45 pm,https://lh3.googleusercontent.com/p/AF1QipN8Jmb5-4938XVJspyIKxmNyiBTXrXA_XsPFaSv=w426-h240-k-no,true,7 am–9:45 pm,7 am–9:45 pm,7 am–9:45 pm,7 am–9:45 pm,7 am–9:45 pm,7 am–9:45 pm,7 am–9:45 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Castellammare+di+Stabia+Naples+FL/@40.6981057,14.4880402,14z",2025-10-28T18:56:54.523Z,,
https://www.google.com/maps/place/Tmp+Srl/data=!4m7!3m6!1s0x133bbd38e7e2fb97:0x43ca7d8a1a167e1a!8m2!3d40.7055134!4d14.488286!16s%2Fg%2F11c44qn371!19sChIJl_vi5zi9OxMRGn4WGop9ykM,Tmp Srl,1.5,36,Parking garage,"Str. Tavernola, 127, 80053 Castellammare di Stabia NA, Italy","PF4Q+68 Castellammare di Stabia, Metropolitan City of Naples, Italy",https://www.parkingstabia.it/,+39 081 870 5763,Closed ⋅ Opens 9:15 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJ0wsP4uV1a7sf8upScybM3HXZhMYFo8dbuwRfmV8F4bOVVYrNnelcOBDF2-i9PS08kVA4p-uDYvjr37Ph479BCp-dE9MiHojvG6BmRPHVJu9dqzxuXJv2r6Ci7KImVn6qgKA=w426-h240-k-no,false,9:15 am–1:15 pm,"9:15 am–1:15 pm, 4–7 pm",9:15 am–1:15 pm,"9:15 am–1:15 pm, 4–7 pm",Closed,Closed,"9:15 am–1:15 pm, 4–7 pm","https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Castellammare+di+Stabia+Naples+FL/@40.6981057,14.4880402,14z",2025-10-28T18:56:59.657Z,,
https://www.google.com/maps/place/AutoPark+-+parcheggio+con+servizi+di+ricarica+elettrica+ed+accesso+24h/data=!4m7!3m6!1s0x133bbdf5f831e5dd:0x637bf96bbf288ff3!8m2!3d40.7046784!4d14.4849251!16s%2Fg%2F11v03z0zn0!19sChIJ3eUx-PW9OxMR848ov2v5e2M,AutoPark - parcheggio con servizi di ricarica elettrica ed accesso 24h,4.9,22,Public parking space,"Via Renato Rajola, 57, 80053 Castellammare di Stabia NA, Italy","PF3M+VX Castellammare di Stabia, Metropolitan City of Naples, Italy",http://www.a-park.it/,+39 371 669 8720,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipPp4xiHl6njzP0_e5PqOl7OaodJENnkZdVVXUbo=w408-h306-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–11 pm,8 am–12 am,"10 am–2 pm, 5 pm–12 am",8 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Castellammare+di+Stabia+Naples+FL/@40.6981057,14.4880402,14z",2025-10-28T18:57:04.634Z,,
https://www.google.com/maps/place/FS+Park+-+Parcheggio+Stazione/data=!4m7!3m6!1s0x133bbd48877993a5:0xcee0da53661da6ab!8m2!3d40.7012516!4d14.483129!16s%2Fg%2F11bwcw8qpg!19sChIJpZN5h0i9OxMRq6YdZlPa4M4,FS Park - Parcheggio Stazione,4.0,125,Parking lot,"Corso Alcide de Gasperi, 16, 80053 Castellammare di Stabia NA, Italy","PF2M+G7 Castellammare di Stabia, Metropolitan City of Naples, Italy",https://www.fspark.it/,+39 06 448 6911,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwivb4xqAq55GeDz1u1ir5Ueq9zFnRxcAdypvBRbvz9hFcYOfRPwkGu8lawl30473l3UJAqYnX9xDJG6Zgzb3IQYG7mgHiYlCVg28JFyn3vqNTTXLaPS3iKo08DZl73SmWPX_c=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Castellammare+di+Stabia+Naples+FL/@40.6981057,14.4880402,14z",2025-10-28T18:57:09.790Z,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gragnano+Naples+FL/@40.688303,14.5226346,14z",2025-10-28T18:57:18.502Z,No new results found,
https://www.google.com/maps/place/Parcheggio+comunale+Massa/data=!4m7!3m6!1s0x133b9c2ffbbf8cef:0x7ac70c4d5bd8e587!8m2!3d40.6131292!4d14.3437132!16s%2Fg%2F11c807gn4d!19sChIJ74y_-y-cOxMRh-XYW00Mx3o,Parcheggio comunale Massa,4.3,36,Public parking space,"SP7, 18, 80061 Massa Lubrense NA, Italy","J87V+7F Massa Lubrense, Metropolitan City of Naples, Italy",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyu1uLApIAJ03ADIADVsXtHhmP5Dekr5ja4BcAhA9lRnU-wfWNyOWmL8T4C1M0L19418fCMzVTyFsI3V_uM3EzFi-CKbuA0FpWMvQ_ajBhkxVWEjGGN1e3-z8XEjNJNkQvGPRar=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Massa+Lubrense+Naples+FL/@40.6108903,14.3449936,14z",2025-10-28T18:57:29.503Z,,
https://www.google.com/maps/place/Nerano+Parking/data=!4m7!3m6!1s0x133b9daff897bc75:0xc8af3d5c0c9d2b9b!8m2!3d40.5857021!4d14.3484661!16s%2Fg%2F11h3v78p_x!19sChIJdbyX-K-dOxMRmyudDFw9r8g,Nerano Parking,4.1,39,Parking lot,"Via Amerigo Vespucci, 18/C, 80061 Massa Lubrense NA, Italy","H8PX+79 Massa Lubrense, Metropolitan City of Naples, Italy",http://neranoparking.com/en/,+39 339 337 5390,,https://lh3.googleusercontent.com/p/AF1QipNX83_3QH8zmAIBDtqsxNZDGsfT2wmp29oMQYWd=w408-h325-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Massa+Lubrense+Naples+FL/@40.6108903,14.3449936,14z",2025-10-28T18:57:32.252Z,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sant'Agnello+Naples+FL/@40.8517746,14.2681244,14z",2025-10-28T18:57:40.837Z,No new results found,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Meta+Naples+FL/@40.6428867,14.4173398,14z",2025-10-28T18:57:49.342Z,No new results found,
https://www.google.com/maps/place/Valet+Pros+Parking+Station+6/data=!4m7!3m6!1s0x88dae1e150d1e415:0x7892ba04988ec866!8m2!3d26.1403745!4d-81.8024426!16s%2Fg%2F11pvd83hxg!19sChIJFeTRUOHh2ogRZsiOmAS6kng,Valet Pros Parking Station 6,5.0,3,Valet parking service,"300 5th Ave S, Naples, FL 34102, United States","45RX+42 Naples, Florida, USA",http://www.valet-pros.com/,+1 239-537-3075,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipNpU0lsqHM0k8ZlXDSdXU72XHcryF-F9YLgau5G=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Praiano+Naples+FL/@26.1391777,-81.7955475,14z",2025-10-28T18:58:03.079Z,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Furore+Naples+FL/@40.8517746,14.2681244,14z",2025-10-28T18:58:11.656Z,No new results found,
https://www.google.com/maps/place/Parking+City+S.r.l./data=!4m7!3m6!1s0x133ba379d69aaaab:0xb16dd5a0aef185d2!8m2!3d40.7610327!4d14.4290546!16s%2Fg%2F11hyn8pw3d!19sChIJq6qa1nmjOxMR0oXxrqDVbbE,Parking City S.r.l.,,,Parking lot,"Via Nazionale, 999, 80059 Torre del Greco NA, Italy","QC6H+CJ Torre del Greco, Metropolitan City of Naples, Italy",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YpK20jNWeXxEXuqWoxzPQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.86844&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Torre+del+Greco+Naples+FL/@40.7893347,14.3674804,14z",2025-10-28T18:58:22.953Z,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8864610032ca3e45:0xa11254366995dfcc!8m2!3d36.1523597!4d-86.8293096!16s%2Fg%2F11xrmrfvjk!19sChIJRT7KMgBhZIgRzN-VaTZUEqE,Parking Management Company,1.0,4,Park,"3713 Charlotte Ave, Nashville, TN 37209, United States","552C+W7 Nashville, Tennessee, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QhkfOpO6U1k9xPGXPtQiGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.28635&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Torre+del+Greco+Naples+FL/@40.7893347,14.3674804,14z",2025-10-28T18:58:25.656Z,,
