placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Statics+Doors+LLC/data=!4m7!3m6!1s0x86282b29fd1ca21f:0xf68017c80c5bf53a!8m2!3d32.2828035!4d-90.043231!16s%2Fg%2F11hzp0yy87!19sChIJH6Ic_SkrKIYROvVbDMgXgPY,Statics Doors LLC,5.0,2,Garage door supplier,"5647 US-80 Suite 6 B, Pearl, MS 39208, United States","7XM4+4P Pearl, Mississippi, USA",https://staticdoors.com/,+1 601-487-6630,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOg95JTujcLm3QkuepVVempafJFdpdlA0_RgUVp=w426-h240-k-no,true,7 am–7 pm,10 am–5 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Pearl+MS/@32.2662515,-90.1342608,14z",2025-11-07T23:09:31.220Z,,,,
https://www.google.com/maps/place/Mississippi+Iron+Works/data=!4m7!3m6!1s0x8629cdb100fe5733:0x6a92ab7dc483dc94!8m2!3d32.2620819!4d-90.0778121!16s%2Fg%2F1vc6ds88!19sChIJM1f-ALHNKYYRlNyDxH2rkmo,Mississippi Iron Works,4.3,239,Iron works,"900 MS-475, Pearl, MS 39208, United States","7W6C+RV Pearl, Mississippi, USA",https://www.beautifulsecurehome.com/,+1 601-355-0188,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLBBCdO8VZIDh4WXQMq7o1y0ISIXH0CosvtLw7bWvyIpmyq5b8Zm7a9WVLXymaflMUG4Llbhw_vE1bC21cMoZTwKdmPV5W8FsUoU8RCVKquUe4CfEoQkD0ZdMyXdkeMq-mJaui=w408-h544-k-no,true,8:30 am–5 pm,9 am–1 pm,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Pearl+MS/@32.2662515,-90.1342608,14z",2025-11-07T23:09:42.500Z,,,,
https://www.google.com/maps/place/Southern+Door+Co/data=!4m7!3m6!1s0x889be8cd513e18b7:0xc28a43c52cd3ad7!8m2!3d30.369921!4d-88.5559959!16s%2Fg%2F1tfpqgqk!19sChIJtxg-Uc3om4gR1zrNUjykKAw,Southern Door Co,3.0,2,Garage door supplier,"811 Live Oak Ave, Pascagoula, MS 39567, United States","9C9V+XJ Pascagoula, Mississippi, USA",,+1 228-762-0101,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hvkuROF-7Q_LfbEvKI0KLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.59319&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Pascagoula+MS/@30.3657552,-88.5561272,14z",2025-11-07T23:09:52.391Z,,,,
https://www.google.com/maps/place/Coastline+Garage+Doors/data=!4m7!3m6!1s0x889be9863f4168b5:0x1be1643376d0ef43!8m2!3d30.670791!4d-88.7746515!16s%2Fg%2F11fj8cr57q!19sChIJtWhBP4bpm4gRQ-_QdjNk4Rs,Coastline Garage Doors,5.0,5,Garage door supplier,,,http://coastlinegaragedoorss.com/,+1 228-938-8405,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMlk48hRrSSQQCIrEwAjpq84A-EZMyRVlAZXWS0=w862-h240-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Pascagoula+MS/@30.3657552,-88.5561272,14z",2025-11-07T23:09:56.746Z,,,,
https://www.google.com/maps/place/Nicolson+Garage+Doors+%26+Gates/data=!4m7!3m6!1s0x8629cc8b99d1090d:0xae2cf17e53e05b6f!8m2!3d32.3508433!4d-90.7963814!16s%2Fg%2F1ptw2xztp!19sChIJDQnRmYvMKYYRb1vgU37xLK4,Nicolson Garage Doors & Gates,4.8,46,Garage door supplier,"55 Oak Tree Dr, Vicksburg, MS 39180, United States","9623+8C Vicksburg, Mississippi, USA",,+1 601-529-5426,Closes soon ⋅ 5:30 pm ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipN5hjwtHaGs90QBvAQYnMsJ3uykJj0TMy4rzxLo=w425-h240-k-no,true,7 am–5:30 pm,7 am–5:30 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Vicksburg+MS/@32.3526456,-90.877882,14z",2025-11-07T23:10:09.462Z,,,,
"https://www.google.com/maps/place/River+City+Garage+Door+Repair+%26+Installation,+LLC/data=!4m7!3m6!1s0x8628e7fac30d57b7:0xc80cb6a8b0c0c96a!8m2!3d32.201735!4d-90.845052!16s%2Fg%2F11fmq0vsv3!19sChIJt1cNw_rnKIYRasnAsKi2DMg","River City Garage Door Repair & Installation, LLC",5.0,26,Garage door supplier,"270 Backwoods Rd, Vicksburg, MS 39180, United States","6523+MX Vicksburg, Mississippi, USA",https://www.rivercitygaragedoor.net/,+1 601-218-1750,Open ⋅ Closes 5:30 am Sat,https://lh3.googleusercontent.com/p/AF1QipNhPvuqQEbUyfVMh7CmMCDscSU5vqayqGgYK2qk=w408-h544-k-no,true,8:30 am–5:30 am,8:30 am–5:30 am,Closed,8:30 am–5:30 pm,8:30 am–5:30 am,8:30 am–5:30 pm,8:30 am–5:30 am,"https://www.google.com/maps/search/garage+door+services+in+Vicksburg+MS/@32.3526456,-90.877882,14z",2025-11-07T23:10:14.085Z,,,,
https://www.google.com/maps/place/Magnolia+Garage+Door+Repairs+%26+Installation/data=!4m7!3m6!1s0x2477233553697b15:0xc49ed83d3398da18!8m2!3d32.2807165!4d-90.7247085!16s%2Fg%2F11ymlz9p3g!19sChIJFXtpUzUjdyQRGNqYMz3YnsQ,Magnolia Garage Door Repairs & Installation,5.0,3,Garage door supplier,,,https://magnoliagaragedoor.pro/,+1 601-415-9160,Closes soon ⋅ 5:30 pm ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipPl2gmLvaUeSUAdLFyZ_FY0AXXANk8YMvWz5dV-=w426-h240-k-no,true,7 am–5:30 pm,7 am–5:30 pm,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Vicksburg+MS/@32.3526456,-90.877882,14z",2025-11-07T23:10:18.992Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Haden+Hardware/data=!4m7!3m6!1s0x8628e1b31176700b:0xf1c036f22559ce14!8m2!3d32.3231825!4d-90.8659102!16s%2Fg%2F1tm0tj9z!19sChIJC3B2EbPhKIYRFM5ZJfI2wPE,Haden Hardware,4.7,24,Hardware store,"2110 S Frontage Rd, Vicksburg, MS 39180, United States","84FM+7J Vicksburg, Mississippi, USA",,+1 601-636-1161,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSweyizaAnZejg7Fx94uEKFOY4KyvEuQDu4sKmuGP-4bzIKMfwjYql5gid_FQauqyhDrd92lWBE6_K-FgAKDOzQ_QBjxpI24tZ-mgPG55I6uAgcC6V9p1Tbo-Q6UHLfojWiNDRt-rA=w426-h240-k-no,false,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Vicksburg+MS/@32.3526456,-90.877882,14z",2025-11-07T23:10:23.507Z,,,,
https://www.google.com/maps/place/Home+Hardware+Center/data=!4m7!3m6!1s0x8628e1ea9e879d11:0xc892ff552e438b10!8m2!3d32.3434939!4d-90.8319093!16s%2Fg%2F11tbnmf02v!19sChIJEZ2HnurhKIYREItDLlX_ksg,Home Hardware Center,4.1,13,Hardware store,"4400 Clay St, Vicksburg, MS 39183, United States","85V9+96 Vicksburg, Mississippi, USA",https://www.homehardwarecenter.com/mccoys%20stores,+1 601-636-8140,Closes soon ⋅ 6 pm ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipNycKwZMQLUG_R-4SnC5UyBs2mXNbcsAoy86Eg7=w408-h272-k-no,true,7 am–6 pm,7 am–5 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Vicksburg+MS/@32.3526456,-90.877882,14z",2025-11-07T23:10:27.975Z,· In-store shopping · Kerbside pickup · Delivery,,,
https://www.google.com/maps/place/Home+Services+at+The+Home+Depot/data=!4m7!3m6!1s0x8628e03f722e9337:0x79bc1f43124f0da5!8m2!3d32.3168772!4d-90.8729491!16s%2Fg%2F11ckw29tnd!19sChIJN5Mucj_gKIYRpQ1PEkMfvHk,Home Services at The Home Depot,3.7,3,Contractor,"50 Halls Ferry Park Rd, Vicksburg, MS 39180, United States","848G+QR Vicksburg, Mississippi, USA",https://www.homedepot.com/l/Vicksburg/MS/Vicksburg/39180/2909/services?emt=HSGMBGoogleMaps,+1 844-476-2140,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipOm08GlrNI0Fsony-_Kas1wfGE8kvT67Zk4WLBy=w408-h272-k-no,true,6 am–9 pm,6 am–9 pm,8 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Vicksburg+MS/@32.3526456,-90.877882,14z",2025-11-07T23:10:32.648Z,,,,
https://www.google.com/maps/place/The+Home+Depot/data=!4m7!3m6!1s0x8628e0519eb21423:0x28062307047b8759!8m2!3d32.3166759!4d-90.8732939!16s%2Fg%2F1th5jt_p!19sChIJIxSynlHgKIYRWYd7BAcjBig,The Home Depot,4.2,744,Home improvement store,"50 Halls Ferry Park Rd, Vicksburg, MS 39180, United States","848G+MM Vicksburg, Mississippi, USA",https://www.homedepot.com/l/Vicksburg/MS/Vicksburg/39180/2909?emt=MSGMBGoogleMaps,+1 601-619-0142,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2nqUh8n5pcMOOHOopBq_aTCJhJQ-QD5zDeoRpAmxOaNfyUWl5vfAYiaHVDSzAFhs_CasYf6aurRYdHSWJ9fBu5Pg7jvEiS4m3tIfucaqBMIV2fHmYyXQBrTR-pFxhQ9SssAk=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,8 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Vicksburg+MS/@32.3526456,-90.877882,14z",2025-11-07T23:10:37.376Z,"Chain home improvement retailer for tools, appliances & other products (some offer truck rentals). · In-store shopping · Kerbside pickup · Delivery",,,
https://www.google.com/maps/place/Phoenix+Door+Specialists/data=!4m7!3m6!1s0xaeb4074ab9828aad:0xc278efc99c65d365!8m2!3d32.3267885!4d-90.442207!16s%2Fg%2F11x8pzl9pg!19sChIJrYqCuUoHtK4RZdNlnMnveMI,Phoenix Door Specialists,5.0,2,Garage door supplier,,,,+1 601-456-2340,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipPDGpi7ypn7q3BrHbIsKvazZy-tmIyH5a1h7k9R=w408-h409-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Vicksburg+MS/@32.3526456,-90.877882,14z",2025-11-07T23:10:41.734Z,,,,
https://www.google.com/maps/place/Jd%E2%80%99s+Garage+Door+%26+Repair/data=!4m7!3m6!1s0x8886ed9d17f14edf:0x2b3ad36c6a2225b0!8m2!3d33.8721794!4d-88.4612339!16s%2Fg%2F11frx69qpb!19sChIJ307xF53thogRsCUiamzTOis,Jd’s Garage Door & Repair,4.6,19,Garage door supplier,,,https://jdsgaragedoor.com/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 662-251-4904,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPCd0bpLyr2jqyAgTuGEMQoCSawhZ7AoR64BohO=w408-h306-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Starkville+MS/@33.4503998,-88.8183872,14z",2025-11-07T23:10:53.761Z,,,,
https://www.google.com/maps/place/LDB+Doors/data=!4m7!3m6!1s0x85052cdfdeb1ad49:0x7d21e5fd90e8bc08!8m2!3d33.456369!4d-88.80867!16s%2Fg%2F11tsfrjhjw!19sChIJSa2x3t8sBYURCLzokP3lIX0,LDB Doors,5.0,10,Garage door supplier,,,https://www.ldbgaragedoors.com/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 662-418-2949,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPYSfosYPuPkPgTUNu-comoxkS_z5bNxAkBTo8x=w408-h306-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Starkville+MS/@33.4503998,-88.8183872,14z",2025-11-07T23:10:59.656Z,,,,
"https://www.google.com/maps/place/S+%26+K+Door+and+Specialty+Co.,+Inc./data=!4m7!3m6!1s0x8886c94ff1a529a9:0x5c2c2fabfcf7eef1!8m2!3d33.4807348!4d-88.7076!16s%2Fg%2F11yl0jcn9c!19sChIJqSml8U_JhogR8e73_KsvLFw","S & K Door and Specialty Co., Inc.",5.0,10,Garage door supplier,"4085 Hickory Grove Rd N, Starkville, MS 39759, United States","F7JR+7X Starkville, Mississippi, USA",https://www.sandkdoor.com/,+1 662-323-6381,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uNS_iYaqy00c1o3bsUW-EQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.74084&pitch=0&thumbfov=100,true,"7 am–12 pm, 1–5 pm",Closed,Closed,"7 am–12 pm, 1–5 pm","7 am–12 pm, 1–5 pm","7 am–12 pm, 1–5 pm","7 am–12 pm, 1–5 pm","https://www.google.com/maps/search/garage+door+services+in+Starkville+MS/@33.4503998,-88.8183872,14z",2025-11-07T23:11:04.025Z,,,,
"https://www.google.com/maps/place/Overhead+Door+Company+Of+Laurel/@31.6940509,-89.1306124,14z/data=!4m6!3m5!1s0x888336e6735246ef:0xbd117d2fe46638c!8m2!3d31.7523609!4d-89.1454669!16s%2Fg%2F1tf3pnth",Overhead Door Company Of Laurel,5.0,112,Garage door supplier,"97 Houston Rd, Laurel, MS 39443, United States","QV23+WR Laurel, Mississippi, USA",https://vergedoors.com/?utm_source=gmb&utm_medium=social&utm_campaign=1seo_gmb_profile&utm_term=laurel,+1 601-428-1491,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMiKmfW_DjhV3B2g_l-yt6OyZ4-EEmCz8Tsn6e4=w420-h240-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Laurel+MS/@31.6940509,-89.1306124,14z",2025-11-07T23:11:12.248Z,,,,
https://www.google.com/maps/place/George%27s+Door+Service+Inc./data=!4m7!3m6!1s0x8882821139df5e39:0x957cd9700ff7bf86!8m2!3d32.2501483!4d-89.9870803!16s%2Fg%2F1w4f8w9_!19sChIJOV7fORGCgogRhr_3D3DZfJU,George's Door Service Inc.,5.0,2,Door supplier,"1045 Star Rd, Brandon, MS 39042, United States","7227+35 Brandon, Mississippi, USA",,+1 601-825-5136,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMdVs1WqeTfR8dos498OhBW-WHsZdb0h9B-xQ-p=w560-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Brandon+MS/@32.2788733,-90.001384,14z",2025-11-07T23:11:24.118Z,,,,
https://www.google.com/maps/place/Hyde+Brothers+True+Value+Hardware/data=!4m7!3m6!1s0x862adf9a18c5cacd:0x212c46569dd6b25b!8m2!3d34.1864013!4d-90.5874862!16s%2Fg%2F1hc7bkxnv!19sChIJzcrFGJrfKoYRW7LWnVZGLCE,Hyde Brothers True Value Hardware,4.6,35,Hardware store,"861 S State St, Clarksdale, MS 38614, United States","5CP7+H2 Clarksdale, Mississippi, USA",https://stores.truevalue.com/ms/clarksdale/4637,+1 662-624-2555,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMc9dzL1MgqZwsEoyKAOIAddTzsyN93ee6PTM_4=w408-h274-k-no,true,7:30 am–5 pm,8 am–3 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:11:36.707Z,· In-store shopping · Kerbside pickup,,,
https://www.google.com/maps/place/True+Value+Building+Materials/data=!4m7!3m6!1s0x862adf9a18c5cacf:0x87c7eb88d967ca74!8m2!3d34.1866433!4d-90.5876388!16s%2Fg%2F1tfx57tp!19sChIJz8rFGJrfKoYRdMpn2Yjrx4c,True Value Building Materials,4.5,77,Hardware store,"861 S State St, Clarksdale, MS 38614, United States","5CP6+MW Clarksdale, Mississippi, USA",http://www.truevalue.com/,+1 662-624-2555,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyyHmk8J1My_3-AJKb8xnIn43m9lkDePhF0RAwiREcn_3RHuz1bVqoPxPykWwc2_DwDhdu9Jgwqi9y-ydn60vb2ZroDXqGZWwkQrY41lS7PBZ_PkMLb8r0Slmhe9nit-W-QWmor=w408-h544-k-no,true,7:30 am–5 pm,8 am–3 pm,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:11:41.342Z,· In-store pick-up,,,
https://www.google.com/maps/place/Mississippi+Hardware/data=!4m7!3m6!1s0x862adfaaec0d0efd:0x8022eae65ecc0a8a!8m2!3d34.1947567!4d-90.5651225!16s%2Fg%2F11jlz_84hh!19sChIJ_Q4N7KrfKoYRigrMXubqIoA,Mississippi Hardware,4.7,3,Hardware store,"515 N State St, Clarksdale, MS 38614, United States","5CVM+WX Clarksdale, Mississippi, USA",,,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KCrk2KIoPm4eGHoDWgQrWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.9379&pitch=0&thumbfov=100,false,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:11:45.939Z,,,,
https://www.google.com/maps/place/Clarksdale+Graceland+Portable+Buildings/data=!4m7!3m6!1s0x862adf98547f4815:0xa253082de86e0897!8m2!3d34.1875007!4d-90.585112!16s%2Fg%2F1xcbp_8j!19sChIJFUh_VJjfKoYRlwhu6C0IU6I,Clarksdale Graceland Portable Buildings,5.0,2,Portable building manufacturer,"821 S State St, Clarksdale, MS 38614, United States","5CQ7+2X Clarksdale, Mississippi, USA",http://gracelandportablebuildings.com/,+1 662-822-4481,Closed ⋅ Opens 10 am Sat,https://lh3.googleusercontent.com/p/AF1QipOT1eJgHmLpAys9J2-fld6xPZaLudPzUWi1gLDO=w408-h316-k-no,true,10 am–5 pm,10 am–2 pm,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:11:50.255Z,,,,
https://www.google.com/maps/place/Classic+Doors+Inc/data=!4m7!3m6!1s0x862ba8f16be6f357:0xe0f319804bdd8038!8m2!3d33.7431556!4d-90.7294185!16s%2Fg%2F1thqh3hb!19sChIJV_Pma_GoK4YROIDdS4AZ8-A,Classic Doors Inc,3.8,4,Garage door supplier,"Cleveland, MS 38732, United States","P7VC+76 Cleveland, Mississippi, USA",,+1 662-843-2226,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yBCIG4pkKohZ81xWrP4HZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.80116&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:11:57.136Z,,,,
https://www.google.com/maps/place/Gates+%26+Gates+Veterinary+Hospital/data=!4m7!3m6!1s0x862adf08494f93cb:0x797bce2906379d9e!8m2!3d34.1981731!4d-90.5746239!16s%2Fg%2F1tfrs8wr!19sChIJy5NPSQjfKoYRnp03BinOe3k,Gates & Gates Veterinary Hospital,4.7,93,Veterinarian,"385 Sunflower Ave, Clarksdale, MS 38614, United States","5CXG+75 Clarksdale, Mississippi, USA",https://gatesvetclinic.com/,+1 662-624-8308,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyROxtDhN0MI78fSf7YbuXappdcykB-BlmPVBksVLDN6Nd1GY0RzZJNkpJo-YXy99biLbNoUkDM1dyVCjKy05rGsKmrYINIXBoLuL6UXRdgMgwmnrChdbdjmNjVCfkgjKg7Gjq7=w408-h544-k-no,false,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:12:01.559Z,,,,
https://www.google.com/maps/place/Grenada+Overhead+Door+Company/data=!4m7!3m6!1s0x8881ca96a36d865f:0x64a16d2b31a10ed8!8m2!3d33.7689468!4d-89.714323!16s%2Fg%2F11f77hl97h!19sChIJX4Zto5bKgYgR2A6hMSttoWQ,Grenada Overhead Door Company,4.5,4,Garage door supplier,"26378 MS-8 E, Grenada, MS 38901, United States","Q79P+H7 Grenada, Mississippi, USA",,+1 662-227-9772,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yZi7IEREtsIkVudf6Z3daA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.297209&pitch=0&thumbfov=100,false,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:12:06.261Z,,,,
https://www.google.com/maps/place/Sears+Appliance+Repair/data=!4m7!3m6!1s0x862adf1a331cb42f:0x275de55289cd3354!8m2!3d34.1869278!4d-90.5917438!16s%2Fg%2F11vf8txdkc!19sChIJL7QcMxrfKoYRVDPNiVLlXSc,Sears Appliance Repair,4.1,39,Appliance repair service,"937 Commerce Plaza, Clarksdale, MS 38614, United States","5CP5+Q8 Clarksdale, Mississippi, USA",https://www.searshomeservices.com/locations/appliance-repair/ms-clarksdale/937-commerce-plaza?utm_source=GMBlisting&utm_medium=organic&utm_campaign=GMBinhomerepair,+1 662-351-2974,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwXwGHP0j4XxRE7OFyZh0PCgzk_YWMJND85XQIU0bld8RGjGSoUiDqiqbdGPpRkc2nLC_inv_qWtrm7xQg6-cbiW9ptISyafbmVH3ZUx-E8QnFCwWzz_99zUoX_ZhhysHFq2bzHJw=w408-h544-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:12:10.655Z,,,,
https://www.google.com/maps/place/Garage+Door+Doctor/data=!4m7!3m6!1s0x887fec3b7ca297bd:0x713e2fdc99f9a299!8m2!3d34.784477!4d-89.7816929!16s%2Fg%2F11f3n9rwt3!19sChIJvZeifDvsf4gRmaL5mdwvPnE,Garage Door Doctor,5.0,2,Garage door supplier,,,,+1 901-870-5214,Closed ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipN8iowmrbI2tjqM4mlCnnxJjEEJkrcQiwh5-B1G=w427-h240-k-no,true,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:12:15.108Z,,,,
https://www.google.com/maps/place/O%27Reilly+Auto+Parts/data=!4m7!3m6!1s0x862adfa5d5fd7f99:0x7484aff5e0cba26b!8m2!3d34.1905276!4d-90.5746239!16s%2Fg%2F1td0t7nc!19sChIJmX_91aXfKoYRa6LL4PWvhHQ,O'Reilly Auto Parts,4.6,118,Auto parts store,"426 State St, Clarksdale, MS 38614, United States","5CRG+65 Clarksdale, Mississippi, USA",https://locations.oreillyauto.com/en-us/ms/clarksdale/autoparts-896.html,+1 662-624-8169,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYwdBOVC6RJRr3fBIm-dRcig-CEdnCzL2oEk8zggkR_UfOzRDcFlsMdin3BpiWUVF1KIoNDn8ETsebmdtIJKB5CcuSf2p-IQSx03YAwXitLwaFSSnppMxOzvL269LFCx21J43n=w533-h240-k-no,true,7 am–9 pm,7 am–9 pm,8 am–8 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:12:19.639Z,· In-store shopping · Kerbside pickup,,,
https://www.google.com/maps/place/AutoZone+Auto+Parts/data=!4m7!3m6!1s0x862adfa42492d173:0xbae9d4a85839602d!8m2!3d34.1878345!4d-90.579038!16s%2Fg%2F1tgf3l64!19sChIJc9GSJKTfKoYRLWA5WKjU6bo,AutoZone Auto Parts,4.4,113,Auto parts store,"620 S State St, Clarksdale, MS 38614, United States","5CQC+49 Clarksdale, Mississippi, USA",https://www.autozone.com/locations/ms/clarksdale/620-s-state-st.html?cmpid=LOC:US:EN:AD:NL:1000000:GEN:54,+1 662-627-9668,,https://lh3.googleusercontent.com/p/AF1QipO0EM0kP7bIKK3shRRTlTHBpbrvoBHntWuF3Sp3=w435-h240-k-no,true,7 am–8 pm,7 am–8 pm,8 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Clarksdale+MS/@34.2001086,-90.5709323,14z",2025-11-07T23:12:24.126Z,· In-store shopping · Kerbside pickup · Delivery,,,
