placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,info,error
https://www.google.com/maps/place/Mr.+Tire+Auto+Service+Centers/data=!4m7!3m6!1s0x8834eb8eac78dd59:0xd75376267a6e8d98!8m2!3d40.454461!4d-79.8241181!16s%2Fg%2F1tjpr4l1!19sChIJWd14rI7rNIgRmI1ueiZ2U9c,Mr. Tire Auto Service Centers,4.4,625,Tire shop,· In-store shopping · In-store pick-up,"426 Rodi Rd, Pittsburgh, PA 15235, United States","F53G+Q9 Pittsburgh, Pennsylvania, USA",https://locations.mrtire.com/pa/pittsburgh/426-rodi-road?&utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-store_888,+1 412-243-5400,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHghKx9-aFSQHQqopQmCh091la7D2caIih6dchWjHJiCX6OIcEoOUtDGvGoIOsJkCBu5kpM96Iy2VF8TuGN9uSNXg8FWciD8tXZ6cgbB3CJSQM5XG2a_NCnHY6poTUpLcpl8B5TQ=w408-h306-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:02.684Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Onsite+Mobile+Truck+Repair/data=!4m7!3m6!1s0x8834f3dbde687b59:0xc1c5760a5032c106!8m2!3d40.4474212!4d-79.9754697!16s%2Fg%2F11rbgskk9l!19sChIJWXto3tvzNIgRBsEyUAp2xcE,Onsite Mobile Truck Repair,3.0,4,Truck repair shop,,"626 Midtown Square, Pittsburgh, PA 15219, United States","C2WF+XR Pittsburgh, Pennsylvania, USA",,+1 412-643-3303,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iums8QPIxX5kf-5JQ59gSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.32527&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:07.714Z,,,
https://www.google.com/maps/place/Tom%27s+Fleet+Service/data=!4m7!3m6!1s0x8834f059e3f0dff5:0xfd51584605b9bc75!8m2!3d40.390001!4d-79.9591688!16s%2Fg%2F1tfgkgn5!19sChIJ9d_w41nwNIgRdby5BUZYUf0,Tom's Fleet Service,4.3,44,Auto repair shop,,"1140 Glass Run Rd, Pittsburgh, PA 15236, United States","92RR+28 Pittsburgh, Pennsylvania, USA",http://www.tomsfleetservice.com/,+1 412-379-0018,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwKbOuZuFEajq0JXc4Q-_-csBVc5UqwJoe0GBHlsw1OHWY4KjjJfeREAq2jyStpibsQhf8fUN-kgPuCbLNshaHy_w-5y01NsudUUTij--aAnhXV6z7qyYUMUQy-KTFPlJInMWSkw=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:12.903Z,,,
https://www.google.com/maps/place/Porsche+Pittsburgh/data=!4m7!3m6!1s0x8834f23a0dcaee55:0xfa1d96f3c8b42fba!8m2!3d40.454282!4d-79.952324!16s%2Fg%2F1td4qc4v!19sChIJVe7KDTryNIgRui-0yPOWHfo,Porsche Pittsburgh,4.8,657,Porsche dealer,· Delivery,"4627 Baum Blvd, Pittsburgh, PA 15213, United States","F23X+P3 Pittsburgh, Pennsylvania, USA",https://www.porschepittsburgh.com/,+1 412-866-1598,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepRQe-XsJv2jfiSCDYfoEVnlo6vbOdyK2bn5n3S3z0SpN90qc8qOcEOG2DCsr9CbYzbLK1cK1AUPZ-OdIBPsUK2tCktE1Ug_zqHW-6hawHudHiw1VJgyfh36RICn7KU3yUYhpNusg=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:18.207Z,,,
https://www.google.com/maps/place/Valley+Texaco+Services+Station/data=!4m7!3m6!1s0x8834edb6184ba1bf:0x9eff17306394aa94!8m2!3d40.4546213!4d-79.8829426!16s%2Fg%2F1v44fmlx!19sChIJv6FLGLbtNIgRlKqUYzAX_54,Valley Texaco Services Station,4.0,13,Auto body shop,,"8139 Bennett St, Pittsburgh, PA 15221, United States","F438+RR Pittsburgh, Pennsylvania, USA",,+1 412-371-2198,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepELdRfFezMyCWMJOhze9S2_q-1J0d37J22F3s0vdxZSulko9UMCWGkJKgOR9FYYm4ZWaB-FFqayIVie2-O_vGz5WR6AVFjf8GRCMmLXIMjgflRCUOlWXq17InNss22lfgkJk9g=w408-h725-k-no,false,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:20.957Z,,,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x8834f71b5624f531:0x3e4fab676909b5dc!8m2!3d40.4026583!4d-80.0418483!16s%2Fg%2F1tf_j1pw!19sChIJMfUkVhv3NIgR3LUJaWerTz4,Firestone Complete Auto Care,4.0,385,Tire shop,· In-store shopping · Kerbside pickup,"2950 Banksville Rd, Pittsburgh, PA 15216, United States","CX35+37 Pittsburgh, Pennsylvania, USA",https://www.firestonecompleteautocare.com/pennsylvania/pittsburgh/2950-banksville-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 412-254-6940,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepAdJLrbLhX79p-FGoQpASBJPaJqqIVqr-ppLutT4JrtFVv1LdsPls5L0RfMCCzaGsUCexaQRc7FQBif4JfBzLGTP7IKjhLIddyF5feWuL8ck9AVDDgV6Ya26DQIUM9i08HPmkE=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:26.023Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Deutsche+Rennsport/data=!4m7!3m6!1s0x8834ede1dab75ced:0xf6824b1b869c955d!8m2!3d40.4674027!4d-79.90911!16s%2Fg%2F11qz8zqfy3!19sChIJ7Vy32uHtNIgRXZWchhtLgvY,Deutsche Rennsport,5.0,40,Auto repair shop,,"1301 Washington Blvd, Pittsburgh, PA 15206, United States","F38R+X9 Pittsburgh, Pennsylvania, USA",http://www.deutscherennsport.com/,+1 412-404-2163,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoLPrVl1H8qTtSD4tBJ4Gw2IA1Ud69SiRp7s8nHBvqBLMRff3YDf4624jeZViXHKPAHwQrveFJwXSPrU-uoR9AWf2iPMFWVD1BddXp1m5liN3bcy7xsFQmWhAn1OhypQLETRtCh3w=w408-h243-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:31.111Z,,,
https://www.google.com/maps/place/Culgan+Towing/data=!4m7!3m6!1s0x8834ee672d1bad77:0xd1759baa147c76a7!8m2!3d40.4155068!4d-79.8802867!16s%2Fg%2F1tfkwzl7!19sChIJd60bLWfuNIgRp3Z8FKqbddE,Culgan Towing,3.2,105,Towing service,,"2457 Waverly St, Pittsburgh, PA 15218, United States","C489+6V Pittsburgh, Pennsylvania, USA",,+1 412-271-7160,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer0xH01tG40zk7nfwEEeWFGdybEfFJScyOGCYJ27RbCKjnu6YlmgVA_rIzH4GBB3jBkxmMT9Wb3B9kgWZCO5zBC8zgwn0CMPC7wGPhY9InzSnvIiwJzFlLo1lb_u0jJ_KC_ALYM=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:36.085Z,,,
https://www.google.com/maps/place/Phil%27s+Auto+Detailing/data=!4m7!3m6!1s0x8834f10785e60519:0xe56d742a9e6f44f1!8m2!3d40.409242!4d-79.9639819!16s%2Fg%2F11c75lqqcv!19sChIJGQXmhQfxNIgR8URvnip0beU,Phil's Auto Detailing,4.6,67,Car detailing service,,"600 Becks Run Rd #3104, Pittsburgh, PA 15210, United States","C25P+MC Pittsburgh, Pennsylvania, USA",http://pittsburghcardetailing.com/,+1 412-606-6838,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepGX2MVzX7TUmueLv9usFVNVvkQ9VDtfD41E3V8ucqQJjJSizEcD-ATMho9SE0eWPp5mcYrHBWJORJTznmfLtbqNsde4m9bWGmE8E_C0L1XyvRyAlOJd4ipbbqXex6p6vDaf2wq=w408-h544-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:41.125Z,,,
https://www.google.com/maps/place/Iron+City+Garage/data=!4m7!3m6!1s0x8834f3b34d2540e3:0x9a5c9a8faef776a3!8m2!3d40.4547441!4d-79.8839224!16s%2Fg%2F11c6mbf8sj!19sChIJ40AlTbPzNIgRo3b3ro-aXJo,Iron City Garage,4.7,51,Auto restoration service,,"8012 Conemaugh St, Pittsburgh, PA 15221, United States","F438+VC Pittsburgh, Pennsylvania, USA",http://www.ironcitygarage.com/,+1 412-335-6100,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoOsngs8DCYG5W4eIsJjpfsb2fmVF1ouoILj2OjhFGQbw7RJr2iNBH-GNkC4KwsoMmSxD2JllLMAa_Hl1OCP2GR55roZNLejVZFtme76Gus-XzDw3CgZoDKrArhx4hELvAaBN1QQw=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:45.922Z,,,
https://www.google.com/maps/place/Factory+Tire+%26+Full+Service/data=!4m7!3m6!1s0x8834f1003e11c7cb:0x5006cab63a601eb7!8m2!3d40.3787361!4d-79.9903537!16s%2Fg%2F11vr740q2f!19sChIJy8cRPgDxNIgRtx5gOrbKBlA,Factory Tire & Full Service,5.0,1,Tire repair shop,,"2759 Clairton Blvd, Pittsburgh, PA 15227, United States","92H5+FV Pittsburgh, Pennsylvania, USA",https://www.factorytirespa.com/,+1 412-884-9000,"Open · Closes 6 pm

Updated by phone call 6 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5IHAi5t1m88m8x5E3ZZR9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=197.53601&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:50.503Z,,,
https://www.google.com/maps/place/Sharp+Tires+%26+auto+care/data=!4m7!3m6!1s0x8834f10906048643:0x978445f1956a16a6!8m2!3d40.407935!4d-79.991792!16s%2Fg%2F11vdb6m_pg!19sChIJQ4YEBgnxNIgRphZqlfFFhJc,Sharp Tires & auto care,4.2,21,Used tire shop,· In-store shopping · In-store pick-up,"818 Brownsville Rd, Pittsburgh, PA 15210, United States","C255+57 Pittsburgh, Pennsylvania, USA",,+1 412-742-4677,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo0x7_SV3TLwTZsc-P7_L9yBVdeY6ARXwaSyXrsr2RB0n7MOVOa11956hHQF9l7XdjAd-O6T87rthOgNlEobILUcGFwtB6_rFIpQlH5jbsmBfhTsXPRRZco3Lz1uW9tfHDXLtrGxg=w408-h444-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:55.685Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/DO+It+Wright+Auto+%26+Truck+Services/data=!4m7!3m6!1s0x8834ed911f33b4f3:0xbe14d5f23cef75f2!8m2!3d40.4631334!4d-79.9040787!16s%2Fg%2F1260yhr64!19sChIJ87QzH5HtNIgR8nXvPPLVFL4,DO It Wright Auto & Truck Services,4.9,14,Truck repair shop,,"810 Lincoln Ave, Pittsburgh, PA 15206, United States","F37W+79 Pittsburgh, Pennsylvania, USA",,+1 412-404-7199,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vsdyaqKiT6ei8xWd8Asbgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=165.57166&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:09:58.357Z,,,
https://www.google.com/maps/place/Car+Audio+Pittsburgh+-+Cazillia+Audio/data=!4m7!3m6!1s0x8834ee6f9d3046db:0xce11886d681cab5b!8m2!3d40.4219044!4d-79.8863793!16s%2Fg%2F1tfn3d6n!19sChIJ20YwnW_uNIgRW6scaG2IEc4,Car Audio Pittsburgh - Cazillia Audio,4.9,248,Car stereo store,· In-store shopping · In-store pick-up · Delivery,"2013 Waverly St, Pittsburgh, PA 15218, United States","C4C7+QC Pittsburgh, Pennsylvania, USA",http://www.cazillia.com/,+1 412-351-1660,Closed · Opens 9:30 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQeS_6Bp63uiB308uniGGIGDP3elcro6L-plWPmbp8Md1HkjN0Coh8swWdx7ujvzOyxVfPayPsgyJlDG1Kx8F0ctUlFWeZ1zTgrU_TVBQhbXbaF38VxmdHT4OA9w6_USYcJoEXLQ=w408-h407-k-no,true,Closed,9:30 am–3:30 pm,9:30 am–3:30 pm,9:30 am–3:30 pm,9:30 am–3:30 pm,9:30 am–3:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:10:03.197Z,,,
"https://www.google.com/maps/place/Rocco%27s+Collision+Center,+Inc./data=!4m7!3m6!1s0x8834f23737811f6f:0x9eea4e9556972b9c!8m2!3d40.4560093!4d-79.9544372!16s%2Fg%2F11b70d4vwg!19sChIJbx-BNzfyNIgRnCuXVpVO6p4","Rocco's Collision Center, Inc.",4.7,68,Auto body shop,,"500 N Craig St, Pittsburgh, PA 15213, United States","F24W+C6 Pittsburgh, Pennsylvania, USA",http://www.roccoscollisioncenter.com/,+1 412-621-6905,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweozYqRc5m466vMrIJgaQhhgDERey6kgGLOVNIOvSy-skxk-ZqUkf70IqU8UPAdvtCTHLcAhsQyB17mkSy9ED1Jl-k0kGopABMw0OIqliv__H28c-NtjL5mnB8hT-u2nz2WdpzYa=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:10:08.106Z,,,
https://www.google.com/maps/place/Honda+Service/data=!4m7!3m6!1s0x8834f23fec3ec009:0xbf358b752a69dcb!8m2!3d40.4586525!4d-79.942706!16s%2Fg%2F11fy4tlxgb!19sChIJCcA-7D_yNIgRy52mUrdY8ws,Honda Service,3.7,42,Auto repair shop,,"5121 Liberty Ave, Pittsburgh, PA 15224, United States","F354+FW Pittsburgh, Pennsylvania, USA",https://www.rohrichhonda.com/service/,+1 412-365-4437,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLb-6dUQp-nhWD6xto_xXAlb9Jh8Z3K2QuNRAOSp2sNibL8Ax5lKDjj4QAnzCAqxOjtAsX8a7SSIVzRNeegl9hbHGn4MgJtIITuxoX_EV61tCU0HnuE76nBFMCM4V_1TfN8XSZ=w426-h240-k-no,false,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:10:12.883Z,,,
https://www.google.com/maps/place/Stickles+Towing/data=!4m7!3m6!1s0x8834f199ff1522b7:0x2bbe0242ed6d25c5!8m2!3d40.4037278!4d-79.9450277!16s%2Fg%2F1tkl3znw!19sChIJtyIV_5nxNIgRxSVt7UICvis,Stickles Towing,4.7,191,Towing service,,"5246 Lytle St, Pittsburgh, PA 15207, United States","C333+FX Pittsburgh, Pennsylvania, USA",http://www.sticklestowing.online/,+1 412-969-3938,Open · Closes 12 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerFE_BGJjLU8o-QJ2Fa05vMrt0b55wi0sgQLTXwlkbJ6ckIEDx0Kt6Z37dlhuXMxesXPOq9etdbYC-em7InVrTVVdwQfnLv3L1riXHovZr2fhOoN3bx2AgolxPwz95_dL4vbN61QQ=w408-h466-k-no,true,8 am–12 am,8 am–12 am,8 am–12 am,8 am–12 am,8 am–12 am,8 am–12 am,8 am–12 am,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:10:19.160Z,,,
https://www.google.com/maps/place/ST+Autoworks+LLC/data=!4m7!3m6!1s0xa8fe396af8626d6f:0xb6ada0209e6ac6a0!8m2!3d40.4312755!4d-79.9805855!16s%2Fg%2F11v_44gn8q!19sChIJb21i-Go5_qgRoMZqniCgrbY,ST Autoworks LLC,5.0,13,Mechanic,,,,https://www.instagram.com/st_autoworks?igsh=eTMwMjRxdnVvdm9j,+1 630-362-6556,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweracHMPTdmuJ-ZFWeYZaybPFPiMYUNdR5QZoLOLFWb49dTrboTxplLXZgohi9tQFIbJvjzWuXB3GjTi3PPM_ipeIeDFpMhc44zVnOlIu_gsduyuw_rTFGGE5sAFo0hDW8nuy8Cm=w408-h408-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:10:24.087Z,,,
"https://www.google.com/maps/place/Howard%27s+Towing+and+Recovery,+LLC/data=!4m7!3m6!1s0x8834f197440435ef:0xe6a75acf6ad6f768!8m2!3d40.4238274!4d-79.9515688!16s%2Fg%2F1hc1grsrm!19sChIJ7zUERJfxNIgRaPfWas9ap-Y","Howard's Towing and Recovery, LLC",3.0,198,Towing service,,"60 Irvine St, Pittsburgh, PA 15207, United States","C2FX+G9 Pittsburgh, Pennsylvania, USA",,+1 412-422-9005,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqGmRxhFAHvL-kIul6MqWAgmUOEzFwp74pRBijpCP1mxN0yFYzHggz_7GEYkD_xusMzSoMFFBNPmJ85FKghdIlJgtdtBh3y2k8B4VXqiI8tpvSEt-y5_zFn24jCQTSXAfyFaEpF=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:10:26.925Z,,,
https://www.google.com/maps/place/MINI+of+Pittsburgh/data=!4m7!3m6!1s0x8834f23bfbd2bb6d:0x49ae04de27fd0863!8m2!3d40.4547253!4d-79.9472157!16s%2Fg%2F1w0j4vjt!19sChIJbbvS-zvyNIgRYwj9J94Erkk,MINI of Pittsburgh,4.5,747,MINI dealer,· In-store shopping · In-store pick-up · Delivery,"4801 Baum Blvd, Pittsburgh, PA 15213, United States","F333+V4 Pittsburgh, Pennsylvania, USA",http://www.miniofpittsburgh.com/,+1 412-682-0788,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqCQMc634j1SWl9zF3lqmOkH4rkdYA9xg0ZPo3O2KKKGYAqZhmxxlLWb3qo9r783KaNZ6DUUdsYnoOYjjzqGJL2OX7DD0D1e4_TaL-mw3xOvAJ6vc5oamP5FFA77cntaF2yK2Gl=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–5 pm,9 am–6 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:10:31.858Z,true,,
https://www.google.com/maps/place/A+%26+M+Family+Tires+Inc./data=!4m7!3m6!1s0x88348b28523321ad:0x8a0e1e84ca4d2f84!8m2!3d40.5370831!4d-80.0511601!16s%2Fg%2F1tgfqsft!19sChIJrSEzUiiLNIgRhC9NyoQeDoo,A & M Family Tires Inc.,4.8,235,Tire shop,· In-store pick-up,"533 Rochester Rd, Pittsburgh, PA 15237, United States","GWPX+RG Pittsburgh, Pennsylvania, USA",https://www.amfamilytires.com/,+1 412-348-0333,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNkIAHm61aQ1e9qVYYVmnkbvQF3aZBGstWE4vDuG8yrTjB3oNVEe-V9TKWp25n0pbCITa4J4mrg75DVHs9lzrizREWOQOsYdxT5Y7u6rDEOM36L3zfeb4krCtVde-JMeYxaYiX=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:10:36.775Z,,,
https://www.google.com/maps/place/Rohrich+Honda+Service/data=!4m7!3m6!1s0x8834f23f85233add:0xb4923ac0a4eca0fe!8m2!3d40.4595629!4d-79.9447735!16s%2Fg%2F1tslkcqg!19sChIJ3TojhT_yNIgR_qDspMA6krQ,Rohrich Honda Service,2.6,29,Car repair and maintenance service,,"5001 Liberty Ave, Pittsburgh, PA 15224, United States","F354+R3 Pittsburgh, Pennsylvania, USA",https://www.rohrichhonda.com/scheduleservice,+1 412-683-3800,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4gR8jr_qQTLkCpo26Xp8BhKC2OjHo6ZDASTMANsKL_RX1J7N6XVtsitHAEP1TaQZWkVyXc0yu80nxkJv6d20iiuKRXQU0gW9rmHh9HYyy7wryJ_XUTdMS_4O-PDBZucfIFznj=w408-h306-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,7 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:10:41.746Z,,,
https://www.google.com/maps/place/Fern+Hollow+Bicycles/data=!4m7!3m6!1s0x8834f2520a2cc03b:0x68e7df521a764261!8m2!3d40.4439619!4d-79.8920629!16s%2Fg%2F1tgf3w82!19sChIJO8AsClLyNIgRYUJ2GlLf52g,Fern Hollow Bicycles,4.9,68,Bicycle store,,"307 S Trenton Ave, Pittsburgh, PA 15221, United States","C4V5+H5 Pittsburgh, Pennsylvania, USA",https://www.fernhollowbicycles.com/,+1 412-241-4200,Closed · Opens 10 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepAbkesNf8Fg4zoTwwKaQe0RPGrSg_LlyzHEx56vhUQ_7Wi7_3wUBQtOePilWR2A_y4nZJHsXzCVPqts3f4mbbRwBymVO3SaMQ7gHdXA80yitOEbgdkVVDaC0b5V63PAcQMj6-l=w408-h544-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-03-23T16:10:46.938Z,,,
"https://www.google.com/maps/place/Lou+Iezzi+%26+Sons+Auto,+Inc/data=!4m7!3m6!1s0x8834f27fc7786f2b:0x7bc40ad2859bc3c7!8m2!3d40.4765636!4d-79.9212463!16s%2Fg%2F1tj6vg_c!19sChIJK294x3_yNIgRx8ObhdIKxHs","Lou Iezzi & Sons Auto, Inc",4.7,164,Auto repair shop,,"5703 Bryant St, Pittsburgh, PA 15206, United States","F3GH+JG Pittsburgh, Pennsylvania, USA",http://www.louiezziandsonsauto.com/,+1 412-362-7022,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoJ84r2YZhrWdRMtQvydMt7nHTRqPhRpqObLwkWBTQ5iF1p5UNYMNu5qAljPty_Lo3xu68x5rdevfMUWCiKgu9Gv0GzOBIAaVTVmhNDOLbXCGYOb0ya7C4X7uSJ98AJzL7u97YOBbeCStiJ=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Shadyside+Pittsburgh+PA/@40.4547615,-79.9326017,14z",2026-03-23T16:11:04.785Z,,,
https://www.google.com/maps/place/Bruno%E2%80%99s+Garage/data=!4m7!3m6!1s0x8834f27099588b07:0x1ed25bbface027e2!8m2!3d40.4677225!4d-79.9265358!16s%2Fg%2F1td542ft!19sChIJB4tYmXDyNIgR4ifgrL9b0h4,Bruno’s Garage,4.8,99,Auto repair shop,,"518 Mellon St, Pittsburgh, PA 15206, United States","F39F+39 Pittsburgh, Pennsylvania, USA",,+1 412-361-1750,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2oY-Z-lvOAnc0W3LoM_eZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.339466&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Shadyside+Pittsburgh+PA/@40.4547615,-79.9326017,14z",2026-03-23T16:11:09.740Z,,,
