placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error
https://www.google.com/maps/place/DL+Truck+%26+Trailer+Outfitters-+Springfield/data=!4m7!3m6!1s0x887539f6c65fa4b7:0x94576acd51dd8496!8m2!3d39.8023446!4d-89.6278459!16s%2Fg%2F11dfj4427x!19sChIJt6RfxvY5dYgRloTdUc1qV5Q,DL Truck & Trailer Outfitters- Springfield,4.3,83,Trailer dealer,· In-store shopping · In-store pick-up,"1925 E Clear Lake Ave, Springfield, IL 62703, United States","R92C+WV Springfield, Illinois, USA",http://trailersdirectspringfield.com/,+1 217-280-4170,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqrqHLOW1h6HUwO0SxI0Cg3v6oB4reU19vnVCisOrZ-dAPBVcLRrHMqnGTNg_VfAb3D0GMufA2n8QkAZ1665jXEL90SUF4D6ub4CncxQyHXutxKPTpeo0X-NnujyQzWQtmbr6SpmoijhOi=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:46:40.242Z,,
https://www.google.com/maps/place/A%26M+Towing+Auto+Salvage+Inc./data=!4m7!3m6!1s0x8875375a9724947b:0x1c7f443a654caf64!8m2!3d39.8248672!4d-89.6356124!16s%2Fg%2F1tnctndy!19sChIJe5Qkl1o3dYgRZK9MZTpEfxw,A&M Towing Auto Salvage Inc.,4.4,100,Towing service,,"1737 N 14th St, Springfield, IL 62702, United States","R9F7+WQ Springfield, Illinois, USA",,+1 217-528-3258,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwept0Wuj7eYmtjoKmMbJlLAil9GhXKxiDy4DvHQg7CKFM4U-DK9kzlRmpIiZ6iVf4hS-KDSGE5b-RXhfqe-T_HTM-m5vPDamn-jZVrM4_kUnuBAgmjWRYah4LZjwPyzLXnBaEEhP=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:46:45.288Z,,
https://www.google.com/maps/place/Isringhausen+Volvo+Service+Department/data=!4m7!3m6!1s0x887539c182ef6635:0x580816bebc343f60!8m2!3d39.8026418!4d-89.6521519!16s%2Fg%2F11v3f96b6l!19sChIJNWbvgsE5dYgRYD80vL4WCFg,Isringhausen Volvo Service Department,5.0,3,Auto repair shop,,"228 E Jefferson St, Springfield, IL 62701, United States","R83X+34 Springfield, Illinois, USA",https://www.isringhausenvolvocars.com/volvo-service-and-parts?utm_source=google&utm_medium=organic&utm_campaign=gmb%20listing,+1 217-906-4311,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dbjYIFmj-LL3ppeWNwNSPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.61177&pitch=0&thumbfov=100,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:46:50.432Z,,
https://www.google.com/maps/place/Wilson+Tire/data=!4m7!3m6!1s0xac73d006fcb6379f:0xd62457cde3232e41!8m2!3d39.815412!4d-89.4951544!16s%2Fg%2F11ydhw09w_!19sChIJnze2_AbQc6wRQS4j481XJNY,Wilson Tire,5.0,3,Tire service,,,,https://tireshopspringfieldil.com/,+1 217-236-2490,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoYnJmvS1U2FwJTZC7D9sYKY00YcLo-0leQ-PzlHH4ohh6ty6bhtbv1foAbx7s1gXsf07WLqG0GcItTSjLmBcCIlnSfjkkjY5PQQWXDTWutcHfo75v7D3lMAIKl5p1rC5i6WKUeAsB0gcXE=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:46:55.189Z,,
https://www.google.com/maps/place/Recon+Techs+Springfield/data=!4m7!3m6!1s0x8875375df6e76087:0x6784d065e93bc8eb!8m2!3d39.8221664!4d-89.643777!16s%2Fg%2F11csqg7hnf!19sChIJh2Dn9l03dYgR68g76WXQhGc,Recon Techs Springfield,4.3,46,Car detailing service,,"820 E Black Ave, Springfield, IL 62702, United States","R9C4+VF Springfield, Illinois, USA",http://www.recontechsspringfield.com/,+1 217-670-1132,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqL3N0x2noshr-TcqqXM1HUITYjbuNV2M2GEv_BC-2pTRyvsKSfjSh7lYYV0AqguvEN6zjdrBSbnQanXYMmh8FM-PvfD4bDtDvIA_1IGarotRsGPBhZ5vlsOKm_gLsEKTTbIdg=w408-h407-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:00.082Z,,
https://www.google.com/maps/place/Lube+Master/data=!4m7!3m6!1s0x8875390e5329ead9:0x4a031bbcccfea77f!8m2!3d39.7671571!4d-89.6504328!16s%2Fg%2F1tdxr6fw!19sChIJ2eopUw45dYgRf6f-zLwbA0o,Lube Master,4.7,143,Oil change service,,"415 E Stanford Ave, Springfield, IL 62703, United States","Q88X+VR Springfield, Illinois, USA",,+1 217-525-6425,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqd6Dgh4-AjZ1rkC4nu-SEy4GhhbD69g8CkeKCfM7FmaZDGXg04J6iHf68ax8XaHnICOPBx5mrCfR5LBZFaKdACD2E3FOOiuPxGVmoFxvLR2ntdR_qVDIaF3jZErQAmueusvpg=w408-h306-k-no,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:05.097Z,,
https://www.google.com/maps/place/Motorist+Assistance+Road+Service+%28MARS%29/data=!4m7!3m6!1s0x88753984749a0fa9:0x7d5d74b4ca282b58!8m2!3d39.7762289!4d-89.6540954!16s%2Fg%2F11q1dbh8yc!19sChIJqQ-adIQ5dYgRWCsoyrR0XX0,Motorist Assistance Road Service (MARS),3.9,7,Towing service,,"78 Ruth Ct, Springfield, IL 62704, United States","Q8GW+F9 Springfield, Illinois, USA",https://www.facebook.com/MARSpringfieldIL,+1 217-494-8760,Open · Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo9aUmpkSJ0yYMr3COq9vTGuMCYtLAz4HIWN7LDqGg3YoFws8a-skRdKTJR7zNXtlIQF3ooq4triRYf3R6Kdely7oq_HI5gQMD_QkBdMQvX_96c-i7ARf0-28TTeadpJ2fp_IRx=w408-h306-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,10 am–10 pm,11 am–10 pm,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:10.028Z,,
https://www.google.com/maps/place/Valvoline+Instant+Oil+Change/data=!4m7!3m6!1s0x88753097b40952a7:0x6a0ecdba26ae84d5!8m2!3d39.82932!4d-89.6044!16s%2Fg%2F11c1nx668m!19sChIJp1IJtJcwdYgR1YSuJrrNDmo,Valvoline Instant Oil Change,4.6,447,Oil change service,,"1950 N Dirksen Pkwy, Springfield, IL 62702, United States","R9HW+P6 Springfield, Illinois, USA",https://store.vioc.com/il/springfield/1950-n--dirksen-parkway?utm_source=google&utm_medium=local&utm_campaign=localsearch,+1 217-523-0027,"Open · Closes 7 pm

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerf5kSDDvz8f5XN--f3J2sPJwFN1HZiK6BiP3CPpLqpTzrpIKNBaTCyfBkZ8gCfZypBtDdGfT8fckDRyrTWQ0LR0jXlODIIDO-VnKBlfDmtRrbolifU2EYq0sTgdmugGpCX3kK9igkRFR7o=w426-h240-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7 am–5 pm,9:30 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:15.125Z,,
https://www.google.com/maps/place/By-pass+Auto+Body+%26+24+Hour+Towing/data=!4m7!3m6!1s0x88753a1c0b297b7f:0x58aa6a63f7225205!8m2!3d39.8012302!4d-89.6206217!16s%2Fg%2F1tdk5yf1!19sChIJf3spCxw6dYgRBVIi92Nqqlg,By-pass Auto Body & 24 Hour Towing,3.9,109,Auto body shop,,"2300 E Clear Lake Ave, Springfield, IL 62703, United States","R92H+FQ Springfield, Illinois, USA",http://www.bypassautobody.com/,+1 217-544-1965,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer1k_5xNOp4BUiAxzkHBOb8W1Mr_g0IbKOfHZS61bOYlTptol22ijZBkukSrztdiRJ1Rrf977-pYKlny6Ij9FYMjqlZAr5LXCB3_PK-BcnRIHSmbIEoWQ1p1ljwhcbP2rNNrJih=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:20.371Z,,
https://www.google.com/maps/place/Bobby+Joe%27s+Mobile+Truck+%26+Trailer+Repair/data=!4m7!3m6!1s0x887531de59e9147d:0xd11bc002272498ff!8m2!3d39.8478152!4d-89.588141!16s%2Fg%2F11kq67g6r1!19sChIJfRTpWd4xdYgR_5gkJwLAG9E,Bobby Joe's Mobile Truck & Trailer Repair,4.3,30,Truck repair shop,,"109 Delta Dawn Dr, Springfield, IL 62707, United States","RCX6+4P Springfield, Illinois, USA",,+1 217-816-0244,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerUb_mqiSJK38Yxy-lr1nRf4KchjJUCJc24LC0WsfUU_YHiYTRm7SiAkX_p16d7EdMnoPkH3vFAKCAnEjGWyVWmt5k3kk6pAdw4WxAGbc-gyNKUnSAc2jnBc1qkjhv_aL8FlA4HNg=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:25.248Z,,
https://www.google.com/maps/place/Walmart+Auto+Care+Center/data=!4m7!3m6!1s0x88753947964106dd:0xee056f1116e80bf6!8m2!3d39.7456421!4d-89.6390933!16s%2Fg%2F11ymj4wgx!19sChIJ3QZBlkc5dYgR9gvoFhFvBe4,Walmart Auto Care Center,3.4,93,Oil change service,,"1100 Lejune Dr, Springfield, IL 62703, United States","P9W6+79 Springfield, Illinois, USA",https://www.walmart.com/store/3602-springfield-il/auto-care-center/?veh=seo_loc,+1 217-529-6297,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweonqeBVoT9vosq8FxKrU8QJjcGNEpJr3c0zddzGjyButVhtz_TIX-2VdCtYgcMsdTE2pWiuTGrVl83puWqpplBQB0IKPSd5Lffnmfu-sRn4p4X4oSN8NpCqMK8c4a5WlbrFUPz6FA=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:30.233Z,,
https://www.google.com/maps/place/Shaner%27s+24+Hour+Towing+Inc./data=!4m7!3m6!1s0x887530e8537b3299:0xc66039657142a3dc!8m2!3d39.8427766!4d-89.6049932!16s%2Fg%2F1tj85ljf!19sChIJmTJ7U-gwdYgR3KNCcWU5YMY,Shaner's 24 Hour Towing Inc.,3.9,183,Towing service,,"2815 N Dirksen Pkwy, Springfield, IL 62702, United States","R9VW+42 Springfield, Illinois, USA",https://shanerstowing.com/,+1 217-529-6400,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqg8hE4wnAOGVfm3MEdU3UkhcegnW_br4IwMqvSdGED_A6Is5n1cBHM9WCZC7WlRZJCxY3IzCyM37fwBgr8U9dDhP9RqsFoQT-pzZWKwRmKrzqMK-8Rk8KO5FSsn0aBmovplGbJ=w408-h305-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:35.338Z,,
https://www.google.com/maps/place/Joe%27s+Towing+%26+Recovery/data=!4m7!3m6!1s0x88753b9d4f1d637b:0x97b9ae924f7f6ec1!8m2!3d39.7960216!4d-89.6089949!16s%2Fg%2F11kbj9sb74!19sChIJe2MdT507dYgRwW5_T5KuuZc,Joe's Towing & Recovery,4.8,50,Towing service,,"2905 E Cook St, Springfield, IL 62703, United States","Q9WR+CC Springfield, Illinois, USA",https://www.joes-towing.com/,+1 217-303-8878,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer8uC3Z-XShUQkR0IDnsxbAp5ae8qFTGc55pgdFTuUrTsayiWIe1vr3SzNvjJ5bF9vkqeonDTdiKiNfrlPzOvPq7rdCLMYLiw_zosy_TwT9bj6tJcx2W0p92x6RInBeEtKER7rc2Q=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:40.239Z,,
https://www.google.com/maps/place/Recovery+Masters/data=!4m7!3m6!1s0x887539ae4b0b0187:0x8f6672deb6fc5ba5!8m2!3d39.7844094!4d-89.6443048!16s%2Fg%2F11rpktys0x!19sChIJhwELS645dYgRpVv8tt5yZo8,Recovery Masters,4.4,27,Towing service,,"1629 S 9th St, Springfield, IL 62703, United States","Q9M4+Q7 Springfield, Illinois, USA",,+1 217-679-3582,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WFDpmmKNqKdXjwKQxPDu9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.89798&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:45.072Z,,
https://www.google.com/maps/place/Velo+Mine/data=!4m7!3m6!1s0x8875383829d89677:0x287a19bc51a84ded!8m2!3d39.8044633!4d-89.6578587!16s%2Fg%2F1pp2vbq72!19sChIJd5bYKTg4dYgR7U2oUbwZeig,Velo Mine,4.9,51,Bicycle store,,"301 W Madison St, Springfield, IL 62702, United States","R83R+QV Springfield, Illinois, USA",http://www.velomine.com/,+1 217-679-2356,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweohyUBCg7vlg3gR6Z76AeGscDOzyz0hQS6RMKakZJZHCkemBnj9JqNn2ze2NVPWAJUXxmbCN4koEQJD_qk9VXoeBnCoTxiAqaS1W4IQ7qXzDgxeyPFUa1UoTJY0mSOM8WfQ4L0=w408-h544-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:49.885Z,,
https://www.google.com/maps/place/Isringhausen+Imports+Porsche+Service/data=!4m7!3m6!1s0x887539a69732db6f:0x2f97cff54f30120b!8m2!3d39.8031996!4d-89.6523737!16s%2Fg%2F11kj5jr2zd!19sChIJb9syl6Y5dYgRCxIwT_XPly8,Isringhausen Imports Porsche Service,5.0,3,Auto repair shop,,"229 E Jefferson St, Springfield, IL 62701, United States","R83X+73 Springfield, Illinois, USA",https://www.isringhausenporsche.com/schedule_service.htm,+1 800-332-6142,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOQXMfUeprQAOC6vtlqi8XCersApJnXVs8_6jRPh912ChU08XXMlWQDY3vHC6oOybf-JCwQ6fHlAPHQZN-27cjFnbP_bobosND7EEJjdyePKTa_I9DR-37NNWYGXcPmg=w408-h392-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:54.718Z,,
https://www.google.com/maps/place/Jeremy%27s+Auto+Shop/data=!4m7!3m6!1s0x887538fd87efb131:0xc2cfc1d4bfb7e93a!8m2!3d39.7680579!4d-89.6625189!16s%2Fg%2F1tdgw49w!19sChIJMbHvh_04dYgROum3v9TBz8I,Jeremy's Auto Shop,4.5,26,Auto repair shop,,"621 W Maple Ave S, Springfield, IL 62704, United States","Q89P+6X Springfield, Illinois, USA",https://www.facebook.com/jeremys.auto.shop/,,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GNK7lZOMLleznE1n3iRaDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.69977&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:47:59.821Z,,
https://www.google.com/maps/place/Roth+Auto+Service/data=!4m7!3m6!1s0x88753b3777e3bad3:0xa52f4699ae9d4dcf!8m2!3d39.8055409!4d-89.6063601!16s%2Fg%2F11x12n5j5l!19sChIJ07rjdzc7dYgRz02drplGL6U,Roth Auto Service,5.0,3,Auto repair shop,,"421 N Dirksen Pkwy, Springfield, IL 62702, United States","R94V+6F Springfield, Illinois, USA",,+1 217-544-5333,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ClUl_h1ka2cTZDERvR4G6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.54565&pitch=0&thumbfov=100,false,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:48:04.835Z,,
https://www.google.com/maps/place/Faine%27s+Auto+Sales/data=!4m7!3m6!1s0x8875407905fb17ff:0xffb7c33e133aa72e!8m2!3d39.7853486!4d-89.606457!16s%2Fg%2F1hhk65gqh!19sChIJ_xf7BXlAdYgRLqc6Ez7Dt_8,Faine's Auto Sales,3.2,188,Used car dealer,· In-store shopping,"1601 S Dirksen Pkwy, Springfield, IL 62703, United States","Q9PV+4C Springfield, Illinois, USA",https://www.fainesautosales.com/,+1 217-679-8714,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQZUVsELFiCs34tU8HA-xJ16rCMa2cAHwiSc8saiaLIFwjRdUjtuNiZYKABWt_wi0Cq6QEv1KCEpFayGk-rJ7tyJ06b9WOATy7E5M9QlPJoPcxtbOOh23cTMmDnZHl7p1r2xeL=w408-h306-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–4:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:48:10.087Z,,
https://www.google.com/maps/place/Tom%27s+24+Hour+Towing+Services/data=!4m7!3m6!1s0x88753a6b293c2eaf:0xf6f3d45006da6be1!8m2!3d39.800672!4d-89.6275931!16s%2Fg%2F1wh4gm14!19sChIJry48KWs6dYgR4WvaBlDU8_Y,Tom's 24 Hour Towing Services,4.4,160,Towing service,,"111 Mc Creery Ave, Springfield, IL 62703, United States","R92C+7X Springfield, Illinois, USA",https://toms24hourtowingservice.com/,+1 217-522-5880,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepEli9GkTk9uduwEgczBgVtLRmATHuerjb02WZMutEjdi9djVSH20HtIhACgAe0dibhVAapgVWVrMsvuIb9Xjrix9tTfaiiRVci6y_r8wVRIwr6maswgbY_ZfYUcG3MGcfTDzhZ=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:48:15.030Z,LGBTQ+ friendly,
https://www.google.com/maps/place/All+Star+Performance+Towing/data=!4m7!3m6!1s0x887539f661f02993:0xabe8f15c3ea99577!8m2!3d39.8007078!4d-89.6276563!16s%2Fg%2F1w2y_625!19sChIJkynwYfY5dYgRd5WpPlzx6Ks,All Star Performance Towing,4.7,88,Towing service,,"111 Mc Creery Ave, Springfield, IL 62703, United States","R92C+7W Springfield, Illinois, USA",,+1 217-525-7700,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtAkQFDw5nXE1R9Sz5Y4cBNWN7mts-cebDV9ICWswgNNJHsDRr4mMo7mRuGhG0fxPSZ92eZ1nW8PjXcp5i40Dk-d1B85y6nP36wf_eyvYrwmDt6iKYNSeC33tkJCWEi18uzopn=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:48:20.216Z,,
https://www.google.com/maps/place/Green+Dodge+Service+Center/data=!4m7!3m6!1s0x887547dfed503f35:0x58843be3418feeab!8m2!3d39.7573941!4d-89.7255692!16s%2Fg%2F11fnr5vy_v!19sChIJNT9Q7d9HdYgRq-6PQeM7hFg,Green Dodge Service Center,4.8,508,Auto repair shop,,"3801 Wabash Ave, Springfield, IL 62711, United States","Q74F+XQ Springfield, Illinois, USA",https://www.greendodge.net/mopar-service-department/?utm_source=google&utm_medium=organic&utm_campaign=GMB-service,+1 217-522-1222,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerVgbXeLbrya1v5lomxARmL4AVr4wdhhGLAQXpKx0OZCxzaK_Zw0hlCaVKxJjMGvOBQ5d4Ue-eY-T7zCFxewybZOsFQpYiCeY68wDhnB8LjbLEn2OiAjGubRi8H9QRudo1TAk699Q=w408-h272-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:48:25.329Z,,
https://www.google.com/maps/place/Isringhausen+BMW/data=!4m7!3m6!1s0x887539c570b09c6d:0x89c265f9a87c9741!8m2!3d39.8037661!4d-89.6525894!16s%2Fg%2F11f63yj_fz!19sChIJbZywcMU5dYgRQZd8qPllwok,Isringhausen BMW,4.9,492,BMW dealer,· In-store shopping,"200 E Madison St, Springfield, IL 62702, United States","R83W+GX Springfield, Illinois, USA",https://www.isringhausenbmw.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb%20listing,+1 217-906-4336,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepvT1j5egdozLszSRkNGF4HaX4imNcd6XC6kTbCy0yT1xbUbmvVIKykWNuqQ3cOFDmY3XQMEy6JYUZGnWs1J92iRqdkv1kzBkuEWu9pIR6w37si5Y_aAQeOXGDYE4Y5t8gcjkvNgQ=w408-h408-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2026-03-23T16:48:30.328Z,,
https://www.google.com/maps/place/CheckPoint+Tire+%26+Service+Center/data=!4m7!3m6!1s0x887540771ea1fc07:0xde776081deeb8688!8m2!3d39.6801522!4d-89.7054196!16s%2Fg%2F1tm13c0k!19sChIJB_yhHndAdYgRiIbr3oFgd94,CheckPoint Tire & Service Center,4.8,199,Auto repair shop,,"23 Cottonwood Dr, Chatham, IL 62629, United States","M7JV+3R Chatham, Illinois, USA",https://checkpointtireandservicecenter.com/,+1 217-483-2528,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq265_ZWWlp-amTQ858DF9bNkLDwh2s3rD0M8inXYO4Sw23jhNKi_pftQinlT4rGq86aynvuxLkaIt8geRIR1YcYymb_LhFYgGg35EHnamixAcVxvsh6T--3rTgOR9aRROlJ3Ma=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T16:48:46.629Z,,
https://www.google.com/maps/place/1+Stop+Auto+Shop+and+Diesel+Performance+of+Chatham/data=!4m7!3m6!1s0x887540797bddde37:0x669d977f85cf5fa9!8m2!3d39.687992!4d-89.7040939!16s%2Fg%2F1tlvq8ky!19sChIJN97de3lAdYgRqV_PhX-XnWY,1 Stop Auto Shop and Diesel Performance of Chatham,4.5,330,Auto repair shop,,"1210 N Main, Chatham, IL 62629, United States","M7QW+59 Chatham, Illinois, USA",https://www.1stopautoshopinc.com/,+1 217-483-1234,"Open · Closes 5:30 pm

Updated by others 12 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoDCX2TBoivHkQkyQIGH3kvL88MGwt2qIWJtIvcXL6stq8CkxIgJ_EhZCxZE-CLoWieccJItK53iKnvUarNEdogFIc9EvEx7xFjHZwArl2s4XkI0lY-TD41pGnRcseAKK_P4JD8UFjoCMn-=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Chatham+Springfield+IL/@39.6732774,-89.6647197,14z",2026-03-23T16:48:51.570Z,,
