placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,isBlackOwned,sunday,monday,tuesday,wednesday,thursday,friday,saturday,attributes,error
https://www.google.com/maps/place/West+End+Pediatric+Urgent+Care/data=!4m7!3m6!1s0x89d6b1b09f2a407d:0xf610a8baeef8c26c!8m2!3d43.2387351!4d-77.6973419!16s%2Fg%2F11s38lhhzf!19sChIJfUAqn7Cx1okRbML47rqoEPY,West End Pediatric Urgent Care,4.8,160,Urgent care center,"1800 English Rd # 2, Rochester, NY 14616, United States","68Q3+F3 Rochester, New York, USA",http://www.westendpediatricurgentcare.com/,+1 585-286-9595,Closes soon ⋅ 9 pm ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipOTTyAfZGMrJEhgSJ3PjYYqG1b9a-1itnOWFLaC=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:05:28.955Z,,,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,,
https://www.google.com/maps/place/Physical+Therapy+-+Ridgeway/data=!4m7!3m6!1s0x89d6b388a8aa3b6d:0xd06a1c2804104c74!8m2!3d43.1859251!4d-77.7057801!16s%2Fg%2F11gtytd4x8!19sChIJbTuqqIiz1okRdEwQBCgcatA,Physical Therapy - Ridgeway,4.0,4,Physical therapy clinic,"2655 Ridgeway Ave Suite 320, Rochester, NY 14626, United States","57PV+9M Rochester, New York, USA",https://www.rochesterregional.org/locations/rehabilitation/ridgeway?y_source=1_OTkwMTEyMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 585-368-6600,"Closed ⋅ Opens 8:30 am Mon

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP8LJY2O69_vD--XixFCGBOmH4RNFEeV43xKZNy=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:05:34.009Z,LGBTQ+ friendly,,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,
https://www.google.com/maps/place/FLX+Medical+Infusion/data=!4m7!3m6!1s0x89d125004c063af5:0xf49088a93f87e59c!8m2!3d42.8755888!4d-77.2869816!16s%2Fg%2F11vr98197d!19sChIJ9ToGTAAl0YkRnOWHP6mIkPQ,FLX Medical Infusion,5.0,3,Medical clinic,"201 Parrish St, Canandaigua, NY 14424, United States","VPG7+66 Canandaigua, New York, USA",https://www.flxmedicalinfusion.com/,+1 585-919-6002,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOtUx538wTDyyrC5ldhVcogsf34fnQNmHpVr9au=w408-h323-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:05:39.221Z,,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,
https://www.google.com/maps/place/Gavia+LifeCare+Center/data=!4m7!3m6!1s0x89d6b121b628ddc5:0x5d36a921809c0107!8m2!3d43.2381091!4d-77.6955478!16s%2Fg%2F11l27rh9z_!19sChIJxd0otiGx1okRBwGcgCGpNl0,Gavia LifeCare Center,3.7,3,Mental health service,"1777 English Rd, Rochester, NY 14616, United States","68Q3+6Q Rochester, New York, USA",https://gavialifecarecenter.com/,+1 585-371-8700,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPfFk8u-4xK2RFlvImP9qcpk7xteNKmCSk2PMOO=w408-h413-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:05:44.312Z,,,Closed,8 am–5 pm,10 am–7 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,,
https://www.google.com/maps/place/Medved+Louis+H+MD/data=!4m7!3m6!1s0x89d6b235ca6c49b7:0xd9a73fa197decd6!8m2!3d43.1861223!4d-77.7033106!16s%2Fg%2F1td5h34f!19sChIJt0lsyjWy1okR1ux9Gfpzmg0,Medved Louis H MD,4.5,23,Neurologist,"30 Erie Canal Dr Suite G, Rochester, NY 14626, United States","57PW+CM Rochester, New York, USA",http://louismedvedmd.com/,+1 585-227-3950,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqy3q740P2zlL3nbWonUModCXYZa3-ahiUvnJlYsZOKakP6HIos4ORvsr8GYr3DXgZyuG-8PsEAsp8iCUhO6HOk4HbG57JUNptXX_UaW2mEFLXzxEYNOSuib8UDuNGB9UBaXCx9aQ=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:05:49.264Z,,,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–2 pm,Closed,,
"https://www.google.com/maps/place/West+End+Psychotherapy/@43.2389237,-77.6972867,17z/data=!3m1!4b1!4m6!3m5!1s0x89d6b100506ab577:0x887d1204ae1816e3!8m2!3d43.2389237!4d-77.6972867!16s%2Fg%2F11d_78hmdd",West End Psychotherapy,3.7,3,Psychotherapist,"1800 English Rd, Rochester, NY 14616, United States","68Q3+H3 Rochester, New York, USA",,+1 585-225-9292,,,false,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:05:54.043Z,,,,,,,,,,,
https://www.google.com/maps/place/UR+Medicine+Orthopaedics+%26+Physical+Performance+%E2%80%93+Greece/data=!4m7!3m6!1s0x89d6b24b7f535303:0x880f9e19ce7eb742!8m2!3d43.1801823!4d-77.7031168!16s%2Fg%2F1tz76zhn!19sChIJA1NTf0uy1okRQrd-zhmeD4g,UR Medicine Orthopaedics & Physical Performance – Greece,2.0,20,Orthopedic clinic,"10 S Pointe Landing Suite 100, Rochester, NY 14606, United States","57JW+3Q Rochester, New York, USA",https://www.urmc.rochester.edu/locations/pmr-greece,+1 585-341-9200,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrjsMNJGEtHfOzTVR5djN0tyPrutuZPU9atag2Rkrmui5MbpCzg15QJvWyjLcX1h5jDFnhCGf8AmYA9x3rUINmbYj_mT8vc0z7hGvqHvvStHvcrul5ZmZ9o0YN2qdVNz04ksqc=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:05:59.275Z,,,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,
https://www.google.com/maps/place/Hyperbaric+Oxygen+Therapy+of+Western+New+York/data=!4m7!3m6!1s0x89d6b5a05277778b:0xb6d42646e041ab43!8m2!3d43.1546336!4d-77.5870496!16s%2Fg%2F11fx7w8t4s!19sChIJi3d3UqC11okRQ6tB4EYm1LY,Hyperbaric Oxygen Therapy of Western New York,5.0,10,Medical clinic,"16 N Goodman St, Rochester, NY 14607, United States","5C37+V5 Rochester, New York, USA",http://www.o2wny.com/,+1 585-426-8969,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOAqnpg-6tGT30t4gw1AZDwfRlN2iNVBOSdAxFg=w408-h326-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:04.369Z,,,7 am–2 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–2 pm,,
https://www.google.com/maps/place/Skin+Studio+Laser+Hair+Removal/data=!4m7!3m6!1s0x89d6b13655491bcd:0x2dc7b65fb6e18a88!8m2!3d43.2044709!4d-77.6641636!16s%2Fg%2F11ydc9j6nv!19sChIJzRtJVTax1okRiIrhtl-2xy0,Skin Studio Laser Hair Removal,5.0,20,Laser hair removal service,"1379 W Ridge Rd suite B, Rochester, NY 14615, United States","683P+Q8 Rochester, New York, USA",https://laserhairremovalcompanyrochester.com/,+1 585-940-3254,"Closed ⋅ Opens 9 am Mon

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNa8b-BQB1GU6cE5NVIKNvT2xzmocXymyulWR2v=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:09.383Z,Identifies as women-owned,,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,9 am–3 pm,,
https://www.google.com/maps/place/Shelby+Kibler+LMHC/data=!4m7!3m6!1s0x89d6b1ccb3a49a4b:0xa3c59babe23f2e9!8m2!3d43.2146801!4d-77.6602179!16s%2Fg%2F11sn0p54rv!19sChIJS5qks8yx1okR6fIjvrpZPAo,Shelby Kibler LMHC,3.7,3,Mental health service,"1401 Stone Rd Suite 301, Rochester, NY 14616, United States","687Q+VW Rochester, New York, USA",,+1 585-708-9790,,https://lh3.googleusercontent.com/p/AF1QipOPU7tpvOwXjH7zXxCLG79sRMBNPnSZbTHJ7Hd2=w721-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:12.527Z,LGBTQ+ friendly,,,,,,,,,,
https://www.google.com/maps/place/RRH+Lipson+Cancer+Institute/data=!4m7!3m6!1s0x89d6cbe0f32bc28d:0xbb3fc513c2041089!8m2!3d43.1248413!4d-77.5159122!16s%2Fg%2F11fd4brwnk!19sChIJjcIr8-DL1okRiRAEwhPFP7s,RRH Lipson Cancer Institute,4.3,8,Hematologist,"20 Hagen Dr #100, Rochester, NY 14625, United States","4FFM+WJ Rochester, New York, USA",https://www.rochesterregional.org/locations/lipson-cancer-institute-linden-oaks/hematology,+1 585-922-4020,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNh_brZPRbLqn-p55W02gJP3L1dRw_bZtwAeUeT=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:17.560Z,LGBTQ+ friendly,,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,
https://www.google.com/maps/place/Rochester+Counseling+Group/data=!4m7!3m6!1s0x89d6b1992a2f3a9b:0x509364577d07eb2a!8m2!3d43.2374187!4d-77.694455!16s%2Fg%2F11fsynfr1n!19sChIJmzovKpmx1okRKusHfVdkk1A,Rochester Counseling Group,4.7,12,Psychotherapist,"1687 English Rd, Rochester, NY 14616, United States","68P4+X6 Rochester, New York, USA",http://www.rochestercounseling.com/,+1 585-494-7800,"Closed ⋅ Opens 8 am Mon

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMQfRhdWPLkCyCaXQUavuZZQO1ejutvwg4Qo3cO=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:22.539Z,,,9 am–12 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–5 pm,9 am–12 pm,,
https://www.google.com/maps/place/Glow+Spa+Roc+LLC/data=!4m7!3m6!1s0x89d6b5f6718fed93:0xaf172ef22666222e!8m2!3d43.1795861!4d-77.6599838!16s%2Fg%2F11h_y8q8pm!19sChIJk-2Pcfa11okRLiJmJvIuF68,Glow Spa Roc LLC,4.9,51,Spa,"1425 Mt Read Blvd #200, Rochester, NY 14606, United States","58HR+R2 Rochester, New York, USA",http://glowsparoc.com/,+1 585-287-5515,Closed ⋅ Opens 11 am Wed,https://lh3.googleusercontent.com/p/AF1QipOoy-BFXs05Lr8X3ycZT36m_Svcg0TjI6041Y7l=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:27.670Z,LGBTQ+ friendly,true,Closed,Closed,Closed,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,,
https://www.google.com/maps/place/Villa+of+Hope-Mental+Health+Outpatient+Clinic/data=!4m7!3m6!1s0x89d6b48061fcab4b:0xbe2824915370be51!8m2!3d43.1584688!4d-77.6507936!16s%2Fg%2F11g8pc9lyh!19sChIJS6v8YYC01okRUb5wU5EkKL4,Villa of Hope-Mental Health Outpatient Clinic,2.8,4,Mental health clinic,"1099 Jay Street Building J, Rochester, NY 14611, United States","585X+9M Rochester, New York, USA",http://www.villaofhope.org/,+1 585-328-0834,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DAqo3fV0UgT9vlhzl7Fpig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.71161&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:30.688Z,,,,,,,,,,,
"https://www.google.com/maps/place/RRH+Allergy,+Rheumatology+%26+Infusion+Center/data=!4m7!3m6!1s0x89d6b506249a4a21:0x8f9263d307899ae9!8m2!3d43.1259053!4d-77.5181583!16s%2Fg%2F1tgwnp7q!19sChIJIUqaJAa11okR6ZqJB9Njko8","RRH Allergy, Rheumatology & Infusion Center",3.2,18,Medical clinic,"10 Hagen Dr #330, Rochester, NY 14625, United States","4FGJ+9P Rochester, New York, USA",https://www.rochesterregional.org/locations/air/10-hagen?y_source=1_NjU3Mzc2ODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 585-922-8350,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP9PMNU3PFVik84e_pYG7QXu032E600_CIy13D7=w427-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:35.897Z,LGBTQ+ friendly,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/RRH+Behavioral+Health+Access+and+Crisis+Center/data=!4m7!3m6!1s0x89d6b57754eaa849:0x296ea62637025999!8m2!3d43.1490968!4d-77.6364118!16s%2Fg%2F11xml3k6b3!19sChIJSajqVHe11okRmVkCNyambik,RRH Behavioral Health Access and Crisis Center,,,Addiction treatment center,"65 Genesee St, Rochester, NY 14611, United States","49X7+JC Rochester, New York, USA",https://www.rochesterregional.org/locations/behavioral-health/st-marys?y_source=1_MTI5OTQxNTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 585-368-3950,"Closes soon ⋅ 9 pm ⋅ Opens 9 am Mon

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPCfysdHAIO7Di1Ka4QeCYiiTBEg8HSrJ3Srsjr=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:40.601Z,LGBTQ+ friendly,,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,,
https://www.google.com/maps/place/Strong+Memorial/data=!4m7!3m6!1s0x89d6b4cc2ed2e1e1:0xa8dfcb70ddac8e4e!8m2!3d43.1225165!4d-77.6256447!16s%2Fg%2F11c559bxgy!19sChIJ4eHSLsy01okRTo6s3XDL36g,Strong Memorial,2.1,52,Cancer treatment center,"601 Elmwood Ave, Rochester, NY 14642, United States","49FF+2P Rochester, New York, USA",https://www.urmc.rochester.edu/strong-memorial.aspx,+1 585-275-5830,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8GeKL3dGdgnkw2DQIVyXlf84NCw9WR8pSXjJDt-yY1s-5qNKmBhGUzy6nS62Mx8zJMDyHGc4zZSaWCzOqGVXuPYXWOhSQvfNTFKDYBt2SFtHyOYzAvYG_AUcEXxa6lpUOHV1mFw=w408-h544-k-no,false,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:45.601Z,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/UR+Medicine+Neurosurgery+%E2%80%93+Greece+Center+Drive/data=!4m7!3m6!1s0x89d6b17cbd88c47b:0x4afd71e7f4bdbf34!8m2!3d43.2508963!4d-77.6949541!16s%2Fg%2F11lq46wszl!19sChIJe8SIvXyx1okRNL-99Odx_Uo,UR Medicine Neurosurgery – Greece Center Drive,,,Surgical center,"60 Greece Center Dr, Rochester, NY 14612, United States","7824+92 Rochester, New York, USA",https://www.urmc.rochester.edu/locations/neurosurgery-greece-center-drive,+1 585-225-5767,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMM-5S5kPK90fI68e1tH_gjQlj3w069wON8GB02=w408-h261-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:50.397Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/WellNow+Urgent+Care/data=!4m7!3m6!1s0x89d6b37ff1ab30a7:0x90656c13fd4a5b1f!8m2!3d43.1651372!4d-77.6863146!16s%2Fg%2F11fpgj9mms!19sChIJpzCr8X-z1okRH1tK_RNsZZA,WellNow Urgent Care,4.4,901,Urgent care center,"2232 Lyell Ave, Rochester, NY 14606, United States","5887+3F Rochester, New York, USA",https://www.wellnow.com/urgent-care-centers/new-york/rochester/2232-lyell-ave-14606/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_content=listing,+1 585-417-4125,,https://lh3.googleusercontent.com/p/AF1QipOE4U7DouZUQL-Kt6-2bBhiOa7H40VPVSt3HeCw=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:06:55.263Z,,,,,,,,,,,
"https://www.google.com/maps/place/UR+Medicine+%E2%80%93+Highland+Hospital+Radiation+Oncology/@43.135297,-77.6051242,17z/data=!3m1!4b1!4m6!3m5!1s0x89d6b51f8bde9da3:0x936d7df4c74a4b7f!8m2!3d43.135297!4d-77.6051242!16s%2Fg%2F1hc5k1r75",UR Medicine – Highland Hospital Radiation Oncology,,,Cancer treatment center,"1000 South Ave, Rochester, NY 14620, United States","49PV+4X Rochester, New York, USA",https://www.urmc.rochester.edu/cancer-institute/locations/highland-hospital.aspx,+1 585-341-6750,,,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:07:00.646Z,,,,,,,,,,,
https://www.google.com/maps/place/Top+of+the+line+scalp+micropigmentation/data=!4m7!3m6!1s0x89d6b7701ff76cad:0x1969789ef10cb802!8m2!3d43.2236408!4d-77.6410346!16s%2Fg%2F11s4f74c7y!19sChIJrWz3H3C31okRArgM8Z54aRk,Top of the line scalp micropigmentation,5.0,6,Hair replacement service,"520 Stone Rd, Rochester, NY 14616, United States","69F5+FH Rochester, New York, USA",http://topofthelinesmp.com/,+1 585-355-1715,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np5PDG0ESJigu1pf6c9JdnCdSevZpxC-WhPkn3xDeMLk-LiAlqdy8iR14ttCKn7aFQ7bcdwz7iwcTT2cFZ2dQo2wxbdunOKTcNdClXiJ_Qu1qFI-8MpqemLoeuZxrD-0ltJYzA-Xw=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:07:05.754Z,,,Closed,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,,
https://www.google.com/maps/place/UR+Medicine+Neuro-Oncology+%E2%80%93+Wilmot+Cancer+Institute/data=!4m7!3m6!1s0x89d6b5a1eb9aac05:0xdb81e4d8025d519f!8m2!3d43.121882!4d-77.625555!16s%2Fg%2F11fj9yzfc3!19sChIJBaya66G11okRn1FdAtjkgds,UR Medicine Neuro-Oncology – Wilmot Cancer Institute,,,Medical clinic,"601 Elmwood Ave, Rochester, NY 14642, United States","49CF+QQ Rochester, New York, USA",https://www.urmc.rochester.edu/neurosurgery/specialties/neurooncology.aspx,+1 585-275-5830,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YbIOJfXdlOsNGPfgFSWsLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.75052&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:07:08.757Z,,,,,,,,,,,
https://www.google.com/maps/place/Krista+Lattuca+Coaching+LLC/data=!4m7!3m6!1s0x89d6b1f82965e015:0xcca68aa2d5cc9953!8m2!3d43.2225213!4d-77.6951447!16s%2Fg%2F11r80bw7lc!19sChIJFeBlKfix1okRU5nM1aKKpsw,Krista Lattuca Coaching LLC,5.0,13,Life coach,"1100 Long Pond Rd Suite 210, Rochester, NY 14626, United States","68F3+2W Rochester, New York, USA",https://krista-lattuca-coaching.square.site/,+1 585-415-9770,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPbFhd_oa0PBfLHoHLz6HkizyETqr80ECLrlz89=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:07:13.905Z,,,1–8 pm,9 am–9 pm,9 am–9 pm,9 am–5 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,,
https://www.google.com/maps/place/Helio+Health+Rochester+Outpatient+Center/data=!4m7!3m6!1s0x89d6b51efd88577d:0x29c4b81cc5a2c0b2!8m2!3d43.1462172!4d-77.6085935!16s%2Fg%2F11y43xlwb3!19sChIJfVeI_R611okRssCixRy4xCk,Helio Health Rochester Outpatient Center,5.0,1,Addiction treatment center,"150 Mt Hope Ave, Rochester, NY 14620, United States","49WR+FH Rochester, New York, USA",https://www.helio.health/rochester-outpatient/,+1 585-287-5626,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMNW_GZJOKml8SwlfqE9niDl9NRhLyeeh6dQG9X=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Greece+Rochester+NY/@43.2097837,-77.6930602,14z",2025-09-29T00:07:18.867Z,,,Closed,8 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,,
https://www.google.com/maps/place/UR+Medicine+%E2%80%93+Pluta+Cancer+Center+Suite+211/data=!4m7!3m6!1s0x89d14bbd996fade3:0x1236545357509214!8m2!3d43.0674117!4d-77.6303117!16s%2Fg%2F1tftm5kt!19sChIJ461vmb1L0YkRFJJQV1NUNhI,UR Medicine – Pluta Cancer Center Suite 211,4.6,19,Cancer treatment center,"125 Red Creek Dr Suite 211, Rochester, NY 14623, United States","3989+XV Rochester, New York, USA",https://www.urmc.rochester.edu/locations/pluta-cancer-center-red-creek,+1 585-487-1700,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaLIy_v-aWUv05cfnagttiyVz76w2sLjWJWP4MfbWajVO9-2U9S_OV-Cq-hqplviwU_5_NZNQ5kyMamZ8Ar4b4Wm9Wfkz5_mhbQUPWO_JY38fnVWjG5OwsUxqSgkjKH7_3n3Ag=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Henrietta+Rochester+NY/@43.0592452,-77.6128039,14z",2025-09-29T00:07:37.813Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Melissa%27s+Living+Legacy+Found/data=!4m7!3m6!1s0x89d14bd4c90c0d95:0xf8d4b61c0bdb4bc0!8m2!3d43.0438554!4d-77.6083405!16s%2Fg%2F1tls3tj_!19sChIJlQ0MydRL0YkRwEvbCxy21Pg,Melissa's Living Legacy Found,,,Cancer treatment center,"245 Citation Dr, Henrietta, NY 14467, United States","29VR+GM Henrietta, New York, USA",,+1 585-334-0858,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Eh0tfnAcojD0Z0n71EPhaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.11446&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Henrietta+Rochester+NY/@43.0592452,-77.6128039,14z",2025-09-29T00:07:40.666Z,,,,,,,,,,,
https://www.google.com/maps/place/RRH+Urgent+Care/data=!4m7!3m6!1s0x89d14bb2ad68f039:0x77e7bca4a3771d42!8m2!3d43.0672727!4d-77.6090357!16s%2Fg%2F11bx1_pdmy!19sChIJOfBorbJL0YkRQh13o6S853c,RRH Urgent Care,3.4,296,Urgent care center,"2685 E Henrietta Rd, Henrietta, NY 14467, United States","398R+W9 Henrietta, New York, USA",https://www.rochesterregional.org/locations/urgent-care/henrietta?y_source=1_OTkwMTE1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 585-444-0058,,https://lh3.googleusercontent.com/p/AF1QipM_I87bjRTBZLpyqRu4DlofmP2rSJOyP0bzqo-u=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Henrietta+Rochester+NY/@43.0592452,-77.6128039,14z",2025-09-29T00:07:45.794Z,LGBTQ+ friendly,,7 am–9:40 pm,7 am–9:40 pm,7 am–9:40 pm,7 am–9:40 pm,7 am–9:40 pm,7 am–9:40 pm,7 am–9:40 pm,,
https://www.google.com/maps/place/RRH+Henrietta+Medical+Campus/data=!4m7!3m6!1s0x89d14befa03155f1:0x7b47d71308f8647a!8m2!3d43.0671103!4d-77.6325218!16s%2Fg%2F11kc80yhvw!19sChIJ8VUxoO9L0YkRemT4CBPXR3s,RRH Henrietta Medical Campus,3.8,4,Home health care service,"50 Middle Rd, Henrietta, NY 14467, United States","3988+RX Henrietta, New York, USA",https://www.rochesterregional.org/locations/medical-campuses/henrietta?y_source=1_ODgwNzM1NzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 585-922-5465,,https://lh3.googleusercontent.com/p/AF1QipNwLCWcLT7s9U36spLY2aZH1_z588AgdVuKcIRn=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Henrietta+Rochester+NY/@43.0592452,-77.6128039,14z",2025-09-29T00:07:48.799Z,LGBTQ+ friendly,,,,,,,,,,
