placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp
https://www.google.com/maps/place/WB+Engine+Repair/data=!4m7!3m6!1s0xc23d4ac2556770b:0xf0690578f93785d5!8m2!3d40.6656547!4d-112.0148699!16s%2Fg%2F11l2xd5_n9!19sChIJC3dWJazUIwwR1YU3-XgFafA,WB Engine Repair,5.0,4,Diesel engine repair service,,"5176 Liberator Dr unit 106A, Kearns, UT 84118, United States","MX8P+73 Kearns, Utah, USA",https://www.wbenginerepair.com/,+1 801-450-7398,"Closed · Opens 7 am Mon

Confirmed by this business 4 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMfU3El7vDiXdwzMUILNyX9v09Eh8ume3xKBdKq=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2026-01-10T22:50:15.151Z
https://www.google.com/maps/place/Evolve+Electric/data=!4m7!3m6!1s0x875287cf3c9232f1:0x5f6ffd776ae19540!8m2!3d40.5701926!4d-111.9499726!16s%2Fg%2F11lg8s0hg8!19sChIJ8TKSPM-HUocRQJXhanf9b18,Evolve Electric,5.0,65,Electrician,,,,https://www.evolveelectric.co/,+1 801-462-3137,Closed · Opens 6 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMVvmLAe9_xmY0L9JeJg1vl9OwZ3eEH2OcdNgiH=w408-h544-k-no,true,Closed,Closed,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,7–11 am,"https://www.google.com/maps/search/generator+installation+services+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2026-01-10T22:50:20.132Z
https://www.google.com/maps/place/Magnus+Electric+LC/data=!4m7!3m6!1s0x8752601e52dff24b:0x8d4b6e923baeb0f1!8m2!3d39.4996794!4d-111.5472285!16s%2Fg%2F11ckv9_p_y!19sChIJS_LfUh5gUocR8bCuO5JuS40,Magnus Electric LC,,,Electrician,,,,http://magnuselectric.com/,+1 801-472-8877,,,https://lh3.googleusercontent.com/p/AF1QipPbNDgTxt6iKMvbUt9ELgItihTUnHp4JIzFKfzO=w408-h414-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2026-01-10T22:50:22.759Z
"https://www.google.com/maps/place/Precise+Electric+Inc/@40.6323197,-111.8305573,17z/data=!3m1!4b1!4m6!3m5!1s0x8752625e5183df37:0xad6bcd3628bc2094!8m2!3d40.6323197!4d-111.8305573!16s%2Fg%2F1td72gsp",Precise Electric Inc,5.0,1,Electrician,,"6542 Stanwick Rd, Salt Lake City, UT 84121, United States","J5J9+WQ Salt Lake City, Utah, USA",,+1 801-313-1000,,,,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2026-01-10T22:50:27.505Z
https://www.google.com/maps/place/Mountain+Home+Services/data=!4m7!3m6!1s0x875303a3d867ef9d:0x66222f063f1a35fc!8m2!3d41.0742427!4d-111.9887143!16s%2Fg%2F11htqvq0zx!19sChIJne9n2KMDU4cR_DUaPwYvImY,Mountain Home Services,4.9,2678,Furnace repair service,,"1255 W Gordon Ave, Layton, UT 84041, United States","32F6+MG Layton, Utah, USA",https://www.mountainhomeutah.com/layton-home-services/?utm_campaign=gmb_mt_home_everyone_gmb-layton&utm_medium=gmb&utm_source=google,+1 801-845-2148,,,https://lh3.googleusercontent.com/p/AF1QipMpITa6kGukm-4pyifDA8cLRdPvaaMTxkpD5Idh=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2026-01-10T22:50:32.624Z
"https://www.google.com/maps/place/Any+Hour+Services+-+Electric,+Plumbing,+Heating+%26+Air/data=!4m7!3m6!1s0x874d9b323acbf439:0x287ca1323e00b7a4!8m2!3d40.2959477!4d-111.7279088!16s%2Fg%2F1yg579sy5!19sChIJOfTLOjKbTYcRpLcAPjKhfCg","Any Hour Services - Electric, Plumbing, Heating & Air",4.8,26411,HVAC contractor,,"1374 130 S, Orem, UT 84058, United States","77WC+9R Orem, Utah, USA",https://anyhourservices.com/,+1 385-832-6519,,,https://lh3.googleusercontent.com/p/AF1QipOJhP7LMnkTcgi-mT_EhEFwuRGCmSx4g13kFdN8=w408-h306-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Salt+Lake+City+Salt+Lake+City+UT/@40.7605601,-111.8881397,14z",2026-01-10T22:50:37.458Z
https://www.google.com/maps/place/Another+Chance+Electric/data=!4m7!3m6!1s0x87528dae4bb87397:0x3b2b1283e1bc36fb!8m2!3d40.6840927!4d-112.0106475!16s%2Fg%2F11j8xzfpq1!19sChIJl3O4S66NUocR-za84YMSKzs,Another Chance Electric,5.0,6,Electrician,,"4017 S 5015 W, West Valley City, UT 84120, United States","MXMQ+JP West Valley City, Utah, USA",http://anotherchanceelectric.com/,+1 801-833-1504,Open · Closes 5 pm,Identifies as Latino-owned,https://lh3.googleusercontent.com/p/AF1QipN_5Vfx6vr7B_s77OHnkWn39UY2ruBjkkh6BDXi=w408-h544-k-no,true,6 am–5 pm,Closed,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:00.160Z
https://www.google.com/maps/place/Cummins+Sales+and+Service/data=!4m7!3m6!1s0x8752f5214ea8519f:0x8dd115c7f22107d4!8m2!3d40.7240499!4d-112.018569!16s%2Fg%2F1tcwx63m!19sChIJn1GoTiH1UocR1Ach8scV0Y0,Cummins Sales and Service,3.6,153,Manufacturer,,"2167 S 5370 W, West Valley City, UT 84120, United States","PXFJ+JH West Valley City, Utah, USA",https://www.cummins.com/sales-and-service?utm_source=GMB&utm_medium=yext,+1 801-355-6500,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwKipQzv9rrvC53hpd2HYdbPP9c3suNMbQ5CDoVKmZGhjKxqD_ui1y3aVgOYCS6_xceZv_KBbiygNw1slYYZNO0UQvYMhn0mUZSbiLdxwjlO5OLpmb0_7rynAjPOM6wTVi9BBv=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:05.375Z
https://www.google.com/maps/place/GLS+Electric/data=!4m7!3m6!1s0x8752ed5217b13489:0x8e96525e51d730ab!8m2!3d40.7045835!4d-112.0582075!16s%2Fg%2F11r97dxld!19sChIJiTSxF1LtUocRqzDXUV5Slo4,GLS Electric,4.9,34,Electrician,,"7003 Dalmatian St, West Valley City, UT 84128, United States","PW3R+RP West Valley City, Utah, USA",http://www.glselectric.com/,+1 801-330-0916,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMjUaSpTNfaqQFdM-EX_8cJ7ojXwWhJNCDpYLvL=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:10.182Z
https://www.google.com/maps/place/Davis+%26+Sons+Electrical/data=!4m7!3m6!1s0x8752937d4cc40dcf:0x965d6c3a364bc9d3!8m2!3d40.6872955!4d-112.0591105!16s%2Fg%2F11f1238bkg!19sChIJzw3ETH2TUocR08lLNjpsXZY,Davis & Sons Electrical,4.5,44,Electrician,,"7034 W, 7034 Copperhill Dr, West Valley City, UT 84128, United States","MWPR+W9 West Valley City, Utah, USA",,+1 801-935-1221,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e_8OQTEXJEkHS_w_sUBPNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.21854&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:13.125Z
https://www.google.com/maps/place/24%2F7+Services+Utah+LLC/data=!4m7!3m6!1s0x651edfaa29834631:0xebfcb44e99cf2f2!8m2!3d40.4590875!4d-111.8481184!16s%2Fg%2F11w7gk9f_b!19sChIJMUaDKarfHmUR8vKc6UTLvw4,24/7 Services Utah LLC,5.0,17,Electrician,,,,https://24-7servicesutah.com/,+1 385-261-4781,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyyKsl-n7uf4Ew9uh7DGkE_WdEu_JyRCAaq9yHI7If_azFWMdk9sBx8pDW7ABwSMBG0YA_jC6nlFzaAEqu0ELs43vx55uAaoYaj1DyyaK2k9UUgF-GDFWX_HSYsaI6O3NZa0AZeTA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:17.931Z
https://www.google.com/maps/place/Goal+Electric+LLC/data=!4m7!3m6!1s0x875292ca74c70d57:0x440eed3b6746b28b!8m2!3d40.589294!4d-111.958139!16s%2Fg%2F12lk2_rdq!19sChIJVw3HdMqSUocRi7JGZzvtDkQ,Goal Electric LLC,5.0,7,Electrician,,,,https://goalelectricllc.com/,+1 801-419-7660,Open · Closes 12 am,,https://lh3.googleusercontent.com/p/AF1QipOFtBIDvkkEEUGVVwtE3kmfRgPZM3t4OzSeLWhP=w408-h272-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:22.661Z
https://www.google.com/maps/place/Herc+Rentals/data=!4m7!3m6!1s0x8752f2da399b6425:0x9b7f918f0989095c!8m2!3d40.7189363!4d-112.0116549!16s%2Fg%2F1tdqp3sp!19sChIJJWSbOdryUocRXAmJCY-Rf5s,Herc Rentals,4.3,39,Equipment rental agency,,"5052 W 2400 S building a, Salt Lake City, UT 84120, United States","PX9Q+H8 Salt Lake City, Utah, USA",https://www.hercrentals.com/locations/utah/salt-lake-city/salt-lake-city-he.html?utm_source=GMB&utm_medium=organic&utm_campaign=H-and-E-Salt-Lake-City-UT-954A-USA,+1 801-974-0388,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMDCWdVqeF2q7jjmVNXbEvLQEx53cDQ8LjwI66o=w427-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:27.614Z
https://www.google.com/maps/place/Codale+Electric+Supply/data=!4m7!3m6!1s0x87528b173628e4ab:0x30538715d391bcd6!8m2!3d40.7177461!4d-112.0154978!16s%2Fg%2F1tgf3pqb!19sChIJq-QoNheLUocR1ryR0xWHUzA,Codale Electric Supply,3.7,59,Electrical supply store,· In-store shopping · In-store pick-up · Delivery,"5225 W 2400 S, Salt Lake City, UT 84120, United States","PX9M+3R Salt Lake City, Utah, USA",https://www.codale.com/,+1 801-975-7300,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNTp1Fq7JYGJmdjgZ0EJxLXhuELDIxe7RWCwyvy=w408-h252-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:32.624Z
https://www.google.com/maps/place/Wheeler+Cat+Rentals+-+West+Valley+City/data=!4m7!3m6!1s0x8752f2c3664d353d:0x23ed5f1a44d8b29!8m2!3d40.7221025!4d-112.0068921!16s%2Fg%2F1vq75bdn!19sChIJPTVNZsPyUocRKYtNpPHVPgI,Wheeler Cat Rentals - West Valley City,4.6,15,Construction equipment supplier,,"4879 W 2100 S, West Valley City, UT 84120, United States","PXCV+R6 West Valley City, Utah, USA",https://wheelercat.com/rental/?utm_source=west-valley-city&utm_medium=organic&utm_campaign=local,+1 801-908-8900,"Closed · Opens 7 am Mon

Confirmed by this business 1 week ago",,https://lh3.googleusercontent.com/p/AF1QipNSSXK8Lv3DOXZPgD4w6s6fSL6RCe_L06kArU5h=w425-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:37.463Z
https://www.google.com/maps/place/Cache+Valley+Electric/data=!4m7!3m6!1s0x8752f3110ecd3987:0xbb971fa5fc0c1658!8m2!3d40.7415236!4d-111.9841937!16s%2Fg%2F11dyxss3cc!19sChIJhznNDhHzUocRWBYM_KUfl7s,Cache Valley Electric,4.2,87,Electrical installation service,,"1338 Gustin Rd W, Salt Lake City, UT 84104, United States","P2R8+J8 Salt Lake City, Utah, USA",http://www.cve.com/,+1 801-908-6666,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNixy9LaGdY3u5anwYKFBCeD40L_Npd84DA28w=w408-h273-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:42.500Z
https://www.google.com/maps/place/Compact+Power+Equipment+Rental/data=!4m7!3m6!1s0x87528c5bb949b6e3:0xd9a9d952013b3181!8m2!3d40.670286!4d-111.983954!16s%2Fg%2F11c3sqvfgk!19sChIJ47ZJuVuMUocRgTE7AVLZqdk,Compact Power Equipment Rental,3.5,2,Equipment rental agency,,"4581 S 4000 W, West Valley City, UT 84120, United States","M2C8+4C West Valley City, Utah, USA",https://compactpowerrents.com/,+1 888-266-7228,Open · Closes 9 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P6rM9ZHNvOQCLz1iV5ywzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.42312&pitch=0&thumbfov=100,true,6 am–9 pm,7 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:47.351Z
https://www.google.com/maps/place/Bateman+Brothers+Electric+Inc/data=!4m7!3m6!1s0x87528f17805f6685:0x81809ac69f09a715!8m2!3d40.5912955!4d-112.0403225!16s%2Fg%2F1td0g_3s!19sChIJhWZfgBePUocRFacJn8aagIE,Bateman Brothers Electric Inc,4.6,18,Electrician,,"6273 Placer Mine Ln, West Jordan, UT 84081, United States","HXR5+GV West Jordan, Utah, USA",,+1 801-231-4139,Open · Closes 10 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUn_x-FWgr6LqEBZkaQ7rWcSBjlwZYa0Anz6kYI7eQDDE0-v2W6kBa6eujKDhOwM8owdCUkxvgjAxm19Cg-AtobrcOoVxVOXe1X0pUdQJ1Vxlhmw9KQLzqwcciGcqmnMM5H7a2=w408-h306-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:51:52.487Z
https://www.google.com/maps/place/Harbor+Freight/data=!4m7!3m6!1s0x87528c5a69bf4f6b:0x57f312b746a17d5d!8m2!3d40.6687563!4d-111.9878368!16s%2Fg%2F11b5pj8rhf!19sChIJa0-_aVqMUocRXX2hRrcS81c,Harbor Freight,4.3,1523,Hardware store,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car. · In-store pick-up","4660 S 4000 W, West Valley City, UT 84120, United States","M296+GV West Valley City, Utah, USA",https://www.harborfreight.com/storelocator/4660-south-4000-west-westvalley-city-84120?number=520,+1 801-955-9265,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPF2rGOkMmPAbIz8DVoqCTpzHcmr9EvwWHNHB3dLNCBNTZjOl8JQ7e_cDy3ILTDVD6b5ykb7TkN10polItgQdI9BTjvA14YZ3GQ3FhSTTosN40dvNqxVCnW2_nLpifXTKHwgNZgwxcQrA=w519-h240-k-no,true,8 am–8 pm,9 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:02.421Z
https://www.google.com/maps/place/Wheeler+Climate+Control/data=!4m7!3m6!1s0x87528c382540a18b:0x6f38a04f5a382d20!8m2!3d40.7249383!4d-112.0110392!16s%2Fg%2F1tfmcqh6!19sChIJi6FAJTiMUocRIC04Wk-gOG8,Wheeler Climate Control,4.5,365,Heating equipment supplier,,"5065 2100 S, West Valley City, UT 84120, United States","PXFQ+XH West Valley City, Utah, USA",https://wheelercat.com/?utm_source=climate-control&utm_medium=organic&utm_campaign=local,+1 801-978-1461,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNNDfDk_WWN0R5KwOuxxnn61VcQq6GmA3dTYbIG=w408-h272-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:07.298Z
https://www.google.com/maps/place/Tristar+Electric/data=!4m7!3m6!1s0x87528e46e6e73b95:0x683004b8b25448f6!8m2!3d40.6030555!4d-111.9968905!16s%2Fg%2F11ckg69d0s!19sChIJlTvn5kaOUocR9khUsrgEMGg,Tristar Electric,5.0,21,Electrician,,,,https://www.facebook.com/Tristarelectric123/,+1 801-842-9035,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO40Bbm-LYlKRIXKcAUeToapkeqvALLX3HPHr1i=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:12.127Z
https://www.google.com/maps/place/PERFORMANCE+DIESEL+LLC/data=!4m7!3m6!1s0x8722738f72efa6bf:0x9f244f8bc194868a!8m2!3d40.6989019!4d-112.027657!16s%2Fg%2F11h9__0dpg!19sChIJv6bvco9zIocRioaUwYtPJJ8,PERFORMANCE DIESEL LLC,4.1,75,Diesel engine dealer,· In-store shopping · Kerbside pickup · Delivery,"5718 W 3500 S #145, West Valley City, UT 84128, United States","MXXC+HW West Valley City, Utah, USA",http://performancedieselutah.com/,+1 801-854-8328,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipM9K_XnfpmY0uvQ36ECeFBnJxzPSETDgiBAQ2V0=w408-h377-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:17.262Z
https://www.google.com/maps/place/Wasatch+Electric/data=!4m7!3m6!1s0x8752f35f00258c63:0xcef608ba08fb582b!8m2!3d40.735574!4d-111.9542602!16s%2Fg%2F1td5m5f2!19sChIJY4wlAF_zUocRK1j7CLoI9s4,Wasatch Electric,3.8,53,Electrician,,"2455 W 1500 S, Salt Lake City, UT 84104, United States","P2PW+67 Salt Lake City, Utah, USA",http://www.wasatchelectric.com/,+1 801-487-4511,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9LtCBkcGCOxRi3XAjkssOsLsNPmw26-BvLhUduRIehbHk1X5A2mzlu2G198erp-Dj6cRGBizCDwnyWfk6D6qk_12S9DBr7jP8yi4ZkGauIxh3d6Eoo9pEFqMJVuipJv4s6RDmBg=w408-h408-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:22.096Z
https://www.google.com/maps/place/Installation+Services/data=!4m7!3m6!1s0x87528d6b9aaae26b:0x1b177bdd6f52e079!8m2!3d40.683491!4d-112.0282389!16s%2Fg%2F11f57hr718!19sChIJa-KqmmuNUocReeBSb917Fxs,Installation Services,,,Contractor,,"4050 S 5600 W, West Valley City, UT 84120, United States","MXMC+9P West Valley City, Utah, USA",https://www.lowes.com/l/lowes-home-services.html?cm_mmc=lod-_-c-_-lcl-_-ext-_-yxt-_-go-_-1133-_-na-_-0-_-0,,,,https://lh3.googleusercontent.com/p/AF1QipMoXCDGkVOJ47EWVlGXKw4GFjDQr4BblMA3LzFi=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:24.852Z
https://www.google.com/maps/place/Expedia+Power/data=!4m7!3m6!1s0x8752f4acb94c5ecb:0x1b1a6a5af0aec0b6!8m2!3d40.7238746!4d-111.9451068!16s%2Fg%2F11y2cl947z!19sChIJy15Muaz0UocRtsCu8FpqGhs,Expedia Power,,,,,"2056 W 2200 S, West Valley City, UT 84119, United States","P3F3+GX West Valley City, Utah, USA",https://expediapower.com/contact/,+1 801-641-2481,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5Oy_3Ogv9daPcy7l_YabyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.79799&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:27.490Z
https://www.google.com/maps/place/CP+Mobile+RV+Repair%2F+In+shop+repair/data=!4m7!3m6!1s0x87528d1223593c0b:0x928088b271c9baa9!8m2!3d40.7224568!4d-111.9477005!16s%2Fg%2F11hz37l08p!19sChIJCzxZIxKNUocRqbrJcbKIgJI,CP Mobile RV Repair/ In shop repair,4.9,133,RV repair shop,,"2187 W 2200 S, West Valley City, UT 84119, United States","P3C2+XW West Valley City, Utah, USA",http://cpmobilerv.com/,+1 801-638-7036,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOrAahHjIJNpURRAf-_aoLZplvHjulNVboSheqd=w426-h240-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:32.402Z
https://www.google.com/maps/place/Eagle+Electric+Inc/data=!4m7!3m6!1s0x87528906269c0783:0x5202480251cb8406!8m2!3d40.624338!4d-111.908851!16s%2Fg%2F1tcwrmdn!19sChIJgwecJgaJUocRBoTLUQJIAlI,Eagle Electric Inc,4.8,37,Electrician,,"7000 Commerce Park Dr, Midvale, UT 84047, United States","J3FR+PF Midvale, Utah, USA",http://www.eagle-electric-inc.net/,+1 801-255-8089,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxREhnzc9dMwlyRypmkmGDjCbs4aYFG3ojkyeAHghgI4ZhissqmsQ_IvDwLMkSLxC4OUWMBMU91xL1o_GvVEWkFDAZ2Ujbx-edC2ee0BmhNhJzfzOGx93tY0MS6Dzkq8HGizEZ1pw=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:37.778Z
https://www.google.com/maps/place/Atop+All+Electric+LLC/data=!4m7!3m6!1s0x8752896e26476c51:0x7e35e1546c03a281!8m2!3d40.5973559!4d-111.9099105!16s%2Fg%2F11fj2g5g00!19sChIJUWxHJm6JUocRgaIDbFThNX4,Atop All Electric LLC,4.8,74,Electrician,,"8415 700 W #28, Sandy, UT 84070, United States","H3WR+W2 Sandy, Utah, USA",https://atopallelectric.com/,+1 801-455-1177,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPLjB76N3uVQ2K0F3gL_tiuuw6CROqyaYrtKxIG=w408-h290-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:42.676Z
https://www.google.com/maps/place/Master+AutoTech/data=!4m7!3m6!1s0x87528cdd1f57c9e9:0xd0e0448bbb236281!8m2!3d40.6969122!4d-111.9896002!16s%2Fg%2F1tdpgpdt!19sChIJ6clXH92MUocRgWIju4tE4NA,Master AutoTech,4.7,623,Auto repair shop,,"4118 W 3500 S, West Valley City, UT 84120, United States","M2W6+Q5 West Valley City, Utah, USA",https://masterauto.tech/west-valley/,+1 801-416-3972,Closed · Opens 7:30 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipN3YKHjB0X9w_S8VN5Cff_1AnDVU5vYE1bWAkie=w408-h271-k-no,true,7:30 am–3:30 pm,Closed,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2026-01-10T22:52:47.578Z
