placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,isBlackOwned,sunday,monday,tuesday,wednesday,thursday,friday,saturday
"https://www.google.com/maps/place/Schulte+%26+Company+CPA%27s,+Inc./data=!4m7!3m6!1s0x8830d08cddd6fe05:0x7bca446cca39847a!8m2!3d41.1210327!4d-81.6387786!16s%2Fg%2F1tf_j18d!19sChIJBf7W3YzQMIgReoQ5ymxEyns","Schulte & Company CPA's, Inc.",5.0,5,Accountant,"600 S Cleveland Massillon Rd, Fairlawn, OH 44333, United States","49C6+CF Fairlawn, Ohio, USA",http://www.schultecpa.com/,+1 330-670-0600,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWltJ7H9qmMnHHvroomvsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.8251&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:14.331Z,,,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed
https://www.google.com/maps/place/Cents+of+Balance+LLC/data=!4m7!3m6!1s0x8830d7db0b6819d3:0xfe79b463f4f65421!8m2!3d41.1131156!4d-81.5828677!16s%2Fg%2F11x2m10hwf!19sChIJ0xloC9vXMIgRIVT29GO0ef4,Cents of Balance LLC,5.0,5,Bookkeeping service,"2082 Ayers Ave, Akron, OH 44313, United States","4C78+6V Akron, Ohio, USA",https://www.centsofbalance.net/,+1 330-957-5765,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-k22wOGvNf-6xiOKOi0Chw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.9527&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:17.521Z,,,,,,,,,
"https://www.google.com/maps/place/Carey+%26+Associates,+Inc/data=!4m7!3m6!1s0x8830d82f467344f5:0xd584736c358fa59e!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1264hyjwt!19sChIJ9URzRi_YMIgRnqWPNWxzhNU","Carey & Associates, Inc",5.0,3,Accounting firm,,,http://www.careyandassociatesinc.com/akron,+1 234-217-9176,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOCA8O5tKnICDFNhVfTJVrAdp6OswxzepiJgBEH=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:22.430Z,LGBTQ+ friendly,,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed
"https://www.google.com/maps/place/Elevated+Tax+%26+Accounting,+LLC/data=!4m7!3m6!1s0x883127aad1e2ce3f:0xbcbbb22f49cef9c6!8m2!3d41.1597401!4d-81.4377914!16s%2Fg%2F11vm6_gd1y!19sChIJP87i0aonMYgRxvnOSS-yu7w","Elevated Tax & Accounting, LLC",5.0,6,Certified public accountant,"3435 Kent Rd Second Floor, Stow, OH 44224, United States","5H56+VV Stow, Ohio, USA",https://etataxaccounting.com/,+1 330-686-6666,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G1O6H0zHn1IIwYAuy-lexw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.003077&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:27.410Z,Identifies as women-owned,,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed
https://www.google.com/maps/place/Houston+Fearer+LTD/data=!4m7!3m6!1s0x8830d58512a39bdb:0x41f07a980fab1472!8m2!3d41.0180088!4d-81.5247853!16s%2Fg%2F1v3kj4dk!19sChIJ25ujEoXVMIgRchSrD5h68EE,Houston Fearer LTD,,,Certified public accountant,"2520 S Main St, Akron, OH 44319, United States","2F9G+63 Akron, Ohio, USA",,+1 330-644-1700,,https://lh3.googleusercontent.com/p/AF1QipOZf7fjo9D9MXubPGqfjxzetjqZxGHolFbPYpEd=w720-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:30.184Z,,,,,,,,,
https://www.google.com/maps/place/Kara+L+Kelly+CPA+CMA/data=!4m7!3m6!1s0x8831268f70c48fe9:0x5b644dab62be452!8m2!3d41.1702695!4d-81.4397631!16s%2Fg%2F1ptw0tkq6!19sChIJ6Y_EcI8mMYgRUuQrttpEtgU,Kara L Kelly CPA CMA,3.9,7,Certified public accountant,"3869 Darrow Rd #200, Stow, OH 44224, United States","5HC6+43 Stow, Ohio, USA",http://www.karakellycpa.com/,+1 330-688-8925,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=33h3aKKE8t7A4i1hBaj4_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.11691&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:35.324Z,,,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–2:30 pm
https://www.google.com/maps/place/Tally+and+Taxes/data=!4m7!3m6!1s0x8626a6a8f39eedf3:0xedaa9c2bfc157515!8m2!3d41.0931538!4d-81.6199912!16s%2Fg%2F11cn7xb8p_!19sChIJ8-2e86imJoYRFXUV_Cucqu0,Tally and Taxes,4.7,14,Accounting firm,"2830 Copley Rd Suite C, Copley, OH 44321, United States","39VJ+72 Copley, Ohio, USA",https://tallyandtaxes.com/,+1 330-304-4276,,https://lh3.googleusercontent.com/p/AF1QipOg4yyKzkfCOUEeJZ-PiPAwS1_YX9Vkfbw2Af7A=w408-h408-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:38.532Z,LGBTQ+ friendly,,,,,,,,
https://www.google.com/maps/place/R+A+Schaffer+CPA/data=!4m7!3m6!1s0x8831267cdcfe6f6f:0x7a7d9d65ed89549b!8m2!3d41.1597475!4d-81.4377593!16s%2Fg%2F1tf3z_zy!19sChIJb2_-3HwmMYgRm1SJ7WWdfXo,R A Schaffer CPA,5.0,3,Accountant,"3435 Kent Rd, Stow, OH 44224, United States","5H56+VV Stow, Ohio, USA",,+1 330-686-6666,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ecoe-m7mAvBGfRIxH9oS5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.85318&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:43.689Z,,,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed
https://www.google.com/maps/place/Ron+Graham+Tax+Services/data=!4m7!3m6!1s0x8831296a2488f661:0x4f0f4fbccd353303!8m2!3d41.0593894!4d-81.4516255!16s%2Fg%2F1tplqzl4!19sChIJYfaIJGopMYgRAzM1zbxPD08,Ron Graham Tax Services,,,Tax preparation service,"2145 E Market St, Akron, OH 44312, United States","3G5X+Q8 Akron, Ohio, USA",,+1 330-798-1777,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=64xSzzYxCUNoGW_BwgPJJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.8054&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:46.457Z,,,,,,,,,
https://www.google.com/maps/place/Martin+Tax+Accounting+Services+LLC/data=!4m7!3m6!1s0x883127c266b60c81:0x7311e90ca3e661a3!8m2!3d41.139707!4d-81.4927486!16s%2Fg%2F1th29152!19sChIJgQy2ZsInMYgRo2HmowzpEXM,Martin Tax Accounting Services LLC,5.0,3,Tax preparation service,"728 Portage Trail, Cuyahoga Falls, OH 44221, United States","4GQ4+VW Cuyahoga Falls, Ohio, USA",http://www.martintax.net/page9.html,+1 330-929-4829,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rBmIBXhC5bZbC6bxmEiD4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=230.23581&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:51.539Z,,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,6 am–12 am
"https://www.google.com/maps/place/summit+tax+%26+payroll,+inc./data=!4m7!3m6!1s0x883129e34bb244b7:0x907d4690185838fe!8m2!3d41.1019857!4d-81.4451943!16s%2Fg%2F11gl0x1ck9!19sChIJt0SyS-MpMYgR_jhYGJBGfZA","summit tax & payroll, inc.",5.0,3,Tax preparation service,"70 West Ave, Tallmadge, OH 44278, United States","4H23+QW Tallmadge, Ohio, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XiciMhzRMbhRExUbGN_Qsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.5058&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:54.523Z,,,,,,,,,
"https://www.google.com/maps/place/Rebecca+M.+Shull,+CPA/data=!4m7!3m6!1s0x88312b1761f0496d:0x88ebcd9f59591395!8m2!3d40.9876281!4d-81.4608063!16s%2Fg%2F1pp2vdmzc!19sChIJbUnwYRcrMYgRlRNZWZ_N64g","Rebecca M. Shull, CPA",,,Tax preparation service,"1711 Far View Rd, Akron, OH 44312, United States","XGQQ+3M Akron, Ohio, USA",https://www.facebook.com/RebeccaMShullCpa/,+1 234-788-4891,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipN35ChRiksbkiOXUk1qFk3ETRUfxMHvn_yw4hZA=w408-h306-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:42:59.562Z,,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed
https://www.google.com/maps/place/Tax+Professionals+Plus+Inc/data=!4m7!3m6!1s0x883128b8702cd6e5:0xc32308b1c87de867!8m2!3d41.1030639!4d-81.4416336!16s%2Fg%2F1v9gknfl!19sChIJ5dYscLgoMYgRZ-h9yLEII8M,Tax Professionals Plus Inc,5.0,2,Accountant,"33 North Ave # 207, Tallmadge, OH 44278, United States","4H35+68 Tallmadge, Ohio, USA",,+1 330-634-0211,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t5Oj6FZ8Ufyi7gcjx9A7kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.62735&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Akron+OH/@41.081199,-81.5188377,14z",2025-10-19T15:43:02.608Z,,,,,,,,,
https://www.google.com/maps/place/Belmont+Business+Consultants+%26+Tax+Services/data=!4m7!3m6!1s0x8840846f818452f3:0x7c9a17f8a37faa73!8m2!3d39.7392932!4d-84.1543757!16s%2Fg%2F1td9wt63!19sChIJ81KEgW-EQIgRc6p_o_gXmnw,Belmont Business Consultants & Tax Services,4.7,14,Tax preparation service,"2718 Wayne Ave Suite 200, Dayton, OH 45420, United States","PRQW+P6 Dayton, Ohio, USA",https://belmontbctxs.com/,+1 937-252-2217,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNtRwWDgLhcAHymZ9EWtS7N2TsYy5ADodvTDOJs=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:43:24.696Z,LGBTQ+ friendly,,Closed,9 am–5 pm,9 am–5 pm,12–5 pm,9 am–5 pm,9 am–5 pm,Closed
https://www.google.com/maps/place/Unitary+Accounting+Services/data=!4m7!3m6!1s0x88408199c5521add:0xb76054b7d20d9531!8m2!3d39.7603703!4d-84.1945728!16s%2Fg%2F11ftz0688y!19sChIJ3RpSxZmBQIgRMZUN0rdUYLc,Unitary Accounting Services,5.0,3,Accountant,"120 W 2nd St Suite 930, Dayton, OH 45402, United States","QR64+45 Dayton, Ohio, USA",https://unitaryaccounting.com/,+1 800-301-6240,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K--bSHOdz84cjyxrVtoRIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.76395&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:43:29.862Z,,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–2 pm
https://www.google.com/maps/place/Ladd+%26+Carter+Tax+Service/data=!4m7!3m6!1s0x8840847f401ea743:0xa6d6eacbfd6ae95a!8m2!3d39.7504571!4d-84.1473956!16s%2Fg%2F1w2y_3mk!19sChIJQ6ceQH-EQIgRWulq_cvq1qY,Ladd & Carter Tax Service,4.7,59,Tax preparation,"1226 Linden Ave, Dayton, OH 45410, United States","QV23+52 Dayton, Ohio, USA",https://www.laddcarter.com/,+1 937-258-1040,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9hG1H1ObNb9CqHqjSAn6ig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.27195&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:43:34.849Z,,,Closed,9 am–2 pm,9 am–2 pm,9 am–2 pm,9 am–2 pm,Closed,Closed
https://www.google.com/maps/place/Tim+Adams+CPA+-+320+Financial/data=!4m7!3m6!1s0x884083125963f507:0x9d2d39c92540127!8m2!3d39.7603703!4d-84.1945728!16s%2Fg%2F11h5_d5862!19sChIJB_VjWRKDQIgRJwFUkpzT0gk,Tim Adams CPA - 320 Financial,5.0,3,Financial planner,"120 W 2nd St #615, Dayton, OH 45402, United States","QR64+45 Dayton, Ohio, USA",https://www.320fg.com/,+1 937-756-3865,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K--bSHOdz84cjyxrVtoRIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.76395&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:43:39.712Z,,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed
"https://www.google.com/maps/place/Swords+%26+Williams,+CPAs/data=!4m7!3m6!1s0x883f7e1b8114fe9d:0xe6d8f792f2047c9b!8m2!3d39.8418333!4d-84.1991282!16s%2Fg%2F11bzx4ht6j!19sChIJnf4UgRt-P4gRm3wE8pL32OY","Swords & Williams, CPAs",5.0,7,Certified public accountant,"7801 N Dixie Dr, Dayton, OH 45414, United States","RRR2+P8 Dayton, Ohio, USA",http://swordsandwilliamscpa.com/,+1 937-898-9196,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0UpubnwOT-UuSNc4JKq5Iw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.42103&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:43:44.741Z,,,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed
https://www.google.com/maps/place/Mc+Graw-Timmons+Accounting/data=!4m7!3m6!1s0x884084eee57970a5:0xc0a456c100ec8f8e!8m2!3d39.7232236!4d-84.1295026!16s%2Fg%2F1v_snxm2!19sChIJpXB55e6EQIgRjo_sAMFWpMA,Mc Graw-Timmons Accounting,4.3,24,Certified public accountant,"2301 Patterson Rd, Dayton, OH 45420, United States","PVFC+75 Dayton, Ohio, USA",,+1 937-252-2308,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jUIbQeMNxRcYLschH4vsnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.9413&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:43:49.682Z,,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm
https://www.google.com/maps/place/Levin+%26+Michaels+Income+Tax/data=!4m7!3m6!1s0x884086d4a725a195:0x5d70d3dafa60f6fa!8m2!3d39.7545606!4d-84.2227768!16s%2Fg%2F1thl1jtg!19sChIJlaElp9SGQIgR-vZg-trTcF0,Levin & Michaels Income Tax,5.0,7,Tax preparation service,"1611 W Third St, Dayton, OH 45402, United States","QQ3G+RV Dayton, Ohio, USA",,+1 937-228-8886,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGrcNYzqEtn3tUAw54-J8QGZA7Of5cIr6CzvNE8CMqOiOZQOc_dKJiO31NAIX7cVzOJTJ0GXuOq-OQdG1F8oJUIjNk41husmenPI-H2FW45chhMYcymXziZmFWZ0OxzeZ8XCSttQ=w425-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:43:54.849Z,,,Closed,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–3 pm
https://www.google.com/maps/place/Bassman+%26+Associates+Tax+Services/data=!4m7!3m6!1s0x884081ad649b1f8f:0x1fb7cdd7e2c87edc!8m2!3d39.79124!4d-84.2317405!16s%2Fg%2F11ghnyt6gk!19sChIJjx-bZK2BQIgR3H7I4tfNtx8,Bassman & Associates Tax Services,5.0,6,Certified public accountant,"1201 W Hillcrest Ave, Dayton, OH 45406, United States","QQR9+F8 Dayton, Ohio, USA",,+1 937-277-5174,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fn7QDWObF1MUhMvzsBlteA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=320.6452&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:43:59.693Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed
https://www.google.com/maps/place/Jackson+Hewitt+Tax+Service/data=!4m7!3m6!1s0x884081943db6b18f:0xdaedcd3779f94a5b!8m2!3d39.759848!4d-84.188503!16s%2Fg%2F11h7jkr1qj!19sChIJj7G2PZSBQIgRW0r5eTfN7do,Jackson Hewitt Tax Service,4.8,192,Tax preparation,"144 E 3rd St, Dayton, OH 45402, United States","QR56+WH Dayton, Ohio, USA",https://office.jacksonhewitt.com/tax-preparation-services-locations/en/oh/dayton/144-e-third-street/14344?utm_source=google&utm_medium=local&utm_campaign=local&utm_content=14344,+1 937-291-1040,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrj8xrXqIJnB7lgHV4UMbBGPd_D3UUrfMCyn0cVETSsnFbxbzisgoX4aHJ116yoY4T3b9aGyrfVwaix4BRifQyEHbSe_-7lgaVNI1ZLd8UrnLtdcf3wCsAo9VC09IuDq669U4GjdA=w408-h332-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:44:02.863Z,Identifies as women-owned,,,,,,,,
https://www.google.com/maps/place/Thorn+Lewis+%2B+Duncan+Inc./data=!4m7!3m6!1s0x884081513e9a5057:0x2d7e0b880ccc580d!8m2!3d39.760869!4d-84.191332!16s%2Fg%2F1vf9d12m!19sChIJV1CaPlGBQIgRDVjMDIgLfi0,Thorn Lewis + Duncan Inc.,4.0,1,Tax preparation service,"Stratacache Tower, 40 N Main St #2000, Dayton, OH 45423, United States","QR65+8F Dayton, Ohio, USA",,+1 937-223-7272,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XZgS--YZayDdLi4qEd9qLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.73737&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:44:07.912Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed
https://www.google.com/maps/place/Smith+Tax+Advisory/data=!4m7!3m6!1s0x884081bc531ec3a7:0x4b5e0bea4dc02a0!8m2!3d39.7639107!4d-84.1935266!16s%2Fg%2F11sh1tkyy8!19sChIJp8MeU7yBQIgRoALcpL7gtQQ,Smith Tax Advisory,5.0,3,Tax preparation service,"11 W Monument Ave st 404, Dayton, OH 45402, United States","QR74+HH Dayton, Ohio, USA",,+1 937-716-1333,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMcV4fbI-nJ_o6vZSFN-oscjDdoJBH9gy0otkYp=w408-h408-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:44:12.750Z,,,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,12–3 pm
https://www.google.com/maps/place/Flagel+Huber+Flagel/data=!4m7!3m6!1s0x88408668af0df357:0x6209ee727157064!8m2!3d39.702671!4d-84.2020568!16s%2Fg%2F1w04kspf!19sChIJV_MNr2iGQIgRZHAVJ-eeIAY,Flagel Huber Flagel,5.0,30,Certified public accountant,"3400 S Dixie Dr, Dayton, OH 45439, United States","PQ3X+35 Dayton, Ohio, USA",https://fhf-cpa.com/,+1 937-299-3400,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMuSLx0l8Rua35nNvZjHJ7ogql_mPqV0iIr5g4-=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:44:17.945Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed
https://www.google.com/maps/place/RSM+US+LLP/data=!4m7!3m6!1s0x88408660c57d9d19:0xbde0a44b2ce39535!8m2!3d39.7600257!4d-84.18638!16s%2Fg%2F11bw15007v!19sChIJGZ19xWCGQIgRNZXjLEuk4L0,RSM US LLP,,,Accountant,"6 S Patterson Blvd, Dayton, OH 45402, United States","QR67+2C Dayton, Ohio, USA",https://www.rsmus.com/,+1 937-298-0201,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npPh-Y9Leo9D-UlZJwNvdXGqqJZlrn2IR8GLx7_tMlge4E1p9XWFmtsP49vdbBH8xjdkYB4SsGycdjEw1Uv-_KkDtb7w173Ol16Od5L3FlmFLM997EvWnXbekKLUwfXRejlHVL6=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:44:22.866Z,,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed
"https://www.google.com/maps/place/Faulkner+%26+Company,+Certified+Public+Accountants/@39.854976,-84.1996108,17z/data=!3m1!4b1!4m6!3m5!1s0x883f7e130f96d6c5:0xeaf7148de7fe92f8!8m2!3d39.854976!4d-84.1996108!16s%2Fg%2F11ddyj0zj2","Faulkner & Company, Certified Public Accountants",5.0,1,Consultant,"8529 N Dixie Dr #250, Dayton, OH 45414, United States","VR32+X5 Dayton, Ohio, USA",http://www.faulknercpa.com/contact.htm,+1 937-454-1312,,,false,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:44:27.775Z,,,,,,,,,
https://www.google.com/maps/place/Prather+Tax+Service+LLC/data=!4m7!3m6!1s0x88409cf1ad79e7c1:0xa51de12b7c83c791!8m2!3d39.7306014!4d-84.1846978!16s%2Fg%2F11ckcjvt2v!19sChIJwed5rfGcQIgRkceDfCvhHaU,Prather Tax Service LLC,4.5,14,Tax preparation service,"One Russell Pl UNIT 101, Dayton, OH 45409, United States","PRJ8+64 Dayton, Ohio, USA",http://prathertax.com/,+1 937-320-0303,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMVLIt5AivUXt16u0Km_klzWC3DqGcsfeR332gV=w408-h544-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:44:32.628Z,,,Closed,9 am–9 pm,9 am–9 pm,9 am–5 pm,9 am–9 pm,9 am–9 pm,9 am–5 pm
https://www.google.com/maps/place/Keish+Jr+Frank+CPA/data=!4m7!3m6!1s0x8840815be9b46773:0x440f08adf432cb2!8m2!3d39.7681691!4d-84.1919338!16s%2Fg%2F1tfbcv4b!19sChIJc2e06VuBQIgRsixD34rwQAQ,Keish Jr Frank CPA,,,Accountant,"207 Linwood St, Dayton, OH 45405, United States","QR95+76 Dayton, Ohio, USA",,+1 937-461-3424,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K7UeB84ZxCjkQXastoFr0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.88477&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:44:35.453Z,,,,,,,,,
https://www.google.com/maps/place/Duvall+%26+Associates+Inc/data=!4m7!3m6!1s0x8840814e4a1338bb:0x3f76a3b455d43cb1!8m2!3d39.730439!4d-84.1866094!16s%2Fg%2F1tf765rh!19sChIJuzgTSk6BQIgRsTzUVbSjdj8,Duvall & Associates Inc,3.7,3,Accountant,"400 Sugar Camp Cir, Dayton, OH 45409, United States","PRJ7+59 Dayton, Ohio, USA",http://www.duvallcpa.com/,+1 937-228-4272,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VQFfSYUw5yzhgmq1Uekl0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.14177&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Dayton+OH/@39.7592225,-84.1936144,14z",2025-10-19T15:44:40.537Z,,,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed
