placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/A%26S+Water+Restoration/data=!4m7!3m6!1s0x697013f3527f06a3:0x4f86a31f64397d74!8m2!3d37.4306334!4d-119.0175838!16s%2Fg%2F11ss030r0f!19sChIJowZ_UvMTcGkRdH05ZB-jhk8,A&S Water Restoration,5.0,23,Water damage restoration service,,,https://callaswater.com/,+1 702-707-7770,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweogi3pcUTX_Z0TPaLj8zeDxO98g8E8T0zi-seU3_W9L9yN7BMtrT2riNaB5nruew1r1I84hgA3gYYobF669h4qmm4GiCmkRC83kkOx5ldHiSLq-FGBRBGOWat7TfQ3U6dHoSlgGkLg0wuE=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:35:37.003Z,,
https://www.google.com/maps/place/Elk+Grove+Custom+Collision+Center/data=!4m7!3m6!1s0x809ac77375eef0b1:0xcf686cbac1260edc!8m2!3d38.4032361!4d-121.3930099!16s%2Fg%2F11bxbb26ph!19sChIJsfDudXPHmoAR3A4mwbpsaM8,Elk Grove Custom Collision Center,4.6,425,Auto body shop,"8440 Auto Passage Dr, Elk Grove, CA 95757, United States","CJ34+7Q Elk Grove, California, USA",https://www.elkgrovecustom.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb&utm_content=website_button,+1 877-212-8279,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrtTILgpkO4JKr9JgJNINyq-iftmmk1uduDrpoMJLRJdtV1lLRsnv0sHP0n3NVYRtMe1psICn1zO5fGJZLoMUXrbZ60mF9SePv0U-aWK7QYnTV7vj1U1ov-63WSkZ2O3O0YBRNtQ=w408-h612-k-no,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:35:41.838Z,,
"https://www.google.com/maps/place/Abe's+AAA+Plus/@38.5928828,-121.3338227,10z/data=!3m1!4b1!4m6!3m5!1s0x809ac554d058d931:0x564f1fc7513bd787!8m2!3d38.5928828!4d-121.3338227!16s%2Fg%2F1tgzblw7",Abe's AAA Plus,4.3,4,General contractor,,,https://aaaplus.org/,+1 916-599-9497,Closed · Opens 8 am Mon,,,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:35:48.538Z,,
https://www.google.com/maps/place/Karp+Construction+Inc./data=!4m7!3m6!1s0xa71422bdae064ff5:0x5c2ff0e9bde67fb6!8m2!3d38.3650878!4d-120.7055832!16s%2Fg%2F11kc286p5n!19sChIJ9U8Grr0iFKcRtn_mvenwL1w,Karp Construction Inc.,4.7,27,General contractor,,,,+1 916-838-9434,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZL_4b_FqFhhgW5kDBroRv2IRSn-nx0GYGaRVRsUmPAuoZNtC7omtZTMesBKirysJf0nPIlmo3fF-dGN4K18AETmT1qIx4V3MvKb0bW8JhlA7GK3sUyBNkjhuN3zMPbnJqfFqkYSsGIZFg=w408-h544-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:35:53.478Z,,
https://www.google.com/maps/place/Patch+To+Match+Drywall+Services/data=!4m7!3m6!1s0x66ac46fd749122ff:0x70db94e4ad940fbf!8m2!3d38.62822!4d-121.5561066!16s%2Fg%2F11q3cd13ft!19sChIJ_yKRdP1GrGYRvw-UreSU23A,Patch To Match Drywall Services,5.0,106,Dry wall contractor,,,http://www.patchtomatch.net/,+1 916-904-2781,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoC-vxHfTmES7D48pn5dX_h7k4B_sQK5kid4PFZVnWmSg6bpwVyFkYmvvAfKn9LT5zAL-EAs9T_J1aKR3WQRvueSzbKFr-5QQtv9kwdC1QTKb78h8RbjQpoFJ7oVeiI52gWUh5JkA=w530-h240-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:35:58.297Z,,
https://www.google.com/maps/place/GREENLAND+HOME+IMPROVEMENT/data=!4m7!3m6!1s0x6912d044c5f6b431:0x413f79f4d4f2c229!8m2!3d38.5928828!4d-121.4366202!16s%2Fg%2F11ms3l36rt!19sChIJMbT2xUTQEmkRKcLy1PR5P0E,GREENLAND HOME IMPROVEMENT,5.0,4,Remodeler,,,http://www.greenlandbuild.com/,+1 916-573-6756,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerX8UafG7Uj8u2pL4928eABZARrkmSW9XHJ17Rm8_aQAqeUmXt91W_MKcpcuuVtqBJT3mmt2dwTT8Y5ytIGra6weacmKak-yw-IRCCbqK6TvBOsSxZwAu9SXpGArqEaxdvyvzbk5On3OKE=w408-h272-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:02.934Z,,
https://www.google.com/maps/place/CARSTAR+Capitol+Collision/data=!4m7!3m6!1s0x809ab8ae584a7ba7:0x42e029df2819f693!8m2!3d38.3888053!4d-121.3617858!16s%2Fg%2F1td53pfk!19sChIJp3tKWK64moARk_YZKN8p4EI,CARSTAR Capitol Collision,4.7,234,Auto body shop,"10148 Iron Rock Way, Elk Grove, CA 95624, United States","9JQQ+G7 Elk Grove, California, USA",https://www.carstar.com/locations/ca/elk-grove-15428/,+1 916-686-6661,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer8t2uct5lheRJ9Iawddq_A0w7kyNV_64PhzL7qdiTfTaLR2G08QsTQlkCHTmG_9_enybRuBTOcNbyoE-kGw67F9vLdiMRId7ITEbZZ1okMfYOy1UWEIpiCN7v9WwKLFpzumbqIig=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:07.655Z,,Franchised network of independently owned locations specializing in collision repair.
https://www.google.com/maps/place/Emergency+Restoration+%26+Cleaning/data=!4m7!3m6!1s0x809add5c489a1d2d:0x549d3bfb0a39b72!8m2!3d38.5917536!4d-121.2702549!16s%2Fg%2F11hcj2_3v_!19sChIJLR2aSFzdmoARcpujsL_TSQU,Emergency Restoration & Cleaning,4.3,16,Water damage restoration service,"3073 Kilgore Rd, Rancho Cordova, CA 95670, United States","HPRH+PV Rancho Cordova, California, USA",https://ercsac.com/,+1 916-206-5545,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwereJwEy4So-OWj2bhHLG0DfWTSKlfpdVr_l0qIekZgqB0hcSO5QPKKRPJc_xfEEvP_ttQBFnYK4pwihuhgmM290733P899zbzxzFI0BAqyOFCu0F8rHFBYsq9EJ_K4ORtB1sPmhNQ=w450-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:12.411Z,,
https://www.google.com/maps/place/Intek+%D0%A1onstruction/data=!4m7!3m6!1s0x809ac758a4aa9699:0x6916bf3b03bf5cfb!8m2!3d38.42488!4d-121.373015!16s%2Fg%2F11y3_sdz2x!19sChIJmZaqpFjHmoAR-1y_Azu_Fmk,Intek Сonstruction,,,Construction company,"9170 Elk Grove Florin Rd, Elk Grove, CA 95624, United States","CJFG+XQ Elk Grove, California, USA",https://intek-construction.com/,+1 916-516-1133,Closed · Opens 8:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep07xn5aUlQ4V0I4guqLTcQ1-K68t1uaSDkR0_yKDWxd6OtJPBPH68mDGIsVQvdVaej-y-f_6Yet-CT8t_HNWj_OFkivTikQsDCQq4OZDVPXUjpJbFOqK6TOXmOakUX08GVupP1Nw=w408-h306-k-no,true,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:17.247Z,,
"https://www.google.com/maps/place/Clean+Pro+Of+Elk+Grove/@38.402201,-121.4642544,17z/data=!3m1!4b1!4m6!3m5!1s0x809ac952006c3e95:0x9161b7288ea71aa1!8m2!3d38.402201!4d-121.4642544!16s%2Fg%2F11w2qwm2jq",Clean Pro Of Elk Grove,5.0,22,House cleaning service,"10270 E Taron Dr #414, Elk Grove, CA 95757, United States","CG2P+V7 Elk Grove, California, USA",https://cleanproofelkgrove.com/,+1 916-475-3034,Closed · Opens 10 am Mon,,,true,Closed,10 am–3 pm,10 am–3 pm,10 am–3 pm,10 am–3 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:23.890Z,,
https://www.google.com/maps/place/Essential+Cabinet+Painting/data=!4m7!3m6!1s0x809ac7ac494ccc27:0x6391a1eac614fe41!8m2!3d38.3593105!4d-121.6249822!16s%2Fg%2F11px4th395!19sChIJJ8xMSazHmoARQf4UxuqhkWM,Essential Cabinet Painting,5.0,29,Painter,,,https://essentialcabinetpainting.com/?utm_source=google&utm_medium=local&utm_campaign=gmb,+1 831-537-4218,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo9JTUKhsvDmsAfjuYKih17Dj0Enk8YQX_FhzVJNE1jnRsvChtYIAVjV2Hm3WCASBbWDwfjJ2l1R4pZlxDxrtAE0O8iqoPtEoJ7-yXokcOQ9gI6JKf00-uXv8V67WkMJKt9WT0=w408-h422-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:28.821Z,,
https://www.google.com/maps/place/Auto+Body+Expressions+Inc/data=!4m7!3m6!1s0x809ac754a55e970d:0x3f3eda35db2a9dce!8m2!3d38.4029349!4d-121.3546066!16s%2Fg%2F1tj21szq!19sChIJDZdepVTHmoARzp0q2zXaPj8,Auto Body Expressions Inc,4.6,125,Auto body shop,"9734 Dino Dr, Elk Grove, CA 95624, United States","CJ3W+55 Elk Grove, California, USA",http://autobodyexpressions.com/,+1 916-685-5078,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerq9oVngQmA-xpeqNpWLz8RDFkw6Vz4hGH3o5Oayp_HtknG3cGT3-Ef7xGzH19rAOONgcYelcwVowF8bzvDIvJDRpS6KC02a2b1T68Fz_7uDxrvZJwu6iNSV3Ys2rU-8Rf6auuf=w443-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:33.784Z,,
https://www.google.com/maps/place/Edgeline+Roofing+Services/data=!4m7!3m6!1s0x809ac7edd7f46dc3:0xa494fb4d54acdb9f!8m2!3d38.408457!4d-121.380854!16s%2Fg%2F11vkjtmk4h!19sChIJw2301-3HmoARn9usVE37lKQ,Edgeline Roofing Services,5.0,4,Roofing contractor,"8698 Elk Grove Blvd #1-183, Elk Grove, CA 95624, United States","CJ59+9M Elk Grove, California, USA",https://edgelineroofingservices.com/,+1 916-633-6692,Closed · Opens 8 am Mon,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovAqoDn8OhnmxNj4SevKcZlM5g3up3MnNBwokE3agVJ0WX06e5Ch6vSFrcPdiPWHI9dxBDiKWZA3mqYpCMYjDU4n1gLBPFfeer2kuK0RuXAnECxIdCX1Bmh79qs0M-I8wRAacXmQ=w408-h408-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–12 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:38.861Z,,
https://www.google.com/maps/place/A1+Chimney/data=!4m7!3m6!1s0x8e4eaa4c671338d1:0x9515310e06fae804!8m2!3d38.5364215!4d-121.3201112!16s%2Fg%2F11kpd0rq_8!19sChIJ0TgTZ0yqTo4RBOj6Bg4xFZU,A1 Chimney,4.8,239,Chimney sweep,,,https://www.a-1chimney.com/,+1 916-229-6833,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZdD0_ivTOuasfAX8X_FcNPs9M7LIb3WfuWg1Dy4rWbYHjNtXhmqzv5LMt1RmJMqAI76hIL1yGVZo6A1IFKEvhmwogtFkIbaFAk7cbUxve1CPPlCqrCG3gZb-PbpW_cpudme6m5KtqpBLG=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:43.725Z,,
https://www.google.com/maps/place/Restoration+1+of+East+Sacramento/data=!4m7!3m6!1s0x667d1ece2f59ed81:0x3f3014748d413cf3!8m2!3d38.6765308!4d-121.2237348!16s%2Fg%2F11v5vbtbx9!19sChIJge1ZL84efWYR8zxBjXQUMD8,Restoration 1 of East Sacramento,5.0,10,Water damage restoration service,,,https://restoration1.com/east-sacramento,+1 916-848-6867,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqf4tythYlUNT3eifIiZbwAyH22fc4u2cl4-QENiKw1o40K3yDOMtJoLRDx20BhxJH6EPo4WwlBVSa2DmAGC-roPcXV96bQc9zWSau6cCIKXocKZQxWIIkDIfXWzBAi2pl2M4jKJA=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:48.460Z,,
https://www.google.com/maps/place/Topro+Water+Damage+Restoration/data=!4m7!3m6!1s0x809b215f187c3861:0x51962fcfa1bf2634!8m2!3d38.7128137!4d-121.3619668!16s%2Fg%2F11x7cl3_y9!19sChIJYTh8GF8hm4ARNCa_oc8vllE,Topro Water Damage Restoration,5.0,4,Water damage restoration service,"200 Elverta Rd, Antelope, CA 95843, United States","PJ7Q+46 Antelope, California, USA",,+1 279-277-4841,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T5ICgD532BUyVvFV34fX5Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.63667&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:53.393Z,,
https://www.google.com/maps/place/Pro+Service/data=!4m7!3m6!1s0x8d8a2db11937c1f1:0x726dd53f150c1508!8m2!3d38.4278415!4d-121.262551!16s%2Fg%2F11vz7k0st2!19sChIJ8cE3GbEtio0RCBUMFT_VbXI,Pro Service,5.0,2,Water damage restoration service,,,https://proservicerestore.com/,+1 916-307-2223,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMoIiIGuvH1NjAmoy-YPVZwj46L_6-U7szzpCl6dDs2QCqFrgpwb-DwMCX4rcVUeiYYFg4nhFrwJ94-zd3UIdA4MZ0IxIMp9Zxu0e43Ehhp39tfHHTAowtUWWVRx7tUCqcXQC0=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Elk+Grove+Sacramento+CA/@38.4089538,-121.3788635,14z",2026-03-23T05:36:58.038Z,,
https://www.google.com/maps/place/SERVPRO+of+Fair+Oaks+Folsom/data=!4m7!3m6!1s0x809ae1319b468409:0xdaad51eb5c92a14a!8m2!3d38.6642796!4d-121.1857816!16s%2Fg%2F1tlc89w7!19sChIJCYRGmzHhmoARSqGSXOtRrdo,SERVPRO of Fair Oaks Folsom,4.8,51,Water damage restoration service,,,https://www.servpro.com/locations/ca/servpro-of-fair-oaks-folsom?utm_medium=organic&utm_source=gbp,+1 916-987-0400,,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepAwlkQTfefMPt9rPyuxVrXR40641zkqC6G8vEq-t9mgwtQXFq4SBaBzhTFaU5IQzyZlht2uZUrkhux5fJrvl1uFki51HcI8NWxdwFMnGIdNDD2J01Y93jR-2ZXOiC2nZD1tnoazc4PfTJv=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Folsom+Sacramento+CA/@38.6719495,-121.1612945,14z",2026-03-23T05:37:19.707Z,,
https://www.google.com/maps/place/ServiceMaster+By+Johnson/data=!4m7!3m6!1s0x809ae406e360d785:0x40212bf6e4addb45!8m2!3d38.6804564!4d-121.1632784!16s%2Fg%2F11c5ws70sp!19sChIJhddg4wbkmoARRdut5PYrIUA,ServiceMaster By Johnson,5.0,70,Water damage restoration service,"202 Wales Dr, Folsom, CA 95630, United States","MRJP+5M Folsom, California, USA",https://www.servicemasterrestoreds.com/,+1 916-983-8084,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerWr4yMEmWWLWtO5FNl8BiToiYaM4FxXoXI7a9VOH7DTAtldChYFvRlRxpz2J-hHzXtLEEgKlHX7lgaX0NoJFAcR2X_CqEean72Qbz965bLVMdrDseJ85h8qUrAw3FSfVujo2h_=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Folsom+Sacramento+CA/@38.6719495,-121.1612945,14z",2026-03-23T05:37:24.971Z,,
https://www.google.com/maps/place/James+Water+Damage+Restoration+LLC./data=!4m7!3m6!1s0x809ae1004b083e2d:0xbe5c3e8f8ba1eb96!8m2!3d38.680898!4d-121.2036713!16s%2Fg%2F11yn26nwbs!19sChIJLT4ISwDhmoARluuhi48-XL4,James Water Damage Restoration LLC.,5.0,3,Water damage restoration service,"8 Twin Lakes Manor, Orangevale, CA 95662, United States","MQJW+9G Orangevale, California, USA",,+1 916-313-7744,Closed · Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b9yt0jhxAaxLPR2Qd-sTyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.82979&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Folsom+Sacramento+CA/@38.6719495,-121.1612945,14z",2026-03-23T05:37:29.946Z,,
https://www.google.com/maps/place/Noah+Water+Damage+Restoration+LLC./data=!4m7!3m6!1s0x809ae10026f0c431:0x1ddf6ee1fb5c521d!8m2!3d38.6797786!4d-121.2026648!16s%2Fg%2F11yn2w15gn!19sChIJMcTwJgDhmoARHVJc--Fu3x0,Noah Water Damage Restoration LLC.,5.0,2,Water damage restoration service,"6247 Main Ave, Orangevale, CA 95662, United States","MQHW+WW Orangevale, California, USA",,+1 916-313-7766,Closed · Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RlCu1m9D-geBwMIgbNjt7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.4954&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Folsom+Sacramento+CA/@38.6719495,-121.1612945,14z",2026-03-23T05:37:34.634Z,,
https://www.google.com/maps/place/Fairest+Cleaning/data=!4m7!3m6!1s0x809ae1b2fa4f6c29:0x40637f2c1d500dfb!8m2!3d38.6589713!4d-121.2710736!16s%2Fg%2F11hzcn5pvc!19sChIJKWxP-rLhmoAR-w1QHSx_Y0A,Fairest Cleaning,4.9,118,Fire damage restoration service,,,http://fairestclean.com/,+1 916-987-1430,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqan2OlTBjfSHQUMj-Bnb74t1eww13ITLeiB8H_QP0t1VGI0K-iF4UeC6YvFLcytFgkd64viSnA2rWPlcqIOb_eNoCht1eEg9q2dwYJgu8fE_T_6sXYzJHJGnCoyGEB6xzcI2Q=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Folsom+Sacramento+CA/@38.6719495,-121.1612945,14z",2026-03-23T05:37:39.553Z,,
"https://www.google.com/maps/place/G+W+C+-+General+Waterproofing+%26+Construction,+Inc./data=!4m7!3m6!1s0x809ae41a75646de3:0xec89ebd8ecd06934!8m2!3d38.6708927!4d-121.1607924!16s%2Fg%2F1tmqggc9!19sChIJ421kdRrkmoARNGnQ7Njriew","G W C - General Waterproofing & Construction, Inc.",5.0,1,Water damage restoration service,"705 E Bidwell St, Folsom, CA 95630, United States","MRCQ+9M Folsom, California, USA",http://www.waterproofingmasters.com/,+1 916-442-5000,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9tBj-m2dM-OOFLj2OwMwDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.3591&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Folsom+Sacramento+CA/@38.6719495,-121.1612945,14z",2026-03-23T05:37:42.500Z,,
https://www.google.com/maps/place/A-Team/data=!4m7!3m6!1s0x809ae117922945cd:0xb3e74c4dcd18836!8m2!3d38.6913518!4d-121.204528!16s%2Fg%2F11twtbk65z!19sChIJzUUpkhfhmoARNojR3MR0Pgs,A-Team,5.0,1,Contractor,"9356 Village Green Way, Orangevale, CA 95662, United States","MQRW+G5 Orangevale, California, USA",https://trustateam.com/about-us/,+1 916-582-0388,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweprJNDWcxQwovquCrJbQTGJmSp6KZotsJhU0vA7-1Ie_xMVF4tzyF0g4SkNNp4y55UsT8IoquxU5fEiXr6z924ttQ-xdgj34_aPY_UDwi8Ri_TiGAC-YFw4MU2kNrzZm9a50EEj=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Folsom+Sacramento+CA/@38.6719495,-121.1612945,14z",2026-03-23T05:37:45.248Z,,
https://www.google.com/maps/place/A-1+Pro+Carpet+Care/data=!4m7!3m6!1s0x809ae42fe6794659:0x9763904a73e99ded!8m2!3d38.649381!4d-121.2218811!16s%2Fg%2F11c5snms5m!19sChIJWUZ55i_kmoAR7Z3pc0qQY5c,A-1 Pro Carpet Care,5.0,670,Carpet cleaning service,,,https://www.a1steam.co/?y_source=1_MjI0OTQwNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU=,+1 916-220-4211,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3NKVoOB_cggdpSjUOVZBzYlqKIppOqy5aruXemeStd4LtJ8YVLTKIMKBTbTe3kBx41VhBTkUXkB4P3ENRGAnxFNaYAJWSZIR1UnTl1row4fiObMETHLVECuVGckdVfQzb4BswTg=w426-h240-k-no,true,9 am–4 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Folsom+Sacramento+CA/@38.6719495,-121.1612945,14z",2026-03-23T05:37:49.771Z,,
https://www.google.com/maps/place/Ronin/data=!4m7!3m6!1s0x809ae5f7bb5c0f27:0x19ec1e5b75dd43f5!8m2!3d38.6666902!4d-121.1413054!16s%2Fg%2F11y8k3_ggj!19sChIJJw9cu_flmoAR9UPddVse7Bk,Ronin,2.7,7,Building restoration service,"2320 E Bidwell St #110, Folsom, CA 95630, United States","MV85+MF Folsom, California, USA",https://roninusa.com/,+1 916-444-5700,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMx5pJkQodq2AkHJZ1geEJFyiql6JFd3yraRc3EF7IhRH7JpP43h0dwFwZn7-wkiB7LtHD8sSWXbkW6qDZz97p4s2ckSEWmRvNCGS1yA9NF7GQSQweTk_LWOzO8RDl3hhK-UiA=w467-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Folsom+Sacramento+CA/@38.6719495,-121.1612945,14z",2026-03-23T05:37:54.509Z,,
https://www.google.com/maps/place/SERVPRO+of+El+Dorado+Hills%2FPlacerville/data=!4m7!3m6!1s0x809af008777cbe81:0xeb58b2e93aab9c3f!8m2!3d38.6336079!4d-121.0691003!16s%2Fg%2F11bw4vst3g!19sChIJgb58dwjwmoARP5yrOumyWOs,SERVPRO of El Dorado Hills/Placerville,5.0,280,Water damage restoration service,"4821 Golden Foothill Pkwy #100, El Dorado Hills, CA 95762, United States","JWMJ+C9 El Dorado Hills, California, USA",https://www.servpro.com/locations/ca/servpro-of-el-dorado-hills-placerville?utm_medium=organic&utm_source=gbp,+1 916-933-3890,,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBJ_ZKtytfVFgRFuBLBsnTMC3GR9KTirQmoa8g6uoKA4DySri82b3uBkUVSvtznUuILAsmP_DNsw1l3g6VzssR5dLVEgmxiq1rASCPFFMk4BXDtCKgJI1vPOu44IB57UlWDuLB_SRU9nj_=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Folsom+Sacramento+CA/@38.6719495,-121.1612945,14z",2026-03-23T05:37:59.195Z,,
