placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error
https://www.google.com/maps/place/The+Home+Hero/data=!4m7!3m6!1s0x89c6c89f4a12f27b:0xee739eab4fcd541b!8m2!3d39.9241185!4d-75.1556819!16s%2Fg%2F12mh4hg61!19sChIJe_ISSp_IxokRG1TNT6uec-4,The Home Hero,4.7,90,Handyman/Handywoman/Handyperson,"529 McKean St, Philadelphia, PA 19148, United States","WRFV+JP Philadelphia, Pennsylvania, USA",https://thehomehero.com/,+1 267-291-4376,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGueq8xbyJuGBogO2AqJrCkhzZWfbJEoWCw52o1_l0zUuKrpcLBmo3DKBhWtFJDWCDR6ueeBu4lUlWa0vR6jrpnGzWFTDe-UJMmEqaoc--MX6-G74DBO-XnJahS9Y4UkJPnMgf8=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:11.165Z,,
https://www.google.com/maps/place/Flower+Powered+Landscape+Design/data=!4m7!3m6!1s0x89c6b9fa1fd4760d:0x6ba7d92c1bd76085!8m2!3d40.0595575!4d-75.1815299!16s%2Fg%2F11gjt_spd4!19sChIJDXbUH_q5xokRhWDXGyzZp2s,Flower Powered Landscape Design,4.3,6,Landscape designer,"346 Meehan Ave, Philadelphia, PA 19119, United States","3R59+R9 Philadelphia, Pennsylvania, USA",https://www.flowerpowered.net/,+1 267-300-6278,Open 24 hours,Identifies as women-owned,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFM2r9MRk-EIw5AEVXo5ZKUAvXXK-w3Vrk-XsehyAAe329gn3aF5ETkwnzD5zC0TJapVOT_7Xyu7ukJVafADl0sOmZ4HTd6lE9Tj2XFCxBeVgmduO1FIDkwdbsfvhfgsn_hiLUL=w461-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:16.261Z,,
https://www.google.com/maps/place/Keystone+Paving+%26+Masonry/data=!4m7!3m6!1s0x89c6c90c054442ed:0xba093ceb45a98899!8m2!3d39.9775288!4d-75.114223!16s%2Fg%2F11y40fpnd7!19sChIJ7UJEBQzJxokRmYipRes8Cbo,Keystone Paving & Masonry,1.0,1,Paving contractor,"2714 E Lehigh Ave, Philadelphia, PA 19125, United States","XVHP+28 Philadelphia, Pennsylvania, USA",,+1 267-346-4557,Open · Closes 10 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPJiWRi1KN1gwFlL3_zPLE7IuLQQdyJrZt9mo6elQtR1ugbssTqsugisBmYewwSgI8BKUg7OhJNK_xGzTwKWxwirwOoYkUTzOnjT-fPUPfyXb5pheUG4vnFGBN9PtXZ3-rZau_=w426-h240-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,Closed,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:21.056Z,,
https://www.google.com/maps/place/Enliven+Planters/data=!4m7!3m6!1s0x89c15687700cd7c7:0x77e527b492e2d529!8m2!3d40.002498!4d-75.1180146!16s%2Fg%2F1q6q91k7g!19sChIJx9cMcIdWwYkRKdXikrQn5Xc,Enliven Planters,4.9,230,Flower designer,,,https://www.enlivenplanters.com/,+1 484-451-7349,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrgRD750h3eYXTINKhsLyn6qwplq24IzsUmHiSMZ3OByG6OKXa5ti-6oQY73NGrKCsFfX7MXJGY6dqYSH1EvlVm3coflO-Ou7iucIykGOGvTyAwXiTuadoCZ8cpnJGfB45seY=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:25.827Z,· Delivery,
https://www.google.com/maps/place/Luis+IQ+Landscaping+LLC/data=!4m7!3m6!1s0x89c6b76f7390fbef:0x5d9a832b29fe514e!8m2!3d40.0286727!4d-75.1301041!16s%2Fg%2F11y1zl2fld!19sChIJ7_uQc2-3xokRTlH-KSuDml0,Luis IQ Landscaping LLC,5.0,1,Landscape designer,"323 Lindley Ave, Philadelphia, PA 19120, United States","2VH9+FX Philadelphia, Pennsylvania, USA",,+1 215-900-4099,Open · Closes 6 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gixHAw5A0wbCYuYqqS0Ycw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.7890418&pitch=0&thumbfov=100,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–4 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:30.569Z,,
https://www.google.com/maps/place/C.+Sharkey+Enterprises+Inc/data=!4m7!3m6!1s0x89c6c3bfef017485:0xf637f4bdf63807d!8m2!3d39.896373!4d-75.312561!16s%2Fg%2F1tcvvtmx!19sChIJhXQB77_DxokRfYBj30t_Yw8,C. Sharkey Enterprises Inc,4.0,13,Irrigation equipment supplier,"2012 Parker Ave Ste 220, Holmes, PA 19043, United States","VMWP+GX Holmes, Ridley Township, PA, USA",http://sharkeylawnsprinkler.net/,+1 610-622-8012,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ebQyJ7mq9J3L8-zv57BK4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.88292&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:33.375Z,,
https://www.google.com/maps/place/Design+Manifest/data=!4m7!3m6!1s0x89c6c7b4bfb709ad:0xe586548f2ba76e1c!8m2!3d39.9252224!4d-75.1600935!16s%2Fg%2F11mhpdzdrh!19sChIJrQm3v7THxokRHG6nK49UhuU,Design Manifest,5.0,12,Interior designer,"1901 S 9th St BOK, Building—Room 527, Philadelphia, PA 19148, United States","WRGQ+3X Philadelphia, Pennsylvania, USA",http://www.designmanifest.com/,+1 267-761-9528,Open · Closes 5:30 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxRiPn1adaxnOCSvpGRxIHLpSpuZqzXjN4S1seqtVTvjDCxOGChapwOgjbmGqLS940fRXrRhKWv9r23SpJrgHl89sdClGJ7IsmRFa9loz3iuD2nAJ6PcM0SpDKwCfgrw58uevqrKqGGj9m=w408-h272-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–3:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:38.484Z,,
"https://www.google.com/maps/place/Town+%26+Country+Materials/@39.9043695,-75.30334,8z/data=!3m1!4b1!4m6!3m5!1s0x89c6c62f7a255555:0x2a80dd118d92e0f2!8m2!3d39.9043695!4d-75.30334!16s%2Fg%2F11ggm5bynq",Town & Country Materials,,,Landscaping supply store,,,,+1 215-608-1077,,,,,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:42.923Z,,
https://www.google.com/maps/place/Greenzang+Properties/data=!4m7!3m6!1s0x89c6c639cbe05711:0xc80d5ee5409a70dc!8m2!3d39.949616!4d-75.1746042!16s%2Fg%2F11bx1xtcwb!19sChIJEVfgyznGxokR3HCaQOVeDcg,Greenzang Properties,3.4,284,Property management company,"2015 Locust St, Philadelphia, PA 19103, United States","WRXG+R5 Philadelphia, Pennsylvania, USA",http://www.greenzang.com/,+1 215-563-5880,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwOyiaJR-Ilf4OdGGNC8Jg-thC-facytMemddZAZ-XOkUGMybqVZ4uqsLpMgIjudlcPtVhXW4OmSn4volJHRbBo0RO8qNieGpRnyjH-ZT9o8U0t0ht8MgDlpIyTpJhbWEI8DNu=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:47.815Z,,
https://www.google.com/maps/place/Forte+Roofing/data=!4m7!3m6!1s0x89c6c8669cefffff:0x4ff5f2a7036d65f2!8m2!3d39.9625349!4d-75.1367973!16s%2Fg%2F11fm_73w_4!19sChIJ___vnGbIxokR8mVtA6fy9U8,Forte Roofing,4.5,31,Contractor,"800 N Delaware Ave, Philadelphia, PA 19123, United States","XV77+27 Philadelphia, Pennsylvania, USA",https://www.forteroofing.net/contact,+1 267-559-1989,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5BiWsJH38uyzPVCxKC75aC7uSC40-vgOhUpTwkNQ1LcQx_dXTt7hcaPi6xQodDGpcgWahdzwEwRRGzZm73NBKHE0dRLCZwoAYO_qKFFGlQOmkmY7YQyHg7hA0qRozqYprjrMt=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:52.717Z,,
https://www.google.com/maps/place/valentin+and+sons+landscape+inc/data=!4m7!3m6!1s0x89c6b91e06166e41:0xd6a9cd0889f9f841!8m2!3d40.0416166!4d-75.1732971!16s%2Fg%2F11qp_mc7nh!19sChIJQW4WBh65xokRQfj5iQjNqdY,valentin and sons landscape inc,5.0,1,Gardener,"238 E Haines St, Philadelphia, PA 19144, United States","2RRG+JM Philadelphia, Pennsylvania, USA",,+1 215-248-1676,Closes soon · 4:45 pm · Opens 8 am Thu,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEg6YTAdUJI65q5QMcctvZ0PvrprE5ttiLIVEtBDZUtAftmZnVYBp0XTlB2EtCBeHpgSlyDSOBCCaU5gNKLUHBrOtNFlNLFSeuzBUv8UtIjQZ6Qx3IiXaJotmPRY71ObfjG1Giu=w426-h240-k-no,true,8 am–4:45 pm,8 am–4:45 pm,8 am–4:45 pm,Closed,Closed,8 am–4:45 pm,8 am–4:45 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:48:57.440Z,,
https://www.google.com/maps/place/Harper+and+Sons+Landscaping/data=!4m7!3m6!1s0x89c6c1936cb710eb:0x8b147b89cc193adb!8m2!3d39.9454156!4d-75.2575359!16s%2Fg%2F11mb4cjmry!19sChIJ6xC3bJPBxokR2zoZzIl7FIs,Harper and Sons Landscaping,4.9,101,Landscaper,"149 Beverly Ave, East Lansdowne, PA 19050, United States","WPWR+5X East Lansdowne, Pennsylvania, USA",http://www.harperandsonsllc.com/,+1 610-505-9824,Open · Closes 6 pm,Identifies as women-owned,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXYZxp966LPZH3KDmFD2gEQpY8fJPKczv6GccykuEbHF3tEXd2F3dc0etMh4kjQZ8xFPfBGS2Yw8iWY1SBkfJXfx03OB7o2M068ITZ4mPiG1mT-Fmib_MoiScdy_7YYYKpeecm=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:02.422Z,,
https://www.google.com/maps/place/Rittenhouse+Hardware/data=!4m7!3m6!1s0x89c6c63921e7a1ab:0xf85c3632a83b8810!8m2!3d39.9469252!4d-75.1747665!16s%2Fg%2F1td2vvyv!19sChIJq6HnITnGxokREIg7qDI2XPg,Rittenhouse Hardware,4.9,505,Hardware store,"2001 Pine St, Philadelphia, PA 19103, United States","WRWG+Q3 Philadelphia, Pennsylvania, USA",https://rittenhousehw.com/,+1 215-735-6311,Open · Closes 7 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH93KDAM2WVM4v0FFSvbS-DDPbHGS0cW-qLfwowyNzJWkhLcAxmKnb-c6557Z3G7OXFt6tCyoTRBDy2xuWm7rmStnGAg-yzJxT-OZgEPK87zbN1d9yzDrfbyoCTbO8M_oj0EfHX=w408-h541-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,10 am–3 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:07.523Z,"Welcoming neighborhood shop for paint, tools, cleaning products & household improvement supplies. · In-store shopping · In-store pick-up",
https://www.google.com/maps/place/Topline+Masonry+%26+Construction/data=!4m7!3m6!1s0x681e73606e218679:0x94aabb30edfb724!8m2!3d39.9611021!4d-75.1388256!16s%2Fg%2F11vwwpc21m!19sChIJeYYhbmBzHmgRJLffDrOrSgk,Topline Masonry & Construction,,,Masonry contractor,"620 N Front St, Philadelphia, PA 19123, United States","XV66+CF Philadelphia, Pennsylvania, USA",https://toplinemasonryconstruction.com/,+1 267-457-7687,Open · Closes 6 pm,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kG0Q1_1GnE3FQtLqZOclXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.637&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:12.124Z,,
https://www.google.com/maps/place/Quality+Care+Landscaping/data=!4m7!3m6!1s0x8863c00015cb8c19:0xa4b6586e13684c2a!8m2!3d40.0112614!4d-75.0780904!16s%2Fg%2F11xkls62hw!19sChIJGYzLFQDAY4gRKkxoE25YtqQ,Quality Care Landscaping,5.0,12,Landscaper,,,,+1 215-433-6333,Open · Closes 7 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH50Gs4UbkPtEhLSOLDDK1Wj_JSDSfU8FrMgZkS8BnaPBVPzbDjy3mbRmmQ5_u_GkjEsj3FQf7rZcUK1UTfGSyUDUF50s3izuLqDAI3Z_FO1wQJBwL63ljANUy9f0H3SAZU7yy0Cwuebg=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:16.794Z,,
https://www.google.com/maps/place/Two+Brothers+Landscape+%26+Tree+Service/data=!4m7!3m6!1s0x89c6c1462fecef85:0x505eab07c2dce5f2!8m2!3d39.943291!4d-75.435164!16s%2Fg%2F11dftjdn3f!19sChIJhe_sL0bBxokR8uXcwgerXlA,Two Brothers Landscape & Tree Service,4.8,18,Landscape designer,,,https://twobrotherstreeservicepa.com/,+1 610-931-8912,Open 24 hours,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlrYuMPZNKRnbubkKMX_zsZqKlh-0ouqDJWSGE9AIk3kwyJeGIesobd_LuK78Qm-KLw3r6_2pCak7L_q4xsv6O8aXdzRtvF483aXl-GsNnjZg69qFyorNRtlawstHLYfYdvJey=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:21.514Z,,
https://www.google.com/maps/place/M%26D+Landscaping/data=!4m7!3m6!1s0x89c6b87a6ad4432f:0xb988d7b8bd91cf8c!8m2!3d40.0160444!4d-75.1870766!16s%2Fg%2F11byts984x!19sChIJL0PUanq4xokRjM-RvbjXiLk,M&D Landscaping,3.5,6,Landscaper,"Henry Ave, Philadelphia, PA 19129, United States","2R87+C5 Philadelphia, Pennsylvania, USA",https://www.facebook.com/MDlandscaping29/,+1 215-688-1629,Open 24 hours,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lnZGgr7ks2LMKxEBEmcksw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.86778&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:26.493Z,,
https://www.google.com/maps/place/Smarthold+Development+%26+Construction+LLC/data=!4m7!3m6!1s0x89c6c95128900b77:0xad6515bbfdf5e488!8m2!3d39.9747085!4d-75.1441314!16s%2Fg%2F11z2370d7d!19sChIJdwuQKFHJxokRiOT1_bsVZa0,Smarthold Development & Construction LLC,,,Construction company,"1516 N 5th St Unit 221, Philadelphia, PA 19122, United States","XVF4+V8 Philadelphia, Pennsylvania, USA",https://smartholddvlp.com/,+1 267-371-7714,"Open · Closes 5 pm

Confirmed by this business 1 week ago",LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-gzO0rqljTVqnY8CfV8q6xZQpgge7v61ym4XeCDpTcvl81FcsZOiAjPVRl7Y1A7Jp2BmtmYuAeWpdN4kiv9eCO4HhUKTP_87zv7PvMLdN75hjMl4Kz9Ihjm3SKQNTqR0C3owQpuALhHZ6=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:31.251Z,,
https://www.google.com/maps/place/Lagos+Renovation/data=!4m7!3m6!1s0x89c6c78355f997cf:0xe620409f88e65f88!8m2!3d39.9326553!4d-75.1814426!16s%2Fg%2F11vw_gxx2v!19sChIJz5f5VYPHxokRiF_miJ9AIOY,Lagos Renovation,,,Construction company,"Cross St, Philadelphia, PA 19146, United States","WRM9+3C Philadelphia, Pennsylvania, USA",https://www.mylagosrenovation.com/,+1 856-209-4041,Open · Closes 5 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGY8uVndKeNcvduwu01pu8DhUsNKmrSZo-5xN4LC_BaatyB6hxkn8djitWLez0qJUV5a7ax8VbebHGQNrETCh7bmQH8jPWB9okfp0OZBn5lg6KXinF5WvkntzBWEymrLvurfAc=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:36.048Z,,
https://www.google.com/maps/place/Noam+Construction+-+Philadelphia/data=!4m7!3m6!1s0x89c6c736d2efc7db:0xcd929c9748eb77c9!8m2!3d39.9448821!4d-75.2123252!16s%2Fg%2F11y48g_p6f!19sChIJ28fv0jbHxokRyXfrSJecks0,Noam Construction - Philadelphia,4.9,105,General contractor,"4662 Kingsessing Ave A, Philadelphia, PA 19143, United States","WQVQ+X3 Philadelphia, Pennsylvania, USA",https://noamconstructionphiladelphia.com/,+1 267-901-4418,"Open · Closes 7 pm

Confirmed by this business 12 weeks ago",LGBTQ+ friendly,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEaZil7Xvqkub7tzew1u4tLNRhHb8xrPUeukZd7X6rmfz7eQcM72E1xTeD6u8FVcqTZpQz_Bsn7kW4F09ePN8Ezxy7R_rDgnvqStCKY-wR1YJ5hALmf0ZpSubBcqdsHf3RY3XgLheAPDhaG=w408-h272-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:41.087Z,,
https://www.google.com/maps/place/Horticulture+Masterpiece/data=!4m7!3m6!1s0x89c6b7a303edc0d7:0x4ddb095962c7eb27!8m2!3d40.0277819!4d-75.1630777!16s%2Fg%2F11d_pxw5fb!19sChIJ18DtA6O3xokRJ-vHYlkJ200,Horticulture Masterpiece,3.6,14,Landscape designer,"35 W Logan St, Philadelphia, PA 19144, United States","2RHP+4Q Philadelphia, Pennsylvania, USA",,+1 215-475-0097,Open · Closes 7 pm,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSJIZ3j6nbECBc23-32Aq_nXSiZVgCSRvi3TdfyS49gEjpH0lDqciCX5aEwQXVxf9WFNqQjfnYSkuvFXFjTLM8KZghs_lZCpQjOEVq4TrzGNNTkm4V6_geVQyztuLQP6I6AXbt=w408-h544-k-no,true,8 am–7 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:45.836Z,,
https://www.google.com/maps/place/Wissahickon+Tree+%26+Landscape+Service/data=!4m7!3m6!1s0x89c6b994029c0001:0x47fea5a31d3afad0!8m2!3d40.0355369!4d-75.1938566!16s%2Fg%2F11hy9p0jhy!19sChIJAQCcApS5xokR0Po6HaOl_kc,Wissahickon Tree & Landscape Service,5.0,1,Landscaper,"6314 Wissahickon Ave, Philadelphia, PA 19144, United States","2RP4+6F Philadelphia, Pennsylvania, USA",https://wissadesign.com/,+1 215-681-2436,Closes soon · 4:30 pm · Opens 8 am Thu,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LBtj_WzVzSk1KSjFGGJYNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.61588&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:50.756Z,,
https://www.google.com/maps/place/MGC+Landscaping/data=!4m7!3m6!1s0x89c14ce349301881:0xddb53f8253469956!8m2!3d40.064229!4d-75.0213717!16s%2Fg%2F1tjtk56f!19sChIJgRgwSeNMwYkRVplGU4I_td0,MGC Landscaping,4.1,36,Landscaper,"9216 Ashton Rd, Philadelphia, PA 19114, United States","3X7H+MF Philadelphia, Pennsylvania, USA",http://www.mgclandscaping.com/,+1 215-638-3311,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE84SmR2VnWvTgBQ4LbCbYuJsgoqPK63F1t51eESwv-oVXLHkxJ4x_kM1dLlgejJdIBb6xQDA37n0rFlj-ZDKE7dhLkbJdmLuSsPUpgKlGTkMBF7SqLE9yu9qJgnT6csyE2_R0EvQ=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:53.440Z,,
https://www.google.com/maps/place/Knickerbocker+Properties/data=!4m7!3m6!1s0x89c6c6150b89657d:0xea5a73cb4462b2f4!8m2!3d39.9392845!4d-75.1795475!16s%2Fg%2F11cs5xs0l0!19sChIJfWWJCxXGxokR9LJiRMtzWuo,Knickerbocker Properties,4.5,151,Property management company,"2118 Washington Ave #2000, Philadelphia, PA 19146, United States","WRQC+P5 Philadelphia, Pennsylvania, USA",http://www.knickerbockerproperties.com/,+1 215-222-2844,Closes soon · 4:30 pm · Opens 9:30 am Thu,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwYVbcw8sUYOmRoxTCfoxAWDj2ak95O-8sBSNmmtkhsZX7RyxXnmu2H2MauRXdq5pO0oMt-nM4DFzdYGiZeJDtmwOY64pftPc1I0yP72IfSrxkHw68rsomk4PBX1oZ5LTL1K2QsBnzwSEF=w408-h271-k-no,true,9:30 am–4:30 pm,9:30 am–4:30 pm,9:30 am–4 pm,10 am–1 pm,Closed,9:30 am–4:30 pm,9:30 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:49:58.218Z,,
https://www.google.com/maps/place/Four+Seasons+Hotel+Philadelphia+at+Comcast+Center/data=!4m10!3m9!1s0x89c6c633b0fb45df:0xd7222e61f50d95f1!5m2!4m1!1i2!8m2!3d39.955014!4d-75.1709561!16s%2Fg%2F1tds7nkh!19sChIJ30X7sDPGxokR8ZUN9WEuItc,Four Seasons Hotel Philadelphia at Comcast Center,4.7,1088,,"One N 19th St, Philadelphia, PA 19103, United States","XR4H+2J Philadelphia, Pennsylvania, USA",https://www.fourseasons.com/philadelphia/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-phi-hre-mid-seo-na&utm_content=na-na&utm_term=na,+1 215-419-5000,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzFqHmYplIeTgVhZVx8rqn_0kP4W0uTb-Hd9ubagR23tRKyAW4Gt2tAxXfbQZu6q8HUmWzJuXO6KsxUoNSyMGaT6FV5kqd4Cb_2QhF2RmRCNCPvGnS3h8wkAXyFWV67AQ8_FEsrUKTKyGz=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:50:01.514Z,,
https://www.google.com/maps/place/Benito%27s+Hardware/data=!4m7!3m6!1s0x89c6c9b20b2deaa7:0x9f8fd79fc2c0780b!8m2!3d39.9767113!4d-75.12302!16s%2Fg%2F11xzwmh96h!19sChIJp-otC7LJxokRC3jAwp_Xj58,Benito's Hardware,5.0,72,Hardware store,"2525 E York St, Philadelphia, PA 19125, United States","XVGG+MQ Philadelphia, Pennsylvania, USA",http://www.acehardware.com/store-details/19349?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=19349,+1 267-805-5187,"Open · Closes 7 pm

Confirmed by this business 3 weeks ago",,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1XpM28wQl3sLMfcZCht-C8__W7iy2uSgvqKhXsYvaIQbbCKXFt5ZSyu-BjQC4Mf1qj7EAEJOPeHB9Z-Y6jVyl7okwPxiept35uTZ5UXLvJYSTNkmiom44rJiFrLtpZwweUZeLTcXoRjI=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–7 pm,9 am–5 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-04-29T19:50:06.414Z,,
