placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/A%2B+Overhead+Garage+Doors/data=!4m7!3m6!1s0xf4bdd108245319b:0xfa12097da5a6065!8m2!3d29.5106434!4d-98.617154!16s%2Fg%2F11ld0nfjwn!19sChIJmzFFghDdSw8RZWBa2pcgoQ8,A+ Overhead Garage Doors,5.0,55,Garage door supplier,,,https://a-overhead-garage-doors-81288987678.us-west1.run.app/,+1 210-436-6775,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipM8SoklAbsqqPIJEKMfNrZrMHzpnch-B9wzuaW6=w408-h342-k-no,true,8 am–6 pm,8 am–9 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:19:21.200Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Precision+Garage+Door+Service+of+North+San+Antonio/data=!4m7!3m6!1s0x865c676034966aef:0x8f276250685ff6ef!8m2!3d29.5898145!4d-98.5767405!16s%2Fg%2F11ygv29_nd!19sChIJ72qWNGBnXIYR7_ZfaFBiJ48,Precision Garage Door Service of North San Antonio,5.0,34,Garage door supplier,"4727 Shavano Oak, San Antonio, TX 78249, United States","HCQF+W8 San Antonio, Texas, USA",https://precisiondoorsanantonio.com/?utm_source=gmb&utm_medium=location_northsanantonio&utm_campaign=website,+1 210-436-6623,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipMG80vtxOH-d8LQ5PmdGi3bh87GUZ_zbLObvYzs=w408-h544-k-no,true,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,5 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:19:26.024Z,,,
"https://www.google.com/maps/place/John%27s+Garage+Door+Repair,+LLC/data=!4m7!3m6!1s0x54950912eb2c6ce3:0x5b4dbc3434cac54!8m2!3d29.6158768!4d-98.4913752!16s%2Fg%2F11mqj634vd!19sChIJ42ws6xIJlVQRVKxMQ8PbtAU","John's Garage Door Repair, LLC",5.0,45,Garage door supplier,"210 E Sonterra Blvd j3, San Antonio, TX 78258, United States","JG85+9C San Antonio, Texas, USA",,+1 210-998-8008,Open ⋅ Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBVx9VlT-29bsUsdPP4IHjOIR80f5sog6i7jWSG2ps_wOnMGJK2STliIQ4FZS4Weo8h6grhNYJ3T1GKH-NWczNTIexkfq1G2-wvU2z8_Da_MPnSVIaTDRGsThqpj_E-e5H_AM=w408-h544-k-no,true,8 am–6:30 pm,Closed,Closed,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:19:30.742Z,,,
https://www.google.com/maps/place/Tip+Top+Garage+Door+Repair/data=!4m7!3m6!1s0x865c6776fe14738d:0x3ace49ea023d167a!8m2!3d29.5806758!4d-98.634678!16s%2Fg%2F11v6dgdxqj!19sChIJjXMU_nZnXIYRehY9AupJzjo,Tip Top Garage Door Repair,5.0,300,Garage door supplier,"7302 University Row #802, San Antonio, TX 78249, United States","H9J8+74 San Antonio, Texas, USA",https://tiptopgaragedoortx.com/?utm_campaign=gmb,+1 210-972-8952,Closed ⋅ Opens 6 am Sun,https://lh3.googleusercontent.com/p/AF1QipPcIDEG3t6w-3EgL_EkhugHqjuXWayEv9zLYZzj=w408-h306-k-no,true,6 am–3 pm,Closed,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:19:35.658Z,,,
https://www.google.com/maps/place/Overhead+Door+Company+of+San+Antonio/data=!4m7!3m6!1s0x865c8cb98c1cfa29:0x1a37d4175898b803!8m2!3d29.537832!4d-98.379834!16s%2Fg%2F12hncnzj6!19sChIJKfocjLmMXIYRA7iYWBfUNxo,Overhead Door Company of San Antonio,4.9,1308,Garage door supplier,"385 N Weidner Rd, San Antonio, TX 78233, United States","GJQC+43 San Antonio, Texas, USA",https://www.ohdcsa.com/,+1 210-655-8837,,https://lh3.googleusercontent.com/p/AF1QipNEyt58nS-AktZ3VtNqFV_fahLsrOuQRuITkNiL=w408-h263-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:19:40.518Z,,,
https://www.google.com/maps/place/Ultimate+Garage+Door+Repair/data=!4m7!3m6!1s0x865c615baec1c6f1:0xad206b8a9e837b8c!8m2!3d29.5258131!4d-98.5039277!16s%2Fg%2F11xmm02fbw!19sChIJ8cbBrlthXIYRjHuDnoprIK0,Ultimate Garage Door Repair,5.0,37,Garage door supplier,"7310 Blanco Rd, San Antonio, TX 78216, United States","GFGW+8C San Antonio, Texas, USA",https://ultimategaragedoorrepairtx.com/,+1 210-399-7262,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipPXSoyT01GM5HvyhegrEktr4SbRHGiLLQs4fHyz=w408-h306-k-no,true,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:19:45.935Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Monty%27s+Garage+Door+Services/data=!4m7!3m6!1s0x865cf3d78bf49a57:0x82353f16d7b135a8!8m2!3d29.473271!4d-98.4205746!16s%2Fg%2F11lkt8sfm6!19sChIJV5r0i9fzXIYRqDWx1xY_NYI,Monty's Garage Door Services,5.0,75,Garage door supplier,,,http://montysgaragedoorservices.com/,+1 210-986-7592,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOhBX7S1cjcsqXEL0NEX9tG2maE_yoDCmqb7pqn=w426-h240-k-no,true,8 am–2 pm,9 am–2 pm,Closed,8 am–2 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:19:50.660Z,,,
https://www.google.com/maps/place/Mega+Door/data=!4m7!3m6!1s0x865c8d5062db8f19:0x80555b0dd2dcb60d!8m2!3d29.5509013!4d-98.366049!16s%2Fg%2F11jykhrmvn!19sChIJGY_bYlCNXIYRDbbc0g1bVYA,Mega Door,5.0,27,Garage door supplier,"12100 Crownpoint Dr #110, San Antonio, TX 78233, United States","HJ2M+9H San Antonio, Texas, USA",https://megadoortx.com/,+1 210-907-7010,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMUkGA4u4bLePX8yi0o5Ew2TzC3JZuVHg-wXj53=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:19:55.805Z,,,
https://www.google.com/maps/place/chavezgaragerepairman./data=!4m7!3m6!1s0x865cf7000286c51d:0xcd833111df5e6e1!8m2!3d29.4233841!4d-98.484075!16s%2Fg%2F11ybnj_cvn!19sChIJHcWGAgD3XIYR4eb1HREz2Aw,chavezgaragerepairman.,5.0,1,Repair service,"849 E Commerce St, San Antonio, TX 78205, United States","CGF8+99 San Antonio, Texas, USA",http://chavezgaragerepairman.com/contact.html,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VlUZnsITTXMyJtx_XV8p_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.576925&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:19:58.426Z,,,
https://www.google.com/maps/place/Best+Fix+Garage+Door+Repair+LLC/data=!4m7!3m6!1s0x865c5d37548e03b9:0x263257582caf1d1c!8m2!3d29.4832805!4d-98.6082943!16s%2Fg%2F11xggh2jtg!19sChIJuQOOVDddXIYRHB2vLFhXMiY,Best Fix Garage Door Repair LLC,4.9,75,Garage door supplier,"5309 Wurzbach Rd Suite 200-11, Leon Valley, TX 78238, United States","F9MR+8M Leon Valley, Texas, USA",https://bestfixgaragedoorrepair.com/,+1 210-939-8399,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOg5U9spBb4GdJrIT6as0tQlNCXUunJriR_vkqY=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:03.343Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/R%26L+Overhead+Door+Inc/data=!4m7!3m6!1s0x865c40383678315d:0xab31b731232428e8!8m2!3d29.5098114!4d-98.6402634!16s%2Fg%2F11csrgsctr!19sChIJXTF4NjhAXIYR6CgkIzG3Mas,R&L Overhead Door Inc,5.0,526,Garage door supplier,"7735 Montego Rd, San Antonio, TX 78250, United States","G955+WV San Antonio, Texas, USA",https://rlgaragedoorrepair.com/,+1 210-688-2222,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNaM9FSdV74yJwYHmyzh-ebhxLWuR-zyn6BpqjJ=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:08.548Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Tune+Up+Garage+Door/data=!4m7!3m6!1s0x4d907682d28e09b3:0x904d6fdfbbde79e4!8m2!3d29.6102149!4d-98.4217273!16s%2Fg%2F11t1czn9yg!19sChIJswmO0oJ2kE0R5Hneu99vTZA,Tune Up Garage Door,4.9,87,Garage door supplier,"3710 Oaklyn Pass, San Antonio, TX 78259, United States","JH6H+38 San Antonio, Texas, USA",https://tuneupgaragedoor.com/,+1 210-942-4333,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNhUFgDovfzGLyTDBkY1-vA9R-_rFmWHm9_z3dn=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:13.701Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Texas+Top+Garage+Door+Services/data=!4m7!3m6!1s0x865c44be05dc1caf:0x97d45cdbdd996e96!8m2!3d29.4581826!4d-98.518079!16s%2Fg%2F11srgjrtqv!19sChIJrxzcBb5EXIYRlm6Z3dtc1Jc,Texas Top Garage Door Services,4.9,25,Contractor,,,https://www.texastopgaragedoor.com/contact-us/,+1 210-996-7119,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyaiwkeHFNEOLhCjc2_gvet9ofMvq0QtXXZM7Jy2UBReB2_y8f7v6yVN67tPq0Ycq_zt5vaPY_rTSgronQS5iqMSn864JZBA4lSkZR7iqKa0kh4G6GOqIjiyRXlD1zBVoa2aveA=w408-h306-k-no,true,7 am–9 pm,7 am–7 pm,9 am–5 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:18.456Z,,,
https://www.google.com/maps/place/Andrews+Overhead+Doors/data=!4m7!3m6!1s0x865c8c0f01a39e91:0x494657d963aa3fab!8m2!3d29.742234!4d-98.191811!16s%2Fg%2F11fy4nkxxt!19sChIJkZ6jAQ-MXIYRqz-qY9lXRkk,Andrews Overhead Doors,4.7,88,Garage door supplier,,,,+1 210-430-7807,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOREX9Xe5EK8bxLAFy2vqcBqaj0eIi7_XYAY1Gg=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:23.157Z,,,
https://www.google.com/maps/place/Vortex+Doors/data=!4m7!3m6!1s0x865cf30f44669591:0x53e95d29dc0fcd3c!8m2!3d29.4496187!4d-98.4296461!16s%2Fg%2F11t2lc5pdy!19sChIJkZVmRA_zXIYRPM0P3Cld6VM,Vortex Doors,5.0,176,Door warehouse,"1811 Shipman Dr # 101, San Antonio, TX 78219, United States","CHXC+R4 San Antonio, Texas, USA",http://www.vortexdoors.com/,+1 210-939-3667,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwAIl5FXIumloBBSATqZEWFzbd2Quai3lpSMAIMIMZT3GKXYv2TnbbKwobXcAQi8lavf_jDyk49_iyHhM-1rKJzliM0qytRJgYkdz3R6R9Kjq7fslEVlUhNsKIJFyI2w01Eyyc3=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:27.960Z,,,
https://www.google.com/maps/place/Urban+Garage+Door+Company/data=!4m7!3m6!1s0x865c4334ac24a22d:0x29ead3cb60feb03e!8m2!3d29.4837511!4d-98.6672087!16s%2Fg%2F11rd9p09wc!19sChIJLaIkrDRDXIYRPrD-YMvT6ik,Urban Garage Door Company,5.0,173,Garage door supplier,"9222 Culebra Rd Ste 109, San Antonio, TX 78251, United States","F8MM+G4 San Antonio, Texas, USA",https://www.urbangaragedoorco.com/?utm_campaign=gmb,+1 210-288-6994,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNHDmW4xosLxMYJ15qtK1Bsa_QXjmqfQoJHrvI4=w408-h572-k-no,true,7 am–7 pm,9 am–3 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:33.036Z,Identifies as Latino-owned,,
https://www.google.com/maps/place/Hollywood-Crawford+-+Garage+Doors+%26+Openers/data=!4m7!3m6!1s0x865c8a9bd7ff1b85:0x1d8421a74b1e4fa8!8m2!3d29.5469694!4d-98.4768927!16s%2Fg%2F1tmk8xz4!19sChIJhRv_15uKXIYRqE8eS6chhB0,Hollywood-Crawford - Garage Doors & Openers,5.0,5332,Garage door supplier,"11234 Gordon Rd, San Antonio, TX 78216, United States","GGWF+Q6 San Antonio, Texas, USA",https://hollywoodcrawford.com/san-antonio-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 210-361-2266,,https://lh3.googleusercontent.com/p/AF1QipOWoaZRZpsHYD2TOcAReM2MKLEg8w0s2wjZaqEa=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:38.017Z,,,
https://www.google.com/maps/place/Keep%27em+Rollin+Garage+Doors/data=!4m7!3m6!1s0xa00cc9b9e341aadb:0x917fe7269a377f81!8m2!3d29.6008565!4d-98.324631!16s%2Fg%2F11rcwjk98m!19sChIJ26pB47nJDKARgX83mibnf5E,Keep'em Rollin Garage Doors,5.0,39,Garage door supplier,,,http://www.keepemrollingaragedoors.com/,+1 210-382-2867,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipO-t-dCtQuxWgWkV3YUYN3nrK3WRHDt8guULPut=w426-h240-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:42.810Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/San+Marcos+Iron+Doors/data=!4m7!3m6!1s0x865c60301e5b8ed5:0x30a2643e1a760fba!8m2!3d29.5531273!4d-98.4967224!16s%2Fg%2F1tld0llt!19sChIJ1Y5bHjBgXIYRug92Gj5kojA,San Marcos Iron Doors,4.4,177,Iron works,"219 W Nakoma Dr, San Antonio, TX 78216, United States","HG33+78 San Antonio, Texas, USA",http://www.sanmarcosirondoors.com/,+1 210-651-3201,Closes soon ⋅ 5:30 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipNbwFAD0m0_1-35N-7Oy2ocHlAtqKdj_ZhT3DPy=w426-h240-k-no,true,8 am–5:30 pm,8 am–2 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:47.704Z,,,
https://www.google.com/maps/place/Garage+One+LLC/data=!4m7!3m6!1s0x89618b09586b44ab:0x298026412fdc6430!8m2!3d29.5086986!4d-98.4950576!16s%2Fg%2F11y43yqzq0!19sChIJq0RrWAmLYYkRMGTcL0EmgCk,Garage One LLC,5.0,7,Garage door supplier,,,https://www.garageoneusa.com/,+1 726-227-4441,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjp5a0Tkgb6r0SBCk6cHflksq8tZNirR80pABFWrYxsZcUxDweidsiQ2qV0iMQLxmmYfO-90AkRB0Qbq-w94EDDGtsVkw-9JwgokX9zNbyefS0uddmxlRJadbNUQs0frmf0Wj3=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:20:52.313Z,,,
https://www.google.com/maps/place/Lincoln+Garage+Doors+LLC/data=!4m7!3m6!1s0x865c6528128ca4eb:0xbfb8198c75f9dbb0!8m2!3d29.628297!4d-98.6069201!16s%2Fg%2F11vdbk09kd!19sChIJ66SMEihlXIYRsNv5dYwZuL8,Lincoln Garage Doors LLC,5.0,139,Garage door supplier,"6335 Camp Bullis Rd Ste 18, San Antonio, TX 78257, United States","J9HV+86 San Antonio, Texas, USA",https://lincolngaragedoorservice.com/,+1 210-405-8225,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOnvRVgKegvnbDVCoelNbkXQFDlP9fGNEwHjSDT=w439-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:21:04.173Z,,,
https://www.google.com/maps/place/DNS+Garage+Doors/data=!4m7!3m6!1s0x2ebf4ebf993439e1:0xc91bba6cddcc0242!8m2!3d29.4581826!4d-98.560836!16s%2Fg%2F11sj_6w4jy!19sChIJ4Tk0mb9Ovy4RQgLM3Wy6G8k,DNS Garage Doors,5.0,23,Garage door supplier,,,http://dnsgaragedoors.com/,+1 210-405-6013,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPhhfuNp3OKH99DPolROfy72BnenjRSlrqnxcC3=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:21:09.076Z,,,
https://www.google.com/maps/place/Cobalt+Overhead+Doors/data=!4m7!3m6!1s0x865c89b61d61c3cb:0x8c46011333c80256!8m2!3d29.6870594!4d-98.4756809!16s%2Fg%2F1yh7_rdh3!19sChIJy8NhHbaJXIYRVgLIMxMBRow,Cobalt Overhead Doors,5.0,78,Garage door supplier,"1018 Mineral Hls, San Antonio, TX 78260, United States","MGPF+RP San Antonio, Texas, USA",http://www.cobaltoverheaddoor.com/,+1 210-845-9360,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP7eR-YhmSWUsscmx0WINt8FQ9CtcDJZBGv3XHy=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:21:14.120Z,,,
https://www.google.com/maps/place/cheapgaragedoorsanantonio./data=!4m7!3m6!1s0x865c5900620c7a5d:0x174b5d2610bbb72c!8m2!3d29.4242747!4d-98.4893608!16s%2Fg%2F11wv_j48qs!19sChIJXXoMYgBZXIYRLLe7ECZdSxc,cheapgaragedoorsanantonio.,,,Repair service,"315 E Commerce St, San Antonio, TX 78205, United States","CGF6+P7 San Antonio, Texas, USA",https://cheapgaragedoorsanantonio.com/contact-us.html,,Closed ⋅ Opens 10 am Sat,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pGV7vK5Y0j-sBqUESgYL2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.5688864&pitch=0&thumbfov=100,true,9 am–5 pm,10 am–4 pm,10 am–4 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:21:19.262Z,,,
https://www.google.com/maps/place/sanantonioreplacementgaragedoor/data=!4m7!3m6!1s0x865c5f528c1aa78d:0xe710fed4af65881f!8m2!3d29.4447474!4d-98.4944725!16s%2Fg%2F11lp4vfv26!19sChIJjacajFJfXIYRH4hlr9T-EOc,sanantonioreplacementgaragedoor,,,Heating contractor,"1621 N Main Ave, San Antonio, TX 78212, United States","CGV4+V6 San Antonio, Texas, USA",http://sanantonioreplacementgaragedoor.com/,,Open ⋅ Closes 11 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v6cJtd_sdSM_1Qpvv99SSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.81842&pitch=0&thumbfov=100,true,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:21:24.128Z,,,
https://www.google.com/maps/place/Bexar+%26+Co+Garage+Doors/data=!4m7!3m6!1s0x893ab8eac85123cf:0x8092325e6563e25a!8m2!3d29.7990115!4d-98.518079!16s%2Fg%2F11ydwj2t69!19sChIJzyNRyOq4OokRWuJjZV4ykoA,Bexar & Co Garage Doors,5.0,14,Garage door supplier,,,https://www.bexargd.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11295733446891448530,+1 512-500-6655,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO3wJR72rQYj_-aAG3lnDZfHT2zB6SDcb7a2iHR=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:21:28.752Z,,,
https://www.google.com/maps/place/iRepair+Garage+Doors/data=!4m7!3m6!1s0x2c5c9bab5a384abd:0x42a8c058f53dc74e!8m2!3d29.5258425!4d-98.497895!16s%2Fg%2F11pwxnn0db!19sChIJvUo4WqubXCwRTsc99VjAqEI,iRepair Garage Doors,5.0,157,Garage door supplier,,,https://irepairgaragedoors.com/,+1 210-328-7023,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipP_BmTMJchTrVEjjjAGWokRyS4srNjyAy3GQhZp=w426-h240-k-no,true,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:21:33.714Z,,,
https://www.google.com/maps/place/Perry%27s+Garage+Door+Services/data=!4m7!3m6!1s0x865c8d799df90cdf:0x4ecd5b51f10ef894!8m2!3d29.5532149!4d-98.3022355!16s%2Fg%2F11c74zmx62!19sChIJ3wz5nXmNXIYRlPgO8VFbzU4,Perry's Garage Door Services,5.0,83,Garage door supplier,,,http://www.perrysgaragedoor.com/,+1 210-712-9574,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPg1pmWXJD-2vNNDLDADPmWPc8vJzUZnwaJr2Nd=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,10 am–2 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:21:38.600Z,,,
https://www.google.com/maps/place/PRESCO+GARAGE+DOORS+LLC/data=!4m7!3m6!1s0x865ceb91425fe15d:0x462e259746c87339!8m2!3d29.4738492!4d-98.13536!16s%2Fg%2F11x34y_1rn!19sChIJXeFfQpHrXIYROXPIRpclLkY,PRESCO GARAGE DOORS LLC,5.0,74,Garage door supplier,"17465 Fargoer Way, Marion, TX 78124, United States","FVF7+GV Marion, Texas, USA",http://prescogaragedoors.com/,+1 210-772-1453,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOp-ukFFRVHe6UNXsYDwXra8TTT6bz32fvP7Hk5=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:21:43.689Z,,,
https://www.google.com/maps/place/Dapper+Dudes+Garage/data=!4m7!3m6!1s0x81b02f0439b9bd41:0xc78abd571abf995f!8m2!3d29.4918033!4d-98.6899506!16s%2Fg%2F11sdyt2gj8!19sChIJQb25OQQvsIERX5m_Gle9isc,Dapper Dudes Garage,5.0,106,Garage door supplier,"5823 Hidden Bay, San Antonio, TX 78250, United States","F8R6+P2 San Antonio, Texas, USA",https://www.dapperdudesgarage.com/,+1 210-580-3054,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNW_uD98FhKAPhBb2kyBbNcE-fOLf_B60GUlC0=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Antonio+San+Marcos+TX/@29.4251905,-98.4945922,14z",2025-11-07T23:21:48.810Z,LGBTQ+ friendly,,
