placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday,tuesday,isBlackOwned,attributes,error
https://www.google.com/maps/place/Aviata+at+North+Fort+Myers/data=!4m7!3m6!1s0x88db43d9fe7240e1:0xcab2447d7a6ddc3c!8m2!3d26.666992!4d-81.92082!16s%2Fg%2F1td4kydl!19sChIJ4UBy_tlD24gRPNxten1Esso,Aviata at North Fort Myers,2.5,71,Rehabilitation center,"991 Pondella Rd, North Fort Myers, FL 33903, United States","M38H+QM North Fort Myers, Florida, USA",http://www.aviatahg.com/,+1 239-995-8809,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nof6fgfj7HgcrbL4mwxB32zSh6wO4zD484TWD9xqjjtSCsUNEy3lTjDpQeh7ev06hIbgo0iZHZmM9UcOgQv7Vw-Bb1Dv6weIZFGRgOIAWz4klDL62w1g1moFhqE3Rhl0MhIijs=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:08.708Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Hope+Hospice/data=!4m7!3m6!1s0x88db730780a7d221:0x8fa8c95458e98824!8m2!3d26.5986482!4d-81.6512508!16s%2Fg%2F1hc28pl25!19sChIJIdKngAdz24gRJIjpWFTJqI8,Hope Hospice,4.4,38,Hospice,"1201 Wings Way, Lehigh Acres, FL 33936, United States","H8XX+FF Lehigh Acres, Florida, USA",http://www.hopehcs.org/,+1 800-835-1673,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOHAnL0hw1ZhJ0CTaxQ5Yx-bHkfaQXSccBZ0oon=w408-h301-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:13.786Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/SYNERGY+HomeCare/data=!4m7!3m6!1s0x88db47c81505ab2f:0x66b29aadafce6f21!8m2!3d26.602253!4d-81.974863!16s%2Fg%2F11x5n5pwlv!19sChIJL6sFFchH24gRIW_Or62asmY,SYNERGY HomeCare,,,Home health care service,"2708 Santa Barbara Blvd Unit 120, Cape Coral, FL 33914, United States","J22G+W3 Cape Coral, Florida, USA",https://www.synergyhomecare.com/fl-cape-coral-33914/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1040,+1 239-770-4195,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO0vI_95TZeC9l93EM-e23Tz8TUSECjCduUUBqi=w546-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:18.697Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Abby+Services+In-Home+Care/data=!4m7!3m6!1s0x88db3ff34f64b691:0x3d7f5848e8074c09!8m2!3d26.5587502!4d-81.8871778!16s%2Fg%2F1tr7k5vt!19sChIJkbZkT_M_24gRCUwH6EhYfz0,Abby Services In-Home Care,4.8,103,Home health care service,"6314 Corporate Ct # 160, Fort Myers, FL 33919, United States","H457+G4 Fort Myers, Florida, USA",https://abbyservices.com/,+1 239-590-0861,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPNk8kUGrEUawcepBXRHeW4jYwT92YwxvpTyD9F=w408-h317-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:23.799Z,LGBTQ+ friendly,Open 24 hours,Open 24 hours,Open 24 hours,8 am–10 pm,8 am–10 pm,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Hope+Healthcare/data=!4m7!3m6!1s0x88db3efbd20fffff:0xcbf8fb6683563b4d!8m2!3d26.5118776!4d-81.915924!16s%2Fg%2F11s6b2dh11!19sChIJ__8P0vs-24gRTTtWg2b7-Ms,Hope Healthcare,,,,"9470 Healthpark Cir, Fort Myers, FL 33908, United States","G36M+QJ Fort Myers, Florida, USA",https://hopehcs.org/2015/05/new-location-for-hope-pace-in-cape-coral/,+1 800-835-1673,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R3IoW_jKpUMIM5Jrshy9Hg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.78793&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:26.782Z,,,,,,,,,,,
"https://www.google.com/maps/place/Palliative+Care+%7C+Diana+Khalil,+MD/data=!4m7!3m6!1s0x88db6ba9c76d074f:0x261a09bcf9d8bb6!8m2!3d26.5442056!4d-81.8495948!16s%2Fg%2F11lj1sp14r!19sChIJTwdtx6lr24gRtoudz5ugYQI","Palliative Care | Diana Khalil, MD",,,Internist,"13681 Doctors Way suite 18026, Fort Myers, FL 33912, United States","G5V2+M5 Fort Myers, Florida, USA",https://www.leehealth.org/find-a-doctor/diana-khalil,+1 239-343-0709,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GAYGZ7H2MLMFh8ghzVWBUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.90573&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:29.580Z,,,,,,,,,,,
https://www.google.com/maps/place/HomeWell+Care+Services/data=!4m7!3m6!1s0x88db3f5136bddb7d:0xbd6af4a7d4aa361d!8m2!3d26.5234302!4d-81.8877375!16s%2Fg%2F11y5z73mdp!19sChIJfdu9NlE_24gRHTaq1Kf0ar0,HomeWell Care Services,5.0,9,Home health care service,"15050 Elderberry Ln Unit 6-10, Fort Myers, FL 33907, United States","G4F6+9W Fort Myers, Florida, USA",https://homewellcares.com/in-home-care-fl-west-fort-myers-fl233/,+1 239-228-8043,"Open 24 hours

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipOS3TMvVrU7YdLwvrGiftwXgT5pkoG6JWncWP_p=w408-h408-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:34.521Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Covenant+Care+-+Fort+Myers%2FSarasota+Area/data=!4m7!3m6!1s0x88db3f2e7f462c71:0xf83935421e2197a9!8m2!3d26.5554618!4d-81.8999882!16s%2Fg%2F11j59v5byh!19sChIJcSxGfy4_24gRqZchHkI1Ofg,Covenant Care - Fort Myers/Sarasota Area,,,Home health care service,"8771 College Pkwy Building 1, Suite 102, Fort Myers, FL 33919, United States","H442+52 Fort Myers, Florida, USA",https://www.choosecovenant.org/home-health-care-fort-myers/,+1 239-232-4731,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0dEPhDTcZFZ9Ln0UvDexbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.4756&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:37.330Z,,,,,,,,,,,
https://www.google.com/maps/place/Castle+Comfort+Homecare+LLC/data=!4m7!3m6!1s0x88db3ff7275aaaab:0x9ec6731061a4db92!8m2!3d26.5712102!4d-81.8684752!16s%2Fg%2F11rf731jmt!19sChIJq6paJ_c_24gRktukYRBzxp4,Castle Comfort Homecare LLC,5.0,36,Home health care service,"8359 Beacon Blvd #602, Fort Myers, FL 33907, United States","H4CJ+FJ Fort Myers, Florida, USA",https://castlecomforthomecare.com/home-care-about-us,+1 239-410-7951,"Open 24 hours

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOrvozA6QErn3T7kNc_0V0_FyRYVpPEiS2zndeS=w408-h730-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:42.436Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,true,,
https://www.google.com/maps/place/HomeWell+Care+Services/data=!4m7!3m6!1s0x88db130d7a3f6ccf:0xb65b305eb371426a!8m2!3d26.5536063!4d-81.755457!16s%2Fg%2F11n10dh486!19sChIJz2w_eg0T24gRakJxs14wW7Y,HomeWell Care Services,5.0,9,Home health care service,"13100 Westlinks Terrace Suite 13, Fort Myers, FL 33913, United States","H63V+CR Fort Myers, Florida, USA",https://homewellcares.com/in-home-care-fl-fort-myers-fl162/,+1 239-427-0416,"Open 24 hours

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipPEPLW5mTopbuCNDFVCzg_gzsSF3V84czoIbNVm=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:47.401Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Aveanna+Home+Health/data=!4m7!3m6!1s0x88db3ff4aaec2737:0x1750b006c7ecf856!8m2!3d26.5597957!4d-81.8878604!16s%2Fg%2F11c32mnxfw!19sChIJNyfsqvQ_24gRVvjsxwawUBc,Aveanna Home Health,4.8,97,Home health care service,"6224 Whiskey Creek Dr, Fort Myers, FL 33919, United States","H456+WV Fort Myers, Florida, USA",https://www.aveanna.com/locations/346/fort-myers-florida-33919/,+1 239-561-6740,Closed ⋅ Opens 8:30 am Thu,https://lh3.googleusercontent.com/p/AF1QipOQHsJbehbDQ4RLNiGikzdAQUxi50yAlsl13N9M=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:52.743Z,Identifies as women-owned,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,,,
https://www.google.com/maps/place/Joanne%27s+House+at+Hope+Hospice/data=!4m7!3m6!1s0x88db1a3c6a38494d:0x4d37061191c72912!8m2!3d26.3429004!4d-81.7636815!16s%2Fg%2F1tfv1c67!19sChIJTUk4ajwa24gREinHkREGN00,Joanne's House at Hope Hospice,4.5,36,Hospice,"27200 Imperial Pkwy, Bonita Springs, FL 34135, United States","86VP+5G Bonita Springs, Florida, USA",https://hopehospice.org/,+1 239-482-4673,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOo2ONJxtzIWWOU841iXNoJCzHraJ2JRIrk5Arf=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:11:57.709Z,Identifies as women-owned,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Fort+Myers+Rehabilitation+and+Nursing+Center/data=!4m7!3m6!1s0x88db40065829b467:0xee7d91a7020a9502!8m2!3d26.5684891!4d-81.8745229!16s%2Fg%2F1263lsyt5!19sChIJZ7QpWAZA24gRApUKAqeRfe4,Fort Myers Rehabilitation and Nursing Center,4.0,137,Rehabilitation center,"7173 Cypress Dr, Fort Myers, FL 33907, United States","H49G+95 Fort Myers, Florida, USA",http://www.fortmyersrehab.com/,+1 239-936-0203,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPFIe7dFQQ1wDdWAJjCg6PrNH4RMgEMuF3UeBG0=w648-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:02.698Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Palliative+Care+%7C+Rebecca+Potts,+APRN/data=!4m7!3m6!1s0x88db41bc3c59ac8b:0xed70eb611d668321!8m2!3d26.6392094!4d-81.941716!16s%2Fg%2F11ny34xbcn!19sChIJi6xZPLxB24gRIYNmHWHrcO0","Palliative Care | Rebecca Potts, APRN",,,Medical office,"636 Del Prado Blvd S, Cape Coral, FL 33990, United States","J3Q5+M8 Cape Coral, Florida, USA",,+1 239-424-2000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Aq-sFCZXl3ji1MnDW1wguQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.86682&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:05.488Z,,,,,,,,,,,
https://www.google.com/maps/place/Gulf+Coast+Hospital/data=!4m7!3m6!1s0x88db15416bef1131:0xb6850bcbaf264fdf!8m2!3d26.5435953!4d-81.8488124!16s%2Fg%2F1tm2bgw_!19sChIJMRHva0EV24gR308mr8sLhbY,Gulf Coast Hospital,4.3,106,Heliport,"13681 Doctors Way, Fort Myers, FL 33912, United States","G5V2+CF Fort Myers, Florida, USA",,+1 239-343-1000,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npR1NqSDpkHDJp5KSZ4btrlxfl6iRVWz_TZVAI8TAJD3BRGU-_CBXoQyKn9SG8UcruiNdVjEJJnZxObGK3EWGLAUOjHWxMu6gnPQLNxOd9Jkiq-KeZQxZwjE0LVmgZHPEYz-Ycmdw=w408-h544-k-no,false,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:08.427Z,,,,,,,,,,,
https://www.google.com/maps/place/Assisting+Hands+Home+Care/data=!4m7!3m6!1s0x88db401a321c2b2d:0xc0d8a8b741a7ac24!8m2!3d26.5562845!4d-81.8907561!16s%2Fg%2F1q6jdl97l!19sChIJLSscMhpA24gRJKynQbeo2MA,Assisting Hands Home Care,4.5,34,Home health care service,"8191 College Pkwy #301, Fort Myers, FL 33919, United States","H445+GM Fort Myers, Florida, USA",https://www.assistinghands.com/14/florida/fortmyers/,+1 239-337-4263,"Open 24 hours

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipODleWPyXGnpcRm-BWcyLK46Fhse2ChNweTA4Lg=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:13.786Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Empath+Home+Health/data=!4m7!3m6!1s0x88db153fb7de556d:0x83f3aed67765351c!8m2!3d26.5411255!4d-81.8422575!16s%2Fg%2F11hd4ypgj9!19sChIJbVXetz8V24gRHDVld9au84M,Empath Home Health,4.2,9,Home health care service,"6811 Palisades Park Ct #2, Fort Myers, FL 33912, United States","G5R5+F3 Fort Myers, Florida, USA",https://empathhomehealth.org/,+1 855-203-2273,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BkWH7I8OeLGfFkMLE674FQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.76157&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:18.728Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Unlimited+Home+Health+Services/data=!4m7!3m6!1s0x88db3ff08dc7b293:0x155aca3c6e638509!8m2!3d26.5568717!4d-81.8781661!16s%2Fg%2F11c1vkj59h!19sChIJk7LHjfA_24gRCYVjbjzKWhU,Unlimited Home Health Services,4.2,15,Home health care service,"7370 College Pkwy #205, Fort Myers, FL 33907, United States","H44C+PP Fort Myers, Florida, USA",,+1 239-425-2631,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=frTiaMB-3jMrko0AbKeAZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.4549637&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:23.818Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/All+Heart+Home+Health+Care/data=!4m7!3m6!1s0x88db3ffa95ccfc3f:0xc768b2ad3c4ca0ca!8m2!3d26.5548535!4d-81.8759888!16s%2Fg%2F1q62pxr31!19sChIJP_zMlfo_24gRyqBMPK2yaMc,All Heart Home Health Care,3.0,2,Home health care service,"12734 Kenwood Ln #69, Fort Myers, FL 33907, United States","H43F+WJ Fort Myers, Florida, USA",,+1 239-204-4941,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VHIxNGy8DqQCtyXFXnRogA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=354.68335&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:26.811Z,,,,,,,,,,,
https://www.google.com/maps/place/Encompass+Health+Rehabilitation+Hospital+of+Cape+Coral/data=!4m7!3m6!1s0x88db43d46ab94823:0x8c49014b4100c9dc!8m2!3d26.668334!4d-81.93683!16s%2Fg%2F11rw99slw8!19sChIJI0i5atRD24gR3MkAQUsBSYw,Encompass Health Rehabilitation Hospital of Cape Coral,4.7,116,Rehabilitation center,"1730 NE Pine Island Rd, Cape Coral, FL 33909, United States","M397+87 Cape Coral, Florida, USA",https://www.encompasshealth.com/locations/cape-coral-rehab?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 239-599-3600,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMQqz2E4FV1iMIHZxYG4aCz-ngn31OePauDxzFf=w432-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:31.885Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Memory+Care+%7C+Margaret+O%27Connor,+APRN/data=!4m7!3m6!1s0x88db3ff759edca59:0xc8d4879fde909e3!8m2!3d26.5584289!4d-81.8953721!16s%2Fg%2F11tg6dqymg!19sChIJWcrtWfc_24gR4wnp_XlIjQw","Memory Care | Margaret O'Connor, APRN",,,Medical office,"12600 Creekside Ln Suite 7, Fort Myers, FL 33919, United States","H453+9V Fort Myers, Florida, USA",https://www.leehealth.org/find-a-doctor/margaret-o-connor,+1 239-343-9220,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K64sfKHBufyyPOMfDcehoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.23572&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:34.933Z,,,,,,,,,,,
https://www.google.com/maps/place/Alpha+Home+Care+Services/data=!4m7!3m6!1s0x88db3f8f81615caf:0x9dddfe872e481b1d!8m2!3d26.5572913!4d-81.8983139!16s%2Fg%2F1tdyrlpc!19sChIJr1xhgY8_24gRHRtILof-3Z0,Alpha Home Care Services,3.5,6,Home health care service,"8660 College Pkwy # 80, Fort Myers, FL 33919, United States","H442+WM Fort Myers, Florida, USA",,+1 239-332-2427,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=whoL9wJCkmwCheaYJB2EkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.42368&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:38.075Z,,,,,,,,,,,
https://www.google.com/maps/place/Lee+Physician+Group/data=!4m7!3m6!1s0x88db4023d91b7bb1:0x560ed22681ea17ca!8m2!3d26.5918746!4d-81.8715059!16s%2Fg%2F1whdk4qb!19sChIJsXsb2SNA24gRyhfqgSbSDlY,Lee Physician Group,3.8,49,Medical clinic,"4771 S Cleveland Ave, Fort Myers, FL 33907, United States","H4RH+P9 Fort Myers, Florida, USA",http://www.leehealth.org/,+1 239-481-4111,Closed ⋅ Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nprXtsOCGsu-0_OIx1wcxk21mEEP5IGAei28rB2ZtoKDmUbzhXdfIrMhmF3M0Ean32zAXJVdf6QL190vng-7dLY4YihtnGcV5pyJ01oLT8IvciO3ZNZCNRAdtvC15SjzIR2y10ckg=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:43.169Z,,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,,,
"https://www.google.com/maps/place/Hope+Kids+Care/@26.511639,-81.915158,17z/data=!3m1!4b1!4m6!3m5!1s0x88db3ef97fbb299d:0xdc72f16c6314470f!8m2!3d26.511639!4d-81.915158!16s%2Fg%2F11fk0bmvvp",Hope Kids Care,,,Hospice,"9470 Healthpark Cir, Fort Myers, FL 33908, United States","G36M+MW Fort Myers, Florida, USA",http://www.hopekidscare.org/contact-us,+1 239-482-4673,,,true,"https://www.google.com/maps/search/Hospice+clinics+in+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2025-09-18T00:12:47.895Z,,,,,,,,,,,
https://www.google.com/maps/place/Sandcastle+Homecare/data=!4m7!3m6!1s0x88dd3f0b18049aa5:0x9bc4532671b24665!8m2!3d28.005491!4d-82.13822!16s%2Fg%2F11v9ktk_zy!19sChIJpZoEGAs_3YgRZUaycSZTxJs,Sandcastle Homecare,5.0,7,Home health care service,"1003 S Alexander St #4, Plant City, FL 33563, United States","2V46+5P Plant City, Florida, USA",https://www.sandcastlehomecare.com/,+1 863-315-7550,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipObIJcnSeia7iUB767nw3TATnSsOlSpPC6kePgW=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Lakeland+FL/@28.042093,-81.9534956,14z",2025-09-18T00:13:02.588Z,Identifies as women-owned,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Pineapple+Healthcare/data=!4m7!3m6!1s0x88dd392280ea96a7:0xa983ec8a30cdf609!8m2!3d28.055211!4d-81.976023!16s%2Fg%2F11y47x1dcy!19sChIJp5bqgCI53YgRCfbNMIrsg6k,Pineapple Healthcare,5.0,2,Doctor,"1253 W Memorial Blvd, Lakeland, FL 33815, United States","324F+3H Lakeland, Florida, USA",https://www.pineapplehealthcare.com/,+1 407-553-6336,Closed ⋅ Opens 10 am Wed,https://lh3.googleusercontent.com/p/AF1QipO70D0rdMYXlQfsjvCysW-XmlASo6OdvoNRkaj9=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Lakeland+FL/@28.042093,-81.9534956,14z",2025-09-18T00:13:07.842Z,,10 am–6 pm,Closed,Closed,Closed,Closed,Closed,Closed,,,
"https://www.google.com/maps/place/Compassionate+Care+Hospice,+an+Amedisys+Company/data=!4m7!3m6!1s0x88dd3948f1c35b47:0x9c44e729f005412a!8m2!3d27.986011!4d-81.955016!16s%2Fg%2F11h1dpbztc!19sChIJR1vD8Ug53YgRKkEF8CnnRJw","Compassionate Care Hospice, an Amedisys Company",4.6,21,Hospice,"212 E Highland Dr #105, Lakeland, FL 33813, United States","X2PV+CX Lakeland, Florida, USA",https://locations.amedisys.com/fl/lakeland/hospice-0472/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 863-709-0099,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPkIIakQeYeWFMHjATkYYJba5_KTm2O1reQud8u=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Lakeland+FL/@28.042093,-81.9534956,14z",2025-09-18T00:13:12.923Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/VITAS+Healthcare/data=!4m7!3m6!1s0x88dd37870273a173:0x4453d40d0e4f21ae!8m2!3d28.0437014!4d-81.9588128!16s%2Fg%2F11b5pjflfh!19sChIJc6FzAoc33YgRriFPDg3UU0Q,VITAS Healthcare,3.9,10,Hospice,"115 S Missouri Ave Suite 350, Lakeland, FL 33815, United States","22VR+FF Lakeland, Florida, USA",https://www.vitas.com/locations-search/polk-highlands-and-hardee-counties/lakeland-hospice-office/?utm_source=google&utm_medium=locallisting&utm_content=VHC2301&y_source=1_ODcxOTI5OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 863-583-7100,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNJpOiXAysZysOtYylQXOsekNRW9Tb9sxtpiV-5=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Lakeland+FL/@28.042093,-81.9534956,14z",2025-09-18T00:13:17.997Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Empath+Hospice/data=!4m7!3m6!1s0x88dd39a5ec5ed1bd:0x8ab67b5555b77d86!8m2!3d28.0409184!4d-81.9574982!16s%2Fg%2F11v45bds9z!19sChIJvdFe7KU53YgRhn23VVV7too,Empath Hospice,,,Hospice,"331 Florida Ave S Suite 201, Lakeland, FL 33801, United States","22RV+92 Lakeland, Florida, USA",https://empathhealth.org/,+1 863-329-2750,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=63POnIOz2K7zsKhP37Q_NQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.269758&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Lakeland+FL/@28.042093,-81.9534956,14z",2025-09-18T00:13:22.913Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Cornerstone+Hospice/data=!4m7!3m6!1s0x88dd3c3b982281af:0x4d0acc6b4bd1ca00!8m2!3d27.9534966!4d-81.9249214!16s%2Fg%2F11hc_z8rlw!19sChIJr4EimDs83YgRAMrRS2vMCk0,Cornerstone Hospice,3.8,13,Hospital,"2140 Co Rd 540A in, Lakeland, FL 33813, United States","X33G+92 Lakeland, Florida, USA",http://www.cornerstonehospice.org/,+1 866-742-6655,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4U2d-lcodFiki4cPjHtIgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.10825&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Lakeland+FL/@28.042093,-81.9534956,14z",2025-09-18T00:13:27.785Z,,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,
