placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,isBlackOwned,error
"https://www.google.com/maps/place/Dr.+Karen+J.+Kraus,+MD/@36.7717029,-119.7311118,17z/data=!3m1!4b1!4m6!3m5!1s0x80945c28015f2dff:0xff02580989994d2!8m2!3d36.7717029!4d-119.7311118!16s%2Fg%2F1v7tlmhn","Dr. Karen J. Kraus, MD",,,Child psychiatrist,"4910 E Clinton Way, Fresno, CA 93727, United States","Q7C9+MH Fresno, California, USA",http://www.universitymds.com/,+1 559-453-5200,,,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:16.984Z,,,,,,,,,,
"https://www.google.com/maps/place/Craig+C.+Campbell,+MD/data=!4m7!3m6!1s0x80945c28015f2dff:0xae3588c2e4d242ae!8m2!3d36.744766!4d-119.784423!16s%2Fg%2F1tdh8prb!19sChIJ_y1fAShclIARrkLS5MKINa4","Craig C. Campbell, MD",,,Psychiatrist,"2210 E Illinois Ave #401, Fresno, CA 93701, United States","P6V8+W6 Fresno, California, USA",https://www.inspirehealth.org/md-profiles/craig-c-campbell/?utm_source=GMBSocialClimb&utm_medium=CraigC.Campbell%2CMD,+1 559-320-0580,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipO6LZsaEsMe4-4L2N3QUxr0EcsJl8q1BYxvoK-I=w408-h347-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:22.420Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Kal+Edmund+F+MD/data=!4m7!3m6!1s0x80945e5062626977:0x8df0f498de00e64c!8m2!3d36.7363407!4d-119.7510253!16s%2Fg%2F1tyzz731!19sChIJd2liYlBelIARTOYA3pj08I0,Kal Edmund F MD,,,Psychiatrist,"4441 Cesar Chavez Blvd, Fresno, CA 93702, United States","P6PX+GH Fresno, California, USA",,+1 559-453-4099,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MFbXRCx4TLcuvMVq9CCN7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.134674&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:25.433Z,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Harjot+Singh,+MD/@36.7379298,-119.7534227,17z/data=!3m1!4b1!4m6!3m5!1s0x80945e5b25404813:0xf2b78e7d9d0852e1!8m2!3d36.7379298!4d-119.7534227!16s%2Fg%2F1tdmq96b","Dr. Harjot Singh, MD",,,Psychiatrist,"445 S Cedar Ave, Fresno, CA 93702, United States","P6QW+5J Fresno, California, USA",http://universitymds.com/,+1 559-320-0580,,,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:30.640Z,,,,,,,,,,
https://www.google.com/maps/place/Urbina+Jorge+A+MD/data=!4m7!3m6!1s0x80945e5062626977:0xf1e0c01e4689e372!8m2!3d36.7363407!4d-119.7510253!16s%2Fg%2F1w96gzyn!19sChIJd2liYlBelIARcuOJRh7A4PE,Urbina Jorge A MD,1.0,1,Psychiatrist,"4441 Cesar Chavez Blvd, Fresno, CA 93702, United States","P6PX+GH Fresno, California, USA",,+1 559-453-4099,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MFbXRCx4TLcuvMVq9CCN7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.134674&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:34.992Z,,,,,,,,,,
https://www.google.com/maps/place/Raroque+Roy+M+MD/data=!4m7!3m6!1s0x80945df1e0a858c7:0xe4efdf4cab0c839e!8m2!3d36.7725795!4d-119.7779341!16s%2Fg%2F1vq9mjmg!19sChIJx1io4PFdlIARnoMMq0zf7-Q,Raroque Roy M MD,,,Psychiatrist,"2615 E Clinton Ave, Fresno, CA 93703, United States","Q6FC+2R Fresno, California, USA",http://www.fresno.va.gov/,+1 559-225-6100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8XwciSEVou993W1V698u6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.5948&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:38.790Z,,,,,,,,,,
"https://www.google.com/maps/place/University+Psychiatry+Clinic:+Chinnock+Brian+Farr+MD/@36.7379298,-119.7534227,17z/data=!3m1!4b1!4m6!3m5!1s0x80945e5b25404813:0xcd73c3d14a6177f9!8m2!3d36.7379298!4d-119.7534227!16s%2Fg%2F1v4pt79w",University Psychiatry Clinic: Chinnock Brian Farr MD,,,Doctor,"445 S Cedar Ave, Fresno, CA 93702, United States","P6QW+5J Fresno, California, USA",http://universitymds.com/,+1 559-320-0580,,,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:44.231Z,,,,,,,,,,
"https://www.google.com/maps/place/Karen+Kraus,+MD/data=!4m7!3m6!1s0x80945e1db74dd1a1:0xfa007a01cfee1cc4!8m2!3d36.744766!4d-119.784423!16s%2Fg%2F1tf3p470!19sChIJodFNtx1elIARxBzuzwF6APo","Karen Kraus, MD",,,Psychiatrist,"2210 E Illinois Ave #401, Fresno, CA 93701, United States","P6V8+W6 Fresno, California, USA",https://www.inspirehealth.org/md-profiles/karen-kraus/?utm_source=GMBSocialClimb&utm_medium=KarenKraus%2CMD,+1 559-320-0580,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNReEy_Prt2qrmsWXCzSmNT4hyjdcYrDWwFtD-X=w408-h347-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:49.268Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Gill+Tirath+S+MD/data=!4m7!3m6!1s0x80945df1e0a858c7:0x7e19fb6b8bdbb7fe!8m2!3d36.7725443!4d-119.7777088!16s%2Fg%2F1twyzsvr!19sChIJx1io4PFdlIAR_rfbi2v7GX4,Gill Tirath S MD,,,Physical therapist,"2615 E Clinton Ave, Fresno, CA 93703, United States","Q6FC+2W Fresno, California, USA",,+1 559-225-6100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5qeNqSopeg92RC6nqHxPAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.643065&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:52.169Z,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+John+L.+Schaeffer,+DO/data=!4m7!3m6!1s0x80945ddfa35b5c97:0xc8951f1a214fa8fb!8m2!3d36.7643668!4d-119.7638348!16s%2Fg%2F1hc0ybj2n!19sChIJl1xbo99dlIAR-6hPIRoflcg","Dr. John L. Schaeffer, DO",,,Psychiatrist,"3133 N Millbrook Ave, Fresno, CA 93703, United States","Q67P+PF Fresno, California, USA",,+1 559-453-8918,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T99422xNgZTfT4xLkqMN-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.21664&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:54.733Z,,,,,,,,,,
https://www.google.com/maps/place/A+New+Awakening/data=!4m7!3m6!1s0x80945dcdb082588f:0x8602e35edebb7264!8m2!3d36.7793225!4d-119.7464462!16s%2Fg%2F11bxjm61g8!19sChIJj1iCsM1dlIARZHK73l7jAoY,A New Awakening,5.0,4,Rehabilitation center,"4576 E Shields Ave, Fresno, CA 93726, United States","Q7H3+PC Fresno, California, USA",http://www.a-new-awakening.com/,+1 559-258-0249,"Open 24 hours

Updated by this business 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mHTPxkOkxbk-Bztk716tgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.87524&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:23:59.856Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Identifies as veteran-owned,,
https://www.google.com/maps/place/Fresno+Metro+Area+Outpatient+Clinic/data=!4m7!3m6!1s0x80945e50865e725f:0xb0ece4a7f652cd03!8m2!3d36.7363407!4d-119.7510253!16s%2Fg%2F11b62tv66d!19sChIJX3JehlBelIARA81S9qfk7LA,Fresno Metro Area Outpatient Clinic,,,Medical clinic,"4441 Cesar Chavez Blvd, Fresno, CA 93702, United States","P6PX+GH Fresno, California, USA",https://www.fresnocountyca.gov/Departments/Behavioral-Health/Care-Services/Programs-Services/Adult-System-of-Care,+1 559-600-4099,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MFbXRCx4TLcuvMVq9CCN7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.134674&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:04.497Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Jillian+Yoshimoto/data=!4m7!3m6!1s0x80945dc1e9292fa3:0x1cb8e1a9f4fcecc7!8m2!3d36.7782359!4d-119.7648899!16s%2Fg%2F11p07bmx0b!19sChIJoy8p6cFdlIARx-z89KnhuBw,Jillian Yoshimoto,,,Psychiatrist,"3133 N Millbrook Ave, Fresno, CA 93703, United States","Q6HP+72 Fresno, California, USA",,+1 559-600-8918,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w2GodOLecEcWGS3alwS7rQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=116.1298&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:07.276Z,,,,,,,,,,
https://www.google.com/maps/place/Mann+Assessments+%26+Psychotherapy+Inc/data=!4m7!3m6!1s0x80945f44bec11b99:0x8f59d5a822374521!8m2!3d36.7696675!4d-119.7307!16s%2Fg%2F11q4dgq3yx!19sChIJmRvBvkRflIARIUU3IqjVWY8,Mann Assessments & Psychotherapy Inc,5.0,5,Psychologist,"2140 N Winery Ave STE 101, Fresno, CA 93703, United States","Q799+VP Fresno, California, USA",https://www.manntherapy.com/,+1 559-216-0125,,https://lh3.googleusercontent.com/p/AF1QipOjWunw94FAAMCoLQtt6SVvPNnoCh_nmgX4d2zh=w408-h480-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:12.246Z,,,,,,,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Fresno+County+Mental+Health:+Amin+Mayur+MD/data=!4m7!3m6!1s0x80945e50654c985d:0xc38bca39da4dff00!8m2!3d36.7371989!4d-119.7524142!16s%2Fg%2F1hc4sz5yn!19sChIJXZhMZVBelIARAP9N2jnKi8M,Fresno County Mental Health: Amin Mayur MD,3.0,1,Doctor,"4411 Cesar Chavez Blvd, Fresno, CA 93702, United States","P6PX+V2 Fresno, California, USA",,+1 559-453-4260,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bluj3aSR0uXRhktN8BR9LQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.5731&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:17.323Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
"https://www.google.com/maps/place/Arman+Bhatti,+MD/data=!4m7!3m6!1s0x80945f9433da8e19:0xe5ff3cf122699ad3!8m2!3d36.744766!4d-119.784423!16s%2Fg%2F11x5h07bv3!19sChIJGY7aM5RflIAR05ppIvE8_-U","Arman Bhatti, MD",,,Psychiatrist,"2210 E Illinois Ave #401, Fresno, CA 93701, United States","P6V8+W6 Fresno, California, USA",https://www.inspirehealth.org/md-profiles/arman-bhatti/,+1 559-320-0580,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i-qvb4wzOVxrFPGW5qehCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.70192&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:22.128Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Vitalize+Behavioral+Health/data=!4m7!3m6!1s0x80945d0b255581f5:0x41263793fedd9bca!8m2!3d36.8079806!4d-119.7870014!16s%2Fg%2F11y7b7x7vt!19sChIJ9YFVJQtdlIARypvd_pM3JkE,Vitalize Behavioral Health,5.0,14,Mental health service,"155 E Shaw Ave Ste 201, Fresno, CA 93710, United States","R657+55 Fresno, California, USA",https://www.vitalizepsych.com/,+1 559-374-2732,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipM07RygH5TcOVMUiBCZBGAy5HNA3dTqZ7PvxHLV=w408-h271-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:27.207Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Livewell+Behavioral+Health+Counseling+Center/data=!4m7!3m6!1s0x80945d72d45f9cf9:0x81c0211e54bcc0c0!8m2!3d36.8092445!4d-119.7659935!16s%2Fg%2F11d_793f3r!19sChIJ-Zxf1HJdlIARwMC8VB4hwIE,Livewell Behavioral Health Counseling Center,3.3,29,Mental health clinic,"1300 E Shaw Ave #149, Fresno, CA 93710, United States","R65M+MJ Fresno, California, USA",http://livewellbhc.com/,+1 559-554-9710,Closes soon · 7 pm · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KDWPwJOQT1VMmO7lRQ0wYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.8992&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:32.291Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–4 pm,Closed,LGBTQ+ friendly,true,
"https://www.google.com/maps/place/Bio-Behavioral+Medical+Clinics,+Inc./data=!4m7!3m6!1s0x8094680aee230a99:0x1ab69ded23806666!8m2!3d36.8304182!4d-119.8099542!16s%2Fg%2F1tj1mr_b!19sChIJmQoj7gpolIARZmaAI-2dtho","Bio-Behavioral Medical Clinics, Inc.",3.3,23,Mental health clinic,"1060 W Sierra Ave #104, Fresno, CA 93704, United States","R5JR+52 Fresno, California, USA",http://www.bbmc-inc.com/,+1 559-437-1111,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1F6n37O1jgJUGTy1vakKNZx19HgGSubj75iApEvgybcJXLOieVPvvFq6eFQw6DJNDK8fzhr7kvOFskKu-6RloPI4hpL4lBA9nX-0HFef4_Wn1_ElrMvDEkVATIFcP9Lav01uYlA=w426-h240-k-no,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:37.372Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,8 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Dr.+Matthew+B.+House,+DO/data=!4m7!3m6!1s0x80945d0cdb3c4daf:0xe8171247e7ed0db8!8m2!3d36.8103071!4d-119.7642871!16s%2Fg%2F1tnblcrm!19sChIJr0082wxdlIARuA3t50cSF-g","Dr. Matthew B. House, DO",3.6,23,Psychiatrist,"1322 E Shaw Ave Ste 410, Fresno, CA 93710, United States","R66P+47 Fresno, California, USA",http://www.housepsychiatricclinic.com/,+1 559-226-1316,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nslSVCi9ON8o_mn7M3fFEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.970526&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:40.572Z,,,,,,,,,,
https://www.google.com/maps/place/Maria+Szpyt-Domanska/data=!4m7!3m6!1s0x80945dc194e0d913:0xe042b0b837f486f3!8m2!3d36.7785148!4d-119.764218!16s%2Fg%2F11kjq6q1g5!19sChIJE9nglMFdlIAR84b0N7iwQuA,Maria Szpyt-Domanska,,,Psychiatrist,"3133 N Millbrook Ave, Fresno, CA 93703, United States","Q6HP+C8 Fresno, California, USA",,+1 559-600-8918,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zciVIxIAPUBEAsABLEdUMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.91693&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:43.202Z,,,,,,,,,,
https://www.google.com/maps/place/Family+Services+%7C+The+Church+of+Jesus+Christ+of+Latter-day+Saints/data=!4m7!3m6!1s0x80945eb9c2a817d3:0xebf060c4ab4ab422!8m2!3d36.7619594!4d-119.7083396!16s%2Fg%2F1tcv1pkn!19sChIJ0xeowrlelIARIrRKq8Rg8Os,Family Services | The Church of Jesus Christ of Latter-day Saints,5.0,2,Mental health clinic,"1425 N Rabe Ave #101, Fresno, CA 93727, United States","Q76R+QM Fresno, California, USA",https://providentliving.churchofjesuschrist.org/lds-family-services?utm_source=gmb&utm_medium=yext&y_source=1_MTAxMzI4ODQ3Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 559-255-1446,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=grZwQLW55LSr505_4p5LxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.873&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:48.028Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Dr.+Mark+Stecker/data=!4m7!3m6!1s0x80945e1b60400001:0xad07e2b9f7b4bf86!8m2!3d36.7464045!4d-119.7830451!16s%2Fg%2F11rwxg9rms!19sChIJAQBAYBtelIARhr-097niB60,Dr. Mark Stecker,2.6,5,Psychiatrist,"290 N Wayte Ln Ste 2300, Fresno, CA 93701, United States",,https://www.communitymedical.org/for-patients-families/find-a-doctor/mark-stecker,+1 559-459-4900,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-yV89kDPmyIeR2xLsbYygA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.9923&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:50.793Z,,,,,,,,,,
"https://www.google.com/maps/place/Nicholas+Betchel,+DO/data=!4m7!3m6!1s0x80945f620d1edb3f:0x24cbe6f6e35ee90e!8m2!3d36.744766!4d-119.784423!16s%2Fg%2F11vsc1kybt!19sChIJP9seDWJflIARDule4_bmyyQ","Nicholas Betchel, DO",,,Doctor,"2210 E Illinois Ave #401, Fresno, CA 93701, United States","P6V8+W6 Fresno, California, USA",https://www.inspirehealth.org/md-profiles/nicholas-betchel/?utm_source=GMBSocialClimb&utm_medium=NicholasBetchel%2CDO,+1 559-320-0580,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMajrMbUfJtYHaeZ46yYnHTAitFu9XXE-iYWQDq=w426-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:55.616Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/North+Fine+Children%27s+Behavioral+Health+Center/data=!4m7!3m6!1s0x80945fc737ee17ed:0x12dd2c6322bbfe40!8m2!3d36.7687904!4d-119.7285277!16s%2Fg%2F11sy1mn0gm!19sChIJ7RfuN8dflIARQP67ImMs3RI,North Fine Children's Behavioral Health Center,,,Medical clinic,"2010 N Fine Ave STE 105, Fresno, CA 93727, United States","Q79C+GH Fresno, California, USA",https://www.clinicasierravista.org/locations/north-fine-childrens-behavioral-health-center/,+1 559-457-6976,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N2LciRCcnkvopK14FrN-SA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.34735&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:24:58.282Z,,,,,,,,,,
https://www.google.com/maps/place/Parraz+Lupe/data=!4m7!3m6!1s0x8094675ac22c29eb:0x3a874786893800b9!8m2!3d36.76454!4d-119.7992793!16s%2Fg%2F1th6f2f6!19sChIJ6ykswlpnlIARuQA4iYZHhzo,Parraz Lupe,,,Medical clinic,"1575 N Van Ness Ave, Fresno, CA 93728, United States","Q672+R7 Fresno, California, USA",,+1 559-266-2694,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9_YrcRYSOzf9MRidtkPecw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.75378&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:25:01.084Z,,,,,,,,,,
https://www.google.com/maps/place/Central+Coast+Behavioral+Health/data=!4m7!3m6!1s0x8b27979a1fb64735:0x50cd9e43df9c5b42!8m2!3d36.8389902!4d-119.7797213!16s%2Fg%2F11vr4m4vc6!19sChIJNUe2H5qXJ4sRQluc30OezVA,Central Coast Behavioral Health,4.0,4,Psychiatrist,"7067 N Mariposa St Ste 103, Fresno, CA 93720, United States","R6QC+H4 Fresno, California, USA",https://www.mindvibe.com/,+1 559-380-4304,Closed · Opens 8:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipPSo6A-AAGnld96k7wFShj0Ft5iHB8wS6AKFC37=w408-h408-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:25:05.910Z,8:30 am–5 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Reformations+Healing+Center/data=!4m7!3m6!1s0x80945f940e51c1b1:0x6a02d49016645dc!8m2!3d36.7400337!4d-119.7847015!16s%2Fg%2F11slx1jw9f!19sChIJscFRDpRflIAR3EVmAUktoAY,Reformations Healing Center,,,Mental health service,"2602 Fresno St, Fresno, CA 93721, United States","P6R8+24 Fresno, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G6FWJ59wTbNf4i-9Ql05NA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.85912&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:25:08.751Z,,,,,,,,,,
https://www.google.com/maps/place/Raminder+Pal+Cheema/data=!4m7!3m6!1s0x80945dc1e9292fa3:0xf598ab0d4decf4a5!8m2!3d36.7782359!4d-119.7648899!16s%2Fg%2F11sh2c7rtn!19sChIJoy8p6cFdlIARpfTsTQ2rmPU,Raminder Pal Cheema,,,Psychiatrist,"3133 N Millbrook Ave, Fresno, CA 937031425, United States","Q6HP+72 Fresno, California, USA",,+1 559-600-8918,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w2GodOLecEcWGS3alwS7rQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=116.1298&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:25:11.687Z,,,,,,,,,,
https://www.google.com/maps/place/Middleton+John+MD/data=!4m7!3m6!1s0x809467d672809385:0xcb94c08a4b716930!8m2!3d36.8224873!4d-119.8287315!16s%2Fg%2F1tlvpsc0!19sChIJhZOActZnlIARMGlxS4rAlMs,Middleton John MD,5.0,1,Psychiatrist,"2109 W Bullard Ave, Fresno, CA 93711, United States","R5CC+XG Fresno, California, USA",,+1 559-439-1534,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yrafX6y0qL6F_y9gJO8v0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.82199&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:25:16.535Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,Closed,,,
https://www.google.com/maps/place/Allay+Psychological+Services/data=!4m7!3m6!1s0x80945fb822e6c061:0x17fa7aee70ee88b8!8m2!3d36.7424047!4d-119.7825024!16s%2Fg%2F11pxs7kygr!19sChIJYcDmIrhflIARuIjucO56-hc,Allay Psychological Services,,,Psychologist,"2900 Fresno St #108, Fresno, CA 93721, United States","P6R8+XX Fresno, California, USA",http://allaypsych.com/,+1 559-721-2960,Closed · Opens 10 am Tue,https://lh3.googleusercontent.com/p/AF1QipMT_ehun-0oZNWrE5HIPA2r3K8405wv0Op8crsj=w408-h307-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2025-12-16T02:25:21.398Z,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,Closed,LGBTQ+ friendly,true,
