placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes
https://www.google.com/maps/place/DML+Tax+%26+Business+Consulting/data=!4m7!3m6!1s0x80994062b6a2e023:0xa71387a118c8173c!8m2!3d39.4914798!4d-119.8008877!16s%2Fg%2F1tflggxv!19sChIJI-CitmJAmYARPBfIGKGHE6c,DML Tax & Business Consulting,5.0,7,Tax consultant,"305 W Moana Ln Suite B, Reno, NV 89509, United States","F5RX+HJ Reno, Nevada, USA",http://www.dmltax.com/,+1 775-329-3443,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noDracFgUwpkQ4Cq_81zRZ4lWqtL6vxkY4Gyoje-XeSbcvwdNTZUMq3qns_KCxU_bYJ-3fkk8rrIcAVtNXLrVfF5r63cHZkEBrdZp3J4j0Z1DSIbbc8AK1JwQYa-Noic03jzy_fEA=w408-h240-k-no-pi-0-ya7.9380436-ro-0-fo100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:06:16.011Z,,
https://www.google.com/maps/place/Pangborn+%26+Co+Ltd/data=!4m7!3m6!1s0x809940b90946815b:0x54a3d4d49ef00214!8m2!3d39.5161527!4d-119.8079658!16s%2Fg%2F1tgjljvf!19sChIJW4FGCblAmYARFALwntTUo1Q,Pangborn & Co Ltd,3.0,2,Tax preparation service,"924 S Virginia St, Reno, NV 89502, United States","G58R+FR Reno, Nevada, USA",https://www.pangborncpa.com/,+1 775-328-1040,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xgGrJTxxDQfSvOxbA-zIEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.85798&pitch=0&thumbfov=100,false,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:06:21.287Z,,
"https://www.google.com/maps/place/Thayer+Green+%26+Associates,+CPA,+P.C./data=!4m7!3m6!1s0x80994072eb1d5ac1:0x68e74f95ac312daa!8m2!3d39.4848915!4d-119.8547605!16s%2Fg%2F1thy0169!19sChIJwVod63JAmYARqi0xrJVP52g","Thayer Green & Associates, CPA, P.C.",5.0,1,Accountant,"4795 Caughlin Pkwy # 100, Reno, NV 89519, United States","F4MW+X3 Reno, Nevada, USA",http://www.jthayercpa.com/,+1 775-284-2002,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Cwc-55b9CyXPS9Rw-SqZ1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.85799&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:06:26.223Z,,
https://www.google.com/maps/place/Ray+Melvin+S+CPA/data=!4m7!3m6!1s0x8099406bfafdb765:0xa38b677f342c2c94!8m2!3d39.4758608!4d-119.8067153!16s%2Fg%2F1xtf1tml!19sChIJZbf9-mtAmYARlCwsNH9ni6M,Ray Melvin S CPA,5.0,2,Accountant,"6900 S McCarran Blvd # 1040, Reno, NV 89509, United States","F5GV+88 Reno, Nevada, USA",http://www.melvinraycpa.com/,+1 775-322-0671,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eM3P-aC-qDNTrOPngfC_kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.42632&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:06:31.281Z,,
https://www.google.com/maps/place/Lawley+Bookkeeping+and+Accounting/data=!4m7!3m6!1s0x809947eada0b0137:0x9ccbffabe05be255!8m2!3d39.533837!4d-119.869607!16s%2Fg%2F11lrj3yq0j!19sChIJNwEL2upHmYARVeJb4Kv_y5w,Lawley Bookkeeping and Accounting,3.4,7,Bookkeeping service,"5365 Mae Anne Ave Ste. A-7B, Reno, NV 89523, United States","G4MJ+G5 Reno, Nevada, USA",http://www.lawleybookkeeping.com/,+1 775-440-1233,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOegzwUhnX7N_mfAIsCC8Nr2vQ1VnEpWX5OBbd1=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:06:36.393Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Yarborough+%26+Co/data=!4m7!3m6!1s0x809940bef6efce91:0x92ec6fd5f324145e!8m2!3d39.5116974!4d-119.8083081!16s%2Fg%2F1th49n6w!19sChIJkc7v9r5AmYARXhQk89Vv7JI,Yarborough & Co,4.0,4,Tax preparation service,"101 W Arroyo St, Reno, NV 89509, United States","G56R+MM Reno, Nevada, USA",http://www.howdal.com/,+1 775-786-1766,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Oa4xbuD26cpUn4CDEx9HQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.485797&pitch=0&thumbfov=100,false,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:06:41.732Z,,
https://www.google.com/maps/place/Kingston+Tax+Advisors/data=!4m7!3m6!1s0x809940b5fab4b6cb:0x5d6009988f36ce4d!8m2!3d39.5222088!4d-119.8152852!16s%2Fg%2F11g0k28kbc!19sChIJy7a0-rVAmYARTc42j5gJYF0,Kingston Tax Advisors,3.7,3,Accountant,"241 Ridge St suite 280, Reno, NV 89501, United States","G5CM+VV Reno, Nevada, USA",https://www.kingstontaxadvisors.com/,+1 775-507-2646,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ji-H6LT8xqkqJoc6FwYMIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.0892&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:06:44.754Z,,
https://www.google.com/maps/place/Avery+Ron+CPA/data=!4m7!3m6!1s0x809940c921253223:0xf988e9326e6ecf44!8m2!3d39.5188166!4d-119.8163709!16s%2Fg%2F1tgf3gc6!19sChIJIzIlIclAmYARRM9ubjLpiPk,Avery Ron CPA,,,Certified public accountant,"440 Marsh Ave, Reno, NV 89509, United States","G59M+GF Reno, Nevada, USA",,+1 775-333-9922,Closed ⋅ Opens 9:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PZACOdJR_M5aBmlFyo-W-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.57626&pitch=0&thumbfov=100,true,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:06:49.509Z,,
https://www.google.com/maps/place/US+Tax+Aid/data=!4m7!3m6!1s0x80993f2be3e59ff3:0x12c83ced8546c2d8!8m2!3d39.5407125!4d-119.7473612!16s%2Fg%2F11h56195s7!19sChIJ85_l4ys_mYAR2MJGhe08yBI,US Tax Aid,,,Consultant,"750 4th St, Sparks, NV 89431, United States","G7R3+73 Sparks, Nevada, USA",https://www.ustaxaid.com/contact/,+1 866-818-9866,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NlYBkAXwL0SUtzXVnh2Glw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=96.74238&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:06:52.213Z,,
https://www.google.com/maps/place/Evans+Nelson+%26+Company+CPAs/data=!4m7!3m6!1s0x8099409691f57e1b:0x504bc242b82e5d2c!8m2!3d39.4546556!4d-119.7805395!16s%2Fg%2F1tfw38mx!19sChIJG371kZZAmYARLF0uuELCS1A,Evans Nelson & Company CPAs,3.0,9,Accountant,"160 W Huffaker Ln, Reno, NV 89511, United States","F639+VQ Reno, Nevada, USA",http://encpas.com/,+1 775-825-6008,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npFIuEcz4e5bhBJQcsUpCnchL-eS440vKitfwtvg2TnogLUVfKZCF6GckXvCZeFazk-P3BfHzPptLAJq_xrWD_bq4J8VkahY3fGNZ3KxC71bK7uULf3fEmheDZodOLrKQoMRSXaGg=w408-h314-k-no,true,Closed,"8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm","8:30 am–12 pm, 1–5 pm",Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:06:57.565Z,,
"https://www.google.com/maps/place/Nevada+State+Board-Accountancy/@39.5115747,-119.7794134,17z/data=!3m1!4b1!4m6!3m5!1s0x80993f65c700fbb3:0xc0d662926cbbbed6!8m2!3d39.5115747!4d-119.7794134!16s%2Fg%2F1tl_lzh0",Nevada State Board-Accountancy,,,Association / Organization,"1325 Airmotive Wy, Reno, NV 89502, United States","G66C+J6 Reno, Nevada, USA",,+1 775-786-0231,,,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:02.602Z,,
https://www.google.com/maps/place/Janderson+Tax+Service/data=!4m7!3m6!1s0x809947c9ce7f7b1b:0x7d9c2dad6e199a38!8m2!3d39.5533616!4d-119.799623!16s%2Fg%2F11mh_9732j!19sChIJG3t_zslHmYAROJoZbq0tnH0,Janderson Tax Service,,,Tax preparation service,"2610 Daffodil Wy, Reno, NV 89512, United States","H632+85 Reno, Nevada, USA",,+1 775-762-9020,"Closed ⋅ Opens 1 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMa8e9lGkKYJdnJKJqj77LSunSVnaO-h9Xo68CM=w408-h544-k-no,true,1–7 pm,9 am–9 pm,4–9 pm,4–9 pm,4–9 pm,4–9 pm,4–9:30 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:07.526Z,,
https://www.google.com/maps/place/Alexander+Elaine+CPA/data=!4m7!3m6!1s0x809940c9c5d4720b:0xaff10e17901331b1!8m2!3d39.5231721!4d-119.8080043!16s%2Fg%2F1tm1qqgx!19sChIJC3LUxclAmYARsTETkBcO8a8,Alexander Elaine CPA,,,Accountant,"245 E Liberty St, Reno, NV 89501, United States","G5FR+7Q Reno, Nevada, USA",https://ea-cpa.com/,+1 775-324-7449,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iAuMoqW7AkLdNtfkKUG65Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.064693&pitch=0&thumbfov=100,false,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:12.371Z,,
"https://www.google.com/maps/place/Certified+Public+Accountant+CPA+Schettler,+Macy+%26+Associates,+LLC/data=!4m7!3m6!1s0x8099151cf6956f9d:0xbbd7a0f46528f04b!8m2!3d39.4553383!4d-119.7833456!16s%2Fg%2F1tggts9y!19sChIJnW-V9hwVmYARS_AoZfSg17s","Certified Public Accountant CPA Schettler, Macy & Associates, LLC",,,Certified public accountant,"110 Country Estates Cir STE 2, Reno, NV 89511, United States","F648+4M Reno, Nevada, USA",http://www.schettlermacy.com/,+1 775-624-9108,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CfRZhyIYXgdSUja7k9Xagw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.17731&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:15.323Z,,
https://www.google.com/maps/place/Cardinal+Tax+Services/data=!4m7!3m6!1s0x809940849687f91d:0x5889b1c0f85479a7!8m2!3d39.4998308!4d-119.7948086!16s%2Fg%2F1hc1n7k2c!19sChIJHfmHloRAmYARp3lU-MCxiVg,Cardinal Tax Services,3.0,2,Tax preparation service,"239 Linden St, Reno, NV 89502, United States","F6X4+W3 Reno, Nevada, USA",,+1 775-825-4042,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrDzeyGhqTSUK7Hu6A02DN1KLMe1GRtwxsbKRbu5F6TY1hc1mravbrhy3kthNbjGlC_JqnPbb9o81LP4sLT4uH3LxRPEpMWNb2cBaUMOCg4tMWPAFE6ZD3BrTokQTT903MiELMw=w408-h306-k-no,false,Closed,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,10 am–4:30 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:20.350Z,,
https://www.google.com/maps/place/Panko+Accounting+%26+Consulting/data=!4m7!3m6!1s0x80993f8b9b1c9fcd:0x96d6ec8970b3cbc5!8m2!3d39.5173812!4d-119.7746095!16s%2Fg%2F11fnt4hgs0!19sChIJzZ8cm4s_mYARxcuzcIns1pY,Panko Accounting & Consulting,,,Accountant,"3025 Mill St, Reno, NV 89502, United States","G68G+X5 Reno, Nevada, USA",https://www.pankoaccounting.com/,+1 775-741-1845,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_pmVwZLHtHZ9OoYqBrasqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.7531078&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:25.399Z,,
"https://www.google.com/maps/place/Megan+J+Reese,+EA/data=!4m7!3m6!1s0x809940c96237c459:0x8d1023f799b1b468!8m2!3d39.5224243!4d-119.8254889!16s%2Fg%2F1vxcwnw5!19sChIJWcQ3YslAmYARaLSxmfcjEI0","Megan J Reese, EA",3.9,7,Tax preparation service,"63 Keystone Ave UNIT 105, Reno, NV 89503, United States","G5CF+XR Reno, Nevada, USA",http://www.reeseaccounting.com/,+1 775-348-1617,,https://lh3.googleusercontent.com/p/AF1QipMBkBLZPG9pq8MTbGyDaO0TkguZu-vfpls8ns-w=w408-h318-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:28.206Z,,
https://www.google.com/maps/place/eastwestcpa/data=!4m7!3m6!1s0x8099409b7d06251b:0x7ac162a46bfa49b5!8m2!3d39.5053955!4d-119.7948462!16s%2Fg%2F11cs4fgzsb!19sChIJGyUGfZtAmYARtUn6a6RiwXo,eastwestcpa,,,Accountant,"550 E Plumb Ln #203, Reno, NV 89502, United States","G644+53 Reno, Nevada, USA",http://www.eastwestcpa.com/contact.php,+1 775-329-3941,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hEcKx6aE6_EEGTX4gZcNgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.21877&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:31.055Z,,
https://www.google.com/maps/place/Reno+CPA+Firm/data=!4m7!3m6!1s0x809940eac1d64913:0x6a95f0c059c8042f!8m2!3d39.5061607!4d-119.8133861!16s%2Fg%2F1263r1lpk!19sChIJE0nWwepAmYARLwTIWcDwlWo,Reno CPA Firm,,,Certified public accountant,"1875 Plumas St #5, Reno, NV 89509, United States","G54P+FJ Reno, Nevada, USA",http://www.renocpafirm.com/,+1 775-636-6858,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jja8ZMKHtEj5LJoyuZ6kiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=347.58517&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:35.931Z,,
https://www.google.com/maps/place/Barnard+Vogler+%26+Co:+Davis+Michael+E+CPA/data=!4m7!3m6!1s0x809940c9ef86fdc1:0x662876c388a45995!8m2!3d39.5211586!4d-119.8129128!16s%2Fg%2F1tmpkrqs!19sChIJwf2G78lAmYARlVmkiMN2KGY,Barnard Vogler & Co: Davis Michael E CPA,,,Certified public accountant,"100 W Liberty St # 1100, Reno, NV 89501, United States","G5CP+FR Reno, Nevada, USA",,+1 775-786-6141,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XjKeyDMvLLCrRtE3d-zW8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.70726&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:40.800Z,,
"https://www.google.com/maps/place/National+Tax+Assistance+-+IRS+Tax+Relief+Attorneys+%7C+Tax+Audit,+Levy,+Liens+Defense/data=!4m7!3m6!1s0x8099410ad2eacea9:0x1499db6f68a1c63!8m2!3d39.5253227!4d-119.799359!16s%2Fg%2F11p0dlg7k0!19sChIJqc7q0gpBmYARYxyK9radSQE","National Tax Assistance - IRS Tax Relief Attorneys | Tax Audit, Levy, Liens Defense",,,Tax preparation service,"850 Mill St, Reno, NV 89502, United States","G6G2+47 Reno, Nevada, USA",,+1 775-372-2897,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=roMsTSO_OKAa2pwvbn8MMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.86497&pitch=0&thumbfov=100,false,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:45.948Z,,
https://www.google.com/maps/place/Freelancers3500/data=!4m7!3m6!1s0x809940898369f37d:0xa7386585cf845750!8m2!3d39.4931074!4d-119.8056632!16s%2Fg%2F11h5q8mn7n!19sChIJffNpg4lAmYARUFeEz4VlOKc,Freelancers3500,5.0,1,Accountant,"3500 Lakeside Ct, Reno, NV 89509, United States",,,+1 775-250-7063,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=was_KmBQ8EkvkpR6ewcH9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.008495&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:48.752Z,,
"https://www.google.com/maps/place/VAST+Powered+by+The+CFO+Group,+Inc./data=!4m7!3m6!1s0x8099410d1065967f:0xa81b069a17e03371!8m2!3d39.4763655!4d-119.7667426!16s%2Fg%2F1th5ctll!19sChIJf5ZlEA1BmYARcTPgF5oGG6g","VAST Powered by The CFO Group, Inc.",3.5,2,Certified public accountant,"4050 S McCarran Blvd Suite D, Reno, NV 89502, United States","F6GM+G8 Reno, Nevada, USA",http://www.vastcfo.com/,+1 775-359-7600,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Og0Y5P_6e6QK962YJTovXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=137.84677&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:53.562Z,,
"https://www.google.com/maps/place/Jackson+%26+Jackson+CPAs,+Ltd./data=!4m7!3m6!1s0x809940b90bfeb56b:0x9055dce8f632031f!8m2!3d39.473021!4d-119.809142!16s%2Fg%2F12611s2xw!19sChIJa7X-C7lAmYARHwMy9ujcVZA","Jackson & Jackson CPAs, Ltd.",,,Certified public accountant,"6170 Ridgeview Ct # A, Reno, NV 89519, United States","F5FR+68 Reno, Nevada, USA",http://www.j2cpa.com/,+1 775-360-5910,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5JTZnniTNmdJPJZhKgwFqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.7819&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 am,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:07:58.354Z,,
https://www.google.com/maps/place/Cupit+Milligan+Ogden+Williams/data=!4m7!3m6!1s0x80993fefac0b7e55:0x45020c826277503e!8m2!3d39.4734329!4d-119.7748644!16s%2Fg%2F1wd3w94h!19sChIJVX4LrO8_mYARPlB3YoIMAkU,Cupit Milligan Ogden Williams,5.0,1,Accountant,"1695 Meadow Wood Ln # 100, Reno, NV 89502, United States","F6FG+93 Reno, Nevada, USA",http://www.cupit.com/,+1 775-827-5055,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1JLgz2glr6e5YK3xyn9WTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.248547&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Sparks+Reno+NV/@39.5349112,-119.7526886,14z",2025-10-19T16:08:03.326Z,,
https://www.google.com/maps/place/Jaacovi+Tax+%26+Bookkeeping/data=!4m7!3m6!1s0x4aebab773e3b6fc1:0x6886d3be71050f3c!8m2!3d39.1858575!4d-119.7668972!16s%2Fg%2F11sgqg44l1!19sChIJwW87Pner60oRPA8Fcb7Thmg,Jaacovi Tax & Bookkeeping,5.0,69,Tax preparation service,"123 W Nye Ln Suite 445, Carson City, NV 89706, United States","56PM+86 Carson City, Nevada, USA",http://www.jaacovitax.com/,+1 775-400-4586,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IEJbtNjAGWnGWd6uHdzLSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.63924&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-10-19T16:08:24.343Z,Identifies as veteran-owned,
https://www.google.com/maps/place/LATIN+TAX+PRO/data=!4m7!3m6!1s0x80990b099fe65255:0x16da6ef868c2b6a2!8m2!3d39.1736418!4d-119.7673064!16s%2Fg%2F11f68ply_y!19sChIJVVLmnwkLmYARorbCaPhu2hY,LATIN TAX PRO,5.0,55,Tax preparation service,"1502 N Carson St #4, Carson City, NV 89703, United States","56FM+F3 Carson City, Nevada, USA",http://www.latintaxes.pro/,+1 775-410-9795,,https://lh3.googleusercontent.com/p/AF1QipNrmkytFq0ytLSZvuUFAgdmzJGqr47yLZuzfxXR=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-10-19T16:08:29.672Z,,
"https://www.google.com/maps/place/Cowee,+CPA+ltd./data=!4m7!3m6!1s0x80990aa3ed2dc2bd:0xbcba17b6a0fe4ab7!8m2!3d39.1654218!4d-119.7706106!16s%2Fg%2F1vntk45d!19sChIJvcIt7aMKmYARt0r-oLYXurw","Cowee, CPA ltd.",4.5,10,Accountant,"302 N Minnesota St, Carson City, NV 89703, United States","568H+5Q Carson City, Nevada, USA",,+1 775-884-3215,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPxmUEsZ4by-GKMCD6BNBConqAYSCfz_Rc5ZFo_=w408-h261-k-no,true,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-10-19T16:08:34.748Z,,
https://www.google.com/maps/place/Capital+Tax+Solutions+LLC/data=!4m7!3m6!1s0x80990aa19acb827b:0xceef36126ed71203!8m2!3d39.1644028!4d-119.7680555!16s%2Fg%2F11gbv8_hw4!19sChIJe4LLmqEKmYARAxLXbhI2784,Capital Tax Solutions LLC,4.7,29,Tax preparation service,"112 N Curry St, Carson City, NV 89703, United States","567J+QQ Carson City, Nevada, USA",http://www.capitaltaxsolutions.net/,+1 775-882-7768,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9Blk7KDHe6ZsMgOUc6NqGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.85632&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-10-19T16:08:39.788Z,,
"https://www.google.com/maps/place/VT+Accounting+Associates,+LLP/data=!4m7!3m6!1s0x80990ada0b0caa6b:0x3f62310a40330eff!8m2!3d39.1893858!4d-119.7775692!16s%2Fg%2F1jkxqgj5p!19sChIJa6oMC9oKmYAR_w4zQAoxYj8","VT Accounting Associates, LLP",5.0,2,Certified public accountant,"3470 Gs Richards Blvd, Carson City, NV 89703, United States","56QC+QX Carson City, Nevada, USA",http://www.vta-cpa.com/,+1 775-882-3201,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMtVhNCAFChvrU9xl1Hre0Rjp9dI7jaPBckGwCw=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Carson+City+Reno+NV/@39.1637984,-119.7674034,14z",2025-10-19T16:08:44.853Z,,
