placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,sunday,monday,tuesday,wednesday,thursday,friday,saturday,isBlackOwned,attributes,error
https://www.google.com/maps/place/Ramseur+Psychotherpy/data=!4m7!3m6!1s0x89e7b3dacf11245d:0xcb024cce00376e94!8m2!3d41.6633475!4d-72.7930696!16s%2Fg%2F1262gn17t!19sChIJXSQRz9qz54kRlG43AM5MAss,Ramseur Psychotherpy,5.0,2,Psychotherapist,"85 Lexington St, New Britain, CT 06052, United States","M674+8Q New Britain, Connecticut, USA",,+1 860-224-0815,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oZZ8faunuKLTOGIFJowGSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.4611&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:08:29.979Z,,,,,,,,,,,
https://www.google.com/maps/place/Novella+Infusion+Cromwell/data=!4m7!3m6!1s0x89e64b53e06bc073:0xd0f5d63b3cd5c1f5!8m2!3d41.601308!4d-72.6909331!16s%2Fg%2F11y951jfds!19sChIJc8Br4FNL5okR9cHVPDvW9dA,Novella Infusion Cromwell,,,Medical clinic,"75 Berlin Rd STE 105, Cromwell, CT 06416, United States","J825+GJ Cromwell, Connecticut, USA",https://novellainfusion.com/find-a-location/,+1 860-768-9123,,https://lh3.googleusercontent.com/p/AF1QipNBUmgd2u7DaJ4yz-qZvmpJr_LIymUNV5DZUdkq=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:08:32.760Z,,,,,,,,,,,
https://www.google.com/maps/place/LIVation/data=!4m7!3m6!1s0x89e7b781d64d2e0b:0xddff342f10811951!8m2!3d41.5991602!4d-72.83579!16s%2Fg%2F11rsg98h12!19sChIJCy5N1oG354kRURmBEC80_90,LIVation,5.0,31,Wellness center,"267 N Star Dr, Southington, CT 06489, United States","H5X7+MM Southington, Connecticut, USA",https://www.livationct.com/,+1 860-414-2251,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNLMChB2TiEHIALqzd4URgq56siwJjivC8RYCyY=w408-h291-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:08:37.766Z,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Infusion+Center/data=!4m7!3m6!1s0x89e6532bffffffff:0xa4a2f2a8c399ff80!8m2!3d41.743111!4d-72.7038047!16s%2Fg%2F1261rg50f!19sChIJ_____ytT5okRgP-Zw6jyoqQ,Infusion Center,,,Doctor,"Hartford, CT 06106, United States",,,+1 860-545-2744,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GPXfIHu1WIY6a2_il2CTpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.92819&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:08:40.374Z,,,,,,,,,,,
https://www.google.com/maps/place/Superior+Associates+Infusion+Center+-+Middletown/data=!4m7!3m6!1s0x89e7b53f0ff93a3f:0x2b86e7f9f8fa534b!8m2!3d41.5915675!4d-72.7125607!16s%2Fg%2F11whdfm6xj!19sChIJPzr5Dz-154kRS1P6-Pnnhis,Superior Associates Infusion Center - Middletown,,,Medical Center,"101 Centerpoint Drive Suite 210, Middletown, CT 06457, United States","H7RP+JX Middletown, Connecticut, USA",https://www.superior-associates.com/,+1 203-309-5399,,https://lh3.googleusercontent.com/p/AF1QipO14a1iWbNi3xd_3hIWDxmO2WjninH7nRRnyFvc=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:08:42.994Z,,,,,,,,,,,
"https://www.google.com/maps/place/Eclectic+Naturopathic+Medical+Center,+LLC/data=!4m7!3m6!1s0x89e7b30c73caf0fd:0x604f9f9b1447b225!8m2!3d41.698129!4d-72.7268748!16s%2Fg%2F11bw4p4xd5!19sChIJ_fDKcwyz54kRJbJHFJufT2A","Eclectic Naturopathic Medical Center, LLC",5.0,1,Medical clinic,"66 Cedar St #201, Newington, CT 06111, United States","M7XF+77 Newington, Connecticut, USA",http://www.kathleenrileynd.com/,+1 860-665-1254,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LZqSZH4P34fcuY52NSru3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=338.29483&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:08:48.145Z,,Closed,9 am–6 pm,10 am–4 pm,Closed,10 am–6 pm,9 am–2 pm,Closed,,,
https://www.google.com/maps/place/Ivy+Rehab+HSS+Physical+Therapy+Center+of+Excellence/data=!4m7!3m6!1s0x89e7ad68d1e73181:0xcfc091c1d365dacf!8m2!3d41.7267145!4d-72.7565917!16s%2Fg%2F11spr3vzy9!19sChIJgTHn0Wit54kRz9pl08GRwM8,Ivy Rehab HSS Physical Therapy Center of Excellence,4.8,57,Physical therapy clinic,"1445 New Britain Ave Suite 1397, West Hartford, CT 06110, United States","P6GV+M9 West Hartford, Connecticut, USA",https://ivyrehab.com/physical-therapy-location/west-hartford-ct/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business,+1 860-629-0860,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNc_DgH0dmGxTRw7HGhmy24vBMgb937NZJNxLvf=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:08:53.258Z,LGBTQ+ friendly,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Forward+Approach+Physical+Therapy+%26+Wellness/data=!4m7!3m6!1s0x89e7b3bd26c2ec97:0x625778f71a7682da!8m2!3d41.6982066!4d-72.7249049!16s%2Fg%2F11t1jfb6dx!19sChIJl-zCJr2z54kR2oJ2Gvd4V2I,Forward Approach Physical Therapy & Wellness,5.0,15,Physical therapy clinic,"18A Cedar St, Newington, CT 06111, United States","M7XG+72 Newington, Connecticut, USA",https://www.forwardapproachpt.com/,+1 860-372-9177,,https://lh3.googleusercontent.com/p/AF1QipOOw7G3MLthAPbH90eIrH9MQF9SmFACwM4JyjBb=w408-h271-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:08:56.107Z,LGBTQ+ friendly,,,,,,,,,,
https://www.google.com/maps/place/Hartford+HealthCare+Medical+Group/data=!4m7!3m6!1s0x89e7b152002de063:0x6d082c1665a11cf1!8m2!3d41.6751073!4d-72.8225644!16s%2Fg%2F11h1j4qhyv!19sChIJY-AtAFKx54kR8RyhZRYsCG0,Hartford HealthCare Medical Group,3.0,6,Rheumatologist,"183 N Mountain Rd #207, New Britain, CT 06053, United States","M5GG+2X New Britain, Connecticut, USA",https://hartfordhealthcaremedicalgroup.org/locations/specialty-care/new-britain/183-north-mountain-road,+1 860-524-2610,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bGCU9o6Bx6Zm9yrLCFw3Kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=18.66818&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:08:59.062Z,,,,,,,,,,,
https://www.google.com/maps/place/Hartford+HealthCare-GoHealth+Urgent+Care/data=!4m7!3m6!1s0x89e7ad6874135def:0xf7b5d5329ad5ee5b!8m2!3d41.7269853!4d-72.756444!16s%2Fg%2F11j7jkjpf4!19sChIJ710TdGit54kRW-7VmjLVtfc,Hartford HealthCare-GoHealth Urgent Care,4.7,537,Urgent care center,"1445 New Britain Ave Ste 1381, West Hartford, CT 06110, United States","P6GV+QC West Hartford, Connecticut, USA",https://www.gohealthuc.com/hartford/locations/corbins-corner?utm_source=gmb&utm_medium=organic&utm_content=hartford-corbinscorner,+1 860-317-9787,"Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPGqJxV-3hBmPVZVmPsQFa-PHx47k79mjdrpiIq=w408-h378-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:04.041Z,LGBTQ+ friendly,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/MedCare+Express+Urgent+Care%2F+Primary+Care/data=!4m7!3m6!1s0x89e64d4d03751973:0xd414ecb501d34485!8m2!3d41.6906893!4d-72.705471!16s%2Fg%2F1thctc5v!19sChIJcxl1A01N5okRhUTTAbXsFNQ,MedCare Express Urgent Care/ Primary Care,2.9,205,Urgent care center,"2288 Berlin Tpke, Newington, CT 06111, United States","M7RV+7R Newington, Connecticut, USA",http://www.fastmedcare.com/,+1 860-757-3575,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOU5QrwzHd9o6BRWSIa-QOZgHjCaIlxsmAZ2SR5=w408-h314-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:09.289Z,LGBTQ+ friendly,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/MovEvolution+Physical+%26+Performance+Therapy+-+New+Britain/data=!4m7!3m6!1s0x89e7b3791646a729:0xfd5eac56be3dd562!8m2!3d41.6513448!4d-72.8113729!16s%2Fg%2F11rnny6950!19sChIJKadGFnmz54kRYtU9vlasXv0,MovEvolution Physical & Performance Therapy - New Britain,5.0,175,Physical therapist,"265 Reservoir Rd, New Britain, CT 06052, United States","M52Q+GF New Britain, Connecticut, USA",https://movevolutionpt.com/,+1 718-522-2658,Closed ⋅ Opens 4 pm Fri,https://lh3.googleusercontent.com/p/AF1QipOSJUHAobAkkCb44YPfB1n_a9YNIR_ubwMk2NWh=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:14.457Z,LGBTQ+ friendly,Closed,Closed,Closed,Closed,Closed,4–7 pm,8 am–3 pm,true,,
https://www.google.com/maps/place/Stem+Cell+Therapy+-+BioRestore/data=!4m7!3m6!1s0x89e7b1effc9525e3:0x244a45a81bd05a29!8m2!3d41.706081!4d-72.8150858!16s%2Fg%2F11fk0bd02p!19sChIJ4yWV_O-x54kRKVrQG6hFSiQ,Stem Cell Therapy - BioRestore,4.5,8,Pain management physician,"10 Waterside Dr, Farmington, CT 06032, United States","P54M+CX Farmington, Connecticut, USA",https://biorestorehealth.com/?utm_campaign=GMB&utm_medium=stem_cells_farmington,+1 860-957-8221,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPxTpaZOSpZyIqKdhQ4S9Seb7KZNoBZa1lIAMg3=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:19.485Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,9 am–5 pm,,,
https://www.google.com/maps/place/Infusions+Salon/data=!4m7!3m6!1s0x89e7b376c6fc1f33:0x58aa290de700fb55!8m2!3d41.6734155!4d-72.7411643!16s%2Fg%2F11p5xrstvh!19sChIJMx_8xnaz54kRVfsA5w0pqlg,Infusions Salon,4.5,8,Hair salon,"451 New Britain Ave, Newington, CT 06111, United States","M7F5+9G Newington, Connecticut, USA",,+1 860-869-7406,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipOWhEJhyBtbQzBR-ITCCtK8edvz0POP2j1dpPyg=w408-h407-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:24.557Z,,Closed,Closed,9 am–6 pm,11 am–8 pm,9 am–7 pm,9 am–6 pm,9 am–3 am,,,
https://www.google.com/maps/place/Center+of+Excellence+in+Pain+%26+Regenerative+Medicine/data=!4m7!3m6!1s0x89e7b3ce6d44b821:0x529dc2669c0bf286!8m2!3d41.7248097!4d-72.7977824!16s%2Fg%2F1v96mv29!19sChIJIbhEbc6z54kRhvILnGbCnVI,Center of Excellence in Pain & Regenerative Medicine,4.8,55,Pain management physician,"55 South Rd Suite 100, Farmington, CT 06032, United States","P6F2+WV Farmington, Connecticut, USA",https://roshninpatelmd.com/,+1 860-773-4332,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOtpY-DAwwZSAI9A43XyTukXyo3rMWTFDMCDRF-=w427-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:29.734Z,LGBTQ+ friendly,Closed,"9 am–12 pm, 1–4 pm","9 am–12 pm, 1–4 pm","9 am–12 pm, 1–4 pm","9 am–12 pm, 1–4 pm",Closed,Closed,,,
https://www.google.com/maps/place/Smilow+Cancer+Hospital+Yale-New+Haven+At+Saint+Francis/data=!4m7!3m6!1s0x89e653571252c5c1:0xa4acc444362b4502!8m2!3d41.7731727!4d-72.6997632!16s%2Fg%2F1hf1_4q6_!19sChIJwcVSEldT5okRAkUrNkTErKQ,Smilow Cancer Hospital Yale-New Haven At Saint Francis,4.6,9,Cancer treatment center,"94 Woodland St, Hartford, CT 06105, United States","Q8F2+73 Hartford, Connecticut, USA",https://www.trinityhealthofne.org/location/smilow-cancer-hospital-at-saint-francis-hospital,+1 860-714-4680,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XUomOtzxdeEoq6O3JMfFMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.56752&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:32.993Z,,,,,,,,,,,
https://www.google.com/maps/place/Rebound+Performance+Physical+Therapy/data=!4m7!3m6!1s0x89e7b365dfb530e3:0xed512b20584ba2d3!8m2!3d41.6678145!4d-72.7230558!16s%2Fg%2F11sl6ysjz4!19sChIJ4zC132Wz54kR06JLWCArUe0,Rebound Performance Physical Therapy,5.0,39,Physical therapist,"193 Pascone Pl, Newington, CT 06111, United States","M79G+4Q Newington, Connecticut, USA",http://www.reboundperformancept.com/,+1 203-601-7446,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMHlbWYF5D9Vr4O0OMSAFhBlP1o9xGVF02UKRwn=w408-h434-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:38.051Z,,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,8 am–12 pm,,,
https://www.google.com/maps/place/Let+It+Be+Therapy+and+Wellness+Center/data=!4m7!3m6!1s0x89e7ad007d6d4cfb:0xe17a3e57f392569b!8m2!3d41.70097!4d-72.7555399!16s%2Fg%2F11vyj43_59!19sChIJ-0xtfQCt54kRm1aS81c-euE,Let It Be Therapy and Wellness Center,5.0,6,Psychotherapist,"107 Fenn Rd, Newington, CT 06111, United States","P62V+9Q Newington, Connecticut, USA",,+1 860-426-4577,Closed ⋅ Opens 12:30 pm Tue,https://lh3.googleusercontent.com/gps-cs-s/AC9h4novNgrc0UpFBSs16yyY_1RXpqffdPB0iTevFLx25ji8MRBFuhTguQWs429jhjeP6B7cA0dJfuV7uTcqJrnwKxgri90crBxgAWcGbUqyJ1PyMu1uFN9BjyWkdyca9WFUNTriyquH=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:43.099Z,LGBTQ+ friendly,10:30 am–3:30 pm,Closed,12:30–6:30 pm,11:30 am–5:30 pm,Closed,11:30 am–5:30 pm,11:30 am–2:30 pm,,,
https://www.google.com/maps/place/Quantum+Brain+Health-Farmington/data=!4m7!3m6!1s0x89e7ad1f7d2754a1:0xb71524f5f7ba7959!8m2!3d41.7248097!4d-72.7977824!16s%2Fg%2F11tjl6nlfn!19sChIJoVQnfR-t54kRWXm69_UkFbc,Quantum Brain Health-Farmington,,,Health consultant,"55 South Rd suite 120, Farmington, CT 06032, United States","P6F2+WV Farmington, Connecticut, USA",https://rnpwellness.com/,+1 860-521-3921,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNhoSAJ7geADQrE0h1dDaV8-4B6Zbq5Z1mCl-hd=w533-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:47.921Z,,Closed,"9 am–12 pm, 1–4 pm","9 am–12 pm, 1–4 pm","9 am–12 pm, 1–4 pm","9 am–12 pm, 1–4 pm",Closed,Closed,,,
https://www.google.com/maps/place/Hartford+HealthCare+Cancer+Institute+at+Hartford+Hospital/data=!4m7!3m6!1s0x89e653072abd5c13:0xac62569a3296e658!8m2!3d41.7537488!4d-72.6787176!16s%2Fg%2F11bv2gzxzb!19sChIJE1y9KgdT5okRWOaWMppWYqw,Hartford HealthCare Cancer Institute at Hartford Hospital,3.7,3,Cancer treatment center,"79 Retreat Ave, Hartford, CT 06106, United States","Q83C+FG Hartford, Connecticut, USA",https://hartfordhealthcare.org/services/cancer-care?gclid=EAIaIQobChMI9LL-0L6f3wIVxoSzCh24WwgLEAAYASAAEgL9tfD_BwE,+1 860-972-6000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OqM6fx0LJFg8i0aJnCEQsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.35913&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:50.852Z,,,,,,,,,,,
"https://www.google.com/maps/place/The+Way,+The+Truth,+The+Life+Counseling+Center,+LLC/data=!4m7!3m6!1s0x89e653960158eb07:0xaecc5142ee82d068!8m2!3d41.6658863!4d-72.8116334!16s%2Fg%2F11rd9mgnb5!19sChIJB-tYAZZT5okRaNCC7kJRzK4","The Way, The Truth, The Life Counseling Center, LLC",4.3,11,Psychotherapist,"1 Hartford Square #262, New Britain, CT 06052, United States","M58Q+98 New Britain, Connecticut, USA",https://www.psychologytoday.com/us/therapists/the-way-the-truth-the-life-counseling-center-ll-new-britain-ct/915365,+1 203-444-3778,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipNOal4fJjdNcaWbmnajrVMriUAIq4V5frBJK5yH=w480-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:09:55.702Z,,Closed,Closed,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Spirit+Soul+and+Body+Clinical+Services+LLC/data=!4m7!3m6!1s0x89e7b334acb4234d:0xfdf3994b0d6cb7e0!8m2!3d41.6615941!4d-72.7832043!16s%2Fg%2F11jyfvrr05!19sChIJTSO0rDSz54kR4LdsDUuZ8_0,Spirit Soul and Body Clinical Services LLC,,,Mental health service,"303 Arch St, New Britain, CT 06051, United States","M668+JP New Britain, Connecticut, USA",https://www.spiritsoulbodyclinicalservices.com/,+1 860-964-7311,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_Db4JKjtg8YQJ8Y1TFwfqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.20746&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:10:00.650Z,,9 am–5 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,,,
https://www.google.com/maps/place/Roba+Physical+Therapy+and+Wellness/data=!4m7!3m6!1s0x89e7b366411b0dd1:0x8f4e02935ef827c4!8m2!3d41.6844436!4d-72.7081675!16s%2Fg%2F11qh8r48xx!19sChIJ0Q0bQWaz54kRxCf4XpMCTo8,Roba Physical Therapy and Wellness,5.0,347,Physical therapist,"2434 Berlin Tpke Unit 14, Newington, CT 06111, United States","M7MR+QP Newington, Connecticut, USA",http://www.robaphysicaltherapy.com/,+1 860-687-9700,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOc99V3AyNSNRTsEOrh-ca7Q6mFnlN4iXwCK4n2=w408-h612-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:10:05.592Z,,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,9 am–1 pm,,,
https://www.google.com/maps/place/Testosterone+Replacement+Therapy/data=!4m7!3m6!1s0x89e7b1177a1ce5bd:0x5b8c0b5d1fe652e2!8m2!3d41.7063064!4d-72.8136342!16s%2Fg%2F11l5g9j642!19sChIJveUcehex54kR4lLmH10LjFs,Testosterone Replacement Therapy,5.0,11,Medical clinic,"10 Waterside Dr room 1, Farmington, CT 06032, United States","P54P+GG Farmington, Connecticut, USA",https://biorestorehealth.com/for-men/testosterone-replacement-therapy-farmington-ct/?utm_campaign=GMB&utm_medium=trt_farmington,+1 860-596-0019,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yT7JxEjcu05STA260RLfxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.8341&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:10:10.588Z,LGBTQ+ friendly,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,,,
https://www.google.com/maps/place/Courage+Counseling+Center/data=!4m7!3m6!1s0x89e7b2a57ac82d05:0xe3bcf0acf4349fdc!8m2!3d41.6945971!4d-72.7221837!16s%2Fg%2F11cs3y18c_!19sChIJBS3IeqWy54kR3J809KzwvOM,Courage Counseling Center,5.0,8,Counselor,"1268 Main St #204, Newington, CT 06111, United States","M7VH+R4 Newington, Connecticut, USA",http://www.couragecc.com/,+1 860-785-6222,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNfw16KpMP4UW3qKlpC1_DUnwcMyI6cDb6iGztz=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:10:15.692Z,,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,,,
https://www.google.com/maps/place/Kaleidoscope+ABA+Therapy+Services/data=!4m7!3m6!1s0x89e7b3643404d949:0x706fb1c46ad782d9!8m2!3d41.6981289!4d-72.7268746!16s%2Fg%2F11kj887bz7!19sChIJSdkENGSz54kR2YLXasSxb3A,Kaleidoscope ABA Therapy Services,2.7,7,Mental health clinic,"66 Cedar St Suite 101, Newington, CT 06111, United States","M7XF+77 Newington, Connecticut, USA",http://www.kfsaba.org/,+1 877-222-0399,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPFX7B4NTSk2pWXlaJwekOI6xl_JNwI3c80AMxQ=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:10:20.558Z,,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,,,
https://www.google.com/maps/place/Skin+Therapy+by+Kim/data=!4m7!3m6!1s0x89e64d5d397e17dd:0x22ec24c12cb9cfa0!8m2!3d41.6615469!4d-72.6800184!16s%2Fg%2F11h8cg08yr!19sChIJ3Rd-OV1N5okRoM-5LMEk7CI,Skin Therapy by Kim,5.0,28,Facial spa,"21 New Britain Ave, Rocky Hill, CT 06067, United States","M869+JX Rocky Hill, Connecticut, USA",http://www.skintherapybykim.com/,+1 860-257-8661,,https://lh3.googleusercontent.com/p/AF1QipOSyzh_5KV7iA3uuC0mCF0FvYls28dp7yT_J7kj=w408-h476-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:10:23.380Z,LGBTQ+ friendly,,,,,,,,,,
"https://www.google.com/maps/place/Connecticut+Addiction+Medicine,+LLC/data=!4m7!3m6!1s0x89e64ce23f2f6ae5:0xda8ef27ed49abc80!8m2!3d41.6555307!4d-72.6787323!16s%2Fg%2F1ptwf3wph!19sChIJ5WovP-JM5okRgLya1H7yjto","Connecticut Addiction Medicine, LLC",4.4,37,Addiction treatment center,"546 Cromwell Ave #101, Rocky Hill, CT 06067, United States","M84C+6G Rocky Hill, Connecticut, USA",https://ctaddictionmedicine.com/,+1 860-757-3874,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e7WWdOPEZJJJo7zwZOaG_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.17772&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:10:28.400Z,,Closed,9 am–5 pm,9 am–6 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Sutton+Dental+%26+Braces/data=!4m7!3m6!1s0x89e7b3ccdd2af4fb:0x8044fc66187dce54!8m2!3d41.6701289!4d-72.783714!16s%2Fg%2F11gtz90cbl!19sChIJ-_Qq3cyz54kRVM59GGb8RIA,Sutton Dental & Braces,3.6,263,Dentist,"105 Myrtle St, New Britain, CT 06051, United States","M6C8+3G New Britain, Connecticut, USA",https://suttondentalgroup.com/,+1 860-801-8650,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNGwov4D-PWCzKZ5cB8O1zFtrhmDWzKlq7vh3KN=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+New+Britain+CT/@41.6800839,-72.7581581,14z",2025-09-28T23:10:33.378Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–2 pm,,,
