placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Rowan+Lawn+%26+Landscapes/data=!4m7!3m6!1s0x88605f2c45f7a741:0x8c996f52e08e1f06!8m2!3d35.1525144!4d-85.1744018!16s%2Fg%2F11h3ft9jtf!19sChIJQaf3RSxfYIgRBh-O4FJvmYw,Rowan Lawn & Landscapes,4.7,52,Lawn care service,"6537 Harbor View Dr, Hixson, TN 37343, United States","5R3G+26 Hixson, Chattanooga, TN, USA",https://rowanlandscapes.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business&utm_content=website-button,+1 423-605-8989,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbS5jFc7w0B7mrGqwNkSX3O4uYOV-Zdfs6JHIdhQDU5Y3Y56mVY3EdPF_LQrY0HQc-FncPzg53gyzldDo2RbdxhGdelO_0Oxe0yP2aJD_eAIFhUuqOngIxYeLJxDpR16_iAoPI=w425-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,Closed,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:55:14.344Z,,,,
https://www.google.com/maps/place/Mckinnley+Excavating/data=!4m7!3m6!1s0x88605c2b3b52fcc3:0x3ba88f02a318e5d2!8m2!3d35.0332211!4d-85.3147198!16s%2Fg%2F11cjk2yshb!19sChIJw_xSOytcYIgR0uUYowKPqDs,Mckinnley Excavating,4.1,43,Excavating contractor,"411 W 21st St, Chattanooga, TN 37408, United States","2MMP+74 Chattanooga, Tennessee, USA",http://www.digchattanooga.com/,+1 423-314-5041,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1s5xc1MIMXmT2teRjgJpFESDaIV94Nb_fw7nlzpn2_LHRQLr_yngV077lqPqLIh1FLvQQn9xR6NCSrXDFnPx7aaOwI1rkE56TO1p_LLoOQEIlJkaKB0FttazPHPEdK4WKK3YykA=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:55:19.191Z,,,,
https://www.google.com/maps/place/Lawn+Pro%27s/data=!4m7!3m6!1s0x88605dc505b5b343:0x79f7e4219cf2bde2!8m2!3d35.0078435!4d-85.3004134!16s%2Fg%2F11jmz3q2gg!19sChIJQ7O1BcVdYIgR4r3ynCHk93k,Lawn Pro's,3.8,18,Lawn care service,"1017 E 33rd St, Chattanooga, TN 37407, United States","2M5X+4R Chattanooga, Tennessee, USA",http://www.lawnproschattanooga.com/,+1 423-667-1787,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSSehfCj_koajThwPO7Oj9TD_OR9sNms71bYdJ5PBhMGNDkLdfntd4sLzgn12OufnuigsRJz1V22QRWSgx9ZuVvAF5FGW6puN5apRa1LK_X-39zbXcy3QA7VMzv4kXy4O31FuP=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:55:21.980Z,,,,
"https://www.google.com/maps/place/Evergreen+Lawn+Service,+Inc/data=!4m7!3m6!1s0x886063f827900001:0x23995125d402f592!8m2!3d34.803911!4d-85.1865774!16s%2Fg%2F11gg9d2ht7!19sChIJAQCQJ_hjYIgRkvUC1CVRmSM","Evergreen Lawn Service, Inc",4.8,45,Landscaper,,,http://evergreenlawnserviceinc.com/,+1 706-857-6226,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMACBor5UwRr5hAcIVibNcFgdM6sd-r7oVkdgW29QV84fwCVwqkn-Yvbfvb170WMycmWoWzNsBFy8m8QLBf3qw54snSh-aheUHzMcUp6W2_PjhvxbuBxdFlRj_ZHbh-z1DSfVvOBBExdnD=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:55:26.662Z,,,,
"https://www.google.com/maps/place/Ordered+Steps+Lawn+Care+and+More,+Corp./data=!4m7!3m6!1s0x886063fb64a44407:0x583856c4cde08231!8m2!3d35.045848!4d-85.152251!16s%2Fg%2F11f3h1rntt!19sChIJB0SkZPtjYIgRMYLgzcRWOFg","Ordered Steps Lawn Care and More, Corp.",5.0,7,Lawn care service,,,http://orderedstepslawn.com/,+1 423-208-7163,Open · Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlVVyrncWCREqcemw7kx63PjGmpAH20yZuHSgXtH2CYNFCApzehblkx8FU7Q8kf-1BI-EPpuD8uTQwqyWcZvotWjHa_lqCgFFBQRWDvQfosUFdg3i5rsFmcE2FUTkvRC4ZOtiVbA=w408-h272-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,Closed,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:55:31.331Z,,,,
https://www.google.com/maps/place/Mckinnley+Landscape+and+Supply/data=!4m7!3m6!1s0x88606105288c9ef9:0x6a8b080bbcb673a5!8m2!3d35.0332861!4d-85.3147123!16s%2Fg%2F11gxsst3sv!19sChIJ-Z6MKAVhYIgRpXO2vAsIi2o,Mckinnley Landscape and Supply,3.8,17,Landscaping supply store,"4180 S Creek Rd, Chattanooga, TN 37406, United States","2MMP+84 Chattanooga, Tennessee, USA",,+1 423-314-5041,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qpjjEyxMKXrmuT4YmSeOig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.27324&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:55:36.338Z,· Delivery,,,
https://www.google.com/maps/place/Bursting+Blooms/data=!4m7!3m6!1s0x8860654ae9ddc657:0x5728ed21331afe86!8m2!3d35.0080021!4d-85.1188214!16s%2Fg%2F11h3l0r__l!19sChIJV8bd6UplYIgRhv4aMyHtKFc,Bursting Blooms,4.4,16,Landscaper,"2700 Banks Rd, Chattanooga, TN 37421, United States","2V5J+6F Chattanooga, Tennessee, USA",https://burstingblooms.com/,+1 423-503-0931,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4lQTvI9RFEGzBJPE36BpyQoRq2WVc6EgWPtwBEetRryLI-mOvJYTYkoQi3VhGqwtySyIvQZ3MNf4kXqdrU_O_9uIaQQwBrLpA_Go37lcE8wA2u6wKTElWA7wortRg4RXm4iSr=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:55:41.177Z,,,,
https://www.google.com/maps/place/Diaz+Lawn+Care+And+Landscaping/data=!4m7!3m6!1s0x8860637d2e0fffff:0x48ccb6b886da92db!8m2!3d35.0318414!4d-85.1379292!16s%2Fg%2F11p0vxt74h!19sChIJ__8PLn1jYIgR25Lahri2zEg,Diaz Lawn Care And Landscaping,5.0,5,Landscaper,"2248 Tristram Rd, Chattanooga, TN 37421, United States","2VJ6+PR Chattanooga, Tennessee, USA",https://diazlawncareandlandscaping.com/,+1 423-227-2576,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyLzsvDHdtpZcYNBTwpFQ9hBWd0hJaQXUhc2PgpxMAq6xl8PT5KwmdtVxtJpklIQRnDATvkoBzOuW9YbtiRkX1BNj_tAEf26fToW4f1EcAdbo9Jy6c3nAIwiLu_-v_racxRU6UDg=w433-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–5 pm,12–5 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:55:46.143Z,,,,
https://www.google.com/maps/place/Martin+Bush+Hogging/data=!4m7!3m6!1s0x8860638438f410ed:0x1915ccea4dd1ae39!8m2!3d35.0653894!4d-85.1603742!16s%2Fg%2F11gl4vpzw0!19sChIJ7RD0OIRjYIgROa7RTerMFRk,Martin Bush Hogging,5.0,55,Landscaper,"2819 Hamby Cir, Chattanooga, TN 37421, United States","3R8Q+5V Chattanooga, Tennessee, USA",http://martinlandclearing.net/,+1 423-593-1707,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxsBkyUaynZxgcVGjY7MYD41byXSPJXeOxc7SetA-SI-fz1-nlkaTX1tKX0RAyzuUphzUyqbVU7Wm9SU5ZR27UQAhTInH3G_W7snXqKodhX8q_4wzY7Y1TEngmUhaKj8ldeqJcHw=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:55:51.064Z,,,,
https://www.google.com/maps/place/The+Backyard+Nursery/data=!4m7!3m6!1s0x88605d82a36a7b8f:0x3109810207347dde!8m2!3d35.0242245!4d-85.2741267!16s%2Fg%2F11j5qv3y_6!19sChIJj3tqo4JdYIgR3n00BwKBCTE,The Backyard Nursery,4.9,90,Garden center,"2301 E Main St, Chattanooga, TN 37404, United States","2PFG+M8 Chattanooga, Tennessee, USA",https://www.facebook.com/backyardnurserychatt/,+1 423-309-4899,"Open · Closes 5 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAg8DLYhLOr24TR0ibAGMkPIpSRa8hH-qjmm8n7QnqYPzl186ZFh1xl4i2MDor6NQKsMh8gzbuwoi5N95v2GtOSbo-ht8GPWcjY7_w9b7XnswjP9UaJgykS5S01yccZFEwwOHr=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–4 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:55:55.995Z,· In-store shopping · In-store pick-up,,,
https://www.google.com/maps/place/Next+Level+Landscaping/data=!4m7!3m6!1s0x88606778db26167d:0xff94dbba35e54e98!8m2!3d35.0986115!4d-85.2597765!16s%2Fg%2F11bxb9_wt0!19sChIJfRYm23hnYIgRmE7lNbrblP8,Next Level Landscaping,4.8,6,Landscaper,,,,+1 423-994-2581,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwfJPYmkkGYZJZR_GGngxeGSLhDszfIzJ-stDbvotPP1eMIteF-OnTSdiP6rxc71AU1jT6B428gry8tnUasrfp4241cQ8DRAgNkXw6EQmiqZRVDCoHwtmS5rqgpDqO8Bax2S_FVQ=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:00.890Z,,,,
https://www.google.com/maps/place/Felker+Landscapes/data=!4m7!3m6!1s0x88605ddcafba1b71:0xc848e63e6cf18015!8m2!3d35.0252539!4d-85.2977488!16s%2Fg%2F1vfwdlf0!19sChIJcRu6r9xdYIgRFYDxbD7mSMg,Felker Landscapes,4.1,9,Landscaper,"2210 Fagan St, Chattanooga, TN 37408, United States","2PG2+4W Chattanooga, Tennessee, USA",https://www.felkerlandscapes.com/,+1 423-498-5994,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhnXfpDLlaSkQFRFSl2FZGdd2Nua07HK--urrOMcvtRisXo1jDgNqQkM_XSAWw6gDqNdDIJ0M-1CasPbaVqa16mwHi19LBOKHIT6XBYXZmsDyT6LnpQ5ZrpsqcSj3-9mnFhNbrhv5_RY1U=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:03.604Z,,,,
https://www.google.com/maps/place/Scenic+City+Arborists/data=!4m7!3m6!1s0x88605fe6428cb9fb:0xccbe3ef2da30297e!8m2!3d35.0695581!4d-85.3098394!16s%2Fg%2F11fmp8tytr!19sChIJ-7mMQuZfYIgRfikw2vI-vsw,Scenic City Arborists,4.9,163,Tree service,"618 Spears Ave, Chattanooga, TN 37405, United States","3M9R+R3 Chattanooga, Tennessee, USA",http://sceniccityarborists.com/,+1 423-930-8733,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqZo3XsbjPJrY0pPe0TE1518JWYcSIl7ithGkh7wKviIwSS3O-FkjnySt39yfEWa3J7yFHeAdPirYh4RO96FbeO3wlg9ExSS8DJq8aCRR-1o74VESxhpvHkbVVMJH7CVDa3bY7rQ=w657-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:08.420Z,,,,
https://www.google.com/maps/place/Do+It+All+Landscaping+LLC/data=!4m7!3m6!1s0x88605fb7f400b865:0x60b7afeddabf2d21!8m2!3d35.113017!4d-85.1283295!16s%2Fg%2F11rfryq06p!19sChIJZbgA9LdfYIgRIS2_2u2vt2A,Do It All Landscaping LLC,5.0,8,Landscape designer,,,,+1 423-803-8578,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHjzpuJglXSVO203L7NC8iJ3W69jgp-Y5Bf-VlSox4nZpJwLYVNKzb9G6ChyNOzT8YxkbqeJfzU5-X_7JzuqyI6h2nd4u9ZTOgBUvbEnli4MyL-GBraiN8aTwpP4q-SBtbxr64U=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:13.359Z,,,,
https://www.google.com/maps/place/The+Barn+Nursery/data=!4m7!3m6!1s0x88605dec07ecd663:0x4872b10c369eb46b!8m2!3d35.0174025!4d-85.2867025!16s%2Fg%2F1vxcx45l!19sChIJY9bsB-xdYIgRa7SeNgyxckg,The Barn Nursery,4.7,628,Garden center,"1801 E 24th St Pl, Chattanooga, TN 37407, United States","2P87+X8 Chattanooga, Tennessee, USA",http://www.barnnursery.com/,+1 423-698-2276,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmkTMPimL0P04bI4E4z0XZ-cTgVHprl6bZ6zPDx4qAsjZ-1srmcDa0sNt-g_JIca9GobLIPTevShKYSG9BTnEmHUnKZ_2IQQhxejIzaUC9e1E_lFbtLjzRR25OPKEksOFIVpc=w408-h307-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:18.393Z,"Garden center with a variety plants, including seasonal Christmas trees, plus home decor & gifts. · In-store pick-up · Delivery",,,
https://www.google.com/maps/place/Landscape+By+Design/data=!4m7!3m6!1s0x88605ffabaa767c3:0x70ae78c2321cbf00!8m2!3d35.1129422!4d-85.2818184!16s%2Fg%2F1tk23nsz!19sChIJw2enuvpfYIgRAL8cMsJ4rnA,Landscape By Design,4.7,3,Landscaper,"3703 Premium Dr, Chattanooga, TN 37415, United States","4P79+57 Chattanooga, Tennessee, USA",,+1 423-362-0724,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JqFiPJmtAQYG_HnDWW3_1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=296.20505&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:21.297Z,,,,
https://www.google.com/maps/place/GreenStreet+Landscape+Company/data=!4m7!3m6!1s0x88607a5635a5aa41:0x2625716f8767d53b!8m2!3d35.0971654!4d-85.255456!16s%2Fg%2F11gf8f08qm!19sChIJQaqlNVZ6YIgRO9Vnh29xJSY,GreenStreet Landscape Company,4.9,93,Landscape designer,,,https://www.greenstreetlandscapecompany.com/,+1 423-240-2748,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhLlijDfVNEhhtVOT_af380p6nH834s94WOAUpYpNTmyE66fdoeH1exSH28u0djO3AJKEleTmz5lXBzv8XGAknrhnC-D8JjtEqGzvGz92l8PF0suX8kq5K1XblfSve5WeC96xWog=w408-h305-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:26.088Z,,,,
https://www.google.com/maps/place/Keeling+Company/data=!4m7!3m6!1s0x886063cd1eea4de7:0xc4ed56ed3f0acc44!8m2!3d35.0734099!4d-85.176683!16s%2Fg%2F1vljh1n0!19sChIJ503qHs1jYIgRRMwKP-1W7cQ,Keeling Company,4.6,16,Irrigation equipment supplier,"6232 Bonny Oaks Dr, Chattanooga, TN 37416, United States","3RFF+98 Chattanooga, Tennessee, USA",http://www.keelingcompany.com/,+1 423-296-8082,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpx04TiefHESfWJhRjGjnNEraQ-4mWGKvEZnOrZ3w8J_rk4S6Zagg9Ot7I4Yrcf1C58bTa5lwWpwKkXGmawFzFALwlGqv4uVeQsE37y5C8LNOBLMQKAaLI4nTcls5CIQHnKxeW2A=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:30.855Z,,,,
https://www.google.com/maps/place/J%26D+Lawn+%26+Landscaping/data=!4m7!3m6!1s0x88605d9b2f2ae79d:0xbf079b4d78e0fe64!8m2!3d35.0143363!4d-85.2892816!16s%2Fg%2F11j48jfblg!19sChIJnecqL5tdYIgRZP7geE2bB78,J&D Lawn & Landscaping,5.0,3,Landscaper,"1712 E 27th St, Chattanooga, TN 37407, United States","2P76+P7 Chattanooga, Tennessee, USA",,+1 423-504-6531,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5KgnKQbpFrfk9ibqNVSrKuWE0ZSjA0_krcglgFiHmgrc6W0pTMC8Zd1XdwCNYPGmpslgnqu0njH872QaEqu-qHeRypes3ONflpinU6AvCaJw1wEp1K1slG3b3sIifexIiUbvD6g=w425-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:35.558Z,,Identifies as Latino-owned,,
https://www.google.com/maps/place/Lawn+Care+Chatt/data=!4m7!3m6!1s0x67a7b12b45970b29:0x1f24173edd32fc28!8m2!3d35.1127401!4d-85.1283295!16s%2Fg%2F11vf04r1cb!19sChIJKQuXRSuxp2cRKPwy3T4XJB8,Lawn Care Chatt,,,Lawn care service,,,https://www.lawncarechatt.com/,+1 423-205-6943,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHY7OXTu_ag7zLezS3-rGuME4zDpjLqXuAy6riUhC-M88vKATxZmXPHuHpp-PBq7yCQ9yE0FHPN509nS5vVY-j2q8SSy63b0LJMPB47fkYwXmX_igdJOtQfbrMMCEMyHIfWbAMbMtzk9uXS=w420-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–4 pm,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:40.132Z,,,,
https://www.google.com/maps/place/TruGreen+Lawn+Care/data=!4m7!3m6!1s0x886060439b838815:0x337386fc133294da!8m2!3d35.0925474!4d-85.2462377!16s%2Fg%2F1q2wlcmtq!19sChIJFYiDm0NgYIgR2pQyE_yGczM,TruGreen Lawn Care,3.8,600,Lawn care service,"4135 S Creek Rd, Chattanooga, TN 37406, United States","3QV3+2G Chattanooga, Tennessee, USA",https://www.trugreen.com/local-lawn-care/tennessee/chattanooga/?utm_source=gmb&utm_channel=organic,+1 833-418-5004,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlXQd_caBNJXUr5i5Hk_u7jOpHWPMIQ0mV9BvcgJEri-5n5XveBUgRcn94pGBxHeDFnWvC6-Nz_bQBsNwQqW0ikFKRi3T7cLH6iuQEvcDK8ayxkK7ukOIlEN-aEbOKd1l79IW5P7nsoUo=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:45.328Z,,,,
https://www.google.com/maps/place/LawnStarter+Lawn+Care+Service/data=!4m7!3m6!1s0x8860636ecfd98791:0x23510b5b904009d4!8m2!3d35.051067!4d-85.1470696!16s%2Fg%2F11gr577tfh!19sChIJkYfZz25jYIgR1AlAkFsLUSM,LawnStarter Lawn Care Service,4.7,146,Lawn care service,"7310 Standifer Gap Rd Suite #509, Chattanooga, TN 37421, United States","3V23+C5 Chattanooga, Tennessee, USA",https://www.lawnstarter.com/chattanooga-tn-lawn-care?utm_source=google&utm_medium=GLocal&utm_campaign=ChattanoogaLocal,+1 615-645-3173,Open · Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWuzmTJL_GuBA4QDRlNXBGSCDfNCR9ya3gE9b0pzqyKfKjbwANaXuWz52BR2st8OZxjxIofImrP-WUAtMJ8YH_RFzA6tCasEXvy6Pv0dn-aHWZNfTyVmZPM-WMW5vKjk9PEpr9do8bVhFu=w408-h408-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:50.233Z,,,,
https://www.google.com/maps/place/Lawn+Mowed%3F/data=!4m7!3m6!1s0x8860f5601cc3454d:0x49066b9efe0a42dc!8m2!3d35.1240084!4d-85.2936913!16s%2Fg%2F11fll688yn!19sChIJTUXDHGD1YIgR3EIK_p5rBkk,Lawn Mowed?,5.0,3,Lawn care service,"312 Reads Lake Rd, Chattanooga, TN 37415, United States","4PF4+JG Chattanooga, Tennessee, USA",,+1 423-591-4600,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFDEoixhFTPv60wUn9Zf1m9akoRWj1dnH2g5UfUMP27QYEkMm881EaFiyMLcxPHw7nuNYLodJmQFX4DQlomgvfzRZr_3oz16HJ7eZiFGaHRL9NW2YbCLa0o-sLuvrBjwY03LwXG=w493-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:56:55.065Z,,,,
https://www.google.com/maps/place/Capital+Waste+Services/data=!4m7!3m6!1s0x886061f84c6c7259:0x9cb4f22d54fdbfe2!8m2!3d35.0792911!4d-85.2578904!16s%2Fg%2F11py87sq8q!19sChIJWXJsTPhhYIgR4r_9VC3ytJw,Capital Waste Services,4.0,108,Waste management service,"1387 Wisdom St, Chattanooga, TN 37406, United States","3PHR+PR Chattanooga, Tennessee, USA",https://capwasteservices.com/chattanooga-service-page/,+1 423-497-1333,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELVfzQhgLhKG5NWJmmM8_qMb7XvMuYAZrBpcoGkNh-5sWiPzApJiTVHsy9XYICNo5AcguKkp0ynvDvPryuEvcEf4uGHMgSfhBVoZrkhkG_VnnwwxFq-2qxrUK4BryxxBktCo7o=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:57:00.039Z,,,,
https://www.google.com/maps/place/OneScape/data=!4m7!3m6!1s0x8860648c0c83bcb5:0x63064e33c24f4bce!8m2!3d35.0310469!4d-85.3034022!16s%2Fg%2F11hbvs52c5!19sChIJtbyDDIxkYIgRzktPwjNOBmM,OneScape,4.4,9,Landscaper,"1830 Washington St, Chattanooga, TN 37408, United States","2MJW+CJ Chattanooga, Tennessee, USA",http://onescapeco.com/,+1 423-718-6437,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUxN1ZYwPHh4hZ6WO9nVgdKx_DCJK6X3MRPqdIYHqG4XQofbx1qcdaI79SMQ8yyAEwz6xKOArSjMk5Fdez6ccVyEJQtahPEW-TMGBxQUT5qkmZ8r7qzjdgFWuzq_HEYo0a7rHodg=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7:30 am–5 pm,9 am–3 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:57:04.759Z,,,,
"https://www.google.com/maps/place/Reedy+Landscaping,Inc./@35.1528868,-85.2694596,17z/data=!3m1!4b1!4m6!3m5!1s0x88608acdacacf50b:0x16e5a975c24108bc!8m2!3d35.1528868!4d-85.2694596!16s%2Fg%2F1tx47sg5","Reedy Landscaping,Inc.",5.0,3,Landscaper,"5604 Dayton Blvd, Chattanooga, TN 37415, United States","5P3J+56 Chattanooga, Tennessee, USA",http://www.reedylandscaping.com/,+1 423-877-5810,,,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Chattanooga+Chattanooga+TN/@35.0773618,-85.2308414,14z",2026-04-29T18:57:09.519Z,,,,
