placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Tennessee+Valley+Pain+Consultants+-+Huntsville+Hospital+Pain+Center/data=!4m7!3m6!1s0x886213514df4f543:0xdc3cdbc4879dea48!8m2!3d34.7192175!4d-86.581551!16s%2Fg%2F1td05st6!19sChIJQ_X0TVETYogRSOqdh8TbPNw,Tennessee Valley Pain Consultants - Huntsville Hospital Pain Center,4.7,2090,Pain control clinic,"201 Governors Dr SW Suites 300 & 400, Huntsville, AL 35801, United States","PC99+M9 Huntsville, Alabama, USA",https://tnvalleypain.com/,+1 256-265-7246,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOkrTwtCUa1ic1cNXBybcUAcQQAX98eIFhOq5rn=w408-h272-k-no,true,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-09-29T00:51:08.966Z,,,,
https://www.google.com/maps/place/Huntsville+Hospital+Urgent+Care+-+Hazel+Green/data=!4m7!3m6!1s0x8862398325cac653:0xaee4797799930bb!8m2!3d34.9404907!4d-86.5722806!16s%2Fg%2F11jz1pg26f!19sChIJU8bKJYM5YogRuzCZeZdH7go,Huntsville Hospital Urgent Care - Hazel Green,4.6,1002,Urgent care center,"14451 US-231 431 N. Suite 100, Hazel Green, AL 35750, United States","WCRH+53 Hazel Green, Alabama, USA",https://www.urgentteam.com/locations/huntsville-hospital-urgent-care-hazel-green-al/,+1 256-829-6025,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOZ49ZxqBsCU2FE8ueLIpQ0Sb1y0QWo5R2Bslg=w426-h240-k-no,true,1–5 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-09-29T00:51:14.116Z,,,,
https://www.google.com/maps/place/IV+Lounge+at+QC/data=!4m7!3m6!1s0x8862690ad335949f:0x4fe3c0261259fd5e!8m2!3d34.7568078!4d-86.729142!16s%2Fg%2F11r3sr6qp4!19sChIJn5Q10wppYogRXv1ZEibA408,IV Lounge at QC,4.1,8,Medical clinic,"7500 Hwy 72 W, Madison, AL 35758, United States","Q74C+P8 Madison, Alabama, USA",http://www.theivloungeatqc.com/,+1 256-667-3719,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FAF9Sd-H6UTlc5zXSJ8a2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.20236&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-09-29T00:51:19.084Z,,,,
https://www.google.com/maps/place/Fertility+Institute+of+North+Alabama/data=!4m7!3m6!1s0x88626caa86fdb55d:0x5159da0a712e5f3f!8m2!3d34.7208783!4d-86.5845839!16s%2Fg%2F11g71ym7zb!19sChIJXbX9hqpsYogRP18ucQraWVE,Fertility Institute of North Alabama,4.5,88,Fertility clinic,"808 Turner St SW, Huntsville, AL 35801, United States","PCC8+95 Huntsville, Alabama, USA",http://www.fertilityalabama.com/,+1 256-217-9613,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNWheszibvUAy-z5z0eZPvSWAX4_FCsipox80qv=w426-h240-k-no,true,Closed,7:30 am–3 pm,7:30 am–3 pm,7:30 am–3 pm,7:30 am–3 pm,7 am–1 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-09-29T00:51:23.993Z,,,,
https://www.google.com/maps/place/IVO2+-+IV+Therapy+%26+Wellness+Shots+%28at+Trinity+Medical+Center%29/data=!4m7!3m6!1s0x88626d6fff1e18fd:0xf9326e328a867dd6!8m2!3d34.7204105!4d-86.5864259!16s%2Fg%2F11l2v562jn!19sChIJ_Rge_29tYogR1n2GijJuMvk,IVO2 - IV Therapy & Wellness Shots (at Trinity Medical Center),,,Medical Center,"500 Governors Dr SW, Huntsville, AL 35801, United States","PCC7+5C Huntsville, Alabama, USA",https://www.trinity-medicalcare.com/drip-factor,+1 256-667-3708,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMyCDgQHQ402geh0LC2JPhq0dzTQzuX85ykJuTN=w408-h342-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-09-29T00:51:28.800Z,,,,
https://www.google.com/maps/place/Cove+Telehealth+for+Women/data=!4m7!3m6!1s0x8862136b59f3c84f:0x2b195fc840b05527!8m2!3d34.7184744!4d-86.5835238!16s%2Fg%2F11v0klxpbs!19sChIJT8jzWWsTYogRJ1WwQMhfGSs,Cove Telehealth for Women,5.0,14,Medical clinic,"301 Longwood Dr SW, Huntsville, AL 35801, United States","PC98+9H Huntsville, Alabama, USA",http://www.covetelehealthforwomen.com/,+1 256-808-8836,,https://lh3.googleusercontent.com/p/AF1QipNy9Qyg7efSYKK4nQNoI665JKJrOiwqjsOq40a-=w408-h612-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-09-29T00:51:31.630Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Discovery+Medical+Center/data=!4m7!3m6!1s0x886214b294a7e3ed:0xf83af05e5cd0f94b!8m2!3d34.7345998!4d-86.5929114!16s%2Fg%2F1thqbl8d!19sChIJ7eOnlLIUYogRS_nQXF7wOvg,Discovery Medical Center,4.9,291,Medical clinic,"415 Church St NW Suite 1&2, Huntsville, AL 35801, United States","PCM4+RR Huntsville, Alabama, USA",https://www.discoverymedcenter.com/,+1 256-533-2900,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPU01cLzfSQelBg7KIlkKLywCftJ5J6v7b6MbdO=w408-h725-k-no,true,Closed,"8:30 am–12:30 pm, 2–6 pm","8:30 am–12:30 pm, 2–6 pm","8:30 am–12:30 pm, 2–6 pm","8:30 am–12:30 pm, 2–6 pm",Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-09-29T00:51:36.591Z,,,,
https://www.google.com/maps/place/Alabama+Institute+for+Sleep+Health+-+Huntsville/data=!4m7!3m6!1s0x8889c94a9b1dc7d3:0x56441ebe8d6b3d02!8m2!3d34.6932622!4d-86.5709791!16s%2Fg%2F1tddyjt_!19sChIJ08cdm0rJiYgRAj1rjb4eRFY,Alabama Institute for Sleep Health - Huntsville,4.8,94,Sleep clinic,"333 Whitesport Dr SW Ste 205, Huntsville, AL 35801, United States","MCVH+8J Huntsville, Alabama, USA",https://alsleephealth.com/,+1 256-808-0009,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOl4Ip1277wyMGlplxVlzgK2JH9zISA6zpetbA=w960-h240-k-no,true,Closed,Closed,8 am–4:30 pm,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-09-29T00:51:41.433Z,,,,
https://www.google.com/maps/place/Optum+Infusion+Pharmacy/data=!4m7!3m6!1s0x88626cb9d23fffff:0x9b8127fc7e2cbc55!8m2!3d34.7123877!4d-86.6740494!16s%2Fg%2F11fll651c5!19sChIJ__8_0rlsYogRVbwsfvwngZs,Optum Infusion Pharmacy,,,Pharmacy,"6767 Old Madison Pike suite 305, Huntsville, AL 35806, United States","P86G+X9 Huntsville, Alabama, USA",https://www.optum.com/business/providers/pharmacy/infusion-pharmacy.html,+1 800-264-6742,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G4u2lN-sU18VBKKj7SD3Xw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.8707938&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Meridianville+Huntsville+AL/@34.8699372,-86.571385,14z",2025-09-29T00:51:46.242Z,,,,
"https://www.google.com/maps/place/ARC+Healthcare,+LLC/data=!4m7!3m6!1s0x88626d8f02635bb1:0xaaaa17a567bb2c3d!8m2!3d34.7087349!4d-86.5920369!16s%2Fg%2F11kj10l8z9!19sChIJsVtjAo9tYogRPSy7Z6UXqqo","ARC Healthcare, LLC",5.0,23,Addiction treatment center,"1200 Winner Ave SW, Huntsville, AL 35805, United States","PC55+F5 Huntsville, Alabama, USA",https://www.archealthcarehsv.com/,+1 256-715-7786,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=duYdPcu33C22Uw5XwikjVw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.89944&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Madison+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:52:11.727Z,,,,
https://www.google.com/maps/place/Alliance+Cancer+Care+Radiation+Oncology/data=!4m7!3m6!1s0x88626c7e2b697f7b:0xadb372609e1f35bc!8m2!3d34.7234299!4d-86.6216249!16s%2Fg%2F1tjz42ws!19sChIJe39pK35sYogRvDUfnmBys60,Alliance Cancer Care Radiation Oncology,5.0,10,Cancer treatment center,"3601 CCI Dr NW # 10, Huntsville, AL 35805, United States","P9FH+99 Huntsville, Alabama, USA",https://alliancecancercare.com/,+1 256-319-5400,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqfw-zk-dtzxQI2JuWeJs0C7JAoQKOQHQSCx5t_J9PoODNHSal-XOSLcpxnsNwye8Wh8yvz2r-6leWRuvIsD2ZCXzOOFJIPt4WToPl4qL2PX08LeyxT9pzZOUvlOuCXhSwsX8Kg=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:52:39.580Z,,,,
https://www.google.com/maps/place/Russel+Hill+Cancer+Foundation/data=!4m7!3m6!1s0x88626c7e1816f5a5:0x6ce39feba5a37f48!8m2!3d34.7231048!4d-86.6215842!16s%2Fg%2F11cm3v3hjf!19sChIJpfUWGH5sYogRSH-jpeuf42w,Russel Hill Cancer Foundation,5.0,2,Non-profit organization,"3601 CCI Dr NW, Huntsville, AL 35805, United States","P9FH+69 Huntsville, Alabama, USA",http://russelhill.org/,+1 256-705-4133,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rDg851iBIgKiIGUEK7UYLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.6376&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:52:44.615Z,,,,
https://www.google.com/maps/place/ContinuumRx/data=!4m7!3m6!1s0x88626ca973bf952f:0x23a44ce945680e17!8m2!3d34.707495!4d-86.5910937!16s%2Fg%2F11bv5swbnn!19sChIJL5W_c6lsYogRFw5oRelMpCM,ContinuumRx,2.6,7,Pharmacy,"2650 Leeman Ferry Rd SW UNIT C, Huntsville, AL 35801, United States","PC45+XH Huntsville, Alabama, USA",http://www.continuumrx.com/,+1 800-665-2850,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0_By-u_biCuyI3xChSi3JQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.90396&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:52:49.470Z,,,,
https://www.google.com/maps/place/Outpatient+Diagnostic+Center/data=!4m7!3m6!1s0x88626cab340eccb5:0x71c598bab418719a!8m2!3d34.7230365!4d-86.5792453!16s%2Fg%2F11b5qrvwdz!19sChIJtcwONKtsYogRmnEYtLqYxXE,Outpatient Diagnostic Center,4.9,1665,Medical diagnostic imaging center,"115 St Clair Ave SE, Huntsville, AL 35801, United States","PCFC+68 Huntsville, Alabama, USA",https://odcalabama.com/,+1 256-534-5600,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipM6CWllO79xIMtdAneNEJBrPC8hs2T7yqA-vrrx=w408-h306-k-no,true,7 am–5 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–7 pm,7 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:52:54.624Z,,,,
https://www.google.com/maps/place/Breathe+Better+Institute/data=!4m7!3m6!1s0x88626d89d0d56cc5:0xedac7cf15824b5f1!8m2!3d34.7203935!4d-86.6193275!16s%2Fg%2F11mcjfglsj!19sChIJxWzV0IltYogR8bUkWPF8rO0,Breathe Better Institute,5.0,32,Allergist,"3810 Governors Dr SW Suite 200, Huntsville, AL 35805, United States","P9CJ+57 Huntsville, Alabama, USA",http://breathbetterhuntsville.com/?utm_campaign=[google-my-business-campaign-name]&utm_source=gmb&utm_medium=social&rsiCampaignId=63261,+1 256-333-6673,"Closed ⋅ Opens 7:30 am Mon

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrQRxg6-vxiBpBPF4c4_yDFL6T59jsbF2X7RroFkAz7g1n5TDOZvvcYOU6BnYYUjNLSSejXPDFn3NJ1bE4oRqu2A0lAB_DTVnyFhOUJpb6hQ-Hm1GCcu0mKqF56oVRj5dZzadIVVMhic21F=w408-h544-k-no,true,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:52:59.662Z,,,,
https://www.google.com/maps/place/Dermatology+Specialists+of+Alabama/data=!4m7!3m6!1s0x88621353c156cd1b:0x382874a86d1a79ee!8m2!3d34.7188546!4d-86.5765112!16s%2Fg%2F11b7fxvdzg!19sChIJG81WwVMTYogR7nkabah0KDg,Dermatology Specialists of Alabama,4.8,2684,Dermatologist,"201 Longwood Dr SE A, Huntsville, AL 35801, United States","PC9F+G9 Huntsville, Alabama, USA",http://mydermspecialists.com/location/huntsville/?utm_source=gmb&utm_medium=organic,+1 256-533-1160,"Closed ⋅ Opens 7 am Mon

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPjumXsNZ9pzDv-JF8sh4JIikJvSv3qp9-tqFUa=w408-h303-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7:30 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:04.550Z,,,,
https://www.google.com/maps/place/Medical+Affiliated+Research/data=!4m7!3m6!1s0x88626ca9e6ae9f81:0xc4c8dde627be6616!8m2!3d34.7252356!4d-86.58637!16s%2Fg%2F1w0p6c76!19sChIJgZ-u5qlsYogRFma-J-bdyMQ,Medical Affiliated Research,4.9,20,Social services organization,"303 Williams Ave SW # 512, Huntsville, AL 35801, United States","PCG7+3F Huntsville, Alabama, USA",https://newhorizonresearchgroup.com/locations/medical-affiliated-research-center/,+1 256-533-6603,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OuXBij_rrsTUP33Sz9fJWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.833054&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:07.318Z,,,,
https://www.google.com/maps/place/Pearl+Skin+Aesthetics/data=!4m7!3m6!1s0x88626b6af44fe441:0x1d0b3cb88d2bb9ee!8m2!3d34.7345083!4d-86.5921298!16s%2Fg%2F11l39468xc!19sChIJQeRP9GprYogR7rkrjbg8Cx0,Pearl Skin Aesthetics,4.8,117,Medical spa,"415 Church St NW Suite C, Huntsville, AL 35801, United States","PCM5+R4 Huntsville, Alabama, USA",https://psamedspa.com/?y_source=1_MTA0MzU4NzE3Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 256-936-4770,"Closed ⋅ Opens 9 am Mon

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOxYKKFBzG-mZWH4Xx9TRfNX-M563gCgYrWagzW=w408-h612-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:12.451Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Huntsville+Hospital/data=!4m7!3m6!1s0x8862129922c49b27:0x11129cf7f3e1f3c!8m2!3d34.7211561!4d-86.5807587!16s%2Fg%2F1tdhfr16!19sChIJJ5vEIpkSYogRPB8-f88pEQE,Huntsville Hospital,4.4,5505,Hospital,"101 Sivley Rd SW, Huntsville, AL 35801, United States","PCC9+FM Huntsville, Alabama, USA",https://www.huntsvillehospital.org/,+1 256-265-1000,,https://lh3.googleusercontent.com/p/AF1QipM7iqR8oHBj36ryq-FuHwAj8tR10NqvteSxIzBb=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:17.855Z,,,,
https://www.google.com/maps/place/Five+Points+Family+Medicine/data=!4m7!3m6!1s0x886215f3fd963e87:0x78f416bb08b4343c!8m2!3d34.7385779!4d-86.5788057!16s%2Fg%2F11vyhjfwy3!19sChIJhz6W_fMVYogRPDS0CLsW9Hg,Five Points Family Medicine,5.0,202,Medical clinic,"502 Pratt Ave NE, Huntsville, AL 35801, United States","PCQC+CF Huntsville, Alabama, USA",https://www.fivepointsfamilymedicine.com/,+1 256-699-4092,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNhp_F55ybAwfyoyYnZrDhN3JL0ErIcZjKXeNnY=w408-h256-k-no,true,Closed,"7:30 am–12 pm, 1–4:30 pm","7:30 am–12 pm, 1–4:30 pm","7:30 am–12 pm, 1–4:30 pm","7:30 am–12 pm, 1–4:30 pm","7:30 am–12 pm, 1–4:30 pm",Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:22.977Z,,,,
"https://www.google.com/maps/place/Huntsville+Allergy+Relief+Center,+LLC/data=!4m7!3m6!1s0x88626cb0597234a3:0x5db305eed136af36!8m2!3d34.7176925!4d-86.5802305!16s%2Fg%2F11f63wvvhs!19sChIJozRyWbBsYogRNq820e4Fs10","Huntsville Allergy Relief Center, LLC",4.8,26,Medical clinic,"220 Rhett Ave SW, Huntsville, AL 35801, United States","PC99+3W Huntsville, Alabama, USA",http://www.advancedallergytherapeutics.com/,+1 256-886-4139,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RMutGfLulNrqYCnYEFjt7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.412379&pitch=0&thumbfov=100,true,Closed,8 am–2:30 pm,8 am–2:30 pm,Closed,8 am–2:30 pm,8 am–2:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:27.882Z,,Identifies as women-owned,,
https://www.google.com/maps/place/Huntsville+Hospital+Breast+Center/data=!4m7!3m6!1s0x88621356bbf0a8eb:0x33819dec4d9fa7d1!8m2!3d34.7215227!4d-86.5745343!16s%2Fg%2F11bysjqjfc!19sChIJ66jwu1YTYogR0aefTeydgTM,Huntsville Hospital Breast Center,4.7,15,Medical diagnostic imaging center,"910 Adams St SE Suite 110, Huntsville, AL 35801, United States","PCCG+J5 Huntsville, Alabama, USA",https://www.hhwomenandchildren.org/services/breast-center,+1 256-265-7130,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Avv9ln9GyC5X1BxTfrc5JA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.77573&pitch=0&thumbfov=100,true,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:32.716Z,,,,
https://www.google.com/maps/place/Huntsville+Hospital+Parkinson%27s+Care+Clinic/data=!4m7!3m6!1s0x88626db7b81f59cf:0xb04d2658f10c2d0e!8m2!3d34.7218694!4d-86.5914475!16s%2Fg%2F11f61c5x0g!19sChIJz1kfuLdtYogRDi0M8VgmTbA,Huntsville Hospital Parkinson's Care Clinic,4.3,3,Physical therapy clinic,"1963 Memorial Pkwy SW Suite 5, Huntsville, AL 35801, United States","PCC5+PC Huntsville, Alabama, USA",https://www.huntsvillehospital.org/parkinson-s-care-clinic,+1 256-265-7101,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8BWFKU8SyHfbiAVbEpmClA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.22006&pitch=0&thumbfov=100,true,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:37.872Z,,,,
https://www.google.com/maps/place/Huntsville+Wellness+-+Acupuncture+%26+Natural+Medicine/data=!4m7!3m6!1s0x88626cb6d30ab44f:0x21b9a90788967aac!8m2!3d34.6995687!4d-86.5913643!16s%2Fg%2F11cn69qxbx!19sChIJT7QK07ZsYogRrHqWiAepuSE,Huntsville Wellness - Acupuncture & Natural Medicine,4.7,44,Acupuncture clinic,"3077 Leeman Ferry Rd SW, Huntsville, AL 35801, United States","MCX5+RF Huntsville, Alabama, USA",http://www.montesanoacu.com/,+1 256-701-3286,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8WNB_bkSmwH8cQi0wpbniA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.44887&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:42.811Z,,,,
https://www.google.com/maps/place/Odyssey+Life+Clinic/data=!4m7!3m6!1s0x88626d69dc649f13:0x98121d90521e3843!8m2!3d34.7254879!4d-86.5855298!16s%2Fg%2F11wvztzqz6!19sChIJE59k3GltYogRQzgeUpAdEpg,Odyssey Life Clinic,5.0,10,Medical clinic,"303 Williams Ave SW ste 411, Huntsville, AL 35801, United States","PCG7+5Q Huntsville, Alabama, USA",http://odysseylifeclinic.com/,+1 256-643-6868,Closed ⋅ Opens 8:30 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqmnru-2pLbumg7Gj2P0n3zMSWKahemaz7BT04SgT4hkAurM7FLSm21VMZPJmyf5lgzIXze-mnuF77-dAKVDlk4JkOwbxpFsUHWbDaDCCf7ywR5xe6Qgfd_j-fhsgWwLo8JTtaW=w408-h544-k-no,true,Closed,Closed,"8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm","8:30 am–12 pm, 1–4:30 pm",Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:47.694Z,,,,
https://www.google.com/maps/place/Rocket+City+House+Of+Beauty+LLC+%26+Wellness/data=!4m7!3m6!1s0x88626d4590337615:0x8809f96070d6e60f!8m2!3d34.710682!4d-86.5917785!16s%2Fg%2F11n2pywbwp!19sChIJFXYzkEVtYogRD-bWcGD5CYg,Rocket City House Of Beauty LLC & Wellness,5.0,25,Skin care clinic,"2601 Leeman Ferry Rd SW Suite B, Huntsville, AL 35801, United States","PC65+77 Huntsville, Alabama, USA",http://rocketcityhouseofbeautyllc.booksy.com/,+1 256-797-1211,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMZHlDjFLt3KW0j_3dlM6nyQ9tVBVm3X25Ohz4n=w426-h240-k-no,true,10 am–2 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:52.739Z,,,,
https://www.google.com/maps/place/Alabama+Infectious+Disease+Center/data=!4m7!3m6!1s0x88621356a60cb715:0xcd80c2772c730619!8m2!3d34.721364!4d-86.57511!16s%2Fg%2F1tdqv7y_!19sChIJFbcMplYTYogRGQZzLHfCgM0,Alabama Infectious Disease Center,3.5,13,Medical clinic,"420 Lowell Dr SE STE 301, Huntsville, AL 35801, United States","PCCF+GX Huntsville, Alabama, USA",http://www.alabamaidc.com/,,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QdKuLDloHV4_fQ_1LK-Acg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.29247&pitch=0&thumbfov=100,true,Closed,8:30 am–3:30 pm,8:30 am–3:30 pm,8:30 am–3:30 pm,8:30 am–3:30 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:53:57.606Z,,,,
