placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/Barbara+Ann+Karmanos+Cancer+Institute+-+Lawrence+and+Idell+Weisberg+Cancer+Treatment+Center/data=!4m7!3m6!1s0x8824d2c78bec94a3:0x4ddb4ced7c7a1d1f!8m2!3d42.5217703!4d-83.3461337!16s%2Fg%2F1tdvf5xz!19sChIJo5Tsi8fSJIgRHx16fO1M200,Barbara Ann Karmanos Cancer Institute - Lawrence and Idell Weisberg Cancer Treatment Center,4.5,147,Cancer treatment center,"31995 Northwestern Hwy, Farmington Hills, MI 48334, United States","GMC3+PG Farmington Hills, Michigan, USA",https://www.karmanos.org/karmanos/karmanos-cancer-institute-at-farmington-hills-home?utm_source=loc-585&utm_medium=organic&utm_campaign=google-my-business&utm_content=gmb&y_source=1_MjI2Mjg0ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 800-527-6266,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNKNP6enm6VbXAyHIna95C3UvJKRvhvybdAB2_N=w479-h240-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:09.764Z,,,,
https://www.google.com/maps/place/Drip+Hydration+-+Mobile+IV+Therapy+-+Detroit/data=!4m7!3m6!1s0x4516cb14e66a6ef:0xe05d2d3b75427ffd!8m2!3d42.4627355!4d-83.70362!16s%2Fg%2F11rcqsmhmv!19sChIJ76ZmTrFsUQQR_X9CdTstXeA,Drip Hydration - Mobile IV Therapy - Detroit,5.0,210,IV therapy service,,,https://driphydration.com/coverage-areas/detroit?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 248-294-7177,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOJEjkZjGo4aHarj4drC5CUUhxIizUdpsM3gAFp=w408-h612-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:14.643Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Luminary+Health/data=!4m7!3m6!1s0x8824b117e05e3013:0x4645d3fba15bddd3!8m2!3d42.4992123!4d-83.3386304!16s%2Fg%2F11lv50dcmw!19sChIJEzBe4BexJIgR091bofvTRUY,Luminary Health,4.9,41,Medical clinic,"27750 Middlebelt Rd # 100, Farmington Hills, MI 48334, United States","FMX6+MG Farmington Hills, Michigan, USA",https://luminaryhlth.com/,+1 248-702-5050,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 1 week ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6AnVeIEyYdpXbAzAvXaHxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.66367&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:19.809Z,,,,
https://www.google.com/maps/place/Members+Private+Healthcare/data=!4m7!3m6!1s0x8824b9dd418dfa55:0x3d9af97a3c0f1d1e!8m2!3d42.5171471!4d-83.335355!16s%2Fg%2F11gzs43gg5!19sChIJVfqNQd25JIgRHh0PPHr5mj0,Members Private Healthcare,4.8,26,Medical office,"31330 Northwestern Hwy # D, Farmington Hills, MI 48334, United States","GM87+VV Farmington Hills, Michigan, USA",https://www.myprimarydoctors.com/,+1 248-918-2337,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM2WVrDXc4AEFU8hT6GqGJSwRvGqkGF_4UWRPdR=w408-h415-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:24.970Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Michigan+Ozone+Center,+Oxygen+Healing+Treatment/data=!4m7!3m6!1s0x8824b624edb93ded:0x1a31f1b108bfafff!8m2!3d42.500007!4d-83.3452694!16s%2Fg%2F11cs3gs657!19sChIJ7T257SS2JIgR_6-_CLHxMRo","Michigan Ozone Center, Oxygen Healing Treatment",4.7,53,Doctor,"29930 West W 12 Mile Rd Suite #5, Farmington Hills, MI 48334, United States","GM23+2V Farmington Hills, Michigan, USA",http://www.michiganozonecenter.com/,+1 248-804-2616,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOwp9UA7Aou0a-tPDnuuyuwSZzxk_82AQv3-k5a=w408-h408-k-no,true,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–6 pm,8:30 am–5:30 pm,8:30 am–12:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:29.991Z,,,,
"https://www.google.com/maps/place/Michigan+Ed+Clinics,+PLLC/data=!4m7!3m6!1s0x8824b176ba4bd6a9:0xa655015717d602a5!8m2!3d42.503951!4d-83.3599807!16s%2Fg%2F11mdvqt76t!19sChIJqdZLunaxJIgRpQLWF1cBVaY","Michigan Ed Clinics, PLLC",5.0,11,Medical clinic,"28275 Orchard Lake Rd Unit 107, Farmington Hills, MI 48334, United States","GJ3R+H2 Farmington Hills, Michigan, USA",https://michiganedclinics.com/,+1 248-752-7482,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zoknnQqMNal6_gioUkbgVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.15402&pitch=0&thumbfov=100,true,Closed,9 am–12 pm,9 am–12 pm,9 am–12 pm,9 am–12 pm,9 am–12 pm,9 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:34.829Z,,,,
https://www.google.com/maps/place/Allergy+%26+Asthma+Institute+of+Southeast+Michigan/data=!4m7!3m6!1s0x8824bb2d564b9b3b:0x42f869c21540dbf!8m2!3d42.4986513!4d-83.3397703!16s%2Fg%2F1td0bkcl!19sChIJO5tLVi27JIgRvw1UIZyGLwQ,Allergy & Asthma Institute of Southeast Michigan,4.8,184,Medical clinic,"27655 Middlebelt Rd #100, Farmington Hills, MI 48334, United States","FMX6+F3 Farmington Hills, Michigan, USA",https://theallergydoc.com/,+1 248-363-3232,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=InFbu6u-_XZsmYR1iYFxuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.5935&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:39.828Z,,,,
https://www.google.com/maps/place/Option+Care+Health/data=!4m7!3m6!1s0x8824afc55edcb847:0x86a75e3749e115f4!8m2!3d42.4903727!4d-83.4331462!16s%2Fg%2F1tfb2m8k!19sChIJR7jcXsWvJIgR9BXhSTdep4Y,Option Care Health,2.4,36,Specialized clinic,"27005 Hills Tech Ct, Farmington Hills, MI 48331, United States","FHR8+4P Farmington Hills, Michigan, USA",https://optioncarehealth.com/locations/farmington-hills-mi-27005-hills-tech-court,+1 248-848-1073,"Open 24 hours

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ptuhc7sP2aEevjlBRDe0dQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.5045&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:45.655Z,,,,
https://www.google.com/maps/place/Ketamine+Institute+of+Michigan/data=!4m7!3m6!1s0x8824be5bf9d78747:0xe16e80df1f53f1b9!8m2!3d42.4675192!4d-83.3559876!16s%2Fg%2F11f3rgqwv4!19sChIJR4fX-Vu-JIgRufFTH9-AbuE,Ketamine Institute of Michigan,3.8,13,Pain control clinic,"23800 Orchard Lake Rd #100, Farmington Hills, MI 48336, United States","FJ9V+2J Farmington Hills, Michigan, USA",https://ketaminecenter.org/,+1 855-538-2646,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMgUYcQOWCdID-7uot8XwIuXH6YomMQUdkDnCCh=w510-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:50.706Z,Identifies as women-owned,,,
https://www.google.com/maps/place/MHP+Radiation+Oncology+Institute/data=!4m7!3m6!1s0x8824b09856dae40f:0x992a529ddaf3fd51!8m2!3d42.5079134!4d-83.3599884!16s%2Fg%2F1tcv_0tz!19sChIJD-TaVpiwJIgRUf3z2p1SKpk,MHP Radiation Oncology Institute,5.0,3,Cancer treatment center,"28595 Orchard Lake Rd Suite 110, Farmington Hills, MI 48334, United States","GJ5R+52 Farmington Hills, Michigan, USA",http://www.mhpdoctor.com/,+1 248-553-0606,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YqTnF7hqCZkbd8Fm2ToA9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.5935&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:55.706Z,,,,
https://www.google.com/maps/place/Tri-Atria+Building/data=!4m7!3m6!1s0x8824ba0faf8520f5:0x26cbee6828f2af37!8m2!3d42.5227315!4d-83.3493575!16s%2Fg%2F11bt_jy33l!19sChIJ9SCFrw-6JIgRN6_yKGjuyyY,Tri-Atria Building,4.4,233,Medical clinic,"32255 Northwestern Hwy, Farmington Hills, MI 48334, United States","GMF2+37 Farmington Hills, Michigan, USA",,+1 248-419-3455,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npu0zTGDMQye_kuu7FwgpYIrTPHOQUORj1btl4sGC7XRjMy_B0yjrOj7RBRZ4Z2KkxqUMm7PK5zuAg4UhrHUb23FqA-PMIB7tCX-m0NnJJN0OumpYub7dStoNuiKeJvtC7RDEP3=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:03:58.657Z,,,,
https://www.google.com/maps/place/Farmington+Medical+Clinic/data=!4m7!3m6!1s0x8824b15063939d27:0x4568622377a51b9a!8m2!3d42.5000067!4d-83.3452693!16s%2Fg%2F11g10q4vkt!19sChIJJ52TY1CxJIgRmhuldyNiaEU,Farmington Medical Clinic,4.6,63,Medical clinic,"3983, 29930 W 12 Mile Rd #6, Farmington Hills, MI 48334, United States","GM23+2V Farmington Hills, Michigan, USA",https://www.farmingtonmedicalclinic.com/?utm_source=gmb_auth,+1 248-862-5482,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipM-tgR166gDJkG7etOKfyXYKnk6LVeq8kTCQaaa=w408-h544-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–6 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:03.895Z,,,,
https://www.google.com/maps/place/Elite+Medical+And+Rehabilitation+Group/data=!4m7!3m6!1s0x8824b7579a81c6bf:0xf987e5f0a2ef8839!8m2!3d42.5116868!4d-83.3262376!16s%2Fg%2F11b76jmr2_!19sChIJv8aBmle3JIgROYjvovDlh_k,Elite Medical And Rehabilitation Group,4.0,4,Rehabilitation center,"30500 Northwestern Hwy #316c, Farmington Hills, MI 48334, United States","GM6F+MG Farmington Hills, Michigan, USA",,+1 248-539-8781,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SrVuFKT3sLxlKOzsWQWHng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.49486&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:07.210Z,,,,
https://www.google.com/maps/place/Michigan+Institute+for+Neurological+Disorders+%28MIND%29/data=!4m7!3m6!1s0x8824b09856dae40f:0x250c71137eb8164!8m2!3d42.5077817!4d-83.3598086!16s%2Fg%2F1tksjdy9!19sChIJD-TaVpiwJIgRZIHrNxHHUAI,Michigan Institute for Neurological Disorders (MIND),4.6,3561,Neurologist,"28595 Orchard Lake Rd Unit 200, Farmington Hills, MI 48334, United States","GJ5R+43 Farmington Hills, Michigan, USA",https://mindonline.com/?utm_source=GMBSocialClimb&utm_medium=MichiganInstituteforNeurologicalDisorders%28MIND%29,+1 248-553-0010,,https://lh3.googleusercontent.com/p/AF1QipNqZlera7K5OMRbj-5ugamjweU3IUpcy6B30F2b=w787-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:12.449Z,,,,
https://www.google.com/maps/place/Bedwetting+Treatment+Center/data=!4m7!3m6!1s0x8824b09dd7af50d1:0x32fa62133deaeacb!8m2!3d42.5143237!4d-83.3622875!16s%2Fg%2F1tfzy30x!19sChIJ0VCv152wJIgRy-rqPRNi-jI,Bedwetting Treatment Center,4.7,67,Sleep clinic,"31700 W 13 Mile Rd Suite 100, Farmington Hills, MI 48334, United States","GJ7Q+P3 Farmington Hills, Michigan, USA",http://nobedwetting.com/,+1 800-379-2331,Closed ⋅ Opens 9:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMHBCkiLF_baI4HAW9teZXdMcIr3cQjaG_B2BC-=w425-h240-k-no,true,Closed,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–1 pm,9:30 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:17.544Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Weisberg+Center+PSC/data=!4m7!3m6!1s0x8824ba0563473b29:0x94e6985029f83ed5!8m2!3d42.5218641!4d-83.3458193!16s%2Fg%2F125__x4tc!19sChIJKTtHYwW6JIgR1T74KVCY5pQ,Weisberg Center PSC,,,Cancer treatment center,"31995 Northwestern Hwy, Farmington Hills, MI 48334, United States","GMC3+PM Farmington Hills, Michigan, USA",https://www.karmanos.org/karmanos/karmanos-cancer-institute-at-farmington-hills-home,+1 248-538-4749,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9pp8ZjPfHRktcdeMaP89Ng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.3328&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:20.433Z,,,,
https://www.google.com/maps/place/I+Beat+Cancer+Holistically/data=!4m7!3m6!1s0x8824b75be79ad25d:0x5bedb0e2a3e2f8f8!8m2!3d42.5076429!4d-83.3218617!16s%2Fg%2F12qg_2cfp!19sChIJXdKa51u3JIgR-Pjio-Kw7Vs,I Beat Cancer Holistically,,,Cancer treatment center,"30095 Northwestern Hwy #102, Farmington Hills, MI 48334, United States","GM5H+37 Farmington Hills, Michigan, USA",,+1 248-672-1963,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YH8sycXRmIGkplac3M5RlQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.56037&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:22.938Z,,,,
https://www.google.com/maps/place/Michigan+Healthcare+Professionals+-+Farmington+Hills/data=!4m7!3m6!1s0x8824ba0fa6ffffff:0x2ed5124effc6c364!8m2!3d42.5222964!4d-83.3487156!16s%2Fg%2F11jp2w3sd8!19sChIJ____pg-6JIgRZMPG_04S1S4,Michigan Healthcare Professionals - Farmington Hills,3.5,10,Medical laboratory,"32255 Northwestern Hwy, Farmington Hills, MI 48334, United States",,,+1 248-434-6247,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NVocEQoGGHmJApruejsaSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=197.10397&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:25.781Z,,,,
https://www.google.com/maps/place/Passport+Health/data=!4m7!3m6!1s0x8824b0962c621693:0x2763719be0626aca!8m2!3d42.5030541!4d-83.3578175!16s%2Fg%2F1tfcjcnl!19sChIJkxZiLJawJIgRympi4JtxYyc,Passport Health,3.6,17,Travel clinic,"28200 Orchard Lake Rd Suite 107, Farmington Hills, MI 48334, United States","GJ3R+6V Farmington Hills, Michigan, USA",http://www.passporthealthmi.com/,+1 248-851-5633,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq_56HfqPPf3NZArWHYF-E-kWdcWbiCLl2ziHnLL1M8TL92zDPxfaLr93WuHCRNaOWNpipBHUuqH2ae7lrZDE2W6h0jI2zQsGice6KIhSb62TDy88mRqO1JY1zY4UizdCkMp0t8=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:30.844Z,,,,
https://www.google.com/maps/place/Associated+Dermatologists+%7C+Farmington+Hills/data=!4m7!3m6!1s0x8824b97a58fee3e9:0xdb4a68bb066bbdae!8m2!3d42.5155603!4d-83.3355356!16s%2Fg%2F11whpgkns6!19sChIJ6eP-WHq5JIgRrr1rBrtoSts,Associated Dermatologists | Farmington Hills,4.9,128,Skin care clinic,"31275 Northwestern Hwy #140, Farmington Hills, MI 48334, United States","GM87+6Q Farmington Hills, Michigan, USA",https://michderm.com/locations/farmington-hills-ad,+1 248-538-0219,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrOd4kyuNTICK4XAJVh3zSjnl4Lsq2182OuPS2Eue_58fwdSZzbYze1MROdyuuI4pllgoTIOjkEo1pZMCh5ieHrkvr3xjffpJgrXx6Rq_L8Ky7YY2ga_MDQ3Cb9n6ORGF1B5w06pA=w408-h544-k-no,true,Closed,9 am–4 pm,9 am–4 pm,7:30 am–5 pm,9 am–4 pm,7:30 am–4 pm,8 am–11 pm,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:35.785Z,,,,
https://www.google.com/maps/place/Henry+Ford+Farmington+Hills+Internists/data=!4m7!3m6!1s0x8824b75b9e77412b:0x308694af09fff8c4!8m2!3d42.505985!4d-83.3212853!16s%2Fg%2F11c31wk6x1!19sChIJK0F3nlu3JIgRxPj_Ca-UhjA,Henry Ford Farmington Hills Internists,4.8,288,Medical clinic,"30055 Northwestern Hwy Ste 150 & 160, Farmington Hills, MI 48334, United States","GM4H+9F Farmington Hills, Michigan, USA",http://henryford.com/locations/medical-center-farmington-hills/internists?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,+1 248-865-4150,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPltVjcKw33gfNcnHhTQtgNQWzzwinXxVTaWCY9=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:40.839Z,,,,
https://www.google.com/maps/place/Corewell+Health+Farmington+Hills+Hospital+Cancer+Care+Center+-+27900+Grand+River+Ave/data=!4m7!3m6!1s0x8824b6a4fd82e80b:0xe799ee577641d4f4!8m2!3d42.443663!4d-83.322599!16s%2Fg%2F1v1kqh1h!19sChIJC-iC_aS2JIgR9NRBdlfumec,Corewell Health Farmington Hills Hospital Cancer Care Center - 27900 Grand River Ave,3.6,31,Cancer treatment center,"27900 Grand River Ave, Farmington Hills, MI 48336, United States","CMVG+FX Farmington Hills, Michigan, USA",https://www.beaumont.org/locations/beaumont-cancer-breast-care-center-farmington-hills?utm_source=GoogleBusiness&utm_content=Homepage,+1 248-471-8120,"Closed ⋅ Opens 7:30 am Mon

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN9hlQKGLf9QXpLCUIfC6dW5Z9OWQ_z8jb6k-DR=w426-h240-k-no,true,Closed,7:30 am–4 pm,7:30 am–8 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:45.823Z,,,,
"https://www.google.com/maps/place/Infinite+Wellness+Healthcare,+PLLC/data=!4m7!3m6!1s0x883b4b76fa489c69:0xe6e27f01973d279b!8m2!3d42.4970488!4d-83.3773947!16s%2Fg%2F11jfs4ksk1!19sChIJaZxI-nZLO4gRmyc9lwF_4uY","Infinite Wellness Healthcare, PLLC",5.0,2,Mental health clinic,"27600 Farmington Rd Suite 107, Farmington Hills, MI 48334, United States","FJWF+R2 Farmington Hills, Michigan, USA",http://www.iwhpllc.com/,+1 877-579-6111,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z2LvuaU22whDqMlSFsKfTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.203011&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–4 pm,9 am–8 pm,9 am–7 pm,Closed,9 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:50.860Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Fulfilled+Care+Psychiatry/data=!4m7!3m6!1s0x8824bbfec3399fcf:0xa63b29a29047762e!8m2!3d42.523322!4d-83.346154!16s%2Fg%2F11vblq9zcs!19sChIJz585w_67JIgRLnZHkKIpO6Y,Fulfilled Care Psychiatry,4.9,112,Psychiatrist,"32000 Northwestern Hwy # 165, Farmington Hills, MI 48334, United States","GMF3+8G Farmington Hills, Michigan, USA",https://www.fulfilledcare.com/,+1 248-289-8874,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOoOVnEildzQQtK0rCBuiPhVI3wLHKhXUwDU9Nf=w408-h349-k-no,true,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–3:45 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:04:56.170Z,,,,
https://www.google.com/maps/place/Millennium+Affiliated+Physicians/data=!4m7!3m6!1s0x8824b755ffda5e59:0x144d24ffcc9f501!8m2!3d42.5223467!4d-83.3487359!16s%2Fg%2F12623yxbc!19sChIJWV7a_1W3JIgRAfXJ_E_SRAE,Millennium Affiliated Physicians,3.2,57,Medical group,"32255 Northwestern Hwy, Farmington Hills, MI 48334, United States","GMC2+WG Farmington Hills, Michigan, USA",https://www.millenniummedicalgroup.com/,+1 248-354-9666,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqt-zn-6e3QC0r-BcRXVBThhDatAcxjTuHIzzqGRf4Pe72OPmPrrGTEpsbvdiCxtR-_kFoGa5pcewx8xSKTtw8GsqkT3l0LHUvv4ieCX8BIHsqk0FVnXH1yijk6lZ6_Bk6JQBgQ=w408-h304-k-no,true,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:05:01.225Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Axxess+Physical+Therapy+and+Rehab/data=!4m7!3m6!1s0x8824b129ba3f5789:0x58334500ceac6d00!8m2!3d42.4991038!4d-83.3746401!16s%2Fg%2F11tg7_v5nb!19sChIJiVc_uimxJIgRAG2szgBFM1g,Axxess Physical Therapy and Rehab,5.0,30,Physical therapy clinic,"33110 W 12 Mile Rd, Farmington Hills, MI 48334, United States","FJXG+J4 Farmington Hills, Michigan, USA",http://www.axxessphysicaltherapy.com/,+1 248-403-0282,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqt3YtJV0u8QADr5ePOcdgESoze06qVzS2LN5zo6cQ1cEe9YNyPHQIqcsKx4zXIYd0ezpbpjxKxhKpMJLXM4_qnjw4mI5nGDCTOmDuPK692alEsV-4xf_mmtfUM_dXp39mN2eRt=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:05:06.195Z,,,,
https://www.google.com/maps/place/Michigan+Surgery+Specialists+PC+-+Farmington+Hills/data=!4m7!3m6!1s0x8824bbeb9e9dae89:0x585e4da804c608e1!8m2!3d42.5246709!4d-83.348942!16s%2Fg%2F11x1r3xzsw!19sChIJia6dnuu7JIgR4QjGBKhNXlg,Michigan Surgery Specialists PC - Farmington Hills,4.9,75,Orthopedic clinic,"32300 Northwestern Hwy # 200, Farmington Hills, MI 48334, United States","GMF2+VC Farmington Hills, Michigan, USA",http://msspc.org/,+1 248-574-9494,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOmiX3hoBq7iMcQamGPbWPbSmFBk4H9e57vmpMW=w408-h431-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Farmington+Hills+MI/@42.4989936,-83.3677168,14z",2025-09-29T01:05:11.168Z,,,,
