placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Landmark+Landscaping+%26+Hauling+LLC/data=!4m7!3m6!1s0x231f4cde684369c3:0x346528cf84f15b62!8m2!3d35.2472444!4d-79.0263654!16s%2Fg%2F11rf5jvfxr!19sChIJw2lDaN5MHyMRYlvxhM8oZTQ,Landmark Landscaping & Hauling LLC,4.5,11,Landscaper,,,,,+1 910-605-9169,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAmGhaooq-NnUbwXY1lAx5aNC_O63iI5KOhRtOKKD8AD8FkIEEAjFvoYUHCVD8s-ik5OFk8AJmyBr5VgoVWkNDuthNEI0gsR83acEbKXAONjm6lUasKteKdIMKNvcdAw0OAUV-=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:52:31.233Z,,
https://www.google.com/maps/place/Pate%27s+Farm+Market/data=!4m7!3m6!1s0x89ab1587f39218f3:0xeb4f07a6c7f86e4b!8m2!3d35.0406293!4d-78.9905032!16s%2Fg%2F11rbb7g143!19sChIJ8xiS84cVq4kRS274x6YHT-s,Pate's Farm Market,4.7,84,Plant nursery,,"6411 Raeford Rd, Fayetteville, NC 28304, United States","22R5+7Q Fayetteville, North Carolina, USA",https://patesfarmmarket.com/nursery,+1 910-426-1575,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGafcah4qgprt8P43xFMgLHrsQHzw4ZYTKNnSbTGe9r6Q7tc82TuLQsPwZAwM_gCkxTk4SYvTLh2ZBZTGKW8n1IiNvUkSvzKQDH2ioTiUwEj9BDZA6W193DP-nU4tfk7QdozrEyoQ=w408-h306-k-no,false,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–6 pm,Closed,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:52:36.122Z,,
https://www.google.com/maps/place/Master+Cuts+Lawn+Care/data=!4m7!3m6!1s0xa7809b5c918618d:0x58572d0c1c7bd295!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11x8cxssr5!19sChIJjWEYybUJeAoRldJ7HAwtV1g,Master Cuts Lawn Care,5.0,9,Lawn care service,,,,https://lawnmaintenancefayetteville.com/,+1 910-578-3697,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkNydINO2TLpJYcfuMbWhTVfz4kTLeVfM0A7QAitPf7WCzcQiNN6mntZdYQiLFkCKi7mXPABz5BdwWuCl5BPa36KjLIIj7LtHE0M4vlp4BCNn2_U9iRotrpsulHi7FCPLS5ol5cSguP-sN=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:52:40.996Z,,
https://www.google.com/maps/place/TruGreen+Lawn+Care/data=!4m7!3m6!1s0x89ab133947dc24f9:0x4f709c15faa24a1f!8m2!3d35.0397039!4d-78.9013818!16s%2Fg%2F1w96hlzj!19sChIJ-STcRzkTq4kRH0qi-hWccE8,TruGreen Lawn Care,4.5,497,Lawn care service,,"1043 Robeson St, Fayetteville, NC 28305, United States","23QX+VC Fayetteville, North Carolina, USA",https://www.trugreen.com/local-lawn-care/north-carolina/fayetteville/?utm_source=gmb&utm_channel=organic,+1 833-418-5004,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZH5mXU-Xu1lius4a9vjq-mqAFhAIAM6bn734XOwgwZVgKuqkwLtaL_uJYGrcJoW1G0h9fGjBqYQmOmJ1_7IFFyImDkQI1SlVy8fgG_enao953p2p7F4MitErif8lyhbSrZEgDTLO7bcM=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:52:45.930Z,,
https://www.google.com/maps/place/Pro-Growth+Turf+%26+Tree/data=!4m7!3m6!1s0x89ab6d3aaaaaaaab:0xdd0e17870103d96!8m2!3d35.0637521!4d-78.8722341!16s%2Fg%2F1td6brfm!19sChIJq6qqqjptq4kRlj0QcHjh0A0,Pro-Growth Turf & Tree,5.0,1,Landscaper,,"Fayetteville, NC 28301, United States",,,+1 910-987-6345,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CObw6V_M9ohWk8UDVEEWKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.18945&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:52:48.719Z,,
https://www.google.com/maps/place/Carolina+Bushmasters+Lawn+and+Landscape/data=!4m7!3m6!1s0x66e50ea6c3032b5b:0xe0a4663781439809!8m2!3d35.069569!4d-78.9431874!16s%2Fg%2F11q3yld83r!19sChIJWysDw6YO5WYRCZhDgTdmpOA,Carolina Bushmasters Lawn and Landscape,5.0,9,Lawn care service,,,,,+1 910-366-9524,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvvge7WxnIaL8nGl2QjUtOqQmCbTPxkm6a12LX8BJUxYIWBttRxQx0C7V2UJR_U_EwaG00U8VJDpfz_AcNRVZQNpFYuLMXSSbVt62qf_kGB5bZCQlIHyIPUNFjAGKhS2r6TCMR2Q=w408-h307-k-no,true,6:30 am–8 pm,6:30 am–8 pm,6:30 am–8 pm,6:30 am–5 pm,Closed,6:30 am–8 pm,6:30 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:52:53.530Z,Identifies as veteran-owned,
"https://www.google.com/maps/place/Jay%27s+landscaping,+handyman+%26+plumbing+repair+service%27s+llc/data=!4m7!3m6!1s0x6e122438d8d38219:0xf9a0c589583073!8m2!3d34.982119!4d-79.0309691!16s%2Fg%2F11p14cvrr3!19sChIJGYLT2DgkEm4RczBYicWg-QA","Jay's landscaping, handyman & plumbing repair service's llc",1.0,1,Landscaper,,"8143 King Rd, Fayetteville, NC 28306, United States","XXJ9+RJ Fayetteville, North Carolina, USA",,+1 910-761-8089,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcpT-wa88qMIkemT3l2_qCiwog1pHh629nQZ8H8tHaKHfWZz6E2QGJj7QCUfbls4imNdStpgr4QUBgXWSmdzmafTn4maHHY2mJ7UstvZbyhtjpiCHrZZDWX-vdtrPJ_flSEDeC=w427-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–7 pm,9 am–5 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:52:58.259Z,,
https://www.google.com/maps/place/Fay+Block+Materials/data=!4m7!3m6!1s0x89ab6d2142a72f1f:0xc54743a93d1699!8m2!3d35.0721517!4d-78.878067!16s%2Fg%2F1tl0y68r!19sChIJHy-nQiFtq4kRmRY9qUNHxQA,Fay Block Materials,4.7,155,Masonry supply store,· In-store shopping · In-store pick-up · Delivery,"130 Builders Blvd, Fayetteville, NC 28301, United States","34CC+VQ Fayetteville, North Carolina, USA",http://www.fayblock.com/,+1 800-326-9198,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRhoEr7t1NfLbGeHZ7aH0Kfyiu6opsB_jN4BA3V65xZTOGNDR6pyMt_gQc9A2vQ1t69HYSV8ZeXmuv4Jv5jvjtgeCYWf1K3I4eR_GkA100HVG8zHS_gv25JoaK_pyiEKobM9D4hwEz_MFe=w408-h408-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:03.223Z,,
"https://www.google.com/maps/place/Diamond+Cuts+Landscaping/@35.0248865,-79.0167014,11z/data=!3m1!4b1!4m6!3m5!1s0x6d598f4013c9704b:0x6471b372c776ad33!8m2!3d35.0248865!4d-79.0167014!16s%2Fg%2F11p06cvjfh",Diamond Cuts Landscaping,,,Landscaper,,,,,+1 910-676-9871,Open · Closes 6 pm,,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:09.927Z,,
https://www.google.com/maps/place/Cruz+lawn+service+%26+landscaping/data=!4m7!3m6!1s0x89ab15a2f243f1bd:0xba573f58335ba6bc!8m2!3d35.0427341!4d-78.8367823!16s%2Fg%2F11fkncxkxk!19sChIJvfFD8qIVq4kRvKZbM1g_V7o,Cruz lawn service & landscaping,4.1,9,Lawn care service,,"2218 Downing Rd, Fayetteville, NC 28312, United States","25V7+37 Fayetteville, North Carolina, USA",https://business.google.com/site/l/17690552214657925786,+1 910-703-4148,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFodQeHOCh-0KZKQSy_f6qZ3X1nRzajY8SuAFJfi61klAA-lYf_5BCvLIgS0dqWvRB0sNRJzP2zAhTYlOGX1JNiyV78MICUXdzF8EdOVj_juDqR23MWAkVdfnUeLTTq8pPDdRSi=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:14.808Z,,
"https://www.google.com/maps/place/Southern+Lawn+Man,+LLC./data=!4m7!3m6!1s0x89ab14c1524c15f3:0xe3bcaff3372293a1!8m2!3d34.9913224!4d-79.1321075!16s%2Fg%2F11dylsbxqg!19sChIJ8xVMUsEUq4kRoZMiN_OvvOM","Southern Lawn Man, LLC.",4.6,21,Lawn care service,,,,https://southernlawnman.com/,+1 910-598-1499,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUG5OFD4fxFEQQYEIp1_r5jFtDOz-beGHZFrIFaMLtxvY_kGXp1KwnlZmw2wr-hN54JRAJbuGxh3yMgYjzHivigVdZymltqFjbk6vW6BCk6qCBoz0jAG6TdA-U-rSOYWRAhppU=w427-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:19.626Z,Identifies as veteran-owned,
https://www.google.com/maps/place/Hayes+Signature+Lighting/data=!4m7!3m6!1s0x606af995264d321b:0xae666e8914a0f3f8!8m2!3d34.8923345!4d-78.0743894!16s%2Fg%2F11xmrdn3ws!19sChIJGzJNJpX5amAR-POgFIluZq4,Hayes Signature Lighting,5.0,25,Landscape lighting designer,,,,http://hayessignaturelighting.com/,+1 662-816-6947,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8I8XeQ188113eg68UEjx9BNJIzyNSypX3_IoGIB2x5ZjVL-SD5PCEuCQHHNMnY7GNt2WNGqi1vNUC7F2ZmB1nkpJWhD0deTAAbkmAzGJSEz3vlIIAkjn_XxjziFku6p1U6DtHDUy6Y6K1=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:24.494Z,Identifies as veteran-owned,
https://www.google.com/maps/place/Sosa%27s+Landscaping+%26+Lawn/data=!4m7!3m6!1s0x89ab14f000000001:0x7efe5c4904d07f3a!8m2!3d35.0286187!4d-78.962871!16s%2Fg%2F126413yky!19sChIJAQAAAPAUq4kROn_QBElc_n4,Sosa's Landscaping & Lawn,,,Landscaper,,"Fayetteville, NC 28304, United States","22HP+CV Fayetteville, North Carolina, USA",,+1 910-574-3237,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YjaZpqHc6RnDdnl4irVXLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.952535&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:27.162Z,,
https://www.google.com/maps/place/GGG+LANDSCAPING+AND+TREE+SERVICE/data=!4m7!3m6!1s0x89ab6bd4c158f19f:0xb0d465090a3264b8!8m2!3d34.919908!4d-79.025132!16s%2Fg%2F11h2hltf2w!19sChIJn_FYwdRrq4kRuGQyCgll1LA,GGG LANDSCAPING AND TREE SERVICE,4.6,31,Tree service,,,,http://www.facebook.com/gggtreeservice,+1 910-747-7756,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGw5pbJyqwZ0PUzb7FNbKPPTLH0yZJynWVbkua2JmjueC-4BTsczmKkZ40YPFiXG1hJjhdP3iEMN0kqPTIG0rModYcCIvE1HjuahW30Y-6wOguUkI6_l7jNDdetbgv0t3KOGIJVoOToUsjT=w408-h342-k-no,true,7 am–5 pm,7 am–5 pm,7 am–7 pm,9 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:31.889Z,,
https://www.google.com/maps/place/Good+Ol%27+Boys+Construction+LLC/data=!4m7!3m6!1s0x89ab15644342dfcf:0x285c7903acc0cb8a!8m2!3d35.275111!4d-79.7401714!16s%2Fg%2F11q2pq03sv!19sChIJz99CQ2QVq4kRisvArAN5XCg,Good Ol' Boys Construction LLC,5.0,6,Construction company,,,,,+1 910-813-4358,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnLxtCK7C1_SvIkHl7Ut6mMWDWQO2SJ1YdZPLUh55F6Hb-ZPWmF5MdFJviZfjGrbhspWPNrmTVmdJ8igso-2bPJZrE-UzjCiSOOEPU2ZGPexV5UXVgXA2AGlAo25bLNWDrhIk=w408-h306-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,9 am–6 pm,Closed,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:36.644Z,,
https://www.google.com/maps/place/Cape+Fear+Commercial+Lawn+Service+and+Landscaping/data=!4m7!3m6!1s0x89ab7a989fbc7999:0xac14859cdfeb99a2!8m2!3d35.1744!4d-78.8916944!16s%2Fg%2F1td9rc_t!19sChIJmXm8n5h6q4kRopnr35yFFKw,Cape Fear Commercial Lawn Service and Landscaping,3.4,5,Landscaper,,,,,+1 910-822-4723,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEW8VM1Tc8iMjRXt9hasaG3xknoYglqdzcTOyIfOzdqY7LY3JKrFpKSz1r0rfevS5668gMhhgNR_BPBGCLAfuQ47kF1jcWGtoUPO0SqmBhUF9wYO_5CyRedDFivlfg2laSi59-_=w408-h271-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:41.240Z,,
https://www.google.com/maps/place/AR+Fence/data=!4m7!3m6!1s0x89ab118297c196a7:0x3163efe85b26e3de!8m2!3d35.1223255!4d-79.0854189!16s%2Fg%2F11sx0tggdb!19sChIJp5bBl4IRq4kR3uMmW-jvYzE,AR Fence,5.0,81,Fence contractor,,,,https://www.arfencenc.com/,+1 910-994-3634,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4C_bfs1RNm6WxSoxBxuwpDaiHCTWchoJzcNyEDpx69j31A83xWoEizzCiERKDTMe7QDZWXDEslXs6w86KRR1NfvnNRZ0LsGoNqC03xno--mQss2sSIVqzC4B5m_D6PpxeaJQD=w427-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:46.365Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Pancho%27s+Landscaping+Services/data=!4m7!3m6!1s0x158f4f1e09fe201:0xda813fddfc2dab02!8m2!3d35.0246!4d-78.9710815!16s%2Fg%2F11q3y4f_rj!19sChIJAeKf4PH0WAERAqst_N0_gdo,Pancho's Landscaping Services,5.0,2,Landscaper,,,,,+1 910-644-2442,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHviKeBO7sxf2i7secZQrZEjO6xxuho8lDIlhUAggWRkk-Xb3VIQ76i4kDqHBwrE7CLfMPKiNSlAWii-zQEc7oub-m3RW-hULeCVstEYpwrSrMdkLsmU3MTTfgp2oSk5mGjZdDS=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-04-29T19:53:50.985Z,,
"https://www.google.com/maps/place/Davis+Family+Lawn+Care,+LLC+%28Insured%29/data=!4m7!3m6!1s0x89ab6988b7732f09:0x5327f0819f32f614!8m2!3d35.1796812!4d-78.9972875!16s%2Fg%2F11syrc94v9!19sChIJCS9zt4hpq4kRFPYyn4HwJ1M","Davis Family Lawn Care, LLC (Insured)",4.8,33,Lawn care service,,"Odell Rd, Spring Lake, NC 28390, United States","52H3+V3 Spring Lake, North Carolina, USA",https://springlake-yard-care.lovable.app/,+1 919-895-1108,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEH132Nrt1qBfrAZ8UgYhNsoESpaZJPgXtwU2GPw1R2E6r9f60Gze66oLzb5AnEsQrX33nDzH5MoPHul0fzxjX2RV0WFzPqIJRudXYVu_c7rVtjOTPXXQb1ZvFm73eotjqtZ6c=w408-h408-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,9 am–5 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-04-29T19:54:11.006Z,,
https://www.google.com/maps/place/Make+It+Work+Solutions+LLC/data=!4m7!3m6!1s0x45d5812e689f9229:0x4b7e4e0587dc63fa!8m2!3d35.0963945!4d-79.0197192!16s%2Fg%2F11s9lczn1w!19sChIJKZKfaC6B1UUR-mPchwVOfks,Make It Work Solutions LLC,5.0,39,Lawn care service,,"7607 Decatur Dr, Fayetteville, NC 28303, United States","3XWJ+H4 Fayetteville, North Carolina, USA",http://makeitworksolutionsllc.co/?utm_source=gmb&utm_medium=referral,+1 910-308-6852,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGc9tHxDugQc8r1sazwu3NlN-o9BSaoRTt7QJc108jQdq8pxMwr-gD7kUaZvOadOLOaSkwvzFdYlCYNUt18sx2sUCLpHB0fNXNkyF7kvGngHG9Vtrlojl2_2bos6vA9Y33wP77M8aRHNFf=w408-h307-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–1 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-04-29T19:54:15.790Z,,true
https://www.google.com/maps/place/Landco+Outdoors/data=!4m7!3m6!1s0x89ab72f5c649c5e5:0x4b3721bab12d830f!8m2!3d35.0885947!4d-78.8111626!16s%2Fg%2F1tx47xvb!19sChIJ5cVJxvVyq4kRD4MtsbohN0s,Landco Outdoors,4.8,4,Landscaper,,"1941 Middle Rd, Fayetteville, NC 28312, United States","35QQ+CG Fayetteville, North Carolina, USA",http://landcooutdoors.com/,+1 910-485-7360,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9AyLK91nG_qB-b-5wUO5vSn-fSGEGst5J7QB5coTynKApX7w4kuckCXXf6ecmPpnrwwXP0rdx-iaeiJ6WONbvjL_OC9hkXZKVJCsiBUPRGMt9LpCvzmyyzHMFmZ4Jh7Ncfwyi=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-04-29T19:54:20.625Z,,
"https://www.google.com/maps/place/Focal+Point+Landscaping+Inc.+-+Landscaping+Contractor,+Professional+Front+Yard+and+Garden+Landscaping+Service/data=!4m7!3m6!1s0x89ab6963692d807b:0xc90f4d7fda26bcf8!8m2!3d35.1705075!4d-79.86097!16s%2Fg%2F11glwj8gz3!19sChIJe4AtaWNpq4kR-Lwm2n9ND8k","Focal Point Landscaping Inc. - Landscaping Contractor, Professional Front Yard and Garden Landscaping Service",5.0,4,Landscaper,,,,,+1 800-539-6467,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSaZ7O9tCU-4imFBA4JkFqHeFl7u3399aLuc_ixB9JlgJJo3J4q-zXgFv1fjdNae8XDqWooty63Dn58BQcQ7WvCtE_GJdB63e2lyWrth7bDgGN-5nJ2jAjaJBIMG4U9hgYHB0e=w408-h473-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-04-29T19:54:25.373Z,,
https://www.google.com/maps/place/Efrain+Esquivel+Landscaping/data=!4m7!3m6!1s0xadde8e3358176bb:0x4eb1bf7bc4161459!8m2!3d35.2858015!4d-78.8739395!16s%2Fg%2F11v0qsmkbg!19sChIJu3aBNePo3QoRWRQWxHu_sU4,Efrain Esquivel Landscaping,4.8,20,Landscape designer,,,,https://esquivellandscaping.com/,+1 910-261-4026,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeTEKkKztnRwo4clkkbiWGxF5aka4iapMvdB9M9FB28Un5ignc7DqhSKryu-HWUxLBbdcN0HtjU-lTR_1EEV2chrpcdUhr6j3K8ZlFMcwgNbaZYHh_rtmmkN9VXbYuw84Yx07z9bqxOcg=w408-h408-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-04-29T19:54:30.025Z,Identifies as Latino-owned,
https://www.google.com/maps/place/Johns+Landscaping+%26+Turf+Services+LLC/data=!4m7!3m6!1s0x89ab6d2b0ab6ab9b:0x98704229f98b7b5b!8m2!3d35.1056891!4d-78.8481937!16s%2Fg%2F11vk51gv6b!19sChIJm6u2Cittq4kRW3uL-SlCcJg,Johns Landscaping & Turf Services LLC,5.0,17,Lawn care service,,"2490 River Rd, Fayetteville, NC 28312, United States","4542+7P Fayetteville, North Carolina, USA",http://www.johnsgreengrass.com/,+1 910-495-3036,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFachNcEVhs4_ISGj0PK815ynyLlTkrQ7ma95MnPO2m7GQnRoNx6jo4AfO0-EzO0wgmeERadU12xL9qfS1GMKaDlOBrZRkNvwpsbYdHEhxstlggGFzhq33I75zas3DDVrUHDhcFeFmhwozP=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,1–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-04-29T19:54:35.086Z,,
https://www.google.com/maps/place/Carolina+Lawn+Care+Inc/data=!4m7!3m6!1s0x89ab6b88e5cfee53:0x481a7e6adbb00552!8m2!3d35.1151016!4d-78.9329208!16s%2Fg%2F1ttdz9m9!19sChIJU-7P5Yhrq4kRUgWw22p-Gkg,Carolina Lawn Care Inc,3.6,5,Landscaper,,"0768 1034 Tammy St, Fayetteville, NC 28311, United States","4388+2R Fayetteville, North Carolina, USA",,+1 910-488-7886,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3yAQcL0AcCJ17JFnuj5EzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.6215&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-04-29T19:54:39.927Z,,
https://www.google.com/maps/place/KBT+Custom+Masonry+%26+Landscape+Design/data=!4m7!3m6!1s0x89ab5d68c8ff4281:0x97a35aa97e598e23!8m2!3d35.2998666!4d-78.9551974!16s%2Fg%2F11hbn74fk4!19sChIJgUL_yGhdq4kRI45Zfqlao5c,KBT Custom Masonry & Landscape Design,4.6,10,Landscape designer,,,,http://www.kbtlandscaping.com/,+1 910-436-0712,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0QNBy6s3Ux4_W8kvdg3Z1qNESEDlQ3JBCjOWuVA8N0t0vKsiKcDYv8lJahg89aJRmjGM8zeNJOOAjdacggBftEVc8WNIASQeiF6heBQt9coo6yJUk7_QfVnMSqxJxVFR8Ch7b=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2026-04-29T19:54:42.555Z,,
