placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/RiverRidge+Center/data=!4m7!3m6!1s0x4cb2addc7c0faa19:0x90c84c207ba94851!8m2!3d43.3896801!4d-70.550519!16s%2Fg%2F1tf753fl!19sChIJGaoPfNytskwRUUipeyBMyJA,RiverRidge Center,4.2,53,Nursing home,"3 Brazier Ln, Kennebunk, ME 04043, United States","9CQX+VQ Kennebunk, Maine, USA",http://www.genesishcc.com/RiverRidge,+1 207-985-3030,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPyAe8L0zP0oQlxIqvh2eFowE7dmOfQkshQ3s0Y=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:22:30.860Z,,,,
https://www.google.com/maps/place/MaineHealth+Home+Health+and+Hospice+Inpatient+Hospice+Sussman+House/data=!4m7!3m6!1s0x4cadd10174586f5d:0xb22ff731e29d1529!8m2!3d44.1477088!4d-69.0862044!16s%2Fg%2F11d_f293b8!19sChIJXW9YdAHRrUwRKRWd4jH3L7I,MaineHealth Home Health and Hospice Inpatient Hospice Sussman House,4.9,13,Hospice,"40 Anchor Dr, Rockport, ME 04856, United States","4WX7+3G Rockport, Maine, USA",https://www.mainehealth.org/Pen-Bay-Medical-Center/Services/Sussman-House,+1 800-660-4867,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPl5ahtIeWVFIPsx4w9Vd7rR_8WmfF0xw6n9Axw=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:22:35.669Z,,,,
https://www.google.com/maps/place/Concentra+Urgent+Care/data=!4m7!3m6!1s0x4cb29bc2e83ed23f:0x8b6016640be31364!8m2!3d43.6350152!4d-70.3171267!16s%2Fg%2F11gdtqbyw2!19sChIJP9I-6MKbskwRZBPjC2QWYIs,Concentra Urgent Care,4.3,953,Occupational health service,"85 Western Ave Unit 6, 7, 8, South Portland, ME 04106, United States","JMPM+24 South Portland, Maine, USA",http://www.concentra.com/?utm_source=Yext&utm_medium=Organic&utm_campaign=Homepage%20Link,+1 207-774-7751,"Closed ⋅ Opens 7:30 am Thu

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noFpY-Y_aLtVKLmW-NKwoegOb0vr3yV0_soHwHofXUtzrBZWFbI_BCzaw5ifCN27rbGUF2q5ZJHM_rKIXDrbPp7ErxLUHJyoWLuFT6EivN-l3AFu5WgFQxP0yM5vggOQYEj0MY=w408-h544-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:22:40.812Z,,,,
https://www.google.com/maps/place/Falmouth+By+the+Sea/data=!4m7!3m6!1s0x4cb28369f20c27f1:0x11c1f51ade477f86!8m2!3d43.7272246!4d-70.213011!16s%2Fg%2F1tgx662k!19sChIJ8ScM8mmDskwRhn9H3hr1wRE,Falmouth By the Sea,3.8,8,Nursing home,"191 Foreside Rd, Falmouth, ME 04105, United States","PQGP+VQ Falmouth, Maine, USA",,+1 207-781-4714,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8csZwB2-CELt4aR2p6vRJHOtNYsdsVb9TAMN437GvsAiaNSBZO9RWAV6JKWXjwXyMJNWQN8p9PWvUSYruEMmFc-nJas2zKwLzXFlXSfZ784ZFM5YNhuIW6KM9Of_baoaNLUv-oA=w533-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:22:43.794Z,,,,
https://www.google.com/maps/place/Hyder+Family+Hospice+House/data=!4m7!3m6!1s0x89e29092f6262fd9:0x83203d4abb87ded3!8m2!3d43.2201834!4d-70.9407932!16s%2Fg%2F11cknw4lsp!19sChIJ2S8m9pKQ4okR096Hu0o9IIM,Hyder Family Hospice House,5.0,18,Hospice,"285 County Farm Rd, Dover, NH 03820, United States","63C5+3M Dover, New Hampshire, USA",http://hyderfamilyhospicehouse.org/,+1 603-516-4185,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO3z_IlvCKYzQEYeg8zG_OCcuM6b_ZFOse9XvWl=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:22:48.703Z,,,,
https://www.google.com/maps/place/MaineHealth+Home+Health+and+Hospice+Coastal+Division/data=!4m7!3m6!1s0x4cadeb217e149b1b:0xcd4b2edebdd18eaf!8m2!3d44.0478832!4d-69.5073838!16s%2Fg%2F1tmpvk_0!19sChIJG5sUfiHrrUwRr47Rvd4uS80,MaineHealth Home Health and Hospice Coastal Division,5.0,1,Hospice,"40 Belvedere Rd, Damariscotta, ME 04543, United States","2FXV+52 Damariscotta, Maine, USA",https://www.mainehealth.org/Locations/LincolnHealth-Locations/Miles-and-St-Andrews-Home-Health-and-Hospice,+1 207-563-4592,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yFOLUeKcfEZJvfav9E_OQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.7845&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:22:53.677Z,,,,
https://www.google.com/maps/place/MaineHealth+-+Home+Health+%26+Hospice+-+Kennebunk/data=!4m7!3m6!1s0x4cb2adda069727b9:0xe2b2f8c9d1574db0!8m2!3d43.3863631!4d-70.5402933!16s%2Fg%2F11g03nw2g6!19sChIJuSeXBtqtskwRsE1X0cn4suI,MaineHealth - Home Health & Hospice - Kennebunk,,,Hospice,"Lafayette Place, 2 Storer St, Kennebunk, ME 04043, United States","9FP5+GV Kennebunk, Maine, USA",https://mainehealth.org/services/home-health-care,+1 800-660-4867,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A-SekSfa7Mlq_FxEypfFRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=320.3769&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:22:58.247Z,,,,
https://www.google.com/maps/place/Portland+VA+Clinic/data=!4m7!3m6!1s0x4cb29b8968726c19:0x900bf485b20b67e9!8m2!3d43.644374!4d-70.2687497!16s%2Fg%2F1tff2mw7!19sChIJGWxyaImbskwR6WcLsoX0C5A,Portland VA Clinic,4.0,33,Medical clinic,"141 W Commercial St, Portland, ME 04102, United States","JPVJ+PG Portland, Maine, USA",https://www.va.gov/maine-health-care/locations/portland-va-clinic/,+1 877-421-8263 ext. 3500,Closed ⋅ Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noWxakvZUBdXNFeSnB3zyg0UYBOlQfiI4uOt3BTYSJrZpNWFG2Veli5CeusyLKAio2qPha7GLAWhoQy6lbLIUUUmcVM1_w4zracPxS2jrE3JIORoG4af_dEj-6XTDQUAWUiC8IR=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:03.211Z,,,,
https://www.google.com/maps/place/Kennebunk+Center+for+Health+%26+Rehabilitation/data=!4m7!3m6!1s0x4cb2ae0e871f14f5:0xf6d69de8a72875f1!8m2!3d43.3994865!4d-70.5516128!16s%2Fg%2F1thw_0s2!19sChIJ9RQfhw6uskwR8XUop-id1vY,Kennebunk Center for Health & Rehabilitation,4.3,100,Nursing home,"158 Ross Rd, Kennebunk, ME 04043, United States","9CXX+Q9 Kennebunk, Maine, USA",https://kennebunkcenterrehab.com/,+1 207-985-7141,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP6-z4qN6t7CTLIoArmzWeHQRH_fao3oZnmqgak=w408-h408-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:08.407Z,,,,
https://www.google.com/maps/place/Cornerstone+VNA/data=!4m7!3m6!1s0x89e2834087fb900b:0xeac0c4a14e4806b2!8m2!3d43.3433912!4d-71.0231246!16s%2Fg%2F1tfw40yn!19sChIJC5D7h0CD4okRsgZITqHEwOo,Cornerstone VNA,3.7,25,Home health care service,"178 Farmington Rd, Rochester, NH 03867, United States","8XVG+9Q Rochester, New Hampshire, USA",https://www.cornerstonevna.org/,+1 603-332-1133,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipPI8HYwe--icOAW9GsggNMeLr21hJmIFzSYszqx=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:13.281Z,,,,
https://www.google.com/maps/place/MaineHealth+Mid+Coast+Hospital/data=!4m7!3m6!1s0x4cad868468abf643:0x1d41760cd1ddf252!8m2!3d43.9056576!4d-69.891099!16s%2Fm%2F0pcwhzd!19sChIJQ_araISGrUwRUvLd0Qx2QR0,MaineHealth Mid Coast Hospital,3.0,215,Hospital,"123 Medical Center Dr, Brunswick, ME 04011, United States","W445+7H Brunswick, Maine, USA",https://www.mainehealth.org/Mid-Coast-Hospital,+1 207-363-6000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMuW3-DoQ9tm2iEaTSOHSQG_CO-eMrKao8cBcgO=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:18.230Z,,,,
"https://www.google.com/maps/place/Aroostook+House+of+Comfort/@46.6672096,-68.006958,17z/data=!3m1!4b1!4m6!3m5!1s0x4cbcafa826eff069:0x7f8499c52b08a493!8m2!3d46.6672096!4d-68.006958!16s%2Fg%2F11gl1x3f5z",Aroostook House of Comfort,5.0,7,Hospice,"18 Green Hill Rd, Presque Isle, ME 04769, United States","MX8V+V6 Presque Isle, Maine, USA",http://aroostookhouseofcomfort.org/,+1 207-764-9406,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:22.886Z,,,,
https://www.google.com/maps/place/MaineHealth+Care+at+Home+Rockland/data=!4m7!3m6!1s0x4cadce33c8924269:0xcd40c578e37a3a99!8m2!3d44.102096!4d-69.1260245!16s%2Fg%2F11ggz6n0dq!19sChIJaUKSyDPOrUwRmTp643jFQM0,MaineHealth Care at Home Rockland,2.3,3,Hospice,"231 Park St, Rockland, ME 04841, United States","4V2F+RH Rockland, Maine, USA",,+1 800-660-4867,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vwkstE2KTZIW7oiMRQMKqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.2378004&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:27.553Z,,,,
https://www.google.com/maps/place/Winship+Green+Center+for+Health+%26+Rehabilitation/data=!4m7!3m6!1s0x4cad858420bb05e3:0xc37005104babd072!8m2!3d43.932198!4d-69.816938!16s%2Fg%2F1td_4sl8!19sChIJ4wW7IISFrUwRctCrSxAFcMM,Winship Green Center for Health & Rehabilitation,4.3,69,Nursing home,"51 Winship St, Bath, ME 04530, United States","W5JM+V6 Bath, Maine, USA",https://winshipgreencenterrehab.com/,+1 207-443-9772,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IpslF_qIPJaENTNIV--xdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.40915&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:32.769Z,,,,
https://www.google.com/maps/place/Back+Cove+Animal+Hospital/data=!4m7!3m6!1s0x4cb29d015834ee55:0xce258b665ba3809b!8m2!3d43.6647483!4d-70.2704446!16s%2Fg%2F11h1djydcd!19sChIJVe40WAGdskwRm4CjW2aLJc4,Back Cove Animal Hospital,4.9,542,Veterinarian,"55 Baxter Blvd, Portland, ME 04101, United States","MP7H+VR Portland, Maine, USA",https://www.backcoveanimalhospital.com/?y_source=1_OTQ0MTg3MDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 207-253-1780,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipP8TgD8PFNvXGrZhG6QGiiNRFI4CSKc1h9tugy4=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:38.047Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Pine+Tree+Hospice/data=!4m7!3m6!1s0x4cb022c2bd536af9:0x5422fa7a11abae2a!8m2!3d45.1867134!4d-69.2365155!16s%2Fg%2F11bbrnfktv!19sChIJ-WpTvcIisEwRKq6rEXr6IlQ,Pine Tree Hospice,5.0,1,Hospice,"883 W Main St, Dover-Foxcroft, ME 04426, United States","5QP7+M9 Dover-Foxcroft, Maine, USA",http://www.pinetreehospice.org/,+1 207-802-8078,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gh-ea3bg7O38-8gFazi6wA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.664399&pitch=0&thumbfov=100,true,8 am–2 pm,8 am–2 pm,8 am–2 pm,Closed,Closed,8 am–2 pm,8 am–2 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:43.180Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Maine+Hospice+Council+Inc/data=!4m7!3m6!1s0x880e2dec4bb6aeb7:0xdb2a6b6922e16799!8m2!3d44.3125327!4d-69.7794251!16s%2Fg%2F1263slgjl!19sChIJt662S-wtDogRmWfhImlrKts,Maine Hospice Council Inc,,,Hospice,"136 State St Suite 220, Augusta, ME 04330, United States","867C+26 Augusta, Maine, USA",https://mainehospicecouncil.org/,+1 207-626-0651,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZCUx_fDZztd1cFC-fPDY2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.2787&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:48.614Z,,,,
https://www.google.com/maps/place/Norway+Center+for+Health+%26+Rehabilitation/data=!4m7!3m6!1s0x4cb249f182c33b9f:0x4dc0aa981486ec3f!8m2!3d44.2047124!4d-70.5356021!16s%2Fg%2F1vxz96fp!19sChIJnzvDgvFJskwRP-yGFJiqwE0,Norway Center for Health & Rehabilitation,4.6,34,Rehabilitation center,"29 Marion Ave, Norway, ME 04268, United States","6F37+VQ Norway, Maine, USA",https://norwaycenterrehab.com/,+1 207-743-7075,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MQpgVVxF-F8RF8voto0OzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.7971&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:54.195Z,,,,
https://www.google.com/maps/place/Becket+House+At+Litchfield/data=!4m7!3m6!1s0x4cb20c122f1a9a99:0x168717c94d5366a5!8m2!3d44.1735272!4d-69.9255854!16s%2Fg%2F1tf0q6kl!19sChIJmZoaLxIMskwRpWZTTckXhxY,Becket House At Litchfield,1.5,2,Mental health service,"224 Pine Tree Rd, Litchfield, ME 04350, United States","53FF+CQ Litchfield, Maine, USA",,+1 207-268-3810,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uqMY1yYHh2H23MUyG44llw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.12655&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:23:57.291Z,,,,
https://www.google.com/maps/place/Compassionate+Home+Care+by+Jen/data=!4m7!3m6!1s0x4cb2a5c173607993:0xad561b6fa1d95319!8m2!3d44.4072765!4d-70.3743366!16s%2Fg%2F11p4_vbzn1!19sChIJk3lgc8GlskwRGVPZoW8bVq0,Compassionate Home Care by Jen,5.0,17,Home health care service,,,http://www.compassionatehomecarebyjen.org/,+1 207-494-9022,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNaNOqAbL9jA3woMiKQUW4yjb7cRev8abWrJ_a1=w408-h270-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:24:02.337Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Lap+of+Love+-+Portland,+ME/data=!4m7!3m6!1s0x82f4547d1049f9f3:0xe2aedbe1afa42d0d!8m2!3d43.636017!4d-70.161625!16s%2Fg%2F11t5yn7fp2!19sChIJ8_lJEH1U9IIRDS2kr-HbruI","Lap of Love - Portland, ME",5.0,20,Veterinarian,,,https://www.lapoflove.com/find-a-vet/Maine/Portland/about,+1 207-553-3776,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipPNJECyEH7Q5fYr_xdfyklThRex5ZUpFwCxRLX9=w426-h240-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:24:07.292Z,,,,
https://www.google.com/maps/place/Veterinary+and+Rehabilitation+Center+of+Cape+Elizabeth/data=!4m7!3m6!1s0x4cb29e342ae84ce3:0x4b7849149ba38c9c!8m2!3d43.6029416!4d-70.2351231!16s%2Fg%2F1tkv9cbd!19sChIJ40zoKjSeskwRnIyjmxRJeEs,Veterinary and Rehabilitation Center of Cape Elizabeth,4.0,41,Veterinarian,"207 Ocean House Rd, Cape Elizabeth, ME 04107, United States","JQ37+5X Cape Elizabeth, Maine, USA",http://www.vrcce.com/,+1 207-799-6952,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMkPiZnraLrtAxVEmfhtGMOyKeW4nmPBKGF2uae=w408-h408-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,"8 am–1 pm, 2–6 pm","https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:24:12.755Z,,,,
https://www.google.com/maps/place/15+Industrial+Park+Rd./data=!4m7!3m6!1s0x4cb2a49b628b33a5:0xe99514f0965b1db4!8m2!3d43.5191805!4d-70.4499609!16s%2Fg%2F11vjzyvtqc!19sChIJpTOLYpukskwRtB1blvAUlek,15 Industrial Park Rd.,,,Bus stop,"Saco, ME 04072, United States","GH92+M2 Saco, Maine, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xPYza4m1FkrcMewG3WF-mA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=125.100395&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:24:15.567Z,,,,
https://www.google.com/maps/place/Haven+Veterinary+Hospice+and+Senior+Care/data=!4m7!3m6!1s0x4cb2b163ce7a4f49:0xd5ba377c5a690948!8m2!3d43.36706!4d-70.4824865!16s%2Fg%2F11h33typl6!19sChIJSU96zmOxskwRSAlpWnw3utU,Haven Veterinary Hospice and Senior Care,5.0,49,Veterinarian,,,https://havenvethospice.com/,+1 207-361-7145,Closed ⋅ Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaVT2-aW5ccNfCOgMe4fXWIGQIpNiAl9cyYwA2uQS2Q6WzGX8RNqd_Vi5PJ2hmuAt1Rivs7BHMYSJmpW2ocYe71uqyg4stKzc6l33CF6nUZhl2fFHJhqzu_1JQDpCqVriag8SFpw=w408-h544-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,8 am–5 pm,8 am–5 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-18T00:24:20.555Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Bath-Brunswick+Respite+Care/data=!4m7!3m6!1s0x4cad85bd8ae99b79:0x6ca93f7ee246ea16!8m2!3d43.9304099!4d-69.8160385!16s%2Fg%2F11mtfjp1g8!19sChIJeZvpir2FrUwRFupG4n4_qWw,Bath-Brunswick Respite Care,4.0,1,Adult day care center,"9 Park St, Bath, ME 04530, United States","W5JM+5H Bath, Maine, USA",http://www.respite-care.org/,+1 207-729-8571,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=acI77t-bXJ-vG3T9GXeYHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.59485&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Bath+ME/@43.9106353,-69.8206023,14z",2025-09-18T00:24:33.592Z,,,,
https://www.google.com/maps/place/Riverside+Healing+Center/data=!4m7!3m6!1s0x4cad850c7739a4f1:0xd74369051389ea76!8m2!3d43.9144429!4d-69.8136005!16s%2Fg%2F11gh2px8hx!19sChIJ8aQ5dwyFrUwRduqJEwVpQ9c,Riverside Healing Center,4.1,8,Medical clinic,"92 Commercial St, Bath, ME 04530, United States","W57P+QH Bath, Maine, USA",http://www.riversidehealingcenter.com/,+1 207-389-4372,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr97omgTkVCJc1Y3VkhywjLK3IicE2nJ7C7FPzw5J3RlGDStaS655M2uPO8jrjELM41MPzUw3TpO88HSZuTQ6_uWzlPJYqGBVo8JT-aXt3VoXyE0z_eLchymaZdHtIQf1LlMI0=w416-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,Closed,9 am–4:30 pm,9:30 am–5:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Bath+ME/@43.9106353,-69.8206023,14z",2025-09-18T00:24:39.129Z,,,,
https://www.google.com/maps/place/Hospice+Volunteers+of+Waterville+Area/data=!4m7!3m6!1s0x4cb1e5ead6f039c7:0x1e2d7ae86fdafeec!8m2!3d44.562228!4d-69.6355577!16s%2Fg%2F11s3ckz671!19sChIJxznw1urlsUwR7P7ab-h6LR4,Hospice Volunteers of Waterville Area,,,Hospice,"304 Main St, Waterville, ME 04901, United States","H967+VQ Waterville, Maine, USA",http://hvwa.org/,+1 207-873-3615,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uu9wlXjovTbKGBOuKUzPNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=240.33147&pitch=0&thumbfov=100,false,9 am–4:30 pm,9 am–4:30 pm,9 am–2 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Waterville+ME/@44.5520105,-69.6317121,14z",2025-09-18T00:24:53.690Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/MaineGeneral+Community+Care/data=!4m7!3m6!1s0x4cb1e37de0a535b7:0x9fc7a56bb91caa95!8m2!3d44.5462383!4d-69.6304112!16s%2Fg%2F1tp8zn32!19sChIJtzWl4H3jsUwRlaocuWulx58,MaineGeneral Community Care,2.3,3,Hospice,"10 Water St # 308, Waterville, ME 04901, United States","G9W9+FR Waterville, Maine, USA",http://mainegeneral.org/,+1 207-861-3400,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqnitsKvyfMCIasyITQFwfknD3tx54BanhyltSDw9pql9aCxI66J3hJl5zqLavA_aHnNfSaOfhD_L9FD5JZxkXcseUje9IqqcMKLCVYqv2Epmiw8ygkfNj1Xr5DfYnOhboacG6K5w=w507-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Waterville+ME/@44.5520105,-69.6317121,14z",2025-09-18T00:24:57.067Z,,,,
https://www.google.com/maps/place/Oak+Grove+Center/data=!4m7!3m6!1s0x4cb1e48573834821:0xa5247de10a2f5c37!8m2!3d44.546998!4d-69.6458986!16s%2Fg%2F1tfv4qtk!19sChIJIUiDc4XksUwRN1wvCuF9JKU,Oak Grove Center,3.9,40,Nursing home,"27 Cool St, Waterville, ME 04901, United States","G9W3+QJ Waterville, Maine, USA",http://www.genesishcc.com/OakGrove,+1 207-873-0721,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPjYAejEQphZCJGTnajENT3fzAA-87qQeye3OQF=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Waterville+ME/@44.5520105,-69.6317121,14z",2025-09-18T00:25:02.360Z,,,,
