placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Hampden+House+Nursing+Home/data=!4m7!3m6!1s0x4879559188525acd:0x5fcd1f7e7efd6be9!8m2!3d53.9930468!4d-1.5636731!16s%2Fg%2F11vkf5hbd6!19sChIJzVpSiJFVeUgR6Wv9fn4fzV8,Hampden House Nursing Home,1.0,1,Nursing home,"Hampden House, 120 Duchy Rd, Harrogate HG1 2HE, United Kingdom","XCVP+6G Harrogate, United Kingdom",https://www.hica-uk.com/care-homes/hampden-house/,+44 1423 566964,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xMcb7SXxy73HluyxHdRA4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.53528&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:15:19.151Z,,,
https://www.google.com/maps/place/Vida+Grange+-+Specialist+Dementia+Care+Home/data=!4m7!3m6!1s0x48795117f0b1b5af:0x52a24d548d6f2fc1!8m2!3d53.9559032!4d-1.533397!16s%2Fg%2F11ddwsbd4f!19sChIJr7Wx8BdReUgRwS9vjVRNolI,Vida Grange - Specialist Dementia Care Home,4.3,25,Nursing home,"Thirkill Dr, Pannal, Harrogate HG3 1FE, United Kingdom","XF48+9J Harrogate, United Kingdom",http://www.vidahealthcare.co.uk/,+44 1423 788770,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMPyenNQg_ABahMOKomYCc8KWwrSzdC8wJBH4ZX=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:15:24.021Z,,,
https://www.google.com/maps/place/Ashfield+Court+Care+Home/data=!4m7!3m6!1s0x48795160ed8c9685:0x4e0c95532cb52c8e!8m2!3d53.984706!4d-1.534097!16s%2Fg%2F1tdr7q3w!19sChIJhZaM7WBReUgRjiy1LFOVDE4,Ashfield Court Care Home,5.0,1,Nursing home,"Ashfield Court, 3 Tewit Well Rd, Harrogate HG2 8JG, United Kingdom","XFM8+V9 Harrogate, United Kingdom",http://www.mmcgcarehomes.co.uk/our-care-homes/ashfield-court/,+44 1423 580882,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNPP0pjgTefwlwVKScW9yIDU96x-J7xPVQZ-GKw=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:15:28.889Z,,,
https://www.google.com/maps/place/West+Park+Care+Harrogate/data=!4m7!3m6!1s0x4879516c96e4e101:0x603b7c583fe0262a!8m2!3d53.9853707!4d-1.4919279!16s%2Fg%2F11gxsl2tvn!19sChIJAeHklmxReUgRKibgP1h8O2A,West Park Care Harrogate,5.0,25,Home health care service,"38 Freemans Way, Harrogate HG3 1DH, United Kingdom","XGP5+46 Harrogate, United Kingdom",http://www.westparkcare.co.uk/,+44 1423 594142,Closed ⋅ Opens 7 am,https://lh3.googleusercontent.com/p/AF1QipNVdkm5j9gIYbx5t-mtZSL6XNAphEjrAKBnJWuD=w408-h272-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:15:33.911Z,,,
https://www.google.com/maps/place/St+Gemma%27s+Hospice/data=!4m7!3m6!1s0x48795bc41cebc3a9:0x4087ad67896f2796!8m2!3d53.8419847!4d-1.5341921!16s%2Fg%2F1tr7hxgf!19sChIJqcPrHMRbeUgRlidviWeth0A,St Gemma's Hospice,4.5,26,Hospice,"329 Harrogate Rd, Moortown, Leeds LS17 6QD, United Kingdom","RFR8+Q8 Leeds, United Kingdom",https://www.st-gemma.co.uk/,+44 113 218 5500,"Open 24 hours

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNs8qr5oRGiody_SN14K97qIHlyN6HzUUs4hrh0=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Harrogate+York+UK/@53.99212,-1.541812,14z",2025-09-18T00:15:39.037Z,,,
https://www.google.com/maps/place/St+Leonard%27s+Hospice+Donation+Centre/data=!4m7!3m6!1s0x487931327428ef73:0xbac694bba733ac05!8m2!3d53.9558752!4d-1.1198863!16s%2Fg%2F11rvlrz22n!19sChIJc-8odDIxeUgRBawzp7uUxro,St Leonard's Hospice Donation Centre,3.4,13,Donations center,"201 Acomb Rd, Acomb, York YO24 4HD, United Kingdom","XV4J+92 York, UK",https://stleonardshospice.org.uk/,+44 1904 789229,Closed ⋅ Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9EEx3pQxF1UycGyoRz1gUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.3798&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Middlesbrough+York+UK/@53.9558541,-1.0732041,14z",2025-09-18T00:15:57.720Z,,,
https://www.google.com/maps/place/St+Leonard%27s+Hospice+Shop/data=!4m7!3m6!1s0x48793141a96dc9e9:0x340bfdc4a67f5b84!8m2!3d53.9624972!4d-1.0716776!16s%2Fg%2F11hdpst1xf!19sChIJ6cltqUExeUgRhFt_psT9CzQ,St Leonard's Hospice Shop,3.9,49,Charity,"60 Layerthorpe, York YO31 7YW, United Kingdom","XW6H+X8 York, UK",https://www.stleonardshospice.org.uk/,+44 1904 629565,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npRgGY4TRh3nomK-LIFNX5TmSuciWTNzpSK4hQy00TkE0uGFOg_3Oqmfi25c7N6ndejRL5Yos2atyib5JENakaQxxpwvdFm8D6YhFB749kpZ9DsBTEU1UNlrfLz3pUJGz-W_0g=w408-h372-k-no,false,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Middlesbrough+York+UK/@53.9558541,-1.0732041,14z",2025-09-18T00:16:02.750Z,,,
https://www.google.com/maps/place/Teesside+Hospice/data=!4m7!3m6!1s0x487eecde82ca42b1:0xb05f164e15cd4294!8m2!3d54.5537647!4d-1.2488726!16s%2Fg%2F1tptq5b6!19sChIJsULKgt7sfkgRlELNFU4WX7A,Teesside Hospice,5.0,26,Hospice,"1 Northgate Rd, Linthorpe, Middlesbrough TS5 5NW, United Kingdom","HQ32+GF Middlesbrough, United Kingdom",http://www.teessidehospice.org/,+44 1642 811060,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNtCHcrBd-Zd3fUkZyd3sEORwdN42KH7SxG22t-=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Middlesbrough+York+UK/@53.9558541,-1.0732041,14z",2025-09-18T00:16:07.841Z,,,
https://www.google.com/maps/place/Zo%C3%AB%27s+Place+Baby+Hospice+Middlesbrough/data=!4m7!3m6!1s0x487eee87bb216c75:0xe2a21374446a10aa!8m2!3d54.5583002!4d-1.154458!16s%2Fg%2F1tmk81q8!19sChIJdWwhu4fufkgRqhBqRHQTouI,Zoë's Place Baby Hospice Middlesbrough,5.0,5,Hospice,"Crossbeck House, High St, Middlesbrough TS6 9DA, United Kingdom","HR5W+86 Middlesbrough, United Kingdom",,+44 1642 457985,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM7Ys8uuWaPE4GEXTmQxJSXNnjOpPUkaNaO8uAo=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Middlesbrough+York+UK/@53.9558541,-1.0732041,14z",2025-09-18T00:16:12.844Z,,,
https://www.google.com/maps/place/St+Leonard%27s+Hospice+Shop/data=!4m7!3m6!1s0x4879312386191a7b:0x77c36a9c4144ff20!8m2!3d53.9563711!4d-1.1199566!16s%2Fg%2F1tz957z6!19sChIJexoZhiMxeUgRIP9EQZxqw3c,St Leonard's Hospice Shop,4.2,29,Thrift store,"Regent Buildings, 6 York Rd, Holgate, York YO26 4LT, United Kingdom","XV4J+G2 York, UK",https://stleonardshospice.org.uk/,+44 1904 788063,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrTh34LsfWdFX8JFyBnYUpvcu-Wz7NuU4axxxIGIlD1Wzhij_dus_WQsbA3G0WHONmYumCQF0QXDniCoTqJiD6gmnoDDQ7EhAaJ8FjsRJqsYDnXv0oKfDtqYF9bxY02Gxojs8X9vA=w408-h315-k-no,false,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Middlesbrough+York+UK/@53.9558541,-1.0732041,14z",2025-09-18T00:16:17.691Z,,,
https://www.google.com/maps/place/The+Friary+Community+Hospital/data=!4m7!3m6!1s0x487c1f9a267436c5:0x35c749c19e94623c!8m2!3d54.4050622!4d-1.7383404!16s%2Fg%2F1tctf4pm!19sChIJxTZ0JpoffEgRPGKUnsFJxzU,The Friary Community Hospital,3.5,11,Community health center,"9 Queens Rd, Richmond DL10 4AJ, United Kingdom","C746+2M Richmond, UK",http://southtees.nhs.uk/hospitals/friary/,+44 1642 944470,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrMjeA9IG94Aqnj9W1QFW8833GeMcwfWix3qtSA6ZkoqoWOZi-pEZe5flEbBV9SjRu5cBZIfwT6WXf9hvhYYFI6vBKcCAFBx1roLRd8HDQepNafra4C_Kdc4Fg-5Pnf0IkchzF0-g=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:16:31.774Z,,,
https://www.google.com/maps/place/The+Terrace+Care+Home+-+Care+UK/data=!4m7!3m6!1s0x487c1f9157f05d33:0x8464e0c50ca9d64f!8m2!3d54.4060018!4d-1.7276489!16s%2Fg%2F1tdd06__!19sChIJM13wV5EffEgRT9apDMXgZIQ,The Terrace Care Home - Care UK,4.3,11,Nursing home,"The Terrace, Maison Dieu, Richmond DL10 7AX, United Kingdom","C74C+CW Richmond, UK",https://www.careuk.com/care-homes/the-terrace-richmond?utm_source=Organic&utm_medium=GMB&utm_campaign=The-Terrace,+44 1748 896715,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMGIQAbjyNXDwF3pbh0T9jdSiiYURieC75vCqqb=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:16:36.745Z,,,
https://www.google.com/maps/place/Scorton+Care+Village+-+DMP+Healthcare/data=!4m7!3m6!1s0x487ea1be023623ed:0x2a4fb159ffe7b1a3!8m2!3d54.3970592!4d-1.6115818!16s%2Fg%2F1tp1ycn3!19sChIJ7SM2Ar6hfkgRo7Hn_1mxTyo,Scorton Care Village - DMP Healthcare,3.4,16,Nursing home,"Scorton, Richmond DL10 6EB, United Kingdom","99WQ+R9 Scorton, Richmond, UK",https://www.dmphealthcare.co.uk/,+44 1748 812345,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npUZfIFZCzbYEHKF8A7qMy46KBRKwOXlatfx13mXSJ9FX5yHVCxBNoUXd9T5lwSOy8kcye5rnZQflHfSfo6iZNKEfAgusihVdus9Yp9rNYwj-4kvadTDRLDfIeYQAA5IhPDiBnrVg=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:16:42.070Z,,,
https://www.google.com/maps/place/Elizabeth+House/data=!4m7!3m6!1s0x487ea10011cda0ef:0xd242f2b7757937ff!8m2!3d54.3966122!4d-1.6135481!16s%2Fg%2F11xgcrpgsq!19sChIJ76DNEQChfkgR_zd5dbfyQtI,Elizabeth House,,,Aged care,"Scorton, Richmond DL10 6EB, United Kingdom","99WP+JH Scorton, Richmond, UK",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=epHLQ_LFjT6nHEotiTR3eQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.48138&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:16:44.994Z,,,
https://www.google.com/maps/place/Herriot+Hospice+at+The+Lambert+-+Herriot+Hospice+Homecare/data=!4m7!3m6!1s0x487eb77ee1f17f5b:0xd3012d6b813f82bf!8m2!3d54.2313!4d-1.3432733!16s%2Fg%2F11x1cmgftt!19sChIJW3_x4X63fkgRv4I_gWstAdM,Herriot Hospice at The Lambert - Herriot Hospice Homecare,,,Hospice,"Chapel St, Thirsk YO7 1LU, United Kingdom","6MJ4+GM Thirsk, United Kingdom",https://www.herriothh.org.uk/,+44 1609 777413,Closed ⋅ Opens 9 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6yIo1cGug5HsHqBFqVMJsw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.64289&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:16:55.444Z,,,
https://www.google.com/maps/place/Hillcrest+Care+Home/data=!4m7!3m6!1s0x487c1e32f73c4fbb:0x354372070edaf47f!8m2!3d54.3766346!4d-1.7088626!16s%2Fg%2F1tmpvjpm!19sChIJu0889zIefEgRf_TaDgdyQzU,Hillcrest Care Home,5.0,3,Assisted living facility,"Byng Rd, Catterick Garrison DL9 4DW, United Kingdom","97GR+MF Catterick Garrison, United Kingdom",http://www.sirtin.com/,+44 1748 834444,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOhFvHvJap-pTIlMFT2ZXsxTqClBMdjuTtxinPg=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:17:00.681Z,,,
https://www.google.com/maps/place/Balmaclellan/data=!4m7!3m6!1s0x487ea1069401e749:0xd4b9e6040088fe78!8m2!3d54.3758265!4d-1.629043!16s%2Fg%2F11h2pbshvg!19sChIJSecBlAahfkgReP6IAATmudQ,Balmaclellan,4.7,3,Nursing home,"1 Leeming Ln, Catterick, Richmond DL10 7NJ, United Kingdom","99GC+89 Catterick, Richmond, UK",http://www.sjog.org.uk/,+44 1748 811880,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5vmuuncaD5lgv3KnPq4blw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.26257&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:17:05.752Z,,,
https://www.google.com/maps/place/Herriot+Hospice+Homecare+Richmond+Charity+Shop/data=!4m7!3m6!1s0x487c1f99161b28a5:0xa69d081f92c83217!8m2!3d54.4035519!4d-1.7391514!16s%2Fg%2F11f1yzdjg4!19sChIJpSgbFpkffEgRFzLIkh8InaY,Herriot Hospice Homecare Richmond Charity Shop,4.0,4,Thrift store,"3 Finkle St, Richmond DL10 4QA, United Kingdom","C736+C8 Richmond, UK",https://www.herriothh.org.uk/shop/richmond,+44 1748 821599,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no1fAj1kNM228wri_QEoNinO7axPA7Ia9SbeQHNwddQCoR4jjVnPHGYZpD6uBUCoGqnpV4l7lZxl_FMcjIBkt_2vD8RP261e74YZBc_BSacTRCJ_2bRQPU9q_tYzNzSndQcdreaGdVVGcp4=w408-h544-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:17:10.698Z,,,
https://www.google.com/maps/place/Nightingale+Hall+Residential+Care+Home/data=!4m7!3m6!1s0x487c1f8fde94d973:0x37485cf0bad62444!8m2!3d54.4112321!4d-1.7324924!16s%2Fg%2F1tfbbqb3!19sChIJc9mU3o8ffEgRRCTWuvBcSDc,Nightingale Hall Residential Care Home,5.0,3,Aged care,"7 Seagrim Crescent, Richmond DL10 4UB, United Kingdom","C769+F2 Richmond, UK",http://www.wellburncare.co.uk/our-homes/nightingale-hall,+44 1748 823003,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOO5BjoDLpZ0F_X9kHnW9IKisNiIhTbWAGhSnDn=w648-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:17:15.735Z,,,
https://www.google.com/maps/place/Herriot+Hospice+Homecare+Bedale+Charity+Shop/data=!4m7!3m6!1s0x487ea67cc0c03eb9:0x69b629e3f03cb72e!8m2!3d54.2885174!4d-1.5916862!16s%2Fg%2F11cs04qd44!19sChIJuT7AwHymfkgRLrc88OMptmk,Herriot Hospice Homecare Bedale Charity Shop,3.0,2,Hospice,"35 Market Pl, Bedale DL8 1ED, United Kingdom","7CQ5+C8 Bedale, United Kingdom",https://www.herriothh.org.uk/,+44 1677 427447,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMFrxUviSFTefxMR-3o2HzCIwJGcBOGXomDDAWobNOYQ5CWoH6sgBENlZ9g_Md-NOkDIYtENGlQ9wTcO-a5odhiVP_fWigU6FbmYsR-3PRJUq0WJU6_JOVip4zSMgJ5eL_SXk8=w408-h266-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:17:20.682Z,,,
https://www.google.com/maps/place/Herriot+Hospice+Homecare+Thirsk+Charity+Shop/data=!4m7!3m6!1s0x487ebc9069456b0b:0xe408d53f794bae17!8m2!3d54.2320302!4d-1.3435463!16s%2Fg%2F1tvm2b06!19sChIJC2tFaZC8fkgRF65LeT_VCOQ,Herriot Hospice Homecare Thirsk Charity Shop,5.0,1,Hospice,"14 Market Pl, Thirsk YO7 1LB, United Kingdom","6MJ4+RH Thirsk, United Kingdom",https://www.herriothh.org.uk/,+44 1609 777413,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npCZNxVCtIHbuSexpxik1uIJiKMcgk83LkpozD4nLxEoEDw06vBuCgH3Doazsv9W1_xJ7xgdF68kItjMxDIFhK9bkOeiwiX6n803Z0FqE-6c08mEAUD-sLQTDAbS10OB96tL_E7=w408-h306-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:17:25.682Z,,,
https://www.google.com/maps/place/Butterwick+Hospice/data=!4m7!3m6!1s0x487e8267b3a7df15:0x3236396d60bdbcee!8m2!3d54.6514099!4d-1.6854141!16s%2Fg%2F1tfnskrv!19sChIJFd-ns2eCfkgR7ry9YG05NjI,Butterwick Hospice,4.4,7,Hospice,"Woodhouse Ln, Bishop Auckland DL14 6JU, United Kingdom","M827+HR Bishop Auckland, UK",http://www.butterwick.org.uk/,+44 1388 603003,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr6YY1qj8rmzpjfudM1ddTQj0dfXkvZ7haXUtZH3IuZFa1iHPFpJb7dTpFYUygsVV4ylIfOOkqVXWB9mUxbVQw1xSVheOWVfKpSXHG75E3HB-AaCwebyikfZNYo_SMmlIaDxwFeYA=w408-h306-k-no,false,9 am–5 pm,Closed,Closed,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Richmond+York+UK/@54.405,-1.653,14z",2025-09-18T00:17:30.723Z,,,
https://www.google.com/maps/place/St+Catherines/data=!4m7!3m6!1s0x487f19d8cb1e4597:0x4c76d7da682bd258!8m2!3d54.492357!4d-0.6321371!16s%2Fg%2F1trrcrvg!19sChIJl0Uey9gZf0gRWNIraNrXdkw,St Catherines,,,Hospice,"5 Mulgrave Cres, Whitby YO21 3JU, United Kingdom","F9R9+W4 Whitby, United Kingdom",,+44 1947 821049,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no4S3VZQsb-VrFrfqGNUYtvgVvWxkd2ZRMYOBBUFzxq4RlrStUsEphLGKyvWu91jymAdR_eyTh8BkC-lHzBj8QPt9A8WWPaHKEknhLLJViBeowNpG1krGTgQnFNJb12FX4S9Y0=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Whitby+York+UK/@53.9704014,-1.0503539,14z",2025-09-18T00:17:47.258Z,,,
https://www.google.com/maps/place/CAYP+Psychology+-+York/data=!4m7!3m6!1s0x48793134bb3a23f3:0x711a380edb9bd598!8m2!3d53.963859!4d-1.085041!16s%2Fg%2F11t25777d6!19sChIJ8yM6uzQxeUgRmNWb2w44GnE,CAYP Psychology - York,5.0,3,Child psychologist,"4, Millers Yard, Gillygate, York YO31 7EA, United Kingdom","XW77+GX York, UK",http://www.cayp-psychology.com/,+44 333 242 0824,Closed ⋅ Opens 8:30 am,https://lh3.googleusercontent.com/p/AF1QipPSrhSrjT1_hzfvZPJL9uHJvQqoXg23dv1_zHOF=w408-h268-k-no,true,8:30 am–6:30 pm,8:30 am–6:30 pm,Closed,Closed,8:30 am–6:30 pm,8:30 am–6:30 pm,8:30 am–6:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Ripon+York+UK/@53.966056,-1.0705712,14z",2025-09-18T00:18:00.811Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Saint+Michael%27s+Hospice+Ripon+Charity+Shop/data=!4m7!3m6!1s0x487eac4bcd46046b:0xddb50a3a9d922382!8m2!3d54.1378244!4d-1.5235!16s%2Fg%2F1tdg2sr3!19sChIJawRGzUusfkgRgiOSnToKtd0,Saint Michael's Hospice Ripon Charity Shop,4.4,9,Non-profit organization,"6 North St, Ripon HG4 1JY, United Kingdom","4FQG+4H Ripon, United Kingdom",https://saintmichaelshospice.org/,+44 1765 608725,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWTMNnF2sVgKmZvZXy_7chBPHtv6kxCy5a3cvv0t7Ak-FIkyA4u-wsyvHcTyWQJmdgOgKg9-ew4hn3BIDspLr0Tmq__jTWzA6VlMeZMqQrKo4_vv5TkAn-ORa0Z6gBPLCoH5Lp=w408-h306-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,10 am–2 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Ripon+York+UK/@53.966056,-1.0705712,14z",2025-09-18T00:18:12.425Z,,,
https://www.google.com/maps/place/York+Hospital/data=!4m7!3m6!1s0x487931a1db7f2029:0xbb7ef99dc5f7ebc4!8m2!3d53.9699817!4d-1.083555!16s%2Fm%2F0gvrhzd!19sChIJKSB_26ExeUgRxOv3xZ35frs,York Hospital,3.9,664,General hospital,"Wigginton Rd, Clifton, York YO31 8HE, United Kingdom","XW98+XH York, UK",https://www.yorkhospitals.nhs.uk/,+44 1904 631313,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nobcWO_T8mBlqMFS-reB_uHfvGQbjjY0J1eo3LrqqYQXLJ60aHInDsYjE6LV7dalEBTcd-UdCM7PYEz_RBSOjFrAdJwhWN1d_5wsi53r-VbJGkbI-yfYuXK88aozaxA_pVQfmBq=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Ripon+York+UK/@53.966056,-1.0705712,14z",2025-09-18T00:18:17.657Z,,,
https://www.google.com/maps/place/Care+Legacy/data=!4m7!3m6!1s0x487ebd9d3600be87:0x5315029998fd338d!8m2!3d54.3402132!4d-1.4332075!16s%2Fg%2F11w2bplc_v!19sChIJh74ANp29fkgRjTP9mJkCFVM,Care Legacy,5.0,1,Home health care service,"9 Central Arcade St, Northallerton DL7 8PY, United Kingdom","8HR8+3P Northallerton, United Kingdom",https://www.care-legacy.co.uk/,+44 1609 258486,Closed ⋅ Opens 9 am,https://lh3.googleusercontent.com/p/AF1QipPcMnC-BW3Is_L_uz0R25r18J-idqjt8Oncj05O=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2025-09-18T00:18:32.731Z,,,
"https://www.google.com/maps/place/Sir+Robert+Ogden+Macmillan+Centre,+Northallerton/data=!4m7!3m6!1s0x487ebdf6614d5b39:0x8b57fc6fc5378444!8m2!3d54.3430709!4d-1.4310123!16s%2Fg%2F11j2yzscyb!19sChIJOVtNYfa9fkgRRIQ3xW_8V4s","Sir Robert Ogden Macmillan Centre, Northallerton",5.0,5,Hospital,"Bullamoor Rd, Northallerton DL6 1JG, United Kingdom","8HV9+6H Northallerton, United Kingdom",https://www.southtees.nhs.uk/services/cancer-institute/friarage/sir-robert-ogden-macmillan-centre/,+44 1609 762508,Closed ⋅ Opens 8 am,https://lh3.googleusercontent.com/p/AF1QipORfcSN7qL-Iiq4P63zNMU7kj4GUtfFTo5IFybv=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Northallerton+York+UK/@54.3377838,-1.4310027,14z",2025-09-18T00:18:37.619Z,,,
