placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,error,info,attributes,isBlackOwned
https://www.google.com/maps/place/Massey+Services+GreenUP+Lawn+Care+Service/data=!4m7!3m6!1s0x88e72f2a3b73f4f1:0xdb70e43950759451!8m2!3d29.0143099!4d-80.9446811!16s%2Fg%2F11cmd2fbxp!19sChIJ8fRzOyov54gRUZR1UDnkcNs,Massey Services GreenUP Lawn Care Service,4.3,32,Lawn care service,"1869 State Rd 44, New Smyrna Beach, FL 32168, United States","2374+P4 New Smyrna Beach, Florida, USA",https://www.masseyservices.com/service-location/new-smyrna-beach-lawn-care/?utm_source=googlemybusiness&utm_medium=search&utm_campaign=NewSmyrna79&utm_content=masseylocalsearch,+1 386-663-1057,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipN-HQGMilSiB1tpwJ8eFef0CVd2phaLKMpYkjwy=w426-h240-k-no,true,7 am–8 pm,8 am–2 pm,Closed,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:02:12.545Z,,,,
https://www.google.com/maps/place/SFV+Garage+Door+Repair/data=!4m7!3m6!1s0x88e695537dad1737:0x7a8a99a20678f6e4!8m2!3d29.550847!4d-81.2293581!16s%2Fg%2F11y3__lkd7!19sChIJNxetfVOV5ogR5PZ4BqKZino,SFV Garage Door Repair,4.8,18,Garage door supplier,"1250 Palm Coast Pkwy SW #8, Palm Coast, FL 32164, United States","HQ2C+87 Palm Coast, Florida, USA",http://www.sfvgaragedoors.com/Palm-Coast-FL.html,+1 386-387-2340,Closed ⋅ Opens 7:30 am Sat,https://lh3.googleusercontent.com/p/AF1QipN38mRpKQVH2xg7Brwt0f1CY-YOtihqT69tpJSw=w408-h272-k-no,true,7:30 am–5 pm,7:30 am–5 pm,Closed,7:30 am–9 pm,7:30 am–9 pm,7:30 am–9 pm,7:30 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:02:17.326Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Overhead+Door+of+America/data=!4m7!3m6!1s0x88e0abaffb766dbb:0x128aa3ab8ec65996!8m2!3d28.4218977!4d-80.7563563!16s%2Fg%2F1tg_gwk8!19sChIJu212-6-r4IgRllnGjqujihI,Overhead Door of America,4.7,264,Garage door supplier,"3802 N Cocoa Blvd, Cocoa, FL 32926, United States","C6CV+QF Cocoa, Florida, USA",https://www.overheaddoorofamerica.com/,+1 321-576-0125,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMOOGicPr6s8owGvaLInsiGFhoLi9xK-uu46xJq=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:02:21.909Z,,,,
https://www.google.com/maps/place/Spring+Break+Garage+Door+Services/data=!4m7!3m6!1s0x88e0aa5c2b7b9d71:0x6c1eb118bc3574b3!8m2!3d28.282161!4d-80.7118275!16s%2Fg%2F11bw46q_bl!19sChIJcZ17K1yq4IgRs3Q1vBixHmw,Spring Break Garage Door Services,5.0,50,Garage door supplier,,,http://www.springbreakgds.com/,+1 321-355-3938,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipM61RiLasFfJGgGN6hPCUUYrJ6h7Pc56eEbVsby=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,9 am–2 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:02:26.450Z,,,,
https://www.google.com/maps/place/%231+Garage+Door/data=!4m7!3m6!1s0x88dd873991925841:0x6201436d96cae1f3!8m2!3d28.3950711!4d-81.4031838!16s%2Fg%2F11wj2ys0m6!19sChIJQViSkTmH3YgR8-HKlm1DAWI,#1 Garage Door,4.9,818,Garage door supplier,"11765 S Orange Blossom Trl Suite B, Orlando, FL 32837, United States","9HWW+2P Orlando, Florida, USA",https://number1garage.com/,+1 407-502-0590,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipMCdq6fN4kbCrQmWcPZfRvFlQX_YWVggPxz6CWS=w506-h240-k-no,true,8 am–6 pm,9 am–3 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:02:31.222Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Precision+Garage+Door+Service/data=!4m7!3m6!1s0x88de10779751d9e9:0xc04755343298070e!8m2!3d28.160446!4d-80.6021561!16s%2Fg%2F1tqnmfxr!19sChIJ6dlRl3cQ3ogRDgeYMjRVR8A,Precision Garage Door Service,4.9,1093,Garage door supplier,"110 Tomahawk Dr Suite B, Indian Harbour Beach, FL 32937, United States","596X+54 Indian Harbour Beach, Florida, USA",https://precisiongaragedoorsfl.com/?utm_source=GMBlisting&utm_medium=organic,+1 321-392-4712,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMEyXL1qglbBuuMUZZqYpkgPhP6oL2jBobLVdb9=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:02:35.663Z,,,,
https://www.google.com/maps/place/Winter+Springs+Garage+Door+Repair/data=!4m7!3m6!1s0x88e76d4b47ed9e45:0x5da65856f61f558c!8m2!3d28.7032852!4d-81.285347!16s%2Fg%2F11xyd05wzv!19sChIJRZ7tR0tt54gRjFUf9lZYpl0,Winter Springs Garage Door Repair,5.0,13,Garage door supplier,"855 E State Rd 434, Winter Springs, FL 32708, United States","PP37+8V Winter Springs, Florida, USA",,+1 407-901-0734,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM2q8vTDWB_fGOv65LIOlKZLmAOF8LIiQ6otSFT=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:02:40.394Z,,,,
https://www.google.com/maps/place/Coastal+Garage+Door+Repair+Service/data=!4m7!3m6!1s0xa97fe5a210bc25e1:0xc7824ef275d5a56a!8m2!3d28.0946215!4d-80.6637273!16s%2Fg%2F11p6tsr2pt!19sChIJ4SW8EKLlf6kRaqXVdfJOgsc,Coastal Garage Door Repair Service,5.0,312,Garage door supplier,"624 Atlantis Rd, Melbourne, FL 32904, United States","38VP+RG Melbourne, Florida, USA",http://www.coastalgds.com/,+1 321-313-2099,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMTy2iFBzgDKWa_gpj0oN-B5mvGXCnt3SYPjZrT=w408-h306-k-no,true,7 am–6 pm,Closed,Closed,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:02:45.431Z,,,,
https://www.google.com/maps/place/Parry%27s+Garage+Doors+and+Openers/data=!4m7!3m6!1s0x88e7713597622dd7:0xd6eb6a0281f541e2!8m2!3d28.6565689!4d-81.4244328!16s%2Fg%2F11f37xz7lp!19sChIJ1y1ilzVx54gR4kH1gQJq69Y,Parry's Garage Doors and Openers,4.7,46,Garage door supplier,"1030 Bunnell Rd, Altamonte Springs, FL 32714, United States","MH4G+J6 Altamonte Springs, Florida, USA",http://parrysgaragedoors.com/,+1 407-862-5445,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOUtl1vNy2zrIH7puSAnvfn3aDhsVQJFdFvA-JE=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:02:50.504Z,,,,
https://www.google.com/maps/place/Precision+Holdings+of+Brevard/data=!4m7!3m6!1s0x88e0b2d0d9795a87:0x84fe660ec914d5e6!8m2!3d28.5873124!4d-80.8017256!16s%2Fg%2F1tgj9mxs!19sChIJh1p52dCy4IgR5tUUyQ5m_oQ,Precision Holdings of Brevard,4.2,14,Garage door supplier,"2395 S Washington Ave # 5, Titusville, FL 32780, United States","H5PX+W8 Titusville, Florida, USA",,+1 321-225-3500,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz89Pp9l2WPNlyXZS3Q1TGYpJ_alR9iUixglsyZuuB8UhJlFxcX2FEYHBz9TrDx5zBafuipLeMy_vzc7LlX8Mf2ST80E1QaWo1QsK8fyK_hZ3AYeOx04DZIcO4xGt1tZgcaXEay=w513-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:02:55.519Z,,,,
https://www.google.com/maps/place/Quality+Garage+Door+Services+Melbourne/data=!4m7!3m6!1s0x88de124007da85f9:0x9d7dc764638ef096!8m2!3d28.176987!4d-80.6053009!16s%2Fg%2F1q2w6lv_0!19sChIJ-YXaB0AS3ogRlvCOY2THfZ0,Quality Garage Door Services Melbourne,4.8,528,Garage door supplier,"599 Sherwood Ave #202, Satellite Beach, FL 32937, United States","59GV+QV Satellite Beach, Florida, USA",https://qualitygaragedoormelbourne.com/,+1 321-593-4280,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipOCuSBaxY9lIlZOO6tEb-WcPEgi-rwWQmMZ-svf=w408-h256-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:03:00.190Z,,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Ken's+Heating+%26+Air+Conditioning+Inc/@28.9759941,-80.893783,17z/data=!3m1!4b1!4m6!3m5!1s0x88e72c2950736365:0xb81cd409d118882b!8m2!3d28.9759941!4d-80.893783!16s%2Fg%2F1trrf08n",Ken's Heating & Air Conditioning Inc,3.9,16,Air conditioning contractor,"1605 S Riverside Dr, Edgewater, FL 32132, United States","X4G4+9F Edgewater, Florida, USA",,+1 386-427-4918,,,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Edgewater+Daytona+Beach+FL/@28.9888754,-80.9022758,14z",2025-11-07T23:03:05.453Z,,,,
https://www.google.com/maps/place/Atkins+Garage+Doors/data=!4m7!3m6!1s0x88e6eb6d6f6c356d:0x8550948195bcca6e!8m2!3d29.5317765!4d-81.2569665!16s%2Fg%2F11nfmwm0p1!19sChIJbTVsb23r5ogRbsq8lYGUUIU,Atkins Garage Doors,4.9,37,Door supplier,,,http://atkinsgaragedoor.com/,+1 386-931-1151,Closes soon ⋅ 7 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMCjTytxq7FQ_42mqgi0m8KtRJNgTZU4AvBD62S=w408-h306-k-no,true,8 am–7 pm,8 am–5 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Palm+Coast+Daytona+Beach+FL/@29.2554343,-81.0220913,14z",2025-11-07T23:03:19.691Z,,,,
https://www.google.com/maps/place/Amana+Garage+Door+Services/data=!4m7!3m6!1s0x88e6db0bd144b551:0xfc3f3fc393002e99!8m2!3d29.499798!4d-81.1657194!16s%2Fg%2F11y7ccqmr8!19sChIJUbVE0Qvb5ogRmS4Ak8M_P_w,Amana Garage Door Services,5.0,9,Garage builder,,,https://amanagaragedoorservices.com/,+1 386-999-1546,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPLXQqiZriXNH3tCrxGMupQjIoM90U2K7NFjP5u=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Palm+Coast+Daytona+Beach+FL/@29.2554343,-81.0220913,14z",2025-11-07T23:03:24.480Z,,,,
https://www.google.com/maps/place/APM+Construction+Service+LLC/data=!4m7!3m6!1s0x88e6957e760b8841:0x5466a302ced35373!8m2!3d29.4766063!4d-81.1255329!16s%2Fg%2F11jmmygzs7!19sChIJQYgLdn6V5ogRc1PTzgKjZlQ,APM Construction Service LLC,4.9,13,Painter,"712 S Ocean Shore Blvd, Flagler Beach, FL 32136, United States","FVGF+JQ Flagler Beach, Florida, USA",,+1 386-338-2754,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOXln-XeQ39jTlSwR3Zh-NVfyWrk1VD5urkbQnB=w408-h269-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:03:42.070Z,,,,
"https://www.google.com/maps/place/A-1+Sliders,+LLC/data=!4m7!3m6!1s0x88e6644a9952ae93:0x3ac3d6f738c91d15!8m2!3d29.618149!4d-81.3456744!16s%2Fg%2F11c3pp2xm5!19sChIJk65SmUpk5ogRFR3JOPfWwzo","A-1 Sliders, LLC",5.0,180,Door supplier,,,https://a1sliders.com/,+1 386-538-6835,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipOvbafdF0x-f1W72T8eom6PBWHotp7V4RQ6Nt4l=w408-h272-k-no,true,8 am–5 pm,8 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:03:46.635Z,,,,
https://www.google.com/maps/place/Break+Awayz/data=!4m7!3m6!1s0x88e695c156f9e381:0xd76ff1c8d1ee77f7!8m2!3d29.4865811!4d-81.1303587!16s%2Fg%2F1tds7j6j!19sChIJgeP5VsGV5ogR93fu0cjxb9c,Break Awayz,4.6,1351,Restaurant,"819 N Ocean Shore Blvd, Flagler Beach, FL 32136, United States","FVP9+JV Flagler Beach, Florida, USA",http://www.break-awayz.com/,+1 386-439-7700,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipNEHWC-eant1ZeevmLwYqksq6N76pXJ_VHB1eXc=w408-h306-k-no,true,12–11 pm,12–11 pm,12–9 pm,Closed,4–10 pm,4–10 pm,12–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:03:51.359Z,,,American & global eats plus lots of craft beer in laid-back surrounds with a patio & ocean views. · Dine-in · Takeaway · Delivery,
https://www.google.com/maps/place/Meader+Overhead+Door+%26+Opener+LLC/data=!4m7!3m6!1s0x88e6ed83b898780b:0xad72e39d1460e237!8m2!3d29.46611!4d-81.2827915!16s%2Fg%2F11n048dmtf!19sChIJC3iYuIPt5ogRN-JgFJ3jcq0,Meader Overhead Door & Opener LLC,4.8,18,Garage door supplier,,,http://meaderoverheaddoor.com/,+1 386-986-7049,Closed ⋅ Opens 8 pm Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTRgSkNG_umn0XZ7U5xI-zPmWb0mPfeyY4af_RWIkHUOiZNGaAXzRjNLP3BQ7fdUj3sRLFJ5JO9WAauurWxaKxC21U_sBVgIJajfq6k0fsabmYl0EUVfQ9Yu4NcHm8M6TCXMZRRQ=w408-h306-k-no,true,8 am–5 pm,8 pm–12 am,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:03:55.741Z,,,,
https://www.google.com/maps/place/Flagler+County+Handyman+Service+LLC./data=!4m7!3m6!1s0xaff30b7f5c340c05:0x2d6c3a562afaf7f0!8m2!3d29.4552333!4d-81.1798111!16s%2Fg%2F11t7w7jr_q!19sChIJBQw0XH8L868R8Pf6KlY6bC0,Flagler County Handyman Service LLC.,5.0,9,Handyman/Handywoman/Handyperson,"75 Ulysses Trail, Palm Coast, FL 32164, United States","FR4C+33 Palm Coast, Florida, USA",http://flaglercounty-handyman.com/,+1 386-283-0803,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipNnFniD_d0gYY-y3mt1luQtbSe7eQ5rnpTM_1JA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:00.218Z,,,,
https://www.google.com/maps/place/Extra+Space+Storage/data=!4m7!3m6!1s0x88e6c016d453ac8b:0xf56f68b32ab5a045!8m2!3d29.4755945!4d-81.1507623!16s%2Fg%2F1tcyg8nc!19sChIJi6xT1BbA5ogRRaC1KrNob_U,Extra Space Storage,4.8,343,Self-storage facility,"2601 Moody Blvd, Flagler Beach, FL 32136, United States","FRGX+6M Flagler Beach, Florida, USA",https://www.extraspace.com/storage/facilities/us/florida/flagler_beach/1950/?cid=org::maps&utm_source=google&utm_medium=organic&utm_campaign=org::maps,+1 386-439-7685,,https://lh3.googleusercontent.com/p/AF1QipMidz_DI3g9X_P7h2LeAlANU4NKnEiv45TKO03p=w426-h240-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:04.837Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Mr+Electric/data=!4m7!3m6!1s0x88e6c0669dab3605:0x84d2dbc8986a868a!8m2!3d29.4749932!4d-81.1270381!16s%2Fg%2F1tlgys59!19sChIJBTarnWbA5ogRioZqmMjb0oQ,Mr Electric,1.0,1,Electrician,"Flagler Beach, FL 32136, United States","FVFF+X5 Flagler Beach, Florida, USA",https://mrelectric.com/,+1 386-439-9915,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fLj94yC6iDvKU6HCt3nVUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.61002&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:07.038Z,,,,
https://www.google.com/maps/place/Aaron+Crandall+Plumbing+LLC/data=!4m7!3m6!1s0x88e6c05e4869c815:0x4e080c995fa4ec61!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1tdh4pmg!19sChIJFchpSF7A5ogRYeykX5kMCE4,Aaron Crandall Plumbing LLC,4.9,189,Plumber,,,https://www.aaroncrandallplumbing.com/,+1 386-931-6576,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOTVd6-8wGuv19UHHSeiVOPEZq9G6PV9oLu80C3=w426-h240-k-no,true,7 am–6 pm,9 am–5 pm,8 am–5 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:11.490Z,,,,
https://www.google.com/maps/place/Royal+Floor+Coatings/data=!4m7!3m6!1s0x88e6eb3a6c6e00d3:0x23f163e80d348eff!8m2!3d29.4328015!4d-81.176965!16s%2Fg%2F11ggvrwl2b!19sChIJ0wBubDrr5ogR_440Dehj8SM,Royal Floor Coatings,5.0,101,Flooring contractor,,,http://www.royalepoxy.org/,+1 386-380-5504,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipN71r7JU-rsOhxx5spi1_jl7TH9efIs5-yZ71S1=w408-h544-k-no,true,8 am–8 pm,10 am–3:30 pm,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:16.026Z,,,,
https://www.google.com/maps/place/Ancient+City+Garage+Doors/data=!4m7!3m6!1s0x88e69d75978e954d:0xc3fbf59ddb9aed11!8m2!3d29.7886354!4d-81.63205!16s%2Fg%2F11fhvxk2vz!19sChIJTZWOl3Wd5ogREe2a2531-8M,Ancient City Garage Doors,5.0,307,Garage door supplier,,,http://ancientcitygaragedoors.com/,+1 904-347-6674,Closes soon ⋅ 7 pm ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipNQBiAwvMW1B3nuIMT_2eKWz6RYHtvAUWPzA8et=w408-h408-k-no,true,7 am–7 pm,7 am–12 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:20.368Z,,,,
https://www.google.com/maps/place/Compass+Hotel+by+Margaritaville+Flagler+Beach/data=!4m10!3m9!1s0x88e6c1004062d665:0xbbfc82760a4dc14f!5m2!4m1!1i2!8m2!3d29.480032!4d-81.1290239!16s%2Fg%2F11x7q0xp6q!19sChIJZdZiQADB5ogRT8FNCnaC_Ls,Compass Hotel by Margaritaville Flagler Beach,4.2,110,,"111 S Daytona Ave, Flagler Beach, FL 32136, United States","FVJC+29 Flagler Beach, Florida, USA",https://www.compasshotel.com/compass-flagler-beach?utm_source=google&utm_medium=listing&utm_campaign=compass+hotel+flagler+beach,+1 386-356-8510,,https://lh3.googleusercontent.com/p/AF1QipOR6SAcmBKXV8FgLM4DiAeENt-ufZccaDEeZXKZ=w408-h341-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:22.872Z,,,,
https://www.google.com/maps/place/Bumblebee+Handyman+Services/data=!4m7!3m6!1s0x88e6ebe5e69cfda9:0x235cbfdf16ba8e32!8m2!3d29.4877213!4d-81.2199545!16s%2Fg%2F11jln_nttj!19sChIJqf2c5uXr5ogRMo66Ft-_XCM,Bumblebee Handyman Services,4.7,31,Handyman/Handywoman/Handyperson,"800 Belle Terre Pkwy Suite 200-141, Palm Coast, FL 32164, United States","FQQJ+32 Palm Coast, Florida, USA",,,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM4iAD19bYviOr8KmR-dpDkNWLyKRF3g9RccEHW=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:27.542Z,,,,
https://www.google.com/maps/place/CONTRACTOR+CONNECTION+FL+LLC/data=!4m7!3m6!1s0x88e6955330b7c589:0xf158a1210615e03d!8m2!3d29.5755355!4d-81.2049128!16s%2Fg%2F11w3bn0z7w!19sChIJicW3MFOV5ogRPeAVBiGhWPE,CONTRACTOR CONNECTION FL LLC,,,Garage door supplier,"14 Clarendon Ct S, Palm Coast, FL 32137, United States","HQGW+62 Palm Coast, Florida, USA",,+1 978-943-6407,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B00cfRZg8bRr5IxThzQH_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.18864&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:29.722Z,,,,
https://www.google.com/maps/place/Del+angel+L.A.M+LLC/data=!4m7!3m6!1s0x989f9532c3e793:0x74d28439807545b8!8m2!3d29.46611!4d-81.2827915!16s%2Fg%2F11pc9j_bk0!19sChIJk-fDMpWfmAARuEV1gDmE0nQ,Del angel L.A.M LLC,5.0,9,Home builder,,,https://delangellamllc.com/portfolio/?fbclid=IwRlRTSAMur91leHRuA2FlbQIxMQABHmzPN3gjyi12YY9adGfDFKbH8uu5zxVcIyOPMTH-qob2ALc0yPJciWdAAIcx_aem_XzwwnGI03SfRFsEWIhKw4g,+1 386-986-7610,Closes soon ⋅ 7 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMQ2CrDM25ROoKayL7IqM57Ho-4Rr1aIevk3zAl=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:34.039Z,,,,
"https://www.google.com/maps/place/Cutting+Edge+Window+%26+Screen,+Inc./data=!4m7!3m6!1s0x88e6eb61aca9f675:0xc31084d76bbe5fff!8m2!3d29.4746461!4d-81.2494966!16s%2Fg%2F11clv733rp!19sChIJdfaprGHr5ogR_1--a9eEEMM","Cutting Edge Window & Screen, Inc.",4.5,50,Screen repair service,"1504 Old Moody Blvd Suite 9, Bunnell, FL 32110, United States","FQF2+V6 Bunnell, Florida, USA",http://www.cuttingedgescreen.com/,+1 386-437-1280,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipP2TbGn4kCP_z4PBnFu0RGfwczhciejoqUyPp_W=w426-h240-k-no,true,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:38.419Z,,,,
https://www.google.com/maps/place/Garage+Door+ASAP+Service/data=!4m7!3m6!1s0x88e7894ff1fd8cc3:0x4bd696395a30e80b!8m2!3d28.604393!4d-81.758748!16s%2Fg%2F11c1vlj7mm!19sChIJw4z98U-J54gRC-gwWjmW1ks,Garage Door ASAP Service,4.7,1012,Garage door supplier,"17649 US-27 UNIT 16, Clermont, FL 34711, United States","J63R+QG Clermont, Florida, USA",https://www.garagedoorasapservice.com/clermont/,+1 352-432-8896,Open ⋅ Closes 11:30 pm,https://lh3.googleusercontent.com/p/AF1QipOElIm6LWhAOWawHZjurfLfdggIrM35Sz4jh8KG=w408-h306-k-no,true,6 am–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,6 am–11:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Flagler+Beach+Daytona+Beach+FL/@29.4749754,-81.1270035,14z",2025-11-07T23:04:42.745Z,,,,
