placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes
https://www.google.com/maps/place/Mishawaka+Osteopathic+Clinic/data=!4m7!3m6!1s0x8816cdb562a9bf47:0x96e30e5be592363a!8m2!3d41.6596394!4d-86.1954045!16s%2Fg%2F1tjs5j_8!19sChIJR7-pYrXNFogROjaS5VsO45Y,Mishawaka Osteopathic Clinic,3.9,7,Medical clinic,"1207 Lincolnway W, Mishawaka, IN 46544, United States","MR53+VR Mishawaka, Indiana, USA",https://www.sjmed.com/location/mishawaka-osteopathic-clinic,+1 574-255-4733,Open · Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hQMdxsX-dQ5VdjDnGkhyMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.10426&pitch=0&thumbfov=100,false,9 am–4 pm,9 am–4 pm,Closed,9 am–4 pm,9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:41:30.595Z,,
"https://www.google.com/maps/place/Kristin+Sharp,+DO/data=!4m7!3m6!1s0x8816d1f7f694a045:0x220402b82afdb6d0!8m2!3d41.7067895!4d-86.1742222!16s%2Fg%2F11pkfryssj!19sChIJRaCU9vfRFogR0Lb9KrgCBCI","Kristin Sharp, DO",5.0,4,Family practice physician,"611 E Douglas Rd #406, Mishawaka, IN 46545, United States","PR4G+P8 Mishawaka, Indiana, USA",https://www.sjmed.com/provider/kristin-ashley-jordan-sharp-do-family-medicine,+1 574-335-6580,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPlrfbeR141p7KhcH_NNcucReFMuhP3Kr8uhOCK=w408-h569-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:41:35.478Z,,
"https://www.google.com/maps/place/Katherine+A.+Lisoni,+MD/data=!4m7!3m6!1s0x8816cdd299049e43:0xd0c139b643743cc7!8m2!3d41.6598056!4d-86.1852679!16s%2Fg%2F1hc1msm6k!19sChIJQ54EmdLNFogRxzx0Q7Y5wdA","Katherine A. Lisoni, MD",5.0,3,Family practice physician,"420 W 4th St #100, Mishawaka, IN 46544, United States","MR57+WV Mishawaka, Indiana, USA",https://healthlincchc.org/locations/mishawaka/,+1 574-307-7673,Open · Closes 8 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HLxOQATbIqGuf76lPKqSlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.59796&pitch=0&thumbfov=100,false,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:41:40.283Z,,
"https://www.google.com/maps/place/Jon+Markley,+MD/data=!4m7!3m6!1s0x8816d3dbf312a6d1:0xf9c1a46947b55d3!8m2!3d41.7107188!4d-86.2060814!16s%2Fg%2F11gm9jh1zr!19sChIJ0aYS89vTFogR01V7lEYanA8","Jon Markley, MD",5.0,7,Sports medicine physician,"53880 Carmichael Dr, South Bend, IN 46635, United States","PQ6V+7H South Bend, Indiana, USA",http://sbortho.com/?utm_source=GMBSocialClimb&utm_medium=JonMarkley%2CMD,+1 574-498-2952,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPYPcufes2eOsK2-Wo-IxcnqmaShg7XMUfL7Tcx=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:41:45.198Z,,
https://www.google.com/maps/place/HealthLinc+Mishawaka/data=!4m7!3m6!1s0x8816cdd299036193:0x4630f344ef1dd0ab!8m2!3d41.6597529!4d-86.1855276!16s%2Fg%2F11b75g2m3n!19sChIJk2EDmdLNFogRq9Ad70TzMEY,HealthLinc Mishawaka,3.9,251,Medical clinic,"420 W 4th St #100, Mishawaka, IN 46544, United States","MR57+WQ Mishawaka, Indiana, USA",https://healthlincchc.org/mishawaka/,+1 888-580-1060,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipN0Ku4mGJQ7YDEVerUvMQV4WvDTDe2vKYcvJCAM=w408-h289-k-no,true,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,7:30 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:41:50.244Z,LGBTQ+ friendly,
https://www.google.com/maps/place/APAC+Centers+for+Pain+Management/data=!4m7!3m6!1s0x8816cd94aff58bfb:0x359f8d64eca9395b!8m2!3d41.6895535!4d-86.1960754!16s%2Fg%2F11thphkzlz!19sChIJ-4v1r5TNFogRWzmp7GSNnzU,APAC Centers for Pain Management,4.8,70,Pain control clinic,"3212 Hickory Rd Suite B, Mishawaka, IN 46545, United States","MRQ3+RH Mishawaka, Indiana, USA",https://apacpain.com/,+1 219-488-0154,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipP4N7lfdmdAUcZXhAu0taRSWB0Qmfb2e1lIqFsJ=w427-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–4 pm,8:30 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:41:55.054Z,,
https://www.google.com/maps/place/South+Bend+Orthopaedics+Mishawaka/data=!4m7!3m6!1s0x8816ced404d130c1:0xd73ae48f89310665!8m2!3d41.6207984!4d-86.1391308!16s%2Fg%2F1tznmz5s!19sChIJwTDRBNTOFogRZQYxiY_kOtc,South Bend Orthopaedics Mishawaka,4.8,923,Orthopedic surgeon,"60160 Bodnar Blvd, Mishawaka, IN 46544, United States","JVC6+88 Mishawaka, Indiana, USA",http://www.sbortho.com/?utm_source=GMBSocialClimb&utm_medium=SouthBendOrthopaedics,+1 574-247-9441,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPL1jj6W0wYov_MVvnVSRA59San9Xaq2NGYZKaO=w434-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:00.030Z,,
https://www.google.com/maps/place/Smith+Chiropractic+Center/data=!4m7!3m6!1s0x8816c57b2325633d:0x1c88c6eed35d836b!8m2!3d41.6628256!4d-86.0880009!16s%2Fg%2F1th57ln5!19sChIJPWMlI3vFFogRa4Nd0-7GiBw,Smith Chiropractic Center,5.0,22,Chiropractor,"1415 Lincolnway W C, Osceola, IN 46561, United States","MW76+4Q Osceola, Indiana, USA",http://www.smithchiropracticonline.com/,+1 574-674-6762,Open · Closes 6:15 pm,,https://lh3.googleusercontent.com/p/AF1QipPBFLkvC4DKDh0NkLrbpEzIQUoIFjWbGf6AG1fL=w408-h450-k-no,true,11 am–6:15 pm,Closed,11 am–6:15 pm,Closed,11 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:04.886Z,,
https://www.google.com/maps/place/ATI+Physical+Therapy/data=!4m7!3m6!1s0x8816d20740c72827:0x886af209dd4ca2a0!8m2!3d41.6979185!4d-86.1846806!16s%2Fg%2F11b63vxg8w!19sChIJJyjHQAfSFogRoKJM3Qnyaog,ATI Physical Therapy,4.9,265,Physical therapy clinic,"221 W Day Rd, Mishawaka, IN 46545, United States","MRX8+54 Mishawaka, Indiana, USA",https://locations.atipt.com/indiana/mishawaka/221-w-day-rd/,+1 574-256-9420,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipPLRBWSBfOI-vv4d-KjlM5caYVnToeRRYcpDGb6=w408-h314-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:09.678Z,,
"https://www.google.com/maps/place/Daniel+E+Brier,+MD/data=!4m7!3m6!1s0x8816cd15421b7d31:0xbcdbded92debf465!8m2!3d41.678497!4d-86.2356795!16s%2Fg%2F1tgf3tpw!19sChIJMX0bQhXNFogRZfTrLdne27w","Daniel E Brier, MD",4.8,24,Pediatrician,"211 N Eddy St, South Bend, IN 46617, United States","MQH7+9P South Bend, Indiana, USA",https://www.southbendclinic.com/physicians/daniel-e-brier?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 574-234-9555,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNfWq4RZPqB2oU8xkyyZJIjy86HXyR9Gl5nXM_h=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:14.780Z,,
https://www.google.com/maps/place/Dr.+Mark+Cantieri/data=!4m7!3m6!1s0x8816cdfe0c55a48f:0x1b36a59272db0a14!8m2!3d41.6927075!4d-86.1762801!16s%2Fg%2F11p07bgj7q!19sChIJj6RVDP7NFogRFArbcpKlNhs,Dr. Mark Cantieri,,,Osteopath,"3555 Park Pl W #200, Mishawaka, IN 46545, United States","MRVF+3F Mishawaka, Indiana, USA",https://www.correctivecare.com/about-dr-cantieri,+1 574-271-8646,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hWjPH1ejOlm_dpfwvxUosw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.20313&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:19.371Z,,
https://www.google.com/maps/place/Warren+Chiropractic+Center/data=!4m7!3m6!1s0x8816cf8672b4f47b:0x2c6338dca3e5c7c0!8m2!3d41.6637989!4d-86.0983017!16s%2Fg%2F1tf7yb4f!19sChIJe_S0cobPFogRwMflo9w4Yyw,Warren Chiropractic Center,4.8,115,Chiropractor,"5432 Lincolnway E, Osceola, IN 46561, United States","MW72+GM Osceola, Indiana, USA",http://www.warrenchiro.com/,+1 574-679-0100,Closed · Opens 3 pm,,https://lh3.googleusercontent.com/p/AF1QipNA8TQPF3EjSX4UM3LGN0_EWY0BjyP3j1JjaMU=w408-h530-k-no,true,"8 am–12 pm, 3–6 pm","8 am–12 pm, 3–6 pm","8 am–12 pm, 3–6 pm","8 am–12 pm, 3–6 pm",Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:24.073Z,,
https://www.google.com/maps/place/Glass+Roots+Mishawaka/data=!4m7!3m6!1s0x8816cdd38fece44d:0x4e54315c592ed910!8m2!3d41.660708!4d-86.1808854!16s%2Fg%2F1263q4z79!19sChIJTeTsj9PNFogRENkuWVwxVE4,Glass Roots Mishawaka,4.7,201,Tobacco shop,"109 S Main St, Mishawaka, IN 46544, United States","MR69+7J Mishawaka, Indiana, USA",,+1 574-855-1376,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipNrNvOA-LIneNz4mwI4MurO-imPslgTwzb_e6Wq=w408-h544-k-no,true,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,12–7 pm,12–7 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:28.906Z,LGBTQ+ friendly,· In-store shopping · Kerbside pickup · Delivery
https://www.google.com/maps/place/Alternative+Wellness+Center/data=!4m7!3m6!1s0x8816d4d7b7d5c7ed:0x920fa189191a7adb!8m2!3d41.8176426!4d-86.2482751!16s%2Fg%2F1thcsy_8!19sChIJ7cfVt9fUFogR23oaGYmhD5I,Alternative Wellness Center,4.8,66,Chiropractor,"920 Lambert St, Niles, MI 49120, United States","RQ92+3M Niles, Michigan, USA",https://thealternativewellnesscenter.com/,+1 269-684-4200,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipNkLNwnOSuWE1oqd6rot2mlSCc7DgjB7ebp2nuf=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–12 pm,9 am–6 pm,Closed,Closed,8 am–12 pm,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:33.485Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Williams+Family+Chiropractic+Clinic/data=!4m7!3m6!1s0x8522cd6cf4b119f5:0x2442bc125eab813d!8m2!3d41.7227898!4d-86.1776183!16s%2Fg%2F11tgd83092!19sChIJ9Rmx9GzNIoURPYGrXhK8QiQ,Williams Family Chiropractic Clinic,4.9,163,Chiropractor,"6910 N Main St Suite 5, Granger, IN 46530, United States","PRFC+4X Granger, Indiana, USA",https://drzacwilliams.com/,+1 574-271-1111,Opens soon · 2 pm,,https://lh3.googleusercontent.com/p/AF1QipPhr2I6ySoVYNkVYQDBYk5E70q1UiVqpgq5rHg6=w450-h240-k-no,true,"8:30 am–12 pm, 2–6:30 pm",2–6:30 pm,"8:30 am–12 pm, 2–6:30 pm",8:30 am–12 pm,8:30 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:38.330Z,,
https://www.google.com/maps/place/Wild+Bill%27s+Tobacco/data=!4m7!3m6!1s0x8816d38a1d763b97:0xb9a1e4f9c7e9f17d!8m2!3d41.7088278!4d-86.1813!16s%2Fg%2F11jmmb7dkw!19sChIJlzt2HYrTFogRffHpx_nkobk,Wild Bill's Tobacco,4.8,194,Tobacco shop,"5331 N Main St, Mishawaka, IN 46545, United States","PR59+GF Mishawaka, Indiana, USA",https://wildbillstobacco.com/locations/wild-bills-of-mishawaka/,+1 574-217-7276,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipNA3-haSHMKJBeHlG9iVSSiTicBl5yX0PpnOBNd=w426-h240-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,10 am–6 pm,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:43.173Z,LGBTQ+ friendly,"Retailer with a large selection of cigarettes, cigars & other tobacco products, plus vapes. · In-store shopping · In-store pick-up"
"https://www.google.com/maps/place/Jason+Grove,+DPM/data=!4m7!3m6!1s0x8816d226daff74f9:0xac6bd2f652c37040!8m2!3d41.7081427!4d-86.17375!16s%2Fg%2F1trpltj0!19sChIJ-XT_2ibSFogRQHDDUvbSa6w","Jason Grove, DPM",4.8,159,Podiatrist,"611 E Douglas Rd Ste. 101, Mishawaka, IN 46545, United States","PR5G+7G Mishawaka, Indiana, USA",https://www.sjmed.com/provider/jason-r-grove-dpm-podiatry-foot-surgery,+1 574-335-6800,Open · Closes 4:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqyZloBP_AGoM2k71rB2V8bUX-vwgi4HWNL2Tujw_pzeT1ETMU_a6hEJ0gv4zZw1dV6GjNtGxHt2UJuO1OvkMrf6Tp2RFvaioUcAFjOt109GAbRrCIcd-aBylvP3M3y1wqrIi2-Og=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:47.975Z,,
https://www.google.com/maps/place/McDonald+Physical+Therapy+%26+Sports+Rehabilitation+Center/data=!4m7!3m6!1s0x8816cd8d3efa09a9:0x34e0912b08f9821b!8m2!3d41.690679!4d-86.1975061!16s%2Fg%2F1tghdrd7!19sChIJqQn6Po3NFogRG4L5CCuR4DQ,McDonald Physical Therapy & Sports Rehabilitation Center,5.0,929,Physical therapy clinic,"1005 N Hickory Rd, South Bend, IN 46615, United States","MRR2+7X South Bend, Indiana, USA",http://www.mcdonaldpt.com/,+1 574-233-5754,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipNP8oz0zcflrylNYm1dgcCBHHcIC_ThKAsCytDw=w408-h262-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Mishawaka+South+Bend+IN/@41.6619927,-86.1586156,14z",2026-02-23T18:42:53.010Z,,
https://www.google.com/maps/place/Crossroads+Healing+Arts/data=!4m7!3m6!1s0x8816e88614a09787:0xdca8b083613b01d4!8m2!3d41.6782422!4d-85.8853197!16s%2Fg%2F1v3lqkj2!19sChIJh5egFIboFogR1AE7YYOwqNw,Crossroads Healing Arts,4.0,47,Medical clinic,"1004 Parkway Ave C, Elkhart, IN 46516, United States","M4H7+7V Elkhart, Indiana, USA",http://www.crossroadshealingarts.com/,+1 574-294-1883,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMHJrv46Uh5cAVrT7lDhd-F83-6hoQNGS3Dzg81=w480-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:43:16.632Z,,
"https://www.google.com/maps/place/Dr.+Angela+Lucterhand,+LLC/data=!4m7!3m6!1s0x8816e7eb8e6a0d31:0xd7d604a686ff5b29!8m2!3d41.704786!4d-85.914577!16s%2Fg%2F11c0xryl6l!19sChIJMQ1qjuvnFogRKVv_hqYE1tc","Dr. Angela Lucterhand, LLC",4.3,10,Alternative medicine practitioner,"4000 E Bristol St #221, Elkhart, IN 46514, United States","P33P+W5 Elkhart, Indiana, USA",http://angelalucterhand.com/,+1 574-635-5808,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipNP_YxA_Nm2YGVCvFVzgUue3rF3n7owN1XrErgp=w408-h268-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:43:21.425Z,,
"https://www.google.com/maps/place/Amberwood+Terrace+Integrated+Health/@41.6832155,-85.8902074,17z/data=!3m1!4b1!4m6!3m5!1s0x8816e92ff1a17eaf:0x4282fce2ff051ac2!8m2!3d41.6832155!4d-85.8902074!16s%2Fg%2F11t_h0jksn",Amberwood Terrace Integrated Health,,,Holistic medicine practitioner,"663 County Rd 17 Suite 3, Elkhart, IN 46516, United States","M4M5+7W Elkhart, Indiana, USA",https://atintegratedhealth.com/,+1 574-522-2255,Closed · Opens 2:30 pm,,,false,"8 am–1 pm, 2:30–5 pm","8 am–1 pm, 2:30–5 pm","8 am–1 pm, 2:30–5 pm",Closed,"8 am–1 pm, 2:30–5 pm",Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:43:28.117Z,,
https://www.google.com/maps/place/Cutting+Edge+Health/data=!4m7!3m6!1s0x8816c2d6a8d310df:0x9738bfda51dd6b4e!8m2!3d41.728894!4d-85.9702467!16s%2Fg%2F11d_7_px20!19sChIJ3xDTqNbCFogRTmvdUdq_OJc,Cutting Edge Health,4.8,121,Psychoneurological specialized clinic,"3060 Windsor Ct, Elkhart, IN 46514, United States","P2HH+HW Elkhart, Indiana, USA",https://thecuttingedgehealth.com/,+1 574-766-4325,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipP8oOzkzWawUhkUpYB9eG9Q2SfF5d-ByLkMB1jr=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:43:32.981Z,,
https://www.google.com/maps/place/NPS+Wellness+%26+Aesthetics/data=!4m7!3m6!1s0x8816e799a39b7b2f:0xc754bf050f4546d2!8m2!3d41.6947683!4d-85.8902052!16s%2Fg%2F11ln1q2z9_!19sChIJL3ubo5nnFogR0kZFDwW_VMc,NPS Wellness & Aesthetics,5.0,44,Medical clinic,"5230 Beck Dr #3, Elkhart, IN 46516, United States","M4V5+WW Elkhart, Indiana, USA",https://www.npswellness.com/,+1 574-622-1522,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPfis_dvspFWt4vvK3EFOzjJzxER8zE1duSNxkK=w408-h543-k-no,true,9 am–5 pm,9 am–5 pm,9 am–6 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:43:37.805Z,,
https://www.google.com/maps/place/Ray+of+Light+Holistic+Health/data=!4m7!3m6!1s0x8816dd38f5728f15:0xccc917e85170b305!8m2!3d41.7023369!4d-85.9518901!16s%2Fg%2F1tgh851g!19sChIJFY9y9TjdFogRBbNwUegXycw,Ray of Light Holistic Health,4.6,18,Acupuncture clinic,"1715 E Bristol St, Elkhart, IN 46514, United States","P22X+W6 Elkhart, Indiana, USA",https://www.rolholistichealth.com/,+1 574-264-2600,Open · Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipM63sMShi1TUIiVcgoJxl1iEuBbm0QGwOEm8e_l=w408-h272-k-no,true,12–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:43:42.655Z,,
https://www.google.com/maps/place/Healing+Roots+Holistic+Wellness+Center/data=!4m7!3m6!1s0x8816c364cfa36241:0x1fef1dc82ffa7376!8m2!3d41.6861007!4d-85.9726186!16s%2Fg%2F11wg1fcrlq!19sChIJQWKjz2TDFogRdnP6L8gd7x8,Healing Roots Holistic Wellness Center,4.3,7,Naturopathic practitioner,"206 S Main St, Elkhart, IN 46516, United States","M2PG+CX Elkhart, Indiana, USA",https://www.healingrootsholistic.com/,+1 574-338-1147,Closed · Opens 5:30 pm,,https://lh3.googleusercontent.com/p/AF1QipOJ71QCQ9z70Upcs4td7JkfVEA2DMVJHZTsLYtW=w408-h265-k-no,true,"8–10 am, 5:30–6:30 pm","8–10 am, 5:30–7:30 pm","8–10 am, 5:30–6:30 pm","8–10 am, 5:30–7:30 pm",8–10 am,9–11 am,Closed,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:43:47.548Z,,
https://www.google.com/maps/place/Natural+Health+Family+Chiropractic/data=!4m7!3m6!1s0x8816dd27a8a81843:0xa804c657f7be90e5!8m2!3d41.7022854!4d-85.9689568!16s%2Fg%2F1vs5xb5y!19sChIJQxioqCfdFogR5ZC-91fGBKg,Natural Health Family Chiropractic,5.0,74,Chiropractor,"625 E Bristol St, Elkhart, IN 46514, United States","P22J+WC Elkhart, Indiana, USA",http://nhfchiropractic.com/,+1 574-262-4402,,,https://lh3.googleusercontent.com/p/AF1QipPlgE1xifVxKtHj3NHEwDKGflt464cJn88_5XWe=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–5 pm,7:30 am–5 pm,9–11:45 am,Closed,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:43:59.132Z,,
"https://www.google.com/maps/place/Now+%26+Zen+Holistic+Healing,+LLC/data=!4m7!3m6!1s0xa6c3b7180e6467cb:0x7762cee289f170e1!8m2!3d41.690724!4d-85.9562781!16s%2Fg%2F11x1nltd8l!19sChIJy2dkDhi3w6YR4XDxieLOYnc","Now & Zen Holistic Healing, LLC",5.0,7,Holistic medicine practitioner,,,https://www.nowandzenhealing.com/,+1 574-213-2776,Open · Closes 4:30 pm,,https://lh3.googleusercontent.com/p/AF1QipMT0ZH8CcmpQRe6lnIYdC7DmJPu_JnkJkgA5rPD=w648-h240-k-no,true,12–4:30 pm,12–4:30 pm,12–4:30 pm,12–4:30 pm,12–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:44:03.781Z,,
https://www.google.com/maps/place/MP+Health+PC/data=!4m7!3m6!1s0x8816e88a11c00001:0x20dcd3634e8bfdbb!8m2!3d41.6715375!4d-85.8888359!16s%2Fg%2F11gr31wr_7!19sChIJAQDAEYroFogRu_2LTmPT3CA,MP Health PC,,,Medical clinic,"1178 Fremont Ct, Elkhart, IN 46516, United States","M4C6+JF Elkhart, Indiana, USA",https://www.mphealth.net/,+1 574-218-6512,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/p/AF1QipOy2h90MNW3-L5c7pqpF76CjRTRzQzebNq8WTAF=w408-h408-k-no,true,9 am–5:30 pm,7:30 am–4 pm,10 am–5:30 pm,9 am–5:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:44:15.070Z,,
https://www.google.com/maps/place/CryoEdge+Elite+Performance+and+Health/data=!4m7!3m6!1s0x8816e9f0c93d0a3f:0xe5a4156b0aaab706!8m2!3d41.6832098!4d-85.8902344!16s%2Fg%2F11jgyh04b6!19sChIJPwo9yfDpFogRBreqCmsVpOU,CryoEdge Elite Performance and Health,5.0,5,Holistic medicine practitioner,"663 County Rd 17 Suite 3, Elkhart, IN 46516, United States","M4M5+7W Elkhart, Indiana, USA",http://www.cryoedgeelite.com/,+1 574-971-6557,,,https://lh3.googleusercontent.com/p/AF1QipNHDXgiTKhydpl1MtOhSCW1V2wdd4pb3psWlne-=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Elkhart+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:44:17.940Z,,
