placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,error
https://www.google.com/maps/place/Zeitler+%26+Zeitler+CPA%27s/data=!4m7!3m6!1s0x89dde1aceca1b7f7:0x9c010b429ea9e5d8!8m2!3d42.5994565!4d-73.7929808!16s%2Fg%2F11b5ww595k!19sChIJ97eh7Kzh3YkR2OWpnkILAZw,Zeitler & Zeitler CPA's,5.0,5,Accountant,"448 US-9W, Glenmont, NY 12077, United States","H6X4+QR Glenmont, Albany, NY, USA",http://www.zeitlercpa.com/,+1 518-461-1637,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UaEEzhtZ3IuTuku-h0XV8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.65924&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:12.774Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Ruso+%26+Company+LLC/data=!4m7!3m6!1s0x89de0a1072356227:0x579fb84969f65e0e!8m2!3d42.6383557!4d-73.7470512!16s%2Fg%2F1tkf1zs1!19sChIJJ2I1chAK3okRDl72aUm4n1c,Ruso & Company LLC,4.8,31,Accountant,"156 Broadway, Rensselaer, NY 12144, United States","J7Q3+85 Rensselaer, New York, USA",http://www.tmruso.com/,+1 518-438-0203,Closed ⋅ Opens 9:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNhmH9z_UH65wUwGqpy_mjFQnFbST-fUVUyLU9a=w408-h419-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:17.828Z,Closed,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Douglas+Ebersman,+CPA/data=!4m7!3m6!1s0x89de0a26444053e1:0xa01d9559e1435c38!8m2!3d42.6525383!4d-73.7517562!16s%2Fg%2F11cs09h5rm!19sChIJ4VNARCYK3okROFxD4VmVHaA","Douglas Ebersman, CPA",,,Certified public accountant,"75 Columbia St, Albany, NY 12210, United States","M63X+27 Albany, New York, USA",http://ebersmancpa.com/,+1 518-449-5069,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gb1tbPayr3JcPCahLNFg2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.1942&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:20.760Z,,,,,,,,,,
https://www.google.com/maps/place/Robert+L+Kristel+Accounting+Firm/data=!4m7!3m6!1s0x89de6e07776265e9:0x91fbc4cef4932bac!8m2!3d42.8115669!4d-73.9366289!16s%2Fg%2F1tl9nkrp!19sChIJ6WVidwdu3okRrCuT9M7E-5E,Robert L Kristel Accounting Firm,5.0,8,Certified public accountant,"670 Franklin St #102, Schenectady, NY 12305, United States","R367+J8 Schenectady, New York, USA",http://www.kristelaccounting.com/,+1 518-370-8000,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KpAhE-RKdZ1zFOi3i9tHxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.40143&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:25.740Z,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,,,
https://www.google.com/maps/place/Taft+Holly+a+CPA/data=!4m7!3m6!1s0x89de0b0707966ebb:0x85dc5ec98e821c1f!8m2!3d42.6773261!4d-73.79731!16s%2Fg%2F1tm8llbs!19sChIJu26WBwcL3okRHxyCjsle3IU,Taft Holly a CPA,,,Accountant,"10 Colvin Ave # 102, Albany, NY 12206, United States","M6G3+W3 Albany, New York, USA",http://www.staffciampino.com/,+1 518-459-9205,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JwNF-IP9TKgc9MNDkGUwAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.44598&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:28.619Z,,,,,,,,,,
"https://www.google.com/maps/place/Kumlander,+Donofrio,+Hay+%26+Pehl,+CPAs,+LLP/@42.9925384,-73.7892379,17z/data=!3m1!4b1!4m6!3m5!1s0x89de3ee0a78903e5:0x3b0c00ee79d0da6f!8m2!3d42.9925384!4d-73.7892379!16s%2Fg%2F1tg4xvmf","Kumlander, Donofrio, Hay & Pehl, CPAs, LLP",3.7,3,Accountant,"2715 US-9 Suite 101, Malta, NY 12020, United States","X6V6+28 Malta, New York, USA",http://www.kdhpcpa.com/,+1 518-899-5544,Closed ⋅ Opens 8 am Mon,,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:35.594Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Capital+District+Tax+Services/data=!4m7!3m6!1s0x89de6d904a6b55b3:0x46c0a1e63763b9b1!8m2!3d42.8106312!4d-73.9034631!16s%2Fg%2F1vb9f1k_!19sChIJs1VrSpBt3okRsbljN-ahwEY,Capital District Tax Services,5.0,5,Tax preparation service,"1242 Baker Ave, Schenectady, NY 12309, United States","R36W+7J Schenectady, New York, USA",,+1 518-377-7272,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U7XLEuzLF6FdJnj8W5gANA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.79862&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:38.308Z,,,,,,,,,,
"https://www.google.com/maps/place/David+J+Robertson,+CPA,+P.C./data=!4m7!3m6!1s0x89de1396b2598f9b:0xaf3dcbc22d380860!8m2!3d42.8135244!4d-73.7830444!16s%2Fg%2F11qp3gk17y!19sChIJm49ZspYT3okRYAg4LcLLPa8","David J Robertson, CPA, P.C.",5.0,22,Tax preparation service,"22 Fox Hollow Cir, Clifton Park, NY 12065, United States","R678+CQ Clifton Gardens, New York, USA",,+1 518-600-1040,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KqDL00SLQUaPBeL4xHvgDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.71382&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:41.464Z,,,,,,,,,,
"https://www.google.com/maps/place/Cusack+%26+Company+CPAs,+LLC/data=!4m7!3m6!1s0x89de0d225b431e29:0x77031ee0d3624bef!8m2!3d42.7564569!4d-73.8203475!16s%2Fg%2F1vxdz801!19sChIJKR5DWyIN3okR70ti0-AeA3c","Cusack & Company CPAs, LLC",,,Accountant,"7 Airport Park Blvd, Latham, NY 12110, United States","Q54H+HV Latham, New York, USA",http://www.cusack.cpa/,+1 518-786-3550,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNTodBlEWSLI01LVK_PO3wPDqd_Mm_Q4zNJ0wxf=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:46.370Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/LCS+%26+Z/data=!4m7!3m6!1s0x89de0dfa6b55053f:0x153dbb55ee3677d3!8m2!3d42.7729718!4d-73.7584846!16s%2Fg%2F1tdqvjpr!19sChIJPwVVa_oN3okR03c27lW7PRU,LCS & Z,4.5,2,Certified public accountant,"33 Century Hill Dr Suite 2, Latham, NY 12110, United States","Q6FR+5J Latham, New York, USA",http://www.lcszcpa.com/,+1 518-783-7200,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8p365AoOgfHtduKOyNptOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.705376&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:51.357Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Electronic+Tax+%26+Services/data=!4m7!3m6!1s0x89de0a12e800ebdf:0xc595bd4c957567ef!8m2!3d42.6393858!4d-73.7698354!16s%2Fg%2F1pp2x6tcx!19sChIJ3-sA6BIK3okR72d1lUy9lcU,Electronic Tax & Services,5.0,2,Tax preparation service,"187 Second Ave, Albany, NY 12202, United States","J6QJ+Q3 Albany, New York, USA",,+1 518-433-1068,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fjiXb370E0wuXA0ggWHHNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.936888&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:19:56.260Z,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–4 pm,,,
https://www.google.com/maps/place/Stephen+J+Flood+Pllc:+Flood+Stephen+J+CPA/data=!4m7!3m6!1s0x89de0de43f913243:0xdf3f64904750045a!8m2!3d42.7650833!4d-73.7555543!16s%2Fg%2F1tfz131y!19sChIJQzKRP-QN3okRWgRQR5BkP98,Stephen J Flood Pllc: Flood Stephen J CPA,3.0,2,Certified public accountant,"950 Loudon Rd #107, Latham, NY 12110, United States","Q68V+2Q Latham, New York, USA",,+1 518-783-9499,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=01_uZFhQ7FBnvoFBusEEuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.95874&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:01.291Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Ian+Mann+CFP%C2%AE,+MBA,+EA+-+Sit+Back+Tax/data=!4m7!3m6!1s0x89de0d585d483d07:0xd297853cd10f2eb6!8m2!3d42.7169936!4d-73.8076449!16s%2Fg%2F11vd888sr7!19sChIJBz1IXVgN3okRti4P0TyFl9I","Ian Mann CFP®, MBA, EA - Sit Back Tax",5.0,5,Tax preparation service,"125 Wolf Rd Suite 501, Albany, NY 12205, United States","P58R+QW Albany, New York, USA",http://www.sitbacktax.com/,+1 518-652-1710,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNcutMO23Ae_b70r1lVZUlf8T3sY2VjX6P4mU_d=w408-h307-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:06.678Z,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–3 pm,,,
https://www.google.com/maps/place/Inspire+Tax+LLC/data=!4m7!3m6!1s0x89de6d8eaae6cf37:0x7f26e769e9678141!8m2!3d42.7153873!4d-73.8128428!16s%2Fg%2F1tfm7nf8!19sChIJN8_mqo5t3okRQYFn6WnnJn8,Inspire Tax LLC,4.6,11,Tax preparation service,"80 Wolf Rd suite 103, Colonie, NY 12205, United States","P58P+5V Colonie, New York, USA",https://www.inspiretax.com/,+1 518-393-1395,"Closed ⋅ Opens 9 am Mon

Updated by phone call 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNxrAJeDKS4C_nr9vDFqQTyc7mV5utIzOPcqRcz=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:11.738Z,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,,,
"https://www.google.com/maps/place/Sicilia+%26+Associates,+P.C.+-+Accountant+%26+Tax+Consultant/data=!4m7!3m6!1s0x89de71c5e9af0fa1:0xd2dcd1043351c41f!8m2!3d42.7957671!4d-73.9698255!16s%2Fg%2F1wc48zf1!19sChIJoQ-v6cVx3okRH8RRMwTR3NI","Sicilia & Associates, P.C. - Accountant & Tax Consultant",5.0,2,Tax preparation,"2312 Broadway, Schenectady, NY 12306, United States","Q2WJ+83 Schenectady, New York, USA",https://siciliacpa.com/,+1 518-346-5100,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q0epaGtKyp5sjkgkNgi50Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.16118&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:16.720Z,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–2 pm,Closed,,,
"https://www.google.com/maps/place/New+York+State+Tax+Forms/@42.6639765,-73.7856139,17z/data=!3m1!4b1!4m6!3m5!1s0x89de0a2150dd1b37:0x8472489500d28a4e!8m2!3d42.6639765!4d-73.7856139!16s%2Fg%2F1tdmr190",New York State Tax Forms,3.0,3,Tax preparation service,"Albany, NY 12203, United States","M677+HQ Albany, New York, USA",http://www.tax.ny.gov/,+1 518-485-6800,,,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:21.528Z,,,,,,,,,,
https://www.google.com/maps/place/Grogan+%26+Stufflebeam+LLP/data=!4m7!3m6!1s0x89de0db0ca1df66d:0x7358c873d19ef276!8m2!3d42.7517086!4d-73.7768496!16s%2Fg%2F1tgny6jy!19sChIJbfYdyrAN3okRdvKe0XPIWHM,Grogan & Stufflebeam LLP,5.0,2,Accountant,"12 Avis Dr #18, Latham, NY 12110, United States","Q62F+M7 Latham, New York, USA",http://www.cpags.com/,+1 518-785-5050,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2hf84zJyQcnBqy_eTTT7yQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.83695&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:26.680Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/MSK+Tax+%26+Accounting+Services/data=!4m7!3m6!1s0x89de0a35d9ada853:0xe52bf8c728514be2!8m2!3d42.6615846!4d-73.769264!16s%2Fg%2F1tdwr2kc!19sChIJU6it2TUK3okR4ktRKMf4K-U,MSK Tax & Accounting Services,1.0,1,Accountant,"184 Central Ave, Albany, NY 12206, United States","M66J+J7 Albany, New York, USA",,+1 518-427-6393,Closed ⋅ Opens 10 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ybHOiSjkDaISnp6Oa5UWXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.20967&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:31.723Z,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Artymowycz+Accounting,+CPA,+PLLC/data=!4m7!3m6!1s0x4f2deeddadcd4405:0xbbb5532e86f4ccbe!8m2!3d42.2455315!4d-75.7700406!16s%2Fg%2F11lzwdf79f!19sChIJBUTNrd3uLU8Rvsz0hi5Ttbs","Artymowycz Accounting, CPA, PLLC",,,Certified public accountant,,,https://helpthatcounts.com/,+1 518-992-5511,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOokoyV2xiDWo92mRNiVdHWQs6Z7FIOFVYWwE-V=w782-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:36.429Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Lead+One+Tax+%26+Business+Services/data=!4m7!3m6!1s0x89de0b136eae497d:0x627e153184084cbc!8m2!3d42.6647298!4d-73.7718601!16s%2Fg%2F11gfbtkrdl!19sChIJfUmubhML3okRvEwIhDEVfmI,Lead One Tax & Business Services,4.4,7,Tax preparation service,"Central Mall, 303 Central Ave Ste 3, Albany, NY 12206, United States","M67H+V7 Albany, New York, USA",,+1 718-679-7091,Closed ⋅ Opens 11 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nprjs6or_lIKqSbe6nP270Uv4X0e60Db8Mp_ziGMyNr_CorFOg9jIshXEhzmZ8aYcxJm2lOfVvXG11s9VpguQSDP9n5WcP1jBX3RNKRg2mYJ3m_dex3uAoQtcGb4Q4kKsKrutgRNw=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:41.484Z,Closed,11 am–4 pm,Closed,11 am–4 pm,Closed,11 am–4 pm,Closed,,,
https://www.google.com/maps/place/Pratt+%26+Associates/data=!4m7!3m6!1s0x89dde01751f383fb:0x50babfb47ea65faa!8m2!3d42.6257386!4d-73.8237907!16s%2Fg%2F1tf5frkk!19sChIJ-4PzURfg3YkRql-mfrS_ulA,Pratt & Associates,5.0,6,Tax preparation service,"275 Delaware Ave, Delmar, NY 12054, United States","J5GG+7F Delmar, Bethlehem, NY, USA",http://www.prattassociates.com/,+1 518-439-0761,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPj6hhsK8x_JYct9b5hDx6Fu8NI2ZbUCo3QtWq0=w408-h287-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:49.306Z,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–1 pm,Closed,,,
https://www.google.com/maps/place/CAPO+Tax-Prep/data=!4m7!3m6!1s0x89de0c8313915555:0xf001ae5957f32d16!8m2!3d42.7128239!4d-73.8047006!16s%2Fg%2F11jl2yl_5t!19sChIJVVWRE4MM3okRFi3zV1muAfA,CAPO Tax-Prep,,,Tax preparation service,"67 W Hearthstone Dr, Albany, NY 12205, United States","P57W+44 Albany, New York, USA",,+1 518-459-1146,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3rMXWRLdq64uZIPggL3RjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.95523&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:52.164Z,,,,,,,,,,
https://www.google.com/maps/place/Tax+Pro/data=!4m7!3m6!1s0x89de731c5b9c952d:0x74b76eae8b08479c!8m2!3d42.7542632!4d-73.873691!16s%2Fg%2F1tcwxqqd!19sChIJLZWcWxxz3okRnEcIi65ut3Q,Tax Pro,5.0,1,Accountant,"2113 Central Ave, Schenectady, NY 12304, United States","Q43G+PG Schenectady, New York, USA",,+1 518-372-0008,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ixm29cnxli8d5S4cTBMobw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=129.8561&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:20:57.092Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Liberty+Tax/data=!4m7!3m6!1s0x89de72064d1fd871:0x5138d75c6cc470d7!8m2!3d42.800542!4d-73.9264891!16s%2Fg%2F1tjfc7vx!19sChIJcdgfTQZy3okR13DEbFzXOFE,Liberty Tax,4.9,126,Tax preparation,"1121 State St, Schenectady, NY 12304, United States","R32F+6C Schenectady, New York, USA",https://www.libertytax.com/12198,+1 518-347-9468,Closed ⋅ Opens 10 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npGV78hbk1fgRI3JGsVRcKp6C9Y8xA1RlndnevKYC4N3cEbueTdhSW901MErifGGB55ENWkxKB5qKdTuNDCO6nqfQbPny7odE3AKR3raSiq3VWXJf1TaSGChmtKxlxHS3P_I7Enyg=w408-h628-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:21:02.153Z,Closed,Closed,Closed,10 am–2 pm,Closed,Closed,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/Joseph+J+Mazzone+%26+Son+Public/data=!4m7!3m6!1s0x89de718099930bf9:0x441a59051a6b0782!8m2!3d42.7699788!4d-73.9372021!16s%2Fg%2F1tdx53rl!19sChIJ-QuTmYBx3okRggdrGgVZGkQ,Joseph J Mazzone & Son Public,2.3,3,Accountant,"2933 Hamburg St, Schenectady, NY 12303, United States","Q397+X4 Schenectady, New York, USA",,+1 518-356-0603,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a92LXiBH5BTO0k8uq00B-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.97502&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:21:04.926Z,,,,,,,,,,
"https://www.google.com/maps/place/Timothy+S.+Hart+Law+Group,+P.C./data=!4m7!3m6!1s0x89de0a2134853ec3:0x88ef1aedd63685e!8m2!3d42.6811692!4d-73.8473213!16s%2Fg%2F1thl6fff!19sChIJwz6FNCEK3okRXmhj3a7xjgg","Timothy S. Hart Law Group, P.C.",4.8,26,Tax attorney,"300 Great Oaks Blvd Suite 300, Albany, NY 12203, United States","M5J3+F3 Albany, New York, USA",https://irstaxpros.com/?utm_source=local&utm_medium=organic&utm_campaign=GMB,+1 518-213-3445,,https://lh3.googleusercontent.com/p/AF1QipPeiL3mxO6h47taHOC1E8SvU78wE-eBJM-skEuf=w408-h272-k-no,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:21:09.999Z,,,,,,,,,,
https://www.google.com/maps/place/Buckley+Gent+Mac+Donald+%26+Cary:+Cary+Kevin+C+CPA/data=!4m7!3m6!1s0x89de74d3ef5da959:0xe93e85ce84fb9986!8m2!3d42.6832633!4d-73.8468182!16s%2Fg%2F113glnl9n!19sChIJWald79N03okRhpn7hM6FPuk,Buckley Gent Mac Donald & Cary: Cary Kevin C CPA,,,Certified public accountant,"100 Great Oaks Blvd #121, Albany, NY 12203, United States","M5M3+87 Albany, New York, USA",,+1 518-437-0430,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nmrHxLWAfFtz4i9cg6gNaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.675964&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:21:14.999Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Joseph+J+Montone+%26+Co/data=!4m7!3m6!1s0x89de721242066307:0x37ee557b2a336390!8m2!3d42.7910344!4d-73.9164914!16s%2Fg%2F1tff8m33!19sChIJB2MGQhJy3okRkGMzKntV7jc,Joseph J Montone & Co,3.9,22,Tax preparation service,"1502 State St, Schenectady, NY 12304, United States","Q3RM+CC Schenectady, New York, USA",http://www.montonetax.com/,+1 518-374-0680,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jhu_ofmTVUsEM4heRJWY4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=235.58392&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:21:20.130Z,Closed,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Tri-City+Tax+Services/data=!4m7!3m6!1s0x89de7269f4a06531:0xf7df6565e9ee0b41!8m2!3d42.7815081!4d-73.905622!16s%2Fg%2F1v16r95q!19sChIJMWWg9Gly3okRQQvu6WVl3_c,Tri-City Tax Services,4.8,4,Tax preparation service,"1760 New York 5, 1760 State St, Schenectady, NY 12304, United States","Q3JV+JQ Schenectady, New York, USA",https://tricitytax.com/,+1 518-372-7107,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_YDg0qAinnUC9NmiCEafXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.56183&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:21:25.528Z,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,9 am–4 pm,,,
https://www.google.com/maps/place/Harvazinski+%26+Montanye/data=!4m7!3m6!1s0x89de0bbd45c1205b:0x72ce8be25d42ee86!8m2!3d42.7679664!4d-73.8214355!16s%2Fg%2F1ptw_tqh1!19sChIJWyDBRb0L3okRhu5CXeKLznI,Harvazinski & Montanye,5.0,1,Accountant,"43 British American Blvd, Latham, NY 12110, United States","Q59H+5C Latham, New York, USA",,+1 518-453-0636,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-gdOOBfaAhyFKiWr2UTSgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.12933&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountant+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2025-10-19T15:21:30.483Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
