placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,error
https://www.google.com/maps/place/Guest+parking/data=!4m7!3m6!1s0x87134700418f904d:0x6c5ce441258beabe!8m2!3d38.8076499!4d-104.7261468!16s%2Fg%2F11x6g0v998!19sChIJTZCPQQBHE4cRvuqLJUHkXGw,Guest parking,,,Parking lot,"1553 Vapor Trail, Colorado Springs, CO 80916, United States","R75F+3G Colorado Springs, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4Rn3uWrWEM8Zq4OjgKUPRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.49577&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-10-28T18:34:01.076Z,,,,,,,,,,
https://www.google.com/maps/place/Guest+parking/data=!4m7!3m6!1s0x8713430013117019:0x510fa22882bfcf05!8m2!3d38.7674801!4d-104.8161525!16s%2Fg%2F11m6g1th62!19sChIJGXAREwBDE4cRBc-_giiiD1E,Guest parking,,,Parking lot,"6510A S Academy Blvd Unit 329, Colorado Springs, CO 80906, United States","Q58M+XG Colorado Springs, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q6YYRY0vT_CwbitgV-qbEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.06762&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-10-28T18:34:03.978Z,,,,,,,,,,
https://www.google.com/maps/place/Public+Parking/data=!4m7!3m6!1s0x876cad3e5d3e32a7:0x67899ce9f583d03c!8m2!3d39.0907886!4d-104.8723346!16s%2Fg%2F11gwgngzbx!19sChIJpzI-XT6tbIcRPNCD9emciWc,Public Parking,5.0,1,Parking lot,"Monument, CO 80132, United States","34RH+83 Monument, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b8nFxFNuBpRcSOOHgbo7Kw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.057755&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-10-28T18:34:06.733Z,,,,,,,,,,
https://www.google.com/maps/place/White+Stripes+Parking+Maintenance/data=!4m7!3m6!1s0x23a498bb853eb5b9:0xef59b54cdf7789de!8m2!3d39.0753526!4d-104.695906!16s%2Fg%2F11kr9kjxf_!19sChIJubU-hbuYpCMR3ol330y1We8,White Stripes Parking Maintenance,5.0,18,Asphalt contractor,,,https://www.whitestripesparking.com/,+1 719-203-1903,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNwIselYjOiulUV9izxVn61nBmioGOGPPc27szx=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodmoor+Colorado+Springs+CO/@39.1013808,-104.8474794,14z",2025-10-28T18:34:14.536Z,Identifies as women-owned,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,Closed,8 am–9 pm,,
"https://www.google.com/maps/place/Temporary+Lodging+Facility+Parking/@38.8236463,-104.6965667,17z/data=!3m1!4b1!4m6!3m5!1s0x871347cb4cfd62a1:0x7961b5bd24f0bc92!8m2!3d38.8236463!4d-104.6965667!16s%2Fg%2F11fm17jxx7",Temporary Lodging Facility Parking,3.0,1,Parking lot,"Building 1091, W Stewart Ave, Colorado Springs, CO 80916, United States","R8F3+F9 Colorado Springs, Colorado, USA",,,,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:34:28.510Z,,,,,,,,,,
https://www.google.com/maps/place/Short+Term+Parking+%28Colorado+Springs+Airport+Parking%29/data=!4m7!3m6!1s0x87134142a26cdb79:0xc33d0a0dffa06c87!8m2!3d38.795616!4d-104.703675!16s%2Fg%2F11fl78zpr_!19sChIJedtsokJBE4cRh2yg_w0KPcM,Short Term Parking (Colorado Springs Airport Parking),4.1,28,Parking lot,"Airport, Colorado Springs, CO 80916, United States","Q7WW+6G Colorado Springs, Colorado, USA",https://coloradosprings.gov/flycos/airport-parking,+1 719-591-1293,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DYauenRovNEJ9tJyvDxd4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.15244&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:34:33.383Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Colorado+Springs+Police+Department/data=!4m7!3m6!1s0x8713488fbbffe73f:0x5d375c3ca23167d8!8m2!3d38.8919965!4d-104.7151816!16s%2Fg%2F1v3lqdj7!19sChIJP-f_u49IE4cR2GcxojxcN10,Colorado Springs Police Department,,,Police department,"4110 Tutt Blvd, Colorado Springs, CO 80922, United States","V7RM+QW Colorado Springs, Colorado, USA",https://coloradosprings.gov/police-department/page/stetson-hills-division,+1 719-444-3140,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbTxIPEEW3WyrEs4mY2M1d8nWVrc9SfSANJhs1e8R4YapCZcUqEFXhjv2wYJJN3hHnRvbjzTvgKKBl6aC5yolCazjaH7EECOYL76OKq8e_9dzFRsgayVUIcWNZoyUPkGrf-Cvd=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:34:38.260Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Parking+lot+%28UCHealth+memorial+hospital+central%29/data=!4m7!3m6!1s0x871345f287152237:0xf567c7eba5a1685f!8m2!3d38.8400565!4d-104.79819!16s%2Fg%2F11pz2kzsy8!19sChIJNyIVh_JFE4cRX2ihpevHZ_U,Parking lot (UCHealth memorial hospital central),4.0,96,Parking lot,"1400 E Boulder St, Colorado Springs, CO 80909, United States","R6R2+2P Colorado Springs, Colorado, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9p4zzTN6Nl7kDR4GF1g8zXIEBBNG9p2x2nS70knsKIKHR2QXj2IOxXyuvf9N5f3KwX1QLBglLIwzMDx8ln5eWjoeaKgmTRD2Rh4W5XthAyFmIzTWlqKhT3ZK2F73OySLC2BM=w408-h873-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:34:41.082Z,,,,,,,,,,
https://www.google.com/maps/place/Western+Hills+Apartments/data=!4m7!3m6!1s0x8713465532a7a537:0xf69b77b167aaf9b7!8m2!3d38.843085!4d-104.7059676!16s%2Fg%2F1tt1t3_b!19sChIJN6WnMlVGE4cRt_mqZ7F3m_Y,Western Hills Apartments,3.6,153,Apartment complex,"810 Western Dr, Colorado Springs, CO 80915, United States","R7VV+6J Colorado Springs, Colorado, USA",https://www.westernhillscolorado.com/western-hills-colorado-springs-co/?utm_source=GBP&utm_medium=organic&utm_knock=gmb,+1 719-350-5273,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP6ekccBSSIse4bs4t79QDCSnhlPR9QFks3ee_X=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:34:46.200Z,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,· Dogs allowed,
https://www.google.com/maps/place/Colorado+Springs+Parking+Adm/data=!4m7!3m6!1s0x8713453d043d7bd9:0x1ed9b2b4f920889a!8m2!3d38.8327826!4d-104.8223099!16s%2Fg%2F1v6wpsk0!19sChIJ2Xs9BD1FE4cRmogg-bSy2R4,Colorado Springs Parking Adm,3.0,1,City government office,"30 S Nevada Ave UNIT 504, Colorado Springs, CO 80903, United States","R5MH+43 Colorado Springs, Colorado, USA",,+1 719-385-5681,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbF4bvCjI05zTsL84tGKVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.51752&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:34:49.088Z,,,,,,,,,,
https://www.google.com/maps/place/El+Paso+County+Parking+Structure/data=!4m7!3m6!1s0x87134523ee0ddcad:0xc7f038accd676af0!8m2!3d38.8305985!4d-104.8271635!16s%2Fg%2F1vcq8136!19sChIJrdwN7iNFE4cR8Gpnzaw48Mc,El Paso County Parking Structure,2.9,9,County government office,"255 Sahwatch St, Colorado Springs, CO 80903, United States","R5JF+64 Colorado Springs, Colorado, USA",https://admin.elpasoco.com/facilities-strategic-infrastructure-management/parking-services/,+1 719-520-6511,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoZZZzVoER00ih6U5is0vVO_ZIn2UZsqoX2dZLkQZ5rN7IDqEmnqB7xMrTrOasVQXgcHqQjv4zXg05t4Wbq4iehYxnPWN4ltQP1odgv9sv485l8nXlyIM0o_hoR7XAZVz9pmG1veEt3hA0=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:34:53.885Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Memorial+Central+Parking/data=!4m7!3m6!1s0x871345bd30d0385f:0x303112609ac40e02!8m2!3d38.840864!4d-104.7995207!16s%2Fg%2F11pymy8b7g!19sChIJXzjQML1FE4cRAg7EmmASMTA,Memorial Central Parking,3.8,41,Parking lot,"1400 E Boulder St, Colorado Springs, CO 80909, United States","R6R2+85 Colorado Springs, Colorado, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUTQOG8Rp2ngPZABjXnobJG_T0Avq7KOh6zvxfgKFpryvzsV21d4JgMJ1WC126IGk5V509D_GvCnD2csAacqUp4j_4ZXjl_qQsaUnuNqWDe5gz5fQ7hTK5GC89AgJCMraC1Qzj=w408-h315-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:34:56.642Z,,,,,,,,,,
https://www.google.com/maps/place/Memorial+Employment+Lot/data=!4m7!3m6!1s0x871345ad1044d56f:0x7dd2ad16558a3705!8m2!3d38.8312942!4d-104.7891634!16s%2Fg%2F11btsv10jc!19sChIJb9VEEK1FE4cRBTeKVRat0n0,Memorial Employment Lot,3.8,6,Parking lot,"50 Printers Pkwy, Colorado Springs, CO 80910, United States","R6J6+G8 Colorado Springs, Colorado, USA",,+1 719-365-5700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wdROz0g7FhhBQqXtm28Hmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.0714&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:34:59.366Z,,,,,,,,,,
https://www.google.com/maps/place/City+of+Colorado+Springs-Parking+System+Enterprise/data=!4m7!3m6!1s0x87134576d10b9663:0x4f1dd49ebd984cd6!8m2!3d38.831502!4d-104.822301!16s%2Fg%2F11gk6svjy8!19sChIJY5YL0XZFE4cR1kyYvZ7UHU8,City of Colorado Springs-Parking System Enterprise,3.5,17,Parking garage,"130 S Nevada Ave, Colorado Springs, CO 80903, United States","R5JH+J3 Colorado Springs, Colorado, USA",https://coloradosprings.gov/parking,+1 719-385-5681,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwrYw5UFjCqGB5DNeh_V_p7j6jEsVLja0b-NIpqZXeSVnORqc7pOnmpoZfNnWsHYx8Qx0PLzw1Ad8UC5uavX6OI_DbN2mB6wyV9wABybqkeb-qbwAqg4Ew9sKjR25RySli3NMDM=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:35:04.494Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x871345790ffe393d:0xb5d7cce89a2f3601!8m2!3d38.8343025!4d-104.8221557!16s%2Fg%2F11gk6s_h_8!19sChIJPTn-D3lFE4cRATYvmujM17U,Metropolis,3.0,4,Parking garage,"108 E Pikes Peak Ave, Colorado Springs, CO 80903, United States","R5MH+P4 Colorado Springs, Colorado, USA",https://parking.com/denver/lot/108-e-pikes-peak-ave?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CO,+1 719-634-4664,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN6iy56Yt1zGuIiJzyQyzxQQLdpoe4MD5erGkGV=w408-h955-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:35:10.089Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/City+of+Colorado+Springs-Parking+System+Enterprise/data=!4m7!3m6!1s0x876cc1b853c4c903:0x96d8522a16b4582f!8m2!3d38.8348356!4d-104.8222057!16s%2Fg%2F11c30tf4m2!19sChIJA8nEU7jBbIcRL1i0FipS2JY,City of Colorado Springs-Parking System Enterprise,2.6,9,Parking garage,"127 E Kiowa St, Colorado Springs, CO 80903, United States","R5MH+W4 Colorado Springs, Colorado, USA",https://coloradosprings.gov/parking,+1 719-385-5681,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M_CyT4MNxcWCgS-s6Dm_XA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=165.29877&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:35:15.792Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/City+Admin+Building+Parking/data=!4m7!3m6!1s0x8713452277fd998f:0xf62354c6da52c05a!8m2!3d38.8322428!4d-104.8220824!16s%2Fg%2F1tqtb3nn!19sChIJj5n9dyJFE4cRWsBS2sZUI_Y,City Admin Building Parking,4.0,46,Parking garage,"130 S Nevada Ave, Colorado Springs, CO 80903, United States","R5JH+V5 Colorado Springs, Colorado, USA",https://coloradosprings.gov/parking-system-enterprise,+1 719-385-5625,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwT1zbXRgnO_JnxULPCosRwXHA05MGu7t8cJyxQf9gdB0oNNejYug1UAAR9-Wvzaw0bKXP8zhPY7ZYFakEbrUFZl6hn7J7FTDYDHptfujV1jGKxL-KPgwkWfVC1hLBb30-MKan--A=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cimarron+Hills+Colorado+Springs+CO/@38.8679842,-104.7013553,14z",2025-10-28T18:35:18.611Z,,,,,,,,,,
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x8713453e8ccb8875:0xfab02b2cad4fc4fb!8m2!3d38.8333684!4d-104.8247432!16s%2Fg%2F11f157fdq2!19sChIJdYjLjD5FE4cR-8RPrSwrsPo,Metropolis,1.3,15,Parking garage,"9 Pikes Peak Ave, Colorado Springs, CO 80903, United States","R5MG+84 Colorado Springs, Colorado, USA",https://parking.com/denver/lot/6-s-tejon-street?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CO,+1 719-635-4715,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAZd22DJzSmQJZ5f6m3XE9c5A1_0HUX3fD7ayu5h77pkby0CRjSAVgJ1iIXuRVq08hHDP2ziVJxhkOaNaYCVODYr95Vv60f1ysa_eEhOGlyTDjRxZHoYZxmfgJXf-lxgjAgEo0=w408-h725-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Colorado+City+Colorado+Springs+CO/@38.8448168,-104.8585963,14z",2025-10-28T18:35:34.346Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/City+of+Colorado+Springs+-+Parking+System+Enterprise/data=!4m7!3m6!1s0x8713453d03a11aa9:0x23a353a75ae13c98!8m2!3d38.8371602!4d-104.8249277!16s%2Fg%2F11bwyslx92!19sChIJqRqhAz1FE4cRmDzhWqdToyM,City of Colorado Springs - Parking System Enterprise,3.3,33,Parking garage,"Downtown Public Parking, 215 N Cascade Ave, Colorado Springs, CO 80903, United States","R5PG+V2 Colorado Springs, Colorado, USA",https://coloradosprings.gov/parking,+1 719-385-5681,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxN2c8gFQqCDf9gaBAApxPWbWy9rD_UTjeG-TT9Q-uM3tuDfeO3u09LnfHesNa2mu-7su7wTN7vItnurO5jPy6XFGW6UJeYnPd07ofyrYDlzHlvoWo51nF_Ao1Pi8STM1vQC6ID=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Colorado+City+Colorado+Springs+CO/@38.8448168,-104.8585963,14z",2025-10-28T18:35:39.914Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/1-171+W+Pikes+Peak+Ave+Garage/data=!4m7!3m6!1s0x87134523382e66b5:0x8779b36a9749a87f!8m2!3d38.8342562!4d-104.826337!16s%2Fg%2F11f_p35sdv!19sChIJtWYuOCNFE4cRf6hJl2qzeYc,1-171 W Pikes Peak Ave Garage,5.0,1,Parking lot,"1-171 W Pikes Peak Ave, Colorado Springs, CO 80904, United States","R5MF+PF Colorado Springs, Colorado, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wDwKnBRid3G9sb2k1i6TZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.38507&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Colorado+City+Colorado+Springs+CO/@38.8448168,-104.8585963,14z",2025-10-28T18:35:42.978Z,,,,,,,,,,
https://www.google.com/maps/place/127+East+Kiowa+Street/data=!4m7!3m6!1s0x87134522a9965175:0x13f4fb31aba88d47!8m2!3d38.8348366!4d-104.8222247!16s%2Fg%2F11cmddkw2k!19sChIJdVGWqSJFE4cRR42oqzH79BM,127 East Kiowa Street,3.0,10,Parking garage,"125 E Kiowa St, Colorado Springs, CO 80903, United States","R5MH+W4 Colorado Springs, Colorado, USA",,+1 719-385-5625,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy4u6kf2JwXQ6gnmdIKtkvK_DhdHkl8fOuLxVmd4dd4GDkSZATGaiX3wTeuyvKUbkgCMtyjN9uTe5bm_NzrY9joXyPFCdT7-vzMXaXCINzg5ZW2uFa9NdLeBtXWz4YGqlvE7fY=w408-h307-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Colorado+City+Colorado+Springs+CO/@38.8448168,-104.8585963,14z",2025-10-28T18:35:46.284Z,,,,,,,,,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x87134551248b9fa9:0x839163f35d52bb31!8m2!3d38.8318076!4d-104.8231806!16s%2Fg%2F11f7p19pkh!19sChIJqZ-LJFFFE4cRMbtSXfNjkYM,Parking,1.0,1,Parking garage,"111 S Tejon St, Colorado Springs, CO 80903, United States","R5JG+PP Colorado Springs, Colorado, USA",https://parking.com/denver/lot/plaza-of-the-rockies?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CO,,"Open 24 hours

Confirmed by this business 4 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GxzyWboVsDRCb6GLVgdATQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=125.11212&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Colorado+City+Colorado+Springs+CO/@38.8448168,-104.8585963,14z",2025-10-28T18:35:51.342Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Colorado+Springs+Parking+System/data=!4m7!3m6!1s0x8713451881e7a98f:0xd66c71160f465e5a!8m2!3d38.8327826!4d-104.8223099!16s%2Fg%2F1tcwgffq!19sChIJj6nngRhFE4cRWl5GDxZxbNY,Colorado Springs Parking System,,,City government office,"30 S Nevada Ave UNIT 606, Colorado Springs, CO 80903, United States","R5MH+43 Colorado Springs, Colorado, USA",,+1 719-385-5682,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbF4bvCjI05zTsL84tGKVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.51752&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Colorado+City+Colorado+Springs+CO/@38.8448168,-104.8585963,14z",2025-10-28T18:35:56.265Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Parking.com/data=!4m7!3m6!1s0x8713450070ba0415:0x1b02e12c8454f245!8m2!3d38.8331878!4d-104.8247422!16s%2Fg%2F11vwvbwxh4!19sChIJFQS6cABFE4cRRfJUhCzhAhs,Parking.com,,,Parking lot,"7 E Pikes Peak Ave, Colorado Springs, CO 80903, United States","R5MG+74 Colorado Springs, Colorado, USA",http://parking.com/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tgnD5KeOsWGg7usOKj8ofw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.69266&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Colorado+City+Colorado+Springs+CO/@38.8448168,-104.8585963,14z",2025-10-28T18:36:01.325Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/PIKES+PEAK+LOT/data=!4m7!3m6!1s0x871345186a6190a7:0x3499c4fb4a666719!8m2!3d38.8342058!4d-104.8207281!16s%2Fg%2F11f_p2_4rp!19sChIJp5BhahhFE4cRGWdmSvvEmTQ,PIKES PEAK LOT,4.0,1,Parking lot,"222 E Pikes Peak Ave, Colorado Springs, CO 80903, United States","R5MH+MP Colorado Springs, Colorado, USA",,+1 719-634-4664,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5-6ZBAcBLPgKhW_xOmMKIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.41898&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Colorado+City+Colorado+Springs+CO/@38.8448168,-104.8585963,14z",2025-10-28T18:36:04.245Z,,,,,,,,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x871345fd40152a31:0xcdfd3fdded32a59b!8m2!3d38.825776!4d-104.824989!16s%2Fg%2F11rqlhpwv0!19sChIJMSoVQP1FE4cRm6Uy7d0__c0,SP+ Parking,1.0,7,Parking garage,"14 E Moreno Ave, Colorado Springs, CO 80903, United States","R5GG+82 Colorado Springs, Colorado, USA",https://parking.com/denver/lot/p-528-tejon-lot?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CO,+1 719-635-4715,Closed ⋅ Opens 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dJNQR439wqZ4qT5rGMVaKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.66025&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Colorado+City+Colorado+Springs+CO/@38.8448168,-104.8585963,14z",2025-10-28T18:36:09.206Z,,5 pm–2 am,5 pm–2 am,5 pm–2 am,5 pm–12 am,Open 24 hours,5 pm–12 am,Open 24 hours,,
https://www.google.com/maps/place/6+S.+Tejon/data=!4m7!3m6!1s0x87134522fcdb255b:0xf4e81ba07b66711e!8m2!3d38.833154!4d-104.8248079!16s%2Fg%2F11sb4v84y0!19sChIJWyXb_CJFE4cRHnFme6Ab6PQ,6 S. Tejon,1.5,4,Parking lot,"7 E Pikes Peak Ave, Colorado Springs, CO 80903, United States","R5MG+73 Colorado Springs, Colorado, USA",,+1 719-635-4715,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tPCKnUF2FGwamb_ik0dfhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.69313&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Old+Colorado+City+Colorado+Springs+CO/@38.8448168,-104.8585963,14z",2025-10-28T18:36:12.265Z,,,,,,,,,,
