placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,isBlackOwned,error
https://www.google.com/maps/place/863+Parking+%26+Guest+Services/data=!4m7!3m6!1s0x88dd39903074ae2f:0x50e739726c7c278b!8m2!3d28.0442923!4d-81.9565257!16s%2Fg%2F11t5t8gww5!19sChIJL650MJA53YgRiyd8bHI551A,863 Parking & Guest Services,5.0,138,Transportation service,,"122 E Main St Suite 146, Lakeland, FL 33801, United States","22VV+P9 Lakeland, Florida, USA",http://www.863pgs.com/,+1 863-272-1777,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPZd0IkHdmwO-Djw0Tcbs6IFbfuY0mzZ1RBfqMM=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:08:29.943Z,,,,,,,,,
https://www.google.com/maps/place/D+-+E+Garage/data=!4m7!3m6!1s0x88dd38ab0ff2d775:0x80a083e1a4dac519!8m2!3d28.0599045!4d-81.9556042!16s%2Fg%2F11f_d86y6m!19sChIJddfyD6s43YgRGcXapOGDoIA,D - E Garage,4.2,88,Parking garage,,"D - E Garage, Lakeland, FL 33805, United States","325V+XQ Lakeland, Florida, USA",,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuJyiagF1UWbrajpnjb7nkQPlPX5Rwz3ZD8NgQOPmphiDSWGgVszbwEl183-KHDJt0QN0GW8dcC2OxHKr-Z8yrFWgyNJKhw5HFdT0AYfb59Rq5SsSdZwWpESJV4XNflRSicOTV=w408-h543-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:08:32.992Z,,,,,,,,,
https://www.google.com/maps/place/B+-+C+Garage/data=!4m7!3m6!1s0x88dd38aafb7986a5:0x61a663bbfced7874!8m2!3d28.0611384!4d-81.9561561!16s%2Fg%2F11bxb2x775!19sChIJpYZ5-6o43YgRdHjt_LtjpmE,B - C Garage,4.3,15,Parking garage,,"B - C Garage, 1324 Lakeland Hills Blvd, Lakeland, FL 33805, United States","326V+FG Lakeland, Florida, USA",,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTk7ty7WSSTXVCyjSsCwYNb-FJD9ekJ3byqJJuu97tIkDWsZ2Xo7xdybyCeJc2jNGB1uuTaL569mAY-Kr6laysmnAFTop1BFcEWV53OP5qbtb8BrHAytXzPGVJR23PfOAn4ak=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:08:35.936Z,,,,,,,,,
https://www.google.com/maps/place/Main+Street+Parking+Garage/data=!4m7!3m6!1s0x88dd38b4c7587245:0xd90c5d0d0e830388!8m2!3d28.0446108!4d-81.9544556!16s%2Fg%2F11f_p3bnf3!19sChIJRXJYx7Q43YgRiAODDg1dDNk,Main Street Parking Garage,4.7,10,Parking lot,,"299 Cedar St, Lakeland, FL 33801, United States","22VW+R6 Lakeland, Florida, USA",https://www.lakelandgov.net/departments/public-works/parking/parking-garages-and-lots/,+1 863-834-6303,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgc9ZO4x0MeVBCKiRRyJm7KCGaIYZmLbfIjUGtu9zAbAz2jSXKGw9-ePuoyHSNAykL_FhlUnVdxMfVCc1DDf2yzhSSkUbYDpzYvgdKAFKXqUCdEENdxWOY0-tnUp9W5E8ev75v=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:08:38.872Z,,,,,,,,,
"https://www.google.com/maps/place/Werner+Enterprises,+Inc/data=!4m7!3m6!1s0x88dd3fa10a191291:0x4bd69ba74611dc29!8m2!3d28.0330689!4d-81.9067623!16s%2Fg%2F1tr8md4h!19sChIJkRIZCqE_3YgRKdwRRqeb1ks","Werner Enterprises, Inc",3.7,224,Trucking company,,"742 S Combee Rd, Lakeland, FL 33801, United States","23MV+67 Lakeland, Florida, USA",https://www.werner.com/,+1 863-666-3160,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPzdo9v2PQHX0SHOrWIPjLfprgeR9okUePOJWgF=w408-h255-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:08:43.682Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/RP+FUNDING+CENTER/data=!4m7!3m6!1s0x88dd38b7e475890d:0x2c02514dabfc37f9!8m2!3d28.04074!4d-81.9630784!16zL20vMDY4dl84!19sChIJDYl15Lc43YgR-Tf8q01RAiw,RP FUNDING CENTER,4.3,2823,Event venue,,"701 W Lime St, Lakeland, FL 33815, United States","22RP+7Q Lakeland, Florida, USA",http://rpfundingcenter.com/,+1 863-834-8100,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxpcUJbSLBG2CpuGPyku5WK-7qYh9RIfaHoXZC6BYPaZXFayCQLqRwitd9ZEvxpjngcXmpwY4DvUtEn6a3gmCEUq6GOHUyXNS4nOQsln9m6j8L0yQlaLcsazE6ksmVNLlYObfja=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:08:49.113Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Lakeland+Town+Center/data=!4m7!3m6!1s0x88dd3f51b14514f3:0xa75c0cd57efa42d9!8m2!3d28.0526694!4d-81.9470539!16s%2Fg%2F1thzvlwj!19sChIJ8xRFsVE_3YgR2UL6ftUMXKc,Lakeland Town Center,4.2,1621,Shopping mall,,"955 E Memorial Blvd, Lakeland, FL 33801, United States","3333+35 Lakeland, Florida, USA",https://kooshcenters.com/center/lakeland-town-center/,+1 954-955-6222,Open ⋅ Closes 10 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-p0qaNePvregBm0bTDcGBCpDmizq0cl-pB3zY35QoCCZkEYLNY7xsA6SomHyH9dwIBt7hqpiBVH7V09n75Sftwdaai02olsgOJjK28044Z_WkDV3syf79fEHaEnqdCuDv0Ypj1cBFndsA=w408-h396-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:08:54.498Z,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,,
https://www.google.com/maps/place/LV+Parking/data=!4m7!3m6!1s0x88dd4777fe83af15:0x4f0c6b63c2551546!8m2!3d28.1044691!4d-81.9723702!16s%2Fg%2F11w99f_4b7!19sChIJFa-D_ndH3YgRRhVVwmNrDE8,LV Parking,5.0,1,Valet parking service,,"4937 US Hwy 98 N, Lakeland, FL 33809, United States","423H+Q3 Lakeland, Florida, USA",,+1 863-808-6624,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipPjzXV_7JwcJCR1InJaGoT9_lXVZegweFz4qbrV=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:08:59.432Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,Open 24 hours,Open 24 hours,9 am–4 pm,7 am–6 pm,,
https://www.google.com/maps/place/Code+Enforcement+Office/data=!4m7!3m6!1s0x88dd38af2671fadb:0x419f55bb2e8afb9d!8m2!3d28.0573585!4d-81.9619344!16s%2Fg%2F11clzh0127!19sChIJ2_pxJq843YgRnfuKLrtVn0E,Code Enforcement Office,1.5,15,City government office,,"1104 Martin L King Jr Ave, Lakeland, FL 33805, United States","324Q+W6 Lakeland, Florida, USA",http://lakelandgov.net/,+1 863-834-6251,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGrQjFEkzvLNh55lkNUwdnRAzhr3qMrRZU8j-9ePPMHqg_e9DrLTB84_PIgOveNfRwphxNR7ScNfIJ1EeOJEyz9Bp8Np7x2sf4m6GjhFtpo_L1pIqX1vFk2VKhiAkoshw6MVHw6A=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:04.323Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Morningstar+Fleet+Services+IRP+Office/data=!4m7!3m6!1s0x88dd3993e1b1647d:0x1405d410777ab5f3!8m2!3d28.0484971!4d-81.9651985!16s%2Fg%2F11gy1kb8d8!19sChIJfWSx4ZM53YgR87V6dxDUBRQ,Morningstar Fleet Services IRP Office,3.9,83,Auto tag agency,,"445 Peoples Ln, Lakeland, FL 33815, United States","22XM+9W Lakeland, Florida, USA",https://irplakeland.com/,+1 863-213-4900,Closes soon ⋅ 4 pm ⋅ Opens 9 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Kx17oRE0ddFU584QGljdjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.92412&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:09.114Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,,
https://www.google.com/maps/place/The+Corner+Office+%28Formerly+My+Office+%26+More%29/data=!4m7!3m6!1s0x88dd38b4593adfeb:0x779603aff588b5c6!8m2!3d28.0442405!4d-81.9563746!16s%2Fg%2F11btrrqr5n!19sChIJ6986WbQ43YgRxrWI9a8Dlnc,The Corner Office (Formerly My Office & More),4.7,100,Coworking space,,"122 E Main St, Lakeland, FL 33801, United States","22VV+MF Lakeland, Florida, USA",http://thecornerofficelakeland.com/,+1 863-333-5120,,,https://lh3.googleusercontent.com/p/AF1QipMJPf_dVDSp5do3ncxXHSzDuMsfgpKhla2Cj2JW=w408-h271-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:14.305Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/GFL+Environmental/data=!4m7!3m6!1s0x88dd4762c7223143:0x744301a122e4ea64!8m2!3d28.0665247!4d-81.9873817!16s%2Fg%2F11cn2vzy76!19sChIJQzEix2JH3YgRZOrkIqEBQ3Q,GFL Environmental,3.9,21,Garbage collection service,,"1880 Fairbanks St, Lakeland, FL 33805, United States","3287+J2 Lakeland, Florida, USA",http://www.angelosrm.com/,+1 863-210-5608,"Open ⋅ Closes 6 pm

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPnoPUOKF6ox8bvYEfSER5lsIogBumj9fSFRg-G=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:19.532Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,,
https://www.google.com/maps/place/Lkld+Food+Tours/data=!4m7!3m6!1s0x88dd39b6527ccef1:0xdca3b4910e52c322!8m2!3d28.0455389!4d-81.9528745!16s%2Fg%2F11h6l3r2vs!19sChIJ8c58UrY53YgRIsNSDpG0o9w,Lkld Food Tours,5.0,21,Tour operator,,"502 E Main St, Lakeland, FL 33801, United States","22WW+6V Lakeland, Florida, USA",http://www.lkldfoodtours.com/,+1 863-279-0076,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOJRARQy-R7pg3pGCF_RS-BN-POZYbzd749xWo6=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:24.516Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,true,
https://www.google.com/maps/place/Bonnet+Springs+Park+Welcome+Center/data=!4m7!3m6!1s0x88dd39c199434371:0x5c455b7f43ef46bd!8m2!3d28.0464597!4d-81.9666939!16s%2Fg%2F11sbx5r3z2!19sChIJcUNDmcE53YgRvUbvQ39bRVw,Bonnet Springs Park Welcome Center,4.9,789,Park,· Dogs allowed,"400 Bonnet Spgs Blvd, Lakeland, FL 33815, United States","22WM+H8 Lakeland, Florida, USA",http://www.bonnetspringspark.com/,+1 863-413-0652,Open ⋅ Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoBZdVkcBsXTTpW94hKDzRNm07ieNnk_83mAVD9QikzH5CRqsFzzs4d9IRvppAiCmjOYaq-4vxvngATag2L5twJX9DuLvMVwIPu3yYEcR4BGFpROKqMQin18UUxpq_KjEHoa6hdg=w408-h307-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:29.506Z,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,6 am–8 pm,,
https://www.google.com/maps/place/Mission+Towing+And+Recovery/data=!4m7!3m6!1s0x88dd39bfc84f7757:0x8aee15258fa71663!8m2!3d28.0431555!4d-81.983023!16s%2Fg%2F11qbqd8nwv!19sChIJV3dPyL853YgRYxanjyUV7oo,Mission Towing And Recovery,4.4,73,Towing service,,"1725 George Jenkins Blvd Suite A, Lakeland, FL 33815, United States","22V8+7Q Lakeland, Florida, USA",https://mission-towing.com/?utm_source=gbp&utm_medium=organic&utm_campaign=GoogleBusinessProfile,+1 863-668-8424,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNOls2P1kXh8ma9FK9SkHH-MtoIW87Iq2q3qwdI=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:34.354Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Lakeland+Regional+Health+Medical+Center/data=!4m7!3m6!1s0x88dd38aadf9eeab3:0xba5c4af07c852f90!8m2!3d28.060699!4d-81.954921!16s%2Fg%2F1tcxqgyy!19sChIJs-qe36o43YgRkC-FfPBKXLo,Lakeland Regional Health Medical Center,3.0,1502,Medical Center,,"1324 Lakeland Hills Blvd, Lakeland, FL 33805, United States","326W+72 Lakeland, Florida, USA",https://www.mylrh.org/,+1 863-687-1100,,,https://lh3.googleusercontent.com/p/AF1QipMLWvf8GclPmZoaP8pX4WetPNLkL2RmIRMblF9A=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:39.693Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/The+Terrace+Hotel+Lakeland,+Tapestry+Collection+by+Hilton/data=!4m7!3m6!1s0x88dd38b4db491e97:0x71f4164f108081b6!8m2!3d28.04396!4d-81.9545691!16s%2Fg%2F1tp0fgy8!19sChIJlx5J27Q43YgRtoGAEE8W9HE","The Terrace Hotel Lakeland, Tapestry Collection by Hilton",4.3,1402,,,"329 E Main St, Lakeland, FL 33801, United States","22VW+H5 Lakeland, Florida, USA",https://www.hilton.com/en/hotels/tpateup-the-terrace-hotel-lakeland/?SEO_id=GMB-AMER-UP-TPATEUP&y_source=1_MjMyNDIyNzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 863-688-0800,,,https://lh3.googleusercontent.com/p/AF1QipNHEVnnLNAZOZSs_onZEBc4APOw0VO5ptdmF7tk=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:43.024Z,,,,,,,,,
https://www.google.com/maps/place/Dedicated+Senior+Medical+Center/data=!4m7!3m6!1s0x88dd38b472d2c78f:0x12c1fea26c909666!8m2!3d28.0456647!4d-81.9575698!16s%2Fg%2F11dx9kmfwr!19sChIJj8fScrQ43YgRZpaQbKL-wRI,Dedicated Senior Medical Center,4.5,304,Medical clinic,,"206 N Florida Ave, Lakeland, FL 33801, United States","22WR+7X Lakeland, Florida, USA",https://www.dedicated.care/find-a-location/lakeland-florida/lakeland-north/?utm_source=google&utm_medium=organic&utm_campaign=chenmed_local_listing&utm_content=gbp_lakelandnorth&y_source=1_Mzk0OTU2MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 863-209-7003,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQm1MnOWl3CVB_DQ-dBXqftS6eSvpdovBXbAhrEUJOujJ4TWAKpfpNK2Ry0sLsh0qxpjX1FZCzvyMQLPYc4L306YyUqCIY4YKzrg8y9C3iUBXsYVJQXTqbObtZmGzyuUnQL6uuzQ=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:48.283Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,,
https://www.google.com/maps/place/Watson+Clinic+Urgent+Care+Main/data=!4m7!3m6!1s0x88dd4754d7443755:0x94612273afd8b206!8m2!3d28.0666764!4d-81.9542487!16s%2Fg%2F11b6f06663!19sChIJVTdE11RH3YgRBrLYr3MiYZQ,Watson Clinic Urgent Care Main,3.0,361,Urgent care center,,"West Entrance, 1600 Lakeland Hills Blvd, Lakeland, FL 33805, United States","328W+M8 Lakeland, Florida, USA",https://www.watsonclinic.com/locations/west-entrance-off-of-morrell-drive-1600-lakeland-hills-blvd-lakeland-fl.html,+1 863-680-7271,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyghL3kkCe7FQy3vbgzKwK_5xrh83RwVSSHUgUEXx3cYlVrqNe_61Lrr21IFP13nAyP_ccmB6Hp_LuPHbqTHtBnJN9aGD4R_ToKa6wl9zcs2jGViD2VPHIYfm8bHqBM9m7OUXKFtQ=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:53.477Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,,
https://www.google.com/maps/place/Truck+Parking+Club/data=!4m7!3m6!1s0x88dd3727e2d3abe7:0x96d509deae357dd5!8m2!3d27.997046!4d-82.058004!16s%2Fg%2F11xkmzljdv!19sChIJ56vT4ic33YgR1X01rt4J1ZY,Truck Parking Club,,,Parking lot,,"1855 S County Line Rd, Plant City, FL 33566, United States","XWWR+RQ Plant City, Florida, USA",https://truckparkingclub.com/truck-parking/florida/plant-city/1855-south-county-line-road?advocate=JBC446&utm_source=pm_marketing_link&utm_medium=referral&utm_campaign=gmb_marketing_link&el=Plant_City-Florida-33566-JBC446-1&htrafficsource=gmb,+1 813-534-6240,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNP_G6q5eYtcxfk6WBisOVu3aBk81qHt8ps_q1W=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:09:58.254Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Pressed+Books+%26+Coffee/data=!4m7!3m6!1s0x88dd39e2051d4fd1:0x40b111066ee4316!8m2!3d28.0467094!4d-81.9555807!16s%2Fg%2F11rslqswmd!19sChIJ0U8dBeI53YgRFkPuZhARCwQ,Pressed Books & Coffee,4.8,162,Coffee shop,· Dine-in · Takeaway,"213 E Bay St, Lakeland, FL 33801, United States","22WV+MQ Lakeland, Florida, USA",http://pressedbooksandcoffee.com/,+1 863-603-3166,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipNJrWIGe_B9EQm51csAVeXLNfFOlbrcGLbdQLpT=w408-h286-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:10:03.266Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–6 pm,,
https://www.google.com/maps/place/My+Dumpster+Service+-+Lakeland+Dumpster+Rental/data=!4m7!3m6!1s0x88dd3fe48f3af381:0xc38ff7823a0df9df!8m2!3d28.0432208!4d-81.9103164!16s%2Fg%2F11w929jh8q!19sChIJgfM6j-Q_3YgR3_kNOoL3j8M,My Dumpster Service - Lakeland Dumpster Rental,4.9,35,Dumpster rental service,,"122 S Eastside Dr, Lakeland, FL 33801, United States","23VQ+7V Lakeland, Florida, USA",https://www.mydumpsterservice.com/,+1 863-412-5036,Open ⋅ Closes 11 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPXAXf6thHdUlWLBreFM-P1FNTnXuewO06r9IKb=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:10:08.529Z,7 am–11 pm,7 am–11:30 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,Closed,7 am–11 pm,,
https://www.google.com/maps/place/Lakeland+Country+Club/data=!4m7!3m6!1s0x88dd3f2a2010b11d:0x475992fe7e8da79c!8m2!3d28.0179862!4d-81.9473867!16s%2Fg%2F1tdkn0sb!19sChIJHbEQICo_3YgRnKeNfv6SWUc,Lakeland Country Club,4.4,369,Country club,,"929 Lake Hollingsworth Dr, Lakeland, FL 33803, United States","2393+52 Lakeland, Florida, USA",http://www.thelakelandcc.com/,+1 863-680-2582,Open ⋅ Closes 10 pm,,https://lh3.googleusercontent.com/p/AF1QipMDBXeiJgR7WKCuMK2N-Sf9IFwiVrbqMyW8r7Ji=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:10:13.492Z,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,10 am–5 pm,Closed,,
https://www.google.com/maps/place/StaffBuildersHR/data=!4m7!3m6!1s0x88dd38b45938322f:0x4f2f0ac9d5196342!8m2!3d28.0107902!4d-81.957341!16s%2Fg%2F1tgdjtb6!19sChIJLzI4WbQ43YgRQmMZ1ckKL08,StaffBuildersHR,4.0,95,Employment agency,,"2901 Florida Ave S, Lakeland, FL 33803, United States","226V+83 Lakeland, Florida, USA",http://www.staffbuildershr.com/,+1 863-701-8690,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7o-jyyyHX4NLDccmA5qeKnE-Uij_glpuZmU56Ojf5V0uvJNXOq-vJyfnSl1en6zKeggj_Iq27P_owRqt0Kp-k5H1lk8Snlr1s-I3erFmqwLfSarzCn7TKdJGrgqjNgjMTuMwZwQ=w408-h276-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:10:18.195Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
https://www.google.com/maps/place/Lakeland+Valet+STEAM+WASH+Ceramic+Coatings/data=!4m7!3m6!1s0x88dd3a23b1c28bbd:0x2aa3b436789872fa!8m2!3d28.1435582!4d-81.9732939!16s%2Fg%2F11c0qgm_d5!19sChIJvYvCsSM63YgR-nKYeDa0oyo,Lakeland Valet STEAM WASH Ceramic Coatings,4.9,61,Valet parking service,,"7835 Princeton Manor Cir, Lakeland, FL 33809, United States","42VG+CM Lakeland, Florida, USA",http://lakelandvalet.com/,+1 863-774-7275,"Open 24 hours

Confirmed by this business 2 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipO2aC1KkfVHQqpEhpES62pDzBcTjwwzqayPU9ju=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:10:23.139Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Mitchell%27s+Coffee+House/data=!4m7!3m6!1s0x88dd38b360f3242d:0x17920f70b711ad84!8m2!3d28.0463483!4d-81.9550389!16s%2Fg%2F1vzn6ch2!19sChIJLSTzYLM43YgRhK0Rt3APkhc,Mitchell's Coffee House,4.6,694,Coffee shop,"Specialty coffees are served alongside breakfast & light bites in this comfy, family-owned cafe. · Dine-in · Takeaway · Delivery","235 N Kentucky Ave, Lakeland, FL 33801, United States","22WV+GX Lakeland, Florida, USA",http://mitchellscoffee.com/,+1 863-680-2944,"Open ⋅ Closes 5 pm

Confirmed by this business 6 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipP-gNFnphz_Xp1Rxov0bR6nwNvfwVByIoENQBId=w408-h408-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+FL/@28.042093,-81.9534956,14z",2025-10-28T19:10:28.063Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,,
