placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Ace+Handyman+Services+Dallas/data=!4m7!3m6!1s0x864e9f6b70dabd41:0xacb99c0bb83da062!8m2!3d32.8634937!4d-96.7687735!16s%2Fg%2F1v46_s3q!19sChIJQb3acGufToYRYqA9uAucuaw,Ace Handyman Services Dallas,4.9,768,Handyman/Handywoman/Handyperson,"8350 N Central Expy Suite 1900, Dallas, TX 75206, United States","V67J+9F Dallas, Texas, USA",https://www.acehandymanservices.com/offices/dallas,+1 214-831-2509,"Open 24 hours

Updated by this business 1 week ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFloZ4yzlMhVPI9LfwUagd5iXtvMfHGl92S43foQ7U5wcdLel_CXJC4sL1sLVeLty_32n63MQi9gaOa70LDrOaQkz8TYXWVb2Mc0vLqaMoKEjrNgR61WMrFpSB72Ajazy1mtyVL=w408-h244-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:09.988Z,,
https://www.google.com/maps/place/TreeTop+Tree+Service/data=!4m7!3m6!1s0x864e62d6aaaaaaab:0x6258231996186141!8m2!3d32.7358604!4d-97.154176!16s%2Fg%2F1wl4q_wc!19sChIJq6qqqtZiToYRQWEYlhkjWGI,TreeTop Tree Service,4.8,193,Tree service,"2826 W Division St, Arlington, TX 76012, United States","PRPW+88 Arlington, Texas, USA",https://www.treetoptreeservice.com/,+1 817-992-6670,"Closed · Opens 7 am Wed

Confirmed by this business 2 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGODNo0lYqz4kiHB5qopBzmjGB3IdFYPJ5YEAlgkrQO65wwTuF1VJ3Dr069_ivFdgRiJH4ex4TwvUUT0w72f_tbiPfVp1E1VXgLDLMjetoywU4a3b0SfaSED4woRKwngOFpavmeDg=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:14.549Z,,
https://www.google.com/maps/place/Quality+Tree+Service/data=!4m7!3m6!1s0x864e83005b2a48a5:0x56f62106c743fbc0!8m2!3d32.8016018!4d-96.9255812!16s%2Fg%2F11v_1hm9r9!19sChIJpUgqWwCDToYRwPtDxwYh9lY,Quality Tree Service,5.0,2,Tree service,"1118 S Irving Heights Dr, Irving, TX 75060, United States","R32F+JQ Irving, Texas, USA",,+1 844-833-1182,"Open 24 hours

Confirmed by this business 4 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hqf-zuQZZmDslD1c5jTpdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.36059&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:18.832Z,,
https://www.google.com/maps/place/Dallas+Landscape+Inc./data=!4m7!3m6!1s0x864c1d418e9eb745:0xb7351265396aabd6!8m2!3d32.836222!4d-96.7586573!16s%2Fg%2F1tfp2vxg!19sChIJRbeejkEdTIYR1qtqOWUSNbc,Dallas Landscape Inc.,4.4,38,Lawn sprinkler system contractor,"6162 E Mockingbird Ln #122, Dallas, TX 75214, United States","R6PR+FG Dallas, Texas, USA",http://www.dallaslandscapeandirrigation.com/,+1 214-755-8398,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYGqcW9daaRBmww-hc2pSExt_OzKMv50ym_dZfRbWGRRwfyqqwKoGYWWIAuZuoUW23mgnFxqorY5zrlBsnsv7Ig1xAEe2rhaSBDzMGJzk_ZL3O3J_-EVna_z5qTUU4pXxF55-Z=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:23.312Z,,
https://www.google.com/maps/place/Nicholson-Hardie+Nursery/data=!4m7!3m6!1s0x864e9e6328f3f35f:0x67396de5fe464515!8m2!3d32.8511122!4d-96.8240657!16s%2Fg%2F1tf71bl6!19sChIJX_PzKGOeToYRFUVG_uVtOWc,Nicholson-Hardie Nursery,4.4,42,Garden center,"5060 W Lovers Ln, Dallas, TX 75209, United States","V52G+C9 Dallas, Texas, USA",http://www.nicholson-hardie.com/,+1 214-357-4674,Closed · Opens 10 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAERoFjWW296cEEfpaPMgvej5DxycM1Z5WrDhzUoaUu0O8QNbBakSFpxTvePXEp-d-9zEUUiAZPrQGo-gqhabBVBrSZtlSnr9v3eT1f4TdaJWOExnVDTObjqwdA_VgvpX-fkn_h9=w408-h306-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,12–5 pm,10 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:27.642Z,"Venerable nursery offering a diverse array of perennials, annuals, herbs & trees, plus supplies. · Delivery",
https://www.google.com/maps/place/T-Rex+Lawn+Corporation/data=!4m7!3m6!1s0x864e9d5a2ffe382d:0xc5cce78be410813d!8m2!3d32.869322!4d-96.7320961!16s%2Fg%2F11j7hyf4b7!19sChIJLTj-L1qdToYRPYEQ5IvnzMU,T-Rex Lawn Corporation,,,Landscaper,,,http://www.trexlawncorp.com/,+1 469-994-0076,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZiPKwdbzJIP-t48XJPwKitJ4avrxRbfZWWPz33AlleJXG2wZyvhNpbpZmf48dgdVX7nCScv1AAl801g66OV6oU5s5puDJrPXC70XfoZCbSSxrfrg1Qy-nutD6pwE4WLyTfrz08w=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:29.748Z,,
https://www.google.com/maps/place/Threejay%27s+Carriages/data=!4m7!3m6!1s0x864e9eefb3264411:0xcb00be5e06c26412!8m2!3d32.835155!4d-96.8047235!16s%2Fg%2F1td7nq_2!19sChIJEUQms--eToYREmTCBl6-AMs,Threejay's Carriages,4.1,85,Carriage ride service,"1 Highland Park Village, Dallas, TX 75205, United States","R5PW+34 Dallas, Texas, USA",http://www.threejayscarriages.com/,+1 214-521-6717,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSiiASDyZEcg3OKVQJq6Ivq0-Dg-lu5DK8oGxwmQFC5feKDc1MD-S2Vi7BVkgUjtV_YrFMSJk339T5xIPwsCAAGA85jrrBxV5-f5xUyGcy5ZaVNsoguIoFGbMCw0rOEnNcmK6GQWXbu6zQ=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:31.996Z,,
https://www.google.com/maps/place/Moore+Lawn+%26+Garden/data=!4m7!3m6!1s0x864e9c23ca4cb67d:0xf92a6adad4884e8f!8m2!3d32.8276924!4d-96.8416211!16s%2Fg%2F1tpn2zyj!19sChIJfbZMyiOcToYRj06I1NpqKvk,Moore Lawn & Garden,,,Landscaper,"6333 Denton Dr, Dallas, TX 75235, United States","R5H5+39 Dallas, Texas, USA",http://moorelawnandgarden.com/,+1 214-352-7088,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bcphhsczr28IOrYlokphAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.87566&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:34.470Z,,
https://www.google.com/maps/place/Germany+Park/data=!4m7!3m6!1s0x864e9ef4b2a33c0d:0x9d9d56e7b8cc2ea6!8m2!3d32.8435116!4d-96.813474!16s%2Fg%2F1vpfjyz8!19sChIJDTyjsvSeToYRpi7MuOdWnZ0,Germany Park,4.6,286,Park,"6401 Lomo Alto Dr, Dallas, TX 75205, United States","R5VP+CJ Dallas, Texas, USA",https://www.uptexas.org/Facilities/Facility/Details/Germany-Park-7,+1 214-363-1644,Closed · Opens 6 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGSpWjtvbtSzS509jgU4PWylpsR0Zwu8s1GA1wFTaOKWFcXamVmXKXvqi26J04Kw3EcycV2DUKB8fAh6qTfdsFrzbC7PHKnPJsBWCuN834vCv9-jxqLCZPiyT-i3voPLE5N3geGPA=w408-h544-k-no,false,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:38.860Z,,
https://www.google.com/maps/place/Torres+Tree+Service+and+Landscaping/data=!4m7!3m6!1s0x864e835a9dee9167:0x887845d8f4195437!8m2!3d32.7822023!4d-96.9685053!16s%2Fg%2F11g6x988_g!19sChIJZ5HunVqDToYRN1QZ9NhFeIg,Torres Tree Service and Landscaping,4.8,75,Tree service,"2507 W Hunter Ferrell Rd, Grand Prairie, TX 75050, United States","Q2JJ+VH Grand Prairie, Texas, USA",https://torrestreeservicellc.com/,+1 469-328-7619,Closed · Opens 6:30 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHKsUCfYfxPks8yt7-lm7S1oYuIz143K2dG-hcxKe5tyJTuIkHRg2wEiH7CUO0BHS1xqtBmFehoTBzb_IpAOZy86rFo8_YZu3rOak68LaOd9XVaviPDjGcMfJwO0S_DdgouGGHcag2qina=w408-h725-k-no,true,6:30 am–6 pm,6:30 am–6 pm,6:30 am–6 pm,6:30 am–6 pm,6:30 am–6 pm,Closed,6:30 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:43.158Z,,
https://www.google.com/maps/place/Meyer%27s+Pride+Roofing+LLC/data=!4m7!3m6!1s0x864e9f984c155a15:0x3f6ea22ff8a6a280!8m2!3d32.8603711!4d-96.7683667!16s%2Fg%2F11bx1t0t9y!19sChIJFVoVTJifToYRgKKm-C-ibj8,Meyer's Pride Roofing LLC,5.0,61,Roofing contractor,"6119 Greenville Ave #217, Dallas, TX 75206, United States","V66J+4M Dallas, Texas, USA",https://meyerspride.com/?UTM_source=GMB_listing&UTM_medium=organic,+1 469-933-1291,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFK6xJLotmY3XTvy1CtIztoTwd-CcR_dngLyHsm5_xnznRfzUOaPHzBTKmj0fPIfdd05oBJWQZCWs1vRBKybEb351Ly3bvUxpOzUsF6CK2sodpgsY8CNbIHU6MGE7W83qS6kIc=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:47.563Z,,
https://www.google.com/maps/place/Sanchez+Tree+Service+Inc./data=!4m7!3m6!1s0x864e91340827d0bd:0xba622d505c47b3bc!8m2!3d32.520889!4d-96.7349886!16s%2Fg%2F1tdv_8_c!19sChIJvdAnCDSRToYRvLNHXFAtYro,Sanchez Tree Service Inc.,3.7,13,Tree service,,,http://www.sancheztreeservicetx.com/,+1 469-567-0750,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_mHCv4sAXvYkIGa_gJSzcvjXopFkrMnfq-2Wvr7d84800uSrcev42VwSlvQJQOdlz0vgHBeE5lo67uIYmi8JKULT0I_v2cGjjaQtcIm60cay0Tw7Rd0EHLw1o7SQXMjmC8SoFSw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:51.824Z,,
https://www.google.com/maps/place/Bright+Tree+Service/data=!4m7!3m6!1s0x864c1f16bc9cd665:0xf90237991fab4358!8m2!3d32.8423335!4d-97.172005!16s%2Fg%2F11gjg313lz!19sChIJZdacvBYfTIYRWEOrH5k3Avk,Bright Tree Service,4.9,569,Tree service,,,http://www.brighttreeservice.com/,+1 214-714-0792,Closed · Opens 7 am Wed,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMtCN2aQc-xGgZToELxy2E9ICI0gRdSpc60x9L7YMrmNclDYnsZSSERONEpNUPng1V_BPlSpblJb5uIuK59EciHpg5hhZrqUOw4x4GTilJnKiO2d4c3Sfwv0xzyQ0rz97jUxFroS912nnz=w408-h408-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:56.079Z,,
https://www.google.com/maps/place/DoubleTree+by+Hilton+Hotel+Dallas+-+Love+Field/data=!4m10!3m9!1s0x864e9c27959cbaf3:0xffcc1d5a12f7f4d0!5m2!4m1!1i2!8m2!3d32.8344708!4d-96.8357714!16s%2Fg%2F113fqltnx!19sChIJ87qclSecToYR0PT3ElodzP8,DoubleTree by Hilton Hotel Dallas - Love Field,4.4,1525,,"3300 W Mockingbird Ln, Dallas, TX 75235, United States","R5M7+QM Dallas, Texas, USA",https://www.hilton.com/en/hotels/dallodt-doubletree-dallas-love-field/?SEO_id=GMB-AMER-DT-DALLODT&y_source=1_MjIwMjQzMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 214-357-8500,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQKmVN5v_PN1IE84t1KjJLNaLCNSDbXF5NfvaKMacmGDRE56_Dz1rl_iy3E800Xw6eyioEw86CqGcBol3Rr8aof-lBWYU0z20VZoyaE0AsAwJ62P5Apau60LDfEEXdpoMp6MEA=w408-h612-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:56:59.037Z,,
"https://www.google.com/maps/place/Contruction+Equipment+Solutions,+LLC/data=!4m7!3m6!1s0x4d5cc56ee6e1b637:0x68fce710cd7df55b!8m2!3d32.7430719!4d-96.963595!16s%2Fg%2F11pzynshrc!19sChIJN7bh5m7FXE0RW_V9zRDn_Gg","Contruction Equipment Solutions, LLC",5.0,3,Construction company,,,,+1 800-339-5255,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFb_22tR5Mx2gJdG6Ztd6q8PvKpBoNmxQrHmQNV0DWlhDCthCXQaWhoGLuv16XUnWSQeDqeMajDNIwoyooMG8GW52C7TV4ZbqSMdA3L3Wi1kKpb9TscBkjARbOh4qASA=w408-h360-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:03.144Z,,
https://www.google.com/maps/place/Southern+Methodist+University/data=!4m7!3m6!1s0x864e9f0447c04e15:0xc05fcab81b99542e!8m2!3d32.8412178!4d-96.7845175!16zL20vMDJmZ2R4!19sChIJFU7ARwSfToYRLlSZG7jKX8A,Southern Methodist University,4.5,596,Private university,"Dallas, TX 75205, United States","R6R8+F5 Dallas, Texas, USA",https://www.smu.edu/,+1 214-768-2000,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELXRUpCPmPS53jIMFgGJQAbTwhwx-IqOvAiliBaFaAxrSHn_zAplbqnCwlzEQ2oSezj-UYFLzyPcSsdk7ALfVOMicgBWvSB_RmAwjC0gUAHY8IpMXovRcsT7-cfvoicfUSka4hNA=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:05.431Z,Private research school known for business & law & home to the George W. Bush Presidential Center.,
https://www.google.com/maps/place/Outdoor+Elevations+Landscaping+etc./data=!4m7!3m6!1s0x864e9f5c8ba31959:0x2ea0165c4d35298f!8m2!3d32.818504!4d-96.7320961!16s%2Fg%2F11j8z284zv!19sChIJWRmji1yfToYRjyk1TVwWoC4,Outdoor Elevations Landscaping etc.,5.0,4,Landscaper,,,,+1 903-588-4322,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDWKfRd4C3OQxLulCzA31brpeLjNgiykBZXyY2b9nziGmdWL-fNG3y99tXP1Rkxm_q2QhvyecPRGJT27wKCaN8xRZh23ScncVorjKYx_O05jiIsBGfLs9TeiwwTuq-hYQfa2JK=w408-h269-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,12–5 pm,8 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:09.539Z,,
https://www.google.com/maps/place/TWP/data=!4m7!3m6!1s0x86f12a923c85f20f:0x78000cfb11cf59a2!8m2!3d32.7430719!4d-96.9627404!16s%2Fg%2F11lyrtsfmq!19sChIJD_KFPJIq8YYRolnPEfsMAHg,TWP,5.0,18,Construction company,,,http://www.tx-twp.com/,+1 469-200-0348,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2LnIZFIwDn7ZXY1On_rgAXOintQ1yCODD28PWqwl2C6Z8EbJqvEgTp20yiun6tF5WcPsqSt3A5e5gQowiohQYkH4ifJ8xWUFwGzeE6GV_bS2efBqvx5sA1S7DXmN8AXLTXzH2=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:13.842Z,,
https://www.google.com/maps/place/Woodhouse+Spa+-+Dallas/data=!4m7!3m6!1s0x864e9f2005c20c8f:0xbbf0e0130a5ab822!8m2!3d32.8376263!4d-96.7764358!16s%2Fg%2F11fnp9fdkh!19sChIJjwzCBSCfToYRIrhaChPg8Ls,Woodhouse Spa - Dallas,4.6,271,Day spa,"5331 E Mockingbird Ln Ste. 172, Dallas, TX 75206, United States","R6QF+3C Dallas, Texas, USA",http://dallas.woodhousespas.com/?utm_source=google&utm_medium=yext,+1 972-777-6068,Closed · Opens 10 am Wed,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnwLNAYyQ6L1HK1tH60TiBfhooqDj67RLGosl0N8Y5fbis7k8kVIzMyGLcWms3zbnKlsu5iuDQx3AGWwkTyehpvVirqHNoZgyU2X-wF42llUQs_BD9plYz2Ciw8PjzDf6Apmw=w426-h240-k-no,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:18.146Z,,
https://www.google.com/maps/place/Cenergistic/data=!4m7!3m6!1s0x864e9e42e2cf3df5:0x1f9b3ea7cc318e22!8m2!3d32.8619839!4d-96.8110957!16s%2Fg%2F1tvgvrmt!19sChIJ9T3P4kKeToYRIo4xzKc-mx8,Cenergistic,4.3,9,Environmental consultant,"5950 Sherry Ln #900, Dallas, TX 75225, United States","V56Q+QH Dallas, Texas, USA",http://www.cenergistic.com/,+1 855-798-7779,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEb6l0N1LAHjd4fLbH8J5C4BhbJ1NEzd4RlMAwrlU_Rqczk_7e7WHPwDB3eQ46Mji7SYRdxaY2NX7hGOILRnncAtzUEgU8DtuqFqARxaCUKLCD2CjIwPQ1s2Fe9qWyGKKhunRBNPg=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:22.610Z,,
https://www.google.com/maps/place/WGI/data=!4m7!3m6!1s0x864e9f74cb8baa91:0x1a942209023ed97!8m2!3d32.881049!4d-96.7658772!16s%2Fg%2F11bw20wv2r!19sChIJkaqLy3SfToYRl-0jkCBCqQE,WGI,5.0,1,Engineering consultant,"8144 Walnut Hill Ln Ste 340, Dallas, TX 75231, United States","V6JM+CJ Dallas, Texas, USA",https://wginc.com/locations/dallas/,+1 214-307-4767,Closed · Opens 7:30 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGdVSlsbSDd77aP7uk1GFZLPxh2XicD2U9jwjbqATymnKSjXRu5oGqzwl6aoMvzttj9YoZL9b9xcRfyQmZdZsQhWmhS6-T0U-qLN_OREceQuz_-xbfsv32mSq2xgybrWnmKbuB3=w630-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30–11:30 am,Closed,Closed,7:30 am–5:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:26.836Z,,
https://www.google.com/maps/place/Extreme+Tree+Service/data=!4m7!3m6!1s0x864ea30ec5c9da09:0xa0ec022b66016e6a!8m2!3d35.4932305!4d-87.550268!16s%2Fg%2F11fkw6xmvt!19sChIJCdrJxQ6jToYRam4BZisC7KA,Extreme Tree Service,4.7,31,Tree service,,,http://extreme-treeservice.com/,+1 214-984-4729,Closed · Opens 6:30 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAER4mcfgopNL4VzcYvl6gbpHpxf3EzwcnXxIgZp3PK8C3LiSV2kmNiNPp6xpRFk03GvwWjwLWl4QU0eNZE4eR6xZAzdW25e9RVeWbi2Nfw_Dw9gakAJxdiM-eC9lV_djB7teDnq=w426-h240-k-no,true,6:30 am–7:30 pm,6:30 am–7:30 pm,6:30 am–7:30 pm,6:30 am–7:30 pm,6:30 am–7:30 pm,Closed,6:30 am–7:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:31.012Z,,
https://www.google.com/maps/place/New+Leaf+Custom+Homes/data=!4m7!3m6!1s0x864ea0151b2acf9d:0x3954b4ea1cd8d901!8m2!3d32.8824862!4d-96.7683665!16s%2Fg%2F1td187kv!19sChIJnc8qGxWgToYRAdnYHOq0VDk,New Leaf Custom Homes,4.9,56,Custom home builder,"9850 N Central Expy Suite 120A, Dallas, TX 75231, United States","V6JJ+XM Dallas, Texas, USA",http://www.newleafcustom.com/,+1 214-553-2550,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjispRp_DLgIzQkfAfluVtAlQCU_VOl81MFcZQlqzTgkXZ-97M-B0ZER6NEl8cygZQwIQt_G2y5A3jJNX3naZp6gP1zLWkw-BV4l8zbpF7T-AVzDm3OEsTY0MCOipXeAYPB-4A6JY90ug=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:35.347Z,,
https://www.google.com/maps/place/Party+Bazaar/data=!4m7!3m6!1s0x864e9e5fa94a1479:0x98f30641c703c12!8m2!3d32.8509148!4d-96.8112194!16s%2Fg%2F1tc_lk9n!19sChIJeRRKqV-eToYREjxwHGQwjwk,Party Bazaar,4.6,135,Party store,"4435 Lovers Ln, Dallas, TX 75225, United States","V52Q+9G Dallas, Texas, USA",http://www.partybazaardallas.com/,+1 214-528-4795,Closed · Opens 9:45 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAECCoo6A_ycGiIT_ngqjLkSN1z-0H6SZrIye49JUEFB4N44Uel00-QhYJtc0_A_zTgXRH8KvwSBPijqPlcFFVX5if-Q9w8hlcM3Ew6VS_w9h1tI6q0R7dFXiyQEh_yeH6I49F8=w408-h275-k-no,true,9:45 am–6 pm,9:45 am–6 pm,9:45 am–6 pm,9:45 am–6 pm,9:45 am–6 pm,Closed,9:45 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:39.691Z,"Family-owned purveyor of party goods, including seasonal & holiday items, in business since 1952. · In-store shopping · Kerbside pickup",
https://www.google.com/maps/place/Gemner+Tree+Service/data=!4m7!3m6!1s0x88f564a7d8e4e703:0xf8ee4b5fb35bd2b!8m2!3d32.818504!4d-96.7320961!16s%2Fg%2F11rzgp_fn8!19sChIJA-fk2Kdk9YgRK701-7Xkjg8,Gemner Tree Service,5.0,1,Tree service,,,https://treeservice-dallas.com/,+1 214-387-1829,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHu1YN8RgmpzSmi8j5JsfDMRf6M6zVUkoA2Jb56IoW_FV0Jhu8zTUPJtakKk0VL7w6oxQYSww_G_GPqoiSbEZf0jFJqb640H8M36Dldsd5Ex3inuX8VBvwVpvDTJU5HGCZ2v_p2=w408-h408-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–2 pm,8 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:44.509Z,,
https://www.google.com/maps/place/Sosatreeservice/data=!4m7!3m6!1s0x864e83fe948e1b45:0x183c70cf764fbf9!8m2!3d32.7969567!4d-96.9799788!16s%2Fg%2F11x71cqqnd!19sChIJRRuOlP6DToYR-ftk9wzHgwE,Sosatreeservice,,,Tree service,"1606 Etain Rd, Irving, TX 75060, United States","Q2WC+Q2 Irving, Texas, USA",,+1 972-399-1060,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2SbfjvlEh7UzjfqoBy0Y3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.95744&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+University+Park+DFW+TX/@32.8550377,-96.797592,14z",2026-04-29T04:57:48.655Z,,
