placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,isBlackOwned,error,attributes
https://www.google.com/maps/place/UNC+Hospice+Home/data=!4m7!3m6!1s0x89acb9b450f19b4d:0xc846c56184e7fb1e!8m2!3d35.75462!4d-79.162167!16s%2Fg%2F1tcwr_tt!19sChIJTZvxULS5rIkRHvvnhGHFRsg,UNC Hospice Home,4.1,7,Hospice,"100 Roundtree Way, Pittsboro, NC 27312, United States","QR3Q+R4 Pittsboro, North Carolina, USA",,+1 984-215-2675,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npXfIAInyltlfzi5LaYSiA5HeyCJj9L6B8YB792rr2_8DB1nZi1rzgnIZlTq0SYgxLcBpBn2jqN-zNbTNlXIUduOoKm4TCb7TVNdqcvChEnxQRN1r0SSe8_lLrpHK_XLZJFhoB9=w408-h306-k-no,false,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:42.559Z,,,,,,,,,,
https://www.google.com/maps/place/Durham+VA+Health+Care+System/data=!4m7!3m6!1s0x89ace51c7178e2dd:0xec147fa47235bc12!8m2!3d36.009541!4d-78.9385346!16s%2Fm%2F04g3n9g!19sChIJ3eJ4cRzlrIkRErw1cqR_FOw,Durham VA Health Care System,3.3,431,Veterans hospital,"508 Fulton St, Durham, NC 27705, United States","2356+RH Durham, North Carolina, USA",https://www.durham.va.gov/locations/directions.asp,+1 919-286-0411,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplxRBPPXrppPDkWS4i02zjhgIwqt0s2_emBiXRDNkyPxY8p5m7HS_PHoGIzWiff5R9Mt3gPYjwjUh_dRElIGVwQa3vF1S4b2pfQwRMK2rDTdB-ipOHAekuO0CwbIjP-WFtJthD=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:47.574Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Right+at+Home/data=!4m7!3m6!1s0x89acdf30eed33021:0x79d7f24c0e791177!8m2!3d35.9402724!4d-78.9856082!16s%2Fg%2F1q6ctc8lc!19sChIJITDT7jDfrIkRdxF5Dkzy13k,Right at Home,4.5,23,Home health care service,"4905 Pine Cone Dr STE 2, Durham, NC 27707, United States","W2R7+4Q Durham, North Carolina, USA",https://www.rightathome.net/durham-chapel-hill/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1192,+1 919-237-2333,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMrC9F_yihWmTWPZJX4-kJvalN2kH0D7GQDHVx0=w408-h266-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:52.764Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Duke+University+Hospital/data=!4m7!3m6!1s0x89ace6ad0276d4d9:0x795843b4ea34bb3!8m2!3d36.0075097!4d-78.9384272!16zL20vMDdkdzN5!19sChIJ2dR2Aq3mrIkRs0ujTjuElQc,Duke University Hospital,3.2,886,University hospital,"2301 Erwin Rd, Durham, NC 27710, United States","2356+2J Durham, North Carolina, USA",https://www.dukehealth.org/hospitals/duke-university-hospital/home?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 919-684-8111,,,https://lh3.googleusercontent.com/p/AF1QipNH9FKSH9aF8_PenO9uOYM0uSUltDoBVyOooy1I=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:29:58.056Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/UNC+Homecare+Specialists/data=!4m7!3m6!1s0x89acf1c2bb750bad:0x444f5bfed5ebb45a!8m2!3d35.8723297!4d-78.8410644!16s%2Fg%2F11bc8c9yx3!19sChIJrQt1u8LxrIkRWrTr1f5bT0Q,UNC Homecare Specialists,1.4,74,Home health care service,"4400 Emperor Blvd, Durham, NC 27703, United States","V5C5+WH Durham, North Carolina, USA",https://www.unchealth.org/care-services/locations/unc-homecare-specialists-durham,+1 984-974-6778,Closed ⋅ Opens 8:30 am Thu,,https://lh3.googleusercontent.com/p/AF1QipMfk6l6bSfGTdhjA214k67Nck1eFv7Ou87k2vrD=w408-h408-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:30:03.151Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,,,
https://www.google.com/maps/place/Duke+Regional+Hospital/data=!4m7!3m6!1s0x89ace3ba8b515921:0xf7d3c2f959be7249!8m2!3d36.0372155!4d-78.899681!16s%2Fg%2F1tfzyc3c!19sChIJIVlRi7rjrIkRSXK-WfnC0_c,Duke Regional Hospital,3.2,292,Hospital,"3643 N Roxboro St, Durham, NC 27704, United States","24P2+V4 Durham, North Carolina, USA",https://www.dukehealth.org/hospitals/duke-regional-hospital/home?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 919-470-4000,,,https://lh3.googleusercontent.com/p/AF1QipO__HLo9rD-TYe5elXAuolYgkUDuNQKvID4Pc5w=w422-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:30:06.252Z,,,,,,,,,,
https://www.google.com/maps/place/Duke+Clinic/data=!4m7!3m6!1s0x89ace6ac1acb10fb:0x1b83716af5d270e9!8m2!3d36.0044442!4d-78.9362024!16s%2Fg%2F1tmg7f2j!19sChIJ-xDLGqzmrIkR6XDS9Wpxgxs,Duke Clinic,4.0,86,Medical Center,"40 Duke Medicine Cir, Durham, NC 27710, United States","2337+QG Durham, North Carolina, USA",https://www.dukehealth.org/locations/duke-clinic?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 919-684-8111,,,https://lh3.googleusercontent.com/p/AF1QipNFtPaXXj6sijyreOOfjBawpxoTdGUUeeDL18iR=w409-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:30:09.140Z,,,,,,,,,,
https://www.google.com/maps/place/Visiting+Angels+Senior+Home+Care/data=!4m7!3m6!1s0x89ace91730aa2cef:0xfd1c1c34284aee71!8m2!3d35.9124184!4d-78.942302!16s%2Fg%2F11tn0b11dd!19sChIJ7yyqMBfprIkRce5KKDQcHP0,Visiting Angels Senior Home Care,4.5,47,Home health care service,"5007 Southpark Dr #200j, Durham, NC 27713, United States","W365+X3 Durham, North Carolina, USA",https://www.visitingangels.com/durham/home?utm_source=gmb&utm_medium=organic&utm_campaign=local,+1 919-321-2159,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QPh9EcsUsBkVBs7IF9es2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.36058&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:30:14.039Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Kenzie+Rae+Daniels,+MD/data=!4m7!3m6!1s0x89acc32ccc47b93b:0x413d98451eb18d29!8m2!3d35.904444!4d-79.0498968!16s%2Fg%2F11s75cgnk0!19sChIJO7lHzCzDrIkRKY2xHkWYPUE","Kenzie Rae Daniels, MD",,,Geriatrician,"101 Manning Dr, Chapel Hill, NC 27514, United States","WX32+Q2 Chapel Hill, North Carolina, USA",https://www.unchealth.org/care-services/doctors/d/kenzie-rae-daniels-md,+1 984-974-1000,"Open 24 hours

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPrsscm_Ild0ChSTuHGCT4hPOwZDxU2w1ygRw8m=w408-h510-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Forest+Hills+Durham+NC/@35.9787288,-78.9146798,14z",2025-09-17T23:30:19.177Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Durham+NC/@35.9938016,-78.9033627,14z",2025-09-17T23:30:28.162Z,,,,,,,,,No new results found,
https://www.google.com/maps/place/Carver+Rehabilitation+%26+Living+Center/data=!4m7!3m6!1s0x89ace3ae16016819:0x6341aa40364ed142!8m2!3d36.0427798!4d-78.8942141!16s%2Fg%2F1thvz46d!19sChIJGWgBFq7jrIkRQtFONkCqQWM,Carver Rehabilitation & Living Center,3.8,255,Nursing home,"303 E Carver St, Durham, NC 27704, United States","24V4+48 Durham, North Carolina, USA",http://carverlivingcenter.com/,+1 919-471-3558,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPtkL-SOsTdmiT_0aD0_scU52ShGq_UEQSVMa0=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Old+West+Durham+NC/@36.0120346,-78.9259955,14z",2025-09-17T23:30:42.181Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Durham+VA+Health+Care+System+Emergency+Room/data=!4m7!3m6!1s0x89ace6ad169cc705:0xc3766b726a00539b!8m2!3d36.009541!4d-78.9385346!16s%2Fg%2F11fy4cm1mp!19sChIJBcecFq3mrIkRm1MAanJrdsM,Durham VA Health Care System Emergency Room,3.7,45,Emergency room,"508 Fulton St, Durham, NC 27705, United States","2356+RH Durham, North Carolina, USA",https://www.durham.va.gov/visitors/visiting.asp,+1 919-286-0411,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqdfqu39RUkYJKHf3w1B87Rtr2HI5cLQb6KCWkh9qdNokayfUo7F8LWWnIQ0w_bGJFPpfAaN2eHXswhIBJvuAH7j-MVeTbJKlA96KdCBeS95hMIDqWzk3ENNo-WEqgfQVq6f_IkPcKiQ1k=w408-h544-k-no,false,"https://www.google.com/maps/search/Hospice+clinics+in+Old+West+Durham+NC/@36.0120346,-78.9259955,14z",2025-09-17T23:30:47.444Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Duke+Regional+Hospital:+Emergency+Room/data=!4m7!3m6!1s0x89ace3ba2be5002f:0x1f2f1fe08ca69bd8!8m2!3d36.0368428!4d-78.9000194!16s%2Fm%2F04g3j2q!19sChIJLwDlK7rjrIkR2JumjOAfLx8,Duke Regional Hospital: Emergency Room,2.4,177,Emergency room,"3643 N Roxboro St, Durham, NC 27704, United States","23PX+PX Durham, North Carolina, USA",,+1 919-470-4000,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNbWRWgYZWKPJ5JGn9FKPmm4kE9hVLSWCl2sAAY=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Old+West+Durham+NC/@36.0120346,-78.9259955,14z",2025-09-17T23:30:52.488Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Duke+Center+for+Living+Campus/data=!4m7!3m6!1s0x89ace6c6034359d9:0x70786434881b3784!8m2!3d36.0014278!4d-78.9555859!16s%2Fg%2F1q65dbbq3!19sChIJ2VlDA8bmrIkRhDcbiDRkeHA,Duke Center for Living Campus,3.4,5,Medical Center,"3475 Erwin Rd, Durham, NC 27705, United States","222V+HQ Durham, North Carolina, USA",https://www.dukehealth.org/locations/duke-center-living-campus?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 888-275-3853,Closes soon ⋅ 8 pm ⋅ Opens 6 am Thu,,https://lh3.googleusercontent.com/p/AF1QipPuNq8xWlUiuokhGTgnCR7NVN4NmJRY6ZTE0qVE=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Trinity+Park+Durham+NC/@36.0116651,-78.9076068,14z",2025-09-17T23:31:06.815Z,6 am–8 pm,6 am–8 pm,6 am–8 pm,8 am–4 pm,10 am–4 pm,6 am–8 pm,6 am–8 pm,,,
https://www.google.com/maps/place/Trinity+Park/data=!4m7!3m6!1s0x89ace40a332e62c7:0xf425ed428a71b911!8m2!3d36.005207!4d-78.910725!16s%2Fg%2F1tsyl1f7!19sChIJx2IuMwrkrIkREblxikLtJfQ,Trinity Park,4.6,117,Park,"410 Watts St, Durham, NC 27701, United States","234Q+3P Durham, North Carolina, USA",https://www.dprplaymore.org/Facilities/Facility/Details/Trinity-Park-70,+1 919-560-4355,Closes soon ⋅ 8 pm ⋅ Opens 7 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvG19BNhfLztchTJAXbYrj7-oozL7ny9gkkIi2-65KjYpdGhBGiolZQRl5U6ggyGidFTyYbURqyBxQbQ9s_sD85dexaPEz0lApwVNO62lygbGh3ES3yogkbExc5hvLaUvdnO1J-A=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Trinity+Park+Durham+NC/@36.0116651,-78.9076068,14z",2025-09-17T23:31:11.970Z,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,,,· Dogs allowed
https://www.google.com/maps/place/Cornerstone+Healthcare+Services/data=!4m7!3m6!1s0x89ace59a23a16393:0x2b1cb12acf756c86!8m2!3d35.9356189!4d-78.8933278!16s%2Fg%2F11q2z0733p!19sChIJk2OhI5rlrIkRhmx1zyqxHCs,Cornerstone Healthcare Services,3.0,2,Home health care service,"3201 Yorktown Ave, Durham, NC 27713, United States","W4P4+6M Durham, North Carolina, USA",https://www.cornerstonehealthcareservice.com/home-health-care-and-staffing-contact-us,+1 919-300-0050,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fJNVVBVTHHUz6MfrlXCBGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.649204&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Hope+Valley+Durham+NC/@35.950995,-78.9344814,14z",2025-09-17T23:31:25.489Z,,,,,,,,,,
https://www.google.com/maps/place/Medi+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x89ad155a857690e5:0x4d437833094ff24a!8m2!3d36.4100831!4d-78.9847408!16s%2Fg%2F11qm6yfc77!19sChIJ5ZB2hVoVrYkRSvJPCTN4Q00,Medi Home Health & Hospice,5.0,1,Home health care service,"665 Carver Dr Suite B, Roxboro, NC 27573, United States","C268+24 Roxboro, North Carolina, USA",https://www.msahealthcare.com/,+1 336-597-2542,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOoh15EB0chg8i9Peqw7kFCKy3OJ5SvlYbdqZCK=w408-h408-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Hope+Valley+Durham+NC/@35.950995,-78.9344814,14z",2025-09-17T23:31:30.575Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Duke+Health+Center+at+Southpoint/data=!4m7!3m6!1s0x89ace8b6a3ce8b47:0x89fb8e7599e89be8!8m2!3d35.9068152!4d-78.9352299!16s%2Fg%2F1th5_p0t!19sChIJR4vOo7borIkR6JvomXWO-4k,Duke Health Center at Southpoint,3.6,20,Medical Center,"6301 Herndon Rd, Durham, NC 27713, United States","W347+PW Durham, North Carolina, USA",https://www.dukehealth.org/locations/duke-health-center-southpoint?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 919-572-6095,,,https://lh3.googleusercontent.com/p/AF1QipO7dB3bJnd-qSAETZUv1LDguC9s565KWXpMRHva=w475-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Southpoint+Durham+NC/@35.9043963,-78.9444731,14z",2025-09-17T23:31:43.001Z,,,,,,,,,,
https://www.google.com/maps/place/Duke+Cancer+Center+Southpoint/data=!4m7!3m6!1s0x89ace96c8d5d5419:0x2d42b98aff15638f!8m2!3d35.9068181!4d-78.9352669!16s%2Fg%2F11lzbtmcy_!19sChIJGVRdjWzprIkRj2MV_4q5Qi0,Duke Cancer Center Southpoint,,,Cancer treatment center,"6301 Herndon Rd, Durham, NC 27713, United States","W347+PV Durham, North Carolina, USA",https://www.dukehealth.org/locations/duke-cancer-center-southpoint?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 866-385-3123,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipO1QCa_NEyGfbHBTBCtPbvM1t7-foB1keAvFjnC=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Southpoint+Durham+NC/@35.9043963,-78.9444731,14z",2025-09-17T23:31:48.114Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Therapy+Smarts/data=!4m7!3m6!1s0x89acee24880de10b:0xba54f6bb48cf1baa!8m2!3d35.9014618!4d-78.897776!16s%2Fg%2F11bvt16zv3!19sChIJC-ENiCTurIkRqhvPSLv2VLo,Therapy Smarts,4.9,99,Pediatric clinic,"1920 NC-54 STE 240, 360, Durham, NC 27713, United States","W422+HV Durham, North Carolina, USA",https://therapysmarts.net/?utm_source=GoogleBusinessProfile&utm_medium=SERPLocal&utm_campaign=Durham,+1 919-378-1340,Closed ⋅ Opens 8 am Thu,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipO2DEkc0AvzU8oD-C4qTbfS-tnnmdPi_HnvKxs7=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Southpoint+Durham+NC/@35.9043963,-78.9444731,14z",2025-09-17T23:31:53.327Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Duke+Cardiology+at+Southpoint/data=!4m7!3m6!1s0x89ace8b6a3ce8b47:0x526278bac76c8f27!8m2!3d35.906819!4d-78.9352159!16s%2Fg%2F1hc528dcj!19sChIJR4vOo7borIkRJ49sx7p4YlI,Duke Cardiology at Southpoint,3.3,12,Medical clinic,"6301 Herndon Rd, Durham, NC 27713, United States","W347+PW Durham, North Carolina, USA",https://www.dukehealth.org/locations/duke-cardiology-southpoint?utm_source=google&utm_medium=organic&utm_campaign=Directory%2BManagement,+1 919-681-5816,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipMtk7Z9Ah5o4G726su2Q3lDdhNSjStM2Q7q_uHD=w474-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Southpoint+Durham+NC/@35.9043963,-78.9444731,14z",2025-09-17T23:31:58.203Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Comfort+Keepers+Home+Care/data=!4m7!3m6!1s0x89ace885247a5247:0xb3cc9316bd0f299b!8m2!3d35.9170947!4d-78.9633186!16s%2Fg%2F1ptz619s7!19sChIJR1J6JIXorIkRmykPvRaTzLM,Comfort Keepers Home Care,4.4,17,Home health care service,"1415 W North Carolina 54 Suite 209, Durham, NC 27707, United States","W28P+RM Durham, North Carolina, USA",https://www.comfortkeepers.com/offices/north-carolina/durham/?utm_source=local&utm_medium=organic,+1 919-338-2044,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOu4coeFi47AVu5Wcl4RCdi4H-gZa1YJmGBmaXN=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Southpoint+Durham+NC/@35.9043963,-78.9444731,14z",2025-09-17T23:32:03.261Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Family+Medical+Supply+LLC/data=!4m7!3m6!1s0x89ace68be38ec785:0x755f682579d86c8f!8m2!3d35.913957!4d-78.8988416!16s%2Fg%2F11df0yxwch!19sChIJhceO44vmrIkRj2zYeSVoX3U,Family Medical Supply LLC,4.8,951,Medical supply store,"2810 Meridian Pkwy #152, Durham, NC 27713, United States","W472+HF Durham, North Carolina, USA",https://adapthealth.com/,+1 919-314-0414,Closed ⋅ Opens 9 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noY9qaCWt6jBnNzBMCGzseJJeAOtFsY8iiBsRC31W529g8kHyoA4P7XYvDmUUiYO59ddpVk8_iPlVQtvnRAnNA1teTRmG_I8ZzBlwpZjWKMYjvIgLsOv7BVmXPiH3wl6TN_NAoL2x8Ey-Y=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Southpoint+Durham+NC/@35.9043963,-78.9444731,14z",2025-09-17T23:32:08.481Z,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,,,· In-store shopping · Delivery
https://www.google.com/maps/place/Duke+University+Hospital+Imaging+Services+at+Southpoint/data=!4m7!3m6!1s0x89ace8b6a3ce8b47:0xcba05300137b1f0a!8m2!3d35.9068457!4d-78.9351883!16s%2Fg%2F1tjfc3q8!19sChIJR4vOo7borIkRCh97EwBToMs,Duke University Hospital Imaging Services at Southpoint,4.6,7,Medical diagnostic imaging center,"6301 Herndon Rd, Durham, NC 27713, United States","W347+PW Durham, North Carolina, USA",https://www.dukehealth.org/locations/duke-university-hospital-imaging-services-southpoint?utm_source=google&utm_medium=local&utm_campaign=evergreen,+1 919-684-7999,"Closed ⋅ Opens 7 am Thu

Updated by this business 7 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNWsMJpU63MgJRilr_fEhi5ZhMdd-QiRyVxnMnY=w471-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Southpoint+Durham+NC/@35.9043963,-78.9444731,14z",2025-09-17T23:32:13.619Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,,,
,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Gorman+Durham+NC/@35.917424,-78.9608842,14z",2025-09-17T23:32:22.478Z,,,,,,,,,No new results found,
,,,,,,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Oak+Grove+Durham+NC/@36.020512,-78.8156122,14z",2025-09-17T23:32:31.205Z,,,,,,,,,No new results found,
https://www.google.com/maps/place/Senior+CommUnity+Care+of+North+Carolina+PACE/data=!4m7!3m6!1s0x89ace555fb35e77b:0xdf5cf82d9e768d1b!8m2!3d35.8806252!4d-78.8518489!16s%2Fg%2F11b7ljf8gq!19sChIJe-c1-1XlrIkRG412ni34XN8,Senior CommUnity Care of North Carolina PACE,4.1,36,Adult day care center,"5400 S Miami Blvd Suite 150, Durham, NC 27703, United States","V4JX+77 Durham, North Carolina, USA",http://www.seniorcommunitycarenc.org/,+1 919-425-3000,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipOP-Ay-pgsobhx4XrKoyldOpqO0RKiC-DIzEv-J=w425-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Parkwood+Durham+NC/@35.8975144,-78.9090214,14z",2025-09-17T23:32:45.551Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Mediterranean+Grill+%26+Grocery/data=!4m7!3m6!1s0x89acef3c193f4ac5:0xee181c15323f64b8!8m2!3d35.8941153!4d-78.9111558!16s%2Fg%2F11b5wdbkp7!19sChIJxUo_GTzvrIkRuGQ_MhUcGO4,Mediterranean Grill & Grocery,4.7,1206,Mediterranean restaurant,"5114 Revere Rd, Durham, NC 27713, United States","V3VQ+JG Durham, North Carolina, USA",http://medgrillandgrocery.com/,+1 919-251-9366,Closes soon ⋅ 8 pm ⋅ Opens 11 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZyJSSOYDHhvKuU75iM_-w7Rl-04dMHyPstgiZbMVNHjmMIBfnmJYAw7-a1T75UsmpeFuQcK6SvEupmGmmIiEjk1i9Xr3HaAqzOkoBkfxjZCtjGJfUU6dwR4DyXv_CJU9Wxh4GtA=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Parkwood+Durham+NC/@35.8975144,-78.9090214,14z",2025-09-17T23:32:50.861Z,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–8 pm,,,"Mediterranean platters with halal meats, offered in a market with Middle Eastern & Indo-Pak goods. · Dine-in · Takeaway · Delivery"
https://www.google.com/maps/place/Falconbridge+Animal+Hospital/data=!4m7!3m6!1s0x89ace868bd2942f5:0x293590615805965c!8m2!3d35.9180058!4d-78.9627095!16s%2Fg%2F1tk8pgb2!19sChIJ9UIpvWjorIkRXJYFWGGQNSk,Falconbridge Animal Hospital,4.8,174,Veterinarian,"1401 W North Carolina 54, Durham, NC 27707, United States","W29P+6W Durham, North Carolina, USA",https://falconbridgeanimal.com/,+1 919-403-5591,"Closed ⋅ Opens 7:30 am Thu

Updated by this business 7 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipM4-UdyF7Dp46shc9uc5-0geBw8N6uM6K6Y1ilG=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Woodcroft+Durham+NC/@35.9216701,-78.9373099,14z",2025-09-17T23:33:05.568Z,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,Closed,Closed,7:30 am–6 pm,7:30 am–6 pm,,,
