placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,attributes
"https://www.google.com/maps/place/City+of+El+Paso+General+Services/@31.7439231,-106.343399,17z/data=!3m1!4b1!4m6!3m5!1s0x86e744aa375eff2b:0xe6f0b9900a735dae!8m2!3d31.7439231!4d-106.343399!16s%2Fg%2F1vlk1__p",City of El Paso General Services,3.7,3,City government office,"1059 Lafayette Dr, El Paso, TX 79907, United States","PMV4+HJ El Paso, Texas, USA",https://www.elpasotexas.gov/facilities-and-fleet-maintenance,+1 915-212-0145,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:36:04.565Z,,,
https://www.google.com/maps/place/EL+PASO+FOX+XPRESS+LLC/data=!4m7!3m6!1s0x86e7436bf8b7d027:0xc6b6a7a9e254854c!8m2!3d31.7276018!4d-106.3178118!16s%2Fg%2F11b5wdm00c!19sChIJJ9C3-GtD54YRTIVU4qmntsY,EL PASO FOX XPRESS LLC,4.5,38,Transportation service,"1090 Pendale Rd, El Paso, TX 79907, United States","PMHJ+2V El Paso, Texas, USA",,+1 915-591-0077,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNvq7vUqsQcGri6_jqYhElmRlWp_eUOTWiDgzLm=w426-h240-k-no,true,7 am–8 pm,7 am–5 pm,7 am–8 pm,7 am–8 pm,9:30 am–5 pm,Closed,7 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:36:09.870Z,,,
https://www.google.com/maps/place/Three+Mile+Parking+%22Trillo%22/data=!4m7!3m6!1s0x86e70df658f0cab9:0x7f88c36f8ec0e944!8m2!3d31.4497957!4d-106.1004102!16s%2Fg%2F11rbyvk43w!19sChIJucrwWPYN54YRROnAjm_DiH8,"Three Mile Parking ""Trillo""",4.4,33,Parking lot,"200 Tornillo Guadalupe Rd, Tornillo, TX 79853, United States","CVXX+WR Tornillo, Texas, USA",,+1 915-777-6663,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxW5i1QJrDzpA2y61QSFnJtkLafm_eK_Pbd3-HzTl40LIrnjOkbRr-oPiOscKUB-79JNz-Q6C60ipAMTuJ0sHpBb6uIjs5U7bGbRUqIofI4PLA4hqjdiXqzr80YEOhLClpIjP9p=w426-h240-k-no,true,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,9 am–2 pm,Closed,6:30 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:36:14.807Z,,,
https://www.google.com/maps/place/Metro+by+T-Mobile/data=!4m7!3m6!1s0x86e76909d2227d95:0x76a9ade0effd908b!8m2!3d31.6155526!4d-106.2842983!16s%2Fg%2F11b6_99l5x!19sChIJlX0i0glp54YRi5D97-CtqXY,Metro by T-Mobile,4.1,17,Cell phone store,"11500 Socorro Rd Ste B, El Paso, TX 79927, United States","JP88+67 El Paso, Texas, USA",https://www.metrobyt-mobile.com/stores/bd/metro-by-t-mobile-el-paso-tx-10213516/?utm_source=google&utm_medium=lastmile&utm_campaign=36796,+1 915-233-5004,"Open ⋅ Closes 8 pm

Confirmed by this business 6 days ago",https://lh3.googleusercontent.com/p/AF1QipMA6ySbLtgCrQCEODnfCMR_xok7i0aiB7sWNVq5=w408-h306-k-no,true,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,12–5 pm,10 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:36:19.994Z,,,"Wireless provider supplying phones, tablets & accessories, plus cell phone & device data plans. · In-store shopping"
https://www.google.com/maps/place/Mission+Estates/data=!4m7!3m6!1s0x86e7424a028de211:0xfc22f337fa2b7f2e!8m2!3d31.7003994!4d-106.2745691!16s%2Fg%2F1tjz3tsf!19sChIJEeKNAkpC54YRLn8r-jfzIvw,Mission Estates,3.3,208,Mobile home dealer,"12400 Rojas Dr, El Paso, TX 79928, United States","PP2G+55 El Paso, Texas, USA",https://yescommunities.com/community/mission-estates,+1 915-858-9276,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNYUvFd-M7exmNvSaUDCN6W5YNXs6QsQbaa308R=w408-h271-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–2 pm,Closed,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:36:25.281Z,,,
https://www.google.com/maps/place/VIP+Valet+Parking+Service/data=!4m7!3m6!1s0x86ddf92492b7dba1:0xb14d5dcf6bbb974c!8m2!3d31.8510162!4d-106.6173761!16s%2Fg%2F11wq0p0tkr!19sChIJodu3kiT53YYRTJe7a89dTbE,VIP Valet Parking Service,,,Valet parking service,"817 Lakeway Dr, El Paso, TX 79932, United States","V92M+C2 El Paso, Texas, USA",https://www.elpasovalet.com/,+1 915-265-1200,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0R6569yVS8uWgP6J9DvaoQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.719556&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:36:30.197Z,,,
https://www.google.com/maps/place/Walmart+Supercenter/data=!4m7!3m6!1s0x86e742ed91d193f5:0x23eb1f15240d1e5e!8m2!3d31.6829185!4d-106.3120346!16s%2Fm%2F03n_27_!19sChIJ9ZPRke1C54YRXh4NJBUf6yM,Walmart Supercenter,4.4,9406,Department store,"9441 Alameda Ave, El Paso, TX 79907, United States","MMMQ+55 El Paso, Texas, USA",https://www.walmart.com/store/964-el-paso-tx/?veh=seo_loc,+1 915-860-7171,,https://lh3.googleusercontent.com/p/AF1QipNuLoQp2ivFB6jfybu9PJ-8iG8pKJlnS4LRdTuh=w408-h244-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:36:35.549Z,,,· In-store shopping · Kerbside pickup · Delivery
https://www.google.com/maps/place/XPO/data=!4m7!3m6!1s0x86e74362c1ea6e61:0x1a51911cc5da489e!8m2!3d31.7187557!4d-106.2896957!16s%2Fg%2F11fxb16gh_!19sChIJYW7qwWJD54YRnkjaxRyRURo,XPO,3.1,75,Transportation service,"1271 Don Haskins Dr, El Paso, TX 79936, United States","PP96+G4 El Paso, Texas, USA",https://www.xpo.com/,+1 915-592-1929,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9tvoyiO1QCiLl8PWmUYnzs2TkjTQQjTHKlRjTJxVqly5BVSY43SNs5GUY5P9JcnQ93Ywd1_1ecc0YNZQQ6bX0tdpQmgXwifAufyq8wNS9q_sD36q0DqSlm5yQ9zQ2IYpyhsWq=w408-h316-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:36:40.980Z,,,
https://www.google.com/maps/place/El+Paso+Parking+Lot+Striping/data=!4m7!3m6!1s0x86e75acfc4515555:0xdbcc30d40d77d6a!8m2!3d31.7962013!4d-106.3561521!16s%2Fg%2F11v0by6s37!19sChIJVVVRxM9a54YRan3XQA3DvA0,El Paso Parking Lot Striping,,,Paving contractor,"9704 Carnegie Ave, El Paso, TX 79925, United States","QJWV+FG El Paso, Texas, USA",https://www.eppls.com/,+1 915-843-2576,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOvINso89coXqqXXDLsK0AokfIzjR_NSxqq_Xar=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:36:46.580Z,,,
https://www.google.com/maps/place/6400+Boeing+Dr+Parking/data=!4m7!3m6!1s0x86e75a5b2766a961:0xe9c1b5345a68e102!8m2!3d31.7926692!4d-106.4033173!16s%2Fg%2F11f_p33d_p!19sChIJYalmJ1ta54YRAuFoWjS1wek,6400 Boeing Dr Parking,,,Parking lot,"6400 Boeing Dr, El Paso, TX 79925, United States","QHVW+3M El Paso, Texas, USA",https://www.parkme.com/lot/1595/el-paso-water-el-paso-tx,+1 915-594-5500,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LaQFMdiGoyQIJv3KqPd95Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.567665&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Socorro+El+Paso+TX/@31.654557,-106.3033145,14z",2025-10-28T18:36:52.554Z,,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8644b58ece9e6077:0x8e60b66890778f30!8m2!3d30.2694284!4d-97.7484133!16s%2Fg%2F11pv26cb5m!19sChIJd2Cezo61RIYRMI93kGi2YI4,Parking Management Company,2.4,28,Public parking space,"583 W 6th St, Austin, TX 78701, United States","7792+QJ Austin, Texas, USA",https://parkingmgt.com/,+1 512-916-1111,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=szGWlB621P6Vqh6160Zb_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.91039&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Canutillo+El+Paso+TX/@31.9114925,-106.6002687,14z",2025-10-28T18:37:08.007Z,,,
"https://www.google.com/maps/place/Jireh+Parking+Services+%22LuxuryBeyondExcellence%22/@31.50234,-106.1585867,14z/data=!4m6!3m5!1s0x86e7590436a15bb7:0x56e93641e7948a4b!8m2!3d31.7613039!4d-106.4793671!16s%2Fg%2F11c2j47xjp","Jireh Parking Services ""LuxuryBeyondExcellence""",4.5,2,Valet parking service,"912 Magoffin Ave, El Paso, TX 79901, United States","QG6C+G7 El Paso, Texas, USA",http://www.jirehparkingservices.com/,+1 915-803-3596,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNURb_7elyOM2MjahRaGkduRPz7haBKkAnCOSKt=w408-h373-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,12–5 pm,Closed,8 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Fabens+El+Paso+TX/@31.50234,-106.1585867,14z",2025-10-28T18:37:16.823Z,,Already found,
"https://www.google.com/maps/place/Jireh+Parking+Services+%22LuxuryBeyondExcellence%22/@31.592337,-106.2241449,14z/data=!4m6!3m5!1s0x86e7590436a15bb7:0x56e93641e7948a4b!8m2!3d31.7613039!4d-106.4793671!16s%2Fg%2F11c2j47xjp","Jireh Parking Services ""LuxuryBeyondExcellence""",4.5,2,Valet parking service,"912 Magoffin Ave, El Paso, TX 79901, United States","QG6C+G7 El Paso, Texas, USA",http://www.jirehparkingservices.com/,+1 915-803-3596,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNURb_7elyOM2MjahRaGkduRPz7haBKkAnCOSKt=w408-h373-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,12–5 pm,Closed,8 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clint+El+Paso+TX/@31.592337,-106.2241449,14z",2025-10-28T18:37:25.433Z,,Already found,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8864610032ca3e45:0xa11254366995dfcc!8m2!3d36.1523597!4d-86.8293096!16s%2Fg%2F11xrmrfvjk!19sChIJRT7KMgBhZIgRzN-VaTZUEqE,Parking Management Company,1.0,4,Park,"3713 Charlotte Ave, Nashville, TN 37209, United States","552C+W7 Nashville, Tennessee, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QhkfOpO6U1k9xPGXPtQiGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.28635&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Elizario+El+Paso+TX/@31.5851146,-106.2727573,14z",2025-10-28T18:37:37.308Z,,,
https://www.google.com/maps/place/ELP+Transport+Inc+%28Carsa+Inc%29/data=!4m7!3m6!1s0x86e745e9d5bf905d:0x8fb08bb10f274aae!8m2!3d31.755207!4d-106.241455!16s%2Fg%2F11q2vpbrsv!19sChIJXZC_1elF54YRrkonD7GLsI8,ELP Transport Inc (Carsa Inc),4.8,5,Transportation service,"13939 Windermere Ave, El Paso, TX 79928, United States","QQ45+3C El Paso, Texas, USA",,+1 915-408-1629,Closed ⋅ Opens 1:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwjB5KEZoWpvNf2AVj3h-CE24CXFvw_6-FXjwT38z9ebcRsVRDChyu1PAekutzx6yg7BI19kssQe-aql6BedPZPqiJ_KHCeHA8sCohQNC0c4o_lY5D_kR238VdOwuxjz-FG5_fkpQ=w408-h725-k-no,true,"8:30 am–12:30 pm, 1:30–5:30 pm","8:30 am–12:30 pm, 1:30–5:30 pm","8:30 am–12:30 pm, 1:30–5:30 pm","8:30 am–12:30 pm, 1:30–5:30 pm",Closed,Closed,"8:30 am–12:30 pm, 1:30–5:30 pm","https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+San+Elizario+El+Paso+TX/@31.5851146,-106.2727573,14z",2025-10-28T18:37:42.305Z,,,
https://www.google.com/maps/place/Lone+Star+City+Towing+Inc/data=!4m7!3m6!1s0x86ddfe3b79e9b281:0xb27c8d6027aac36f!8m2!3d31.9597957!4d-106.5989816!16s%2Fg%2F1w97vv6y!19sChIJgbLpeTv-3YYRb8OqJ2CNfLI,Lone Star City Towing Inc,4.0,125,Towing service,"261 Vinton Rd, Anthony, TX 79821, United States","XC52+WC Anthony, Texas, USA",http://lonestarcitytowing.com/,+1 915-886-3909,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYyei9XzbY6TRZJ_o0gnKZHTw0W9Jy8wDBnHDNyTw_oPLz0AjN4SzDqT-ZJznR4S7taEjeYcXnvCiZglLEX7nAtDhy234KDfisij_ds0uOkRYBPpGMXSWisc1C-OAzQpNHGIA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Anthony+El+Paso+TX/@31.9992676,-106.6055478,14z",2025-10-28T18:37:57.296Z,,,
https://www.google.com/maps/place/Parking+Company%2FSystems+of+America/data=!4m7!3m6!1s0x86e7590028158eed:0x3604359ea00bd6ec!8m2!3d31.7494283!4d-106.4877977!16s%2Fg%2F11y775nt0y!19sChIJ7Y4VKABZ54YR7NYLoJ41BDY,Parking Company/Systems of America,,,Parking lot,"1007 S Santa Fe St, El Paso, TX 79901, United States","PGX6+QV El Paso, Texas, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQfMnoB5lFZDjIpW2YvlT87YaAUpjXpM1fxyYfjrhJL30N16xx_hLCRxqTpX3BJ1UxBdwccVelTuH9pS560aRwk4WYGS955ww2Xs37DnluWzrc5CLpSeAs0BdkRT5fq7jncMU=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Anthony+El+Paso+TX/@31.9992676,-106.6055478,14z",2025-10-28T18:38:02.682Z,,,
https://www.google.com/maps/place/Complete+Parking+Lot+Solutions/data=!4m7!3m6!1s0x86e7590500000001:0x23577512ef38436d!8m2!3d31.7597373!4d-106.4788714!16s%2Fg%2F1vb9dhph!19sChIJAQAAAAVZ54YRbUM47xJ1VyM,Complete Parking Lot Solutions,,,Transportation service,"El Paso, TX 79901, United States",,https://www.quicktransportsolutions.com/truckingcompany/texas/complete-parking-lot-solutions-llc-usdot-2781533.php,+1 915-449-2923,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P-ljZ2Zm-vXFSGVXaSUCkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.70622&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Vinton+El+Paso+TX/@31.9512135,-106.6024915,14z",2025-10-28T18:38:14.396Z,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x86e75bc6ba60b9a3:0x34d6876d5326762e!8m2!3d31.7983483!4d-106.3983865!16s%2Fg%2F11vlrjld2y!19sChIJo7lgusZb54YRLnYmU22H1jQ,SP+ Parking,1.0,1,Parking garage,"6520 Convair Rd, El Paso, TX 79925, United States","QJX2+8J El Paso, Texas, USA",https://parking.com/national/lot/p-el-paso-intl-airport-overflow-lot?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-TX,+1 915-771-7990,"Open 24 hours

Confirmed by this business 8 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UWQbmkOmwOfwUllPcK8xCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.253265&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tornillo+El+Paso+TX/@31.4453978,-106.0883071,14z",2025-10-28T18:38:29.252Z,,,
