placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,attributes
https://www.google.com/maps/place/Outpatient+Infusion+at+PeaceHealth+Peace+Harbor+Medical+Center/data=!4m7!3m6!1s0x54c22b5efa9e97e3:0xb07bcfc9585b350f!8m2!3d43.9730787!4d-124.1174312!16s%2Fg%2F11wk7nt13r!19sChIJ45ee-l4rwlQRDzVbWMnPe7A,Outpatient Infusion at PeaceHealth Peace Harbor Medical Center,,,Medical clinic,"400 9th St, Florence, OR 97439, United States","XVFM+62 Florence, Oregon, USA",https://www.peacehealth.org/locations/florence/peacehealth-infusion-center-peace-harbor-medical-center?utm_source=gbp&utm_medium=organic&utm_content=FLOR-057&utm_campaign=gmb,+1 541-902-6841,,,https://lh3.googleusercontent.com/p/AF1QipM2vFAEqnJf_sgJZNsRIUeKnlHya204omMWi6xQ=w408-h264-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:23.207Z,,,,,,,,
https://www.google.com/maps/place/Waldport+Clinic/data=!4m7!3m6!1s0x54c1c23efcb5a0d7:0x96246210e11bc9e6!8m2!3d44.416184!4d-124.0760291!16s%2Fg%2F11gk_4d0_p!19sChIJ16C1_D7CwVQR5skb4RBiJJY,Waldport Clinic,,,Bus stop,"Waldport, OR 97394, United States","CW8F+FH Waldport, Oregon, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AVhOYrf8PQ6jBmwJ_H-5KQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.346756&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:26.049Z,,,,,,,,
https://www.google.com/maps/place/Discovery+Counseling/data=!4m7!3m6!1s0x54c1c3b4813b4399:0x40e33f1942c6e235!8m2!3d44.4273313!4d-124.0675524!16s%2Fg%2F1tdl18t2!19sChIJmUM7gbTDwVQRNeLGQhk_40A,Discovery Counseling,,,Alcoholism treatment program,"650 NW Hemlock St C, Waldport, OR 97394, United States","CWGJ+WX Waldport, Oregon, USA",https://www.discoverycounseling.co/,+1 541-563-3330,Closed ⋅ Opens 2 pm Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IT3q-bMloU69R1UAdWBebQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.577515&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:30.775Z,Closed,2–8 pm,Closed,2–8 pm,Closed,2–8 pm,Closed,
https://www.google.com/maps/place/Samaritan+Ambulatory+Infusion+-+Corvallis/data=!4m7!3m6!1s0x54c03f9395f4458f:0x806455ded97012cc!8m2!3d44.6014578!4d-123.252718!16s%2Fg%2F113gtv9f_!19sChIJj0X0lZM_wFQRzBJw2d5VZIA,Samaritan Ambulatory Infusion - Corvallis,5.0,1,Medical clinic,"441 NW Elks Dr #200, Corvallis, OR 97330, United States","JP2W+HW Corvallis, Oregon, USA",https://samhealth.org/find-a-location/samaritan-ambulatory-infusion-corvallis/,+1 541-768-7880,,,https://lh3.googleusercontent.com/p/AF1QipMxd58OmDeGuZMlJhlnxabb7m8m4wsqddIG_4E=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:33.738Z,,,,,,,,
https://www.google.com/maps/place/Pure+Infusion+Suites+of+Eugene/data=!4m7!3m6!1s0x54c11de87701b6df:0x15ee3011ced5b6f6!8m2!3d44.065885!4d-123.0978905!16s%2Fg%2F11sytz2bb1!19sChIJ37YBd-gdwVQR9rbVzhEw7hU,Pure Infusion Suites of Eugene,5.0,122,Medical Center,"920 Country Club Rd STE 230B, Eugene, OR 97401, United States","3W82+9R Eugene, Oregon, USA",https://pureinfusionsuites.com/locations/eugene/,+1 541-434-4401,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNWaEBEA8Fxbln103xQy-T4bIctriJkJRak_UqR=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:38.719Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,
https://www.google.com/maps/place/Infusion+Center+at+PeaceHealth+RiverBend+Pavilion/data=!4m7!3m6!1s0x54c0e1731a524b35:0x4041ea8589800626!8m2!3d44.0833513!4d-123.0267624!16s%2Fg%2F11fj2r8qry!19sChIJNUtSGnPhwFQRJgaAiYXqQUA,Infusion Center at PeaceHealth RiverBend Pavilion,4.5,11,Cancer treatment center,"3377 Riverbend Dr 5th Floor, Springfield, OR 97477, United States","3XMF+87 Springfield, Oregon, USA",https://www.peacehealth.org/locations/springfield/infusion-center-peacehealth-riverbend-pavilion?utm_source=gbp&utm_medium=organic&utm_content=SPRI-049&utm_campaign=gmb,+1 541-222-6280,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqUZvECOVt1f0gTDXtKfGSVPGUpRuo4JYqJJ3s2cyCtIdte5z9AbajidsdG_WQ_Cv5Al86xP1f6alfnoWpPND2oXbRqsJXVzlXWQ4MBp6MTrbYBTAX3Qs4nZGmoHZjkjuIoDnJqBw=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:43.681Z,8 am–4 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,
https://www.google.com/maps/place/Grandpa%27s+Feed+%26+Pet+Supply/data=!4m7!3m6!1s0x54c1c3cc3f03e99d:0x628d0704f791ecdf!8m2!3d44.422319!4d-124.0465885!16s%2Fg%2F1ts1mc50!19sChIJnekDP8zDwVQR3-yR9wQHjWI,Grandpa's Feed & Pet Supply,4.6,221,Pet supply store,"1837 E Alsea Hwy, Waldport, OR 97394, United States","CXC3+W9 Waldport, Oregon, USA",,+1 541-563-6761,Closed ⋅ Opens 10 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGiUh3psbZZVGgpJ2AMi9kxYFl-q8Q5ZXWvp49HGSb-sbbljVCGEt6qQ17l8w2H4P0MBi0WK9uAW8AGUpeiRkeeLOVwW5jGOY-6ECHziw0YoarlyX_dF1zTXFA1YsGsQi0F6kT=w408-h541-k-no,false,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:48.763Z,Closed,Closed,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–5:30 pm,10 am–4:30 pm,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x54c007cefaf47831:0xc47cbec8b2634fbe!8m2!3d44.8972439!4d-123.0383956!16s%2Fg%2F11q2w4_6wb!19sChIJMXj0-s4HwFQRvk9jssi-fMQ,Metro Infusion Center,5.0,1,Nurse practitioner,"4093 Commercial St SE STE 140, Salem, OR 97302, United States","VXW6+VJ Salem, Oregon, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMMdjyE71vAIId5-u98pS026DTxlpgk9ESAnmQR=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:53.504Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,
https://www.google.com/maps/place/Willamette+Valley+Cancer+Institute+and+Research+Center+-+Florence/data=!4m7!3m6!1s0x54c22ab241b21e99:0xc809c75b9cff5465!8m2!3d43.9746929!4d-124.1193167!16s%2Fg%2F11ghpbt08d!19sChIJmR6yQbIqwlQRZVT_nFvHCcg,Willamette Valley Cancer Institute and Research Center - Florence,,,Cancer treatment center,"340 9th St, Florence, OR 97439, United States","XVFJ+V7 Florence, Oregon, USA",https://www.oregoncancer.com/locations/florence/?utm_campaign=Rio-Listings&utm_source=local-listings&utm_medium=google,+1 541-683-5001,Closed ⋅ Opens 10 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p92dWHVfbnku2tU8erBrRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.27946&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:47:58.232Z,Closed,Closed,10 am–4 pm,10 am–4 pm,Closed,Closed,Closed,
https://www.google.com/maps/place/Newport+Center+For+health+And+Wellness/data=!4m7!3m6!1s0x54c1d7b82a762bcf:0x9754e326ce80163d!8m2!3d44.629707!4d-124.060758!16s%2Fg%2F11cs3bkxr0!19sChIJzyt2KrjXwVQRPRaAzibjVJc,Newport Center For health And Wellness,5.0,1,Hospital,"740 SW 9th St, Newport, OR 97365, United States","JWHQ+VM Newport, Oregon, USA",,+1 541-265-8578,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bOkuoSXX0drAe_HsfwqJsw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.17755&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:48:01.076Z,,,,,,,,
https://www.google.com/maps/place/Frontier+Dermatology+%28Newport%29/data=!4m7!3m6!1s0x54c1d7b9c0049207:0x92c7acfe6f0b1172!8m2!3d44.6270637!4d-124.0622101!16s%2Fg%2F11by_f7_w6!19sChIJB5IEwLnXwVQRchELb_6sx5I,Frontier Dermatology (Newport),4.1,81,Skin care clinic,"1010 SW Coast Hwy #201, Newport, OR 97365, United States","JWGQ+R4 Newport, Oregon, USA",https://www.frontierdermatology.com/our-locations/newport,+1 866-599-3376,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npfIjnENEgW_Ablnp6gJQ6ZuKUEYgfbyh8DXk0J_IDfk0M3psXFn35neYkvMssbo0VK_fB-ChwUM_Hwu7G9aGugg0UTzgB8dRlm1WtXWU1QxTOtaWuurTd6GIBWXkp-iIyhC-F5dp1STk50=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:48:03.973Z,,,,,,,,
https://www.google.com/maps/place/Samaritan+Hematology+%26+Oncology+-+Newport/data=!4m7!3m6!1s0x54c1d7b9eaf1c089:0x8f43c6d0431699b3!8m2!3d44.630045!4d-124.060513!16s%2Fg%2F1tg9h8l3!19sChIJicDx6rnXwVQRs5kWQ9DGQ48,Samaritan Hematology & Oncology - Newport,,,Medical clinic,"930 SW Abbey St, Newport, OR 97365, United States","JWJQ+2Q Newport, Oregon, USA",https://samhealth.org/find-a-location/samaritan-hematology-oncology-newport/,+1 833-222-5600,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPK6ruW2ch0HbwEDY0AF18zWlSTp2G8cq-5umI=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:48:08.925Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,
https://www.google.com/maps/place/Yachats+Health+Care/data=!4m7!3m6!1s0x54c1ebc40a65b72f:0x8ec51b1b6be4f38!8m2!3d44.3106411!4d-124.1036997!16s%2Fg%2F11ghnbjd9z!19sChIJL7dlCsTrwVQROE--trFR7Ag,Yachats Health Care,5.0,2,Wellness center,"162 Beach St, Yachats, OR 97498, United States","8V6W+7G Yachats, Oregon, USA",http://www.yachatshealthcare.com/,+1 541-547-3344,,,https://lh3.googleusercontent.com/p/AF1QipM8gHlKnIMLL9f8_RtaOQMYdq8WSluEy4IeU8SC=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Waldport+Lincoln+NE/@44.426786,-124.0687302,14z",2025-09-29T00:48:11.833Z,,,,,,,,
https://www.google.com/maps/place/Zepf+Center/data=!4m7!3m6!1s0x883b873eb277c479:0x88c8872911842e4e!8m2!3d41.6452625!4d-83.5659296!16s%2Fg%2F1tnjk786!19sChIJecR3sj6HO4gRTi6EESmHyIg,Zepf Center,3.3,25,Non-profit organization,"905 Nebraska Ave, Toledo, OH 43607, United States","JCWM+4J Toledo, Ohio, USA",http://www.zepfcenter.org/,+1 419-841-7701,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0oJezike8qbzx194LpCzp3FlTXINdXgIv2wy5qvVZUTFjsxRsM1zKVcocQOBtDN_Zlfgh79VE5p2Zk8B3PP91KOsDP5QiK7DFKrlVgF-yaWLNGwYVje3Mq9KKNhilBna7SW9f=w507-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:48:26.309Z,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,
https://www.google.com/maps/place/Unison+Health/data=!4m7!3m6!1s0x883b86a6e126c689:0x8d8ca4ac9800d866!8m2!3d41.6623802!4d-83.535153!16s%2Fg%2F1v5_b2xp!19sChIJicYm4aaGO4gRZtgAmKykjI0,Unison Health,4.5,43,Mental health clinic,"1212 Cherry St, Toledo, OH 43608, United States","MF67+XW Toledo, Ohio, USA",https://www.unisonhealth.org/locations/toledo/cherry-street/?back=locations&utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 419-214-4673,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s-yeBLFjSCsPnfOU7RK8vQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.4709&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:48:31.439Z,Closed,8 am–6 pm,8 am–8 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x883c7f0a9a1e2e69:0x55f739251ef6f9ed!8m2!3d41.6982514!4d-83.6458838!16s%2Fg%2F11m1gv670q!19sChIJaS4emgp_PIgR7fn2HiU591U,Metro Infusion Center,5.0,2,Medical office,"4427 Talmadge Rd L, Toledo, OH 43623, United States","M9X3+8J Toledo, Ohio, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPJ4VwmEpOrIXWBJPhvKkLN4hoTcvvb4YR-YwEp=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:48:36.369Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,
https://www.google.com/maps/place/Eleanor+N.+Dana+Cancer+Center/data=!4m7!3m6!1s0x883c785c8bceb679:0xb0e00a60ffcaa30!8m2!3d41.6158043!4d-83.617963!16s%2Fg%2F1hdyzycnd!19sChIJebbOi1x4PIgRMKr8D6YADgs,Eleanor N. Dana Cancer Center,4.0,24,Cancer treatment center,"1325 Conference Drive, Toledo, OH 43614, United States","J98J+8R Toledo, Ohio, USA",http://utmc.utoledo.edu/centers/cancer/,+1 419-383-6644,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjKY43fMf9OoG3_X-GmVo9btG4CSHQOi-pdyXSzc_lO9l-lrqiEFopEfEVQaQm2ZUCbrBn3YmhoeOHbfzos0u0Bf5Ta1yzgcq9m4vFsreF74g7dzyspEFw7b1l3Av-CXxhCBIj=w408-h544-k-no,false,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:48:41.411Z,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,
https://www.google.com/maps/place/Unison+Health/data=!4m7!3m6!1s0x883b8132902a374f:0x87045e26730214df!8m2!3d41.6599584!4d-83.5381914!16s%2Fg%2F1tqtyk2d!19sChIJTzcqkDKBO4gR3xQCcyZeBIc,Unison Health,4.3,47,Mental health clinic,"544 E Woodruff Ave, Toledo, OH 43604, United States","MF56+XP Toledo, Ohio, USA",https://www.unisonhealth.org/locations/toledo/woodruff-avenue/?back=locations&utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 419-214-4673,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hk4varpiCdIKtbrAtonx7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.57704&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:48:46.558Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,
https://www.google.com/maps/place/Infusion+Associates/data=!4m7!3m6!1s0x883c7f36fb68b4e5:0xd498a404b5a9d399!8m2!3d41.7050034!4d-83.6457454!16s%2Fg%2F11t6pzcxch!19sChIJ5bRo-zZ_PIgRmdOptQSkmNQ,Infusion Associates,5.0,27,Medical clinic,"2000 Regency Ct Suite 100A, Toledo, OH 43623, United States","P943+2P Toledo, Ohio, USA",https://vivoinfusion.com/,+1 419-820-5880,Closed ⋅ Opens 9 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jtAxI4Ry8SXN8IbjVb0srA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.8351066&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:48:51.801Z,Closed,Closed,Closed,9 am–5 pm,Closed,Closed,Closed,
https://www.google.com/maps/place/Horizon+Infusions/data=!4m7!3m6!1s0x883c7f650c81f0a5:0xe3f7b3cf3b1e5ae7!8m2!3d41.6834578!4d-83.6282751!16s%2Fg%2F11vrlj0hw8!19sChIJpfCBDGV_PIgR51oeO8-z9-M,Horizon Infusions,5.0,1,Medical clinic,"3425 Executive Pkwy Unit 114, Toledo, OH 43606, United States","M9MC+9M Toledo, Ohio, USA",https://www.horizoninfusions.com/,+1 877-787-8720,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E7v1qTKUmDc4YyCDWbhUnw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.79946&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:48:56.574Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,
https://www.google.com/maps/place/Natural+Treatment+Center+LLC/data=!4m7!3m6!1s0x883b86ea84f4b2a9:0x26a89a65fa5b7632!8m2!3d41.6381159!4d-83.530489!16s%2Fg%2F1tjgq7x1!19sChIJqbL0hOqGO4gRMnZb-mWaqCY,Natural Treatment Center LLC,,,Medical clinic,"653 Miami St, Toledo, OH 43605, United States","JFQ9+6R Toledo, Ohio, USA",,+1 419-724-7400,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xp7PMayCCVEGOShcMHEGrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.712244&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:48:59.164Z,,,,,,,,
https://www.google.com/maps/place/Toledo+Recovery+-+Addiction+Treatment+%26+Detox+Advisors/data=!4m7!3m6!1s0x883b86d200255555:0xa3cec18f2a91b4ac!8m2!3d41.6496733!4d-83.5356467!16s%2Fg%2F11g0k2990s!19sChIJVVUlANKGO4gRrLSRKo_BzqM,Toledo Recovery - Addiction Treatment & Detox Advisors,4.3,6,Addiction treatment center,"313 Jefferson Ave, Toledo, OH 43604, United States","JFX7+VP Toledo, Ohio, USA",,+1 419-820-9495,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPIa8cVBtAUTsjk17EYCRDPr2Bo5nOT44c4bQym=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:49:04.146Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/T.+Whitehead+Recovery+Center/data=!4m7!3m6!1s0x883b83f98131ed65:0xe41c7505c01e41a0!8m2!3d41.6612978!4d-83.4985944!16s%2Fg%2F113hq12x9!19sChIJZe0xgfmDO4gRoEEewAV1HOQ,T. Whitehead Recovery Center,4.4,11,Addiction treatment center,"2044 Genesee St, Toledo, OH 43605, United States","MG62+GH Toledo, Ohio, USA",https://www.facebook.com/pg/TWhitehead-Recovery-Center-523038794574014/about/?ref=page_internal,+1 419-691-8882,Open ⋅ Closes 10:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqYyZjDCI39Gf4yNn8oc21SKX2fNhVBtqy3Fn-BXQ8AZQ1peq34iwNOL2mRLCtEs0vQ3SZbrAcsj76Tv31GrUMXI5WZ-gpXujQlhkspUtc_BnNWPfkRwN51hKhNZFCdS2fUvxE4=w408-h725-k-no,false,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:49:09.086Z,7 am–10:30 pm,7 am–10:30 pm,7 am–10:30 pm,7 am–10:30 pm,7 am–10:30 pm,7 am–10:30 pm,7 am–10:30 pm,
https://www.google.com/maps/place/Help+With+Heroin/data=!4m7!3m6!1s0x883b86bca8c1fc65:0xfbef275ce737abcb!8m2!3d41.6424986!4d-83.5185666!16s%2Fg%2F11d_bkv740!19sChIJZfzBqLyGO4gRy6s351wn7_s,Help With Heroin,4.0,4,Addiction treatment center,"732 Main St, Toledo, OH 43605, United States","JFRJ+XH Toledo, Ohio, USA",http://helpwithheroin.com/locations/help-center/talbot-clinical-services/?back=locations,+1 419-691-0600,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zaeLV2OycwbwC48wMMRxRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.71545&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:49:12.251Z,,,,,,,,
https://www.google.com/maps/place/Harbor/data=!4m7!3m6!1s0x883c7f0f6a22d5a9:0x8473de1ec49541fb!8m2!3d41.657386!4d-83.5531809!16s%2Fg%2F1ptx53_3r!19sChIJqdUiag9_PIgR-0GVxB7ec4Q,Harbor,2.5,33,Mental health service,"123 22nd St, Toledo, OH 43604, United States","MC4W+XP Toledo, Ohio, USA",http://www.harbor.org/,+1 419-475-4449,"Closed ⋅ Opens 8 am Mon

Updated by this business 10 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMsLMGeOtv67cECHR9Q05RAJXeay78P3b_RSqtu=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:49:17.142Z,Closed,8 am–7 pm,8 am–7 pm,8 am–6 pm,8 am–6 pm,8 am–1 pm,Closed,
https://www.google.com/maps/place/Ohiolink/data=!4m7!3m6!1s0x883b86d55be75b89:0xf44bf3192a1bdf0f!8m2!3d41.6584674!4d-83.5489864!16s%2Fg%2F1th57nn1!19sChIJiVvnW9WGO4gRD98bKhnzS_Q,Ohiolink,3.3,38,Addiction treatment center,"2012 Madison Ave, Toledo, OH 43604, United States","MF52+9C Toledo, Ohio, USA",,+1 419-241-4308,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nppY7DN8eCGI4McAgdTEjhLuu4FgSlYrdYqsFq4cPRktH19wMAd73f1TjjFptu331IK66LCDxBbuT6FQQzS4fjRE5mQsEvS1xouFaEt6ZcdvRp99r7vHu7uNye9Sf5WT1NYwr1h=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:49:20.023Z,,,,,,,,
https://www.google.com/maps/place/Zepf+Center/data=!4m7!3m6!1s0x883b873ec80bd18f:0xe0345a74761df3c2!8m2!3d41.644916!4d-83.5670528!16s%2Fg%2F11c3v68wwj!19sChIJj9ELyD6HO4gRwvMddnRaNOA,Zepf Center,3.3,6,Mental health service,"508 N Hawley St, Toledo, OH 43607, United States","JCVM+X5 Toledo, Ohio, USA",https://www.zepfcenter.org/,+1 419-841-7701,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GFHzaKpmAy3hb1UV5Tv3XA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.07789&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:49:22.854Z,,,,,,,,
https://www.google.com/maps/place/Mco+Cancer+Institute/data=!4m7!3m6!1s0x883c785c2d65e8a5:0x952c63bf2e63496d!8m2!3d41.6166213!4d-83.6156825!16s%2Fg%2F1hc8dxkml!19sChIJpehlLVx4PIgRbUljLr9jLJU,Mco Cancer Institute,5.0,1,Cancer treatment center,"3000 Arlington Ave, Toledo, OH 43614, United States","J98M+JP Toledo, Ohio, USA",,+1 419-383-4000,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_KQW-3dXdRDecWTbJKk2pw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.31113&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:49:25.703Z,,,,,,,,
https://www.google.com/maps/place/Toledo+Oncology+Clinic/data=!4m7!3m6!1s0x883b844a326add2d:0x45d976746e81b7c2!8m2!3d41.6208471!4d-83.4815412!16s%2Fg%2F1tftfz_r!19sChIJLd1qMkqEO4gRwreBbnR22UU,Toledo Oncology Clinic,,,Cancer treatment center,"2751 Bay Park Dr #206, Oregon, OH 43616, United States","JGC9+89 Oregon, Ohio, USA",,+1 419-691-4235,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hzD2RfVItFg6hfD2Wjj3Mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.49008&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Toledo+Lincoln+NE/@41.6528052,-83.5378674,14z",2025-09-29T00:49:28.468Z,,,,,,,,
