placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,isBlackOwned,attributes
https://www.google.com/maps/place/Green+Lawns+4u+Landscaping+LLC/data=!4m7!3m6!1s0xa3624072cd1b8827:0x483ef1123982b6af!8m2!3d40.655835!4d-74.279153!16s%2Fg%2F11q3y12y77!19sChIJJ4gbzXJAYqMRr7aCORLxPkg,Green Lawns 4u Landscaping LLC,4.5,24,Landscaper,,,https://www.facebook.com/greenlawns4ulandscapingllc/,+1 908-404-9016,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYTbffwqdVadHWiSozJSmevQLCeBJMuzet0TMfqRzvKtCXRF_gT-sfQMxN8PB6DJpH__Crj_hHjiXyIHpVyvibFFy799PKTLi_LoBFtSTo8SGY42gRsOtGh5RKv4BH098pN0uCMw=w533-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:06.691Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/CADENCE+MAINTENANCE/data=!4m7!3m6!1s0x8529bac07fea4f1f:0xcb4ac2796a0e2204!8m2!3d40.5646056!4d-74.1468185!16s%2Fg%2F11z0vl5_7s!19sChIJH0_qf8C6KYURBCIOannCSss,CADENCE MAINTENANCE,4.9,16,Landscaper,,,,+1 347-286-0136,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6cws82NfDEN18nIbHbpplxcT0DH6nhPZCpuDgW6MPvNgGnQ824PyZ7N6M9_VkDcB3zmEJB6r1T0mBK44wsw5bwzU--tFY9kzEPJ4tV-Ed7aayE91c1jIfBGvnWY7Ejvsa7tPTlY5pEyc=w408-h248-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:11.415Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/S%26G+Landscaping/data=!4m7!3m6!1s0x89c24dc761f11cbd:0xd87b263f1f7fd703!8m2!3d40.63333!4d-74.147618!16s%2Fg%2F11bw77sjhm!19sChIJvRzxYcdNwokRA9d_Hz8me9g,S&G Landscaping,1.0,1,Landscaper,"188 Pulaski Ave, Staten Island, NY 10303, United States","JVM2+8X Staten Island, New York, USA",http://sglandscapinggardeninginc.com/,+1 718-447-0100,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mRNN3b_TuNn1B1iVO9FZGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=296.90924&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:14.016Z,,,,,,,,,
https://www.google.com/maps/place/Lili+Trenkova+Design/data=!4m7!3m6!1s0xec211a784fc4443:0x27e38e3d9595208f!8m2!3d31.43039!4d-72.4865808!16s%2Fg%2F11ny0dh7pv!19sChIJQ0T8hKcRwg4RjyCVlT2O4yc,Lili Trenkova Design,5.0,1,Landscape designer,,,http://ltrenkova.com/,,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyDbei0nouq4UQrsXHczPHNaxmN85Uhs5q4ETvUhoogwc52gyYUnHWfHqGuoq-6kxzef7mBCfNlSsp15dD2EKhAmbE5VJMgACYlZCVI1jW0BMzux8G0L8BK7KIa9aVAKadsglj=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:18.687Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,,
https://www.google.com/maps/place/New+generation+asphalt+and+concrete+LLC+%28+paving%29/data=!4m7!3m6!1s0x78aeb878acc95dd:0x8633dc574a9e3b2c!8m2!3d40.4742695!4d-74.361006!16s%2Fg%2F11v6fgddx5!19sChIJ3ZXMiofrigcRLDueSlfcM4Y,New generation asphalt and concrete LLC ( paving),4.9,10,Paving contractor,,,https://newgenasphalt.com/,+1 833-918-5446,Open · Closes 8 pm,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLsQzMW1sRIZaHINc28lyTSEX-37E82AHzJSpSm6rFyDzImQkp2tnh19nw_5t08k32cbFE4nkM8H2lhri0cH_JPuv_w-zmgNfmSN5II7IpDnLvxCl8xie5-ZGemFZdgsbaXoy5RqXi7d8z=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:23.779Z,7 am–8 pm,7 am–8 pm,7 am–8 pm,8 am–5 pm,Closed,7 am–8 pm,7 am–8 pm,,
https://www.google.com/maps/place/Luxury+Landscaping+LLC/data=!4m7!3m6!1s0x89c3b3739b238337:0x303759b11cb07c84!8m2!3d40.6168884!4d-74.2792096!16s%2Fg%2F11m6yj9bw2!19sChIJN4Mjm3Ozw4kRhHywHLFZNzA,Luxury Landscaping LLC,5.0,2,Landscaper,"Church St, Rahway, NJ 07065, United States","JP8C+Q8 Rahway, New Jersey, USA",,+1 908-230-4551,"Open 24 hours

Confirmed by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrR585wIAC-UW1Kq9raW4JI4NcaeaACCOu5KECL5mQJ6xNuGW_He2kup3hw3BTuiGvyynLxmh0SM-MK5r3w5WrUta2KQqysH_qa6unTOOZRY1lB76-pSqLzg4y7M6cMjv3h2gEfYv0NhJs=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:28.448Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/DiBella+Construction+Co.,+Inc./data=!4m7!3m6!1s0x89c251fb1e75a435:0x9d724cfb17277935!8m2!3d40.648005!4d-74.1279294!16s%2Fg%2F12637ntx3!19sChIJNaR1HvtRwokRNXknF_tMcp0","DiBella Construction Co., Inc.",4.9,68,General contractor,"72 Broadway, Bayonne, NJ 07002, United States","JVXC+6R Bayonne, New Jersey, USA",https://www.dibellainc.com/,+1 201-858-8348,Closed · Opens 9 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNyFT31UFUcDZFw2RD6QBtqMhogF8wmkEw2TT-DV9U7hLnsKzqBWS9aXsAsOLu62AqoIX0zcd8pEZqLlqPA-XoUtWCyse7xabfU-DJ9-YeLdvMWaP-P6AV19btboVZ0BOaS9BefA=w408-h408-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:33.323Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/MRI+Services/data=!4m7!3m6!1s0x89c3b2dd33e09ac7:0x241acab09bc3623d!8m2!3d40.6425617!4d-74.2396743!16s%2Fg%2F1tdzbb_g!19sChIJx5rgM92yw4kRPWLDm7DKGiQ,MRI Services,4.7,68,Lawn mower store,"1220 E Elizabeth Ave, Linden, NJ 07036, United States","JQV6+24 Linden, New Jersey, USA",,+1 908-486-7880,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEV3Lv25z0tdP8UajIyRDDYISm-7x5yADNeyNFEAu_W6wzYxEzlCHjrYdKrx0uGgtY2geYnNJIsAnVe1feTLoJ4cP647sUA5o1uHDAZWciDY7shNhMGkJLAXyHE-77p-P1JB7Cbuw=w506-h240-k-no,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:38.167Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,,· Delivery
"https://www.google.com/maps/place/One+Source+Landscaping/@40.8672805,-74.578205,10z/data=!3m1!4b1!4m6!3m5!1s0x40b9ec31a274bf07:0xfabe2a8f12380426!8m2!3d40.8672804!4d-74.578205!16s%2Fg%2F11x8cy9992",One Source Landscaping,,,Landscaper,,,https://ydbk.co/111979,+1 973-750-8995,Closes soon · 7 pm · Opens 7 am Thu,,,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:44.706Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–4 pm,Closed,7 am–7 pm,7 am–7 pm,,
https://www.google.com/maps/place/EJ+Landscaping+Inc/data=!4m7!3m6!1s0x89c24d15c4fed8b1:0x4ac1fc125138a6e6!8m2!3d40.6343722!4d-74.1327816!16s%2Fg%2F11h8mr5g16!19sChIJsdj-xBVNwokR5qY4URL8wUo,EJ Landscaping Inc,5.0,5,Landscaper,"249 Heberton Ave, Staten Island, NY 10302, United States","JVM8+PV Staten Island, New York, USA",http://ejlandscapingservices.com/,+1 347-500-3879,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOm6EQKTl9zYCAYI1G9lguWNQyImybO8i6uGimVpfEqr_xszHY3qxvH5vhGqQrRPf9CnLCQq0W_TuzcynhTLmanbJcui9NzqyE3T3XYYQdcGlhmAGWXYeoTMXzmJP-lHpz0qkrNQ=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:49.967Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Four+Seasons+Landscaping/data=!4m7!3m6!1s0x89c24c4c03a6aaab:0x85894017356bff33!8m2!3d40.6161658!4d-74.1538838!16s%2Fg%2F11hy9nrhzt!19sChIJq6qmA0xMwokRM_9rNRdAiYU,Four Seasons Landscaping,4.5,2,Landscape architect,"517 W Caswell Ave, Staten Island, NY 10314, United States","JR8W+FC Staten Island, New York, USA",,+1 718-494-1828,Closed · Opens 9 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFfb_BMUKt8tukxYWOQbrQJsMQHAhctVBmPGABs_qlpUxt5PK9tR2M7D8e2RVAmmxTd_hoYIs__9pssviK5qnwqbRh6pRAvRfDviTQwchnXn-1ZHtBcCgWB424omtYf93Jw5rps=w408-h298-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:55.020Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/Superior+Lawn+Sprinklers/data=!4m7!3m6!1s0x89c3b2c711c47741:0x50e0ceb0d30ee14b!8m2!3d40.6501702!4d-74.2333642!16s%2Fg%2F1tf6hl6w!19sChIJQXfEEceyw4kRS-EO07DO4FA,Superior Lawn Sprinklers,1.0,1,Lawn sprinkler system contractor,"1937 Essex Ave, Linden, NJ 07036, United States","MQ28+3M Linden, New Jersey, USA",https://superiorlawnsprinklers.com/,+1 800-464-3301,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3qEUW3w8_DlcBvF8KlBb8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.0714&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:02:58.127Z,,,,,,,,,
https://www.google.com/maps/place/Victory+Nursery+%26+Landscaping+Inc/data=!4m7!3m6!1s0x89c24c8b2a355409:0x184b0ed34e3e2caf!8m2!3d40.6035521!4d-74.1739406!16s%2Fg%2F11c43nv3m_!19sChIJCVQ1KotMwokRryw-TtMOSxg,Victory Nursery & Landscaping Inc,4.8,21,Garden center,"3441 Victory Blvd, Staten Island, NY 10314, United States","JR3G+CC Staten Island, New York, USA",https://www.victorynursery2016.com/,+1 347-201-4124,"Closed · Opens 7 am Thu

Confirmed by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtMM7yHiM_nk8sMmhaaY6mInpVDvJTj88BAXwLqNx-vaDIxwUxVcaE9HCgyOkpx7Chlxj7Syn9uYWe8imeaGLnXRixK4gsiV82foJp-pU5w7J_tKkRqSk0LEPatWpBCWkM6WV9j3qeJ6i1=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:03:03.494Z,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,8 am–3 pm,7 am–5:30 pm,7 am–5:30 pm,,· Delivery
https://www.google.com/maps/place/Zaim+Contractor/data=!4m7!3m6!1s0x89c24c214f4eec45:0x922cbc93475b346a!8m2!3d40.6381114!4d-74.1426939!16s%2Fg%2F1262fkw26!19sChIJRexOTyFMwokRajRbR5O8LJI,Zaim Contractor,4.1,31,Construction company,"36 John St, Staten Island, NY 10302, United States","JVQ4+6W Staten Island, New York, USA",https://zaimcontractorcorp.com/,+1 718-982-6181,Closed · Opens 6:30 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEK1Ha53Sw0Mvr-E4FN9UFdI3_dJPm2shFWFdW5Uwv9XWxlRbcgh-4zVU6PYZkoyMbNjLtQCWUW3HaeS6odrJTfboe7HvSxZwF2SWFpQ6X7qdjbUmp8ZxfR2KvkoyYvLc_WYdOOCw=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Elizabeth+NJ/@40.6519989,-74.1859408,14z",2026-04-29T22:03:08.249Z,6:30 am–5:30 pm,6:30 am–5:30 pm,6:30 am–5:30 pm,6:30 am–5:30 pm,Closed,6:30 am–5:30 pm,6:30 am–5:30 pm,,
https://www.google.com/maps/place/Landscape+Design+Strategies/data=!4m7!3m6!1s0x89c3c7096a4d71f9:0xd5dac0f78b0c262!8m2!3d40.5330373!4d-74.4058444!16s%2Fg%2F11fj_0kn2z!19sChIJ-XFNagnHw4kRYsKweA-sXQ0,Landscape Design Strategies,4.7,54,Landscaper,"40 Brunswick Ave, Edison, NJ 08820, United States","GHMV+6M Edison, New Jersey, USA",https://www.ldslandscapes.com/,+1 732-543-2800,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxDSfPtgSIu3533W2o5-kAlWeFNxT6tb0kTxxbRLZf-PQSjzlUiPlfiAUCXEuBt5gP1KINR5XmOIHtC7vi7Wfxn0M-ZRXdLDYsy54ptAxtskOJf-skxpPu4tD9IhWbbechgSTU9DgXMhs=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:03:30.257Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Prime+Cut+Landscaping+Inc/data=!4m7!3m6!1s0x89c3c83d047d09af:0x48dfc6748a93a5e!8m2!3d40.5217843!4d-74.380031!16s%2Fg%2F1tgqkc4x!19sChIJrwl9BD3Iw4kRXjqpSGf8jQQ,Prime Cut Landscaping Inc,5.0,2,Landscaper,"29 Dobson Rd, Edison, NJ 08817, United States","GJC9+PX Edison, New Jersey, USA",http://www.primecutlandscaping.com/,+1 732-287-5205,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2PQpDhrrrBtCIFVr1Em55A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.62033&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:03:33.198Z,,,,,,,,,
https://www.google.com/maps/place/One+4+All+Landscaping/data=!4m7!3m6!1s0x89c3b774dad17e95:0x46af1f235695613b!8m2!3d40.5449741!4d-74.3247774!16s%2Fg%2F11fsz10vl4!19sChIJlX7R2nS3w4kRO2GVViMfr0Y,One 4 All Landscaping,4.3,15,Landscaper,"112 Burnham Dr, Fords, NJ 08863, United States","GMVG+X3 Fords, Woodbridge Township, NJ, USA",http://www.one4alllandscaping.com/,+1 732-322-9631,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmSgAx_HGslIerhm8elFjglnUOeFHH2QA821soquIBU3nlgzWjc-UQO5gcloFSPcOjbkZFg6rgWVNG9mvmQnqgehtX99xoX0v3vLQGjTXkcsBxZgzlFvxtqhS6NtStIhikiiPg=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:03:37.961Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/No+Limit+Landscape+LLC/data=!4m7!3m6!1s0x88ef4e5b80522aa1:0x876bbb953c5424f9!8m2!3d40.5275196!4d-74.3094921!16s%2Fg%2F11vwr9__zf!19sChIJoSpSgFtO74gR-SRUPJW7a4c,No Limit Landscape LLC,4.9,35,Landscaper,"440 New Brunswick Ave, Fords, NJ 08863, United States","GMHR+26 Fords, Woodbridge Township, NJ, USA",https://www.nolimitlandscape.net/,+1 732-439-3395,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_iFn6YOlPncaUiLZnEIuBplStACMrrMH7bf9Bj6X46KG1H9KeJmqrhcdTmFYBGcSvwaZ9WjoFU0c9YDeuCltOnARWsAviQbJTZHIlXILzJXXRBuQFkHpJ76kgNIf4yTMto9YHjp5mDsl7=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:03:42.792Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Unique+Landscape+Design+%26+Construction,+LLC/data=!4m7!3m6!1s0x89c3b70788b7382d:0xecf796e5f6d968f0!8m2!3d40.5406833!4d-74.3340795!16s%2Fg%2F1tgz1jl7!19sChIJLTi3iAe3w4kR8GjZ9uWW9-w","Unique Landscape Design & Construction, LLC",5.0,2,Landscaper,"19 Montview Rd, Edison, NJ 08837, United States","GMR8+79 Edison, New Jersey, USA",,+1 732-535-0044,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdK1gEAlXldK_LA3Wwrc7T6fKAoJWntXXonJBq2oPVLJzmze4PJVJX9mKgucRQYeYNvzVh-OICezAo8Jome2m_rW7cZ10mE570WBHEiOXGz9R31wwSgekkMgWbfq-sIG50wUXZ=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:03:47.556Z,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,Closed,7 am–8 pm,7 am–8 pm,,
https://www.google.com/maps/place/3S+Reyes+Landscaping+LLC./data=!4m7!3m6!1s0x89c3c7dec2e83795:0x30c45dd1299086da!8m2!3d40.5108853!4d-74.4099442!16s%2Fg%2F1tqtytn8!19sChIJlTfowt7Hw4kR2oaQKdFdxDA,3S Reyes Landscaping LLC.,4.8,16,Landscaper,"20 Vinal Ave, Edison, NJ 08817, United States","GH6R+92 Edison, New Jersey, USA",https://3sreyeslandscaping.com/,+1 732-572-3284,Closes soon · 7 pm · Opens 8 am Thu,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFump3GxdJK-vCnAhOoRa0cWDvHXxiKwLUZABPgXVqFNUvDTSa1_O6l6Wh5PAt0FkcyRCg5DPKeRwiRVDo9AaFjR81Nx903ekIiWkf-sERUanatYikYeUbzAYatozyLveupMQfW=w408-h306-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:03:52.374Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,Closed,8 am–7 pm,8 am–7 pm,,
https://www.google.com/maps/place/DCR+Companies+Inc./data=!4m7!3m6!1s0x89c3b7c43c866c75:0xc422304550a7fef!8m2!3d40.5464341!4d-74.3715978!16s%2Fg%2F1tgzc8r8!19sChIJdWyGPMS3w4kR738KVQQjQgw,DCR Companies Inc.,4.5,42,Paving contractor,"104 Norcross Ave, Metuchen, NJ 08840, United States","GJWH+H9 Metuchen, New Jersey, USA",https://www.dcrcompaniesinc.com/,+1 732-548-7577,Closed · Opens 9 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHr6_d8g5N2xJb9ix2_lC9joCdqNZ8-zURJLnZiNRAL7AgieWolssq4z3rlGXfSMPJ92v1nNAjCwaE7k08ILGECMLt06BO0VjbtWtfxShBmy2kKgV0z17ghEPdlX4wGFZ3L3dOvYA=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:03:57.437Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/Custom+Landscape+Systems/data=!4m7!3m6!1s0x89c3b65ee9bc0001:0x78510e461aa5db3a!8m2!3d40.5641571!4d-74.3395727!16s%2Fg%2F11fll6m06f!19sChIJAQC86V62w4kROtulGkYOUXg,Custom Landscape Systems,3.0,4,Landscaper,"46 Christie St, Edison, NJ 08820, United States","HM76+M5 Edison, New Jersey, USA",,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwCJgRkmOzwxuE5XqUZW_slnHzUeNBFGLaIfPHGd1_mZn77ZbSYLPMPbXsTTA7DzDj5fu4c8Wi_Wg_vMQ6Gwg7AQd3E7ZHW0fQlWEL22tL815RVAnicZ2xeSwEHzxMbM-6jY9h=w408-h306-k-no,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:04:00.125Z,,,,,,,,,
https://www.google.com/maps/place/Bolesta+Landscaping+Inc./data=!4m7!3m6!1s0x89c3b7469313d983:0xca734936db26e0d4!8m2!3d40.6004041!4d-74.3865299!16s%2Fg%2F1tdg44j3!19sChIJg9kTk0a3w4kR1OAm2zZJc8o,Bolesta Landscaping Inc.,4.9,109,Landscaper,"780 Old Raritan Rd, Edison, NJ 08820, United States","JJ27+59 Edison, New Jersey, USA",http://www.bolestalandscaping.com/,+1 908-561-3479,Closed · Opens 7 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8r6LqrUAxBhlstXGRw47vRuNx2zKqM8Nveu35krD2cq1nW1PbO9JSXdt58eNOy8Nn1B7thppOL3IpMP3HhDbY9CFIs5ZO975ON_74Ijk9mncLhPxfpF5jF5Y72Qrp4coPOC9PbA=w408-h290-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:04:04.901Z,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,Closed,7 am–6 pm,7 am–6 pm,,
"https://www.google.com/maps/place/Bartel+Landscaping+Contractors/@40.5498469,-74.4031417,17z/data=!3m1!4b1!4m6!3m5!1s0x89c3b7f65ebb241f:0x68b48fa4ec6f3ee4!8m2!3d40.5498469!4d-74.4031417!16s%2Fg%2F1w347k8x",Bartel Landscaping Contractors,3.8,12,Landscaper,"400 Talmadge Rd #2265, Edison, NJ 08817, United States","GHXW+WP Edison, New Jersey, USA",http://www.bartellandscape.com/,+1 732-287-8787,Closed · Opens 7 am Thu,,,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:04:11.638Z,7 am–3 pm,7 am–3 pm,7 am–3 pm,Closed,Closed,7 am–3 pm,7 am–3 pm,,
https://www.google.com/maps/place/Reasonable+Rate+Landscaping/data=!4m7!3m6!1s0x89c3c9d29f72cf83:0x78dd1ae672c2487f!8m2!3d40.5203022!4d-74.3576964!16s%2Fg%2F11b5qr1kp7!19sChIJg89yn9LJw4kRf0jCcuYa3Xg,Reasonable Rate Landscaping,3.0,2,Landscaper,"83 Main St, Edison, NJ 08837, United States","GJCR+4W Edison, New Jersey, USA",http://www.rrlscape.com/,+1 732-767-0080,Closed · Opens 7 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I-MKQJmz8EkEBwqkRCiXZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.03416&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:04:16.397Z,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,,
https://www.google.com/maps/place/Ozzy+and+Son+Landscaping/data=!4m7!3m6!1s0x89c3b5addc087def:0xfc81f6619c346b26!8m2!3d40.5288521!4d-74.2920566!16s%2Fg%2F11f10nf439!19sChIJ730I3K21w4kRJms0nGH2gfw,Ozzy and Son Landscaping,4.6,136,Landscaper,"40 Howard St, Hopelawn, NJ 08861, United States","GPH5+G5 Hopelawn, Woodbridge Township, NJ, USA",https://www.facebook.com/ozzyslandscapingnj/,+1 732-337-3758,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGc9IKh2bm6ytMDdNHacZFLuRDFbM2WBZzQRAPfZPQUhJ6sIQ4n_K83w7kydRA1B2hYU-rV6jvJABR1dY68wWMUVvD1vgj4FrkUSamdtUNydMrQu3kXnNq1hC75Qdb9QBm3BEg5=w426-h240-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:04:21.469Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/JP+Landscaping+%26+Snow+Services/data=!4m7!3m6!1s0x89c3cbce55983619:0x3074a76bb455fcc9!8m2!3d40.073132!4d-74.724323!16s%2Fg%2F11jn79cr0l!19sChIJGTaYVc7Lw4kRyfxVtGundDA,JP Landscaping & Snow Services,5.0,44,Landscape designer,,,http://jplandscapingsnowservices.com/,+1 800-851-9109,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfvetr79AY1LsoFKkyvNqlHA_9rzb_2dD6JivIC1s-FfLTD-PRQdhrpxNr6XPMkR1N4VWAiu4PAoWJtn4qkwplb-DduQ_S48XYRNLVj-zS0fSGzCqYneSTf0E2n1VjulQXpV1Ieg=w408-h544-k-no,true,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Edison+NJ/@40.538028,-74.3373541,14z",2026-04-29T22:04:26.158Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
