placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/AC+Hotel+Grand+Rapids+Downtown/data=!4m7!3m6!1s0x8819ad033fa56683:0xced935c85442946b!8m2!3d42.9641882!4d-85.6721984!16s%2Fg%2F11gd67yhtt!19sChIJg2alPwOtGYgRa5RCVMg12c4,AC Hotel Grand Rapids Downtown,4.3,416,,"50 Monroe Ave NW, Grand Rapids, MI 49503, United States","X87H+M4 Grand Rapids, Michigan, USA",https://www.marriott.com/en-us/hotels/grrar-ac-hotel-grand-rapids-downtown/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 616-776-3200,,https://lh3.googleusercontent.com/p/AF1QipPcyy-mkenYQ7xF65lCVGcT__U0hxXeR5CAMmGu=w408-h612-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:40.625Z,,,
"https://www.google.com/maps/place/Grand+Rapids+Licenses+%26+Permit/@42.9689556,-85.6710617,17z/data=!3m1!4b1!4m6!3m5!1s0x8819adcfacd20abf:0xe558512dcf0f4ae5!8m2!3d42.9689556!4d-85.6710617!16s%2Fg%2F1vtzhtx1",Grand Rapids Licenses & Permit,,,City government office,"300 Monroe Ave NW UNIT 2, Grand Rapids, MI 49503, United States","X89H+HH Grand Rapids, Michigan, USA",,+1 616-456-3000,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:45.372Z,,,
https://www.google.com/maps/place/The+Harris+Building/data=!4m7!3m6!1s0x8819adc1692c3f0f:0x8e6cf7674a616831!8m2!3d42.9605235!4d-85.6683443!16s%2Fg%2F11clyqlxcv!19sChIJDz8sacGtGYgRMWhhSmf3bI4,The Harris Building,4.6,190,Wedding venue,"111 Division Ave S, Grand Rapids, MI 49503, United States","X86J+6M Grand Rapids, Michigan, USA",https://theharrisbuilding.com/,+1 616-779-5887,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOU8Ol2vnAp4kH18kNXJUPuXM8dx_HAyz2UpUBo=w408-h272-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,10 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:50.474Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/GLC+Live+at+20+Monroe/data=!4m7!3m6!1s0x8819adc4f3567a87:0x49ecc92be0d36359!8m2!3d42.963679!4d-85.6722039!16s%2Fg%2F11c325w82n!19sChIJh3pW88StGYgRWWPT4CvJ7Ek,GLC Live at 20 Monroe,4.5,4280,Concert hall,"11 Ottawa Ave NW, Grand Rapids, MI 49503, United States","X87H+F4 Grand Rapids, Michigan, USA",https://www.glcliveat20monroe.com/?utm_source=GMBlisting&utm_medium=organic,+1 616-482-2027,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzk6P9eO0HUusMjPujloHxfU524iNoeJJg4nfQ0QPzPyKAVLX0tTnoD7m-RSmgzgdX946jukmGqH4m6WwqpxL7tvpHtPiY0PTIvfRStPdQJhHSDVjTPMUgAkrnG6As2avrfhwHT=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:53.923Z,,"Contemporary concert hall with around 2600 seats, hosting live music, comedy shows & more.",
https://www.google.com/maps/place/Parking+Lot+Maintenance+Co.+of+Grand+Rapids/data=!4m7!3m6!1s0x88184b72b590c469:0xe66fee9c63984751!8m2!3d42.8376183!4d-85.5717829!16s%2Fg%2F1tf36ksb!19sChIJacSQtXJLGIgRUUeYY5zub-Y,Parking Lot Maintenance Co. of Grand Rapids,5.0,2,Paving contractor,"6910 Dutton Industrial Dr, Caledonia, MI 49316, United States","RCQH+27 Caledonia, Michigan, USA",,+1 616-698-8834,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_QoOycDXpb8Rlz4FWwB2cZVrkpOGfC9he6QCsGHEPXLyCTOial0JImCHQTvutsm11-Y5lFAU5LiOIeiWwxtRt-cybItgABee9JA-X1bzoZtqh7B5l3ruB5v0isdQZtMuXO5w=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:12:58.903Z,,,
https://www.google.com/maps/place/Spectrum+Health+Renucci+Hospitality+House/data=!4m7!3m6!1s0x8819adc830ccff4f:0xe4128e5c2aa05a39!8m2!3d42.968515!4d-85.6648404!16s%2Fg%2F11bv1cnk99!19sChIJT__MMMitGYgROVqgKlyOEuQ,Spectrum Health Renucci Hospitality House,4.8,195,Non-profit organization,"290 Ransom Ave NE, Grand Rapids, MI 49503, United States","X89P+C3 Grand Rapids, Michigan, USA",https://www.spectrumhealth.org/renucci-house,+1 616-391-1790,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyYDeQs5Bvf63VrZiuE56Y6hK5HgOuxM52VwzPNizxyt9cnr0a4KKDWm199NJPxNHvMHZWMjUCnLRJEV865pzkdDBI_cUZaqO2etxd9vxK21ovOGlaMpRuBoMLRy_Nz49nEv9I=w408-h725-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:13:02.235Z,,,
https://www.google.com/maps/place/Garage+Long+Term+%2F+Short+Term+Parking/data=!4m7!3m6!1s0x88184c30252290fb:0xf353ed6e5ae8b83!8m2!3d42.8855779!4d-85.5308897!16s%2Fg%2F11gjmblpwp!19sChIJ-5AiJTBMGIgRg4uu5dY-NQ8,Garage Long Term / Short Term Parking,4.4,83,Parking garage,"Long and Short-Term Parking Garage, Grand Rapids, MI 49512, United States","VFP9+6J Grand Rapids, Michigan, USA",https://www.grr.org/parking-services,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz729naqT2INTIKmE_DZxJcLpSR7iScyWeWC4jA0fIuMdAATeXmc8_eEc0T8nHQVPSsnZieHBCGA5OiYpbWkBP59b4cE4hbcI8IdhGy3tJnYNoX1zQQbadI58BgpvvivzOMtM7vhb0yCL4=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Grand+Rapids+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:13:05.214Z,,,
https://www.google.com/maps/place/Parking+lot/data=!4m7!3m6!1s0x8819b3a2e1f70df7:0x79feef64cee0704e!8m2!3d42.8685893!4d-85.6416786!16s%2Fg%2F11kr78vvf3!19sChIJ9w334aKzGYgRTnDgzmTv_nk,Parking lot,5.0,1,Public parking space,"Kentwood, MI 49508, United States","V995+C8 Kentwood, Michigan, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V0yWQWyAX8-Ow5OV2ZOJvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.11362&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:13:19.412Z,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x88184d43ae07c643:0x76d4eed81cb8a858!8m2!3d42.8886185!4d-85.5704117!16s%2Fg%2F11k9k143ft!19sChIJQ8YHrkNNGIgRWKi4HNju1HY,SP+ Parking,,,Parking garage,"44th John J Oostema Blvd SE, Grand Rapids, MI 49512, United States","VCQH+CR Grand Rapids, Michigan, USA",https://parking.com/detroit/lot/gerald-r-ford-airport-exit-plaza?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-MI,+1 616-233-6078,"Open 24 hours

Confirmed by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mSEyXFIgdeZ21ltU9dt1XQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.52057&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:13:24.214Z,,,
https://www.google.com/maps/place/Kentwood+Police+Department/data=!4m7!3m6!1s0x88184cb6193c4053:0x315d6c0d503bb96a!8m2!3d42.8771492!4d-85.5953457!16s%2Fg%2F1tddycs0!19sChIJU0A8GbZMGIgRark7UA1sXTE,Kentwood Police Department,3.0,52,City government office,"4742 Walma Ave SE, Kentwood, MI 49512, United States","VCG3+VV Kentwood, Michigan, USA",http://www.kentwood.us/police,+1 616-698-6580,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipM8kWFoL8TjKK3I3CWbNdaxijfzenF0YITRryUm=w408-h273-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:13:29.131Z,,,
https://www.google.com/maps/place/Spectrum+Entertainment/data=!4m7!3m6!1s0x8819b3ffec348f03:0x3cbf6d62e70de32f!8m2!3d42.8610684!4d-85.6825153!16s%2Fg%2F1tfrbsw8!19sChIJA4807P-zGYgRL-MN52Jtvzw,Spectrum Entertainment,4.2,2603,Bowling alley,"5656 Clyde Park Ave SW, Wyoming, MI 49509, United States","V868+CX Wyoming, Michigan, USA",https://www.bowlero.com/location/spectrum-entertainment-complex?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listings,+1 616-530-2400,"Open ⋅ Closes 12 am

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNkPfJQFJVidG23-8ZYupZYOnNkBwVkA5eCb-yA=w426-h240-k-no,true,7 am–12 am,7 am–12 am,7 am–12 am,7 am–2 am,7 am–2 am,7 am–12 am,7 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:13:34.896Z,,,
https://www.google.com/maps/place/Economy+Lot+Parking/data=!4m7!3m6!1s0x88184c480e6dca45:0x4f3ddb1903633b27!8m2!3d42.8848067!4d-85.5415368!16s%2Fg%2F11tjbvt70r!19sChIJRcptDkhMGIgRJztjAxnbPU8,Economy Lot Parking,3.8,16,Parking lot,"5500 44th St SE, Grand Rapids, MI 49512, United States","VFM5+W9 Grand Rapids, Michigan, USA",,+1 616-233-6000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwFZdl7isjWgctjFIr1v0D0obsuc2b7QYzXSjpwu1Rh5w5fDnJ8xorkgnS-mqv3kg7vv_eMzL90-5t5KNhVQy1R0c3fBhRFj26-jyNjzYvDsqkoxu3aPeq5_g1a2qEWhRbKdYr7=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:13:38.705Z,,,
https://www.google.com/maps/place/Merl%27s+Towing+Service/data=!4m7!3m6!1s0x8819b3f9ed7d8979:0xcf7451d425f32bce!8m2!3d42.8644364!4d-85.6751994!16s%2Fg%2F1tf826c0!19sChIJeYl97fmzGYgRzivzJdRRdM8,Merl's Towing Service,4.9,7798,Towing service,"5510 Clay Ave SW, Wyoming, MI 49548, United States","V87F+QW Wyoming, Michigan, USA",https://towwestmichigan.com/,+1 616-538-1320,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXX__EhHJ9lHdpVrmn8qPxnP3HTjA8y-4GeEfGRE0MaMHN8nffyfSb-O_X4F0QuJqHhePCc4w2HwqZ3WxmphXnLQ7PXvxpT7A3wDrnGur7qV2uqBS1Bu_N8WPNvXBCcH3JiJTn=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:13:44.619Z,,,
https://www.google.com/maps/place/Hampton+Inn+Grand+Rapids+South/data=!4m7!3m6!1s0x8819b3fdadbb1435:0xabf6b10e15ee5942!8m2!3d42.8672718!4d-85.682369!16s%2Fg%2F1vzv48bs!19sChIJNRS7rf2zGYgRQlnuFQ6x9qs,Hampton Inn Grand Rapids South,4.2,897,,"755 54th St SW, Wyoming, MI 49509, United States","V889+W3 Wyoming, Michigan, USA",https://www.hilton.com/en/hotels/grrsohx-hampton-grand-rapids-south/?SEO_id=GMB-AMER-HX-GRRSOHX&y_source=1_MjA4NDk2My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 616-261-5500,,https://lh3.googleusercontent.com/p/AF1QipPNs9e30ig6OkdqdiiKUJyO1g-vyV3s-ybUS4_G=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:13:50.094Z,,,
https://www.google.com/maps/place/MJR+Landscape/data=!4m7!3m6!1s0x8819b322588d900d:0x9dafe0cc2df616ef!8m2!3d42.894553!4d-85.6495483!16s%2Fg%2F1hc1hz780!19sChIJDZCNWCKzGYgR7xb2Lczgr50,MJR Landscape,4.8,175,Lawn care service,"3761 Linden Ave SE Suite A, Wyoming, MI 49548, United States","V9V2+R5 Wyoming, Michigan, USA",http://www.mjrlandscape.com/,+1 616-275-5928,Closes soon ⋅ 4 pm ⋅ Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipMnvfi8coCt0BVXm3YzzdiAvkm7BVpe3w-DfKaU=w426-h240-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–3 pm,Closed,Closed,9 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:13:57.086Z,,,
https://www.google.com/maps/place/Belle+Tire/data=!4m7!3m6!1s0x8819b495a5506bb5:0xb5fdab5591e0a4a4!8m2!3d42.8425784!4d-85.6255897!16s%2Fg%2F1vg_dgnp!19sChIJtWtQpZW0GYgRpKTgkVWr_bU,Belle Tire,4.1,532,Tire shop,"6725 Kalamazoo Ave SE, Kentwood, MI 49508, United States","R9VF+2Q Kentwood, Michigan, USA",https://www.belletire.com/stores/detail/86/belle-tire-kentwood-mi?utm_source=google&utm_medium=yext&utm_campaign=localseo,+1 616-698-6600,"Open ⋅ Closes 6 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOvqESUFpXOi1B3EfrICDxXPDua10vts3BIZ7Bk=w408-h305-k-no,true,8 am–6 pm,8 am–6 pm,8 am–8 pm,8 am–6 pm,8 am–5 pm,Closed,8 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:14:02.525Z,,· In-store shopping · Kerbside pickup,
https://www.google.com/maps/place/Columbian+Logistics+Network+%E2%80%93+Grand+Rapids+Distribution+Center/data=!4m7!3m6!1s0x8819b3001c2aa719:0x4913c0811da0c4bd!8m2!3d42.8967538!4d-85.6411089!16s%2Fg%2F11bxg1vb8g!19sChIJGacqHACzGYgRvcSgHYHAE0k,Columbian Logistics Network – Grand Rapids Distribution Center,3.3,227,Warehouse,"1050 36th St SE Suite 350, Grand Rapids, MI 49508, United States","V9W5+PH Grand Rapids, Michigan, USA",http://www.columbianlogistics.com/,+1 616-514-1949,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMTmPT9QUN00uGTbiOh-S_oVHJG0bcNs-pUOMZH=w408-h271-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:14:07.573Z,,,
https://www.google.com/maps/place/Chick-fil-A/data=!4m7!3m6!1s0x8819b496953055ad:0xfdb62de3c2d44f0e!8m2!3d42.8456393!4d-85.6256531!16s%2Fg%2F11c58rwzb3!19sChIJrVUwlZa0GYgRDk_UwuMttv0,Chick-fil-A,4.6,2976,Fast food restaurant,"1545 Edgeknoll Dr SE, Grand Rapids, MI 49508, United States","R9WF+7P Grand Rapids, Michigan, USA",https://www.chick-fil-a.com/locations/mi/grand-rapids-south?utm_source=yext&utm_medium=link,+1 616-656-6000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyuBVw8VUHbbEWHV6RgPR1fbDeW4WZtaZfVe3w7yThDGySPuzPu4dbLqb7-YkzBUGx6GCFeak_23ep64hrTFgdi4ExX_xBAMxe7zyMuMhtaWugSWZHFZJntzhe4zP99vsdMyO12ZPgHhjLs=w408-h883-k-no,true,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,Closed,6:30 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:14:13.628Z,LGBTQ+ friendly,Fast-food chain serving chicken sandwiches & nuggets along with salads & sides. · Dine-in · Drive-through · No-contact delivery,
https://www.google.com/maps/place/Packaging+Compliance+Labs/data=!4m7!3m6!1s0x88184c5762aeb389:0x4dd175431b6b22ef!8m2!3d42.8848405!4d-85.5580971!16s%2Fg%2F11b7q24b06!19sChIJibOuYldMGIgR7yJrG0N10U0,Packaging Compliance Labs,4.4,10,Engineering consultant,"4334 Brockton Dr SE STE E, Kentwood, MI 49512, United States","VCMR+WQ Kentwood, Michigan, USA",http://www.pkgcompliance.com/,+1 616-227-4540,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMP9eREo02O8zhb5FAHiC-ZgD2f_RfIntOs3MC8=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:14:19.332Z,,,
https://www.google.com/maps/place/Fifth+Third+Bank+%26+ATM/data=!4m7!3m6!1s0x8819b49f2fe6b923:0x3182bc36afd64b4d!8m2!3d42.8507936!4d-85.6242858!16s%2Fg%2F1th0c184!19sChIJI7nmL5-0GYgRTUvWrza8gjE,Fifth Third Bank & ATM,2.2,20,Bank,"6210 Kalamazoo Ave SE, Grand Rapids, MI 49508, United States","V92G+87 Grand Rapids, Michigan, USA",https://locations.53.com/mi/grand-rapids/6210-kalamazoo.html,+1 616-554-5300,,https://lh3.googleusercontent.com/p/AF1QipPuo0gdDGUywwEryCtiLyfKYhJKr82gI00HsQnq=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5:30 pm,9 am–12 pm,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:14:25.072Z,,,
https://www.google.com/maps/place/Chick-fil-A/data=!4m7!3m6!1s0x8819b3fc20306731:0xcfbe48a78ea2cae3!8m2!3d42.8654564!4d-85.6811699!16s%2Fg%2F11g65h6m9q!19sChIJMWcwIPyzGYgR48qijqdIvs8,Chick-fil-A,4.5,4392,Fast food restaurant,"700 54th St SW, Wyoming, MI 49509, United States","V889+5G Wyoming, Michigan, USA",https://www.chick-fil-a.com/locations/mi/54th-and-131?utm_source=yext&utm_medium=link,+1 616-534-2961,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7DwbXtpI6ByS9AKveFld_mzSM-P6HSht-5JOh1UGScwwnT08uWRzuUQrQgL5HQLIZVTQiSV4NHrr0cV7Okoky6TRJuRuDui53TA2D7uHUOPDatM7v4XXKEXw8fSB7VBX8FuZd=w408-h269-k-no,true,6:30 am–10 pm,6:30 am–10 pm,6:30 am–10 pm,6:30 am–10 pm,6:30 am–10 pm,Closed,6:30 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:14:31.043Z,,Fast-food chain serving chicken sandwiches & nuggets along with salads & sides. · Dine-in · Drive-through · No-contact delivery,
https://www.google.com/maps/place/Extra+Space+Storage/data=!4m7!3m6!1s0x8819b2f16257d7fb:0xb583abd5d72ed692!8m2!3d42.912128!4d-85.636582!16s%2Fg%2F1td05p0y!19sChIJ-9dXYvGyGYgRktYu19Wrg7U,Extra Space Storage,4.9,1164,Self-storage facility,"1204 28th St SE, Grand Rapids, MI 49508, United States","W967+V9 Grand Rapids, Michigan, USA",https://www.extraspace.com/storage/facilities/us/michigan/grand_rapids/501623/?cid=org::maps&utm_source=google&utm_medium=organic&utm_campaign=org::maps,+1 616-452-4433,,https://lh3.googleusercontent.com/p/AF1QipMapENGhqZjbLLrPx28kzASS3qSSjtEduQPQiaq=w426-h240-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kentwood+Grand+Rapids+MI/@42.8694731,-85.6447492,14z",2025-10-28T19:14:36.454Z,LGBTQ+ friendly,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wyoming+Grand+Rapids+MI/@42.9133602,-85.7053085,14z",2025-10-28T19:14:45.390Z,,,No new results found
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Holland+Grand+Rapids+MI/@42.9704146,-85.6721946,14z",2025-10-28T19:14:54.411Z,,,No new results found
https://www.google.com/maps/place/Muskegon+Parking+Lot/data=!4m7!3m6!1s0x88197d7c44d941bd:0x34308742498b4e1e!8m2!3d43.2360309!4d-86.2538985!16s%2Fg%2F11f1mrfbpt!19sChIJvUHZRHx9GYgRHk6LSUKHMDQ,Muskegon Parking Lot,,,Parking lot,"Muskegon, MI 49440, United States","6PPW+CC Muskegon, Michigan, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jjzMeBeqGTwL8qT6AoNYug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.74417&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Muskegon+Grand+Rapids+MI/@43.2341813,-86.2483921,14z",2025-10-28T19:15:05.849Z,,,
"https://www.google.com/maps/place/Muskegon+County+Government+Facilities+Management/@43.2332099,-86.2389671,17z/data=!3m1!4b1!4m6!3m5!1s0x88197d737f5a7385:0x469c621fc58d7e30!8m2!3d43.2332099!4d-86.2389671!16s%2Fg%2F1tdg3v1c",Muskegon County Government Facilities Management,,,County government office,"199 E Apple Ave, Muskegon, MI 49442, United States","6QM6+7C Muskegon, Michigan, USA",,+1 231-724-6416,,,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Muskegon+Grand+Rapids+MI/@43.2341813,-86.2483921,14z",2025-10-28T19:15:10.805Z,,,
https://www.google.com/maps/place/Western+Michigan+University+Parking+Services/data=!4m7!3m6!1s0x8817762555555555:0xf1d616ef2012412f!8m2!3d42.2816542!4d-85.6202874!16s%2Fg%2F11dxqggqq_!19sChIJVVVVVSV2F4gRL0ESIO8W1vE,Western Michigan University Parking Services,1.6,82,College,"Kalamazoo, MI 49008, United States","79JH+MV Kalamazoo, Michigan, USA",http://parking.wmich.edu/,+1 269-387-4609,"Closes soon ⋅ 4 pm ⋅ Opens 7:30 am Wed

Updated by others 9 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zINFOkCkLi1-MrnnHaCr1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.88748&pitch=0&thumbfov=100,false,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kalamazoo+Grand+Rapids+MI/@42.2896532,-85.5856279,14z",2025-10-28T19:15:26.259Z,,,
https://www.google.com/maps/place/Radisson+Plaza+Parking+Services/data=!4m7!3m6!1s0x88179d419e7f1d49:0xbac0fc6205a20dfa!8m2!3d42.2920897!4d-85.5858818!16s%2Fg%2F1tfq9vbx!19sChIJSR1_nkGdF4gR-g2iBWL8wLo,Radisson Plaza Parking Services,3.3,37,Parking garage,"114 N Church St, Kalamazoo, MI 49007, United States","7CR7+RJ Kalamazoo, Michigan, USA",https://radissonkzoo.com/amenities/parking/,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzqro7DAGDPjW3i1_pw1mw63uNTxKmHdTHATcBHRqA3yWzpcr1sp5ZSr3oVzrueFGzbVjNumPonY01W4FypMug2EVyOPu8jtJdWIojvu2nu3fdVTDzOtk_6QGxOgSuofUM6QNME1g=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Kalamazoo+Grand+Rapids+MI/@42.2896532,-85.5856279,14z",2025-10-28T19:15:29.083Z,,,
