placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Ocean+View+Pkwy+Parking+Lot/data=!4m7!3m6!1s0x89b8cdde0c22ebdd:0x38ff780cb0605d7f!8m2!3d38.5438272!4d-75.0557372!16s%2Fg%2F11btm2ck3s!19sChIJ3esiDN7NuIkRf11gsAx4_zg,Ocean View Pkwy Parking Lot,4.5,17,Parking lot,"Bethany Beach, DE 19930, United States","GWVV+GP Bethany Beach, Delaware, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyc1epQb_mf5J6zYWDxcBLIjVZKUSmL4jVPOMFecey54XomPH55nhsuqsKpfdm6CN-UZiIga87vsE7ZrdlPMbkxy88Js_K14vJTz2dB9EVos1oZavijpKayDmvG-vs1KAdZxuos5g=w408-h408-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bethany+Beach+DE/@38.5395564,-75.0551806,14z",2025-10-28T18:38:07.405Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Bethany+Beach+Parking/data=!4m7!3m6!1s0x89b8cd151c7db5b1:0x8642fd3e289c507e!8m2!3d38.5926921!4d-75.0609859!16s%2Fg%2F11hdvt2hqk!19sChIJsbV9HBXNuIkRflCcKD79QoY,Bethany Beach Parking,4.6,20,Parking lot,"Coastal Hwy, Bethany Beach, DE 19930, United States","HWVQ+3J Bethany Beach, Delaware, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0khUI9e1BDe-lQyuruKX6v-pf7_L3dO3HbkvVrG_1Mx3a5MDt6V4KyCbOE-AOR3z749iibujZvKF_GC9ZanApkB5_UkaEPOgqvjpQ1e5fBwLb_8hIR_CMtrKnX-pNayZnZu_3=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bethany+Beach+DE/@38.5395564,-75.0551806,14z",2025-10-28T18:38:10.186Z,,,,,,,,,,,
https://www.google.com/maps/place/Bunting%27s+Garage/data=!4m7!3m6!1s0x89b8c33b3f8b80f5:0xf8e7538bbaba65c1!8m2!3d38.5712272!4d-75.253684!16s%2Fg%2F11m6zq1p77!19sChIJ9YCLPzvDuIkRwWW6uotT5_g,Bunting's Garage,4.3,12,Towing service,"Care Bear Ln, Dagsboro, DE 19939, United States","HPCW+FG Dagsboro, Delaware, USA",http://buntingsgarage.com/,+1 302-732-9021,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOZzqgLD5socruFhvZfQ2RSLAhP0Eh_Vt8rf9Ap=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bethany+Beach+DE/@38.5395564,-75.0551806,14z",2025-10-28T18:38:15.025Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Bethany+Beach+Parking+Map/data=!4m7!3m6!1s0x89b8cde6cd1fbe13:0x1860b29860d2cf16!8m2!3d38.5394247!4d-75.0548869!16s%2Fg%2F11btmb19hl!19sChIJE74fzebNuIkRFs_SYJiyYBg,Bethany Beach Parking Map,3.8,28,Parking lot,"Campbell Pl, Bethany Beach, DE 19930, United States","GWQW+Q2 Bethany Beach, Delaware, USA",https://www.townofbethanybeach.com/382/Parking-Map,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyylxFKNqkZqD2u_tt_3lCf7Jtu6Gbn76Paik7qQ0GVA4BkAWT6Df55ibub5EGAyPUXVd2qgTEqCwW_g2tQESm8WpqqRXLNrB6-JIAex_9jb7tpqcj7ib5mUYCC77KORedcBzo6=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bethany+Beach+DE/@38.5395564,-75.0551806,14z",2025-10-28T18:38:18.071Z,,,,,,,,,,,
https://www.google.com/maps/place/Fire+Dept+Parking+Lot/data=!4m7!3m6!1s0x89b8cde3d18f4c0f:0xc01926a0a3ab5738!8m2!3d38.5375606!4d-75.0578721!16s%2Fg%2F11b6f19c6c!19sChIJD0yP0ePNuIkROFero6AmGcA,Fire Dept Parking Lot,4.3,3,Parking lot,"Parking lot, Hollywood St, Bethany Beach, DE 19930, United States","GWQR+2V Bethany Beach, Delaware, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxpMT0tITNdTwVMt_RwSWARpT5wSl1NX42ncic2QZYjox4ZuKP7-roix54r24TH0wrs1rfv0WVuL3rkG3DrFuiw087U6aIF3X82-OypWIi6ZnMhqWSUrwGQ1rj8jaif9QrAyf45oZa1ioY=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bethany+Beach+DE/@38.5395564,-75.0551806,14z",2025-10-28T18:38:23.053Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
"https://www.google.com/maps/place/Rehoboth+Beach+Parking+Department/@38.6928899,-75.0746249,14z/data=!4m6!3m5!1s0x89b8b66a51fffe6f:0x818ca1599874b835!8m2!3d38.716665!4d-75.0841842!16s%2Fg%2F1tx8v328",Rehoboth Beach Parking Department,1.5,93,City government office,"1 City Hall Dr, Rehoboth Beach, DE 19971, United States","PW88+M8 Rehoboth Beach, Delaware, USA",http://www.cityofrehoboth.com/visitors/parking-information,+1 302-227-6184,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzts_E6Tv0iqMOqzg5QKN6B2nlH8ZupaiWi6mF5f1JpCdTgEpv3aJPjViH-D2BzI_wUqRQbE6WIIEwupa7tw-0X0qd1aoN7mGDC9CV1tKU6JQYQv18GMMmveDXM3-mP_gPTww8=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dewey+Beach+DE/@38.6928899,-75.0746249,14z",2025-10-28T18:38:31.959Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,Already found,
https://www.google.com/maps/place/Empire+Valet/data=!4m7!3m6!1s0x89c694dc011a1b13:0x2c54fe0fd8d8f5ac!8m2!3d40.0444871!4d-75.3939294!16s%2Fg%2F11h5616xst!19sChIJExsaAdyUxokRrPXY2A_-VCw,Empire Valet,5.0,2,Transportation service,"303 W Lancaster Ave, Radnor, PA 19087, United States","2JV4+QC Radnor, Pennsylvania, USA",https://empireparkingsolutions.com/contact,+1 484-471-7275,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2ImzqlACUAhW_wykz2CQtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.43876&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:38:45.026Z,,,,,,,,,,,
https://www.google.com/maps/place/ParkNation+LLC/data=!4m7!3m6!1s0x89c6d3352d7e8207:0x68512f2b05e700de!8m2!3d39.760198!4d-74.971551!16s%2Fg%2F11h3kbrctt!19sChIJB4J-LTXTxokR3gDnBSsvUWg,ParkNation LLC,4.7,25,Parking garage,"350 Berlin - Cross Keys Rd, Sicklerville, NJ 08081, United States","Q26H+39 Sicklerville, Winslow Township, NJ, USA",http://parknation.org/,+1 856-210-2133,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPwuElw8iN_0bjA8DHuVE92h11zjxBi0RKxlMFT=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:38:49.898Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Atlantic+City+Parking/data=!4m7!3m6!1s0x89c0ee3f5973fc95:0x5b66328fac33ac64!8m2!3d39.3609357!4d-74.4287204!16s%2Fg%2F1td9rf59!19sChIJlfxzWT_uwIkRZKwzrI8yZls,Atlantic City Parking,3.6,42,Parking garage,"19 S New York Ave, Atlantic City, NJ 08401, United States","9H6C+9G Atlantic City, New Jersey, USA",https://joyceparking.com/location/jp-19-south-new-york-ave/,+1 609-347-0894,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnNNcP397ksNgpxn_fYT1fDM2FqzS30oipXt6X_TxmIvfS9GfL2cXk1x17K23A69857L3a_zqdcDMAun0z63Jo4YrhopejbgYTH2mBrd4EMncg-teARSBQ-pOdcltfk107Fp4kRQ=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:38:54.996Z,5:30 am–7 pm,5:30 am–7 pm,5:30 am–7 pm,5:30 am–7 pm,5:30 am–7 pm,Closed,5:30 am–7 pm,,,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x89c0ee42ce3aa18f:0x12c9d797c0b2955f!8m2!3d39.3600604!4d-74.4402889!16s%2Fg%2F125__8nvp!19sChIJj6E6zkLuwIkRX5WywJfXyRI,Parking,4.5,13,Parking garage,"2200 Fairmount Ave, Atlantic City, NJ 08401, United States","9H65+2V Atlantic City, New Jersey, USA",https://parking.com/philadelphia/lot/corridor?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-NJ,+1 215-568-4018,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNH50hhVqTAfu3AsyrFfE6BOB5MCj-Y2NylSitN=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:38:59.948Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Main+Hospital+Parking+Garage+%28A%29/data=!4m7!3m6!1s0x89c6c761abb9a953:0x25ad79ca2a754a94!8m2!3d39.9481022!4d-75.1939665!16s%2Fg%2F11s3dk2r6x!19sChIJU6m5q2HHxokRlEp1Ksp5rSU,Main Hospital Parking Garage (A),3.6,13,Parking garage,"3401 Civic Center Blvd, Philadelphia, PA 19104, United States","WRX4+6C Philadelphia, Pennsylvania, USA",https://www.chop.edu/philadelphia-campus-visit/parking,+1 800-879-2467,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx5KqmB-bi0HRdonRcvkk5yjkUd0eA_7DsNNzs4OZtE1RNSaa82L9zM-4iazwtImRxjsTNn_qUFxRfVwUylojUvVvoq6UOXjfeVTD_nTIGJ8S28o2h13tPzBsiwlp64VOpUw4GNUVuybg1g=w408-h509-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:39:05.002Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
"https://www.google.com/maps/place/Alber-Haff+Parking+Service,+Inc./data=!4m7!3m6!1s0x89c6ba642edc861b:0x9a6a5b525b9cf1cd!8m2!3d40.1190941!4d-75.1817426!16s%2Fg%2F1261f1t_f!19sChIJG4bcLmS6xokRzfGcW1Jbapo","Alber-Haff Parking Service, Inc.",4.9,43,Valet parking service,"320 Pennsylvania Ave Ste 4, Oreland, PA 19075, United States","4R99+J8 Oreland, Pennsylvania, USA",https://alberhaffparking.com/,+1 215-884-2568,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPZMNSG9u5roSZ6E4fWOSwealkUWLQxykQlddZ_=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:39:10.149Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Fillmore+Lot/data=!4m7!3m6!1s0x89c6c86890f0267b:0x819b655e090c8b95!8m2!3d39.9660723!4d-75.134899!16s%2Fg%2F11ggt03l3s!19sChIJeybwkGjIxokRlYsMCV5lm4E,Fillmore Lot,4.4,24,Parking lot,"85 Richmond St, Philadelphia, PA 19125, United States","XV88+C2 Philadelphia, Pennsylvania, USA",https://www.thefillmorephilly.com/plan-your-visit,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=94MXAp3uCHhRCX_MDD0bYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.95377&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:39:13.311Z,,,,,,,,,,,
https://www.google.com/maps/place/1728+Sansom+St+iParkit+Garage/data=!4m7!3m6!1s0x89c6c63090789827:0x8885ddf8219b0520!8m2!3d39.9508107!4d-75.1699528!16s%2Fg%2F11b5vyk2q5!19sChIJJ5h4kDDGxokRIAWbIfjdhYg,1728 Sansom St iParkit Garage,2.7,61,Parking garage,"1728 Sansom St, Philadelphia, PA 19103, United States","XR2J+82 Philadelphia, Pennsylvania, USA",https://www.iparkit.com/locations/1728-sansom-valet-parking?utm_source=googlemybusinesslisting&utm_medium=organic&utm_campaign=PH015Profile,+1 215-564-2628,"Open 24 hours

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzinvuMopILST4LkEQQo_dDg9aDUquw2gDlLj9P-Qx00QrBKIziYfNLN3AISj6UgORcx8AyAznqCREuwK4LCaJWDCwgRnptUQ887quCIVZCdMOEfJCFMAFMyTg6of3a5slo4mFH=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:39:18.497Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Lankenau+Hospital+Parking+Pavilion+D/@39.9872486,-75.2640837,17z/data=!3m1!4b1!4m6!3m5!1s0x89c6c0c6ee79b613:0x1976f431a2e21ba7!8m2!3d39.9872486!4d-75.2640837!16s%2Fg%2F11bcf2h99y",Lankenau Hospital Parking Pavilion D,4.4,89,Parking garage,"100 Lancaster Ave, Penn Wynne, PA 19096, United States","XPPP+V9 Penn Wynne, Pennsylvania, USA",https://www.mainlinehealth.org/locations/lankenau-medical-center,+1 484-476-2000,,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:39:23.455Z,,,,,,,,,,,
https://www.google.com/maps/place/Royal+Valet+LLC./data=!4m7!3m6!1s0x89c6c754655dc369:0x4a4d3239cec9a32b!8m2!3d40.0056321!4d-75.244275!16s%2Fg%2F11hb5l3lnf!19sChIJacNdZVTHxokRK6PJzjkyTUo,Royal Valet LLC.,3.6,39,Transportation service,"362 Montgomery Ave, Merion Station, PA 19066, United States","2Q44+77 Merion Station, Pennsylvania, USA",http://www.royalvaletinc.com/,+1 610-668-1453,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y_OQ4VqiSOlLFwPrrVsvGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=210.61612&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:39:28.374Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
https://www.google.com/maps/place/Leo+Valet+LLC/data=!4m7!3m6!1s0x89c695c579f6aaab:0x7fff5fa5ef4f884d!8m2!3d40.0999367!4d-75.395792!16s%2Fg%2F11gg6blczc!19sChIJq6r2ecWVxokRTYhP76Vf_38,Leo Valet LLC,4.3,35,Valet parking service,"620 Allendale Rd, King of Prussia, PA 19406, United States","3JX3+XM King of Prussia, Pennsylvania, USA",http://www.leovalet.com/,+1 484-393-5250,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipMeqJffBpRrGJwKG9f7wmCuLh2ZyzFmHsyv5peE=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+DE/@39.2906671,-75.6343727,14z",2025-10-28T18:39:33.638Z,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,,,,
,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Elsmere+DE/@39.7392796,-75.5979812,14z",2025-10-28T18:39:47.605Z,,,,,,,,,,No new results found,
https://www.google.com/maps/place/Air+Force+Inns/data=!4m7!3m6!1s0x89c763a8192e8a0f:0xfed183c7c8d26aef!8m2!3d39.1192535!4d-75.4803784!16s%2Fg%2F11b6nj_y9h!19sChIJD4ouGahjx4kR72rSyMeD0f4,Air Force Inns,4.4,277,Military residence,"442 14th St #800, Dover, DE 19901, United States","4G99+PR Dover, Delaware, USA",https://doverfss.com/eagles-rest-inn/,+1 302-677-2840,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQKRFMel_hdS59RTk6d8mYpK8X0xDK35y-yRyXrrHiY2WDaHsCSbMvtIDQy8HSncfRe2XFQYdqahC9y04gPloO5BZKfxVQ4rkdrvq7ushn2FieqOxwtzketLoWqxYtC93ReIdZ=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dover+Base+Housing+DE/@39.1172224,-75.483991,14z",2025-10-28T18:39:59.858Z,,,,,,,,,,,
https://www.google.com/maps/place/Dover+AFB+Main+Gate+Visitor+Building/data=!4m7!3m6!1s0x89c763fbff6144c9:0x7dfff3551e9b8047!8m2!3d39.1229735!4d-75.4767589!16s%2Fg%2F11fk05jfs0!19sChIJyURh__tjx4kRR4CbHlXz_30,Dover AFB Main Gate Visitor Building,4.5,200,Visitor center,"Dover, DE 19901, United States","4GFF+57 Dover, Delaware, USA",https://www.dover.af.mil/,+1 302-677-3645,"Open 24 hours

Updated by others 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuFJUIpf5_g9TbHnbGjnSJumhTq0zjAUWBlBZbxjeFe-K1oJ3OOFwaZGAhlac4lax1YHK_n16hlsLqTioUfD5Uiwp5jX_EMUyHjEEsE8sgKnBpiah3zOz5EglJizrlWkrGbMST=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dover+Base+Housing+DE/@39.1172224,-75.483991,14z",2025-10-28T18:40:04.752Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,7 am–6 pm,7 am–6 pm,Open 24 hours,,,,
https://www.google.com/maps/place/Dover+Air+Force+Base+Housing+Shoppette/data=!4m7!3m6!1s0x89c76307efe06995:0x87b6c7d8c22f247f!8m2!3d39.118778!4d-75.4818182!16s%2Fg%2F11dyrkhtkk!19sChIJlWng7wdjx4kRfyQvwtjHtoc,Dover Air Force Base Housing Shoppette,4.5,44,Convenience store,"Dover, DE 19901, United States","4G99+G7 Dover, Delaware, USA",http://shopmyexchange.com/,+1 302-674-3551,"Open ⋅ Closes 7 pm

Updated by others 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlBHnzMJEAU2PKqmNgnS4bJYLZH-_hRylxv_U5YwGXA1fddCZzr5a_WjrNDgA5gntrUkScqN4w4IOeclBd6bfbbd2fXLQvspTJnFw28Rrs854sJb6MBtjIQLkF8R9Wn1yyy1fe=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dover+Base+Housing+DE/@39.1172224,-75.483991,14z",2025-10-28T18:40:09.739Z,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,10 am–7 pm,11 am–6 pm,8 am–7 pm,,,,
https://www.google.com/maps/place/Audora/data=!4m7!3m6!1s0x89c7639b6f230b05:0x2cff3854769e6175!8m2!3d39.139548!4d-75.5254637!16s%2Fg%2F11w7fw1t9v!19sChIJBQsjb5tjx4kRdWGedlQ4_yw,Audora,5.0,27,Tour operator,"1111B S Governors Ave, Dover, DE 19904, United States","4FQF+RR Dover, Delaware, USA",https://supplier.audora.ai/,+1 302-520-3290,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxl07LX_cFXuB35DGwmLMh90sGtkX7h4krHVJoVQLH6tsFkY30kuCqCUXP81FlHZq-gKbMbCUsL-WFIB7KxxZmFPAfY_GvXTZXxzzwA4eGp-SktTl6OEh3DRPgembCwbRQ3ipnrdLuf0Mu_=w519-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dover+Base+Housing+DE/@39.1172224,-75.483991,14z",2025-10-28T18:40:12.535Z,,,,,,,,,,,
https://www.google.com/maps/place/Dover+AFB+Veterinary+Treatment+Facility/data=!4m7!3m6!1s0x89c763a102bbd939:0x3688735c07a6812a!8m2!3d39.1314658!4d-75.4899608!16s%2Fg%2F11h3vbphb9!19sChIJOdm7AqFjx4kRKoGmB1xziDY,Dover AFB Veterinary Treatment Facility,4.4,46,Animal hospital,"643 Atlantic St, Dover, DE 19902, United States","4GJ6+H2 Dover, Delaware, USA",https://m.facebook.com/pages/category/Veterinarian/Dover-Air-Force-Base-Veterinary-Treatment-Facility-1489642051315923/,+1 302-677-5252,Closes soon ⋅ 3:30 pm ⋅ Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPHZaVNeHpEj_II8ZGJuJbyb0eF6HCKX9cAtu2_=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dover+Base+Housing+DE/@39.1172224,-75.483991,14z",2025-10-28T18:40:17.386Z,"8 am–12 pm, 1–3:30 pm","9 am–12 pm, 1–3:30 pm","8 am–12 pm, 1–3:30 pm","9 am–12 pm, 1–3:30 pm",Closed,Closed,"8 am–12 pm, 1–3:30 pm",,,,
https://www.google.com/maps/place/USO+Delaware/data=!4m7!3m6!1s0x89c7630a40000001:0x31a3a2fca5918d28!8m2!3d39.1242574!4d-75.4691596!16s%2Fg%2F1tmbx22g!19sChIJAQAAQApjx4kRKI2RpfyiozE,USO Delaware,4.7,36,Non-profit organization,"500 Purple Heart Way, Dover AFB, DE 19902, United States","4GFJ+P8 Dover AFB, Delaware, USA",http://www.uso.org/,+1 302-677-2491,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSym2Pqlw9_crV4o48xBWQ9PiN2PDjqSmw2qskB6pKmYpLlj6nphaIlC2-6g8bOD61jh2cQuUaXcg56P36pJvIRAt_D3GaE-L_wuzbXeaT2x1C53hBBycNB2Iey6FEndtU_2KQkq=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dover+Base+Housing+DE/@39.1172224,-75.483991,14z",2025-10-28T18:40:22.760Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,8 am–8 pm,,,,
https://www.google.com/maps/place/Dover+AFB+Aero+Club/data=!4m7!3m6!1s0x89c763f1c38aa99d:0x7c448097219a6f13!8m2!3d39.1125688!4d-75.4583525!16s%2Fg%2F11fk4nxj_y!19sChIJnamKw_Fjx4kRE2-aIZeARHw,Dover AFB Aero Club,5.0,5,Corporate office,"Dover AFB, DE 19902, United States","4G7R+2M Dover AFB, Delaware, USA",,+1 302-677-6365,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwIATmI3ScFx57p4uuGMJyQhX-C0DiErODpV04J-Nu6pbYc9qI7bkIFkLy1EbaNgSFW0Lw3zF1uFlz1NNl46eHlSBXrtkVIhxm5K6SKcJKfCjpv7v1SH8edcKM1bjirejawsrN4=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dover+Base+Housing+DE/@39.1172224,-75.483991,14z",2025-10-28T18:40:27.628Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,,,,
https://www.google.com/maps/place/436th+Medical+Group+-+Dover+AFB/data=!4m7!3m6!1s0x89c763a57580a097:0xb28d2ff92cede8e4!8m2!3d39.1221254!4d-75.4754372!16s%2Fg%2F1tfg4185!19sChIJl6CAdaVjx4kR5OjtLPkvjbI,436th Medical Group - Dover AFB,3.9,73,Medical clinic,"300 Tuskegee St, Dover AFB, DE 19902, United States","4GCF+VR Dover AFB, Delaware, USA",https://dover.tricare.mil/,+1 302-730-4633,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyu2bo_YlqvQLzxz9ZAFwB8W9hbd0YixUEH61eDUNsZFOVbOILmoA5wEqYKDM2qE8Nf1wd9jGP1uISfRvJjAU2FsNqw6U5zaul1tFjHGHRifYYnb7DtbFgIxhZcRscpRGTEUM9W=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dover+Base+Housing+DE/@39.1172224,-75.483991,14z",2025-10-28T18:40:32.870Z,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,,,,
https://www.google.com/maps/place/Dover+Air+Force+Base/data=!4m7!3m6!1s0x89c76396549a7ac5:0x6daeee6115992c1f!8m2!3d39.12773!4d-75.4684352!16zL20vMDNkX2I5!19sChIJxXqaVJZjx4kRHyyZFWHurm0,Dover Air Force Base,4.4,115,Air force base,"442 13th St, Dover AFB, DE 19902, United States","4GHJ+3J Dover AFB, Delaware, USA",http://www.dover.af.mil/,+1 302-677-3000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzN45xashcA3kA4SQ9uA3SIW54poE6ycZW3wwpIM4UFr9P1peq1vOiuEBuqk3wvxAvEyOkrc8nCml-Oa3rRiarDkYeNZBml0A_83zI7lUPsphGx4DGrbxrAJN6ipTSdDqN3yQQeTQ=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Dover+Base+Housing+DE/@39.1172224,-75.483991,14z",2025-10-28T18:40:38.879Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,,
