placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x87227040fde4b045:0xa51dcf44d88545b1!8m2!3d35.240343!4d-106.697626!16s%2Fg%2F1tglzftm!19sChIJRbDk_UBwIocRsUWF2ETPHaU,Discount Tire,4.5,1157,Tire shop,"1051 Unser Blvd SE, Rio Rancho, NM 87124, United States","68R2+4W Rio Rancho, New Mexico, USA",https://www.discounttire.com/store/nm/rio-rancho/s/1747,+1 505-891-0738,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-lCsTOD5RES0fzE-ibf-F1R4ZzKJ13LY854-23XMbS9OL12mWMP0_27cBXfrKaQEvcdy0YTwoN6am_7OlyQTE27tO-vXj7NiMwe9Nfx_M6EtybsHC1LUhSstg245fNxVJIBIWYdkLvuw=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T14:59:19.871Z,· In-store shopping · Kerbside pickup,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x8722704186ba4fd3:0x51de918c2394287e!8m2!3d35.2420318!4d-106.6942849!16s%2Fg%2F1tgpynpd!19sChIJ00-6hkFwIocRfiiUI4yR3lE,Firestone Complete Auto Care,4.1,704,Tire shop,"2005 Southern Blvd SE, Rio Rancho, NM 87124, United States","68R4+R7 Rio Rancho, New Mexico, USA",https://www.firestonecompleteautocare.com/new-mexico/rio-rancho/2005-southern-blvd-se/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 505-273-8193,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo1MmCLzGX_IjhC83at_t8TNR-Kjj5DZuwLEMIgApTPmbD__m3KP7rI97FyTqfAAVAZJx0cdu32cdrnzwM7lKrTKieEEjeT69vRaUD9WeB_yXsk0YBi2YAwOcW9iYaogC83-sCC=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T14:59:24.550Z,· In-store shopping · Kerbside pickup,LGBTQ+ friendly
https://www.google.com/maps/place/El+Patron+Tire+Shop+LLC/data=!4m7!3m6!1s0x8722705c1d7a64d7:0xd73cb5cdfedd6ed7!8m2!3d35.2412054!4d-106.6822562!16s%2Fg%2F1ptz0lr0k!19sChIJ12R6HVxwIocR127d_s21PNc,El Patron Tire Shop LLC,4.4,370,Tire shop,"2700 Southern Blvd SE, Rio Rancho, NM 87124, United States","68R9+F3 Rio Rancho, New Mexico, USA",https://www.elpatrontireshop.com/,+1 505-804-8024,Opens soon · 9 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwero0OieOdMY62sPDkDZ9Iv9eqHUL-IAFs8kx4j9i0U6ORA3K5vUaius5Q6_tsE0qCkRCk9h50wTizJPQorRm6MgWVxSLHbCaE4cXbuyIZy-l-R_FGbbrLs_3s93XAaWDERYOHyB=w408-h725-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T14:59:29.255Z,· In-store shopping · Kerbside pickup,
https://www.google.com/maps/place/Browns+Automotive+Experts/data=!4m7!3m6!1s0x87227143630c9991:0x7badda11fc5407d7!8m2!3d35.2200486!4d-106.6776177!16s%2Fg%2F11h4lk79h8!19sChIJkZkMY0NxIocR1wdU_BHarXs,Browns Automotive Experts,4.6,567,Auto repair shop,"2203 Golf Course Rd NW, Rio Rancho, NM 87124, United States","68CC+2X Rio Rancho, New Mexico, USA",https://www.brownsautoexperts.com/,+1 505-891-7971,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer8I_nWe8fRw0kiWt1Z-DlJQvGScPW5TVfvsskXeUTvUeL-ghgpajDnqbBJSN4jvKQcC-6Mv_JA7b3nlr6-dqwyVz2Qvn-Nt3iKIuVPj4WLIGFIqTANotqmbaJqiLUvu2VUC2jr=w427-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T14:59:33.952Z,,LGBTQ+ friendly
"https://www.google.com/maps/place/Ignite+Auto,+LLC/data=!4m7!3m6!1s0x8722718dd5469bf3:0x899a1d39119343ab!8m2!3d35.2606763!4d-106.69732!16s%2Fg%2F11g4j459kh!19sChIJ85tG1Y1xIocRq0OTETkdmok","Ignite Auto, LLC",4.7,140,Auto repair shop,"138 Unser Blvd NE, Rio Rancho, NM 87124, United States","7863+73 Rio Rancho, New Mexico, USA",http://igniteautorepair.com/,+1 505-891-2243,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer3dzRA7H9Bs7DbmGEthybABF-QTRRXeAPHtNx4ebFlCkvBMh6G88hWVOJ3mvk-Ep5CalN8PR2wOewx6e_FFp6A3tLnJEENMrrrbVBA_ZG0S-XzYV8sa2X6pUvQQhR2oYLHaAT9Nw=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T14:59:38.545Z,,
https://www.google.com/maps/place/Christian+Brothers+Automotive+Rio+Rancho/data=!4m7!3m6!1s0x87227041a4e30fc9:0xeed45d6ec570056a!8m2!3d35.2411191!4d-106.6953204!16s%2Fg%2F11clgng8bk!19sChIJyQ_jpEFwIocRagVwxW5d1O4,Christian Brothers Automotive Rio Rancho,4.7,975,Auto repair shop,"2014 Southern Blvd SE, Rio Rancho, NM 87124, United States","68R3+CV Rio Rancho, New Mexico, USA",https://www.cbac.com/rio-rancho/?utm_source=GMB&utm_medium=organic&utm_campaign=rio-rancho&utm_content=website-cta,+1 505-392-2864,"Open · Closes 6 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerzLXCILEAEn1FGqDfMaBsEWBvdFdDxSCP9XGHfm13XY1jbMuuAOKTfpgBeq2QplxvEKbUVaZm4G99E9cl6EnunRoOXNre5uwKaP7f6ZecUSHR9RtkdmHkvYVgHIEFa8aIkjPhM=w408-h271-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T14:59:43.086Z,,Identifies as women-owned
https://www.google.com/maps/place/J%26S+Automotive/data=!4m7!3m6!1s0x872271d16bde4067:0x788c68e8264f8919!8m2!3d35.2408866!4d-106.6829528!16s%2Fg%2F11nxv8s2d1!19sChIJZ0Dea9FxIocRGYlPJuhojHg,J&S Automotive,4.9,95,Auto repair shop,"2612 Southern Blvd SE, Rio Rancho, NM 87124, United States","68R8+9R Rio Rancho, New Mexico, USA",https://www.jandsautoriorancho.com/,+1 505-384-6874,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo9vS8coJNSIjujw86XRYLEpKAcK5Vps36d2nOdk6lN002BJBYKikcctiuhMtxg1jM46_vY3xYHevkt4yN_Qh7P4l_xrMEqqjmsS_cwyc9d1cpbVO1Qgla7_9M7RbXpgYWMiWHqjhxLhd_Y=w408-h408-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T14:59:47.545Z,,
https://www.google.com/maps/place/MBS+Automotive+Service+%26+Repair/data=!4m7!3m6!1s0x87227111451b9189:0x757c371f86abff04!8m2!3d35.2117521!4d-106.658545!16s%2Fg%2F1tls393n!19sChIJiZEbRRFxIocRBP-rhh83fHU,MBS Automotive Service & Repair,4.9,219,Muffler shop,"2621 The American Rd SE, Rio Rancho, NM 87124, United States","686R+PH Rio Rancho, New Mexico, USA",https://mymbsauto.com/,+1 505-890-8595,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqifU0moxI6m8An4xG-qX5CJvuUAaxcJmk0Br6EnsDorFfsinfL0AGzHcUTotipcX7_rx_mP0PeQ1KtD73o_300YfL_3psuTbxx9AdEcgvhCceyEdrvSOYla6ryRZtHLBeiw2jm9w=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T14:59:51.876Z,,
https://www.google.com/maps/place/Everyday+Mechanic/data=!4m7!3m6!1s0x872271ae2a662c2f:0xb12080f979ecc6ed!8m2!3d35.2603436!4d-106.6325899!16s%2Fg%2F11vypcgc_w!19sChIJLyxmKq5xIocR7cbsefmAILE,Everyday Mechanic,5.0,53,Auto repair shop,"220 Enterprise Rd NE, Rio Rancho, NM 87124, United States","7968+4X Rio Rancho, New Mexico, USA",http://www.everydaymechanicllc.com/,+1 505-267-5135,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHmfVtos3iYsRSc8Dz39JNZuweUuzaVZrJEGefNbgIrNxcSnS9xHkUg5FrSQnbQ5okRqTMnBKGqShd8ZkPspxRxCOlcEc2KYGLNRCj_mFUQC9JDvlICy9c5ndu9-VhGpUjxkc0=w513-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T14:59:56.679Z,,
https://www.google.com/maps/place/Rio+Rancho+Imports/data=!4m7!3m6!1s0x8722705ebc527be1:0xfe890e425798ea89!8m2!3d35.2411111!4d-106.6811111!16s%2Fg%2F1tnpfx7p!19sChIJ4XtSvF5wIocRieqYV0IOif4,Rio Rancho Imports,4.6,200,Auto repair shop,"2712 Southern Blvd SE, Rio Rancho, NM 87124, United States","68R9+CH Rio Rancho, New Mexico, USA",http://rioranchoimportsinc.com/,+1 505-891-6168,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSSs8QUNLXanhw9CjSWk-EE_Ew752xFXHB9i04wd3mPx3xOi_qXmsqekcL82Bww_hngDpNCTM4aOTWm4XvZfjYtFvUxbSIrCSQXRadoqN7SEk81CvfmuJuDaapnJr71kkIOJY=w408-h305-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:01.134Z,,
https://www.google.com/maps/place/Jiffy+Lube+Multicare/data=!4m7!3m6!1s0x872270bf1c694455:0x8b7ef28323093168!8m2!3d35.254838!4d-106.646721!16s%2Fg%2F11_r2zlxb!19sChIJVURpHL9wIocRaDEJI4Pyfos,Jiffy Lube Multicare,4.7,1717,Oil change service,"241 NM-528, Rio Rancho, NM 87124, United States","7933+W8 Rio Rancho, New Mexico, USA",https://www.jiffylube.com/locations/nm/rio-rancho/3168,+1 505-891-4040,"Open · Closes 6 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqW6xKaHGBjzkkSn_5BmfEyL0QgbZV55_AQK7mjo9FgjKH-aAgloI3ZOhZbTegEBIdEZMaSJ2NPvSFzioPUtfx9VZBrT-OuUDdH-GL6NtGY4jetK86WaOJX5VKGjMznDz-Med4=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:05.433Z,,
https://www.google.com/maps/place/Southern+Boulevard+Automotive/data=!4m7!3m6!1s0x8722704305fdae5f:0x8da23b0b4ebc0b6b!8m2!3d35.2411429!4d-106.6905767!16s%2Fg%2F1v1kq9z3!19sChIJX679BUNwIocRawu8Tgs7oo0,Southern Boulevard Automotive,4.3,251,Auto repair shop,"2300 Southern Blvd SE, Rio Rancho, NM 87124, United States","68R5+FQ Rio Rancho, New Mexico, USA",https://www.southernblvdautomotive.com/,+1 505-892-2300,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepVsUgvHtqWAV-7vI-a6MIKjQBRsEqyd55ynp88VFN-hHOsAPIDSiPqejwlpk4ld1LgORZWV_VlDqvkIsTZzw2w9WNtQMV3NxSUDg7C_uqXAYd73k92GWKVIyZr2T80n3oCjsJP4w=w408-h544-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:09.874Z,,
https://www.google.com/maps/place/Jiffy+Lube+Multicare/data=!4m7!3m6!1s0x8722705ccbf20a01:0xef87557bae6fcd87!8m2!3d35.2411995!4d-106.6875747!16s%2Fg%2F1tflybqb!19sChIJAQryy1xwIocRh81vrntVh-8,Jiffy Lube Multicare,4.6,1817,Oil change service,"2414 Southern Blvd SE, Rio Rancho, NM 87124, United States","68R6+FX Rio Rancho, New Mexico, USA",https://www.jiffylube.com/locations/nm/rio-rancho/1937,+1 505-891-3500,"Open · Closes 6 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqwVqNGubH4UgUApLOHQX5BmFXobRQ3VA75Kpz14fQmlNZXuVL9Kr0eCXfGPAXdii5K1iSXDLP9YCGPjUEkQjnNA1Q8VgUM72sowumt8HsI-vdOMJO4TItRQdMdn1uPv_bUbLow=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:14.190Z,,
https://www.google.com/maps/place/Jiffy+Lube+Multicare/data=!4m7!3m6!1s0x8722711a92ac1467:0xaaef449b087db9c1!8m2!3d35.2173186!4d-106.6619937!16s%2Fg%2F1wh4g9nb!19sChIJZxSskhpxIocRwbl9CJtE76o,Jiffy Lube Multicare,4.5,1510,Oil change service,"2400 Rio Rancho Blvd SE, Rio Rancho, NM 87124, United States","688Q+W6 Rio Rancho, New Mexico, USA",https://www.jiffylube.com/locations/nm/rio-rancho/1736,+1 505-890-4320,"Open · Closes 6 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-cFc4d1UrDB6l2HCqxp8yziOSk5g7uABgNNpCb5JhrMiFMcpZtDtDxBZkQ4UBYNo_dwwON0PSy_NLNSWMvxRrC2glHEWs2AAWtzxr0tMwNoHrSyanpJNqSg1G1tKAaowxDKBr=w408-h296-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:18.480Z,,
https://www.google.com/maps/place/Dwain%27s+Automotive/data=!4m7!3m6!1s0x872270b1049b98b7:0x6675353b632b08bf!8m2!3d35.259444!4d-106.637103!16s%2Fg%2F1tglzftn!19sChIJt5ibBLFwIocRvwgrYzs1dWY,Dwain's Automotive,4.7,181,Auto repair shop,"124 Frontage Rd NE, Rio Rancho, NM 87124, United States","7957+Q5 Rio Rancho, New Mexico, USA",http://autorepairriorancho.com/,+1 505-892-3337,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerOkDCTKsKG2n_Rysv0Z83d9aRvzZ8CLEPIOYG8yR55I5Z2FbMs0qKRH4EoUMm7bLqPHRd26gIm47VwP6XeNCnLexUjQhJcD15u6cXUvd_uvycXGFbyZojQiE0TZCDl_UCKSweU=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:23.093Z,,
https://www.google.com/maps/place/Walmart+Auto+Care+Center/data=!4m7!3m6!1s0x8722706aa0c3532d:0x7ca4c0438bccd1e9!8m2!3d35.2431528!4d-106.7001531!16s%2Fg%2F11x9kchfx!19sChIJLVPDoGpwIocR6dHMi0PApHw,Walmart Auto Care Center,3.2,109,Oil change service,"901 Unser Blvd SE, Rio Rancho, NM 87124, United States","67VX+7W Rio Rancho, New Mexico, USA",https://www.walmart.com/store/3732-rio-rancho-nm/auto-care-center/?veh=seo_loc,+1 505-962-9243,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweogTUD6MTWc6IrK82Y5rnRv3231__yJelYzsQ7AC2wcex8PYshaj2AHckro5eiEGq8unMa672SNV_xFgMfUzWjkAnBrTluF_UFbROSV2QFI3cTj4b5h-BO4CC7L0FLZr3X5EvG1Ag=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:27.532Z,,
https://www.google.com/maps/place/Ford+Service+Department+-+Chalmers+Ford/data=!4m7!3m6!1s0x8722713024647fd7:0xae10fdabdf729e04!8m2!3d35.2156446!4d-106.6617661!16s%2Fg%2F11hzfxggmm!19sChIJ139kJDBxIocRBJ5y36v9EK4,Ford Service Department - Chalmers Ford,4.7,314,Auto repair shop,"2500 Rio Rancho Blvd SE, Rio Rancho, NM 87124, United States","688Q+77 Rio Rancho, New Mexico, USA",https://www.chalmersford.com/service-department?utm_source=google&utm_medium=organic&utm_campaign=gbp+service,+1 505-373-1727,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6vVlsItfhphFU9zrC7U9Fpw-7pDYKEm7tvo-MiFYvfLUl9gDaW0JxwYltFc8KBmNV8CLpDirCgJg65TmpnEyYr37RcDbRr0gm5oNWBn1bDPrH7REcIGd9sTVIZYvcVSRTJtpTuaVc0sA=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:31.883Z,,
https://www.google.com/maps/place/Wrench+Services+LLC./data=!4m7!3m6!1s0x8722719f76cd36ab:0x61d9b5e87ed155ca!8m2!3d35.2387494!4d-106.6564512!16s%2Fg%2F11xcn702qw!19sChIJqzbNdp9xIocRylXRfui12WE,Wrench Services LLC.,4.7,25,Auto repair shop,"Rio Rancho Blvd SE, Rio Rancho, NM 87124, United States","68QV+FC Rio Rancho, New Mexico, USA",,+1 270-772-3136,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUFeKy4lGxoLRdxxW9p89XRRXmK_RXKRwApEpWgQqzTJ6XQs8_ikKMbn56oYthF-rZHpIrzF-fJ0QroOaenU4dah6-_eo8zuLv-0iXS4tk5fS4O7dyHWp5dUe_frY9ZaWRdXAvrsuaOEQ=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:36.508Z,,
https://www.google.com/maps/place/Sonny%27s+Strait+A%27s+Automotive/data=!4m7!3m6!1s0x872270b2eb53ff37:0xb7e901d7bbd802ef!8m2!3d35.2620887!4d-106.6307983!16s%2Fg%2F1tl8l4__!19sChIJN_9T67JwIocR7wLYu9cB6bc,Sonny's Strait A's Automotive,4.9,81,Auto repair shop,"301 Industrial Park Loop NE, Rio Rancho, NM 87124, United States","7969+RM Rio Rancho, New Mexico, USA",,+1 505-892-5850,Open · Closes 12 pm · Reopens 1 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer965g4TX_FfLAMIHRYwmZG5tY0nJH75ON6rcuKK4yn100gAoAcQT_FUhVkR5xL2apwhDVIOh2sruX950ID1jiU6s9NU6JRQRTNJbL74zrv7uc2PpyDZbs-s4GM2j68QQ-fcwmc=w426-h240-k-no,false,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:40.830Z,,
https://www.google.com/maps/place/Mobile+Metric+Service/data=!4m7!3m6!1s0x872270bacc23f229:0xcf6e5fbdd6b5272!8m2!3d35.2615568!4d-106.6428653!16s%2Fg%2F1v9lc74s!19sChIJKfIjzLpwIocRclJr3fvl9gw,Mobile Metric Service,5.0,15,Auto repair shop,"4635 Sapphire Dr NE, Rio Rancho, NM 87124, United States","7964+JV Rio Rancho, New Mexico, USA",,+1 505-480-2288,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqzfOBLs7V4yPG1fmge3qBE102X1eSiX2T1lJmcSRYVVy7Q3_xnmTJrsVhv1GM1IEF6uHSj0_TvKJhjjbDwQCsGZZu7aciYA17Qq31p7ZBOCzgVbuUVCkgbMVwD_TYrvc6DYOWg=w480-h240-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:45.684Z,,
https://www.google.com/maps/place/Innovative+Auto+Solutions/data=!4m7!3m6!1s0x872270dd83e43f9b:0x483a37d735f9da4c!8m2!3d35.2363087!4d-106.6527322!16s%2Fg%2F11g69gk5zt!19sChIJmz_kg91wIocRTNr5Ndc3Okg,Innovative Auto Solutions,4.7,241,Car repair and maintenance service,"4135 Jackie Rd SE #101, Rio Rancho, NM 87124, United States","68PW+GW Rio Rancho, New Mexico, USA",https://www.autoautoshopriorancho.com/,+1 505-273-7313,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AHVAwequvPoTD8epjYBVALMRxqtPxijrAow5XIlV4wmEBIBW2GKXkWFykMIy-QM7C3IejFY35PFKAu8-7TzKLD_5BQ1aiV1NAZF1_el3LSVjMDUHuTSKJiEx_7qqcykdRbLnt2qbYnBPAw=w426-h240-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:50.350Z,,
https://www.google.com/maps/place/Big+Time+4X4+%26+Auto+Repair/data=!4m7!3m6!1s0x8722705c6b6bdca7:0x4021be2af817f88b!8m2!3d35.2412391!4d-106.683774!16s%2Fg%2F1hc935fl9!19sChIJp9xra1xwIocRi_gX-Cq-IUA,Big Time 4X4 & Auto Repair,3.6,68,Auto repair shop,"2604 Southern Blvd SE, Rio Rancho, NM 87124, United States","68R8+FF Rio Rancho, New Mexico, USA",https://www.facebook.com/pages/Big-Time-4x4-and-Auto-Repair/205570829483510,+1 505-891-8926,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzkwp5YQURC0HnSAK770D9ATJvcP2YDNsF8TLaB7k3KA4j0nWqMfwIcZwIsSm4criqVsmQe9Y84YBLXW9GBael2E-T-YS_4qRzNv8Otn_l68wtRlXQyIwcrLoAQWR4YxM85Rbq=w408-h294-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:54.867Z,,
https://www.google.com/maps/place/Car+Crafters/data=!4m7!3m6!1s0x872270b0c796ccab:0x1e2fbf02ea881d6!8m2!3d35.2577762!4d-106.6394145!16s%2Fg%2F11c1nr9_zb!19sChIJq8yWx7BwIocR1oGoLvD74gE,Car Crafters,4.5,166,Auto body shop,"108 Frontage Rd NE, Rio Rancho, NM 87124, United States","7956+46 Rio Rancho, New Mexico, USA",https://www.carcrafters.com/collision-repair-shop-rio-rancho/,+1 505-881-8884,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsTZN8iRwkxQy1z-tvoLjXu-rgNtCSvS_vHyxRod6boNocqZanwV8f8rfohsUjQ6MTpkNSOG6i9lKqlYWQpwq_14OMy0VGIhcXPFHbGf718PrVwORK0_2npUkLMJ5ip6DjDbWMvg=w408-h271-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:00:59.196Z,,
https://www.google.com/maps/place/Car+Crafters/data=!4m7!3m6!1s0x8722703f236a4385:0x52e2f8ea01bf1849!8m2!3d35.238514!4d-106.7021875!16s%2Fg%2F11c616b2_h!19sChIJhUNqIz9wIocRSRi_Aer44lI,Car Crafters,4.4,199,Auto body shop,"1251 Veranda Dr SE, Rio Rancho, NM 87124, United States","67QX+C4 Rio Rancho, New Mexico, USA",http://www.carcrafters.com/auto-body-repair-rio-rancho/,+1 505-881-8886,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqUxJKIZams65ObEWWMEF9HF-3bUgVb7LVdlZd3dJWj6pS1k6xXpfVyxhjBp6aw-RNhubzGb6myQiTTXoHw3f_NHJqwHxh70U8U8PWvwP-pukFKwaqnxPbXxfL9K8TGWw9p6cmf=w497-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Rio+Rancho+Albuquerque+NM/@35.2327544,-106.6630437,14z",2026-03-23T15:01:03.663Z,,
