placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,error
https://www.google.com/maps/place/UAB+Lot+4/data=!4m7!3m6!1s0x88891bf7236471c7:0xe6181d9f01b1b9af!8m2!3d33.5007234!4d-86.8179764!16s%2Fg%2F11c30s43zs!19sChIJx3FkI_cbiYgRr7mxAZ8dGOY,UAB Lot 4,3.3,16,Parking lot,"800-852 5th Ave S, Birmingham, AL 35233, United States","G52J+7R Birmingham, Alabama, USA",http://www.uab.edu/parking/parking,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9JDjILBeUXpwmIO8BIjnJLwMg_dTbTU9gWCViD87jb_9m9mXkfleSJ_RsgH_bwuTwh6B2YVClCBlnKrtAUoa0Mmw5zTJAUc0Hj2ykrBlGme28SNkAoYxIvTSsSfuVVkZ-OQ3q=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:02.482Z,,,,,,,,,,
https://www.google.com/maps/place/4th+Avenue+Parking+Deck/data=!4m7!3m6!1s0x88891beae46b1543:0xd1e191d18ef2366e!8m2!3d33.5078978!4d-86.8042026!16s%2Fg%2F11f_p32bq9!19sChIJQxVr5OobiYgRbjbyjtGR4dE,4th Avenue Parking Deck,3.9,246,Parking lot,"401S 18th St S, Birmingham, AL 35233, United States","G55W+58 Birmingham, Alabama, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzzNsFJmv2kE7Y-IS4aFaEfH8I6yED8taTMFlFl3f-_2zbU6S3YhU55zkfZuHsLgaikYjYkgamf8Ud4lL-WT2VZMLxp33FAalEtatCiKPhk3QehousulSOo73LGkzpANlPH3TCW3A=w493-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:05.077Z,,,,,,,,,,
https://www.google.com/maps/place/UAB+Parking+and+Transportation+Services/data=!4m7!3m6!1s0x88891b6ea21756b3:0xb5c9687a036d50f5!8m2!3d33.498023!4d-86.817766!16s%2Fg%2F11rk65q6xz!19sChIJs1YXom4biYgR9VBtA3poybU,UAB Parking and Transportation Services,2.2,26,University,"608 8th St S, Birmingham, AL 35233, United States","F5XJ+6V Birmingham, Alabama, USA",https://www.uab.edu/transportation/,+1 205-934-3513,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsUmLVkWyWCiZw5Y4NsKIMoyHRHjBtM2C7JgRB_ls_xowAoVlh1xywRwLSYFh5UCFSuej0VU0maUT9IHWgDkB0JAk1TwHgz1VQAL3d2AVgJzK_3rmUHDm-YayYvdu4W0z7OHmr=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:09.598Z,,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,,
https://www.google.com/maps/place/Avia+Parking/data=!4m7!3m6!1s0x88891bdac09aaaab:0x28f66f11373bf54c!8m2!3d33.4966908!4d-86.7931956!16s%2Fg%2F11g0k2029q!19sChIJq6qawNobiYgRTPU7NxFv9ig,Avia Parking,,,Transportation service,"1516 20th St S, Birmingham, AL 35205, United States","F6W4+MP Birmingham, Alabama, USA",,+1 205-564-2710,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kFQF7_DfBG7P578MiJ9TEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.66354&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:12.201Z,,,,,,,,,,
https://www.google.com/maps/place/Aloft+Birmingham+Soho+Square/data=!4m10!3m9!1s0x8889197ba12860e9:0x31c3d6f96d9dfb3b!5m2!4m1!1i2!8m2!3d33.4793894!4d-86.7891827!16s%2Fg%2F1tfqgktb!19sChIJ6WAooXsZiYgRO_udbfnWwzE,Aloft Birmingham Soho Square,4.1,701,,"1903 29th Ave S, Homewood, AL 35209, United States","F6H6+Q8 Homewood, Alabama, USA",https://www.marriott.com/en-us/hotels/bhmal-aloft-birmingham-soho-square/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 205-874-8055,,https://lh3.googleusercontent.com/p/AF1QipOdLMT39---ejbwmGOpHHVw0YZEXVLxXdVccQRD=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:15.152Z,,,,,,,,,,
https://www.google.com/maps/place/The+Kirklin+Clinic+Patient+Parking/data=!4m7!3m6!1s0x88891b964b0568e7:0xa123e708254ef698!8m2!3d33.5080583!4d-86.7991428!16s%2Fg%2F11kq5rfkv6!19sChIJ52gFS5YbiYgRmPZOJQjnI6E,The Kirklin Clinic Patient Parking,4.2,127,Parking garage,"2100 6th Ave S, Birmingham, AL 35233, United States","G652+68 Birmingham, Alabama, USA",https://www.uabmedicine.org/plan-your-visit/your-clinic-visit/where-do-i-park-for-my-visit-to-the-kirklin-clinic-of-uab-hospital/,+1 205-996-7546,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V9obJVS_ae467VtfesRrqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.7442&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:17.941Z,,,,,,,,,,
https://www.google.com/maps/place/5th+avenue+parking+Deck+UAB/data=!4m7!3m6!1s0x88891bea9860e98d:0x51f2a6bd4eeadde5!8m2!3d33.507943!4d-86.8022828!16s%2Fg%2F11dxqcy7qy!19sChIJjelgmOobiYgR5d3qTr2m8lE,5th avenue parking Deck UAB,4.1,37,Parking garage,"1900-1968 5th Ave S, Birmingham, AL 35233, United States","G55X+53 Birmingham, Alabama, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwq-5Hh2WEqy6tpwHwpTklCUxAOae9yqb7ZNI3Dz5C2SjUrUxXcyOWLdtX49a7ue_7m10nIO2CyyIWpIgxyF1_XVuLwMO491a9tpmW1_8EoqeBvisLmuAxBWi--_wPbEoqFIJc=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:20.364Z,,,,,,,,,,
"https://www.google.com/maps/place/Grand+Bohemian+Mountain+Brook,+Autograph+Collection/data=!4m10!3m9!1s0x88891a29b5293411:0xb284711f0721eaa1!5m2!4m1!1i2!8m2!3d33.4877821!4d-86.7740589!16s%2Fg%2F11b6xm6hw0!19sChIJETQptSkaiYgRoeohBx9xhLI","Grand Bohemian Mountain Brook, Autograph Collection",4.5,1101,,"2655 Lane Park Rd, Birmingham, AL 35223, United States","F6QG+49 Birmingham, Alabama, USA",https://www.marriott.com/en-us/hotels/bhmag-grand-bohemian-mountain-brook-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 205-414-0505,,https://lh3.googleusercontent.com/p/AF1QipP_jlgRGUJCk2UKvwnX2vABH7adV1F7NkUNeg47=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:22.909Z,,,,,,,,,,
https://www.google.com/maps/place/Red+Mountain+theater+parking/data=!4m7!3m6!1s0x88891b3e07de1a1b:0x23ce785297531afd!8m2!3d33.5078698!4d-86.80639!16s%2Fg%2F11pzgykts0!19sChIJGxreBz4biYgR_RpTl1J4ziM,Red Mountain theater parking,5.0,2,Parking lot,"1701 3rd Ave S, Birmingham, AL 35233, United States","G55V+4C Birmingham, Alabama, USA",https://redmountaintheatre.org/parking-directions/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y1YjhTTWDZQQt4pw_0Qatg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.74599&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:25.268Z,,,,,,,,,,
https://www.google.com/maps/place/HPM/data=!4m7!3m6!1s0x888919983a6eedf5:0xb5e335092ccaec9e!8m2!3d33.466113!4d-86.7722944!16s%2Fg%2F1264jd657!19sChIJ9e1uOpgZiYgRnuzKLAk147U,HPM,5.0,1,Business to business service,"2 Metroplex Dr Suite 300, Birmingham, AL 35209, United States","F68H+C3 Birmingham, Alabama, USA",http://www.hpmleadership.com/,+1 205-423-3500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNy5rysIaqm9deyRRJ510kDtUKDoasPf01-Vypd=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:29.870Z,,7 am–5 pm,7 am–5 pm,7 am–5 pm,7–11 am,Closed,Closed,7 am–5 pm,,
https://www.google.com/maps/place/The+Park+at+Buckingham/data=!4m7!3m6!1s0x88891ec7649ab389:0x7c654aff7d9465aa!8m2!3d33.4638693!4d-86.8358891!16s%2Fg%2F11bc7q970t!19sChIJibOaZMceiYgRqmWUff9KZXw,The Park at Buckingham,2.5,165,Apartment complex,"114 Aspen Cir, Homewood, AL 35209, United States","F577+GJ Homewood, Alabama, USA",,+1 205-942-2062,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM4FlOHU8DKC5G3ccgYKhmdb5TT_CvIYwTa9Oay=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:34.721Z,,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,10 am–2 pm,Closed,8:30 am–5 pm,· Dogs allowed,
https://www.google.com/maps/place/Bham+Eat+Drink+Ride+Party+Bus+Food+Tour/data=!4m7!3m6!1s0x88891933bc9a76c3:0x3b99b8dd49c69a60!8m2!3d33.4484009!4d-86.8255948!16s%2Fg%2F11glyb0hbb!19sChIJw3aavDMZiYgRYJrGSd24mTs,Bham Eat Drink Ride Party Bus Food Tour,4.7,102,Tour agency,"Milo’s, 208 State Farm Pkwy, Birmingham, AL 35209, United States","C5XF+9Q Birmingham, Alabama, USA",https://comediennejoy.com/,+1 205-482-6999,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipNXhUVfqrfVM483dhJvhx_fN8Y1IDUf7fjpg4s3=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:39.535Z,,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,Closed,Closed,,
https://www.google.com/maps/place/5224+Messer+Airport+Hwy+Parking/data=!4m7!3m6!1s0x88891a941210d359:0x9c3ed7a4ddc8b084!8m2!3d33.5480721!4d-86.7577123!16s%2Fg%2F11gd67_66b!19sChIJWdMQEpQaiYgRhLDI3aTXPpw,5224 Messer Airport Hwy Parking,1.0,1,Parking lot,"5169 15th Ave N, Birmingham, AL 35212, United States","G6XR+6W Birmingham, Alabama, USA",,+1 561-601-8644,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dgPUBqp-ffz_qtH4f-pD7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.69366&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:41.947Z,,,,,,,,,,
https://www.google.com/maps/place/BPA+Deck+3/data=!4m7!3m6!1s0x88891b9128ffb8ab:0xf77fc43dc5a12127!8m2!3d33.5176307!4d-86.8074549!16s%2Fg%2F11g8vx0415!19sChIJq7j_KJEbiYgRJyGhxT3Ef_c,BPA Deck 3,4.6,14,Parking garage,"401 20th St N, Birmingham, AL 35203, United States","G59V+32 Birmingham, Alabama, USA",http://www.bhamparking.com/parking_lots/deck-3/,+1 205-321-7050,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytkHhGN6L52Bn6956kTFgKITFu7N1CkT4B9nM6J9fenZ3llbioclAwZKdbM8y_2PDr0EaXQ52pCY6KMHVkirePt8_bmk8lnr_ev5d5ydrCqseLCw7atTGFH8YAmf0PKmXUkcwg=w408-h307-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:44.528Z,,,,,,,,,,
https://www.google.com/maps/place/Park+Rite/data=!4m7!3m6!1s0x88891b9112a54e65:0x81b8be0476c85370!8m2!3d33.5164702!4d-86.8085306!16s%2Fg%2F1tt0rx3f!19sChIJZU6lEpEbiYgRcFPIdgS-uIE,Park Rite,3.5,11,Parking garage,"1901 4th Ave N, Birmingham, AL 35203, United States","G58R+HH Birmingham, Alabama, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzRwJWM_qHIQdcrG0inMV3S1cvG2tvflfJo6fY86KGRJHK0tYTqNugFU2OrYvi1YQYq-6Vtl-7G8YZwsLw3jgOyZybzwZrwFvccmttHE30xKo4hz_DzvPYrKmGMQKXyoTvFlmLhsA=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Homewood+Birmingham+AL/@33.4717732,-86.8008228,14z",2025-10-28T18:33:47.146Z,,,,,,,,,,
https://www.google.com/maps/place/Premium+Parking+-+P3806/data=!4m7!3m6!1s0x88891ba7b041506f:0xc2a5f1b589066933!8m2!3d33.5141793!4d-86.8047389!16s%2Fg%2F11lfqkbz6m!19sChIJb1BBsKcbiYgRM2kGibXxpcI,Premium Parking - P3806,1.0,1,Parking garage,"2015 Morris Ave, Birmingham, AL 35203, United States","G57W+M4 Birmingham, Alabama, USA",https://www.premiumparking.com/p3806,+1 844-236-2011,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ig-MYlNs00ujXw-8y8-_bQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=325.1962&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:01.730Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Hampton+Inn+Birmingham%2FMountain+Brook/data=!4m10!3m9!1s0x888919842c1f2fa5:0x8bbac19e4c31ab3f!5m2!4m1!1i2!8m2!3d33.4807108!4d-86.7737786!16s%2Fg%2F1tkc7fwt!19sChIJpS8fLIQZiYgRP6sxTJ7Buos,Hampton Inn Birmingham/Mountain Brook,3.5,828,,"2731 US-280, Birmingham, AL 35223, United States","F6JG+7F Birmingham, Alabama, USA",https://www.hilton.com/en/hotels/bhmmbhx-hampton-birmingham-mountain-brook/?SEO_id=GMB-AMER-HX-BHMMBHX&y_source=1_MjA4MzQxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 205-870-7822,,https://lh3.googleusercontent.com/p/AF1QipPsnnGMKCfOR-CFGslqyxUSrjqhwsGW0ZiSxUVs=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:04.611Z,,,,,,,,,,
https://www.google.com/maps/place/Champion+Cleaners/data=!4m7!3m6!1s0x88891bd1d9cf7737:0xc7de048abc98cf12!8m2!3d33.501608!4d-86.75516!16s%2Fg%2F11h88zg6dr!19sChIJN3fP2dEbiYgREs-YvIoE3sc,Champion Cleaners,4.9,167,Dry cleaner,"42 Church St, Mountain Brook, AL 35213, United States","G62V+JW Mountain Brook, Alabama, USA",http://www.championcleaners.com/,+1 205-871-2962,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=USzDbr-wMtb1tYGtVvZGWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.60373&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:09.013Z,,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,9 am–12 pm,Closed,7 am–5 pm,,
https://www.google.com/maps/place/Hotel+Indigo+Birmingham+Five+Points+S+-+Uab+by+IHG/data=!4m10!3m9!1s0x88891b030dd85a5b:0x8d1a9ee277d75097!5m2!4m1!1i2!8m2!3d33.5012861!4d-86.7964675!16s%2Fg%2F11f60hz_rg!19sChIJW1rYDQMbiYgRl1DXd-KeGo0,Hotel Indigo Birmingham Five Points S - Uab by IHG,3.5,617,,"1023 20th St S, Birmingham, AL 35205, United States","G623+GC Birmingham, Alabama, USA",https://www.ihg.com/hotelindigo/hotels/us/en/birmingham/bhmid/hoteldetail?cm_mmc=GoogleMaps-_-IN-_-US-_-BHMID,+1 205-933-9555,,https://lh3.googleusercontent.com/p/AF1QipMvSfKuu8CU2OUkNPUn7OvRqOb46v1snpEGKXKc=w433-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:11.697Z,,,,,,,,,,
https://www.google.com/maps/place/Park+35+on+Clairmont+Apartments/data=!4m7!3m6!1s0x88891a4bf05a6b11:0xab6935c693944859!8m2!3d33.5136541!4d-86.7783938!16s%2Fg%2F11cr_q06d3!19sChIJEWta8EsaiYgRWUiUk8Y1aas,Park 35 on Clairmont Apartments,4.7,116,Apartment complex,"3500 Clairmont Ave 146 #146, Birmingham, AL 35222, United States","G67C+FJ Birmingham, Alabama, USA",https://www.park35onclairmont.com/?switch_cls[id]=97692,+1 205-270-5882,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipOPyDdpjhzEoiN8mVbzsKZ6_-phfoPp3GQW_-QF=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:16.150Z,,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,10 am–5 pm,Closed,9:30 am–5:30 pm,· Dogs allowed,
https://www.google.com/maps/place/Automatic+Seafood+and+Oysters/data=!4m7!3m6!1s0x88891b5b5568ef1d:0xae7b388205c3dae0!8m2!3d33.514078!4d-86.7894927!16s%2Fg%2F11f62cfmp0!19sChIJHe9oVVsbiYgR4NrDBYI4e64,Automatic Seafood and Oysters,4.6,1111,Restaurant,"2824 5th Ave S, Birmingham, AL 35233, United States","G676+J6 Birmingham, Alabama, USA",http://www.automaticseafood.com/,+1 205-580-1600,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4A8j4Rq70CHoBtQj6NHua3GFTxGaq4bepWG3bH_oMNAMe1e4_OYbMXYmhOvKWJZaqrwhWQcTr2WmatZ1xGvnQCs-cIseQQpcJKuEVqCgpriBNoc0f9Be4_FJbKhzUtAOiWyyH6wwZ6CD_=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:21.079Z,,,,,,,,,"Restaurant serving seafood, steak & cocktails in a chic, relaxed space with patio seating. · Dine-in · Takeaway · Delivery",
https://www.google.com/maps/place/Axel+Row/data=!4m7!3m6!1s0x88891bb994734a93:0xe784171380a856a2!8m2!3d33.5244921!4d-86.7717553!16s%2Fg%2F11rhw8w2ns!19sChIJk0pzlLkbiYgRolaogBMXhOc,Axel Row,4.2,52,Apartment rental agency,"4211 3rd Ave S Suite 100, Birmingham, AL 35222, United States","G6FH+Q7 Birmingham, Alabama, USA",http://www.axelrowapartments.com/,+1 205-557-8142,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipOnSuTYOP2HPNH35sPq_BX1Zn0J-m4zJ8oblBFv=w408-h271-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:25.828Z,,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,,
https://www.google.com/maps/place/The+Moretti/data=!4m7!3m6!1s0x88891bd899666b69:0xc87e64047fe9e85c!8m2!3d33.4870147!4d-86.7954254!16s%2Fg%2F11b6t7xzqd!19sChIJaWtmmdgbiYgRXOjpfwRkfsg,The Moretti,4.6,75,Apartment complex,"101 Moretti Cir, Birmingham, AL 35209, United States","F6P3+RR Birmingham, Alabama, USA",https://www.liveatmoretti.com/,+1 205-720-0101,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipPdaSetktK5aU6jxm-vsE0S3X19JB7OC55X4Q0z=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:30.215Z,,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–3 pm,Closed,Closed,8:30 am–5:30 pm,· Dogs allowed,
https://www.google.com/maps/place/Courtyard+by+Marriott+Birmingham+Downtown+at+UAB/data=!4m10!3m9!1s0x88891beafa368f0f:0xc74c494e37b0b840!5m2!4m1!1i2!8m2!3d33.5075921!4d-86.8033351!16s%2Fm%2F0ztl3dx!19sChIJD482-uobiYgRQLiwN05JTMc,Courtyard by Marriott Birmingham Downtown at UAB,4.2,887,,"1820 5th Ave S, Birmingham, AL 35233, United States","G55W+2M Birmingham, Alabama, USA",https://www.marriott.com/en-us/hotels/bhmdw-courtyard-birmingham-downtown-at-uab/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 205-254-0004,,https://lh3.googleusercontent.com/p/AF1QipOxvkpBTsQnRFOABUuPIBTiizU6EX7ss-kY0rnG=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:33.011Z,,,,,,,,,,
"https://www.google.com/maps/place/Elyton+Hotel,+Autograph+Collection/data=!4m10!3m9!1s0x88891b941956c18b:0x1e263532d5903e22!5m2!4m1!1i2!8m2!3d33.5145724!4d-86.8060255!16s%2Fg%2F11c30xj8zx!19sChIJi8FWGZQbiYgRIj6Q1TI1Jh4","Elyton Hotel, Autograph Collection",4.5,981,,"1928 1st Ave N, Birmingham, AL 35203, United States","G57V+RH Birmingham, Alabama, USA",https://www.marriott.com/en-us/hotels/bhmak-elyton-hotel-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 205-731-3600,,https://lh3.googleusercontent.com/p/AF1QipOZTVlxnlm5k0JPtC4PQ0TpTMaAYHC3BNdgZny8=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:35.813Z,,,,,,,,,,
https://www.google.com/maps/place/Mountain+Brook+Smiles/data=!4m7!3m6!1s0x88891985aa2e65bf:0x5cf2eb79f517525f!8m2!3d33.4772188!4d-86.7749052!16s%2Fg%2F1w6r9140!19sChIJv2UuqoUZiYgRX1IX9Xnr8lw,Mountain Brook Smiles,5.0,275,Dentist,"120 Office Park Dr Suite 240, Birmingham, AL 35223, United States","F6GG+V2 Birmingham, Alabama, USA",http://www.mountainbrooksmiles.com/,+1 205-423-9140,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOW6Dg8ylCv7LFC-d7dMlSGgEcsuwZHK9fDeqNz=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:40.463Z,,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,,
https://www.google.com/maps/place/Birmingham+Parking+Authority/data=!4m7!3m6!1s0x8889105389fa2cc5:0xe403cd8ce95bf106!8m2!3d33.5350556!4d-86.7047905!16s%2Fg%2F1tdn08gr!19sChIJxSz6iVMQiYgRBvFb6YzNA-Q,Birmingham Parking Authority,,,City government office,"1912 5th Ave S, Irondale, AL 35210, United States","G7PW+23 Irondale, Alabama, USA",,+1 205-254-2030,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5MyFhBQUzX4Qn7A5TTC0Mg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.2837896&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mountain+Brook+Birmingham+AL/@33.5009384,-86.7522107,14z",2025-10-28T18:34:42.806Z,,,,,,,,,,
