placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned,info,error
"https://www.google.com/maps/place/Future+Pools,+LLC/data=!4m7!3m6!1s0x69911ac33c230a6f:0x3b654177da04676c!8m2!3d38.6890618!4d-85.045255!16s%2Fg%2F11tt7y9p1y!19sChIJbwojPMMakWkRbGcE2ndBZTs","Future Pools, LLC",3.4,7,Swimming pool repair service,,,,+1 859-878-7536,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNbQ5gi8zwuDCkERmNWWmJbWhzZwcLfRvYfBccZ=w408-h544-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:12.557Z,,,,
https://www.google.com/maps/place/ABC+pools./data=!4m7!3m6!1s0x88405bd034226173:0x1da497f2b99ceefc!8m2!3d39.3905186!4d-84.3879404!16s%2Fg%2F11flxgmg4q!19sChIJc2EiNNBbQIgR_O6cufKXpB0,ABC pools.,5.0,8,Swimming pool contractor,"6990 Princeton Rd, Liberty Township, OH 45044, United States","9JR6+6R Bethany, Ohio, USA",,+1 513-300-0769,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1kzSKg5cMVpYQLVHe0H2eUoj7Zo7kwePvZcvPWG5_FujdGRf5KOFKmRPAOgVPOPvb-Ru4f5ah24OnyZzjEBo7BxNDKR7l8A-bXsyrH7Ll6f0XYyqRXzaMstnXMJjOPmV1LGcT=w408-h544-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:17.971Z,,,,
https://www.google.com/maps/place/Leslie%27s+Pool+Supplies/data=!4m7!3m6!1s0x884053a2f30e07cd:0x83b933caf83726bf!8m2!3d39.235031!4d-84.377098!16s%2Fg%2F1tht23pm!19sChIJzQcO86JTQIgRvyY3-MozuYM,Leslie's Pool Supplies,4.0,59,Swimming pool supply store,"9721 Kenwood Rd, Cincinnati, OH 45242, United States","6JPF+25 Cincinnati, Ohio, USA",https://lesliespool.com/location/cincinnati-ohio-cincinnati-80.html?utm_source=gmb&utm_medium=organic&utm_campaign=store_80,+1 513-791-2275,"Open ⋅ Closes 6 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8Z-oL7buNtcCn_nhJbaFmdnVMGUb_hxsFxKArtFOgGV2KLAQGEwFcznd9TyKKggI5sK2D-t2I4cP4ilwRO5czABxFu3mGnhI7e8pIJLFe0yIP1w9nG-DChsfbskByvzlgDSSx=w408-h343-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:22.901Z,"Chain providing a full range of swimming pool equipment, chemicals & accessories, plus water toys. · In-store shopping · Kerbside pickup",,LGBTQ+ friendly,
https://www.google.com/maps/place/Holiday+Inn+Cincinnati-Riverfront+by+IHG/data=!4m10!3m9!1s0x8841b1357a9edbe1:0xca732b49843829eb!5m2!4m1!1i2!8m2!3d39.088183!4d-84.5207143!16s%2Fg%2F1tcyshxx!19sChIJ4dueejWxQYgR6yk4hEkrc8o,Holiday Inn Cincinnati-Riverfront by IHG,3.8,1358,,"600 W 3rd St, Covington, KY 41011, United States","3FQH+7P Covington, Kentucky, USA",https://www.ihg.com/holidayinn/hotels/us/en/covington/cvgrf/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-US-_-CVGRF,+1 859-291-4300,,https://lh3.googleusercontent.com/p/AF1QipPTNJSA4IbANG82iJNWtPxvcqVZZmJRu7d2B14d=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:26.125Z,,,,
https://www.google.com/maps/place/Leslie%27s+Pool+Supplies/data=!4m7!3m6!1s0x88404a700ef40381:0x2eb47ed96480960a!8m2!3d39.2497595!4d-84.5966567!16s%2Fg%2F1tj4c4vz!19sChIJgQP0DnBKQIgRCpaAZNl-tC4,Leslie's Pool Supplies,3.9,70,Swimming pool supply store,"9796 Colerain Ave, Cincinnati, OH 45251, United States","6CX3+W8 Cincinnati, Ohio, USA",https://lesliespool.com/location/cincinnati-ohio-colerain-276.html?utm_source=gmb&utm_medium=organic&utm_campaign=store_276,+1 513-741-0711,"Open ⋅ Closes 6 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwi7tDxiriTfvYK_0e6hJi7J_-cvG7ITWI59vv2jKca4Ev3yCaKamOKELysKhmn0gaLXbGeuZIIXhJ11cxhMC6mbW80DlRCZ3EMfqtN0iv_-iDELC8DEMaAFQZS42jQA5ZIf5GB=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:31.162Z,"Chain providing a full range of swimming pool equipment, chemicals & accessories, plus water toys. · In-store shopping · Kerbside pickup · Delivery",,LGBTQ+ friendly,
https://www.google.com/maps/place/Radisson+Hotel+Cincinnati+Riverfront/data=!4m10!3m9!1s0x8841b134d6bef459:0x54aedd8e59f2311c!5m2!4m1!1i2!8m2!3d39.0857434!4d-84.5218375!16s%2Fg%2F1tdj4x1q!19sChIJWfS-1jSxQYgRHDHyWY7drlQ,Radisson Hotel Cincinnati Riverfront,3.8,3858,,"668 W 5th St, Covington, KY 41011, United States","3FPH+77 Covington, Kentucky, USA",https://www.choicehotels.com/kentucky/covington/radisson-hotels/ky029?mc=llgoxxpx,+1 859-777-0008,,https://lh3.googleusercontent.com/p/AF1QipNGtxcqgAG-KcwDTIuuNtTMcCBa03O5NtxduowA=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:34.635Z,,,,
https://www.google.com/maps/place/Jack%27s+Glass/data=!4m7!3m6!1s0x8841b13674181fc1:0xb3798a70ea17f9a0!8m2!3d39.0861529!4d-84.51687!16s%2Fg%2F1vcq889k!19sChIJwR8YdDaxQYgRoPkX6nCKebM,Jack's Glass,4.6,142,Auto glass shop,"319 W 4th St, Covington, KY 41011, United States","3FPM+F7 Covington, Kentucky, USA",http://jacksglassshop.com/,+1 859-291-1661,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyPtTCI69Gbg2YQ0YzyKk6jYuB_ID4cVPE6OY4Q15JyiD3G2f5t35ovbdYJnA0xd-o2sx-zYc9TUSKtYLMb2pVUsNPxTKHf1rT-4rMoT0jZtr0cy8nGHE4icYrG92vmH6mZNesSbIqdI8nd=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:39.876Z,,,,
https://www.google.com/maps/place/CB+Prime+Distribution/data=!4m7!3m6!1s0x8841b1ef7509fdbf:0x2be903e561962b28!8m2!3d39.0828361!4d-84.5133739!16s%2Fg%2F11ksbbmm8d!19sChIJv_0Jde-xQYgRKCuWYeUD6Ss,CB Prime Distribution,4.0,4,Billiards supply store,"200 W Pike St # 200, Covington, KY 41011, United States","3FMP+4M Covington, Kentucky, USA",https://www.cbprimeusa.com/,+1 859-957-9965,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-eQoI1vnt55AOWI4SXDKrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.46101&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:45.208Z,,,,
https://www.google.com/maps/place/Spangler+Pools/data=!4m7!3m6!1s0x8841a458d9aae0bf:0x26103d92d02301cf!8m2!3d38.9638603!4d-84.3933282!16s%2Fg%2F1tgk19pp!19sChIJv-Cq2VikQYgRzwEj0JI9ECY,Spangler Pools,3.8,9,Swimming pool contractor,"8021 Alexandria Pike Suite C, Alexandria, KY 41001, United States","XJ74+GM Alexandria, Kentucky, USA",https://spanglerpools.com/,+1 859-635-9202,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=akY7Rwd2qHvQ0Pdc89c6Pg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.77875&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:48.621Z,,,,
https://www.google.com/maps/place/Holiday+Inn+Express+%26+Suites+Cincinnati+Riverfront+by+IHG/data=!4m10!3m9!1s0x8841b73ac017ed9f:0x326ea5cad949f72e!5m2!4m1!1i2!8m2!3d39.0882641!4d-84.5244717!16s%2Fg%2F11lsgq19p7!19sChIJn-0XwDq3QYgRLvdJ2cqlbjI,Holiday Inn Express & Suites Cincinnati Riverfront by IHG,4.3,466,,"200 Crescent Ave, Covington, KY 41011, United States","3FQG+86 Covington, Kentucky, USA",https://www.ihg.com/holidayinnexpress/hotels/us/en/covington/cvgke/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-CVGKE,+1 859-581-7800,,https://lh3.googleusercontent.com/p/AF1QipMRDmilBgZs7ZasA9gJZ4TYaEg7r6UTaga1HRcQ=w408-h305-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:52.134Z,,,,
https://www.google.com/maps/place/Passion+Pools/data=!4m7!3m6!1s0x6b13915065b75f15:0xa2beee7feb7a4b2c!8m2!3d38.8290885!4d-84.5878206!16s%2Fg%2F11ldsxz0w7!19sChIJFV-3ZVCRE2sRLEt663_uvqI,Passion Pools,5.0,29,Swimming pool contractor,"14194 Dixie Hwy, Crittenden, KY 41030, United States","RCH6+JV Crittenden, Kentucky, USA",https://passionpools.com/,+1 859-279-1010,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOFlE9UkWaYd2kx8jl9JzAtEegsa2QjDPOx61Vd=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:45:57.130Z,,,,
https://www.google.com/maps/place/The+Westin+Cincinnati/data=!4m10!3m9!1s0x8841b15089ec0f35:0x92056bab1d9cd08e!5m2!4m1!1i2!8m2!3d39.10101!4d-84.5121166!16s%2Fg%2F1thghqdv!19sChIJNQ_siVCxQYgRjtCcHatrBZI,The Westin Cincinnati,4.1,3077,,"21 E 5th St, Cincinnati, OH 45202, United States","4F2Q+C5 Cincinnati, Ohio, USA",https://www.marriott.com/en-us/hotels/cvgwi-the-westin-cincinnati/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+1 513-621-7700,,https://lh3.googleusercontent.com/p/AF1QipOgtflGcm5E6PSc9sP8vutprIdDc-JZTpBgrVke=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:46:00.829Z,,,,
https://www.google.com/maps/place/Premier+Pools+%26+Spas/data=!4m7!3m6!1s0x8840ff38f41e580f:0x79d0c032472e53f2!8m2!3d39.2178676!4d-84.1948202!16s%2Fg%2F11ll_lp7s2!19sChIJD1ge9Dj_QIgR8lMuRzLA0Hk,Premier Pools & Spas,4.4,23,Swimming pool contractor,"1541 State Rte 28, Loveland, OH 45140, United States","6R94+43 Loveland, Ohio, USA",https://premierpoolsandspas.com/pool-builders/ohio/cincinnati/,+1 513-416-4533,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNR3zZ7NoxgVqyMFDVN218EjrscNYPAAjKPszB3=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:46:06.678Z,,,,
https://www.google.com/maps/place/LK+Concrete/data=!4m7!3m6!1s0x8841b1c67fc1a6cb:0xbc53b9ef5645c6da!8m2!3d39.0573698!4d-84.5164767!16s%2Fg%2F11f6mppm6t!19sChIJy6bBf8axQYgR2sZFVu-5U7w,LK Concrete,4.5,59,Concrete contractor,"711 Monte Ln, Covington, KY 41011, United States","3F4M+WC Covington, Kentucky, USA",http://lkconcreteservices.com/,+1 859-916-9454,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPIFCKJvqxes58s3ucS5WBrfzDmCZ-nien3CSDg=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Covington+Cincinatti+OH/@39.0836712,-84.5085536,14z",2025-10-27T17:46:12.423Z,,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Newport+Cincinatti+OH/@39.091449,-84.4957757,14z",2025-10-27T17:46:36.954Z,,,,No new results found
https://www.google.com/maps/place/Paradise+Pool+Services/data=!4m7!3m6!1s0x88404655a1042879:0xd1cdca23e1c061a9!8m2!3d39.3994498!4d-84.5613794!16s%2Fg%2F1tkq_yqr!19sChIJeSgEoVVGQIgRqWHA4SPKzdE,Paradise Pool Services,1.0,1,Swimming pool contractor,"Hamilton, OH 45013, United States","9CXQ+QC Hamilton, Ohio, USA",,+1 513-285-7426,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rwh2PpCGEsJYHVl7C4LBiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=186.98157&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Hamilton+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-27T17:46:51.536Z,,,,
https://www.google.com/maps/place/Poolman+Services/data=!4m7!3m6!1s0x88404708a6be737f:0x17e3a9aae041470a!8m2!3d39.4059676!4d-84.5748124!16s%2Fg%2F1tfgdxsq!19sChIJf3O-pghHQIgRCkdB4Kqp4xc,Poolman Services,3.5,6,Swimming pool contractor,"627 Ross Ave, Hamilton, OH 45013, United States","CC4G+93 Hamilton, Ohio, USA",https://www.aquaticsconnect.com/hamilton/services-vendors/poolman-services,+1 513-856-8686,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0pvtWE7MMsZyYQdd-TZ_6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.26466&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Hamilton+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-27T17:46:56.806Z,,,,
https://www.google.com/maps/place/Shamrock+Enterprises/data=!4m7!3m6!1s0x88403146667592a5:0x2d5b35382d686c85!8m2!3d39.3030922!4d-84.7024373!16s%2Fg%2F1tctg8q_!19sChIJpZJ1ZkYxQIgRhWxoLTg1Wy0,Shamrock Enterprises,5.0,4,Swimming pool contractor,"11849 Paddys Run Rd, Hamilton, OH 45013, United States","873X+62 Hamilton, Ohio, USA",http://shamrockent.com/,+1 513-931-9641,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPIc0ExnUdkeQewOSF5KqXkT8bjlTA-8nZJzO0tJ6I1ASvSgGcSd_TQn5bTnljKJSnLQQxsDVUyVaQmfWucdX4dBLaTe5HW6cn8iDCrbEOkz2X13DLiip0SKAKuVLCv9-fyPsu=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Hamilton+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-27T17:47:07.039Z,,,,
https://www.google.com/maps/place/Leslie%E2%80%99s+pool+mart/data=!4m7!3m6!1s0x8841c9004b2a5333:0x80fe95718650be64!8m2!3d39.0811955!4d-84.676386!16s%2Fg%2F11xkp1lk9z!19sChIJM1MqSwDJQYgRZL5QhnGV_oA,Leslie’s pool mart,5.0,2,Swimming pool repair service,"1231 Aviation Blvd, Hebron, KY 41048, United States","38JF+FC Hebron, Kentucky, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwyfmDzRNNpusT538HgE15WJIrSQn7FXWAQOWRxdYtqNnfvk6SJicp1xEEpmD3RwtC9kYed53LyaVQ3Hc-94IbpaOISisyiQgCmdbwzrAExqeBAdZm8A_fQGB9lq2A--Y84D3d2o8WN_wAc=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Florence+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-27T17:47:41.639Z,,,,
https://www.google.com/maps/place/Druffel+Design+%26+Landscape/data=!4m7!3m6!1s0x8841b3c6d4a5dd71:0x3e3f1350489dde94!8m2!3d39.1257567!4d-84.4958887!16s%2Fg%2F1trch2w8!19sChIJcd2l1MazQYgRlN6dSFATPz4,Druffel Design & Landscape,4.6,13,Landscaper,"2428 Boone St, Cincinnati, OH 45206, United States","4GG3+8J Cincinnati, Ohio, USA",http://www.druffeldl.com/,+1 513-899-9111,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyzFIWCpdZhRPsqkttdGERCPNIguzqVISLniNNA8RaLWMFBRdUpe4R526K0neengRwb6pF2kDXaqoY5O-cxErmfsq6kMBFuAZlpvXPWLyiYGUxgM5QNdY34ANqT9FAHdYVLQH2vtQ=w408-h347-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Florence+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-27T17:47:46.832Z,,,,
"https://www.google.com/maps/place/Watson%27s+of+Florence+%7C+Hot+Tubs,+Furniture,+Pools+and+Billiards/data=!4m7!3m6!1s0x8841c6fdb3a20ef7:0x2301f82d90b3db49!8m2!3d39.0069202!4d-84.6503003!16s%2Fg%2F1tf765x2!19sChIJ9w6is_3GQYgRSduzkC34ASM","Watson's of Florence | Hot Tubs, Furniture, Pools and Billiards",4.5,1046,Furniture store,"7100 Houston Rd, Florence, KY 41042, United States","284X+QV Florence, Kentucky, USA",https://www.watsons.com/stores/kentucky/florence/?utm_source=GMB&utm_medium=Yext,+1 859-371-9929,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOtBvrXBoyVjQmdT4aXo4tDsj1d4xHQtRQ7elCn=w508-h240-k-no,true,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–6 pm,12–6 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Florence+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-27T17:47:52.395Z,"Retailer of living room, home theater, game room & patio furniture, plus above-ground pools. · In-store shopping · Kerbside pickup · Delivery",,,
https://www.google.com/maps/place/Jim+Whitworth+Pools/data=!4m7!3m6!1s0x8841aff134262b63:0xca505253815e809f!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1tmpl5h0!19sChIJYysmNPGvQYgRn4BegVNSUMo,Jim Whitworth Pools,4.3,3,Swimming pool contractor,,,https://jimwhitworth.wixsite.com/mysite,+1 859-962-1342,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPtrNQRNq3dXtcQzfFll1wM1id555o2WspB36_f=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Florence+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-27T17:47:57.366Z,,,,
https://www.google.com/maps/place/The+Pool+Store+-+S+%26+S+Pools/data=!4m7!3m6!1s0x884042d4eb9eb08d:0x7f70cde216ada1e1!8m2!3d39.4817225!4d-84.43819!16s%2Fg%2F1t_hznq_!19sChIJjbCe69RCQIgR4aGtFuLNcH8,The Pool Store - S & S Pools,4.5,140,Swimming pool,"15 Oxford State Rd, Middletown, OH 45044, United States","FHJ6+MP Middletown, Ohio, USA",https://thepoolstoresandspoolsoh.hibuwebsites.com/,+1 513-424-8057,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5ZUGfKHmi0ilRT6L79MpIKIpAFXJn130ew4xE14KnVzz13DtefuQCGAg1wqh4gF1ztjoZNch5bnwDFOYQ9rv4kybxKW4Jnts_ax1b0_DSw8U8Dw_gMUPY6JiOaJ2rvDeyJtP01A=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Middletown+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-27T17:48:12.172Z,,,Identifies as women-owned,
https://www.google.com/maps/place/Jeff%27s+Pool+%26+Spa/data=!4m7!3m6!1s0x88405d3ab53472bb:0x7c7ffb7c7ba63c02!8m2!3d39.4748556!4d-84.3787438!16s%2Fg%2F11rq439pq3!19sChIJu3I0tTpdQIgRAjyme3z7f3w,Jeff's Pool & Spa,3.6,29,Swimming pool repair service,"2906 Oxford State Rd, Middletown, OH 45044, United States","FJFC+WG Middletown, Ohio, USA",https://www.aquaticsconnect.com/middletown/services-vendors/jeff-s-pool-spa,+1 513-424-8030,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nDqvcb6LgHNXgJKA014AxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.37567&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Middletown+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-27T17:48:17.228Z,,,,
https://www.google.com/maps/place/Jay%E2%80%99s+Pool+Service+of+West+Chester/data=!4m4!3m3!1s0xfe7fec563a77dbd:0x9ea49c76968dae74!16s%2Fg%2F11vwfkj917!19sChIJvX2nY8X-5w8RdK6NlnacpJ4,Jay’s Pool Service of West Chester,5.0,1,Swimming pool contractor,,,,+1 513-850-1806,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMEqUS-a4K38cWLu7Z5APD1nUqqup_4JZebnc28=w408-h305-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+West+Chester+Cincinatti+OH/@39.959884,-75.6062135,14z",2025-10-27T17:48:48.719Z,,,,
https://www.google.com/maps/place/B+P+Spa+Repair/data=!4m7!3m6!1s0x89c6f14427f81b5f:0xb5a0e6ad289f273e!8m2!3d39.974733!4d-75.5698758!16s%2Fg%2F1th6ft8s!19sChIJXxv4J0TxxokRPiefKK3moLU,B P Spa Repair,4.1,11,Hot tub repair service,"1211 Farmington Ln, West Chester, PA 19380, United States","XCFJ+V2 West Chester, Pennsylvania, USA",https://www.aquaticsconnect.com/west-chester/services-vendors/b-p-spa-repair,+1 610-692-4600,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxG3C1aw1w-bS05z479JBrz6eRNW1h4fVS5YFuoNcFR0TglhS5x3yInSJwLOCGrEqm0nMB4mfTtrCSQIZgQ4voxb9AJVi28QoLE7UZUdhcF5bkxaP9D5ZXdC1PJnYOxu9KKynID=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+West+Chester+Cincinatti+OH/@39.959884,-75.6062135,14z",2025-10-27T17:48:53.650Z,,,,
"https://www.google.com/maps/place/MVP+Pool+Renovations,+LLC/data=!4m7!3m6!1s0x89c6f51ebfe74fb7:0xf92c8311e029962!8m2!3d40.1992085!4d-75.7276236!16s%2Fg%2F11j2kn7lm3!19sChIJt0_nvx71xokRYpkCHjHIkg8","MVP Pool Renovations, LLC",5.0,38,Swimming pool contractor,,,,+1 610-969-6502,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz90N8Kw7ubcmXg_Ej6v0M2piZ0nkQVzrebD-Cshay9XeNxM0zQTid8vDPwXS1owG2JIfiC0rbZlD8zZkrSpM736Q4l2z9ZFcTRbNJWQvAQInTlypVsAFzbtw2LK6IvJ-Nsh1aUf3o-nTtX=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+West+Chester+Cincinatti+OH/@39.959884,-75.6062135,14z",2025-10-27T17:48:58.666Z,,,,
https://www.google.com/maps/place/Heatwave+Pools/data=!4m7!3m6!1s0x88405b62b4215027:0x50704610594c3b97!8m2!3d39.3523261!4d-84.3697501!16s%2Fg%2F11tcwkgfmc!19sChIJJ1AhtGJbQIgRlztMWRBGcFA,Heatwave Pools,5.0,25,Swimming pool contractor,"7320 Kingsgate Way, West Chester Township, OH 45069, United States","9J2J+W3 Wetherington, Ohio, USA",http://heatwavepools.com/,+1 513-242-9283,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipOFXblZvkNgn3FZlpeW5xmi02m-LzhXeY2Hr3gq=w408-h305-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+West+Chester+Cincinatti+OH/@39.959884,-75.6062135,14z",2025-10-27T17:49:08.446Z,,,,
