placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error
https://www.google.com/maps/place/Neighbor+Monthly+Parking/data=!4m7!3m6!1s0x87b2690410b36ca5:0x9b3dd7b2734f4bc3!8m2!3d35.2072166!4d-97.4831675!16s%2Fg%2F11xg885n29!19sChIJpWyzEARpsocRw0tPc7LXPZs,Neighbor Monthly Parking,,,Automobile storage facility,,"930 Ed Noble Dr, Norman, OK 73072, United States","6G48+VP Norman, Oklahoma, USA",https://neighbor.com/location/oklahoma/norman/947060/930-ed-noble-dr?utm_campaign=gbp-listing,+1 405-252-1360,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPSn-fmB36lu0FghWfbvw9f2cqweXdMxNOxopEd=w408-h273-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:27.164Z,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87b2693ccfe69f5b:0xa32dcd9bea0f1ada!8m2!3d35.212792!4d-97.446212!16s%2Fg%2F11y4bz5zj8!19sChIJW5_mzzxpsocR2hoP6pvNLaM,parkingmgt.com,,,Parking lot,,"548 S University Blvd, Norman, OK 73069, United States","6H73+4G Norman, Oklahoma, USA",https://parkingmgt.com/norman-parking-management-services/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0yB4RFMdAP3VDqHCYjg7MA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.7815&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:32.052Z,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87b26946c1edb635:0x48cc5563c9f41264!8m2!3d35.212916!4d-97.444049!16s%2Fg%2F11y4bz2hy5!19sChIJNbbtwUZpsocRZBL0yWNVzEg,parkingmgt.com,,,Parking lot,,"732 Asp Ave, Norman, OK 73069, United States","6H74+59 Norman, Oklahoma, USA",https://parkingmgt.com/norman-parking-management-services/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UGVJ_x14sq1Ls8vfKLeb4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.09853&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:36.866Z,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87b269fa720a4e55:0xf9b1bf5b3dcfcee6!8m2!3d35.2022808!4d-97.4476378!16s%2Fg%2F11vx7kjvj4!19sChIJVU4KcvppsocR5s7PPVu_sfk,parkingmgt.com,,,Parking lot,,"1017 Elm Ave, Norman, OK 73072, United States","6H22+WW Norman, Oklahoma, USA",https://parkingmgt.com/norman-parking-management-services/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QZbUq43YsYCgFUVtrJ4sPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.31545&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:41.700Z,,
https://www.google.com/maps/place/500+w+Daws/data=!4m7!3m6!1s0x87b269005b9818d3:0xf22f8b545e82243!8m2!3d35.2210599!4d-97.4517349!16s%2Fg%2F11vy6z1m41!19sChIJ0xiYWwBpsocRQyLoRbX4Ig8,500 w Daws,,,Parking lot,,"500 W Daws St, Norman, OK 73069, United States","6GCX+C8 Norman, Oklahoma, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=grYdOJdMRoLXKM_SEj0Keg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.19586&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:44.635Z,,
"https://www.google.com/maps/place/Visitor+Parking/@35.1861261,-97.4385685,17z/data=!3m1!4b1!4m6!3m5!1s0x87b2690032655e81:0xece3f619c4a1f648!8m2!3d35.1861261!4d-97.4385685!16s%2Fg%2F11vz1316qx",Visitor Parking,,,Parking lot,,"Norman, OK 73019, United States","5HP6+FH Norman, Oklahoma, USA",,,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:49.424Z,,
https://www.google.com/maps/place/City+of+Norman+Asp+Ave+Parking+Lot/data=!4m7!3m6!1s0x87b2691da53bee03:0x84b07fe954518310!8m2!3d35.213867!4d-97.4443047!16s%2Fg%2F11tpbn2zs5!19sChIJA-47pR1psocREINRVOl_sIQ,City of Norman Asp Ave Parking Lot,,,Parking lot,,"710 Asp Ave, Norman, OK 73069, United States","6H74+G7 Norman, Oklahoma, USA",https://www.normanok.gov/residents-visitors/transit-parking,+1 405-307-7219,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QPA1PV584P1cWS1qWq21Tg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.95837&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:52.557Z,,
https://www.google.com/maps/place/South+Peters+Parking+Lot/data=!4m7!3m6!1s0x87b2690039e45405:0x4d80a07e427112b4!8m2!3d35.2188562!4d-97.4404121!16s%2Fg%2F11y5fbvfb8!19sChIJBVTkOQBpsocRtBJxQn6ggE0,South Peters Parking Lot,,,Parking lot,,"316 S Peters Ave, Norman, OK 73069, United States","6H95+GR Norman, Oklahoma, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlHMIfEOuAE0B9MflhwCcm6mx14f4KEfIibEXb4DI0nR1gVUhetSjnX7ieC_o5SHtEgYRQE-HMWrBpmrrs1XJALprxZaVg9PFXzsCyfIZsPFK3NsAKSlEStKlBCqx__mlg4fJj4Q=w408-h293-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:02:57.619Z,,
https://www.google.com/maps/place/Norman+Garage+Sale+Permits/data=!4m7!3m6!1s0x87b269dc897f341b:0xb37bc302004e5785!8m2!3d35.2229932!4d-97.446108!16s%2Fg%2F1thmfxkp!19sChIJGzR_idxpsocRhVdOAALDe7M,Norman Garage Sale Permits,2.7,3,City government office,,"201 W Gray St # A, Norman, OK 73069, United States","6HF3+5H Norman, Oklahoma, USA",https://www.normanok.gov/residents-visitors/permits-business-licenses,+1 405-366-5339,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wXgCtvcwqGRIpM2HDVPAiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.22781&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:03:00.624Z,,
https://www.google.com/maps/place/Personnel+Department/data=!4m7!3m6!1s0x87b269dc897f341b:0x4efde26738332da7!8m2!3d35.2229767!4d-97.4461682!16s%2Fg%2F1vnrr3cb!19sChIJGzR_idxpsocRpy0zOGfi_U4,Personnel Department,5.0,1,City government office,,"201 W Gray St # C, Norman, OK 73069, United States","6HF3+5G Norman, Oklahoma, USA",,+1 405-366-5482,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jKbeoWsIgFs9qkdq7GgUvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.61081&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:03:03.351Z,,
https://www.google.com/maps/place/City+Manager%27s+Office/data=!4m7!3m6!1s0x87b269dc897f341b:0xe3686c2dc017cbd1!8m2!3d35.2229767!4d-97.4461682!16s%2Fg%2F1ttphdgh!19sChIJGzR_idxpsocR0csXwC1saOM,City Manager's Office,2.0,4,City government office,,"201 W Gray St, Norman, OK 73069, United States","6HF3+5G Norman, Oklahoma, USA",,+1 405-366-5402,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jKbeoWsIgFs9qkdq7GgUvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.61081&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:03:08.324Z,,
https://www.google.com/maps/place/Cleveland+County+Courthouse/data=!4m7!3m6!1s0x87b269d93d3f01a1:0x360860845fe56772!8m2!3d35.2199652!4d-97.4413042!16s%2Fg%2F1tg2l569!19sChIJoQE_PdlpsocRcmflX4RgCDY,Cleveland County Courthouse,3.6,63,County government office,,"200 S Peters Ave #10, Norman, OK 73069, United States","6H95+XF Norman, Oklahoma, USA",http://www.clevelandcountyok.com/,+1 405-321-6402,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwDVcO3DrmDXFyPTvhLcATsrWDlrBmjMEs3dLtuu-qA61PLQ3FWK0qkaeBG12l4V9G91xygifVap3r4jj4Ov7z1yQG_rcEqVFFbIccYPm47g7S_LSPwqHp75iacxrMHl3BKuuzB=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:03:13.497Z,,
https://www.google.com/maps/place/Norman+Police+Department/data=!4m7!3m6!1s0x87b269dc897f341b:0x3653594e18bab194!8m2!3d35.2228315!4d-97.446203!16s%2Fg%2F1td2m_fz!19sChIJGzR_idxpsocRlLG6GE5ZUzY,Norman Police Department,,,Police department,,"201 W Gray St B, Norman, OK 73069, United States","6HF3+4G Norman, Oklahoma, USA",http://normanpd.normanok.gov/,+1 405-321-1600,Open ⋅ Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rTG1StL_LXoA1DM_NQomzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.210434&pitch=0&thumbfov=100,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–3 pm,Closed,7 am–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:03:18.404Z,,
https://www.google.com/maps/place/Emergency+Communications+and+Operations+Center/data=!4m7!3m6!1s0x87b243000384ea73:0x11f75aad6fe74ee9!8m2!3d35.2331604!4d-97.3996176!16s%2Fg%2F11lp0hh_2s!19sChIJc-qEAwBDsocR6U7nb61a9xE,Emergency Communications and Operations Center,,,Government office,,"2801 E Robinson St, Norman, OK 73071, United States","6JM2+75 Norman, Oklahoma, USA",https://www.normanok.gov/public-safety/police-department/divisions/communications,+1 405-321-1444,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxw5jBRC3f72LBEXeIMML_Us6We44n1_9cFGMuLFb_GjlEX33zjmTQw20C3WdpaQIZE1571TGUBHZHzGRyoL6Gd8Q7IbDLsZtEeIKF8xVl-nRdutGEjEHGwFKtgc-WM1b82zGja3A=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:03:21.396Z,,
https://www.google.com/maps/place/Norman+Municipal+Court/data=!4m7!3m6!1s0x87b269dc897f341b:0x175e12e4edac39c!8m2!3d35.2230476!4d-97.4462755!16s%2Fg%2F1tdx01br!19sChIJGzR_idxpsocRnMPaTi7hdQE,Norman Municipal Court,2.6,26,City courthouse,,"321 N Webster Ave, Norman, OK 73069, United States","6HF3+6F Norman, Oklahoma, USA",https://www.normanok.gov/your-government/departments/municipal-court,+1 405-366-5325,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzozlR0vRopVAaU2Hfi-RaATwbXjkg2g_p_BUg9d12OkAktfdQ-Kkhj069PIdQ9XST7_PrRHY9-mZ4-7od5tPgfZ4LvajzqJCbj69gONPYdK90DakJa9cOwHuhc6T8VcUlMMuen=w408-h306-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:03:26.905Z,,
"https://www.google.com/maps/place/Norman+Public+Schools+Maintenance/@35.2240912,-97.4217882,17z/data=!3m1!4b1!4m6!3m5!1s0x87b2426bf7ef896b:0xcec0f3201cb1c366!8m2!3d35.2240912!4d-97.4217882!16s%2Fg%2F1tsykpxc",Norman Public Schools Maintenance,,,Public educational institution,,"425 12th Ave NE, Norman, OK 73071, United States","6HFH+J7 Norman, Oklahoma, USA",http://www.norman.k12.ok.us/,+1 405-366-5963,Open ⋅ Closes 4 pm,,false,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:03:33.983Z,,
https://www.google.com/maps/place/RiverWind%E2%80%99s+Valet+North+east+entrance/data=!4m7!3m6!1s0x87b269004bf5b8ed:0x54021acced987090!8m2!3d35.1817253!4d-97.4996365!16s%2Fg%2F11x731v3_y!19sChIJ7bj1SwBpsocRkHCY7cwaAlQ,RiverWind’s Valet North east entrance,,,Valet parking service,,"1544 OK-9, Norman, OK 73072, United States","5GJ2+M4 Norman, Oklahoma, USA",,+1 405-322-6000,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6jN45UGr8SrOY4XNmyknDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.55762&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Norman+OKC+OK/@35.2215893,-97.4446151,14z",2025-10-28T19:03:38.966Z,,
https://www.google.com/maps/place/Quality+Parking+Solutions/data=!4m7!3m6!1s0x27f8a7db2868fd21:0x1fadf6760e5557c1!8m2!3d35.4355135!4d-97.482225!16s%2Fg%2F11sdsmkv7x!19sChIJIf1oKNun-CcRwVdVDnb2rR8,Quality Parking Solutions,5.0,10,Asphalt contractor,,,,http://qualityparkingsolutions.com/,+1 405-437-4985,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipP9SSJKB5YFCLGG4ZNxf1URyzJmJ3xVJjPihgy1=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:03:54.370Z,,
https://www.google.com/maps/place/Bill%27s+Parking+Lot+Maintenance+Co/data=!4m7!3m6!1s0x87b23da955555555:0x6c825feeafd9cce2!8m2!3d35.4590087!4d-97.4056924!16s%2Fg%2F1tlbpnp_!19sChIJVVVVVak9socR4szZr-5fgmw,Bill's Parking Lot Maintenance Co,,,General contractor,,"Oklahoma City, OK 73110, United States","FH5V+JP Midwest City, Oklahoma, USA",,+1 405-733-2442,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JxH8TSe-yzST0vXJWLZxpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.57602&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:03:57.453Z,,
https://www.google.com/maps/place/Parklawn+Office+Building/data=!4m7!3m6!1s0x87b23c53699eeda7:0xb5d45a5c196bb6c5!8m2!3d35.4644813!4d-97.3936233!16s%2Fg%2F1v27v_wn!19sChIJp-2eaVM8socRxbZrGVxa1LU,Parklawn Office Building,3.9,38,Office space rental agency,,"215 N Midwest Blvd, Midwest City, OK 73110, United States","FJ74+QH Midwest City, Oklahoma, USA",,+1 405-736-1055,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZHCTit7GbvpgO_3jBRJrkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.67249&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:04:00.303Z,,
https://www.google.com/maps/place/Del+City+Tag+Agency/data=!4m7!3m6!1s0x87b21603a91bdd9d:0xf8657c0e632a3efd!8m2!3d35.4320706!4d-97.4408802!16s%2Fg%2F1tz71xk6!19sChIJnd0bqQMWsocR_T4qYw58Zfg,Del City Tag Agency,3.3,166,Auto tag agency,,"3316 S Sunnylane Rd, Del City, OK 73115, United States","CHJ5+RJ Del City, Oklahoma, USA",http://tagoklahoma.com/,+1 405-677-3335,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzanuokPvlVD5ZjRTjkRw_ivwBXoqVqr_B4Hzhtgqfmgesef6uPA5WlIsVOmzlQ_AfzQoE9mNMa2QjybWiBMk-pLfPdC7kl2vWMWsdXTRNNOX1qPvjhLTMezPLKXJaR2RKKWhbC=w493-h240-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8 am–12 pm,Closed,8:30 am–5:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:04:05.390Z,,
"https://www.google.com/maps/place/Mid-Del+Schools+Maintenance/@35.4663961,-97.3645881,17z/data=!3m1!4b1!4m6!3m5!1s0x87b23c64a020f2ef:0x49232dcd3b15493a!8m2!3d35.4663961!4d-97.3645881!16s%2Fg%2F11cjghml49",Mid-Del Schools Maintenance,4.5,2,School district office,,"225 N King Ave, Oklahoma City, OK 73130, United States","FJ8P+H5 Midwest City, Oklahoma, USA",https://www.mid-del.net/page/operations-maintenance-and-construction,+1 405-739-1640,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:04:10.214Z,,
https://www.google.com/maps/place/Charles+B.+Hall+Airpark/data=!4m7!3m6!1s0x87b2235138d45c8f:0xbab813ed83063428!8m2!3d35.4335022!4d-97.4055694!16s%2Fg%2F11tx5p7q34!19sChIJj1zUOFEjsocRKDQGg-0TuLo,Charles B. Hall Airpark,4.7,19,Tourist attraction,,"N Air Depot Blvd, Oklahoma City, OK 73145, United States","CHMV+CQ Tinker Air Force Base, Oklahoma City, OK, USA",https://www.tinker.af.mil/About-Tinker/Charles-B-Hall-Air-Park/,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1VFcBDWR61POyTklrmsD3Sqk5K_PmuCWtFwnq-uuydvbbdU620UIv3GKTMKzftBFb0DrUXKHiZ9wQfIvG_VdxUH59BtmrnUbU7UmvEuE8u2cslZJ4POVVVKg0sp8LeYRQM24U=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:04:13.043Z,,
https://www.google.com/maps/place/Midwest+City+Police+Department/data=!4m7!3m6!1s0x87b23c56b6ae588d:0x78825ad588c32228!8m2!3d35.4649716!4d-97.3861023!16s%2Fg%2F1tdvq7hk!19sChIJjViutlY8socRKCLDiNVagng,Midwest City Police Department,,,Police department,,"100 N Midwest Blvd, Midwest City, OK 73110, United States","FJ77+XH Midwest City, Oklahoma, USA",,+1 405-739-1306,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kJGuDIDdSl2B93yw0e_-3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.99852&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Open 24 hours,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:04:17.861Z,,
https://www.google.com/maps/place/Okc+Truck+Parking+LLC/data=!4m7!3m6!1s0x87b2154a3ab72e33:0xd017929f610dc6de!8m2!3d35.392823!4d-97.4719977!16s%2Fg%2F11v099db43!19sChIJMy63OkoVsocR3sYNYZ-SF9A,Okc Truck Parking LLC,5.0,10,Parking lot,,"2417 E Interstate 240 Service Rd, Oklahoma City, OK 73149, United States","9GVH+46 Central Oklahoma City, Oklahoma City, OK, USA",https://oktruckparking.com/,+1 405-605-0104,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNKqShTshB1yE1yJznnZ1MTzfs_m_WYw-hrIKqt=w813-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:04:22.955Z,,
https://www.google.com/maps/place/OUHSC+Parking+%26+Transportation+Services/data=!4m7!3m6!1s0x87b2171799629499:0x31513531e3f5ad70!8m2!3d35.475295!4d-97.504661!16s%2Fg%2F1tmbwmn5!19sChIJmZRimRcXsocRcK314zE1UTE,OUHSC Parking & Transportation Services,2.7,71,Academic department,,"840 Research Pkwy, Oklahoma City, OK 73104, United States","FFGW+44 Central Oklahoma City, Oklahoma City, OK, USA",http://www.ouhsc.edu/parking/,+1 405-271-2020,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMSW9adzEOErq_oo9IBDx9j9rhE-I8bGrF_sz8QaojnGu65biA_U841Dgwh-h_lhUnMKOu4zblUcGm4n2DQ98WXO-YZYYhOHPtOzIadaCEfD8d-PiCu0MxNpze3G_tbS8jR8bG=w408-h544-k-no,false,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–4 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:04:27.801Z,,
https://www.google.com/maps/place/Santa+Fe+Parking+Garage/data=!4m7!3m6!1s0x87b2177239c43251:0x96c04b88686421bd!8m2!3d35.4684245!4d-97.513072!16s%2Fg%2F11hz6nd7c1!19sChIJUTLEOXIXsocRvSFkaIhLwJY,Santa Fe Parking Garage,3.1,29,Parking garage,,"101 N E K Gaylord Blvd, Oklahoma City, OK 73102, United States","FF9P+9Q Central Oklahoma City, Oklahoma City, OK, USA",http://www.americanparking.com/,+1 405-470-9070,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMI7NPxgdv8F329OPqZodAoZH9xzox577uOkK6bOWuaLq1gNjhLUYXaBW2RFsXAUfQDFD1ViHpE7hiwYe76G59-Ag6iKLk17MhOyG7a6929yLXWsRkRmPmaVb-qTrOVpNPrlgJ=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:04:30.624Z,,
https://www.google.com/maps/place/Chick-fil-A/data=!4m7!3m6!1s0x87b23d2d7eca115f:0x55acfecf8df385a9!8m2!3d35.450139!4d-97.4215079!16s%2Fg%2F11fvyh8ld4!19sChIJXxHKfi09socRqYXzjc_-rFU,Chick-fil-A,4.2,1281,Fast food restaurant,Fast-food chain serving chicken sandwiches & nuggets along with salads & sides. · Dine-in · Drive-through · Delivery,"5705 SE 15th St, Midwest City, OK 73110, United States","FH2H+39 Midwest City, Oklahoma, USA",https://www.chick-fil-a.com/locations/ok/15th-sooner?utm_source=yext&utm_medium=link,+1 405-741-1505,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuHP-a5XwXexPUbt3M-5Hrkz36hOrsXsuLgWpscfghHVXD_QrNGMdM5g04nFXRmq_9shrGj-2sE44zaV42sFsdMFBxauVCjIikeJrVH1hmNWg-wbKFU3uD7XTnyfpdUybbRxPW=w408-h306-k-no,true,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,Closed,6:30 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Midwest+City+OKC+OK/@35.4495065,-97.3967019,14z",2025-10-28T19:04:35.840Z,,
