placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,isBlackOwned,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error,attributes
https://www.google.com/maps/place/Consulado+Tax+Services/data=!4m7!3m6!1s0x864f83dc7527dd21:0xa3cb0830acf7eabf!8m2!3d31.5270216!4d-97.1521934!16s%2Fg%2F1txfpkpr!19sChIJId0nddyDT4YRv-r3rDAIy6M,Consulado Tax Services,3.3,16,Tax preparation service,"702 S Valley Mills Dr STE C, Waco, TX 76711, United States","GRGX+R4 Waco, Texas, USA",,+1 254-759-0829,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pS32uV9AY4W16Egp1hivtA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.70218&pitch=0&thumbfov=100,false,Closed,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:46.706Z,,
https://www.google.com/maps/place/Patterson+Kent+CPA/data=!4m7!3m6!1s0x864f83b7a1a96e15:0xb01cfd56dfa4b6c3!8m2!3d31.5454248!4d-97.1451741!16s%2Fg%2F1tlqqdhb!19sChIJFW6pobeDT4YRw7ak31b9HLA,Patterson Kent CPA,,,Tax preparation service,"1901 Austin Ave, Waco, TX 76701, United States","GVW3+5W Waco, Texas, USA",,+1 254-753-0575,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SLnwQEdXfVOL7ORkfkDifw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.5824&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:49.559Z,,
https://www.google.com/maps/place/Tax+Kings+Tax+Service/data=!4m7!3m6!1s0x864f82fdf3bd091d:0xcba6361adbe016!8m2!3d31.57325!4d-97.1355654!16s%2Fg%2F1tj96v6g!19sChIJHQm98_2CT4YRFuDbGjamywA,Tax Kings Tax Service,3.3,7,Tax preparation service,"1303 Dallas St, Waco, TX 76704, United States","HVF7+8Q Waco, Texas, USA",,+1 254-235-3013,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ColRLrb8BoNFd5DujnrYIg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.43999&pitch=0&thumbfov=100,false,Closed,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:54.472Z,,
"https://www.google.com/maps/place/PringleCPA,+LLC/data=!4m7!3m6!1s0x864f840d9a3aa695:0x38b7e1020f812708!8m2!3d31.5371089!4d-97.1888763!16s%2Fg%2F11dxh9ytm1!19sChIJlaY6mg2ET4YRCCeBDwLhtzg","PringleCPA, LLC",5.0,2,Accountant,"4800 Lakewood Dr #2, Waco, TX 76710, United States","GRP6+RC Waco, Texas, USA",,+1 254-227-6375,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A2bslEvY7lP9YElg6yq69w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.79973&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:45:59.322Z,,
https://www.google.com/maps/place/Whitaker+Spinks+%26+Koslovsky/data=!4m7!3m6!1s0x864f84127bc2a561:0x7f2d5ba489e6f23a!8m2!3d31.5365824!4d-97.1894548!16s%2Fg%2F1tdzx3wm!19sChIJYaXCexKET4YROvLmiaRbLX8,Whitaker Spinks & Koslovsky,3.7,3,Tax preparation service,"4830 Lakewood Dr # 5, Waco, TX 76710, United States","GRP6+J6 Waco, Texas, USA",https://wskcpa.com/,+1 254-772-4160,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rtJBxe2sRAu1kWQP03nnVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.46786&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:04.308Z,,
https://www.google.com/maps/place/Waco+Fiscal+Services/data=!4m7!3m6!1s0x864f825141fd0c3f:0xe4f06f8ea30aba57!8m2!3d31.559592!4d-97.1299825!16s%2Fg%2F1tf3bz19!19sChIJPwz9QVGCT4YRV7oKo45v8OQ,Waco Fiscal Services,,,Accountant,"300 Austin Ave, Waco, TX 76701, United States","HV5C+R2 Waco, Texas, USA",https://www.waco-texas.com/Departments/Fiscal-Management-Services,+1 254-750-5758,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QjJmab5he2RsG3g2dNzAJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.67899&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:07.089Z,,
https://www.google.com/maps/place/Bestor+%26+Associates+PC/data=!4m7!3m6!1s0x864f817ff2e53d91:0x1b65d476286e03cb!8m2!3d31.5110283!4d-97.1417764!16s%2Fg%2F1tgln9lm!19sChIJkT3l8n-BT4YRywNuKHbUZRs,Bestor & Associates PC,5.0,4,Tax preparation service,"3925A I 35 N Frontage Rd, Waco, TX 76706, United States","GV65+C7 Waco, Texas, USA",,+1 254-754-0004,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lNmcBPb7C1WVcL3mje26AA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.65654&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:10.030Z,,
https://www.google.com/maps/place/Guardian+Angel+Payroll+%26+Tax+Services/data=!4m7!3m6!1s0x864f8410907438d1:0xc1e80e172895733e!8m2!3d31.5293364!4d-97.1931732!16s%2Fg%2F1tf6h171!19sChIJ0Th0kBCET4YRPnOVKBcO6ME,Guardian Angel Payroll & Tax Services,5.0,2,Tax preparation service,"5601 Edmond Ave D, Waco, TX 76710, United States","GRH4+PP Waco, Texas, USA",,+1 254-741-6153,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CK8fFKt7wGdS2OjEfqNWNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.68976&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:14.951Z,,
https://www.google.com/maps/place/The+Tax+Empire+of+Waco/data=!4m7!3m6!1s0x864f8405ca3eae8b:0xab1b2543ea6c4899!8m2!3d31.5200333!4d-97.178437!16s%2Fg%2F11hbqb9t1k!19sChIJi64-ygWET4YRmUhs6kMlG6s,The Tax Empire of Waco,4.0,5,Tax preparation service,"317 Factory Dr, Waco, TX 76710, United States","GRCC+2J Waco, Texas, USA",http://www.thetaxempire.com/,+1 254-299-5922,Closed ⋅ Opens 10 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NTAp_rd9Qt6RChdXWrxB_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.65442&pitch=0&thumbfov=100,true,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,9 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:19.690Z,,
"https://www.google.com/maps/place/Kendall+Stone,+CPA+PLLC/data=!4m7!3m6!1s0x864f8698338b880f:0x26bf61a3591f9c58!8m2!3d31.5064963!4d-97.2025217!16s%2Fg%2F1tf7y3v5!19sChIJD4iLM5iGT4YRWJwfWaNhvyY","Kendall Stone, CPA PLLC",5.0,10,Accounting firm,"123 Topeka Dr Suite F, Woodway, TX 76712, United States","GQ4W+HX Woodway, Texas, USA",,+1 254-772-8505,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xVWiRYbqUt7k9MJQG_J7mQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.595776&pitch=0&thumbfov=100,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:24.539Z,,
https://www.google.com/maps/place/Mechie%27s+Appeal%27s+Tax+Solutions/data=!4m7!3m6!1s0x864f8355cea65b97:0xdbd126ef98a08c74!8m2!3d31.5724727!4d-97.1344597!16s%2Fg%2F11n_5_7cbb!19sChIJl1umzlWDT4YRdIygmO8m0ds,Mechie's Appeal's Tax Solutions,,,Tax preparation service,"1209 Dallas St, Waco, TX 76704, United States","HVC8+X6 Waco, Texas, USA",,+1 254-733-1545,Closed ⋅ Opens 10 am Tue,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ttp_yY8g6syUSSyFn9W1rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=51.15604&pitch=0&thumbfov=100,true,Closed,Closed,10 am–9 pm,10 am–9 pm,10 am–9 pm,Closed,9 am–10 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:29.594Z,,
https://www.google.com/maps/place/Rebecca+Tucker/data=!4m7!3m6!1s0x864f840e463cf64b:0x59092679349b527e!8m2!3d31.5326752!4d-97.1882215!16s%2Fg%2F11c1vjwm45!19sChIJS_Y8Rg6ET4YRflKbNHkmCVk,Rebecca Tucker,3.7,3,Accountant,"1105 Wooded Acres Dr #250, Waco, TX 76710, United States","GRM6+3P Waco, Texas, USA",http://rebeccatuckercpa.com/contact.php,+1 254-772-5750,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FcXf4VNJnkfDNCRpKS9CVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=334.94098&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:32.580Z,,
https://www.google.com/maps/place/James+Miller+PC/data=!4m7!3m6!1s0x864f825224dfb1c9:0x2e2bbe4f51a6faca!8m2!3d31.5572256!4d-97.1310507!16s%2Fg%2F1tq6dxf3!19sChIJybHfJFKCT4YRyvqmUU--Ky4,James Miller PC,,,Accountant,"400 Austin Ave, Waco, TX 76701, United States","HV49+VH Waco, Texas, USA",,+1 254-732-7150,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JRVupEkLFzYgCqcK-_tUqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.00708&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:37.312Z,,
https://www.google.com/maps/place/Dethlefsen+George+R+CPA/data=!4m7!3m6!1s0x864f840e33474abf:0x7b9c3c1e38576839!8m2!3d31.5326752!4d-97.1882215!16s%2Fg%2F1td4kjjy!19sChIJv0pHMw6ET4YROWhXOB48nHs,Dethlefsen George R CPA,,,Tax preparation service,"1105 Wooded Acres Dr # 675, Waco, TX 76710, United States","GRM6+3P Waco, Texas, USA",,+1 254-300-5766,Closed ⋅ Opens 8:30 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FcXf4VNJnkfDNCRpKS9CVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=334.94098&pitch=0&thumbfov=100,false,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:42.247Z,,
https://www.google.com/maps/place/Cook+Charles+De+Vere+Inc/data=!4m7!3m6!1s0x864f846af38fb94f:0x83eabb73f14cece2!8m2!3d31.5422118!4d-97.1990756!16s%2Fg%2F125_w4s96!19sChIJT7mP82qET4YR4uxM8XO76oM,Cook Charles De Vere Inc,5.0,1,Accountant,"2111 Wooded Acres Dr #3, Waco, TX 76710, United States","GRR2+V9 Waco, Texas, USA",,+1 254-772-5341,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ozvkUCK6terpfbbK2iofOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.8669&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:45.057Z,,
https://www.google.com/maps/place/Hornbaker+Advisors/data=!4m7!3m6!1s0x864f815580655555:0x4d51675c828bfa86!8m2!3d31.5013116!4d-97.2042595!16s%2Fg%2F11fx7vwjkz!19sChIJVVVlgFWBT4YRhvqLglxnUU0,Hornbaker Advisors,5.0,4,Accounting firm,"7710 Central Park Dr Suite 7, Waco, TX 76712, United States","GQ2W+G7 Waco, Texas, USA",https://www.hornbakeradvisors.com/,+1 254-307-1680,Closed ⋅ Opens 8 am Mon,,,https://lh3.googleusercontent.com/p/AF1QipM3ZhVbpdY1ymCB6XvFMeCn48Rs-FBJDtxhGzWK=w408-h306-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:49.901Z,,
https://www.google.com/maps/place/Jack+Henry+%26+Associates+Inc/data=!4m7!3m6!1s0x864f83fa123ce971:0xb092668e04967562!8m2!3d31.5283717!4d-97.1726158!16s%2Fg%2F1tc_rfb8!19sChIJcek8EvqDT4YRYnWWBI5mkrA,Jack Henry & Associates Inc,,,Tax preparation service,"510 N Valley Mills Dr # 702, Waco, TX 76710, United States","GRHG+8X Waco, Texas, USA",,+1 254-399-9242,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7Mxy5YSsbc1Fd-uBh8Ru-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.260259&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:52.948Z,,
https://www.google.com/maps/place/Western+Finance/data=!4m7!3m6!1s0x864f83bf4bc204d9:0x9fd88f508fa11f53!8m2!3d31.5433848!4d-97.1521595!16s%2Fg%2F1tngqq35!19sChIJ2QTCS7-DT4YRUx-hj1CP2J8,Western Finance,4.9,144,Loan agency,"2404 W Waco Dr, Waco, TX 76701, United States","GRVX+94 Waco, Texas, USA",https://westernshamrock.com/locations/texas/western-finance-waco-tx?utm_source=google&utm_medium=organic&utm_campaign=gbp+western+finance+waco+tx+location,+1 254-755-8818,Closed ⋅ Opens 9 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3n7-OWZ54Y-FiIExT83QEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.16513&pitch=0&thumbfov=100,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–1 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:46:57.817Z,,
https://www.google.com/maps/place/Colbert%2FBall+Tax+Services/data=!4m7!3m6!1s0x864f8298939472f1:0x3cc51216503b7e26!8m2!3d31.5894085!4d-97.1002242!16s%2Fg%2F1tl1nw21!19sChIJ8XKUk5iCT4YRJn47UBYSxTw,Colbert/Ball Tax Services,,,Tax preparation service,"3101 Beale St, Waco, TX 76705, United States","HVQX+QW Waco, Texas, USA",,+1 254-732-4357,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fMRrBlUM_KEJApOorQiOmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.32074&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:00.610Z,,
https://www.google.com/maps/place/Whitaker+Spinks+%26+Koslovsky:+Koslovsky+Glenn+D+CPA/data=!4m7!3m6!1s0x864f84127bc2a561:0x5cc7c1a4e4b531eb!8m2!3d31.5370488!4d-97.1900878!16s%2Fg%2F1tkkv8pz!19sChIJYaXCexKET4YR6zG15KTBx1w,Whitaker Spinks & Koslovsky: Koslovsky Glenn D CPA,,,Tax preparation service,"4901 Lakewood Dr, Waco, TX 76710, United States","GRP5+RX Waco, Texas, USA",https://wskcpa.com/,+1 254-772-4160,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6wLc5nd01IfnInP_F4Q9yw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.78674&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:03.449Z,,
https://www.google.com/maps/place/Nancy%27s+Bookkeeping/data=!4m7!3m6!1s0x864f8304be10f811:0x286a8ed48dc6c87f!8m2!3d31.5467295!4d-97.1682983!16s%2Fg%2F11w_bt38t0!19sChIJEfgQvgSDT4YRf8jGjdSOaig,Nancy's Bookkeeping,,,Bookkeeping service,"3126 Homan Ave, Waco, TX 76707, United States","GRWJ+MM Waco, Texas, USA",,+1 254-349-1051,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fH0iZh6bFW0F-oEjpWGeRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=81.70992&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:06.245Z,,
https://www.google.com/maps/place/Ultimate+Tax+Services/data=!4m7!3m6!1s0x864f838071b5d619:0x5dfe375fa3e04050!8m2!3d31.564348!4d-97.1753378!16s%2Fg%2F11s75zltbd!19sChIJGda1cYCDT4YRUEDgo183_l0,Ultimate Tax Services,,,Tax preparation service,"2705 N 28th St, Waco, TX 76708, United States","HR7F+PV Waco, Texas, USA",,+1 469-505-6108,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_deBM3K4YYN-VjUSEF92mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.08261&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:08.860Z,,
"https://www.google.com/maps/place/Hal+M.+Whitaker,+CPA/data=!4m7!3m6!1s0x864f84127bc2a561:0x93ca945c4b8543b0!8m2!3d31.5370488!4d-97.1900878!16s%2Fg%2F1tdxfpyn!19sChIJYaXCexKET4YRsEOFS1yUypM","Hal M. Whitaker, CPA",,,Accountant,"4830 Lakewood Dr #5, Waco, TX 76710, United States","GRP5+RX Waco, Texas, USA",http://wskcpa.com/,+1 254-772-4160,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6wLc5nd01IfnInP_F4Q9yw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.78674&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:11.566Z,,
https://www.google.com/maps/place/PaperLight+Virtual+Accounting+%26+Tax/data=!4m7!3m6!1s0x864f85be4b037fe5:0xf175d1d2092de7e8!8m2!3d31.4644185!4d-97.1749067!16s%2Fg%2F11rycsjmn4!19sChIJ5X8DS76FT4YR6OctCdLRdfE,PaperLight Virtual Accounting & Tax,5.0,3,Accounting firm,"688 Alliance Pkwy #300, Hewitt, TX 76643, United States","FR7G+Q2 Hewitt, Texas, USA",http://www.paperlightaccounting.com/,+1 254-221-6942,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Cn3IQv-eZSNHfQVflOAsZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=230.8743&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:16.836Z,,
https://www.google.com/maps/place/J.A.+Green+Accounting+%28CPA+Firm%29/data=!4m7!3m6!1s0x864f87ce8079d3c5:0x18e32fe2179629b9!8m2!3d31.4960734!4d-97.22424!16s%2Fg%2F11v5zgbx9l!19sChIJxdN5gM6HT4YRuSmWF-Iv4xg,J.A. Green Accounting (CPA Firm),5.0,7,Accountant,"9401 Woodway Dr Suite A, Woodway, TX 76712, United States","FQWG+C8 Woodway, Texas, USA",https://www.jagreencpa.com/,+1 254-399-6833,Closed ⋅ Opens 8:30 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ziQQXwfLA73VliSNI6HaAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.02316&pitch=0&thumbfov=100,true,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:21.716Z,,
https://www.google.com/maps/place/TAX+101/data=!4m7!3m6!1s0x864f83ca73a0dff3:0xf79fc96d5838493d!8m2!3d31.3584535!4d-97.1386565!16s%2Fg%2F11nrddybrv!19sChIJ89-gc8qDT4YRPUk4WG3Jn_c,TAX 101,5.0,1,Tax preparation service,,,,+1 254-349-4620,,LGBTQ+ friendly,true,https://lh3.googleusercontent.com/p/AF1QipNt2KVgh66tvGPAB30gA4EKuDrFyzdaeHV7pzc-=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:26.501Z,,
"https://www.google.com/maps/place/Vernon+R.+King+Jr,+PC/data=!4m7!3m6!1s0x864f86a779c9197d:0x9ce9f36c301a4282!8m2!3d31.516704!4d-97.192699!16s%2Fg%2F1vlzbsgn!19sChIJfRnJeaeGT4YRgkIaMGzz6Zw","Vernon R. King Jr, PC",,,Accountant,"345 Owen Ln # 110, Waco, TX 76710, United States","GR84+MW Waco, Texas, USA",http://www.vernonkingcpa.com/,+1 254-776-0515,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bXC6JXRzv4jeNVlaFEyziA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.43868&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:31.374Z,,
https://www.google.com/maps/place/Barbara%27s+Budget+Tax+Service/data=!4m7!3m6!1s0x864f83f6d4be89e1:0xc64614e5169ff6b8!8m2!3d31.5897644!4d-97.0998439!16s%2Fg%2F11xfhp0hhz!19sChIJ4Ym-1PaDT4YRuPafFuUURsY,Barbara's Budget Tax Service,,,Tax preparation service,"3101 Beale St suite h, Waco, TX 76705, United States","HWQ2+W3 Waco, Texas, USA",,+1 254-230-7806,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yj9J32FrRKHMccCNT9MimA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.38718&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:34.204Z,,
https://www.google.com/maps/place/Research+Tax+Consultants+Ltd/data=!4m7!3m6!1s0x864f840e33474abf:0x4fd8a2615d3f6204!8m2!3d31.5326782!4d-97.1882224!16s%2Fg%2F1v0ll5p8!19sChIJv0pHMw6ET4YRBGI_XWGi2E8,Research Tax Consultants Ltd,,,Tax preparation service,"1105 Wooded Acres Dr # 400, Waco, TX 76710, United States","GRM6+3P Waco, Texas, USA",http://researchtaxconsultants.com/,+1 254-399-0333,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FcXf4VNJnkfDNCRpKS9CVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.06042&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:37.228Z,,
https://www.google.com/maps/place/Lowe+Paula+J+CPA/data=!4m7!3m6!1s0x864f86a09b15d56f:0xc1135cf46e9e5592!8m2!3d31.5168244!4d-97.1970026!16s%2Fg%2F1tcxq299!19sChIJb9UVm6CGT4YRklWebvRcE8E,Lowe Paula J CPA,,,Accountant,"401 W Hwy 6, Waco, TX 76710, United States","GR83+P5 Waco, Texas, USA",,+1 254-772-4901,Closed ⋅ Opens 8 am Mon,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Cc2PUO8_7c3ZHvQJ84sH5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.53882&pitch=0&thumbfov=100,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:42.198Z,,
https://www.google.com/maps/place/Balanced+Books/data=!4m7!3m6!1s0x864f8327adcc2829:0x27b3c68ab6622dc5!8m2!3d31.5572321!4d-97.1347302!16s%2Fg%2F11gyyvj1ht!19sChIJKSjMrSeDT4YRxS1itorGsyc,Balanced Books,,,Bookkeeping service,"600 Columbus Ave #54, Waco, TX 76701, United States","HV48+V4 Waco, Texas, USA",http://www.chloejsayers.com/,+1 248-342-4024,,Identifies as women-owned,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VRax4TykfjUkb9YIMoOpaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.05363&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-19T16:47:45.040Z,,
