placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Sport+Clips+Haircuts+of+West+Valley/data=!4m7!3m6!1s0x8752f2b535b07c9f:0x5e75a974ff259fae!8m2!3d40.7069594!4d-112.0253111!16s%2Fg%2F113jmn8rh!19sChIJn3ywNbXyUocRrp8l_3SpdV4,Sport Clips Haircuts of West Valley,4.4,380,Hair salon,"2917 S Glen Eagle Dr, West Valley City, UT 84128, United States","PX4F+QV West Valley City, Utah, USA",https://sportclips.com/us-ut-westvalley-ut111?utm_source=google&utm_medium=link&utm_campaign=gbp&utm_content=soci,+1 801-955-9566,"Open ⋅ Closes 7 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMjs_dnfltb5sk1zUmBRKFSubrdIRr-mQhKQvnt=w426-h240-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–6 pm,10 am–4 pm,9 am–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:01:40.965Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/At+Your+Disposal+LLC/data=!4m7!3m6!1s0x875261e0391128c7:0x47d50a04dcef7378!8m2!3d40.724296!4d-112.038616!16s%2Fg%2F11fk3xx3y7!19sChIJxygROeBhUocReHPv3AQK1Uc,At Your Disposal LLC,5.0,74,Waste management service,"6173 W 2100 S, West Valley City, UT 84128, United States","PXF6+PH West Valley City, Utah, USA",http://atyourdisposalutah.com/,+1 801-462-1661,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN7YTDhgo4QDHwT_stxXrneTac_VEm3OkbF1Nm5=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:01:46.353Z,,,,
https://www.google.com/maps/place/Huntsman+%26+CNC+Parking/data=!4m7!3m6!1s0x87525f977859410d:0x52b364f195f54096!8m2!3d40.7731301!4d-111.836106!16s%2Fg%2F1tglncp3!19sChIJDUFZeJdfUocRlkD1lfFks1I,Huntsman & CNC Parking,4.0,9,Parking lot,"Medical Dr N, Salt Lake City, UT 84112, United States","Q5F7+7H Salt Lake City, Utah, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwR5y6X8bK9lOt5xhi1vRQNsAS5Y9zm0gOLOcuIV7uuqFwRy7YrP1lAO3-movgqQba6dOe3teTKR7RqIcbBbWcxCIvRmentQQsEYqwndcrOwrjXWJBX4xf14wPAH1Ql2XLyyCCa9g=w408-h725-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:01:49.157Z,,,,
https://www.google.com/maps/place/Safety+Management+and+Training+Solutions/data=!4m7!3m6!1s0x8752f3564e5986cf:0x4a697125f65a3e1f!8m2!3d40.7197101!4d-111.9507121!16s%2Fg%2F11gmcc74r5!19sChIJz4ZZTlbzUocRHz5a9iVxaUo,Safety Management and Training Solutions,4.6,9,Training center,"2370 Decker Lake Blvd, West Valley City, UT 84119, United States","P29X+VP West Valley City, Utah, USA",https://safetymts.com/,+1 855-203-6335,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOzdJK7yVHS-ZDff5boLL4AbqaxiUk2y9zp9tBG=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:01:54.069Z,,,,
https://www.google.com/maps/place/Deer+Valley+Resort+Parking/data=!4m7!3m6!1s0x875272b6e9098bff:0x1d8f462424616982!8m2!3d40.6404173!4d-111.4784524!16s%2Fg%2F1tfrbnmb!19sChIJ_4sJ6bZyUocRgmlhJCRGjx0,Deer Valley Resort Parking,4.5,26,Parking lot,"2550 Deer Valley Dr E, Park City, UT 84060, United States","JGRC+5J Park City, Utah, USA",https://www.deervalley.com/blog/parking-and-transportation-tips-tricks-and-other-hacks,+1 435-649-4040,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyI5uS9HvN5GwO_E3YaVbDxO99R7FGntjUALpEoiNKtSeooJE4jJMdOGT169soc-G28_K-yuGT0CpqN3QPTvMIMZBoyAVY7soy7_z43__nvCLJnjeZN3-66O7yfTwOGaooix-CXQ5QqQrU=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:01:57.082Z,,,,
https://www.google.com/maps/place/Staybridge+Suites+Salt+Lake-West+Valley+City+by+IHG/data=!4m7!3m6!1s0x87528b5e5abeb297:0x3a67be50015023e1!8m2!3d40.704849!4d-111.9519956!16s%2Fg%2F1vcq81z4!19sChIJl7K-Wl6LUocR4SNQAVC-Zzo,Staybridge Suites Salt Lake-West Valley City by IHG,4.1,956,,"3038 Decker Lake Dr, West Valley City, UT 84119, United States","P23X+W6 West Valley City, Utah, USA",https://www.ihg.com/staybridge/hotels/us/en/west-valley-city/slcbt/hoteldetail?cm_mmc=GoogleMaps-_-SB-_-US-_-SLCBT,+1 801-746-8400,,https://lh3.googleusercontent.com/p/AF1QipNizMNzp0OOFuevlYW9H2fuPYF4lQKR1D6rj8N1=w461-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:00.279Z,,,,
https://www.google.com/maps/place/T-Mobile/data=!4m7!3m6!1s0x87528ceaa2b5c641:0x774dd0c7c2684d21!8m2!3d40.6968801!4d-111.9776739!16s%2Fg%2F1vc828wv!19sChIJQca1ouqMUocRIU1owsfQTXc,T-Mobile,3.9,272,Cell phone store,"3616 W 3500 S B, West Valley City, UT 84120, United States","M2WC+QW West Valley City, Utah, USA",https://www.t-mobile.com/stores/bd/t-mobile-west-valley-city-ut-84120-8393?utm_source=google&utm_medium=lastmile&utm_campaign=8393,+1 801-955-2831,"Open ⋅ Closes 8 pm

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMWJdqhVe5DLxU8CIZVLnr4Kd0WEz6OHqgd0LRb=w408-h544-k-no,true,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,11 am–6 pm,10 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:05.392Z,,,"Wireless provider offering cell phones, data plans, Internet devices & accessories. · In-store pick-up",
https://www.google.com/maps/place/Lot+50+-+North+Medical+Garage/data=!4m7!3m6!1s0x87525f96e534e4bd:0xb5193b06d1f5450c!8m2!3d40.7717973!4d-111.8379784!16s%2Fg%2F11csbn_gw8!19sChIJveQ05ZZfUocRDEX10QY7GbU,Lot 50 - North Medical Garage,3.7,21,Parking garage,"50 Medical Dr N, Salt Lake City, UT 84132, United States","Q5C6+PR Salt Lake City, Utah, USA",http://commuterservices.utah.edu/,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzk8JnHBJmpLWWdFP7g-fQh6zGn4nqeJGD_8zClrdQbkVZbjgo2HrGge1nMw5ZOe0U18mM3vPpvLOcfFovgFABc5glw_ewwPtdwVqltRrCvkIVJk5fYn9NYTp3HARwVGC6_G6h8NA=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:08.591Z,,,,
https://www.google.com/maps/place/Penhall+Company+West+Valley+City/data=!4m7!3m6!1s0x87528cab864d892f:0xf1145840b327e6dc!8m2!3d40.7174845!4d-111.9573409!16s%2Fg%2F1tcvzxcp!19sChIJL4lNhquMUocR3OYns0BYFPE,Penhall Company West Valley City,3.8,8,Concrete contractor,"2449 Constitution Blvd, West Valley City, UT 84119, United States","P28V+X3 West Valley City, Utah, USA",https://www.penhall.com/locations/salt-lake-city/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,+1 888-296-5475,"Open ⋅ Closes 5 pm

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMHyrk2LVkq_1KakZxbdzHt24_wtc3CZ5LAfw72=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:13.627Z,,,,
https://www.google.com/maps/place/Soar+Transportation+Group/data=!4m7!3m6!1s0x87528b3308655555:0x4229719c53392356!8m2!3d40.7256475!4d-111.9202489!16s%2Fg%2F11hy9p85qh!19sChIJVVVlCDOLUocRViM5U5xxKUI,Soar Transportation Group,3.4,139,Transportation service,"977 W 2100 S Expy, South Salt Lake, UT 84119, United States","P3GH+7W South Salt Lake, Utah, USA",http://www.driveforsoar.com/,+1 801-975-8000,"Open ⋅ Closes 5 pm

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOiNKwsYZY2I9bOvyLhH3RLNECg7XyIlN1OKhd8=w430-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:18.533Z,,,,
https://www.google.com/maps/place/Complete+Parking+Lot+Painting+%26+Maintenance/data=!4m7!3m6!1s0x8752893f1587a0b7:0x5a8a2817452ad6d6!8m2!3d40.6474339!4d-111.8989094!16s%2Fg%2F11qzcm9yrz!19sChIJt6CHFT-JUocR1tYqRRcoilo,Complete Parking Lot Painting & Maintenance,5.0,1,Paving contractor,"5662 300 W, Murray, UT 84107, United States","J4W2+XC Murray, Utah, USA",https://www.completeplm.com/,+1 801-888-0054,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipM1OMImkTdd8zCcVWyIqO5kCNAb-cCTQ_X8-F54=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:23.462Z,,,,
https://www.google.com/maps/place/CORE+X+PERFORMANCE/data=!4m7!3m6!1s0x8752f4af84b92ad7:0x2fceae6d26168b22!8m2!3d40.7366639!4d-111.967269!16s%2Fg%2F1thf90s6!19sChIJ1yq5hK_0UocRIosWJm2uzi8,CORE X PERFORMANCE,3.8,179,Cold storage facility,"3190 W Professional Cir, Salt Lake City, UT 84104, United States","P2PM+M3 Salt Lake City, Utah, USA",https://corexpartners.com/locations/southwest/performance/,+1 801-886-2653,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3y1zyYrr4Z7xxlyp693K9wshIz_Bp3fPndwTF8XrYaF6pdEgWKBNazSYbSooRIJc-hbY6ifX0GxJC0ywqY9mnzfuMMzioPTUAGMjrRehlFDTz_iZPgY19wfkzw7X5fcd3iA88=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:28.513Z,,,,
https://www.google.com/maps/place/T-Mobile+at+Costco/data=!4m7!3m6!1s0x87528d4e2c87180f:0x556e3d51a7b843d9!8m2!3d40.691015!4d-111.954087!16s%2Fg%2F11y207j865!19sChIJDxiHLE6NUocR2UO4p1E9blU,T-Mobile at Costco,4.5,15,Cell phone store,"3747 S 2700 W, West Valley City, UT 84119, United States","M2RW+C9 West Valley City, Utah, USA",https://www.t-mobile.com/stores/bd/t-mobile-west-valley-city-ut-84119-2c86?utm_source=google&utm_medium=lastmile&utm_campaign=2C86,+1 385-306-9912,"Open ⋅ Closes 8:30 pm

Confirmed by this business 6 days ago",https://lh3.googleusercontent.com/p/AF1QipM-UuAIIxC_TtZqff16O78SnIPzJTslRDeTtWGo=w423-h240-k-no,true,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–7 pm,9 am–6 pm,9 am–8:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:33.933Z,LGBTQ+ friendly,,"Wireless provider offering cell phones, data plans, Internet devices & accessories. · In-store shopping",
"https://www.google.com/maps/place/Salt+Lake+City+Transportation+Services/@40.7475084,-111.9397331,17z/data=!3m1!4b1!4m6!3m5!1s0x8752f49756a8511f:0x99ac6cbca2c6d644!8m2!3d40.7475084!4d-111.9397331!16s%2Fg%2F1yh802bf3",Salt Lake City Transportation Services,,,Transportation service,"996 S Redwood Rd, Salt Lake City, UT 84104, United States","P3X6+24 Salt Lake City, Utah, USA",,+1 801-614-2111,Closed ⋅ Opens 12 am Wed,,false,12–12:30 am,12–12:30 am,12–12:30 am,12–12:30 am,12–12:30 am,12–12:30 am,12–12:30 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:40.664Z,,,,
"https://www.google.com/maps/place/Grand+Hyatt+Deer+Valley+Parking+(Propark)/@40.6206231,-111.4419276,17z/data=!3m1!4b1!4m6!3m5!1s0x87520db15014de99:0x229808c414222d03!8m2!3d40.6206231!4d-111.4419276!16s%2Fg%2F11lyrljh4c",Grand Hyatt Deer Valley Parking (Propark),5.0,2,Valet parking service,"1702 Glencoe Mountain Wy, Park City, UT 84060, United States","JHC5+66 Park City, Utah, USA",http://propark.com/,+1 435-574-1234,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:47.689Z,,,,
https://www.google.com/maps/place/T-Mobile+Authorized+Retailer/data=!4m7!3m6!1s0x87528c9c7910550f:0xddfcb5e90cdbbf85!8m2!3d40.6930063!4d-111.9558277!16s%2Fg%2F1tflmxsk!19sChIJD1UQeZyMUocRhb_bDOm1_N0,T-Mobile Authorized Retailer,4.0,463,Cell phone store,"3601 S 2700 W B116, West Valley City, UT 84119, United States","M2VV+6M West Valley City, Utah, USA",https://www.t-mobile.com/stores/bd/t-mobile-west-valley-ut-84119-1923?utm_source=google&utm_medium=lastmile&utm_campaign=1923,+1 801-966-5561,"Open ⋅ Closes 8 pm

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPmv-SsXOpbbnkAcm0Hp8sxBOa4BUqt6UZSPZh7=w408-h544-k-no,true,11 am–8 pm,11 am–8 pm,11 am–8 pm,11 am–9 pm,11 am–9 pm,12–6 pm,11 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:52.625Z,LGBTQ+ friendly,,"Wireless provider offering cell phones, data plans, Internet devices & accessories. · In-store shopping · In-store pick-up",
https://www.google.com/maps/place/Deer+Valley+Free+Parking+-+Top/data=!4m7!3m6!1s0x87527339dafe9859:0xf86bb37b0bccac9d!8m2!3d40.637972!4d-111.4785809!16s%2Fg%2F11lgwvsgkg!19sChIJWZj-2jlzUocRnazMC3uza_g,Deer Valley Free Parking - Top,5.0,1,Parking lot,"Deer Valley Dr S, Park City, UT 84060, United States","JGQC+5H Park City, Utah, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kYGq5TYeNjG8EMcHK15UFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.977398&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:02:55.646Z,,,,
https://www.google.com/maps/place/Onsite+Fleet+Services/data=!4m7!3m6!1s0x8752f504393d744d:0xedab19e7841fefe0!8m2!3d40.7229778!4d-111.9464265!16s%2Fg%2F11s5smh2b3!19sChIJTXQ9OQT1UocR4O8fhOcZq-0,Onsite Fleet Services,5.0,9,Oil change service,"2113 W 2200 S, West Valley City, UT 84119, United States","P3F3+5C West Valley City, Utah, USA",http://onsitefleetservices.com/,+1 801-874-5040,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyOtpqXxSEO4x5MIBMlfmlK5XbwaZEP3BE6q0iX2i0sG74HdziR9MPmT1khb3kATABJfbG5299ufdX_myXCqV9dDPlXOm7pqHgt8BCSsH4QPE6s60alC7SyhcAhdZBNNGWqlTQlHx--VNt4=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:03:00.706Z,,,,
"https://www.google.com/maps/place/A-Plus+Valet+-+Utah+Valet/@40.448576,-111.781228,17z/data=!3m1!4b1!4m6!3m5!1s0x87527f5eeed2590f:0x7c2e0ed9a9710ec4!8m2!3d40.448576!4d-111.781228!16s%2Fg%2F1th7ncp1",A-Plus Valet - Utah Valet,4.4,7,Valet parking service,"165 W Canyon Crest Rd #330, Alpine, UT 84004, United States","C6X9+CG Alpine, Utah, USA",http://www.aplusvalet.com/,+1 801-755-3408,Open ⋅ Closes 11:30 pm,,false,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:03:07.656Z,,,,
https://www.google.com/maps/place/Burlington/data=!4m7!3m6!1s0x87528d4ab3fb326d:0x38d16dfb4c3d8fd6!8m2!3d40.7067907!4d-112.0221503!16s%2Fg%2F11c2q3n_7k!19sChIJbTL7s0qNUocR1o89TPtt0Tg,Burlington,4.2,1680,Clothing store,"2933 S 5600 W, West Valley City, UT 84120, United States","PX4H+P4 West Valley City, Utah, USA",https://stores.burlington.com/ut/west-valley-city/1002/?utm_source=google&utm_medium=organic&utm_campaign=maps,+1 801-963-8021,Open ⋅ Closes 11:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvr8vjfhTUvp8O7Nyx4pukbyHemKnAgaOV3eyB9d732HI52GMk0rd4xHx1YmxNmmKuBPk3aXmV0zrYqYd1cSIlDtnRrr1YbNCX_ZWGM_BMQu6RmVmOORR5Esv20xkZpLzBAJ3k=w408-h307-k-no,true,9 am–11:30 pm,9 am–11:30 pm,9 am–11:30 pm,9 am–12 am,9 am–12 am,9 am–11 pm,9 am–11:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:03:12.965Z,,,· In-store shopping,
https://www.google.com/maps/place/Canyons+Village+%28Free%29+Parking/data=!4m7!3m6!1s0x87526dc54b2c668f:0x7f06a1d67bac713a!8m2!3d40.6857629!4d-111.5463667!16s%2Fg%2F11mw6q6jzx!19sChIJj2YsS8VtUocROnGse9ahBn8,Canyons Village (Free) Parking,4.5,43,Parking lot,"Park City, UT 84098, United States","MFP3+8F Park City, Utah, USA",,,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTlSkz5fCZNY71DrtU5KRASkDAz-SE3BGHv4NrhN4K93G7kDBk-nnR8raMCjx45L7X3jILE7Uzd0b4aUrudLMXWzh1yoKARfO7A5X2AGrUh9CNJ38wg8nJ8D5u4ysnp_2Dhmo=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Valley+City+Salt+Lake+City+UT/@40.6916132,-112.0010501,14z",2025-10-28T19:03:18.045Z,,,,
https://www.google.com/maps/place/Weber+State+Parking+Services/data=!4m7!3m6!1s0x875308b2152528cf:0x5166ddba2d008b55!8m2!3d41.195189!4d-111.9477208!16s%2Fg%2F11cm_pvxq5!19sChIJzyglFbIIU4cRVYsALbrdZlE,Weber State Parking Services,1.4,108,Association / Organization,"3734 Dixon Pkwy #3001, Ogden, UT 84403, United States","53W2+3W Ogden, Utah, USA",http://www.weber.edu/financialservices/Parking.html,+1 801-626-6533,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2jU--n9WYeugUYAfmui7pQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=122.47057&pitch=0&thumbfov=100,false,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ogden+Salt+Lake+City+UT/@41.2185625,-111.97051,14z",2025-10-28T19:03:36.941Z,,,,
https://www.google.com/maps/place/Mckay-Dee+Employee+Parking+Garage/data=!4m7!3m6!1s0x87530fc2add0cda9:0xa5aa0334af336eae!8m2!3d41.1915605!4d-111.9531165!16s%2Fg%2F11h4nbxk74!19sChIJqc3QrcIPU4cRrm4zrzQDqqU,Mckay-Dee Employee Parking Garage,4.5,2,Parking garage,"Ogden, UT 84403, United States","52RW+JQ Ogden, Utah, USA",,,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DKPVtmhT6h3HIQG8SnMszQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.74445&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ogden+Salt+Lake+City+UT/@41.2185625,-111.97051,14z",2025-10-28T19:03:41.959Z,,,,
https://www.google.com/maps/place/Parking+Garage/data=!4m7!3m6!1s0x875289a15176bd09:0x80fa299c8e9a0118!8m2!3d40.582402!4d-111.8880641!16s%2Fg%2F11t310pyl0!19sChIJCb12UaGJUocRGAGajpwp-oA,Parking Garage,5.0,2,Parking garage,"9286 S 130 E, Sandy, UT 84070, United States","H4J6+XQ Sandy, Utah, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oIOcYR8cLVwT8ZwITqAa6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.1936936&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sandy+Salt+Lake+City+UT/@40.5649781,-111.8389726,14z",2025-10-28T19:03:53.979Z,,,,
https://www.google.com/maps/place/Bridge+Property+Management+LLC/data=!4m7!3m6!1s0x87528a2a128c41c5:0x4c53fad129e6a3e2!8m2!3d40.5709296!4d-111.8878216!16s%2Fg%2F1w96h6j8!19sChIJxUGMEiqKUocR4qPmKdH6U0w,Bridge Property Management LLC,4.0,1226,Property management company,"111 E Sego Lily Dr #400, Sandy, UT 84070, United States","H4C6+9V Sandy, Utah, USA",https://www.bridgepm.com/,+1 801-284-5960,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMXHlPXbfdRkKPpx9QZn6KrguGkIKQfQx5HRfBq=w444-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sandy+Salt+Lake+City+UT/@40.5649781,-111.8389726,14z",2025-10-28T19:03:59.144Z,,,,
https://www.google.com/maps/place/Icon+9700+Apartments/data=!4m7!3m6!1s0x87527d46a5588417:0x403da6b84695cffa!8m2!3d40.5754093!4d-111.838276!16s%2Fg%2F11hbr99mgc!19sChIJF4RYpUZ9UocR-s-VRrimPUA,Icon 9700 Apartments,4.2,201,Apartment complex,"9678 Kalina Way, Sandy, UT 84092, United States","H5G6+5M Sandy, Utah, USA",https://www.icon9700.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=google+biz&utm_medium=organic,+1 385-406-2153,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNSMNHEFC9KejPJM9wTcEtl2SDhxY3KDz6agURy=w408-h272-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,Closed,10 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sandy+Salt+Lake+City+UT/@40.5649781,-111.8389726,14z",2025-10-28T19:04:04.431Z,LGBTQ+ friendly,,· Dogs allowed,
https://www.google.com/maps/place/PrePass/data=!4m7!3m6!1s0x8752888a2e11f57f:0x45fe73504b71b2dd!8m2!3d40.5919028!4d-111.9063789!16s%2Fg%2F11b77strgl!19sChIJf_URLoqIUocR3bJxS1Bz_kU,PrePass,2.6,54,Transportation service,"510 Parkland Dr, Sandy, UT 84070, United States","H3RV+QC Sandy, Utah, USA",https://prepass.com/,+1 800-773-7277,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxudMB5DPBT6MwFmPOt4nakXz-xEbLoc-s5zhOg_Vu-R1dqfZ7RUBGadimda-PmWPRnNn8GHlmbgYrIjrBGMCW4_-92EFQOju6NpdKUHsX9qoNT1AQ795PjboBbg8ztKGg2kLBp=w408-h544-k-no,false,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,6 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sandy+Salt+Lake+City+UT/@40.5649781,-111.8389726,14z",2025-10-28T19:04:14.261Z,,,,
