placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,isBlackOwned,attributes
"https://www.google.com/maps/place/Bettinger+Realtors+,+Inc.+-+Real+Estate+%26+Property+Management+Services/data=!4m7!3m6!1s0x865b4cf47eda3bb7:0x50c62ef7377f7575!8m2!3d30.1761139!4d-97.8233596!16s%2Fg%2F1tcv1w3y!19sChIJtzvafvRMW4YRdXV_N_cuxlA","Bettinger Realtors , Inc. - Real Estate & Property Management Services",3.6,44,Property management company,"2015 Monarch Dr, Austin, TX 78748, United States","55GG+CM Austin, Texas, USA",http://austinpropertymgt.com/,+1 512-282-5427,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPIIq9Gre2F-1Haq1FZy4pPNH5VVeqpUzmduSha=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:12:15.497Z,,
https://www.google.com/maps/place/Retreat+at+North+Bluff/data=!4m7!3m6!1s0x8644b35a53f4a87d:0x115420730dae4e67!8m2!3d30.1978231!4d-97.7718926!16s%2Fg%2F1thx4fr4!19sChIJfaj0U1qzRIYRZ06uDXMgVBE,Retreat at North Bluff,3.9,81,Property management company,"6212 Crow Ln, Austin, TX 78745, United States","56XH+46 Austin, Texas, USA",https://www.retreatatnorthbluff.com/?utm_knock=g,+1 737-307-1753,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOxyL5Grh278unagWS01wVfWhqJ-mbkTVLN_NP-=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:12:20.605Z,,
"https://www.google.com/maps/place/Austin+Home+Source+LLC,+REALTORS+%28R%29/data=!4m7!3m6!1s0x8644b503d07510ad:0x502500fbdf992bcc!8m2!3d30.2056203!4d-97.8107168!16s%2Fg%2F1t_kgy0f!19sChIJrRB10AO1RIYRzCuZ3_sAJVA","Austin Home Source LLC, REALTORS (R)",4.0,16,Real estate agency,"2500 W William Cannon Dr Bldg607 #A3, W William Cannon Dr, Austin, TX 78745, United States","654Q+6P Austin, Texas, USA",http://www.austinhomesource.com/,+1 512-472-4663,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uSeO97WkqmryAkfeWwhRtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.075726&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:12:23.511Z,,
https://www.google.com/maps/place/Inspira+Property+Management/data=!4m7!3m6!1s0x8616db65a62fd957:0xe77ffa6854452f72!8m2!3d30.1609386!4d-97.8167542!16s%2Fg%2F11vq56mfnh!19sChIJV9kvpmXbFoYRci9FVGj6f-c,Inspira Property Management,4.1,9,Property management company,"10413 Bilbrook Pl, Austin, TX 78748, United States","556M+97 Austin, Texas, USA",https://www.inspirapm.com/,+1 512-650-7335,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMIzTPy-dTZ2ZEZd7cq1JFlbAZJvQHHH8LGrper=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:12:28.476Z,,
https://www.google.com/maps/place/Hillside+Creek/data=!4m7!3m6!1s0x8644b45ef2dec5a3:0xf9ca2765c08f628f!8m2!3d30.2338859!4d-97.7381257!16s%2Fg%2F1tvgvqyk!19sChIJo8Xe8l60RIYRj2KPwGUnyvk,Hillside Creek,3.3,138,Property management company,"1730 E Oltorf St, Austin, TX 78741, United States","67M6+HP Austin, Texas, USA",https://www.liveathillsidecreek.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D,+1 737-302-5631,"Open ⋅ Closes 6 pm

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOBs--caXX3O4u1q1XZJcMScamjGcqpPCnhDqKK=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:12:33.765Z,,
https://www.google.com/maps/place/Western+Trails+Company/data=!4m7!3m6!1s0x865b4b3702bc1f43:0xb18d7ac64ec5bde!8m2!3d30.2306669!4d-97.7934115!16s%2Fg%2F11cn687tmb!19sChIJQx-8AjdLW4YR3lvsZKzXGAs,Western Trails Company,,,Property management company,"2222 Western Trails Blvd, Austin, TX 78745, United States","66J4+7J Austin, Texas, USA",,+1 512-917-7782,Open ⋅ Closes 8 pm,,https://lh3.googleusercontent.com/p/AF1QipPOEWWPRTdcIL1tK7PzapH_yMlSE8IsqizXROM2=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:12:38.869Z,,
https://www.google.com/maps/place/Cain+Realty+Group/data=!4m7!3m6!1s0x865b4ad04c934a1b:0x5c2e40e37a8df611!8m2!3d30.2332406!4d-97.7864466!16s%2Fg%2F1pychl59f!19sChIJG0qTTNBKW4YREfaNeuNALlw,Cain Realty Group,5.0,704,Real estate agent,"4010 Menchaca Rd, Austin, TX 78704, United States","66M7+7C Austin, Texas, USA",https://www.cainrealtygroup.com/,+1 512-675-7653,,,https://lh3.googleusercontent.com/p/AF1QipO7baokJt7xHQg3oE2QYV2RljnirKWZslWycGRP=w426-h240-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:12:44.175Z,,
https://www.google.com/maps/place/Sienna+Properties/data=!4m7!3m6!1s0x865b4c91f435abef:0xe666fcf470a1379c!8m2!3d30.1852774!4d-97.8472186!16s%2Fg%2F1tk4rk_7!19sChIJ76s19JFMW4YRnDehcPT8ZuY,Sienna Properties,3.3,43,Property management company,"9901 Brodie Ln, Austin, TX 78748, United States","55P3+44 Austin, Texas, USA",http://www.siennaproperties.com/,+1 512-328-0600,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNStt8Qbmn9btEZHVyHtd8cHERA8rbYGo1SbP3X=w408-h271-k-no,true,9:30 am–5 pm,9:30 am–3 pm,Closed,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:12:49.178Z,,
https://www.google.com/maps/place/Agave+at+South+Congress/data=!4m7!3m6!1s0x8644b3593e60a74b:0xfbc749672bade73b!8m2!3d30.2006849!4d-97.7697273!16s%2Fg%2F1tk4rk1k!19sChIJS6dgPlmzRIYRO-etK2dJx_s,Agave at South Congress,3.4,120,Apartment complex,"625 E Stassney Ln, Austin, TX 78745, United States","662J+74 Austin, Texas, USA",https://www.agavesouthcongress.com/,+1 512-399-9614,"Open ⋅ Closes 5:30 pm

Updated by this business 4 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMDoupA6h5V1bpjPz-pbDKrQEStNEllIPSfvQkL=w408-h305-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,10 am–5 pm,1–5 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:12:54.481Z,,· Dogs allowed
https://www.google.com/maps/place/Maximus+Residential/data=!4m7!3m6!1s0x8644b4d26b20d301:0x1762b0f79b39259f!8m2!3d30.2645554!4d-97.7628599!16s%2Fg%2F11cmd3r_10!19sChIJAdMga9K0RIYRnyU5m_ewYhc,Maximus Residential,4.6,25,Property management company,,,http://www.maximusresidential.com/,+1 512-831-7094,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNbL5jRhZoHjz-cCgG2_B7rHk60t7XwK5BTEKXt=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:12:59.512Z,,
https://www.google.com/maps/place/Crosstown+Properties/data=!4m7!3m6!1s0x865b4a8272f3d919:0x381663b4183d7c8c!8m2!3d30.293372!4d-97.8219181!16s%2Fg%2F1tdbfvgw!19sChIJGdnzcoJKW4YRjHw9GLRjFjg,Crosstown Properties,4.5,83,Property management company,"5450 Bee Caves Rd Suite 5D, Austin, TX 78746, United States","75VH+86 Austin, Texas, USA",https://www.austinlandlord.com/,+1 512-328-8500,Open ⋅ Closes 3 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipOi978ktdNZla-_fapLUIhVnnBhtWmG1-Hibcv9=w408-h306-k-no,true,11 am–3 pm,11 am–3 pm,Closed,Closed,11 am–3 pm,11 am–3 pm,11 am–3 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:04.531Z,,
https://www.google.com/maps/place/Bunkhouse+Management/data=!4m7!3m6!1s0x8644b4fdfaba0bd1:0xc5a69947091aa40f!8m2!3d30.2462692!4d-97.7507003!16s%2Fg%2F1xn_nsby!19sChIJ0Qu6-v20RIYRD6QaCUeZpsU,Bunkhouse Management,4.1,9,Property management company,"1711 S Congress Ave Ste 300, Austin, TX 78704, United States","66WX+GP Austin, Texas, USA",https://www.bunkhousehotels.com/,+1 512-852-2300,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VEf0lE_N7uq9Ak29bNTprw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.75977&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:09.412Z,,
https://www.google.com/maps/place/Ziprent/data=!4m7!3m6!1s0x8644b546fe3cbb7b:0x8edbfb247cc5b28d!8m2!3d30.2833302!4d-97.7414587!16s%2Fg%2F11rt_fc5hy!19sChIJe7s8_ka1RIYRjbLFfCT7244,Ziprent,4.7,24,Property management company,"2025 Guadalupe St Suite 260, Austin, TX 78705, United States","77M5+8C Austin, Texas, USA",http://www.ziprent.com/?utm_source=google_profile&utm_medium=leads&utm_content=texas&utm_campaign=austin&utm_id=gbp12,+1 737-343-7019,Open ⋅ Closes 10 pm,,https://lh3.googleusercontent.com/p/AF1QipM1-NnQb9w4_MuFK7W1DG2gLxt-fcN8pdifgmAJ=w408-h271-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:14.286Z,,
https://www.google.com/maps/place/SDTA+Austin/data=!4m7!3m6!1s0x8644b55689595ac9:0x9c34da017e38841f!8m2!3d30.2375261!4d-97.7569008!16s%2Fg%2F11n6_jvy1w!19sChIJyVpZiVa1RIYRH4Q4fgHaNJw,SDTA Austin,4.1,9,House cleaning service,"130 Cumberland Rd #322, Austin, TX 78704, United States","66QV+26 Austin, Texas, USA",,+1 512-222-7722,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOfVaEILyKlJP4FE8D_O7J3IbmJkWhpvChzQeQA=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:17.224Z,,
"https://www.google.com/maps/place/Stellar+BNB+Management+%26+Design+Co./@30.296114,-97.73297,11z/data=!3m1!4b1!4m6!3m5!1s0x4f901fe55aeb9d53:0x9293f27c4ac85621!8m2!3d30.296114!4d-97.73297!16s%2Fg%2F11ss_3khw_",Stellar BNB Management & Design Co.,4.7,12,Property management company,,,http://stellarbnbatx.com/,+1 512-910-5744,Open 24 hours,,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:24.154Z,,
https://www.google.com/maps/place/Forest+Creek+Village+Apartments/data=!4m7!3m6!1s0x8644b48b6998db25:0xa62a159c1d10711f!8m2!3d30.2281235!4d-97.7472345!16s%2Fg%2F1tkmmyy1!19sChIJJduYaYu0RIYRH3EQHZwVKqY,Forest Creek Village Apartments,2.9,56,Apartment complex,"1401 St Edwards Dr, Austin, TX 78704, United States","67H3+64 Austin, Texas, USA",http://www.smiforestcreekapts.com/,+1 512-442-9369,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqZk1Hzv_Tq3cQY886JpdHbdBmbfGzcUF7q7PGSDmB3EyJ9Phb8K1uCm-V5mrVIuKVWUCzJNamQxgb9cnMUuFPv60GoqIQ3SafJdn2kSljLlo_R3Ld1cyEAuZWyC00P-qGp_wLW=w493-h240-k-no,true,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:29.152Z,,· Dogs allowed
https://www.google.com/maps/place/Easy+Living+Property+Management+LLC/data=!4m7!3m6!1s0x8644b5ec2263aac3:0x51ff500e55d45001!8m2!3d30.224323!4d-97.7860276!16s%2Fg%2F11w9189g2k!19sChIJw6pjIuy1RIYRAVDUVQ5Q_1E,Easy Living Property Management LLC,5.0,4,Property management company,,,https://easylivingpropertymanagement.com/,+1 512-831-4415,,,https://lh3.googleusercontent.com/p/AF1QipNIepJxyuentLyN7vgUY1O9UxldOq3zcRty7mxZ=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:31.904Z,,
https://www.google.com/maps/place/Wesley+Price+-+Ethos+Real+Estate+and+Mortgage/data=!4m7!3m6!1s0x8644b5ee57b2f6f1:0x7431a3ff6c0e64f5!8m2!3d30.2251489!4d-97.7700882!16s%2Fg%2F11k9lp_tqd!19sChIJ8fayV-61RIYR9WQObP-jMXQ,Wesley Price - Ethos Real Estate and Mortgage,5.0,19,Real estate consultant,"4105 S 1st St, Austin, TX 78745, United States","66GH+3X Austin, Texas, USA",http://www.ethosrem.com/,+1 512-815-3154,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMYHXLRcrZ745hbzq4ViPzGtbpDISxmhBDBWEme=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:36.862Z,,
https://www.google.com/maps/place/City+View+at+the+Park/data=!4m7!3m6!1s0x8644b487d0cc48e3:0xba0ccc91bd8c5696!8m2!3d30.2182426!4d-97.7430713!16s%2Fg%2F1tjt29z5!19sChIJ40jM0Ie0RIYRllaMvZHMDLo,City View at the Park,4.0,32,Property management company,"2000 Woodward St, Austin, TX 78741, United States","6794+7Q Austin, Texas, USA",https://www.cityviewatthepark.com/,+1 512-804-5296,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOKlfvG-hAEihBPY_iQQ8UVL_2BKDPKT05gYEB7=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:41.865Z,,
https://www.google.com/maps/place/Circle+C+Homeowner%27s+Association/data=!4m7!3m6!1s0x865b4eb23a52d20b:0xe4b7f07631824c44!8m2!3d30.1931393!4d-97.9088775!16s%2Fg%2F12632ypvj!19sChIJC9JSOrJOW4YRREyCMXbwt-Q,Circle C Homeowner's Association,5.0,1,Homeowners' association,"7817 La Crosse Ave, Austin, TX 78739, United States","53VR+7C Austin, Texas, USA",https://circlecranch.com/,+1 512-288-8663,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C6YEqTiczNVmv3i96f_hqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.438286&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:54.559Z,,
"https://www.google.com/maps/place/Sandalwood+Management,+Inc./data=!4m7!3m6!1s0x865b3577d27c8a13:0x8e2e55a598ea3a02!8m2!3d30.3088183!4d-97.82866!16s%2Fg%2F1td9qyqx!19sChIJE4p80nc1W4YRAjrqmKVVLo4","Sandalwood Management, Inc.",2.0,72,Property management company,"500 N Capital of Texas Hwy Building 7, Austin, TX 78746, United States","855C+GG Austin, Texas, USA",http://www.sandalwoodmgt.com/,+1 512-329-8480,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipM1syiua8MBrSG1VaV84jfxwpY9Kfd6u1BTlfsR=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:13:59.507Z,,
https://www.google.com/maps/place/Turnover+Specialists+LLC/data=!4m7!3m6!1s0x8644b37e21bb6769:0xce75fce1d6ab2b36!8m2!3d30.296114!4d-97.73297!16s%2Fg%2F11lrhk50dd!19sChIJaWe7IX6zRIYRNiur1uH8dc4,Turnover Specialists LLC,5.0,20,House cleaning service,,,https://turnoverspecialists.com/,+1 512-270-9924,Open ⋅ Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP8j9lNobLiryVTUAwLRdY_mj6az-tKSo-aqY4E=w408-h543-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:14:04.303Z,,
https://www.google.com/maps/place/Urbana+Yardhomes/data=!4m7!3m6!1s0x865b4bd0f85e7f37:0x7709c754b90aec49!8m2!3d30.2431916!4d-97.8000041!16s%2Fg%2F11rsh91vbv!19sChIJN39e-NBLW4YRSewKuVTHCXc,Urbana Yardhomes,,,Property management company,"3755 S Capital of Texas Hwy Building 1 Unit 100, Austin, TX 78704, United States","65VX+7X Austin, Texas, USA",https://urbanayardhomes.com/?utm_source=Local&utm_medium=Organic+&utm_campaign=GMB&utm_content=yardhomes,+1 844-851-7649,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W0-IKA2N3bNQ9EupqiZVPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.30606&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:14:07.356Z,,
https://www.google.com/maps/place/Solutions+ATX/data=!4m7!3m6!1s0x8644b591e055f201:0x74b3280cd4f39fcc!8m2!3d30.2299485!4d-97.7782825!16s%2Fg%2F11h1123716!19sChIJAfJV4JG1RIYRzJ_z1Awos3Q,Solutions ATX,5.0,2,Consultant,"1301 Summer Oak Dr D, Austin, TX 78704, United States","66HC+XM Austin, Texas, USA",,+1 512-270-8875,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOhqSty087bn_yuLJLzskEmOzr9IRNl5YbStaMU=w564-h240-k-no,false,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:14:12.530Z,,
https://www.google.com/maps/place/Austin+Property+Team/data=!4m7!3m6!1s0x8644b4592ad90b31:0xfe95c47fe3193929!8m2!3d30.2360414!4d-97.7388003!16s%2Fg%2F11vhf_60py!19sChIJMQvZKlm0RIYRKTkZ43_Elf4,Austin Property Team,,,Property management company,"2101 I-35, Austin, TX 78741, United States","67P6+CF Austin, Texas, USA",https://austinpropertyteam.com/contact/,+1 512-686-5454,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xSfwHR300_2TuHprFL5S3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.59946&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:14:15.280Z,,
https://www.google.com/maps/place/Farmhouse/data=!4m7!3m6!1s0x865b4d31aaab5dad:0x4e441006f7d2fa5!8m2!3d30.1443106!4d-97.7930389!16s%2Fg%2F11dyxk63yr!19sChIJrV2rqjFNW4YRpS99bwBB5AQ,Farmhouse,4.3,221,Property management company,"10801 S I-35 Frontage Rd, Austin, TX 78747, United States","46V4+PQ Austin, Texas, USA",https://www.farmhouseaustin.com/?utm_knock=g,+1 737-201-0581,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOgVlRSw0FXL-LveAxX3h9hRLLS5hZUjsYm-pqW=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,10 am–5 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:14:20.473Z,,
https://www.google.com/maps/place/Onion+Creek+Homeowners+Association/data=!4m7!3m6!1s0x865b4d3737aac255:0x9195da7de66e8299!8m2!3d30.1404315!4d-97.7947504!16s%2Fg%2F1tczwc16!19sChIJVcKqNzdNW4YRmYJu5n3alZE,Onion Creek Homeowners Association,4.5,11,Association / Organization,"10816 Crown Colony Dr # 105, Austin, TX 78747, United States","46R4+53 Austin, Texas, USA",https://www.onioncreekhoa.org/,+1 512-280-8110,Open ⋅ Closes 2 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fUZ9OHhKVTNWxFhI-QukVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.76132&pitch=0&thumbfov=100,false,10 am–2 pm,10 am–2 pm,Closed,Closed,10 am–2 pm,10 am–2 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+South+Congress+Austin+TX/@30.2049701,-97.7748074,14z",2025-09-25T17:14:25.598Z,,
https://www.google.com/maps/place/Simon+Property+Group/data=!4m7!3m6!1s0x865b351715468c91:0xa5e80d4220821cc9!8m2!3d30.2561118!4d-97.8081405!16s%2Fg%2F1tfb2dx3!19sChIJkYxGFRc1W4YRyRyCIEIN6KU,Simon Property Group,5.0,1,Property management company,"2901 S Capital of Texas Hwy, Austin, TX 78746, United States","754R+CP Austin, Texas, USA",http://business.simon.com/leasing/barton-creek-square,+1 512-327-7041,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UndFUGZdmQ80wc4iEXKCzA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.35211&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Zilker+Austin+TX/@30.2551262,-97.7687214,14z",2025-09-25T17:14:44.728Z,,
https://www.google.com/maps/place/Rainey+Property+Group/data=!4m7!3m6!1s0x54906b102ad81c89:0xd93f26a440bd405e!8m2!3d30.2801579!4d-97.8064455!16s%2Fg%2F11n_xk2j_t!19sChIJiRzYKhBrkFQRXkC9QKQmP9k,Rainey Property Group,4.8,26,Real estate agent,"3700 Bee Caves Rd STE 102, Austin, TX 78746, United States","75JV+3C Austin, Texas, USA",https://www.raineypropertygroup.com/,+1 512-987-5937,Open ⋅ Closes 10 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zkRWkutwUs_BFVbYkaYbXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.779762&pitch=0&thumbfov=100,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Zilker+Austin+TX/@30.2551262,-97.7687214,14z",2025-09-25T17:14:49.658Z,,
https://www.google.com/maps/place/The+Property+Society/data=!4m7!3m6!1s0x865b4a97cb9e3a21:0x99eb881be138da0c!8m2!3d30.2808527!4d-97.8078684!16s%2Fg%2F11cnb3s03g!19sChIJITqey5dKW4YRDNo44RuI65k,The Property Society,1.0,7,Property management company,"3826 Bee Caves Rd, West Lake Hills, TX 78746, United States","75JR+8V West Lake Hills, Texas, USA",http://www.property-society.com/,+1 512-282-7393,Open ⋅ Closes 5:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=er9JNnr-r4W1Qv8QIvuUHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.46238&pitch=0&thumbfov=100,false,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Zilker+Austin+TX/@30.2551262,-97.7687214,14z",2025-09-25T17:15:01.914Z,,
https://www.google.com/maps/place/Harmony+Real+Estate+Group/data=!4m7!3m6!1s0x8644b544969e97bf:0x4e1d5bb053851ba2!8m2!3d30.263624!4d-97.7832423!16s%2Fg%2F11wq35pw0_!19sChIJv5eelkS1RIYRohuFU7BbHU4,Harmony Real Estate Group,4.3,6,Real estate agency,"2525 Wallingwood Dr bldg 8, Austin, TX 78746, United States","7678+CP Austin, Texas, USA",https://www.harmonyregroup.com/,+1 512-777-4287,Open ⋅ Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JjwDQWJzDad1Wr1-8pLLPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.83948&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Zilker+Austin+TX/@30.2551262,-97.7687214,14z",2025-09-25T17:15:06.713Z,,
