placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Integrative+Psychotherapy/data=!4m7!3m6!1s0x4cb29a0d1964e9a7:0x57dbac6d351e3097!8m2!3d43.6763253!4d-70.3656847!16s%2Fg%2F1w3w2n3b!19sChIJp-lkGQ2askwRlzAeNW2s21c,Integrative Psychotherapy,,,Marriage or relationship counselor,,"836 Main St, Westbrook, ME 04092, United States","MJGM+GP Westbrook, Maine, USA",,+1 207-615-9692,Closed ⋅ Opens 10 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mw_JC3RW_NeNHyrSywdXqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.35367&pitch=0&thumbfov=100,false,Closed,Closed,10 am–7:30 pm,10 am–7:30 pm,10 am–7:30 pm,10 am–7:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/Infusion+centers+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-28T23:36:03.457Z,,,
"https://www.google.com/maps/place/MaineHealth+Pediatric+Cancer+Care,+Blood+Disorders+and+IV+Therapy/data=!4m7!3m6!1s0x4cb29f33ba978083:0x6fca88170f4d554d!8m2!3d43.6004951!4d-70.3177007!16s%2Fg%2F11c43ny7cy!19sChIJg4CXujOfskwRTVVNDxeIym8","MaineHealth Pediatric Cancer Care, Blood Disorders and IV Therapy",3.3,4,Medical group,,"100 Campus Dr #107, Scarborough, ME 04074, United States","JM2J+5W Scarborough, Maine, USA",https://www.mainehealth.org/Locations/Maine-Children-s-Cancer-Program/Scarborough-100-Campus-DR-STE-107-11524982,+1 207-396-7565,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMyBv2uscLvn4sdIqE9jm-NJR-wek_uSW-ASaQq=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-28T23:36:08.463Z,,,
https://www.google.com/maps/place/The+DRIPBaR+Westbrook/data=!4m7!3m6!1s0x4cb29bc908b2c043:0x7b550bbbbb60395d!8m2!3d43.6767999!4d-70.3308453!16s%2Fg%2F11pzq5lvd8!19sChIJQ8CyCMmbskwRXTlgu7sLVXs,The DRIPBaR Westbrook,5.0,38,,,"95 Rock Row Suite 110, Westbrook, ME 04092, United States","MMG9+PM Westbrook, Maine, USA",https://www.thedripbar.com/westbrook-rock-row/?utm_source=westbrook-me-google-my-business&utm_medium=organic&utm_campaign=profile-link,+1 207-464-6923,Permanently closed,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npkzzXOSISwPivqn0fXfpqZnTHNecEnZLa1MQXOek-BN_W5ikeZ07wNZRK5ZXiM30-NGMU2hL1BZsWRXEUAxHRQv-OnC3TbilwXefYvgnfsvPMAXgFhyfTt3QI-9ZmIMu9k1o2_=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Westbrook+ME/@43.6770252,-70.3711617,14z",2025-09-28T23:36:13.330Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/MaineHealth+Radiation+Therapy+-+Bath/data=!4m7!3m6!1s0x4cad85a33ef3e781:0xe1b976387ca57176!8m2!3d43.9169391!4d-69.8334243!16s%2Fg%2F1vp73ckg!19sChIJgefzPqOFrUwRdnGlfDh2ueE,MaineHealth Radiation Therapy - Bath,4.5,2,Cancer treatment center,,"175 Congress Ave, Bath, ME 04530, United States","W588+QJ Bath, Maine, USA",,+1 207-386-5656,,https://lh3.googleusercontent.com/p/AF1QipPyYiAYopXOeE5sg2l1HV4UydKdGJyR45SrbUMt=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Bath+ME/@43.9106353,-69.8206023,14z",2025-09-28T23:36:24.505Z,,,
https://www.google.com/maps/place/Winship+Green+Center+for+Health+%26+Rehabilitation/data=!4m7!3m6!1s0x4cad858420bb05e3:0xc37005104babd072!8m2!3d43.932198!4d-69.816938!16s%2Fg%2F1td_4sl8!19sChIJ4wW7IISFrUwRctCrSxAFcMM,Winship Green Center for Health & Rehabilitation,4.3,71,Nursing home,,"51 Winship St, Bath, ME 04530, United States","W5JM+V6 Bath, Maine, USA",https://winshipgreencenterrehab.com/,+1 207-443-9772,"Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon

Confirmed by this business 9 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IpslF_qIPJaENTNIV--xdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.40915&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Bath+ME/@43.9106353,-69.8206023,14z",2025-09-28T23:36:29.653Z,,,
https://www.google.com/maps/place/Riverside+Healing+Center/data=!4m7!3m6!1s0x4cad850c7739a4f1:0xd74369051389ea76!8m2!3d43.9144429!4d-69.8136005!16s%2Fg%2F11gh2px8hx!19sChIJ8aQ5dwyFrUwRduqJEwVpQ9c,Riverside Healing Center,4.1,8,Medical clinic,,"92 Commercial St, Bath, ME 04530, United States","W57P+QH Bath, Maine, USA",http://www.riversidehealingcenter.com/,+1 207-389-4372,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npLQB8wHIeCwHQTpR2LcBYkO1ULR2gnWi3--z_Hqk2P5BQZxZmOhxgABgekOZw3dy4bxlITQdGSr2p6zB_pd5DzGV73jKPBeGZ7W4m7Fb3FvSoVze49um7Sjb-sUaDaDH5fybk=w416-h240-k-no,true,Closed,9 am–4:30 pm,9:30 am–5:30 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bath+ME/@43.9106353,-69.8206023,14z",2025-09-28T23:36:34.489Z,,,
https://www.google.com/maps/place/Bath+Natural+Market/data=!4m7!3m6!1s0x4cad850eae79afdd:0x22b7e38aed89d772!8m2!3d43.9125067!4d-69.8150951!16s%2Fg%2F1tf7m4pw!19sChIJ3a95rg6FrUwRcteJ7YrjtyI,Bath Natural Market,4.6,90,Natural goods store,· In-store shopping · In-store pick-up,"36 Centre St, Bath, ME 04530, United States","W57M+2X Bath, Maine, USA",http://www.bathnaturalmarket.com/,+1 207-442-8012,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYlqIMjnJeZNOgdgDn_HUEtFRnkIDWxB941ojdH2GGP_fi5i5H_2mlJdR68RGQS5s8ZhDtnNkySS0XZVpWlaCYTZ_OgtLV0QH2IGuFRfWuncPbQ4_rk5JtyHF3VMrfX4HFLaz5Mw=w408-h306-k-no,true,10 am–5 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Bath+ME/@43.9106353,-69.8206023,14z",2025-09-28T23:36:39.876Z,,,
https://www.google.com/maps/place/Fresenius+Kidney+Care+Bath/data=!4m7!3m6!1s0x4cad85af0c3220e9:0xe59082fd7cf69467!8m2!3d43.9103283!4d-69.8335809!16s%2Fg%2F1td7brm9!19sChIJ6SAyDK-FrUwRZ5T2fP2CkOU,Fresenius Kidney Care Bath,4.0,1,Dialysis center,,"55 Congress Ave, Bath, ME 04530, United States","W568+4H Bath, Maine, USA",https://www.freseniuskidneycare.com/dialysis-centers/maine/1761?utm_campaign=Website&utm_medium=&utm_source=YextGMB&utm_content=1761&y_source=1_MjYyMjgzOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 800-881-5101,"Closed ⋅ Opens 5 am Mon

Confirmed by this business 10 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-IHOMwjKlnCzdrJsQ7Cv5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.28558&pitch=0&thumbfov=100,true,Closed,5 am–5 pm,5 am–5 pm,5 am–5 pm,5 am–5 pm,5 am–5 pm,5 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Bath+ME/@43.9106353,-69.8206023,14z",2025-09-28T23:36:44.896Z,,,
https://www.google.com/maps/place/MaineHealth+Endocrinology+and+Diabetes+-+Bath/data=!4m7!3m6!1s0x4cad8579bdc5c4af:0x5441b94fdef84336!8m2!3d43.9120567!4d-69.8172407!16s%2Fg%2F11t4_kx5hn!19sChIJr8TFvXmFrUwRNkP43k-5QVQ,MaineHealth Endocrinology and Diabetes - Bath,3.4,5,Doctor,,"108 Centre St Suite 100, Bath, ME 04530, United States","W56M+R4 Bath, Maine, USA",https://www.mainehealth.org/Mid-Coast-Hospital/Services/Endocrinology,+1 207-386-1990,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zzm7f6g-g1vUcNM95hiWQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.55865&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bath+ME/@43.9106353,-69.8206023,14z",2025-09-28T23:36:49.750Z,,,
https://www.google.com/maps/place/Coastal+Cancer+Treatment+Center:+Pryzant+Rodger+M+MD/data=!4m7!3m6!1s0x4cad85a33ef3e781:0xa9cd443dc8def591!8m2!3d43.9169584!4d-69.8334026!16s%2Fg%2F1tf0q6h5!19sChIJgefzPqOFrUwRkfXeyD1Ezak,Coastal Cancer Treatment Center: Pryzant Rodger M MD,,,Doctor,,"175 Congress Ave, Bath, ME 04530, United States","W588+QJ Bath, Maine, USA",https://spectrumhcp.com/locations/coastal-cancer-treatment-center/,+1 207-443-5866,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vIAz5Ll4uRO1-NSfZweNpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.38474&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Bath+ME/@43.9106353,-69.8206023,14z",2025-09-28T23:36:52.395Z,,,
https://www.google.com/maps/place/IV+HydraLounge/data=!4m7!3m6!1s0x4cb1e5c1f9edb259:0x59d8e501de68b5!8m2!3d44.5439415!4d-69.6724448!16s%2Fg%2F11vb2_kjjp!19sChIJWbLt-cHlsUwRtWjeAeXYWQA,IV HydraLounge,5.0,68,Medical spa,,"350 Kennedy Memorial Dr Suite 1, Waterville, ME 04901, United States","G8VH+H2 Waterville, Maine, USA",https://ivhydralounge.org/,+1 207-649-3789,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNAkyzzJ_Rk6-eCm_7NBcHjv8rA40vfzjHi7HjN=w408-h612-k-no,true,9 am–1 pm,9 am–5 pm,9 am–8 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Waterville+ME/@44.5520105,-69.6317121,14z",2025-09-28T23:37:10.535Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Maine+General+Medical+Center-+Thayer+Campus/data=!4m7!3m6!1s0x4cb1e4681fd1a937:0x5c9608a1078dda3f!8m2!3d44.565483!4d-69.6462173!16s%2Fg%2F11jclng_k1!19sChIJN6nRH2jksUwRP9qNB6EIllw,Maine General Medical Center- Thayer Campus,2.6,38,Hospital,,"149 North St, Waterville, ME 04901, United States","H983+5G Waterville, Maine, USA",https://www.mainegeneral.org/locations/locations-profile/thayer-center-for-health/,+1 207-872-1000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xC3j5ratydKUvxi9GGjO2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.92194&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Waterville+ME/@44.5520105,-69.6317121,14z",2025-09-28T23:37:13.559Z,,,
https://www.google.com/maps/place/Waterville+Comprehensive+Treatment+Center/data=!4m7!3m6!1s0x4cb1e4e8f78c7b67:0x264304d5d8bf1da3!8m2!3d44.541883!4d-69.675187!16s%2Fg%2F1thq4x1c!19sChIJZ3uM9-jksUwRox2_2NUEQyY,Waterville Comprehensive Treatment Center,3.9,24,Addiction treatment center,,"40 Airport Rd, Waterville, ME 04901, United States","G8RF+QW Waterville, Maine, USA",https://www.ctcprograms.com/location/waterville-comprehensive-treatment-center/?utm_source=GMB&utm_medium=organic&utm_campaign=listing&utm_term=brand&y_source=1_NTUzMzYxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,+1 207-742-8381,Closed ⋅ Opens 5:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOAZsB1LciQTGeHHTMxQz-Ggz3z3iVgndV_ggIV=w408-h306-k-no,true,Closed,5:30 am–12 pm,5:30 am–12 pm,5:30 am–12 pm,5:30 am–12 pm,5:30 am–12 pm,6–10:30 am,"https://www.google.com/maps/search/Infusion+centers+in+Waterville+ME/@44.5520105,-69.6317121,14z",2025-09-28T23:37:18.479Z,,,
https://www.google.com/maps/place/Cosmetic+Enhancement+Center+of+New+England+Waterville/data=!4m7!3m6!1s0x4cb1e53f9f5886e9:0x7f59708ce546eb1a!8m2!3d44.5557406!4d-69.6301537!16s%2Fg%2F11ll580m3v!19sChIJ6YZYnz_lsUwRGutG5YxwWX8,Cosmetic Enhancement Center of New England Waterville,5.0,77,Medical spa,,"32 College Ave # 102, Waterville, ME 04901, United States","H949+7W Waterville, Maine, USA",https://www.cecofne.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=waterville,+1 207-994-2577,,https://lh3.googleusercontent.com/p/AF1QipN5gijQfCjF2jfHIEDqCQm_Lf7mb24JZzuMZFib=w408-h451-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Waterville+ME/@44.5520105,-69.6317121,14z",2025-09-28T23:37:21.588Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Northern+Light+Infusion+Care/data=!4m7!3m6!1s0x4cb1e52b1d00477b:0xda9a85dc3cb36a71!8m2!3d44.5420084!4d-69.6617762!16s%2Fg%2F11y4tlb70p!19sChIJe0cAHSvlsUwRcWqzPNyFmto,Northern Light Infusion Care,,,,,"200 Kennedy Memorial Dr, Waterville, ME 04901, United States","G8RQ+R7 Waterville, Maine, USA",https://northernlighthealth.org/Our-System/Inland-Hospital/Locations/Infusion-Care,+1 207-861-3350,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=neIde26G4Zc4HIl53oNNZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.6416&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Waterville+ME/@44.5520105,-69.6317121,14z",2025-09-28T23:37:26.493Z,,,
https://www.google.com/maps/place/New+Season+Treatment+Center+%E2%80%93+Rockland/data=!4m7!3m6!1s0x4cadcfcb00530df5:0x565045ebedc0eb41!8m2!3d44.0965244!4d-69.1320643!16s%2Fg%2F1260vxp0r!19sChIJ9Q1TAMvPrUwRQevA7etFUFY,New Season Treatment Center – Rockland,3.0,4,Addiction treatment center,,"166 New County Rd, Rockland, ME 04841, United States","3VW9+J5 Rockland, Maine, USA",https://www.newseason.com/clinics/rockland-metro-treatment-center/,+1 207-596-0312,Closed ⋅ Opens 5 am Mon,https://lh3.googleusercontent.com/p/AF1QipOrFFwnllAabmWttCagN3TAK519GVzRzzkMW3wc=w426-h240-k-no,true,6–10 am,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,5 am–1:30 pm,6–10 am,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:37:39.878Z,,,
https://www.google.com/maps/place/Coastal+Medical+Clinic/data=!4m7!3m6!1s0x4cadd1d2e40ca513:0xc2597e959c5672ec!8m2!3d44.1130624!4d-69.1316693!16s%2Fg%2F12618c8bh!19sChIJE6UM5NLRrUwR7HJWnJV-WcI,Coastal Medical Clinic,3.0,15,Medical clinic,,"269 Old County Rd, Rockland, ME 04841, United States","4V79+68 Rockland, Maine, USA",,+1 207-593-7925,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOA6Sz_oHZddYITzDsGzJXlfSvn9jPZpKhtBdoh=w408-h306-k-no,true,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:37:44.927Z,,,
https://www.google.com/maps/place/Open+Door+Wellness+Maine/data=!4m7!3m6!1s0x2593641aeaaaf13:0x3163bc389bb5c3e6!8m2!3d44.1038279!4d-69.1090077!16s%2Fg%2F11l2k97z6b!19sChIJE6-qrkE2WQIR5sO1mzi8YzE,Open Door Wellness Maine,5.0,1,Mental health service,,"375 Main St, Rockland, ME 04841, United States","4V3R+G9 Rockland, Maine, USA",http://www.opendoorwellness.me/,+1 207-902-5407,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q-efB0a7pnva-4h2uhzVlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.618996&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:37:49.906Z,,,
"https://www.google.com/maps/place/Midcoast+Health+Collective+%7C+Dr.+Katy+Morrison,+ND+LAc/data=!4m7!3m6!1s0x4cadd712de5bffff:0xbe5bd7464f0fe757!8m2!3d44.1079094!4d-69.1101052!16s%2Fg%2F11g0k24cxc!19sChIJ__9b3hLXrUwRV-cPT0bXW74","Midcoast Health Collective | Dr. Katy Morrison, ND LAc",4.9,17,Naturopathic practitioner,,"558 Main St, Rockland, ME 04841, United States","4V5Q+5X Rockland, Maine, USA",https://www.drkatymorrison.com/,+1 207-466-4888,,https://lh3.googleusercontent.com/p/AF1QipPIs84MHD1cBpgqsJbsXL2qO_-A1xFq139o-9Sf=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:37:52.782Z,,,
https://www.google.com/maps/place/MaineHealth+Primary+Care+-+Rockland/data=!4m7!3m6!1s0x4cadcf2e0d4a7ed9:0xeec805c36efe3815!8m2!3d44.1177878!4d-69.1062841!16s%2Fg%2F11rpc3w1r7!19sChIJ2X5KDS7PrUwRFTj-bsMFyO4,MaineHealth Primary Care - Rockland,3.1,40,Urgent care center,,"75 Maverick St, Rockland, ME 04841, United States","4V9V+4F Rockland, Maine, USA",https://www.mainehealth.org/Pen-Bay-Medical-Center/Services/Walk-In,+1 207-301-6000,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTyDEBk1ZngNoCbwKB5Q11HCoH9HAPdGkxXbKWT2hPhlPQa_Rdhe4HADx0Z3S7oJfgSG813v9aouJiRi7AIO8vDz0DRlWy5mf6M6gUW2grShfYSVaP10kPMDgm0PFCcRyh9iD_cg=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:37:58.030Z,,,
https://www.google.com/maps/place/Groups+Recover+Together/data=!4m7!3m6!1s0x4cadcf85a34e1581:0xc96606604f1a96a6!8m2!3d44.101751!4d-69.1133588!16s%2Fg%2F11qm381rpk!19sChIJgRVOo4XPrUwRppYaT2AGZsk,Groups Recover Together,4.0,4,Addiction treatment center,,"77 Park St, Rockland, ME 04841, United States","4V2P+PM Rockland, Maine, USA",https://locations.joingroups.com/me/rockland/groups-recover-together-rockland-me-grt012.html,+1 207-245-7654,"Closed ⋅ Opens 9 am Mon

Updated by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HD6diXXtvJzOrIb4Fuwf0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.79198&pitch=0&thumbfov=100,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:38:03.059Z,,,
https://www.google.com/maps/place/Maine+Behavioral+Healthcare/data=!4m7!3m6!1s0x4cadce25649a77c9:0x1a057de62c65850e!8m2!3d44.1013599!4d-69.1116045!16s%2Fg%2F1tdx3qyh!19sChIJyXeaZCXOrUwRDoVlLOZ9BRo,Maine Behavioral Healthcare,1.9,15,Mental health service,,"12 Union St, Rockland, ME 04841, United States","4V2Q+G9 Rockland, Maine, USA",https://mainehealth.org/maine-behavioral-healthcare/,+1 207-701-4400,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CilK3YSvm-_HZz47dbDeNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.66824&pitch=0&thumbfov=100,true,Closed,8 am–7 pm,8 am–5 pm,8 am–7 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:38:08.168Z,,,
"https://www.google.com/maps/place/Rehab+Without+Walls+-+Rockland,+Maine/data=!4m7!3m6!1s0x4cadd1d1d6eec7b3:0xd5e9f535c56b9a5b!8m2!3d44.1167081!4d-69.1031927!16s%2Fg%2F11c2q3wrgj!19sChIJs8fu1tHRrUwRW5prxTX16dU","Rehab Without Walls - Rockland, Maine",,,Rehabilitation center,,"91 Camden St Suite 107, Suite 301, Rockland, ME 04841, United States","4V8W+MP Rockland, Maine, USA",https://www.rehabwithoutwalls.com/locations/rockland-and-rockport-maine-areas/,+1 207-596-0133,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3tEd_olHVDd17S3H-UrokQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.47965&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:38:13.193Z,,,
https://www.google.com/maps/place/MaineHealth+Occupational+Health+-+Rockport/data=!4m7!3m6!1s0x4056db6497d277c3:0xa0a4946397579cdf!8m2!3d44.1165057!4d-69.1063535!16s%2Fg%2F11btm7ywwg!19sChIJw3fSl2TbVkAR35xXl2OUpKA,MaineHealth Occupational Health - Rockport,4.0,4,Occupational health service,,"75 Maverick St, Rockland, ME 04841, United States","4V8V+JF Rockland, Maine, USA",https://mainehealth.org/pen-bay-medical-center/services/health-connections?utm_source=google&utm_medium=local,+1 207-301-5566,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t2S2p0b6RTye1CGlzZnjJQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.49596&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:38:18.454Z,,,
https://www.google.com/maps/place/MaineHealth+Care+at+Home+Rockland/data=!4m7!3m6!1s0x4cadce33c8924269:0xcd40c578e37a3a99!8m2!3d44.102096!4d-69.1260245!16s%2Fg%2F11ggz6n0dq!19sChIJaUKSyDPOrUwRmTp643jFQM0,MaineHealth Care at Home Rockland,2.3,3,Hospice,,"231 Park St, Rockland, ME 04841, United States","4V2F+RH Rockland, Maine, USA",,+1 800-660-4867,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vwkstE2KTZIW7oiMRQMKqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.2378004&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:38:23.556Z,,,
https://www.google.com/maps/place/MaineHealth+Behavioral+Health+Outpatient+Services+-+Rockland/data=!4m7!3m6!1s0x4cadcfebc02d8937:0xf29255bea8554abb!8m2!3d44.1013636!4d-69.11124!16s%2Fg%2F11ls_6qnpn!19sChIJN4ktwOvPrUwRu0pVqL5VkvI,MaineHealth Behavioral Health Outpatient Services - Rockland,,,Mental health service,,"12 Union St, Rockland, ME 04841, United States","4V2Q+GG Rockland, Maine, USA",https://www.mainehealth.org/locations/mainehealth-behavioral-health-rockland-0,+1 207-701-4400,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CilK3YSvm-_HZz47dbDeNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.211692&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:38:28.535Z,,,
https://www.google.com/maps/place/Inner+Works+Acupuncture/data=!4m7!3m6!1s0x4cadd031e9bd4393:0xd0de636504f717a7!8m2!3d44.1210181!4d-69.119172!16s%2Fg%2F1wtbth51!19sChIJk0O96THQrUwRpxf3BGVj3tA,Inner Works Acupuncture,4.7,6,Acupuncture clinic,,"236 Cedar St, Rockland, ME 04841, United States","4VCJ+C8 Rockland, Maine, USA",http://innerworkscenter.com/,+1 207-594-5553,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=auyQ_xUSL8qLpP9xieJ-zw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.37373&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:38:31.889Z,,,
https://www.google.com/maps/place/Center+for+Health+and+Healing/data=!4m7!3m6!1s0x4cadce2f18823d1b:0xfc43ac88f68a701b!8m2!3d44.1033804!4d-69.1121001!16s%2Fg%2F11b7q6l5sg!19sChIJGz2CGC_OrUwRG3CK9oisQ_w,Center for Health and Healing,,,Alternative medicine practitioner,,"17 Masonic St, Rockland, ME 04841, United States","4V3Q+95 Rockland, Maine, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uAnRBqCoJue_3WTvYN8qUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.59012&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Rockland+ME/@44.1036914,-69.1089293,14z",2025-09-28T23:38:34.689Z,,,
