placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error
https://www.google.com/maps/place/Barrie+Robson+Motorcycles/data=!4m7!3m6!1s0x4879317f022d99b9:0xb61bfa85f15dac1c!8m2!3d53.988101!4d-1.0926012!16s%2Fg%2F1tncsdvh!19sChIJuZktAn8xeUgRHKxd8YX6G7Y,Barrie Robson Motorcycles,4.7,242,BMW motorcycle dealer,· Delivery,"Unit A, Auster Rd, York YO30 4XA, United Kingdom","XWQ4+6X York, UK",http://www.barrierobsonmotorcycles.co.uk/,+44 1904 691470,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZQ6vzO9gknPalec-4xSQFn2e3riGueO68CVX6HiLa3EciAAypHOT4UkvGTHku9EB9qM2wO81kFFNlBwskZZVb9BTLXI2RsC-KhAF4Kzwdzi_8oynLSKju78xXmy0w181FR42T=w427-h240-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:36:24.344Z,
https://www.google.com/maps/place/D.+M.+Keith+%C5%A0koda+York/data=!4m7!3m6!1s0x487931801690f9b3:0x8ed5fcac343e1826!8m2!3d53.9915942!4d-1.0880744!16s%2Fg%2F1tmxqjcd!19sChIJs_mQFoAxeUgRJhg-NKz81Y4,D. M. Keith Škoda York,4.4,644,Skoda dealer,· Delivery,"Whitehall Garage, Wigginton Rd, York YO32 2RJ, United Kingdom","XWR6+JQ Rawcliffe, York, UK",http://www.dmkeith.com/,+44 1904 692921,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer3io7VKSR8d94szk9JNp79hsRT1NPaxWQ-rV7k1xqye-P0td-tP4iqVz_BunPtY-xhJaVOzWXeeMd-fHkTsukCOBFTHOsTmzrfM47sRVgiLKu1yVxNR4G3IJ6o5MhZVvY3rnrG9w=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:36:28.690Z,
https://www.google.com/maps/place/Transit+Motorcycles/data=!4m7!3m6!1s0x48793106e2ec80bd:0x7e77cdee62ef8d06!8m2!3d53.9749361!4d-1.1251762!16s%2Fg%2F1tcvnst_!19sChIJvYDs4gYxeUgRBo3vYu7Nd34,Transit Motorcycles,4.8,251,Motorcycle dealer,· Delivery,"unit 1, rose centre, York Business Park, Acomb, York YO26 6RX, United Kingdom","XVFF+XW York, UK",http://www.transitmotorcycles.co.uk/,+44 1904 637169,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerY9N_p3P1xwih3K86IR8eQ13UTlbPFiZGaKgoloQ-7mnqW7fEw6Po6JtWaKYdZZ_sL-VPEddx9ugwOxjRtUgNHRCC6zQ_M2iZI-XCjnRMh0CwrJQ0FkScHYvTRQqHGN-g-PXhB=w408-h306-k-no,true,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:36:33.063Z,
https://www.google.com/maps/place/Batchelors+Suzuki+and+Mitsubishi+York/data=!4m7!3m6!1s0x487931cf5cf4790d:0x9ba7edc8f0623126!8m2!3d53.9796827!4d-1.1344613!16s%2Fg%2F11gtggkrsv!19sChIJDXn0XM8xeUgRJjFi8Mjtp5s,Batchelors Suzuki and Mitsubishi York,4.9,476,Suzuki dealer,· In-store shopping,"Ings Ln, York YO26 6RA, United Kingdom","XVH8+V6 Rawcliffe, York, UK",https://www.batchelorsmotorgroup.co.uk/,+44 1904 520820,Closes soon · 6 pm · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqMKoV8tCEIRvMkC1Mry9cucdl5m3Q9QLvQgER9hKKRoliMvQBoPBuRRy3EeyGHtqZ-AGTaPa3GfZAR8ODlleN4--xVZRkJ8PjTR1_KGV2Ryhee1JeumFryIK4T4wemtf32veRE=w408-h306-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:36:37.702Z,
https://www.google.com/maps/place/Teds+Barber/data=!4m7!3m6!1s0x487931c54328dfcb:0xc07efa74a4540a7c!8m2!3d53.9640816!4d-1.1043774!16s%2Fg%2F11t74cc_lh!19sChIJy98oQ8UxeUgRfApUpHT6fsA,Teds Barber,4.8,32,Barber shop,,"1A Jubilee Terrace, York YO26 4YZ, United Kingdom","XV7W+J6 York, UK",http://tedsbarber.co.uk/,+44 1904 863140,Closed · Opens 9:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTYIDtykzRJCjPqX7YE13RNJXDPZLBbo1ueEROYZOd-jqP7TPlNGJ8UxWYngFMjhox9Eb-rwnSsMXxyMAjIP8XQdSoZoK_e5mGYavbyFAIwDvgVCUWlCnC1aOrCO-H8WiAD5l1=w408-h306-k-no,true,Closed,9:30 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:36:41.972Z,
https://www.google.com/maps/place/Bilbrough+Top+Services/data=!4m7!3m6!1s0x4879377e64b5158b:0xd11fc16f2f25fd1c!8m2!3d53.9062348!4d-1.1865132!16s%2Fg%2F11hctmhmzv!19sChIJixW1ZH43eUgRHP0lL2_BH9E,Bilbrough Top Services,3.8,211,Truck stop,,"A64, A64 Leeds York Road, Bilbrough, York YO23 3PP, United Kingdom","WR47+F9 Bilbrough, York, UK",,+44 1937 221218,Open · Closes 12 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepunfXSnToq1-wY5J0iLbvOBXbMLIjDIpQZU6Zsh7iWJqRhEPBq9jb2K5SUcYMWgBF0474UDKAxop0lz4MxGv4TGBbnNhJ7FPpoKs0OkEzujf0LjIAprGDsSXnfr_JKdGw7-Rpg=w408-h306-k-no,true,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,5 am–12 am,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:36:46.456Z,
https://www.google.com/maps/place/JCT600+Volkswagen+York/data=!4m7!3m6!1s0x487931792d46ffa5:0xb0e62f208059c7a9!8m2!3d53.9862476!4d-1.0948746!16s%2Fg%2F1tf01_7f!19sChIJpf9GLXkxeUgRqcdZgCAv5rA,JCT600 Volkswagen York,4.5,1321,Auto broker,· In-store shopping · In-store pick-up · Delivery,"Centurion Park, Clifton Moor Gate, York YO30 4WW, United Kingdom","XWP4+F3 York, UK",https://www.jct600.co.uk/brands/volkswagen/find-us/volkswagen-york/1231/dealershipdetails.aspx,+44 1904 479666,Closes soon · 6 pm · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep0fDs4rWlrlVy3twQSAOCo0MV5LBYIuQ8IzybKTJZwIhNBSy0sC-OfgMqpcGv4eVERIClTEdYoFSh9YOS7m8uifZO7AcoY9qFWb9vKQz-Kxj0TzMWw756eaoej-SZBFhp8RKJSiQ=w408-h270-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–5 pm,12–4 pm,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:36:50.929Z,
https://www.google.com/maps/place/Lloyd+Jaguar+York/data=!4m7!3m6!1s0x4879317bc2e7379f:0x2cd80fe2ed1f5dbe!8m2!3d53.9874237!4d-1.0958452!16s%2Fg%2F1vbnnxw1!19sChIJnzfnwnsxeUgRvl0f7eIP2Cw,Lloyd Jaguar York,4.3,348,Jaguar dealer,· In-store shopping · Delivery,"Lysander Cl, York YO30 4XB, United Kingdom","XWP3+XM Rawcliffe, York, UK",https://www.lloydmotorgroup.com/Our-Locations/North-Yorkshire/York-Jaguar/45,+44 1904 569449,Closes soon · 6 pm · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepXcoWwFSFE5x2k_uKeB-PgtW72-usAOyOuJMqzftuhhOP-Kg0rnUIGDp0d8g-ndpyOS0gyjr4ADqeUCYe0cQXi34EhVl4z0GfcOLfNXuZs3jxyLHcySRrYYN84JZY6JK3KCGKG=w408-h270-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–5 pm,11 am–4 pm,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:36:55.521Z,
https://www.google.com/maps/place/Evans+Halshaw+DS+Salon+York/data=!4m7!3m6!1s0x487931415bb02d33:0xd223b48526bd828!8m2!3d53.9871423!4d-1.0927747!16s%2Fg%2F11f7673r85!19sChIJMy2wW0ExeUgRKNhrUkg7Ig0,Evans Halshaw DS Salon York,4.8,185,DS Automobiles dealer,· In-store shopping · Delivery,"Centurion Park, York YO30 4WW, United Kingdom","XWP4+VV York, UK",https://www.evanshalshaw.com/dealers/ds-salon-york/?utm_source=google&utm_medium=organic&utm_content=ds-salon-york&utm_campaign=gplaces,+44 1904 698158,Closes soon · 6 pm · Opens 9 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSEhK-_Vc8H8FWOjqmh1p50KslKxlgpE00k5T-K53vhhVEEPH6SzHHAn2zfTnJIlAff8FUBV-YNEPN9S3SRxnSGjZBmp3zejRs88id3o2g4vr8z0c0ak4ohe2X8NuN5drgObE=w519-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,11 am–5 pm,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:37:00.137Z,
https://www.google.com/maps/place/Drive+Hyundai+York/data=!4m7!3m6!1s0x4879314e813154ed:0x8c873b18f97fb514!8m2!3d53.9781663!4d-1.1337097!16s%2Fg%2F1tcy8dg_!19sChIJ7VQxgU4xeUgRFLV_-Rg7h4w,Drive Hyundai York,4.8,1252,Hyundai dealer,· Delivery,"Drive Hyundai, Great N Way, Nether Poppleton, York YO26 6RB, United Kingdom","XVH8+7G Nether Poppleton, York, UK",https://www.drivemotorretail.co.uk/hyundai/,+44 1904 376062,Closes soon · 6 pm · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqHzbziRcTnT4zHQ2ZUgDiszs3wR_XfZ8MuDvOMxxk9kraBLZhbq6NYw_Tch1nwmHuCwaSf7Ikoo-mgx9aEc6rext5Oz8Ex0bmGeCqgQORiZyC7sN1MAupWX4ew-9dhhwM7ldFNDg=w426-h240-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–5 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:37:04.586Z,
https://www.google.com/maps/place/Home+Instead+York+%7C+Home+Care+%26+Live-in+Care/data=!4m7!3m6!1s0x4879317cd2ba8a6f:0x6c969bdfb3d65b72!8m2!3d53.9862425!4d-1.1006226!16s%2Fg%2F1vcl38lx!19sChIJb4q60nwxeUgRclvWs9-blmw,Home Instead York | Home Care & Live-in Care,5.0,12,Home health care service,,"Clifton Moor Business Village, 10, James Nicolson Link, York YO30 4XG, United Kingdom","XVPX+FQ Rawcliffe, York, UK",https://www.homeinstead.co.uk/york/?agency=growth-alliance&division=client&office=t011-york&utm_content=v1&utm_id=202508050952&utm_medium=google-my-business&utm_source=google,+44 1904 690884,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqRoQpgDNrqGq3xebBGJq8Yr5FK3NuA9LAbgmFbkG6Z32LhUAwS0nl2F0jIRalTmVWQT4TusQGP_yJCZgFOP1-Xsll4JxbJ6DIouJLaoHqq8SnPWLlEqoqILyANzZZxcJ_KQenJgd25pg4n=w433-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:37:08.997Z,
https://www.google.com/maps/place/JCT600+Audi+York/data=!4m7!3m6!1s0x487931792d46ff59:0x64ce45b63f38360f!8m2!3d53.98823!4d-1.090937!16s%2Fg%2F1thxq4mw!19sChIJWf9GLXkxeUgRDzY4P7ZFzmQ,JCT600 Audi York,4.5,1209,Audi dealer,· In-store shopping,"Centurion Park, York YO30 4WW, United Kingdom","XWQ5+7J York, UK",https://www.jct600.co.uk/brands/audi/find-us/audi-york/1223/dealershipdetails.aspx,+44 1904 690505,Closes soon · 6 pm · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQsM_X42H2Np4Aj8m0BTH73FrihuX2R-WjZdo_HdHwGyRPhnijGdqOc--p0RN668lTBK2uYH7ZIG1kv8O2ykUKiJ3AqzQad3i-Rck3zU-fmBoZISPRdHWPnJmBpq5Flce8pld6ZA=w408-h545-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–5 pm,12–4 pm,"https://www.google.com/maps/search/tire+service+in+York+York+UK/@53.9614205,-1.0739108,14z",2026-03-23T17:37:13.393Z,
https://www.google.com/maps/place/A1+Tyre+Services/data=!4m7!3m6!1s0x487f481fad96e693:0x6fbfcb4506d9506a!8m2!3d54.2393035!4d-0.4143185!16s%2Fg%2F11cjpfs0p6!19sChIJk-aWrR9If0gRalDZBkXLv28,A1 Tyre Services,4.8,271,Car repair and maintenance service,,"Unit 2A, Orchard Court, Dunslow Rd, Eastfield, Scarborough YO11 3UT, United Kingdom","6HQP+P7 Scarborough, United Kingdom",http://www.a1tyresscarborough.co.uk/,+44 1723 583333,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepk9UJpUZBMcq-d7KsphEdBgLF10bF2gevbPNWNxN2iU5HYxKi9wAYNWrtar1QLk46xxWzJFgz1c4sjK6GPMNG2D5Kxszj92fe6eK3hbDgpS9sfAw79dOJsos2ytfe3ncYkjYpcdw=w408-h541-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–12:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:37:32.827Z,
https://www.google.com/maps/place/Boro+Tyres+Autocentres/data=!4m7!3m6!1s0x487f47f87a23742d:0x236d905df0055d91!8m2!3d54.267492!4d-0.415676!16s%2Fg%2F1tngpvzv!19sChIJLXQjevhHf0gRkV0F8F2QbSM,Boro Tyres Autocentres,4.5,306,Car repair and maintenance service,,"Seamer Rd, Scarborough YO12 4BT, United Kingdom","7H8M+XP Scarborough, United Kingdom",https://borotyresautocentres.co.uk/,+44 1723 376153,"Closes soon · 6 pm · Opens 8 am Tue

Updated by this business 9 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepYAiXmsaKhY0y1T_GO4eR3OKksDfc_YwN_BX-bX5YqvNIspeNKdUpkreae6oS1JUI8xsSfC-bUKxbwWNhGSTqRrSXcfw-PixPlcDynvibiaYTHbLLBsQgiYTZ35niJzqIkwGed=w408-h286-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–1:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:37:37.295Z,
https://www.google.com/maps/place/GO+Outdoors+York+Vangarde+Huntington/data=!4m7!3m6!1s0x487931003d30de9b:0xd3c9c397cca36a15!8m2!3d53.9832269!4d-1.0473262!16s%2Fg%2F11w9v8k_fn!19sChIJm94wPQAxeUgRFWqjzJfDydM,GO Outdoors York Vangarde Huntington,4.1,121,Camping store,"Retail chain specialising in camping gear, tents, outdoor clothing & footwear. · In-store shopping · In-store pick-up · Delivery","Vangarde Retail Park, Vangarde Way, Huntington, York YO32 9AE, United Kingdom","XXM3+73 Huntington, York, UK",https://www.gooutdoors.co.uk/stores/go-outdoors-york-vangarde?utm_campaign=GO02299&utm_source=google+listings&utm_medium=organic&y_source=1_MTA3MTIxNjQ4OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,+44 1904 236979,"Open · Closes 8 pm

Confirmed by this business 10 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqVF6ITP5FzLCk6yk9XJYBxhgcK2sPLCTro4rK-ZOZsbwPe0rsRFwv3LzUCwoRcuow1kBRY481Qv97awezA0fp0J3gbBrU667ycZpe_1HayycaQObqFw0EL6Di1mVTmMDcfyNEZI7Sa6Grg=w408-h307-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–6 pm,10:30 am–4:30 pm,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:37:41.608Z,
https://www.google.com/maps/place/Orbea+Spares+UK+%28By+Cycle-Street%29/data=!4m7!3m6!1s0x4879315ab8ee3e51:0x4cd13e2c870144ea!8m2!3d53.9630072!4d-1.0714828!16s%2Fg%2F11vc01r4rt!19sChIJUT7uuFoxeUgR6kQBhyw-0Uw,Orbea Spares UK (By Cycle-Street),5.0,2,Bicycle repair shop,,"87 Layerthorpe, Heworth, York YO31 7UZ, United Kingdom","XW7H+6C York, UK",,+44 1904 655063,Closes soon · 6 pm · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_6bXcRJOvEJ9jnbsklW5_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.50003&pitch=0&thumbfov=100,false,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:37:46.771Z,
https://www.google.com/maps/place/Mobile+tyres+near+me+York+-+24+hour+mobile+tyre+fitting/data=!4m7!3m6!1s0x487937f01d58665b:0xf646f5e0a06c6d7d!8m2!3d53.9184882!4d-1.1472183!16s%2Fg%2F11yl21hpz7!19sChIJW2ZYHfA3eUgRfW1soOD1RvY,Mobile tyres near me York - 24 hour mobile tyre fitting,5.0,2,Tire shop,,"Manor Heath, Copmanthorpe, York YO23 3UR, United Kingdom","WV93+94 Copmanthorpe, York, UK",,+44 7520 643644,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqEu93gYNM1D4KGZKccU_BMRO7JtIDu92uplzwOXwWk3kTZatKFkijO25skbGAWs8dlEXzPDdyH5eCG6xRlJoX8nGoPV4dqbZJ-xCnpt3Et5wgbFMOWuFYVh-fSZnxNWHe7gYsMS5-_YJSn=w408-h382-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:37:51.230Z,
https://www.google.com/maps/place/York+Mobile+Tyre+Experts/data=!4m7!3m6!1s0xa0baa37d65ae9cd9:0x64f07067533e91d4!8m2!3d53.9585965!4d-1.0805916!16s%2Fg%2F11y1370jpf!19sChIJ2ZyuZX2juqAR1JE-U2dw8GQ,York Mobile Tyre Experts,,,Tire service,,,,https://yorkmobiletyre.co.uk/,+44 7440 577906,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweonB0YmWvnqrXRSYN84UOteXsBbYmglZOPoZHvQDMu-zSGtSSAp3qktI8Tb4AfUZVA3xvambKFneE72G0f-Ufr92aCs0TdGgygtSyu0qimroAqW9No1Yg0kzS_MvyiOY5roJa0rpPz4A2pU=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:37:55.733Z,
https://www.google.com/maps/place/JCS+Tyres+-+Scarborough/data=!4m7!3m6!1s0x487f478eb1b7dabf:0x5a9de70639e60176!8m2!3d54.3198379!4d-0.4396015!16s%2Fg%2F1vd70x2x!19sChIJv9q3sY5Hf0gRdgHmOQbnnVo,JCS Tyres - Scarborough,4.9,459,Tire shop,· In-store shopping,"Unit 1E Willymath Cl, Burniston, Scarborough YO13 0HG, United Kingdom","8H96+W5 Scarborough, United Kingdom",http://www.jcs-tyres.co.uk/,+44 1723 624724,"Closed · Opens 8 am Tue

Updated by others 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqb-bV5vXXh67pGkgFFQ6X38B_GW2KSg8OtizGI0Es2qs3Z3CmWA9CdlNCdw9DjPbjjGAe_dSMHPSRPHo8kYMLSAre8zaLKBVthIZY39Yj7IQxOpupLcJb_Yj5XHokJuTh2XcIGp68IoIT_=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:38:00.110Z,
"https://www.google.com/maps/place/Yorkshire+Tyres+Centre,+Scarborough/data=!4m7!3m6!1s0x487f365d1c05f145:0x3017167689ec2577!8m2!3d54.195371!4d-0.456501!16s%2Fg%2F1vpq6g0t!19sChIJRfEFHF02f0gRdyXsiXYWFzA","Yorkshire Tyres Centre, Scarborough",4.9,58,Tire shop,,"Ganton Service station, A64 Staxton, A64 Malton Rd, Staxton, Scarborough YO12 4SN, United Kingdom","5GWV+49 Scarborough, United Kingdom",,+44 1944 711111,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer3n-WqVEjQxvU4DPykxngil411bWqrC6O5xL-64rquQDUnRKsDsoYWtcaVcnAHxzTFPkFpezkN2sSkScRGMf-vV1C9apKC3-e3_Uyg-md326L_WEYdJOKXakrtwBFf5HEhIx9h0w=w408-h306-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:38:04.523Z,
https://www.google.com/maps/place/Halfords+Autocentre+Scarborough/data=!4m7!3m6!1s0x487f47ff9cc16bd1:0xe3e3528e66d71f10!8m2!3d54.2611169!4d-0.4156713!16s%2Fg%2F11b70f3zpb!19sChIJ0WvBnP9Hf0gREB_XZo5S4-M,Halfords Autocentre Scarborough,4.5,400,Tire shop,· Delivery,"SEAMER ROAD RETAIL PARK, Seamer Rd Retail Pk, Scarborough YO12 4DH, United Kingdom","7H6M+CP Scarborough, United Kingdom",https://www.halfords.com/locations/scarborough-autocentre/#utm_source=directorylisting&utm_medium=organic&utm_campaign=autocentres,+44 1723 371405,Closes soon · 6 pm · Opens 8 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSAWoCeIFNjbCWjb73rJZmzKbBbMv9G0pQcHGEFb7O2sh9ngqSG_Bu7jUrXBzy6_TPVRgoRRtBaugEmcuwOvzbhYAhR43xb7CawcFHf_FhDQbIELvTiki20B1o7rHOylMleXA=w408-h270-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:38:08.884Z,
https://www.google.com/maps/place/Kwik+Fit+-+Scarborough/data=!4m7!3m6!1s0x487f478ebb3f21cf:0x68232c245ed82451!8m2!3d54.284008!4d-0.4106727!16s%2Fg%2F1tc_w4x5!19sChIJzyE_u45Hf0gRUSTYXiQsI2g,Kwik Fit - Scarborough,4.5,581,Tire shop,,"Columbus Ravine, Scarborough YO12 7JR, United Kingdom","7HMQ+JP Scarborough, United Kingdom",https://www.kwik-fit.com/locate-a-centre/scarborough-columbus-ravine?utm_medium=Google-My-Business&utm_source=Google-My-Business&utm_campaign=scarborough-columbus-ravine&utm_content=website-button,+44 1723 500430,Closes soon · 6 pm · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepoN1LmGsSo_qrnN4GS98o392tMv9WRJiHMJ6cMjVlKvvSn4PqDtRzgFkyFtbZ2A-HwLmpqqZUvS2VzX6xSnrgBJOb3dNWt4Ie0mQojk4ECEoQwlVla9naQ63nviH6lB25SXKlH=w408-h306-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–5 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:38:13.264Z,
https://www.google.com/maps/place/Tech+Tyres+Ltd/data=!4m7!3m6!1s0x48792e260118914d:0xe1013f3705e6772b!8m2!3d53.9615137!4d-1.0278946!16s%2Fg%2F1tmqfqyp!19sChIJTZEYASYueUgRK3fmBTc_AeE,Tech Tyres Ltd,4.4,153,Tire shop,,"Osbaldwick Industrial Estate, Outgang Ln, York YO19 5UP, United Kingdom","XX6C+JR York, UK",http://www.techtyresltd.co.uk/,+44 1904 409795,Temporarily closed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweongwGthClE2Avf91RLx_hmJdJW7nJcfyiOjNnQ6xX5nMWRV2JwzmiAFR5punzOYmywuXp7Ug_m3FraXph77nULnMbtwbEGY0J1HSJhhWe4KtrppASaEUlwPBbxqJqOvUSaxpyWMw=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Scarborough+York+UK/@53.969253,-1.0861551,14z",2026-03-23T17:38:17.885Z,
