placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,error,attributes,isBlackOwned
https://www.google.com/maps/place/Central+Valley+Overhead+Door+Inc/data=!4m7!3m6!1s0x80ea5d25aa3338e1:0x741e305e65958288!8m2!3d35.4477185!4d-119.085051!16s%2Fg%2F1264gqfs6!19sChIJ4TgzqiVd6oARiIKVZV4wHnQ,Central Valley Overhead Door Inc,,,Garage door supplier,"34776 Lencioni Ave, Bakersfield, CA 93308, United States","CWX7+3X Bakersfield, California, USA",https://www.cvod.com/,+1 661-847-8315,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jGtxfSkawUyU_Px__891tg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.431224&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Shafter+Bakersfield+CA/@35.2232212,-118.9676636,14z",2025-11-07T22:47:43.415Z,,,,
https://www.google.com/maps/place/Freedom+Garage+Door+Repair/data=!4m7!3m6!1s0x80e9a59df98f1c85:0x55fa025422e80507!8m2!3d34.1390855!4d-119.683438!16s%2Fg%2F11m6c4yhnc!19sChIJhRyP-Z2l6YARBwXoIlQC-lU,Freedom Garage Door Repair,4.8,11,Garage door supplier,,,http://www.freedomgaragedoorsgates.com/Ojai-CA.html,+1 805-600-4722,Open ⋅ Closes 7:30 pm,https://lh3.googleusercontent.com/p/AF1QipP-4lUa-9aRuO_1ieNQiXOTBSzfgUKg93Q_qX2h=w408-h272-k-no,true,7 am–7:30 pm,7 am–5 pm,7 am–5 pm,7 am–7:30 pm,7 am–7:30 pm,7 am–7:30 pm,7 am–7:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Shafter+Bakersfield+CA/@35.2232212,-118.9676636,14z",2025-11-07T22:47:48.739Z,,,,
"https://www.google.com/maps/place/Galen+Stone/@35.320977,-119.0189876,11z/data=!3m1!4b1!4m6!3m5!1s0x4f89c1e446112c65:0x6ae8689b8dc83423!8m2!3d35.320977!4d-119.0189876!16s%2Fg%2F11rjmk6lkx",Galen Stone,4.0,1,General contractor,,,https://garagedoorrepairbakersfield.com/,+1 661-323-8022,Open ⋅ Closes 9 pm,,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Shafter+Bakersfield+CA/@35.2232212,-118.9676636,14z",2025-11-07T22:47:55.834Z,,,,
https://www.google.com/maps/place/LiftExpert+Garage+Door+Repair/data=!4m7!3m6!1s0x80e9b52b263473d9:0xd51c9d8f4920e069!8m2!3d34.3471473!4d-119.0681093!16s%2Fg%2F11tt0v_lhk!19sChIJ2XM0Jiu16YARaeAgSY-dHNU,LiftExpert Garage Door Repair,4.8,33,Garage door supplier,"208 Harvard Blvd, Santa Paula, CA 93060, United States","8WWJ+VQ Santa Paula, California, USA",http://www.liftexpertgaragedoorrepair.com/Santa-Paula-CA.html,+1 805-749-4177,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNqfcrG4aVkXpaFEbJFViS5EhBHSNN-GbA2TGzR=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–6 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Shafter+Bakersfield+CA/@35.2232212,-118.9676636,14z",2025-11-07T22:48:00.669Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Portical/data=!4m7!3m6!1s0x80ea3f23fc45d88f:0xa49c742ea15bdbd4!8m2!3d34.5758135!4d-118.6530156!16s%2Fg%2F11flbrk3qj!19sChIJj9hF_CM_6oAR1NtboS50nKQ,Portical,,,Fence contractor,,,https://portical.la/,+1 424-255-5291,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPLU0FzaUvMwb0b65fFp3c3hhehVDW-Xz59LAWh=w408-h306-k-no,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Shafter+Bakersfield+CA/@35.2232212,-118.9676636,14z",2025-11-07T22:48:05.444Z,,,,
https://www.google.com/maps/place/Armando%27s+Welding+%26+Garage+Door/data=!4m7!3m6!1s0x69d509f764f3b26b:0x56e327bb8483753c!8m2!3d35.4326306!4d-119.0965941!16s%2Fg%2F11x6c0l8r9!19sChIJa7LzZPcJ1WkRPHWDhLsn41Y,Armando's Welding & Garage Door,,,Welder,,,https://www.armandosweldingandgaragedoor.com/,+1 661-485-3544,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMvo_TkCRjZs5ZZUDT-OHDRfsEZPBTMvT_-dYeZ=w408-h273-k-no,true,7 am–10 pm,7 am–10 pm,Closed,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Shafter+Bakersfield+CA/@35.2232212,-118.9676636,14z",2025-11-07T22:48:10.070Z,,,,
https://www.google.com/maps/place/Window+World+of+Bakersfield/data=!4m7!3m6!1s0x80ea4312e8755633:0x5a8e7d59a9b6622d!8m2!3d35.3883253!4d-119.0576752!16s%2Fg%2F11rxsb8q1z!19sChIJM1Z16BJD6oARLWK2qVl9jlo,Window World of Bakersfield,4.9,134,Window installation service,"3154 Landco Dr #E, Bakersfield, CA 93308, United States","9WQR+8W Bakersfield, California, USA",https://www.windowworldbakersfield.com/,+1 661-489-5869,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOt1FEAid0k0LNIhReszMqRs45mWbmoSohIRhrq=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Wasco+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:48:38.929Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Doormaster+Sales/data=!4m7!3m6!1s0x80ea6996aaaaaaab:0x3d8f07ee1c2de291!8m2!3d35.3873269!4d-119.0170043!16s%2Fg%2F1262dhm1g!19sChIJq6qqqpZp6oARkeItHO4Hjz0,Doormaster Sales,,,Door supplier,"Bakersfield, CA 93301, United States","9XPM+W5 Bakersfield, California, USA",,+1 661-401-7590,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x7iLwxRDT8ETg2iNQz68mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.84053&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Wasco+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:48:43.201Z,,,,
"https://www.google.com/maps/place/Old+Ironsides+Construction,+Inc./data=!4m7!3m6!1s0x28392d174f794c13:0xf081bd634b03bbd1!8m2!3d35.3866896!4d-119.0058969!16s%2Fg%2F11smfr9mgm!19sChIJE0x5TxctOSgR0bsDS2O9gfA","Old Ironsides Construction, Inc.",4.9,77,General contractor,"400 30th St, Bakersfield, CA 93301, United States","9XPV+MJ Bakersfield, California, USA",https://www.old-ironsides.com/,+1 661-237-7200,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPexb1RB-3TIac_Q7PXmt_EC7UR7PIqI-IYyMRE=w408-h271-k-no,true,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Wasco+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:48:48.803Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/PERAZA+GARAGE/data=!4m7!3m6!1s0x80eaff0013021123:0x5546f18d2448456!8m2!3d35.6004008!4d-119.3440105!16s%2Fg%2F11mcjnbt2b!19sChIJIxECEwD_6oARVoRE0hhvVAU,PERAZA GARAGE,,,Repair service,"1609 1st St, Wasco, CA 93280, United States","JM24+59 Wasco, California, USA",,+1 209-855-5710,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iTFa9bNgr7RzPc8KJ88QkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.37146&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Wasco+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:48:51.258Z,,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Arvin+Bakersfield+CA/@35.4232501,-119.0278799,14z",2025-11-07T22:49:14.059Z,,No new results found,,
https://www.google.com/maps/place/Tehachapi+Garage+Doors+%26+Gates/data=!4m7!3m6!1s0x80c1f735e0e17e1d:0xd0f18e38937ff88b!8m2!3d35.128353!4d-118.494779!16s%2Fg%2F11m494k7vf!19sChIJHX7h4DX3wYARi_h_kziO8dA,Tehachapi Garage Doors & Gates,3.0,6,Garage door supplier,,,,+1 661-750-7666,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOYfjzQfX72w9gy5SkYRAzxyV4qyb8gMGaFblZG=w425-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Tehachapi+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:49:28.822Z,,,,
https://www.google.com/maps/place/Your+Neighborhood+Handyman/data=!4m7!3m6!1s0x80ea43ed541e2b4b:0x8f4311d1d0d4d274!8m2!3d35.3865104!4d-119.020835!16s%2Fg%2F11fqpbh5kk!19sChIJSyseVO1D6oARdNLU0NERQ48,Your Neighborhood Handyman,5.0,98,Handyman/Handywoman/Handyperson,"2920 H St Ste 102, Bakersfield, CA 93301, United States","9XPH+JM Bakersfield, California, USA",https://ynhservices.com/,+1 661-412-3802,,https://lh3.googleusercontent.com/p/AF1QipNAsMJlZdsXnaCdMvaL8ZXwAB-mTQH-kKYEbnws=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Tehachapi+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:49:47.631Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Green+Garage+Doors+and+Lock+Repair/data=!4m7!3m6!1s0x80c1f90d24c4b7cf:0xad2a8fc11e1b577d!8m2!3d35.128353!4d-118.494779!16s%2Fg%2F11qwy5p7gk!19sChIJz7fEJA35wYARfVcbHsGPKq0,Green Garage Doors and Lock Repair,,,Garage door supplier,,,,+1 661-558-1030,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMy_boZckUDGM7UvQlRQq6bkMj5gkSkcOrtruNF=w425-h240-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Tehachapi+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:49:52.681Z,,,,
https://www.google.com/maps/place/Southside+Garage/data=!4m7!3m6!1s0x80ea6eb7ad0ce44d:0x43918ef48c455e3e!8m2!3d35.2573195!4d-118.9148656!16s%2Fg%2F1261vb7j2!19sChIJTeQMrbdu6oARPl5FjPSOkUM,Southside Garage,4.5,34,Auto repair shop,"10700 Main St, Lamont, CA 93241, United States","734P+W3 Lamont, California, USA",,+1 661-845-3412,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqoXR1sZE-zvlHDyZ1QFW5w6cOHw4092NkqQwBZguxp6UFUYL8w64hK7Jrk8t9oqLf3C5ztxedyt2uOFAPOs-pHjXfVlKCPU8vHNzJHkSkyd8iaBtzdlehnaiRvtfFhAnIhcdi_g=w408-h725-k-no,true,8 am–5 pm,8 am–3 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Lamont+Bakersfield+CA/@35.2596833,-118.9142666,14z",2025-11-07T22:50:07.407Z,,,,
https://www.google.com/maps/place/Lamont+General+Store/data=!4m7!3m6!1s0x80ea13b65e81434f:0x413a4b3d57d201f8!8m2!3d35.260592!4d-118.913761!16s%2Fg%2F11c6cr9b6x!19sChIJT0OBXrYT6oAR-AHSVz1LOkE,Lamont General Store,4.4,179,Hardware store,"10405 Main St, Lamont, CA 93241, United States","736P+6F Lamont, California, USA",,+1 661-845-0793,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyjhN7g-VxQqvjbqQu3YVp6r3ONSI-NxySupAHsIALc8qKkLcdH7neoHuI_L5rJU-aLqPP-GxWQf-F62wD57SxYHS96CO5ft7sGXO1G9ggoTHy1kSyYkNW3jgmCkiflVnuqFyfYfbrbgWcw=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Lamont+Bakersfield+CA/@35.2596833,-118.9142666,14z",2025-11-07T22:50:19.473Z,,,,
https://www.google.com/maps/place/Ace+Hardware/data=!4m7!3m6!1s0x80ea13b65e81434f:0x4ceddeb9007a3474!8m2!3d35.2606544!4d-118.9138744!16s%2Fg%2F1263zprjs!19sChIJT0OBXrYT6oARdDR6ALne7Uw,Ace Hardware,4.3,99,Hardware store,"10405 Main St, Lamont, CA 93241, United States","736P+7F Lamont, California, USA",http://www.acehardware.com/,+1 661-845-0793,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxI2Sbc7VU9veCdBBabXM_WeDWENYk2HWJB0ZqEaWS886z5XePOsNqBgzyjnDMpSm-6WfjusMpUpufeX0xZSnDNuGn5b1NnXTgCdCgZ2km-vkPS6IrnF47hdEr1oghuhF3cfwGrQKOKKKE=w426-h240-k-no,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Lamont+Bakersfield+CA/@35.2596833,-118.9142666,14z",2025-11-07T22:50:24.664Z,,,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store pick-up · Delivery",
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+McFarland+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:51:02.418Z,,No new results found,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Buttonwillow+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:51:26.252Z,,No new results found,,
https://www.google.com/maps/place/LGI+Homes+-+Harvest+Grove/data=!4m7!3m6!1s0x80ea4063347bfb8d:0x1ceb9059b809a087!8m2!3d35.2820329!4d-119.088186!16s%2Fg%2F11kpx_c0m9!19sChIJjft7NGNA6oARh6AJuFmQ6xw,LGI Homes - Harvest Grove,4.4,14,Home builder,"7729 Avocado Ln, Bakersfield, CA 93313, United States","7WJ6+RP Bakersfield, California, USA",https://www.lgihomes.com/california/bakersfield/harvest-grove,+1 855-485-0577,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNAR9I15bFFpG_1XnYZsyijtUGr94X_kRxykKpO=w408-h272-k-no,true,10 am–6 pm,10 am–6 pm,10:30 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Taft+Bakersfield+CA/@35.2671335,-119.0783672,14z",2025-11-07T22:51:46.593Z,,,,
https://www.google.com/maps/place/Alert+Disaster+Restoration/data=!4m7!3m6!1s0x80ea41ad36940181:0xd6703d2fdb0aed5d!8m2!3d35.3883761!4d-119.0830483!16s%2Fg%2F1tkkv5dg!19sChIJgQGUNq1B6oARXe0K2y89cNY,Alert Disaster Restoration,4.9,419,Water damage restoration service,"3300 Patton Way, Bakersfield, CA 93308, United States","9WQ8+9Q Bakersfield, California, USA",http://www.alertdisaster.com/,+1 661-396-7908,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMR9Kb3_Ax9SJ33Nn0qSX4r8vtrfuIOws_KXw8q=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Taft+Bakersfield+CA/@35.2671335,-119.0783672,14z",2025-11-07T22:51:51.718Z,,,,
https://www.google.com/maps/place/Armstrong+Locksmithing/data=!4m7!3m6!1s0x80ebcb02e25d6743:0xd104f072554d0ebd!8m2!3d35.1338785!4d-119.4548134!16s%2Fg%2F11bwqmxkpn!19sChIJQ2dd4gLL64ARvQ5NVXLwBNE,Armstrong Locksmithing,4.8,43,Locksmith,"318 Eastern Ave, Taft, CA 93268, United States","4GMW+H3 Taft, California, USA",,+1 661-348-7884,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxpxiDUZkxdF8qHcbhOJwldzxTCvLP0akcLyUUXqYWo6Cw4m3S6PljXgWz9QAUOKVE8rVr1Oyiy0-T-vrqVcNNx0xlmrKgPAgC5eLZsOwpuF6ZOiRmvPd7BUKwlsnHtkavziizF=w408-h306-k-no,true,9 am–5:30 pm,9 am–1 pm,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Taft+Bakersfield+CA/@35.2671335,-119.0783672,14z",2025-11-07T22:51:56.720Z,,,,
https://www.google.com/maps/place/Desert+Garage+Door/data=!4m7!3m6!1s0x80c112df416a41c7:0xfebb66f25a45cc71!8m2!3d35.646012!4d-117.691592!16s%2Fg%2F11cjh_rlrf!19sChIJx0FqQd8SwYARccxFWvJmu_4,Desert Garage Door,4.2,28,Door supplier,"1328 N Inyo St, Ridgecrest, CA 93555, United States","J8W5+C9 Ridgecrest, California, USA",http://desertgaragedoor.com/,+1 760-446-3446,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzCkqXaSHjrZfOnWQPtlyaWlEIXegqhV8DKecVkWH3P0CB9m_GUhGQWIo3xu8DB_NhJAiDGyBTp5-gUi4pomcw-QO0nIel8h8tBaEd_1A7BXpFksfqkO5883neGj-Pg_hiQqZ6zmjKujEf2=w408-h408-k-no,false,10 am–4 pm,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Ridgecrest+Bakersfield+CA/@35.2756745,-119.0631163,14z",2025-11-07T22:52:18.430Z,,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Maricopa+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:52:42.327Z,,No new results found,,
"https://www.google.com/maps/place/MFCP+-+Motion+%26+Flow+Control+Products,+Inc.+Bakersfield,+CA+-+ParkerStore/data=!4m7!3m6!1s0x80ea6b1879c9fd77:0x9ba82745e8a39571!8m2!3d35.354857!4d-118.959518!16s%2Fg%2F11nmgjf232!19sChIJd_3JeRhr6oARcZWj6EUnqJs","MFCP - Motion & Flow Control Products, Inc. Bakersfield, CA - ParkerStore",,,Hydraulic equipment supplier,"4000 E Brundage Ln, Bakersfield, CA 93307, United States","923R+W5 Bakersfield, California, USA",https://www.mfcp.com/locations/ca-bakersfield,+1 661-324-2260,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=svLaz-mmzQboi6cT2XmSZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.383996&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Frazier+Park+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:52:57.839Z,,,,
https://www.google.com/maps/place/G.H.+Slack+and+Son/data=!4m7!3m6!1s0x80ea426da33595ad:0x6b5ed422d320c2e0!8m2!3d35.3846273!4d-119.0595731!16s%2Fg%2F1tj582cc!19sChIJrZU1o21C6oAR4MIg0yLUXms,G.H. Slack and Son,3.6,47,Building materials store,"2741 Landco Dr, Bakersfield, CA 93308, United States","9WMR+V5 Bakersfield, California, USA",http://www.ghslack.com/,+1 661-325-5878,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwInsSzN0YUNR-qu8CmhS7Mx8V_alFO3wTb_9sV8qzlzxH1W8yrkgUmvmcY1DKF_5vbXSBSZRBAWnTp0BrBa1lMDjxZN3adfruazJdj7oiKQIBxImChSLlrznvD3kKTehdH5b1f=w408-h306-k-no,true,7 am–4 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Frazier+Park+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:53:09.781Z,,,· Delivery,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Lake+Isabella+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:53:25.406Z,,No new results found,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+California+City+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:53:48.836Z,,No new results found,,
https://www.google.com/maps/place/Southwest+Garage+Inc/data=!4m7!3m6!1s0x80ea6a5eb4763b5b:0xd3535a8994c7bec2!8m2!3d35.3360952!4d-119.0172889!16s%2Fg%2F1tkq_k_n!19sChIJWzt2tF5q6oARwr7HlIlaU9M,Southwest Garage Inc,4.8,29,Auto repair shop,"2019 S Chester Ave, Bakersfield, CA 93304, United States","8XPM+C3 Bakersfield, California, USA",,+1 661-832-3147,Closes soon ⋅ 3:30 pm ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rt05lJjdukpEuXukJMHdJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.86794&pitch=0&thumbfov=100,true,7:30 am–3:30 pm,Closed,Closed,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Mojave+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:54:20.053Z,,,,
https://www.google.com/maps/place/Steve+Holloway+Painting+%26+Concrete+Coatings/data=!4m7!3m6!1s0x80ea698e085a7359:0xa77c47b946bac062!8m2!3d35.3816297!4d-119.0167222!16s%2Fg%2F1262cx21m!19sChIJWXNaCI5p6oARYsC6RrlHfKc,Steve Holloway Painting & Concrete Coatings,4.9,249,Painting,"2419 L St, Bakersfield, CA 93301, United States","9XJM+M8 Bakersfield, California, USA",https://www.stevehollowaypainters.com/,+1 661-325-8520,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOC_1QAtzudoniQoF73RXVr-psjdj2poHO3AmuN=w600-h240-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Mojave+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:54:25.278Z,,,,
https://www.google.com/maps/place/Bakersfield+Locksmith+LLC/data=!4m7!3m6!1s0x80ea43b90a3ca627:0x76c5808db7d71e64!8m2!3d35.3948895!4d-119.0339301!16s%2Fg%2F12mm855c_!19sChIJJ6Y8CrlD6oARZB7Xt42AxXY,Bakersfield Locksmith LLC,4.5,132,Locksmith,"3740 Sillect Ave 3F Bldg 3F, Bakersfield, CA 93308, United States","9XV8+XC Bakersfield, California, USA",https://bakersfield-locksmith.com/contact/,+1 661-322-3371,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOfbhHGyh9A-si6ipAEha1rGgVjIETPQ-LQ6W2a=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Mojave+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:54:30.360Z,Identifies as women-owned,,,
https://www.google.com/maps/place/safe+at+home+locks+%26+door+repair/data=!4m7!3m6!1s0x80ea697d30270c37:0xa493b268c86ffb47!8m2!3d35.3505285!4d-118.9904024!16s%2Fg%2F11dxm3lrnw!19sChIJNwwnMH1p6oARR_tvyGiyk6Q,safe at home locks & door repair,4.9,43,Locksmith,,,,+1 661-889-6276,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyaXCYwEY0zPYwksvlP9_8f2aolAPPJXdeSJns4o6549WjQjVFziI9s4_cEwAINYtmDxuEvGQeE0vt-OIhjmcG9xvf6SfTs4i5LVrwdEGVxfD1leIFxV27IhxfH-J9oUwek8urt=w408-h408-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Mojave+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:54:35.172Z,,,,
https://www.google.com/maps/place/Sorci+Construction+Services/data=!4m7!3m6!1s0x80ea6981334c0d8b:0x546e78a0ad7eed9d!8m2!3d35.7667355!4d-118.9657924!16s%2Fg%2F1tcwg8z3!19sChIJiw1MM4Fp6oARne1-raB4blQ,Sorci Construction Services,5.0,2,Remodeler,,,https://www.sorciconstruction.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website,+1 661-371-4490,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipO-34NT0eNavkWTqdqENRtQkDwOJ7fXwKO5dI-t=w426-h240-k-no,true,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Mojave+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:54:40.164Z,,,,
https://www.google.com/maps/place/Grainger+Industrial+Supply/data=!4m7!3m6!1s0x80ea420751e15f79:0x4b411c0e6aa857fc!8m2!3d35.3705316!4d-119.0478828!16s%2Fg%2F1tfx55_h!19sChIJeV_hUQdC6oAR_Feoag4cQUs,Grainger Industrial Supply,4.5,30,Tool store,"3900 Easton Dr, Bakersfield, CA 93309, United States","9XC2+6R Bakersfield, California, USA",https://www.grainger.com/branch/Bakersfield-Branch-054,+1 800-472-4643,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9ZoPfm1EuAOZSF3Tf-kKDz01-gJD7xsrinQ0u7ozRCxRAyJDD8HpjRRrfwdJZHeruPs-_jF_UoMdzszrbJp2ztKYPXz-2cUf4-sZMe4CueuoEPyaPMjKHZrJdb2E0CP1FQLWwLQ=w408-h306-k-no,true,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Mojave+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-11-07T22:54:45.093Z,,,"Chain offering a broad range of industrial equipment, maintenance supplies, tools & parts. · In-store shopping · Kerbside pickup · Delivery",
