placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,isBlackOwned
"https://www.google.com/maps/place/Gregory%27s+Greenhouse+Productions,+LLC/data=!4m7!3m6!1s0x885c17c51eda6765:0x8e46b4c0628da2bb!8m2!3d35.965963!4d-83.9195529!16s%2Fg%2F11bx5pxp7s!19sChIJZWfaHsUXXIgRu6KNYsC0Ro4","Gregory's Greenhouse Productions, LLC",5.0,2,Plant nursery,"36 Market Square #34, Knoxville, TN 37902, United States","X38J+95 Knoxville, Tennessee, USA",http://www.gregorysgreenhousetn.com/,+1 865-607-0030,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ETzht8mg5glB82QZNT1LEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.12768&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:12:26.779Z,,
https://www.google.com/maps/place/East+TN+Tree+Service+Inc./data=!4m7!3m6!1s0x885c24904e0a6a47:0x4f239733566d1467!8m2!3d35.859936!4d-83.970213!16s%2Fg%2F11b7w8dzrv!19sChIJR2oKTpAkXIgRZxRtVjOXI08,East TN Tree Service Inc.,4.7,429,Tree service,"1258 Topside Rd, Louisville, TN 37777, United States","V25H+XW Louisville, Tennessee, USA",https://www.easttntreeservice.com/,+1 865-806-7320,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFddnMVmnfBiXqEQt9ZtfFT4lJ1ihABR0Usp898tuh0IsPcVS4S277dcQ9c5lXDu_4w0YyAubNpaxcCJ28FlbTovH7vcsb7SKspkG598wrV0yckRTLeEZFhVEu4syE76mp5QVL2=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:12:36.876Z,,
https://www.google.com/maps/place/National+Interiorscape+Network/data=!4m7!3m6!1s0x885c22cd8ef97fdf:0x5a263caa362baf5e!8m2!3d35.93422!4d-83.963372!16s%2Fg%2F1tdlcflp!19sChIJ33_5js0iXIgRXq8rNqo8Jlo,National Interiorscape Network,5.0,1,Interior plant service,"1204 Kenesaw Ave, Knoxville, TN 37919, United States","W2MP+MM Knoxville, Tennessee, USA",http://interiorscapenetwork.com/,+1 864-293-9835,Closed · Opens 8:30 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_cDAGgl4kIqMjXaF__E4J607Pc0opfvYmKyLxCleaVokb6XE9f9eOyepOgThDHnUCeP1MF54W5dyQvzD95bKapcQ2j5ZS-vRvGFfL5t21EYvEO-obMjKG2KR0jSZcy8JdtSM4QA=w425-h240-k-no,false,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:12:41.591Z,,
https://www.google.com/maps/place/Superior+Stripes+Lawn+Care/data=!4m7!3m6!1s0x291d02f48a3ae081:0xfa6d41ce6b3e84d3!8m2!3d36.0183179!4d-83.9252585!16s%2Fg%2F11sf55bvy6!19sChIJgeA6ivQCHSkR04Q-a85Bbfo,Superior Stripes Lawn Care,4.8,21,Lawn care service,,,https://www.superiorstripeslawncare.com/,+1 865-661-3015,Closes soon · 6 pm · Opens 8:30 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwTqrZ6C76TDnmQYpmWkWxUbWqY2AKb_cTHXDDK69d6FGoNlykOtlOvbCP-EVSwzo6mAr3SyTLiRJt4Cm7INoE9OlbcjlyWUiaYLSWiGwfhVUTEUO-Qz-o7K-DDXXkoGnhQ-M=w408-h306-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,Closed,8:30 am–6 pm,8:30 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:12:46.391Z,,
https://www.google.com/maps/place/TjHardscape/data=!4m7!3m6!1s0x885c3d3861e83911:0x64a490701b8be2cf!8m2!3d36.0085151!4d-83.9918376!16s%2Fg%2F11h0m6gw95!19sChIJETnoYTg9XIgRz-KLG3CQpGQ,TjHardscape,4.8,4,Landscaper,"5918 Clinton Hwy, Knoxville, TN 37912, United States","2255+C7 Knoxville, Tennessee, USA",,+1 865-507-6599,Open · Closes 9 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGDz5nkWzn2MzsIlzak-5TuCECqPrlGOuDeX8TLwDpw59ZceBNZOw4BvEUmJbcf5QuWX6Vd1wkshCEvWn5XWmKfaRpUAXjp_ywrsuvPeTPLcKg44ctkwH2RX_-2omCq0Z6IBYzow=w408-h544-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,Closed,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:12:51.312Z,,
https://www.google.com/maps/place/Garden+Guru+Services/data=!4m7!3m6!1s0x885c237aaaaaaaab:0xb03e9bfb9a4b1369!8m2!3d35.9255422!4d-84.0333246!16s%2Fg%2F11b7qbgtwk!19sChIJq6qqqnojXIgRaRNLmvubPrA,Garden Guru Services,4.9,25,Landscape designer,"234 Morrell Rd, Knoxville, TN 37919, United States","WXG8+6M Knoxville, Tennessee, USA",http://www.gardenguruservices.com/,+1 865-417-3986,Closed · Opens 7:30 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAErLfkiO2pvC5o1jhorcXEfOzPEU65CpY9Sgj-5yEQmz74u3BwgTCsJzQ1gBlO0D-iz12bnL1PY_WukTwSsNgCB9pdoOniJI9b53qKGyhwdlWQsHZTdQ4rh66aTng39oynv_lG2wY7iBMVk=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:12:56.154Z,,
"https://www.google.com/maps/place/Tennessee+Roots+Landscape+Design+and+Installation,+LLC/data=!4m7!3m6!1s0x6b1e82fbfe0e11c1:0x4006e21d51813245!8m2!3d35.884796!4d-84.130044!16s%2Fg%2F11v6wpvc5f!19sChIJwREO_vuCHmsRRTKBUR3iBkA","Tennessee Roots Landscape Design and Installation, LLC",5.0,63,Landscape designer,"Canton Hollow Rd, Knoxville, TN 37934, United States","VVM9+WX Knoxville, Tennessee, USA",https://tennesseerootslandscaping.squarespace.com/,+1 865-268-9867,"Closed · Opens 7 am Thu

Updated by this business 3 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEuZPsxZbw7Y7V3dF_KP-06RSEbmLwjLvJv_Kp4Pb1oMXVz6PLCUMOvmnLmAP0Sn7fQKxxGtcg9aWsLHRXAyl9bXe6EwtAtdhuMALNSpy4JPmk_0F8MNMtOSFrWb3aB8NeVXipwqHSD3GUH=w408-h305-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:01.103Z,,
https://www.google.com/maps/place/SiteOne+Landscape+Supply/data=!4m7!3m6!1s0x885c3b5814c560d3:0xf6d677d97ba7371!8m2!3d35.9527872!4d-84.0178434!16s%2Fg%2F1tmg78c_!19sChIJ02DFFFg7XIgRcXO6l31nbQ8,SiteOne Landscape Supply,4.8,32,Landscaping supply store,"1337 Weisgarber Rd, Knoxville, TN 37909, United States","XX3J+4V Knoxville, Tennessee, USA",https://www.siteone.com/en/store/473,+1 865-584-3566,"Closed · Opens 7:30 am Thu

Confirmed by this business 3 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAvp10JjYlmMtXWyxlBd3xCyw4zBfoHeVQ1U8wub0sRudsfCf1SUu7xKRsN6NlHFBcpaZdShdM5XhQikT2T3t-rm6VrMm5UdBrY9Wipa1jeL_Q_5lHyZzHY7KWbqwrQQ9HwlUihDIDOJ8H=w426-h240-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30–11:30 am,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:05.952Z,"Resource for landscaping materials & supplies, including compost, mulches, sand & natural flagstone. · In-store shopping · In-store pick-up · Delivery",
https://www.google.com/maps/place/Earthworks+lawn+Care/data=!4m7!3m6!1s0x885c3de2f7294269:0xbb0600e42dd066d5!8m2!3d36.0217794!4d-83.9450169!16s%2Fg%2F1hc1zypcm!19sChIJaUIp9-I9XIgR1WbQLeQABrs,Earthworks lawn Care,4.5,8,Lawn care service,"4917 Jenkins Rd, Knoxville, TN 37918, United States","23C3+PX Knoxville, Tennessee, USA",,+1 865-978-4779,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAL5J1A-mgK1WiZT1B9hH8g_tQaEDZlaT7C9u_2CsIHIiCS3Kkm3OOvjO7ZwCvCUkBVwI9hqt78pJupRk9eN4zJoqgbGD0MBSK43J9FcClcIEwaHHtzoIfl5dzet_wA9ffnOHtDq2Aq7Ls=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:10.685Z,,
https://www.google.com/maps/place/Anchored+Construction+and+Restoration+LLC/data=!4m7!3m6!1s0x885c197a3bbd2b93:0xaf09a8242ee57928!8m2!3d35.9249708!4d-83.9242824!16s%2Fg%2F11qg17s385!19sChIJkyu9O3oZXIgRKHnlLiSoCa8,Anchored Construction and Restoration LLC,5.0,47,General contractor,"1219 Maryville Pike, Knoxville, TN 37920, United States","W3FG+X7 Knoxville, Tennessee, USA",http://www.anchoredconstructiontn.com/,+1 865-316-6933,Closed · Opens 7:30 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsgYuxhWGLd_op41Y0jWQudLIsCCTs_FbD0J650Q2MNloPtucklD0qSv-THi9YOq0cm-rjChABGF9lZs6PxRDaDqy0Wi73IllPKD31oRZsK4CM-m3mjiY4VdIdOMYbiqMCLk07=w427-h240-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:15.736Z,,
https://www.google.com/maps/place/Plan-It+Green+Landscapes/data=!4m7!3m6!1s0x885c25c37b6ba743:0x1dd9a2dcc3fefd5e!8m2!3d35.8305894!4d-85.9786956!16s%2Fg%2F11bbwpdhfn!19sChIJQ6dre8MlXIgRXv3-w9yi2R0,Plan-It Green Landscapes,5.0,24,Landscape designer,,,http://www.planitgreenlandscapes.com/,+1 865-963-2735,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGxe2M4nQrYzTlB96060x6bl5xN-SMfC2Gbh69zoFarnInTEa_SoHYytBD7PGgInovD7KEEySV2fqxWnHbpzZUQ1tUqhS3BphfYL1Os-N9CMGK0ESM79GzpWH8pWeW-aP2bhXKsSs-KEYI=w408-h335-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:20.522Z,,
https://www.google.com/maps/place/Tennessee+Stone/data=!4m7!3m6!1s0x885c3bf55bb786f9:0xd9571ab646a52f63!8m2!3d36.0084016!4d-84.0023666!16s%2Fg%2F1hc4jq7vf!19sChIJ-Ya3W_U7XIgRYy-lRrYaV9k,Tennessee Stone,4.5,52,Natural stone supplier,"6257 Clinton Hwy, Knoxville, TN 37912, United States","2X5X+93 Knoxville, Tennessee, USA",http://www.tenn-stone.com/,+1 865-859-0813,"Closed · Opens 7:30 am Thu

Updated by this business 4 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHry5wlPkXv9-ZJ5f5YdD-ySmj53VklUMsw2f_1puMaGZERUNYenvazMBVzqncojeBEyAgjPXc-lOkxovdRE_VvG4yDgNgPkFbn1zuEnpoIMNnRtjFbWs2f6x6ZiCTj6IwmsHreVA=w408-h272-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,8 am–12 pm,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:25.424Z,,
https://www.google.com/maps/place/McCoy+Construction+%26+Forestry+%E2%80%94+Knoxville/data=!4m7!3m6!1s0x885c165dad763cc3:0x404e4cd6b59f4685!8m2!3d35.9967108!4d-83.8967233!16s%2Fg%2F11bt_89d8y!19sChIJwzx2rV0WXIgRhUaftdZMTkA,McCoy Construction & Forestry — Knoxville,4.6,29,Construction machine dealer,"2825 John Deere Dr, Knoxville, TN 37917, United States","X4W3+M8 Knoxville, Tennessee, USA",http://mccoycf.com/,+1 865-546-3207,Closed · Opens 7 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGg7H-M83OvMZCVzNoGogR3C2VOGOpcTLzDg-E4wc44N0XvpaLJd913WfYH8tmpcs0tslKdZbEEgFBogiCm1dLWSqyU0Wc963SXZ2XgDjAfgkazdND3D6nEs0rE13wSMBJe4DY=w408-h489-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:30.274Z,,
https://www.google.com/maps/place/Junk+Bee+Gone+LLC/data=!4m7!3m6!1s0x885c3d25f42ac911:0x8631fb318e725618!8m2!3d35.9839962!4d-83.9745544!16s%2Fg%2F11pcms5p95!19sChIJEckq9CU9XIgRGFZyjjH7MYY,Junk Bee Gone LLC,4.9,1680,Junk removal service,"2145 Wilson Rd, Knoxville, TN 37912, United States","X2MG+H5 Knoxville, Tennessee, USA",https://junkbeegone.biz/?utm_source=GMB&utm_medium=organic,+1 865-675-5865,"Open · Closes 8 pm

Updated by this business 1 week ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzyW0uIDFOhZsaHUMgcMwX3U_wKXvUIgghQftTO5bgbMrvW1zWRulnyzaFwLi6D_U_iVllIxdnoe6AQSjA-WaZu99mYNcSN4ocnK9KhMcGIVvkhjtDpq8OCvyOf3QVy7H5iueXzQ=w408-h252-k-no,true,7:30 am–8 pm,7:30 am–8 pm,7:30 am–8 pm,8 am–5 pm,9 am–5 pm,7:30 am–8 pm,7:30 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:35.113Z,,
https://www.google.com/maps/place/Mayo+Garden+Center:+Bearden/data=!4m7!3m6!1s0x885c3cd2f0181299:0x13f0a04566fcbf27!8m2!3d35.940848!4d-83.982936!16s%2Fg%2F1w0p6b_3!19sChIJmRIY8NI8XIgRJ7_8ZkWg8BM,Mayo Garden Center: Bearden,3.9,114,Garden center,"4718 Kingston Pike, Knoxville, TN 37919, United States","W2R8+8R Knoxville, Tennessee, USA",https://www.mayogardencenters.com/,+1 865-588-1351,Closes soon · 6 pm · Opens 9 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMEDahedMbpU0aJ2o_f2v-C8rk-EAaxwDvRmwXL1s3SBXBj1P9FU7KG0IZ2ErrwEo_03xVI9xGS2_EJA7z0nNRQHG0I3qxSeBn64Zlc8uZKXu9LXegmPAIUre8-owsexwv-u-G7ClaE_5e=w408-h305-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,12–5 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:40.123Z,· In-store shopping · Kerbside pickup · Delivery,
https://www.google.com/maps/place/HireQuest+Direct+of+Knoxville/data=!4m7!3m6!1s0x885c162dc129f6eb:0x6d50bcb2ccdbb3ab!8m2!3d35.9794292!4d-83.9083468!16s%2Fg%2F11ckwzv3sr!19sChIJ6_YpwS0WXIgRq7PbzLK8UG0,HireQuest Direct of Knoxville,4.3,76,Temp agency,"417 Holly St, Knoxville, TN 37917, United States","X3HR+QM Knoxville, Tennessee, USA",http://www.hqdirect.com/,+1 865-240-4995,Closes soon · 6 pm · Opens 5 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyQK1FaHKp6mhwKiWu6Dlr1i9XAJt3iWnCS2fskQS5sPU2k9Pga3m9hf7xtlmVLGUmMbP4gVnhZ_dxijGGW-0M2bM55M8Wr4uUaS1WiwO-0YkfUDr4zdAC5cz2zjl07HdLG130=w426-h240-k-no,true,5 am–6 pm,5 am–6 pm,5 am–6 pm,Closed,Closed,5 am–6 pm,5 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:45.446Z,,
https://www.google.com/maps/place/CSTM+Built+Court+Construction/data=!4m7!3m6!1s0xa5ad8c7841becf01:0x232b046a8d3f4ba6!8m2!3d35.707758!4d-85.2413394!16s%2Fg%2F11vxps2pk3!19sChIJAc--QXiMraURpks_jWoEKyM,CSTM Built Court Construction,4.0,5,Tennis court construction company,,,https://cstmbuilt.com/,+1 629-260-5335,Closes soon · 5 pm · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFT00HyHfTrLB0KCNcI0qG2zRws39esMBtNHZPnrRIdZzqEfsO4thOxPnMfGXe2M65vp4QcdC963xe7NNGTpJOm0u6rzUgRFerqyNcFaATC4S-QYoSUgAIGODKySF7NjNsuscw4=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:50.123Z,,
"https://www.google.com/maps/place/Knoxville+Leaf+%26+Lawn,+LLC/data=!4m7!3m6!1s0x885c319765f0b8c1:0xd6ce00cd2a785dbe!8m2!3d35.9801952!4d-84.1683626!16s%2Fg%2F11b_2z19z5!19sChIJwbjwZZcxXIgRvl14Ks0AztY","Knoxville Leaf & Lawn, LLC",4.7,13,Landscaper,"8620 Oak Ridge Hwy, Knoxville, TN 37931, United States","XRJJ+3M Knoxville, Tennessee, USA",https://www.knoxvilleleafandlawn.com/,+1 865-591-0802,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9uqvTsze1HAXa2vDK6NxmSpghVPNpQjck_Gtp6e9V5guh3U8i8G2lRVuvoJBbMXnEruBJ-vykzZgUNqO-AwlKGvNlMnpAQh5bbYowGq9uy89OP4Eaa4iUdhAyHtPXusPgg4k=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:52.784Z,,
https://www.google.com/maps/place/Rocky+Top+Services+-+Demolition+and+Land+Clearing/data=!4m7!3m6!1s0x885c03fe44627f45:0x5a566942b4d4941!8m2!3d35.9096054!4d-83.7502445!16s%2Fg%2F11g0zw952p!19sChIJRX9iRP4DXIgRQUlNK5RmpQU,Rocky Top Services - Demolition and Land Clearing,5.0,5,Demolition contractor,,,https://www.rockytopservicestn.com/,+1 865-654-8211,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVMHFJ4C3PLeJzjlFW-mGgBI_ABk_S9dRkW_dXQRXaTUaHxrmB4wISA6XfZHk0pTWx1rqQIlqt-i0dgzYWfJiW8nnp-7tSO_ayOlTmkzqxq74ueEEAl24DSCFJErZ4ZiYTr7LfVw=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–2 pm,Closed,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:13:57.596Z,,
https://www.google.com/maps/place/Covenant+Health+Park/data=!4m7!3m6!1s0x885c1700008568d1:0x1b0224fa7862e751!8m2!3d35.97243!4d-83.91479!16s%2Fg%2F11vzxytbgz!19sChIJ0WiFAAAXXIgRUediePokAhs,Covenant Health Park,4.6,353,Stadium,"500 E Jackson Ave, Knoxville, TN 37915, United States","X3CP+X3 Knoxville, Tennessee, USA",https://www.milb.com/knoxville,+1 865-286-2300,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHygV__MrI7Z-WhKBmG61B1liHQqlys9chbSEeLEGOXk-BSz3dUdaoolKmkYsKmjW8me5eWip5VTcg6NlrTWZHEoVLgdZc7CsoLYd238TnMjjZxEwAb7ZXrgjQigjYX0XYJZxGIsCWJ56rI=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:14:00.623Z,,
"https://www.google.com/maps/place/Mateo+Brothers+Landscaping/@35.958357,-83.9252585,11z/data=!3m1!4b1!4m6!3m5!1s0x885c3b3dfbfa0ed3:0xa7418e75a3c619b1!8m2!3d35.958357!4d-83.9252585!16s%2Fg%2F11fkl4nk77",Mateo Brothers Landscaping,4.9,8,Landscaper,,,,+1 865-924-9594,,,,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:14:05.046Z,,
https://www.google.com/maps/place/Freedom+Junk+Removal/data=!4m7!3m6!1s0xaf22c10664aa4745:0x4d78ec3d5ad8fce!8m2!3d35.9658416!4d-83.8977005!16s%2Fg%2F11wc8nm_j2!19sChIJRUeqZAbBIq8Rzo-t1cOO1wQ,Freedom Junk Removal,5.0,73,Waste management service,,,http://freedomjunktn.com/,+1 865-221-7827,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqgiXKictDmRSCrQ2tMwfwyHUl7rVjtUbA74pdQ9EWHIYvlKQMXWwmQ9yRUGSKTK4wrWAawzuGqqnDYs4xWcMfrVd4eO61uW61umhbgrfN7brSJb2h9KJ1TD_U-Zw8DGqq9RKnHas6kk4C=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:14:09.766Z,,
https://www.google.com/maps/place/Lawler+Wood+LLC/data=!4m7!3m6!1s0x885c17c145402c79:0x2ebbcacc8d8b0eb0!8m2!3d35.9616725!4d-83.9154103!16s%2Fg%2F1tcxdy67!19sChIJeSxARcEXXIgRsA6LjczKuy4,Lawler Wood LLC,3.7,3,Property management company,"900 S Gay St # 1600, Knoxville, TN 37902, United States","X36M+MR Knoxville, Tennessee, USA",http://www.lawlerwood.com/,+1 865-637-7777,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ohPxjIDPbi88waSDcl3ZBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.24677&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:14:12.421Z,,
https://www.google.com/maps/place/Landscaping+Rk/data=!4m7!3m6!1s0x885c3dc78a4ca371:0xd5337d3709f87508!8m2!3d36.0028386!4d-83.9658304!16s%2Fg%2F11p5qlzm9z!19sChIJcaNMisc9XIgRCHX4CTd9M9U,Landscaping Rk,1.0,1,Landscaper,"4500 Nicholas Rd NW, Knoxville, TN 37912, United States","223M+4M Knoxville, Tennessee, USA",https://landscaping-rk.negocio.site/?utm_source=gmb&utm_medium=referral,+1 865-740-6975,Closed · Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Eb3pplrea2r10YszLH3uWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.51232&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:14:17.132Z,,
https://www.google.com/maps/place/Impeccable+Company/data=!4m7!3m6!1s0xa356b8b606bcd98d:0x43a774716ddbc32e!8m2!3d35.9755456!4d-83.9233019!16s%2Fg%2F11jzvttzh1!19sChIJjdm8Bra4VqMRLsPbbXF0p0M,Impeccable Company,5.0,5,Accountant,"629 N Central St, Knoxville, TN 37917, United States","X3GG+6M Knoxville, Tennessee, USA",http://impeccablecompany.com/,+1 865-214-7450,Closed · Opens 8 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEJGQnNn0tnrP8jtw4w9QBGESYEsgWQXG8p1t_eFFPs_818Ca3jDgEmIhcYK9Vq_Llw4VhyL2l1giI73zISQEh1imBfcDXMFNPCuv1LrynlUWFW942bMWXS_tL-DMNL87y2ckJ=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Knoxville+TN+Knoxville+TN/@35.965266,-83.923304,14z",2026-04-29T21:14:21.895Z,,
