placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Mayer+Electric+Supply/data=!4m7!3m6!1s0x89ace151e6d10b33:0xc6e8775ab437f12!8m2!3d36.0172556!4d-78.9396665!16s%2Fg%2F1tg6wkmt!19sChIJMwvR5lHhrIkREn9Dq3WHbgw,Mayer Electric Supply,4.3,11,Electrical supply store,"3140 Hillsborough Rd, Durham, NC 27705, United States","2386+W4 Durham, North Carolina, USA",https://www.mayerelectric.com/Durham?utm_source=local-listings&utm_medium=organic&utm_content=GMB,+1 919-383-1541,"Closed · Opens 7 am Mon

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipPDEN_jrIZp_HNr8-ROqvhm6f01kDwUhvDGs8Ux=w456-h240-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:07.831Z,Identifies as women-owned,,· In-store pick-up · Delivery
https://www.google.com/maps/place/King+Brothers+Electric+Co/data=!4m7!3m6!1s0x89ace36fc35c2831:0x8b8312626007729c!8m2!3d36.0167038!4d-78.8715414!16s%2Fg%2F1tf6bxxf!19sChIJMShcw2_jrIkRnHIHYGISg4s,King Brothers Electric Co,5.0,1,Electrician,"1701 Camden Ave, Durham, NC 27704, United States","248H+M9 Durham, North Carolina, USA",,+1 919-682-3489,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1jFIwljO4aEpeQ09MEKnBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=312.8821&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:10.616Z,,,
https://www.google.com/maps/place/J.A.J.+Electrical+Nc/data=!4m7!3m6!1s0x89ace3028555f8e1:0x4fa9515ea71ce2b8!8m2!3d35.9226446!4d-78.77698!16s%2Fg%2F11h93rrmth!19sChIJ4fhVhQLjrIkRuOIcp15RqU8,J.A.J. Electrical Nc,4.8,26,Electrician,,,http://jajelectricalnc.com/,+1 919-374-1115,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPpCzl2ICqfqg31cObkGs00VLwxXoau8Zkq1kei=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:15.812Z,,,
https://www.google.com/maps/place/Portable+Outdoor+Equipment/data=!4m7!3m6!1s0x89ace24747c9f59d:0xff330d1a5f52d403!8m2!3d36.0658988!4d-78.9050369!16s%2Fg%2F1tfx5s3k!19sChIJnfXJR0firIkRA9RSXxoNM_8,Portable Outdoor Equipment,4.5,70,Lawn mower store,"4914 N Roxboro St, Durham, NC 27704, United States","338V+9X Durham, North Carolina, USA",http://www.portableoutdoorequipmentnc.com/,+1 919-471-1197,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtGGijEt3EMBqwiOrAZxpEOAic3Y7uLNaQv6225hfdZrtAwE-pX6HUerkeJApkVf1KPEsyVCm6DkleOZVfeMJQv9r3HY8W_Y3sIrrHFGXeTkBbGQqcJrl_bXZCNF1CfOSChJpr=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:20.744Z,,,· In-store shopping · In-store pick-up · Delivery
https://www.google.com/maps/place/Electric+Supply+Durham/data=!4m7!3m6!1s0x89ace14e3f02dc1f:0x345b4e32f365ed2a!8m2!3d36.0177061!4d-78.9413524!16s%2Fg%2F1td0btc5!19sChIJH9wCP07hrIkRKu1l8zJOWzQ,Electric Supply Durham,4.8,6,Electrical supply store,"3164 Hillsborough Rd, Durham, NC 27705, United States","2395+3F Durham, North Carolina, USA",http://www.electricsupplycompany.com/,+1 919-383-1571,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMv9TYnwE72LUPgo-sHCncPx99mtdE3z73dA3jj=w426-h240-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:25.673Z,,,· In-store pick-up · Delivery
https://www.google.com/maps/place/Alternative+Power+Sales+%26+Rental/data=!4m7!3m6!1s0x89acf3ab5c85e051:0x1125f1054eee78f3!8m2!3d35.852507!4d-78.804351!16s%2Fg%2F1tczfs9x!19sChIJUeCFXKvzrIkR83juTgXxJRE,Alternative Power Sales & Rental,4.9,87,Electric generator shop,"1000 Northgate Ct, Morrisville, NC 27560, United States","V53W+27 Morrisville, North Carolina, USA",http://www.alternativepower.com/,+1 919-467-8001,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP6JmdDklQHg0ApEGko8aqxYMk0vdxbc1M3Gw7T=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:30.705Z,,,· In-store pick-up · Delivery
https://www.google.com/maps/place/J%26S+SYSTEMS+GENERATOR+SALES+AND+SERVICES./data=!4m7!3m6!1s0x4cec18c36db6afa7:0xbd49bef6f44615c0!8m2!3d35.531491!4d-79.86097!16s%2Fg%2F11vbr74xd8!19sChIJp6-2bcMY7EwRwBVG9Pa-Sb0,J&S SYSTEMS GENERATOR SALES AND SERVICES.,,,Electric generator shop,,,http://jssystemsdivision.net/,+1 919-937-6006,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOnEFmOiHbQUYQyRHoh8jrRpv7_i5cYdwK7vsgC=w408-h342-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:35.270Z,Identifies as veteran-owned,,· Delivery
https://www.google.com/maps/place/Davis+Electric/data=!4m7!3m6!1s0x89acfb9cdaaa5cad:0x51aa8bb014118990!8m2!3d35.9809335!4d-78.8212972!16s%2Fg%2F11lf7ydpmm!19sChIJrVyq2pz7rIkRkIkRFLCLqlE,Davis Electric,5.0,1,Electrician,"104 S Mineral Springs Rd, Durham, NC 27703, United States","X5JH+9F Durham, North Carolina, USA",https://usmapiqs.org/details/davis-electric-ChIJrVy,+1 252-272-6355,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=boRBJeCuEZqgCfYGTRrHYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.09415&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:38.359Z,,,
https://www.google.com/maps/place/A+L+Hedgspeth+Electric+Co/data=!4m7!3m6!1s0x89ace47b5e298519:0x63cccfeaf7d39af7!8m2!3d35.9966936!4d-78.8893741!16s%2Fg%2F1tdyghht!19sChIJGYUpXnvkrIkR95rT9-rPzGM,A L Hedgspeth Electric Co,5.0,2,Electrician,"918 Pearl St, Durham, NC 27701, United States","X4W6+M7 Durham, North Carolina, USA",,+1 919-680-8066,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sgblYMts9B7uBTp0n211Aw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.77889&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:41.211Z,,,
https://www.google.com/maps/place/JC+Electric+Inc./data=!4m7!3m6!1s0x89ace123ac26f7e3:0xeed5e3fc2e1d9c4e!8m2!3d36.0361104!4d-78.9883613!16s%2Fg%2F1tdpbg_h!19sChIJ4_cmrCPhrIkRTpwdLvzj1e4,JC Electric Inc.,4.5,8,Electrical installation service,"3463 Coates Industrial Blvd #100, Durham, NC 27705, United States","22P6+CM Durham, North Carolina, USA",http://www.jcenc.com/,+1 919-309-9000,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_4o1V-j-5mAxzYS9gyrNVETPGbFCQJt3540OaNevcCGCsSahAhRJNDWExWz5tasNe1SdQ2UhMiF2Stfg3HEyBpHzJLmUsDFSZFaELimOnI_Zl1upDQ6IZeWjXdD1jdjfthXm9aA=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:46.083Z,,,
https://www.google.com/maps/place/JWB+Electric/data=!4m7!3m6!1s0x89ace22d873968dd:0x38ee932fc93cf5bf!8m2!3d36.054629!4d-78.917616!16s%2Fg%2F1v2ky92q!19sChIJ3Wg5hy3irIkRv_U8yS-T7jg,JWB Electric,4.3,3,Electrician,"8 Bair Cir, Durham, NC 27704, United States","333J+VX Durham, North Carolina, USA",,+1 919-471-2052,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOxRDAMDirxEN80v8WMBh1LaMnUcsMNSRNtvh8E=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:50.952Z,,,
"https://www.google.com/maps/place/S%26J+Electrical+%26+Communication,+LLC/data=!4m7!3m6!1s0x89ace31389cf7d49:0x14b1a90581bb5e7d!8m2!3d35.1705075!4d-79.86097!16s%2Fg%2F11fwgpyrr_!19sChIJSX3PiRPjrIkRfV67gQWpsRQ","S&J Electrical & Communication, LLC",4.8,26,Electrician,,,https://sjelectricnc.com/,+1 984-260-8835,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOh48MX2_vyHOJKuxpRkb_pOto6vsSDtQBS8SBm=w427-h240-k-no,true,Closed,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:27:55.709Z,,,
https://www.google.com/maps/place/Dynamic+Electric/data=!4m7!3m6!1s0x89acc311acfa3081:0x48621a2b5ffd7f4d!8m2!3d36.0872683!4d-79.0855561!16s%2Fg%2F11b5pkd_70!19sChIJgTD6rBHDrIkRTX_9XysaYkg,Dynamic Electric,5.0,444,Electrician,"412 Buttonwood Dr #200, Hillsborough, NC 27278, United States","3WP7+WQ Hillsborough, North Carolina, USA",https://www.dynamic-electric.com/,+1 919-370-0056,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOXpNEJiwhO2Hw1UWusvSIUW_rs4iWVS6cbAkT_=w408-h408-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:00.751Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/A%26M+Diesel+Techs+%E2%80%93+Towing+%26+Fleet+Services/data=!4m7!3m6!1s0x60349dd2f41156cb:0x968529ffa5c61e60!8m2!3d36.0491699!4d-78.90498!16s%2Fg%2F11s7ryftyb!19sChIJy1YR9NKdNGARYB7Gpf8phZY,A&M Diesel Techs – Towing & Fleet Services,5.0,1,Truck repair shop,"1247 3600 N Duke St #1, Durham, NC 27704, United States","23XW+M2 Durham, North Carolina, USA",http://www.amdieseltechs.com/,+1 919-822-3002,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K4PHjbkCPK2_XRzUfMVmUw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=122.202354&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:03.398Z,Identifies as women-owned,,
https://www.google.com/maps/place/Quality+Equipment/data=!4m7!3m6!1s0x89ace6530c2be061:0xce7d344ef6e833ab!8m2!3d35.9700392!4d-78.9539166!16s%2Fg%2F1tftg5f5!19sChIJYeArDFPmrIkRqzPo9k40fc4,Quality Equipment,4.1,132,Tractor dealer,"3821 Durham-Chapel Hill Blvd, Durham, NC 27707, United States","X2CW+2C Durham, North Carolina, USA",https://qualityequip.com/locations/durham-nc/,+1 919-493-3545,"Closed · Opens 7:30 am Mon

Updated by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNBJ4_gwpq0hmNTCM4kDscwmMZ69bq_qEHppwr1=w426-h240-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:08.324Z,,,"Store selling agricultural & lawn-care needs, including tractors, mowers, generators & accessories. · In-store shopping · Kerbside pickup · Delivery"
https://www.google.com/maps/place/United+Rentals/data=!4m7!3m6!1s0x89acfa941c398cf7:0x9c9fc8629e21b708!8m2!3d36.0149751!4d-78.947897!16s%2Fg%2F1tm2bj_k!19sChIJ94w5HJT6rIkRCLchnmLIn5w,United Rentals,4.4,7,Equipment rental agency,"200 S Lasalle St, Durham, NC 27705, United States","2372+XR Durham, North Carolina, USA",https://www.unitedrentals.com/locations/nc/durham/equipment-tool-rentals/d20?utm_source=google&utm_medium=distrib&utm_campaign=yext,+1 919-383-8999,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPc83najdRrjFsE7YzkTeb_9cTqVYYj3ioQ3m0C=w426-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:13.139Z,,,
https://www.google.com/maps/place/Advanced+Maintenance/data=!4m7!3m6!1s0x89ace123ac26f7e3:0xe16642620143cae2!8m2!3d36.00593!4d-78.8601603!16s%2Fg%2F1td4qk_5!19sChIJ4_cmrCPhrIkR4spDAWJCZuE,Advanced Maintenance,3.9,57,Truck repair shop,"2007 Cheek Rd, Durham, NC 27704, United States","244Q+9W Durham, North Carolina, USA",http://www.advancedmaintenance.com/locations_nc_durham.html,+1 919-309-2424,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOFHTGVWGXewSLS8-LyK10px8n3ZWTQjIdond8C=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:18.153Z,,,
https://www.google.com/maps/place/Quality+Mower+%26+Saw+Equipment+-+Durham+Polaris/data=!4m7!3m6!1s0x89acfb757b636cc7:0x4ef35757e40965e0!8m2!3d35.9776719!4d-78.7927649!16s%2Fg%2F1w6668qw!19sChIJx2xje3X7rIkR4GUJ5FdX804,Quality Mower & Saw Equipment - Durham Polaris,4.5,202,Lawn mower store,"106 Stallings Rd, Durham, NC 27703, United States","X6H4+3V Durham, North Carolina, USA",http://durhampolaris.com/,+1 919-596-9468,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOUdPc3D4Lq0z5qfW0P5CRKVwpY-bNeEME9AyTq=w408-h306-k-no,true,8 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:23.493Z,,,· In-store pick-up · Delivery
"https://www.google.com/maps/place/Power+Solutions+NC,+LLC/data=!4m7!3m6!1s0x89acd83441141b6d:0xf2fb6377518bbda3!8m2!3d36.2463746!4d-79.1389974!16s%2Fg%2F1tf03bv5!19sChIJbRsUQTTYrIkRo72LUXdj-_I","Power Solutions NC, LLC",4.8,103,Electric generator shop,,,http://powersolutionsnc.com/,+1 800-913-9063,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOAkSSxqhYS3CkJYW2Dfshp6tLvF08yqh66OhBC=w640-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:28.237Z,,,· Delivery
https://www.google.com/maps/place/Harbor+Freight/data=!4m7!3m6!1s0x89ace39cd46db6cb:0x3e992150c24b491d!8m2!3d36.016026!4d-78.8846965!16s%2Fg%2F1td0btcf!19sChIJy7Zt1JzjrIkRHUlLwlAhmT4,Harbor Freight,4.4,1143,Hardware store,"2000 Avondale Dr # 104, Durham, NC 27704, United States","2488+C4 Durham, North Carolina, USA",https://www.harborfreight.com/storelocator/2000-avondale-dr-ste-104-durham-27704?number=300,+1 919-220-2479,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy92klodw67ucs5BbqaqYynqBt9CC42ZZ8e-iNOtKKbryu8AToYpaxfJGMrAf0iYe-fKCFlSsVcmtLzqVbpdlvbw1oFMmR3s8m8FFNzH32x7rax6Oeh4ZckCt9M8qSCgsfi7Vd5=w408-h306-k-no,true,8 am–8 pm,9 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:33.250Z,,,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car. · In-store pick-up"
https://www.google.com/maps/place/M-Power+Electric/data=!4m7!3m6!1s0x89acf70bd51d7079:0x963fe4673ef96a6f!8m2!3d35.9103714!4d-78.7676775!16s%2Fg%2F11hbghktmb!19sChIJeXAd1Qv3rIkRb2r5PmfkP5Y,M-Power Electric,5.0,101,Electrician,"7429 ACC Blvd Suite 105, Raleigh, NC 27617, United States","W66J+4W Raleigh, North Carolina, USA",https://www.m-powerelectric.com/,+1 919-229-9778,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz96e19oHz_cgMzrxIO0K-f5APyGEe1rp_W12j88KNUiRFYo2DQ_ay1yRE28B0926Czfd-diQLx5EQW82K0OC5QVDp605UBpv9YlWULQT4dVe5paglx838KXNf_LjDAI9qjD6svKQ=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:38.163Z,,,
https://www.google.com/maps/place/Couch+Oil+Company/data=!4m7!3m6!1s0x89ace153fa083f33:0xc2a0b91c8ab0899f!8m2!3d36.0149324!4d-78.9349901!16s%2Fg%2F1tk4s0fp!19sChIJMz8I-lPhrIkRn4mwihy5oMI,Couch Oil Company,4.8,149,Propane supplier,"2907 Hillsborough Rd, Durham, NC 27705, United States","2378+X2 Durham, North Carolina, USA",https://www.couchoilcompany.com/,+1 919-286-5408,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNV1Lv-guYlJLaRK2eu1yiGW5RqwlkYX3YKUH0I=w426-h240-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:43.210Z,,,
https://www.google.com/maps/place/Bitting+Electric+Inc/data=!4m7!3m6!1s0x89acf3ab61b2e82f:0xba9ab858c4420013!8m2!3d35.852507!4d-78.804351!16s%2Fg%2F1tfd38d6!19sChIJL-iyYavzrIkREwBCxFi4mro,Bitting Electric Inc,4.8,17,Electrician,"1000 Northgate Ct, Morrisville, NC 27560, United States","V53W+27 Morrisville, North Carolina, USA",http://www.bittingelectric.com/,+1 919-467-9417,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMAqsr8MCxxTf1nxVfo3QkHLgf6W7Lj4vEq2vrI=w408-h289-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:48.290Z,,,
https://www.google.com/maps/place/State+Electric+Supply+Co/data=!4m7!3m6!1s0x89ace4fbc84ce02d:0x4e999d12d34f33ef!8m2!3d35.9690078!4d-78.8755063!16s%2Fg%2F1vxzbhg4!19sChIJLeBMyPvkrIkR7zNP0xKdmU4,State Electric Supply Co,4.3,15,Electrical supply store,"1111 Person St, Durham, NC 27703, United States","X49F+JQ Durham, North Carolina, USA",http://www.stateelectric.com/,+1 919-596-1396,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPMTItfI7R1C5GLfox2g0XaIKYiI6xTqloKRdG8=w408-h336-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:53.058Z,,,· In-store shopping · In-store pick-up · Delivery
https://www.google.com/maps/place/Sport+Durst+Powersports/data=!4m7!3m6!1s0x89ace653223a7d45:0x112c2b62497a74a7!8m2!3d35.9708056!4d-78.9478275!16s%2Fg%2F11bzvt7r89!19sChIJRX06IlPmrIkRp3R6SWIrLBE,Sport Durst Powersports,4.5,448,Powersports vehicle dealer,"3601 Durham-Chapel Hill Blvd, Durham, NC 27707, United States","X3C2+8V Durham, North Carolina, USA",https://www.sportdurstpowersports.com/?utm_source=GoogleBusinessProfile&utm_medium=organic,+1 833-617-8166,Closed · Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPtX0xDfmQgjpgRqYFNAKGZpBMWlZCH22Urd4sh_o1B4FlHpkzlhffldYq6SQ9gNqGiLv0eFR8C8cHQqTeYOBDiWlVNGuUE7CIraErGN1oDEBaRgvVuBJsv6VvdW2WtJ8my1-_=w408-h306-k-no,true,9 am–4 pm,Closed,10 am–5 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:28:58.048Z,,,· In-store shopping · In-store pick-up
https://www.google.com/maps/place/Generator+Service+Pros+Inc./data=!4m7!3m6!1s0x89ac6910c55bceb7:0x32c78c50c0e4c678!8m2!3d35.1705075!4d-79.86097!16s%2Fg%2F11k9rl6hg3!19sChIJt85bxRBprIkReMbkwFCMxzI,Generator Service Pros Inc.,4.8,50,Electrician,,,http://generatorservicepros.net/,+1 919-820-5254,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP-uqA79pWbUovDfabJuWim8dNiFQBMRqGZIjgZ=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:29:03.105Z,,,
https://www.google.com/maps/place/Bull+City+Electric+LLC/data=!4m7!3m6!1s0x89ace3d4b5df22ff:0x9664cec9a86c27dd!8m2!3d36.0812566!4d-78.9117823!16s%2Fg%2F11f7kjw8sk!19sChIJ_yLftdTjrIkR3SdsqMnOZJY,Bull City Electric LLC,5.0,2,Electrical installation service,"5357 N Roxboro St, Durham, NC 27712, United States","33JQ+G7 Durham, North Carolina, USA",,+1 919-824-5516,Closes soon · 5 pm · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMLDVwt5EQgftHkYVMi5404v2Xm27Ul-G_Rg3ti=w408-h544-k-no,true,9 am–5 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:29:08.105Z,,,
https://www.google.com/maps/place/Michael+%26+Son+Heating+%26+Air/data=!4m7!3m6!1s0x89ace47b00000001:0xa0eb4a30cc7cbc82!8m2!3d35.9981205!4d-78.8920444!16s%2Fg%2F1hc5r0ggg!19sChIJAQAAAHvkrIkRgrx8zDBK66A,Michael & Son Heating & Air,3.1,12,Air conditioning contractor,"Durham, NC 27701, United States",,,+1 919-246-4540,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eT8dc2yqx7935J_GIcwVPQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.47385&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:29:11.127Z,,,
https://www.google.com/maps/place/Bullins/data=!4m7!3m6!1s0x89ace363fac75e2d:0x2d56c762104ff6ba!8m2!3d36.0084908!4d-78.8677761!16s%2Fg%2F1vnrlwxv!19sChIJLV7H-mPjrIkRuvZPEGLHVi0,Bullins,4.3,23,Diesel engine repair service,"917 N Hardee St, Durham, NC 27703, United States","245J+9V Durham, North Carolina, USA",,+1 919-683-8360,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN2KtOynOByuIM6vukQCc8-CHg7O9n3gWHYp__E=w408-h408-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2026-01-10T21:29:16.002Z,,,
