placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,monday,tuesday,wednesday,thursday,friday,saturday,sunday,attributes,isBlackOwned,error
"https://www.google.com/maps/place/Mindful+Living+Solutions+-+Dr.+Francesca+Rudin,+MD+%26+Dr.+Andrew+Rudin,+DO/@26.3324209,-81.79591,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25a22bb84ecc7:0x8477141f630b7858!8m2!3d26.3324209!4d-81.79591!16s%2Fg%2F12618nv4d","Mindful Living Solutions - Dr. Francesca Rudin, MD & Dr. Andrew Rudin, DO",4.6,13,Internist,"9410 Fountain Medical Ct, Bonita Springs, FL 34135, United States","86J3+XJ Bonita Springs, Florida, USA",https://mlsswf.com/,+1 239-317-2398,Open · Closes 5 pm,,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:30:51.839Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Chiropractor%2F+Physical+Therapy-North+Fort+Myers:Amy+Kerr+DC/data=!4m7!3m6!1s0x88db421f4b0ba5f7:0x67c0d618c8628c10!8m2!3d26.6648711!4d-81.8870482!16s%2Fg%2F1th1vw4j!19sChIJ96ULSx9C24gREIxiyBjWwGc,Chiropractor/ Physical Therapy-North Fort Myers:Amy Kerr DC,5.0,1,Chiropractor,"13720 N Cleveland Ave # B, North Fort Myers, FL 33903, United States","M477+W5 North Fort Myers, Florida, USA",http://www.gracemedicalchiro.com/,+1 239-997-8100,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5eTp_j4RCJm3Ozky0mviEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=246.50359&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:30:57.244Z,Identifies as women-owned,8:30 am–6 pm,8:30 am–3 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–3 pm,Closed,Closed,,,
https://www.google.com/maps/place/Neuro+Integration+Services/data=!4m7!3m6!1s0x88db416947f11495:0x6211caa88dd5bdfe!8m2!3d26.608967!4d-81.8628378!16s%2Fg%2F11w3l6dz1z!19sChIJlRTxR2lB24gR_r3VjajKEWI,Neuro Integration Services,5.0,1,Wellness center,"3677 Central Ave E, Fort Myers, FL 33901, United States","J45P+HV Fort Myers, Florida, USA",https://neurointegrationservices.com/,+1 817-975-0707,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wDsCJBM_4ejn9MS3prkWYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=125.63377&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:00.220Z,,,,,,,,,,,
https://www.google.com/maps/place/Hourglass+Restorative+Medicine+%26+Aesthetics/data=!4m7!3m6!1s0x88db41f2358ffbf5:0xf7bd1e5c55a098e7!8m2!3d26.6082455!4d-81.940592!16s%2Fg%2F11vjkp0697!19sChIJ9fuPNfJB24gR55igVVwevfc,Hourglass Restorative Medicine & Aesthetics,5.0,8,Medical spa,"2323 Del Prado Blvd S # 7, Cape Coral, FL 33990, United States","J355+7Q Cape Coral, Florida, USA",https://thehourglassmedspa.com/,+1 239-471-7778,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoLiHcqS33KEIjiFIKGgtvHZ5ST3-9mw05moRtdQXi8EJY87aD7pJlhz3OUeLgsX0Ku74d1CYWU1hJZQoNDFbT_q7FmkutDhp0pgeGfLukDdWDbrqLMgw3ikFrlA7J8SKLwXliF=w408-h306-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:05.331Z,Identifies as veteran-owned,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,,,
https://www.google.com/maps/place/D%27Agostino+Family+Chiropractic/data=!4m7!3m6!1s0x88db41254af8873f:0x7a4e9dafc6ea8d44!8m2!3d26.6272828!4d-81.9413357!16s%2Fg%2F1ttphpw1!19sChIJP4f4SiVB24gRRI3qxq-dTno,D'Agostino Family Chiropractic,5.0,32,Chiropractor,"1338 Del Prado Blvd S #8, Cape Coral, FL 33990, United States","J3G5+WF Cape Coral, Florida, USA",http://drtonycapecoral.com/,+1 239-573-8918,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MQbsKoBn8GPoqk0aDnY4iw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=312.8408&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:10.336Z,,9 am–6 pm,9 am–12 pm,"9 am–12 pm, 3–7 pm",9 am–3 pm,9 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/MILA%E2%80%A2SPA/data=!4m7!3m6!1s0x88db41cb3749fc89:0xbc621065cc684376!8m2!3d26.6408246!4d-81.8748272!16s%2Fg%2F11cmzr020k!19sChIJifxJN8tB24gRdkNozGUQYrw,MILA•SPA,4.8,423,Spa,"2039 W First St, Fort Myers, FL 33901, United States","J4RG+83 Fort Myers, Florida, USA",https://milaspaftmyers.com/,+1 239-333-5924,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerI7GZmozWVl5D-rqwFj4rtT6llm7FlgRX-o_d3dVCAXdr3vhKF4We7o4AipKEUUtSxSpc22IwWZ_7DG128Hz8uoKYeLSKZLGKlq9_cyDW8OsTTpvrWqo5ikUV5EIRnQyGAsfGe6A=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:15.303Z,LGBTQ+ friendly,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/Caloosa+Chiropractic+Center/data=!4m7!3m6!1s0x88db4138440d9473:0xf2a02191dc70f7a!8m2!3d26.6366949!4d-81.9412274!16s%2Fg%2F1tfgkmk3!19sChIJc5QNRDhB24gReg_HHRkCKg8,Caloosa Chiropractic Center,4.2,18,Chiropractor,"822 Del Prado Blvd S, Cape Coral, FL 33990, United States","J3P5+MG Cape Coral, Florida, USA",https://www.jeffrosnerchiro.com/,+1 239-772-4878,Opens soon · 2 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHPGFQH_4dUOgeG7DOQ1ZyOqB-Rj7NE6X2pMvTUz9BTJjDZpUJZsN2A30zGUMGLxI0YC6Xfv8e_Oh5vFapbnGIYNXJ_ODidGg73y3rET6c7NRsyVasALRKHK9XOxYC1Nwc42OoeA=w408-h305-k-no,false,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:20.343Z,,"9 am–12 pm, 2–6 pm",9 am–1 pm,"9 am–12 pm, 2–6 pm",9 am–1 pm,"9 am–12 pm, 2–6 pm",Closed,Closed,,,
https://www.google.com/maps/place/Performance+Hypnocoach+Amy+Emme/data=!4m7!3m6!1s0x88db412308bc4e49:0xd66ee6da32869d1e!8m2!3d26.6262482!4d-81.9421439!16s%2Fg%2F11fjsvv01n!19sChIJSU68CCNB24gRHp2GMtrmbtY,Performance Hypnocoach Amy Emme,5.0,1,Hypnotherapy service,"1404 Del Prado Blvd S Unit 100, Cape Coral, FL 33990, United States","J3G5+F4 Cape Coral, Florida, USA",,+1 239-292-5884,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ggXQ87sKotbK44r86YXvDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.10538&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:25.244Z,LGBTQ+ friendly,9:30 am–5:30 pm,Closed,10 am–6 pm,10 am–6 pm,9 am–5 pm,9 am–3 pm,Closed,,,
https://www.google.com/maps/place/The+Joint+Chiropractic/data=!4m7!3m6!1s0x88db6b2dc674d225:0xa1aab25bb34e6a59!8m2!3d26.6041809!4d-81.81018!16s%2Fg%2F11h7zfpy4j!19sChIJJdJ0xi1r24gRWWpOs1uyqqE,The Joint Chiropractic,4.7,690,Chiropractor,"7977 Dani Dr #120, Fort Myers, FL 33966, United States","J53Q+MW Fort Myers, Florida, USA",https://www.thejoint.com/florida/fort-myers/fort-myers-27069,+1 239-932-3716,"Open · Closes 7 pm

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMa42yEm97KFMqtV8GlQNBIFr_6uanzXvcOg1LwcYzDLukyv5v56ieKipkGpjxncm2tu-uiiY9NlkIhO6695tl9QZOso9U75UUES_m_Hg6s1GZBkckVKGrhtPuex0dPWcj41w4labLZ7j0=w408-h438-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:30.137Z,,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–5 pm,11 am–5 pm,,,
https://www.google.com/maps/place/Christine+Schierozek/data=!4m7!3m6!1s0x88db4034344c0001:0xdbcb0637e0ee1c41!8m2!3d26.6077098!4d-81.8850332!16s%2Fg%2F11rkj968kz!19sChIJAQBMNDRA24gRQRzu4DcGy9s,Christine Schierozek,5.0,1,Acupuncturist,"1421 Jefferson Ave, Fort Myers, FL 339018438, United States","J457+3X Fort Myers, Florida, USA",,+1 239-600-0039,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cTrEo6raHMuyBIN-H00r9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.93887&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:32.721Z,,,,,,,,,,,
https://www.google.com/maps/place/Means+Mark+C+DC/data=!4m7!3m6!1s0x88db4218919de551:0x63a80e8b792d0a9a!8m2!3d26.6678979!4d-81.8862472!16s%2Fg%2F1tj92byr!19sChIJUeWdkRhC24gRmgoteYsOqGM,Means Mark C DC,5.0,2,Chiropractor,"150 Pondella Rd, North Fort Myers, FL 33903, United States","M497+5G North Fort Myers, Florida, USA",http://www.meansfamilychiropracticclinic.com/index.php?p=383705,+1 239-997-5007,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cdUdj0sqY6xycKtZt8FEnw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.06317&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:35.519Z,,,,,,,,,,,
https://www.google.com/maps/place/Island+Wellness+Clinic/data=!4m7!3m6!1s0x88db6bf49399da67:0x98a3028dba79a36d!8m2!3d27.161731!4d-81.366783!16s%2Fg%2F11vrgc8vbv!19sChIJZ9qZk_Rr24gRbaN5uo0Co5g,Island Wellness Clinic,5.0,9,Health consultant,,,https://iwc-med.com/,+1 239-342-8854,Closed · Opens 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo0lq4xG4hescnhBHxTAqAceaJR471j-2gUaVJ27w5T5cGTI8I5wlQ-WGcybZWHlwyx-UhzPNe_nyUcVrorCOkbFBEjnnPjqNA5sRMcagccDaSCoSqpOqsi4GIMISHyGuH5KMagPQvM2KeL=w408-h342-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:40.165Z,Identifies as women-owned,"10 am–1 pm, 5–7 pm",6–8 pm,6–8 pm,6–8 pm,6–8 pm,9 am–2 pm,Closed,,true,
https://www.google.com/maps/place/Curaleaf+Dispensary+Fort+Myers/data=!4m7!3m6!1s0x88db6a9cf02c4e8b:0xa847d317997ea0fe!8m2!3d26.5979313!4d-81.8638685!16s%2Fg%2F11f579d21y!19sChIJi04s8Jxq24gR_qB-mRfTR6g,Curaleaf Dispensary Fort Myers,4.6,1189,Cannabis store,"4480 Fowler St, Fort Myers, FL 33901, United States","H4XP+5F Fort Myers, Florida, USA",https://curaleaf.com/dispensary/florida/curaleaf-dispensary-fort-myers?utm_source=google&utm_medium=gmb&utm_campaign=gmb-menu,+1 239-244-9629,Open · Closes 8:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqE_CZjf3KDCsdF8Dx4y8Gs7Pqi_Vfb7bXN9rU45a0rvVKZ5fQEQ3ffmpMpxLpwANKusfvyVdG2ykz2QewSMn396YXP5731t_GQR-611fEZWewPphVI-os8npiPjX_INj_VOtc-gAdngY4=w408-h307-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:45.239Z,,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,10 am–7 pm,· In-store shopping · Kerbside pickup · Delivery,,
"https://www.google.com/maps/place/Heather+Auld,+MD/data=!4m7!3m6!1s0x88db4161fb5ff43d:0xf54e5f473c58d836!8m2!3d26.6366567!4d-81.9465528!16s%2Fg%2F11y1443qwk!19sChIJPfRf-2FB24gRNthYPEdfTvU","Heather Auld, MD",5.0,21,Gynecologist,"1265 Viscaya Pkwy, Cape Coral, FL 33990, United States","J3P3+M9 Cape Coral, Florida, USA",https://www.pwcswfl.com/,+1 239-574-2229,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6J6sTj866bKWQhyePUUQ0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.425126&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:49.936Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/CANDYJOCARES/data=!4m7!3m6!1s0x2af23de65612da4b:0x7365949a313bc23b!8m2!3d26.6476255!4d-81.9959416!16s%2Fg%2F11y2hv3ftv!19sChIJS9oSVuY98ioRO8I7MZqUZXM,CANDYJOCARES,5.0,4,Holistic medicine practitioner,,,https://www.tranont.com/Candyshively,+1 239-699-3846,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepYHXvl0_s6lG6HlKQupBGP91U9ONi9Z95LkX4ecmVagTjoDAlYjA4RdXSMRe8_4abSxsKQCpYT-2Qa9Qkcg0t_X2VUz6cvfw1WHhgdoGX8pZTZ3NXEz_qpfgT6l2sOuZYQazGX=w408-h408-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:54.644Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Lee+Health+Endocrinology+-+The+Sanctuary/data=!4m7!3m6!1s0x88db6b686bad5a17:0xc8d4e700be32b599!8m2!3d26.6140378!4d-81.8054411!16s%2Fg%2F11jg3ysxtr!19sChIJF1qta2hr24gRmbUyvgDn1Mg,Lee Health Endocrinology - The Sanctuary,2.5,15,Endocrinologist,"8960 Colonial Center Dr #202, Fort Myers, FL 33905, United States","J57V+JR Fort Myers, Florida, USA",https://www.leehealth.org/our-services/endocrinology?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 239-343-9646,"Open · Closes 4:30 pm

Updated by others 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMFqBk_pEqrG260cGghsr2KswE9Mo7iQF-bFc9-OSUN6nWfPtgeGLdmOkpibT_BdYI4ktZe-ZabiC2WoK3HeFL-Oe0gEi0inO29LJoEfhirsMNGy2MvQ-Uhdui7_05F-1Vj-zGPA=w426-h240-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:31:59.553Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,,,
"https://www.google.com/maps/place/David+N.+Steiner,+DC/data=!4m7!3m6!1s0x88db4186e14e50f7:0x547a9203753bb900!8m2!3d26.6054576!4d-81.868763!16s%2Fg%2F11h4b8rk3y!19sChIJ91BO4YZB24gRALk7dQOSelQ","David N. Steiner, DC",,,Chiropractor,"3900 Broadway d12, Fort Myers, FL 33901, United States","J44J+5F Fort Myers, Florida, USA",,+1 239-931-3299,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=71owofZVa_sLa-8Tm7tPwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.37782&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:32:04.145Z,LGBTQ+ friendly,11 am–6 pm,Closed,11 am–6 pm,Closed,11 am–6 pm,Closed,Closed,,,
https://www.google.com/maps/place/Best+Care+Joint+Center/data=!4m7!3m6!1s0x88db6b00c069dc3d:0x8f387248e651f8fc!8m2!3d26.6133268!4d-81.8612256!16s%2Fg%2F11s8htps6h!19sChIJPdxpwABr24gR_PhR5khyOI8,Best Care Joint Center,5.0,7,Chiropractor,"3509 Fowler St, Fort Myers, FL 33901, United States","J47Q+8G Fort Myers, Florida, USA",,+1 239-789-1089,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzl40XppTKXqpWc54f3BNLDSDvzqINlbqAE9rsbDDbx7fm_Z0o1HEOvCUcXRboBS8kmFSZKcDng6OFKeA-L20TXmsboQkN7yPH2-GXEnnJ4GM0SEvlEH-T09aYqRYl6Ocbcm4=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:32:09.113Z,,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–7 pm,Closed,Closed,,,
https://www.google.com/maps/place/Axis+Natural+Medicine/data=!4m7!3m6!1s0x88db3ff6a458fdd5:0x6917a509204fe914!8m2!3d26.5604018!4d-81.8820429!16s%2Fg%2F1tdb0hlc!19sChIJ1f1YpPY_24gRFOlPIAmlF2k,Axis Natural Medicine,4.8,32,Acupuncturist,"7680 Cambridge Manor Pl #100, Fort Myers, FL 33907, United States","H469+55 Fort Myers, Florida, USA",http://www.axisnaturalmedicine.com/,+1 239-288-0900,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqUWlzNNimBgH9HEn_UHjxugcFLKx2qeSnq2v7HrMAnZ_YLKqmx3TCHc_goSWmKTawzSCtcRqZkUP84joZGPZ5OaMdRcuo2kaL-GobJCX8d8UIX92kpnWHFFJ2fl5rI2pRlKXmVog=w408-h306-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:32:13.887Z,,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,10 am–4:30 pm,Closed,Closed,,,
https://www.google.com/maps/place/Sunnyside+Medical+Cannabis+Dispensary+-+Cape+Coral/data=!4m7!3m6!1s0x88db41fd8f6e4abb:0x9f368a23605e2446!8m2!3d26.6176879!4d-81.9405599!16s%2Fg%2F11t6_gvg7k!19sChIJu0puj_1B24gRRiReYCOKNp8,Sunnyside Medical Cannabis Dispensary - Cape Coral,4.9,1153,Cannabis store,"1897 Del Prado Blvd S, Cape Coral, FL 33990, United States","J395+3Q Cape Coral, Florida, USA",https://www.sunnyside.shop/menu/cape-coral-fl/store/cape-coral-fl?utm_source=gmb&utm_medium=referral&utm_content=place_an_order_cape_coral,+1 239-323-0703,"Open · Closes 8:30 pm

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqfzdKDClDVz-F2Z1yQZOiOeoQZ_r3iPw2RTzxXCGKRuJZX-MmK-bGxH7pU-0npeJw_ImCw93_WHL_yeFAVWV2FeiWwJpMcedzCRRwuvM1SsFi_YvX--1Dd6eb7gzm6wcPCmSM=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:32:18.754Z,LGBTQ+ friendly,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–8:30 pm,9 am–6 pm,· In-store shopping · In-store pick-up,,
https://www.google.com/maps/place/Best+Care+Family+and+Wellness+Centers+-+Fort+Myers/data=!4m7!3m6!1s0x88db41fa174ff055:0x8ccd680ae177003c!8m2!3d26.6214755!4d-81.8714622!16s%2Fg%2F11k6bj66t4!19sChIJVfBPF_pB24gRPAB34QpozYw,Best Care Family and Wellness Centers - Fort Myers,4.6,68,Doctor,"3049 Cleveland Ave #110, Fort Myers, FL 33901, United States","J4CH+HC Fort Myers, Florida, USA",https://www.bestcarefamily.com/,+1 239-332-0407,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqjcyFOcj68dCfsvH-JyWMhDwLs_sKjNjwU_6_n19VPX_czcK8jyQaiF10eKMP0A0oDr5njsKR_p0Ge2SBp0LkUl1jkl3Ene0r6X0b8t3xwmeLPUeoPHQWdg2MAqyQ0N8X6-vaHIQ=w408-h272-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Cape+Coral+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:32:23.649Z,LGBTQ+ friendly,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,,,
"https://www.google.com/maps/place/Asteria+Wellness+LLC+%7C+IV+Hydration+Therapy,+Aesthetics+%26+Functional+Medicine/data=!4m7!3m6!1s0x6b658c97107af395:0x4b9edf56b1cf6dfb!8m2!3d26.486617!4d-81.7867336!16s%2Fg%2F11wxwjw362!19sChIJlfN6EJeMZWsR-23PsVbfnks","Asteria Wellness LLC | IV Hydration Therapy, Aesthetics & Functional Medicine",5.0,47,Wellness center,"Sola Salon Suites #25, 9924 Gulf Coast Main St, Fort Myers, FL 33913, United States","F6P7+J8 Fort Myers, Florida, USA",https://www.asteria-wellness.com/,+1 754-354-4145,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5CdOpTTVPLwzKhjuGryFhsIAxEIh6zGhAgIliCcHxL5Y1rinalFrGronbtCV78-O1tLMhpsU9hT371POME4VUBZt3tHcwOIgBx-l9qzN5AC1Ir5tGfZlss2usfsu_dWHXMSMWAYfO_Vij=w408-h271-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Lehigh+Acres+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:32:42.810Z,LGBTQ+ friendly,,,,,,,,,,
https://www.google.com/maps/place/Thrive+IV+Infusions/data=!4m7!3m6!1s0x8628eadb26430021:0xbd6c46b7b15a6cb7!8m2!3d26.6260018!4d-81.7364381!16s%2Fg%2F11v59_z3gq!19sChIJIQBDJtvqKIYRt2xasbdGbL0,Thrive IV Infusions,5.0,15,Medical spa,"5208 Bygone St, Lehigh Acres, FL 33971, United States","J7G7+CC Lehigh Acres, Florida, USA",https://thrive-ivinfusions.com/,+1 239-318-0043,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c8zis8LN1x2Z6ct4gh8tFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.47543&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Lehigh+Acres+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:32:47.500Z,LGBTQ+ friendly,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,,,
https://www.google.com/maps/place/JD+Holistic+Essential+Health+Wellness/data=!4m7!3m6!1s0x88db6c6f9effffff:0x650b21ffa7057691!8m2!3d26.6183885!4d-81.7652008!16s%2Fg%2F11f63y5y90!19sChIJ____nm9s24gRkXYFp_8hC2U,JD Holistic Essential Health Wellness,,,Holistic medicine practitioner,"5781 Lee Blvd, Lehigh Acres, FL 33971, United States",,,+1 239-822-1770,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UuB_XGHgZTEILtZnxutysw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.71245&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Lehigh+Acres+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:32:50.047Z,,,,,,,,,,,
https://www.google.com/maps/place/Wholeness+Life+LLC/data=!4m7!3m6!1s0xcac88065be67423:0xcbaa136a1e48f3c8!8m2!3d26.616329!4d-81.6899102!16s%2Fg%2F11k4nqpygk!19sChIJI3TmWwaIrAwRyPNIHmoTqss,Wholeness Life LLC,5.0,2,Wellness center,"3507 Lee Blvd #241, Lehigh Acres, FL 33971, United States","J886+G2 Lehigh Acres, Florida, USA",http://www.wholenesslifellc.com/,+1 239-219-9458,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqngzS23IwKiqy1Q6Q9h0qKP3eaI9Pdp4fNDzM4QvevXqh8EP4Ii2xn3xfpSOpl2tsT1TYuic7lHjPhr6jOyuUPXnMrV13gBOVD_k3hB62PyG5jm6QOJVg9IMMpXfJ5FwIb0hKHCSYD7MlL=w408-h289-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Lehigh+Acres+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:32:54.829Z,Identifies as women-owned,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–2 pm,Closed,Closed,,true,
https://www.google.com/maps/place/Hope+Healing+Happy+Clinic+LLC/data=!4m7!3m6!1s0x88db3fe97d4522cf:0x1a77fcdd96794ccd!8m2!3d26.5502078!4d-81.8211305!16s%2Fg%2F11sv7y2lfq!19sChIJzyJFfek_24gRzUx5lt38dxo,Hope Healing Happy Clinic LLC,5.0,1,Alternative medicine practitioner,"13420 Parker Commons Blvd Room 106-C, Fort Myers, FL 33912, United States","H52H+3G Fort Myers, Florida, USA",https://hopehealinghappy.wordpress.com/,+1 941-841-9903,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer6H12ulRWWGJFDh_s3UzX0bbdUUNVQs8bxUi_GDvmHgsfwpmP0lk9C04P8EmTsIpsMQfj0Dm3OTd4hjfZHaOYCHksN_5OyVjIlq3UjLsA9SGKEdYU-jN4Kc6TV_FyqRd4NZvxI=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Lehigh+Acres+Fort+Myers+FL/@26.6409247,-81.8605575,14z",2026-02-23T18:32:57.303Z,Identifies as women-owned,,,,,,,,,,
