placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error,attributes
https://www.google.com/maps/place/Neurological+Associates/data=!4m7!3m6!1s0x89e6de904010a499:0x2193e7e28729f9bc!8m2!3d42.2008398!4d-72.6276549!16s%2Fg%2F1tdyxd04!19sChIJmaQQQJDe5okRvPkph-LnkyE,Neurological Associates,3.9,7,Medical clinic,"15 Hospital Dr Suite 401, Holyoke, MA 01040, United States","692C+8W Holyoke, Massachusetts, USA",,+1 413-534-5135,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c_ZeWdaTW3r30n_F0HDm8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.9327&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:03:55.325Z,,,
https://www.google.com/maps/place/Neurology+Associates-Western+MA:+Hazratji+Mohammad+A+MD/data=!4m7!3m6!1s0x89e6de904010a499:0x44c5bdc4f532f7!8m2!3d42.2008398!4d-72.6276549!16s%2Fg%2F1tycxp8d!19sChIJmaQQQJDe5okR9zL1xL3FRAA,Neurology Associates-Western MA: Hazratji Mohammad A MD,3.7,28,Neurologist,"15 Hospital Dr Suite 401, Holyoke, MA 01040, United States","692C+8W Holyoke, Massachusetts, USA",https://www.facebook.com/DrMAliHazratji/,+1 413-534-5135,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFKzvZovzY17nJ-oJ-_2H4g3c12rS3h2PjoSbvWZ4DWm38MAas-7LXq88ChElruS15QHYzM7lpnpRSsjuIU9Ye0qK5UNRwVUKaaGGlkzBOX3q0O3F2qpmZEB0gU5I5ysIgYLUe=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:03:58.306Z,,,
https://www.google.com/maps/place/Autism+Learning+Partners+Holyoke/data=!4m7!3m6!1s0x89e6df39b634030f:0x8cf5d6f57436b6d4!8m2!3d42.1903961!4d-72.6398042!16s%2Fg%2F11f5vf91k0!19sChIJDwM0tjnf5okR1LY2dPXW9Yw,Autism Learning Partners Holyoke,2.3,3,Child health care center,"262-264 Westfield Rd, Holyoke, MA 01040, United States","59R6+53 Holyoke, Massachusetts, USA",https://autismlearningpartners.com/locations/massachusetts/hampden-county/holyoke/?utm_source=gmb&utm_medium=local_listings&utm_campaign=GMB_HOLN,+1 413-966-0543,"Closed · Opens 8 am Tue

Updated by this business 1 week ago",,https://lh3.googleusercontent.com/p/AF1QipNvulhaP4N8jRB3Gc_Imv7SwlnTyKmFG5y8Dblx=w408-h391-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:03.113Z,,,
https://www.google.com/maps/place/Trinity+Health+Of+New+England+Behavioral+Health+and+Sleep+Sevices/data=!4m7!3m6!1s0x89e6ddf69d850f23:0x22b5385eaa7bb6b0!8m2!3d42.1726308!4d-72.5880646!16s%2Fg%2F11gvmn5jc_!19sChIJIw-Fnfbd5okRsLZ7ql44tSI,Trinity Health Of New England Behavioral Health and Sleep Sevices,3.0,5,Psychiatrist,"1109 Granby Rd, Chicopee, MA 01020, United States","5CF6+3Q Chicopee, Massachusetts, USA",,+1 413-523-0900,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyBdHRKasGIbiDwWZtbR-_ZdcITra3r48_4VaWxOk2AMkOMIcUz4tm4yHpvkcptmO5LrBUjFYCZ5WhjDh5y7J2_vO47DFXR6QiM9ByeRp2XMWXrirWkHOCVoxdqASFf4_P04K9ZLA=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:06.038Z,,,
https://www.google.com/maps/place/Baystate+Behavioral+Health+-+MCPAP+Program/data=!4m7!3m6!1s0x89e6df8d27fe6b87:0xe4c14367049c5ac7!8m2!3d42.1733673!4d-72.6467569!16s%2Fg%2F11tjy1rrl6!19sChIJh2v-J43f5okRx1qcBGdDweQ,Baystate Behavioral Health - MCPAP Program,,,Hospital,"150 Lower Westfield Rd, Holyoke, MA 01040, United States","59F3+87 Holyoke, Massachusetts, USA",,,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPIvR3HrEC9sLpHq3N_Co_tEJaemi11OLuiN8FP=w426-h240-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:10.808Z,,,
https://www.google.com/maps/place/Holyoke+Hospital+Physicians+Referral/data=!4m7!3m6!1s0x89e6de907cd909d1:0x333354ad82c213b3!8m2!3d42.2003761!4d-72.6275517!16s%2Fg%2F1263gvyh3!19sChIJ0QnZfJDe5okRsxPCgq1UMzM,Holyoke Hospital Physicians Referral,5.0,1,Doctor,"575 Beech St, Holyoke, MA 01040, United States","692C+5X Holyoke, Massachusetts, USA",https://www.holyokehealth.com/services-specialities/primary-care/holyoke-medical-pcp-contacts/,+1 413-534-2789,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nESccZ5reaZDDqiDPcwRRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.28671&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:13.710Z,,,
"https://www.google.com/maps/place/Althea+Zesk,+LICSW/@42.1719341,-72.5845797,17z/data=!3m1!4b1!4m6!3m5!1s0x89e6dd58d76f25f7:0x9b5d135d765d64cf!8m2!3d42.1719341!4d-72.5845797!16s%2Fg%2F11rggmwr3h","Althea Zesk, LICSW",5.0,1,Mental health service,"444 Montgomery St, Chicopee, MA 01020, United States","5CC8+Q5 Chicopee, Massachusetts, USA",https://www.trinityhealthofne.org/location/thone-medical-group-behavioral-health-department,+1 413-594-3111,Closed · Opens 8:30 am Tue,,,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:20.523Z,,,
"https://www.google.com/maps/place/Veeraraghavan+J.+Iyer,+MD/data=!4m7!3m6!1s0x89e6e754fa7107d7:0x7b31bc666f1e31bd!8m2!3d42.1733673!4d-72.6467569!16s%2Fg%2F11rsv2gtlf!19sChIJ1wdx-lTn5okRvTEeb2a8MXs","Veeraraghavan J. Iyer, MD",,,Psychiatrist,"150 Lower Westfield Rd, Holyoke, MA 01040, United States","59F3+87 Holyoke, Massachusetts, USA",https://providers.baystatehealth.org/provider/Veeraraghavan+J.+Iyer/1589350,+1 413-794-5555,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPKTlKDsgOB0EHxXtm6hNIZBk2xyUzaZIdOhIsB=w426-h240-k-no,true,9 am–2 pm,9 am–2 pm,9 am–2 pm,9 am–2 pm,9 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:25.522Z,,,
https://www.google.com/maps/place/Lumina+Mental+Wellness+inc/data=!4m7!3m6!1s0xa9b75e3ae1d1e7cb:0xc7c89e2278fffb5d!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11xmgl1wmq!19sChIJy-fR4Tpet6kRXfv_eCKeyMc,Lumina Mental Wellness inc,,,Psychiatrist,,,https://luminamentalwellness.com/,+1 844-586-4621,,,https://lh3.googleusercontent.com/p/AF1QipMZ49hS4cJNQo_Jo9H0sWCy_hn2_Tlu7dYGao76=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:30.252Z,,,
https://www.google.com/maps/place/Holyoke+Medical+Center:+Emergency+Room/data=!4m7!3m6!1s0x89e6de907ce2e231:0x90545fcf9712246a!8m2!3d42.2006698!4d-72.6284673!16s%2Fg%2F11g1mj4vxd!19sChIJMeLifJDe5okRaiQSl89fVJA,Holyoke Medical Center: Emergency Room,2.5,84,Emergency room,"575 Beech St, Holyoke, MA 01040, United States","692C+7J Holyoke, Massachusetts, USA",http://www.holyokehealth.com/,+1 413-534-2500,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPIXJxpVS2ExJx-XuamjYHXYRjOvsSuOgOVOdtS=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:35.321Z,,,
"https://www.google.com/maps/place/Heyda+M.+Martinez,+EDD/data=!4m7!3m6!1s0x89e6de9ee42bf29d:0xb1b31329125f4e63!8m2!3d42.2036355!4d-72.6192588!16s%2Fg%2F1tdm9b_q!19sChIJnfIr5J7e5okRY05fEikTs7E","Heyda M. Martinez, EDD",,,Psychologist,"319 Beech St, Holyoke, MA 01040, United States","693J+F7 Holyoke, Massachusetts, USA",http://rvcc-inc.org/,+1 413-540-1100,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gXDY0bMdikEKAmwEaGeYEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.2542&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:37.978Z,,,
"https://www.google.com/maps/place/Karen+G.+Tierney,+EDD/data=!4m7!3m6!1s0x89e6dea5c83090a1:0x66490c98ce319cd7!8m2!3d42.2146167!4d-72.6223409!16s%2Fg%2F1tgl_02f!19sChIJoZAwyKXe5okR15wxzpgMSWY","Karen G. Tierney, EDD",,,Child psychologist,"Holyoke, MA 01040, United States","697H+R3 Holyoke, Massachusetts, USA",,+1 413-533-8938,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ajAD8WhXduNjT4nmVXrL1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.78947&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:40.769Z,,,
"https://www.google.com/maps/place/Dr+Kenzie+Rhodes,+QHHT+hypnotherapist/@42.2075628,-72.6211499,17z/data=!3m1!4b1!4m6!3m5!1s0x89e6df00253efaab:0x7cb7cbdb738620!8m2!3d42.2075628!4d-72.6211499!16s%2Fg%2F11yn_k0_vh","Dr Kenzie Rhodes, QHHT hypnotherapist",,,Mental health service,"21 Wilbraham St #216, Palmer, MA 01040, United States","695H+2G Holyoke, Massachusetts, USA",,+1 413-668-5029,,,,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:45.889Z,,,
https://www.google.com/maps/place/Bardawil+Angela+M/data=!4m7!3m6!1s0x89e6de9f78ca936f:0x47ef37abdf393246!8m2!3d42.206131!4d-72.6177505!16s%2Fg%2F1tf76jwz!19sChIJb5PKeJ_e5okRRjI536s370c,Bardawil Angela M,,,Doctor,"242 Oak St, Holyoke, MA 01040, United States","694J+FV Holyoke, Massachusetts, USA",,+1 413-533-3840,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pH7WFGSNsjjeQAdAxFq3xA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.37214&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:48.771Z,,,
"https://www.google.com/maps/place/Susan+Reuben,+MD/@42.1718519,-72.5852702,17z/data=!3m1!4b1!4m6!3m5!1s0x89e6ddb9e56c519f:0x96975940a67678c8!8m2!3d42.1718519!4d-72.5852702!16s%2Fg%2F1tvgwc8v","Susan Reuben, MD",3.0,6,Psychiatrist,"444 Montgomery St, Chicopee, MA 01020, United States","5CC7+PV Chicopee, Massachusetts, USA",https://www.trinityhealthofne.org/provider/susan-romm-reuben-md-psychiatry,+1 413-523-0900,Closed · Opens 8:30 am Tue,,,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:04:55.813Z,,,
"https://www.google.com/maps/place/Joella+Raiche+Counseling+Services,+Inc/data=!4m7!3m6!1s0x89e6e5f276584b33:0xe367e6d9cb32d1c0!8m2!3d42.2114609!4d-72.5711888!16s%2Fg%2F11qgb7p7qc!19sChIJM0tYdvLl5okRwNEyy9nmZ-M","Joella Raiche Counseling Services, Inc",,,Counselor,"1981 Memorial Dr, Chicopee, MA 01020, United States","6C6H+HG Chicopee, Massachusetts, USA",http://joella-raiche.clientsecure.me/,+1 413-459-2825,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RGQ7h1Qr-8dG1Dt4kreizw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=79.49667&pitch=0&thumbfov=100,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:00.738Z,,,
"https://www.google.com/maps/place/Shadi+Zaghloul,+MD/data=!4m7!3m6!1s0x89e6dfe10d4d3b63:0xad5ed8d69ab96005!8m2!3d42.1733673!4d-72.6467569!16s%2Fg%2F11hzy8rj04!19sChIJYztNDeHf5okRBWC5mtbYXq0","Shadi Zaghloul, MD",,,Psychiatrist,"150 Lower Westfield Rd, Holyoke, MA 01040, United States","59F3+87 Holyoke, Massachusetts, USA",,+1 413-794-5555,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HHkFoBLDGEFEMmxMK54eaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=147.49142&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:03.506Z,,,
https://www.google.com/maps/place/lumina+Mental+wellness+inc/data=!4m7!3m6!1s0x2801caf210adedbf:0xa2fb6c3a7a30043c!8m2!3d42.0369155!4d-71.6835355!16s%2Fg%2F11xmggm_k5!19sChIJv-2tEPLKASgRPAQwejps-6I,lumina Mental wellness inc,,,Psychiatrist,,,https://luminamentalwellness.com/,+1 844-586-4621,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPg-eAE7R75PxS9K3usem4pACzK6EIxzTWdTikP=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:08.456Z,,,
"https://www.google.com/maps/place/Subramanyam+Kalyani+G+MD/@42.166558,-72.6490868,17z/data=!3m1!4b1!4m6!3m5!1s0x89e6de3a6caedccb:0xc1b0ffbe2c1ef4af!8m2!3d42.166558!4d-72.6490868!16s%2Fg%2F1hc3sgjdc",Subramanyam Kalyani G MD,,,Psychiatrist,"40 Bobala Rd, Holyoke, MA 01040, United States","5982+J9 Holyoke, Massachusetts, USA",,+1 413-536-5473,,,,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:13.231Z,,,
"https://www.google.com/maps/place/Rashi+Govil/@42.1665481,-72.649061,17z/data=!3m1!4b1!4m6!3m5!1s0x89e6de3a41d1d58b:0x52ad9bad90eb0451!8m2!3d42.1665481!4d-72.649061!16s%2Fg%2F11qgb7lh0v",Rashi Govil,,,Psychiatrist,"40 Bobala Rd, Holyoke, MA 01040, United States","5982+J9 Holyoke, Massachusetts, USA",,+1 413-536-5473,,,,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:18.397Z,,,
"https://www.google.com/maps/place/Annabel+Lee+Espinas,+MD/data=!4m7!3m6!1s0x89e6dc7cf6a7ee3f:0x301184dde874c9c7!8m2!3d42.2107561!4d-72.5718672!16s%2Fg%2F11p07bkhk3!19sChIJP-6n9nzc5okRx8l06N2EETA","Annabel Lee Espinas, MD",4.8,178,Family practice physician,"1962 Memorial Dr, Chicopee, MA 01020, United States","6C6H+87 Chicopee, Massachusetts, USA",https://www.holyokehealth.com/services-specialities/holyoke-medical-group/primary-care/,+1 413-535-4800,Closed · Opens 7:30 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=04BPtKbHTi2UKNtZudZXgA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.44086&pitch=0&thumbfov=100,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:23.410Z,,,
https://www.google.com/maps/place/Gage+Kimberly+A/data=!4m7!3m6!1s0x89e6de1686452821:0x95f08eda592ffa8d!8m2!3d42.1659112!4d-72.6339194!16s%2Fg%2F1tfz140b!19sChIJIShFhhbe5okRjfovWdqO8JU,Gage Kimberly A,,,Mental health clinic,"1233 Main St, Holyoke, MA 01040, United States","5988+9C Holyoke, Massachusetts, USA",http://www.mercycares.com/,+1 413-536-5111,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FDh0qIPx7sWv-_d_tedMnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.73944&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:26.342Z,,,
https://www.google.com/maps/place/Rachel+Thomas+Psychiatry/data=!4m7!3m6!1s0x89e6dbdf5ec12bb1:0xabcfc760cb985edf!8m2!3d42.2471427!4d-72.5802278!16s%2Fg%2F11q2kd68kc!19sChIJsSvBXt_b5okR316Yy2DHz6s,Rachel Thomas Psychiatry,,,Psychiatrist,"130 College St Ste 203, South Hadley, MA 01075, United States","6CW9+VW South Hadley, Massachusetts, USA",https://www.rachel-thomas.com/,+1 888-722-4358,Closed · Opens 10 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V4zTtiM-ok8tXwidB1DWpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.104744&pitch=0&thumbfov=100,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:31.407Z,,,
https://www.google.com/maps/place/Autism+Care+Partners/data=!4m7!3m6!1s0x89e6dfe0c362938d:0xdf74891d1fd1c709!8m2!3d42.1669658!4d-72.6517611!16s%2Fg%2F11t1rlc_mf!19sChIJjZNiw-Df5okRCcfRHx2JdN8,Autism Care Partners,3.4,5,Mental health clinic,"55 Bobala Rd, Holyoke, MA 01040, United States","588X+Q7 Holyoke, Massachusetts, USA",https://www.autismcarepartners.com/locations/massachusetts/holyoke/,+1 800-679-3609,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPqlh9WnHXRTl1kp7yBc1uwYghnHMV7TtiycI89=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:36.318Z,,,
https://www.google.com/maps/place/Cooley+Dickinson+Medical+Group+Behavioral+Health/data=!4m7!3m6!1s0x89e6d757d39b27ad:0x663cb7fcbc633452!8m2!3d42.3031588!4d-72.6244028!16s%2Fg%2F11bt_gcfvp!19sChIJrSeb01fX5okRUjRjvPy3PGY,Cooley Dickinson Medical Group Behavioral Health,3.2,5,Mental health clinic,"22 Atwood Dr, Northampton, MA 01060, United States","893G+76 Northampton, Massachusetts, USA",https://www.cooleydickinson.org/integrated-behavioral-health,+1 413-584-4547,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lwT0qu5OTxqkBX4_NgDVtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.34138&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:41.171Z,,,
"https://www.google.com/maps/place/Elizabeth+Pitoniak,+LICSW/@42.1719341,-72.5845797,17z/data=!3m1!4b1!4m6!3m5!1s0x89e6dd50aa5296c7:0x272b3b95ff5614ff!8m2!3d42.1719341!4d-72.5845797!16s%2Fg%2F11nnvdhvr1","Elizabeth Pitoniak, LICSW",,,Mental health service,"444 Montgomery St, Chicopee, MA 01020, United States","5CC8+Q5 Chicopee, Massachusetts, USA",https://www.trinityhealthofne.org/location/thone-medical-group-behavioral-health-department,+1 413-523-0900,Closed · Opens 8:30 am Tue,,,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:47.920Z,,,
https://www.google.com/maps/place/Pawlikowski+Elizabeth/data=!4m7!3m6!1s0x89e6db96c3f9bc51:0x456112b5bf619e8!8m2!3d42.2352693!4d-72.5838614!16s%2Fg%2F1tf6ycpv!19sChIJUbz5w5bb5okR6Bn2WysRVgQ,Pawlikowski Elizabeth,4.0,1,Psychologist,"460 Newton St, South Hadley, MA 01075, United States","6CP8+4F South Hadley, Massachusetts, USA",,+1 413-538-9803,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OSZK0CiHfcSu9oNMUgRLIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.893166&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:50.870Z,,,
https://www.google.com/maps/place/Dr.+Michelle+Vargas/data=!4m7!3m6!1s0x89e6dc1927955555:0x4397547e488bc369!8m2!3d42.2072048!4d-72.6083716!16s%2Fg%2F11p07b9jl9!19sChIJVVWVJxnc5okRacOLSH5Ul0M,Dr. Michelle Vargas,,,Family practice physician,"230 Maple St, Holyoke, MA 01040, United States",,,+1 413-420-2122,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=09qSsbZJt-KLkz4_uWi5ow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.95988&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:53.358Z,,,
https://www.google.com/maps/place/Holyoke+Health+Center:+Walk-In+Center/data=!4m7!3m6!1s0x89e6dd88feb37195:0xb8fdf669b9a896cd!8m2!3d42.2071888!4d-72.6083931!16s%2Fg%2F11l_1msch0!19sChIJlXGz_ojd5okRzZaouWn2_bg,Holyoke Health Center: Walk-In Center,,,Community health center,"230 Maple St, Holyoke, MA 01040, United States","694R+VJ Holyoke, Massachusetts, USA",https://www.hhcinc.org/,+1 413-420-2200,Closed · Opens 8:30 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=44Jv45s81eaXC5grKLJPlQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.2508&pitch=0&thumbfov=100,true,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:05:57.918Z,,,
https://www.google.com/maps/place/Origins+Wellness+Group/data=!4m7!3m6!1s0x89e6df355600e64d:0x90857190ac09c483!8m2!3d42.1772052!4d-72.690644!16s%2Fg%2F11x16hhbtq!19sChIJTeYAVjXf5okRg8QJrJBxhZA,Origins Wellness Group,5.0,1,Psychotherapist,"1029 N Rd, Westfield, MA 01085, United States","58G5+VP Westfield, Massachusetts, USA",https://www.originswellnessgroup.org/,+1 617-657-4801,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipM26WE1i4YBpJug_tRm4YGOlzBlUr7-jOaLMnbv=w408-h408-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:06:02.779Z,,,
https://www.google.com/maps/place/Susan+Cary/data=!4m7!3m6!1s0x89e6e720c2d9e037:0x4936a6c145c7d69d!8m2!3d42.1086776!4d-72.5960657!16s%2Fg%2F11pkfqdqnr!19sChIJN-DZwiDn5okRndbHRcGmNkk,Susan Cary,5.0,1,Psychiatrist,"80 Congress St, Springfield, MA 011043564, United States","4C53+FH Springfield, Massachusetts, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cTIZLGorc2oEylXItLdMww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.55936&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:06:05.564Z,,,
"https://www.google.com/maps/place/Gaurav+Chawla,+MD,+CPE/data=!4m7!3m6!1s0x89e6de1686452821:0x3410da70e3e19e95!8m2!3d42.1659112!4d-72.6339193!16s%2Fg%2F1tjv4jx5!19sChIJIShFhhbe5okRlZ7h43DaEDQ","Gaurav Chawla, MD, CPE",,,Psychiatrist,"1233 Main St, Holyoke, MA 01040, United States","5988+9C Holyoke, Massachusetts, USA",http://www.mercycares.com/,+1 413-536-5111,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FDh0qIPx7sWv-_d_tedMnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=281.74225&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Holyoke+Springfield+MA/@42.2042586,-72.6162009,14z",2025-12-16T02:06:08.262Z,,,
